,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
TAC1,-0.020161097317830803,0.0909655149954329,0.058490486894064934,0.011992337250860718,0.057158766136049866,-0.03311206735884702,0.007283512104711272,0.0017089808421299878,-0.08122426150889128,-0.07199735290248088,,,,,,,0.0045766343221080325,-0.0369098393486182,0.024636564049974354
RARRES2,-0.03166048389933586,0.03243110232294432,0.008823875612189717,0.0011602706712682898,-0.02883104848140597,-0.07382724101931158,0.013041950205706022,0.07210603145028165,0.0034404330338917394,-0.06344212393459378,-0.050345875270818644,-0.08227760684766244,-0.03959278971061803,-0.00800989598748591,-0.01868771340798719,-0.044598906201690144,-0.008605201271180765,-0.0011403927368688006,-0.007647874505925566
FGF7,0.10145776922542027,0.06403741368724265,,-0.03134572046382235,0.07199117334201822,-0.008439458253772982,-0.04018372209888657,0.009030869364555511,-0.04110177761348521,-0.017155867897079916,0.05677703460353397,-0.007447181428237747,0.020310012464193533,-0.06180290801630807,0.014738083567615388,-0.012016988667911531,-0.026441812088382338,0.06877018307773783,-0.04315028961376873
EFNA2,,,,,,,,,,,,,,,-0.025961839348540208,,,,
HBEGF,0.0013282345252671232,0.02916696385806765,0.07782820170372017,0.06472506609576456,0.0078054552116164095,-0.012432337828730497,0.047157795188114,0.06061708521232258,0.05708457946882231,0.053092841868239586,0.03604707380750726,-0.01604522847457972,0.030842629569047722,-0.01358157560811252,-0.03351163529707971,-0.002941861101731886,0.016058503734554024,0.11204143716705219,0.05229728906721115
CSF3,,-0.030228026937867292,,,-0.02504741154276843,-0.029667241254726487,0.022009988084640133,0.014916669281517012,,,,,,0.09456141341990242,-0.007116425824146068,,-0.04624523843416731,0.0650087297865881,
PI3,,0.029001372582876817,0.024083563068093353,,-0.05934082102527728,-0.008760940299585896,0.01778704008309446,-0.01507730306469521,,,,,,0.0003791283581371946,-0.06160458745275048,-0.018599283365766342,-0.049598103512905084,-0.06973810151873164,
PCSK1N,-0.022444592309179327,0.04825452295681803,0.026463885651189324,-0.013647135037208165,0.016557610579812723,0.0633305529066616,-0.01521400422791645,0.03165886187516966,0.042584060956910086,-0.06819343890522131,7.324200685658499e-05,0.09265573559795037,0.024665271954441296,0.008541357986972802,0.028091424174337267,0.05185329941546984,-0.07955103118852205,-0.08133923349344317,0.06032134322732485
NTS,,,,,,,-0.03203892570018376,-0.016457905785994,-0.02616355791165901,-0.02885589986009487,,,,-0.04424522701127226,-0.03162957463867259,,0.05951311055943477,,
SFRP1,-0.029334905862466648,0.09570069480400376,0.008124902256160924,-0.020692837277155107,,-0.021717876164203755,-0.023942366127997265,-0.03978596033501006,0.03482063989354392,-0.03051833009155938,-0.09019746358741851,-0.022874000275542414,-0.035981476827129565,0.025581921228710905,0.026272278602184264,0.05154800042940553,0.10153796044091219,-0.010198722496914813,0.04318707368031314
CXCL13,,,,-0.03879824587246662,-0.01818738445972206,,-0.023727190590827972,,,,,,,0.13174973567501772,0.108200737523544,,,0.0927615309246501,
MICA,0.07482013645662222,0.018699617419723875,0.04466106181606954,-0.0016782319838371449,-0.018374586024861292,-0.044142892444419775,0.0060777750150001544,0.03792644013482287,0.006730251886671409,0.012244752484835574,0.09604830474099978,0.10438864467095227,-0.0015194468113009392,0.07478697896875068,0.022450819219087825,-0.002353571980492155,0.09093124498890377,0.0023997217906714203,-0.07301297297271074
TG,0.07893713186105765,0.09635205672003977,-0.007785366267317145,-0.02636612459422729,,-0.02343702923645754,0.0999647013603076,0.057443100893261725,-0.02210040108820326,,-0.030917173285883733,0.0905536414755113,0.06606621329426211,0.1154659263947288,-0.02857601743939813,,0.020143751006813374,0.009049521101176034,
ADA,-0.0538875531450347,-0.035634878960001184,0.06053090469183016,-0.009891022724305712,0.05371287112059319,-0.015278035459166641,-0.014351680197553087,0.055356454585006584,-0.039541861377323725,-0.06231891484522838,0.026221001683327274,0.019614257211041486,-0.01822086294870503,0.05870602965731367,0.05009429498997012,0.0596767656205381,0.263072375376148,0.10449891818232954,-0.06884544781734223
LAMC3,-0.026996955505566998,0.006830618270436287,0.10813123459759819,-0.0020230773318070513,0.07879650711248132,0.019462383677726004,0.0022247767141314063,0.06512512701822228,0.051915334968489164,0.10745390565852196,0.10087859006065811,0.05033217080185133,0.04905197718834624,0.06107672414116523,0.06749948347580124,0.02853559058424193,0.2433600606951263,0.07464357264926162,0.047998609915125355
CCL7,,,-0.010400276805925413,,,-0.016944934691930345,-0.0314578740408787,,,,,,,0.033313621748596665,,,-0.00036646165901079055,-0.008964217816921895,
NGF,,-0.01741522559586689,0.09550212623959212,,,-0.03882517331873577,-0.03357800636137632,,,-0.028855918859790372,,-0.09311337062972953,-0.011459698960916467,0.061787681848830316,-0.025612868549874213,,0.13831851691717598,-0.01813409394798569,
TNFSF15,,-0.0215448075415635,,,,0.027591709849565757,0.07279993704198172,,,,0.08089763620402456,0.04439316586208196,0.12870601031827442,0.051851902328139604,,,0.10110480399757366,0.058899832327598586,
HMGB1,0.03097629972784477,-0.030647476501587702,-0.034691632129689204,-0.011667554703980192,0.05144183345761186,-0.0030467446958161266,0.015962975759697805,0.07311394082042474,-0.028035487857076966,0.01194986869462276,-0.016127000210234353,0.017871342730393106,-0.0242160865791487,-0.007009731496245978,-0.010931919149063522,0.03268937014093254,-0.13716768179309027,-0.03427256994452819,0.08870581546607341
ITGB3BP,-0.06593219573395816,-0.08985615190300046,0.02078511569972558,-0.044472860019832104,0.0006855516625289301,-0.0419010949506075,0.009870867185795834,0.06453757908406912,0.03175738259001867,0.0496532200292998,-0.022987900564707092,0.024610648961551816,-0.026319739877889783,0.04505647268165518,0.004245052715684616,-0.007499763274926798,0.05622757336335105,0.02466982147917563,-0.046515377444884654
AANAT,,-0.01196794688946565,0.03263036041822318,,,-0.01716887435856592,0.04857642239687745,-0.012078131413013653,-0.019875019853767162,-0.02712880745843749,,,0.007062103318132238,-0.024937057910699847,-0.03493760411229016,0.04961406843429431,0.04407956138492824,-0.046485666027813226,
RELN,-0.01935695226214332,-0.010896447531071043,-0.017898352957639113,-0.0005201814242302202,-0.028207212455742946,-0.029801321002187277,-0.013488165529506657,0.020318809409164324,0.04307187441846081,0.0887605639531652,,-0.0574102186678977,,,,0.02417363169931894,,0.046674612530164986,0.06051000280730346
IL15,0.026559943470935602,-0.030625572026482556,0.013611983112884802,0.007788200308023381,,-0.03140637475388101,-0.015172971542038673,0.028424119254582134,-0.008839962134918047,0.04458176107995517,0.01763068120303187,-0.04389863032223252,-0.021953294176669056,-0.004334091857767983,-0.006082148458300704,-0.033720058038131606,0.08067624966701165,0.08499940572556494,
UTS2,,,,,,,,0.04994501204590179,,,0.0180122583359414,,,0.10218104291374232,,,,,
BSG,-0.07608908984397977,-0.033544777747285336,0.09785899455391656,-0.04715049975739509,-0.04683946876909522,0.002008111774034796,-0.02289556719302417,-0.00032042074930953664,0.054837233133874355,0.021017516919235067,0.04423516875633614,0.03094802195131876,0.036542209084713735,0.055933302215078,0.03937036060227906,0.019707589609650175,-0.004824104612650956,-0.012976052997044945,0.03362995080545094
ADAMTS3,-0.0064079857830310555,-0.022476140563727858,0.01164117759015385,-0.04632719249842336,,-0.08419854660487947,0.015061100481156733,0.10177272305816286,0.00968251227873823,0.01833168204954652,0.11387607626783537,,-0.02832913008943426,0.02231535381799878,0.08551631768947092,-0.005911454878425631,0.042806426367977095,0.027954108364322428,
CD34,-0.024692203576329688,0.1740579848445408,0.10592544692684273,-0.012213237084240486,-0.0022730636335504383,-0.05467791028701109,0.04472437651001224,0.07029654840429976,-0.02148080876795729,0.020666189557533902,0.11718747587364385,0.15016994189579513,0.0032444009918230535,0.0442999769972336,0.013533331011835821,0.03697897216283404,0.1886999479686993,0.12384869594899266,0.07770367472410075
CCL23,,,,,,,,0.09682807968230459,,,0.08482967629464987,,,,,,,,
PLAT,-0.012040843929013346,0.06702244019299748,0.08304246596660406,-0.015391051745318882,0.06224704375251367,0.005698050503785107,0.01204960319966013,0.03677655707720259,0.07162602189255841,0.04348611021622124,0.08514215690003502,0.023558257458276888,0.0028661025085684896,0.0431442835820603,0.03776248728600527,0.11789134008514726,0.09303051638487339,0.003623147906247702,0.08218532750539694
NTF3,,,,,,,,,,,,,,0.012200698295124605,0.03529067031474463,,,,
LTA,,,,0.04600139640448322,,-0.02171787514820737,,,-0.019141715420181546,,,,,,,,-0.009214529250410676,,
CKLF,0.06563079942937863,-0.04626731600029256,-0.006325651607405058,-0.001189605619457554,0.08988734113331048,0.00810199032539441,-0.033207521957272765,0.0700133051981452,0.01722837276949195,0.03231879926134081,-0.007482731858760514,0.06972278576672887,0.052085267054632414,0.05481127744605377,-0.003658219828560951,0.07839939542480898,-0.0071259916698469435,0.03802899716972817,0.07399441078710407
CD24,-0.007487466682143905,-0.06409675529711005,0.04428272280987631,-0.015024352520278521,0.04022755407555272,-0.04912992446003595,-0.05023407810563333,0.06646354294870344,-0.018242449967524166,-0.01568332532636907,0.036064025313663595,-0.029317029220819198,-0.021526023085977602,0.015419082188161692,0.020368020114332974,0.017055391688377993,0.0037196964505715534,-0.042229725906124116,0.08926346256334676
HSP90AA1,-0.00457764387038871,0.00718084079432232,-0.06636312327366069,-0.06101344851346203,-0.04500031163689428,0.0036355591212857818,0.04793259608155238,-0.028905327106142308,0.07647460025684671,-0.07093572769199456,-0.02264251096936814,-0.020983565368847382,0.00867048075556323,-0.11496051690701194,-0.10242922481739353,0.015522677310926561,-0.1408974391033635,-0.09652818132565787,0.12059648329977034
BMP4,0.014527420323242704,0.02605715389226397,0.0330080689858879,-0.020554251381946016,0.0022465631912598834,-0.04434971546957683,-0.03186124600381992,0.015616681140553167,0.020764912290555673,0.009962027129206165,0.1835680319744955,-0.046488684503871835,0.017642864991853142,0.01493620798642822,-0.021811527663956266,0.015997676357265747,0.10892010194304771,-0.00451531688992606,
SCGB3A1,,,0.004074426785239182,,-0.02677320599072505,,-0.024992756020492144,,,0.07021746405002527,0.14960496456909034,-0.041235941607080835,,0.041284619886830756,-0.03209823201841388,,0.11749329042456207,0.04084490514618744,
IGFBP4,-0.039131416253819114,0.02779173554209588,0.09650234436662115,0.035002897406601396,0.10924644991437951,0.06243265008662496,0.055270224313764216,0.06875058403531137,0.06854550251580539,0.08492247722206799,0.1261718612911297,0.1414122516932462,0.06648048103571973,0.03271417941860662,0.033513655296561945,0.1043845366910296,0.29030510510574875,0.09688487603682748,-0.03986023378759825
RSPO4,,0.08729934908070845,,-0.0313457145128393,,-0.024043039826485132,-0.003795270211754569,,-0.022262980351644507,,,0.19117022288222238,,,,,0.012534416612788816,0.019417068400091116,
LEFTY2,0.07986356360275597,0.030327644749930986,0.0007923443584318195,0.030277230936324874,0.027602230992687327,-0.0032217003139122583,-0.008762024606411355,0.07702896139556904,0.061472198748188454,-0.028855918859790372,0.0818275433223145,,-0.030234075425236106,-0.02412990838487459,0.011895112727387242,0.05336555855540261,0.07483073878411631,0.028444407828774023,
PF4,,,-0.025275551302356272,-0.01763759559516465,,-0.014784121683589965,,,,,,,,,-0.023795823184808957,,0.00965887068128968,-0.03431919673512976,
ANGPTL2,0.009765183454520756,0.0913430615996393,0.03183002754402682,-0.020973239074523402,0.10368639712698713,-0.018172335414955085,0.027933031447215578,0.056485084505004,0.023588286779945948,0.07001446445822442,0.10319063112282513,0.07051608158873589,0.018436095302210777,0.019470131886915962,0.018379836610128597,-0.0726364659197031,0.12911060376950734,0.03754006084868923,-0.027053035254454984
LRIG2,-0.0229231966788865,0.04583017409827514,-0.0346163986540016,0.01450619820369045,-0.043027948077197176,-0.0071966962777972225,0.04641842808248498,0.023160823066301853,0.013494265837497965,0.06769347501414857,0.053447089470695625,0.025102916975353575,-0.0005898239084432592,-0.014804481179778391,-0.010623561590273601,0.007389914070277658,0.0009641011530868874,0.012569051449707411,0.10031424314348406
ICOSLG,0.03362136014996658,0.03315377299999492,0.03263714089277069,0.026932990933209968,-0.025258877389180742,0.04300735492722338,-0.024181408151817733,0.00646872891728495,0.010221747018507518,0.011330440164157974,-0.014715976310886121,-0.0737792732630255,0.08986671053718366,0.049211558454476785,0.025037891312963696,0.0028468024733442963,0.10784356719963435,-0.01765164607598875,-0.04508778261369172
WIF1,,0.10547213249284623,-0.04547925201016932,,0.004546735513515696,,-0.0054344432710459085,-0.021417320628406785,-0.01717981462347833,-0.06610072542966018,,,,,,,,0.03942596328644479,0.07662710510821312
NPPC,0.015306756313390662,0.031280001508410794,-0.013420754048890435,,-0.03358920310364331,0.07843076587286416,-0.004471541995811013,0.014155576303870992,-0.03351235967186915,-0.020073654439466494,-0.023758946564329794,-0.05073701212052912,-0.028329075681643525,-0.020362444931543145,0.005107390815564569,-0.025688610827477545,,0.009633895755765728,0.10727526946382152
LYZ,-0.02861402487249849,-0.04592403445633218,0.04523116493052675,0.04436798724032628,0.019506893684377455,-0.0038305453430691884,0.020344788965756887,0.061305710038879406,0.02226545738405408,0.1102629548850922,0.12941765087550033,0.049275610855632944,-0.0023875252235255376,0.08512520077641814,-0.0334633317410479,0.06968497446185133,0.12076744502125343,0.07003072888634207,0.06060179672752853
EREG,,,,,0.029407348219207506,,0.04434168734253256,,,0.08053439538379105,,,,0.0736515729324646,0.07360123931336418,,-0.017133514618337276,0.03369450908596185,
SPTAN1,-0.051464100716564806,0.10851982878094961,-0.03076214402512132,0.025918309019603243,0.08167249443164216,0.019310707916853402,-0.053700385226530235,0.007243105002573215,-0.0035862843740032575,-0.11212322268179506,0.0681074340100157,-0.05452615759376215,0.03197607007390423,-0.015342009345550807,-0.024018375047298292,-0.027017396267406832,0.02690795937028597,0.04255347359149991,-0.027467451524565766
LIPC,-0.029893728387457946,0.023569793463442148,0.060194060202053694,-0.026545524004495686,,-0.026568167747656194,-0.015027273721887661,0.0650437965035773,0.013970176536113762,0.057639012571721576,0.06612017634176037,-0.006471089454226095,-0.05820703076327037,,,-0.03153147395968357,0.08968091523029392,-0.015439084752743542,
COL8A1,0.057737152950341084,-0.02021607378359263,0.0746696403345672,0.02060655744953966,0.10350128937838782,0.040810596839179605,0.012454630868627858,0.006776746270053765,0.004335496838187089,0.04082953730649704,0.07104575856021,-0.0440040970478847,-0.007464346124000238,0.017784899157854497,0.003994063536059261,-0.036957005193158324,0.017021399040645074,-0.05773549728955025,
GSTM2,-0.031239692932694043,0.01827016164462631,0.04254710051535661,0.029052076264541763,-0.0009827550914621847,-0.022616607188354336,-0.00839893527009095,0.017901957600314503,0.016773170911235334,0.09316176345215804,-0.0006053488597263996,-0.1213990767089495,0.046027997844690555,0.028446466660620253,-0.03385019610408053,0.04114184589964885,-0.0299913811325719,0.02918936244636259,
SPX,0.02857794582664597,0.0015710720589032499,-0.020636996618714383,-0.010828248788506314,,0.02800210287449791,0.016168847086626362,-0.03196385091702921,-0.0355736726007541,-0.10042888631743792,-0.03149704128641733,,0.0019806056216214586,0.01857814325325675,0.08634685308704661,-0.027757096453922245,-0.009118632295372039,0.020156428348362156,0.09011370741931087
MFGE8,-0.05282814230665636,0.018755287084111203,0.06299439530557865,-0.0026763485986266845,-0.015192137193226339,0.015200532573453872,0.0370873884739763,0.011259757513163363,0.03709057358794553,0.038629498219826024,0.07583251993117453,0.03775936732252985,0.025816838783135242,-0.015257699049266538,0.05173747063521758,0.02968187142590965,0.1965071726858273,0.037379312634411806,0.0450999370878964
TGFA,0.02215392304691997,-0.05410749613675335,0.02287813578293331,-0.015645414034225764,-0.005949849410391153,0.010157486859953851,-0.02592222282081827,0.07058672845193502,0.09019716851605981,0.06309184789395005,0.03588519425269521,-0.039419284073698366,0.045097968009465604,0.03443275577216916,-0.009175806279459247,0.06021971042305326,0.09256151179131526,0.027713617338211653,0.07723059494692187
SLIT2,-0.02402952203705813,0.0761123055532534,0.06456989752784197,-0.0008122099882991844,0.13344319703104626,-0.030537195982001393,0.009842551766789194,-0.03072165671934786,-0.033802147590048896,-0.06457465077744375,0.10551096252708148,0.05874294655579631,0.01067536018844002,0.012149240167646853,0.06410712823112394,-0.011623425218152548,0.055231987342038505,-0.012177114188508488,-0.05374802298265532
PLTP,-0.011649733986196809,-0.06548209762996977,0.0676603859178175,-0.0055796000098665595,0.10876368767400227,0.0904244474687742,0.03260316423535045,0.07080183987807913,-0.010518212629413087,0.09651817405433168,0.10147105140048135,-0.04468493999318412,-0.024701706764962177,0.03899446182973066,0.015130632256783454,0.0502872328981139,0.1349568284177114,0.026438441829922495,0.03362646388412866
APOD,0.05291556192735812,-0.038406779528230774,0.055583103056201,-0.0003585202386658278,0.052589596675335755,-0.0006593042018071826,-0.037131115333403804,0.02116178357778102,0.00406445204307521,0.1479932608934929,0.007309149975637767,-0.03859513460250167,0.06671712248559443,0.08466001897507897,0.10708744537692966,-0.041343506935972836,0.04443360436929319,0.0755116759348944,0.12032968885577763
B2M,0.03561285037634159,0.0003788193438919353,0.09438553687866882,0.06043081658842667,0.13444538627506872,-0.00968618077349766,0.05883052109466882,0.07589960267507743,0.0035580307967329225,0.11665355808528878,0.08053147178153458,0.09067520089586416,0.05490526330873638,0.09017634807732978,0.037888088043947915,0.022140839964310485,0.22195930443233858,0.09473429079352418,0.06645373644579304
OMG,0.07082074200652885,0.09437852186262029,-0.017159739175262798,0.006162145668346937,0.05758486293944454,0.018502906472918496,-0.03801435379561763,-0.005307579889355777,-0.03270143515582029,0.022842430543323928,0.024923819185254974,0.008619315474404178,0.07610604786451224,0.02835385651906843,0.014463883203085568,-0.0010028438749069453,0.044489341181912744,-0.016434471701715983,0.03315067018047861
CXCL3,-0.01880303563454709,0.07449744485290848,-0.040184929732471376,-0.03626121800520392,0.04656897123294024,0.015472139912022342,0.045610081679159475,0.07924311453685964,-0.00037287863260762643,0.03774225605009213,-0.024485977045325756,,,0.0624603448017782,0.028176309876907307,-0.019067958976028806,0.06470212875620006,-0.020093045241174827,
CXCL10,-0.003293490872003141,-0.03954628674459886,0.048384409264194,0.07051012820917398,,-0.007269061232839759,0.004727957412630964,0.0747267993538299,0.047473605097065795,-0.028973996889114218,-0.061829486709554425,-0.039610890981863385,-0.03821251779455684,-0.029352826761351942,0.007036061849705612,-0.025688608034264045,0.1477388224572837,0.05828748584325145,
RSPO3,,,-0.022242076159403268,,-0.004209305723311884,-0.01716887308998049,-0.027927371160923944,-0.019832932215549465,-0.03362486646068497,-0.06375302822667582,,,,-0.012995200178137819,0.015165091368818513,,0.08424457979981723,-0.024015449673284266,0.08527915003254752
CORT,-0.023349019638069474,-0.02385244436644065,-0.005247269871811074,0.0022131487697358556,0.06110202696227745,-0.005553240593352421,0.06470325488223214,-0.00975304067074675,-0.007019083009595376,0.038910173123325315,,,,-0.0324124283264303,-0.024901119513919864,,,,-0.04008713446288018
NCAN,0.019553379334590393,-0.05050750038382109,-0.026985801455065784,-0.05396859337098544,0.06630766973039876,0.05272382847763843,-0.02367268144774545,0.056499637935657945,0.00564951505963252,-0.10397402194141957,-0.021821885267552656,0.09639768071866095,0.007169096587048996,-0.005040401005388086,0.06803028045936016,0.06035135351428217,-0.0050875546821291815,-0.05827549384065932,-0.0440937435136247
PRG4,,-0.032552986239528604,0.042196819453802714,,0.009881679776184824,-0.016944937332546883,-0.0017066611597615475,-0.017180707646185664,0.020182336920836357,,,,,-0.031133630990719766,-0.03674312564303482,,0.12958436046063584,0.04954529360510582,
ZG16B,,,0.03508468809488944,-0.02122397968454063,,-0.019666672135868934,,0.08687774021292241,-0.015209830557205335,,,,-0.02630078149696271,,,,0.039442734365995574,0.10585458218768863,
TGM2,0.06170397908546262,0.1021027749676318,0.08033406907045494,-0.018284693432403337,0.04705915000152783,0.07411070122713025,0.07649131387056256,0.041365042521069234,0.0006383958795555316,0.1383050279976046,0.13135826560006297,0.10174415565104201,0.052089628410851574,0.06694242248515653,0.029128748844766354,0.07950982076755825,0.16965281467146526,0.0827042724457511,0.04067189619119489
VEGFC,0.05579605474342119,-0.023357417568908443,0.06424730859146632,-0.0027097161344010958,0.06375789074201123,0.028436899001866973,-0.030780312232127103,0.010960965694059596,0.016517709384769978,0.0821990635224352,-0.003705620314931776,0.16227857161980966,0.00896391903558971,0.07388291615155107,-0.03231961881162116,0.01477596759885226,0.1480641716859378,-0.009266230605272653,
WNT6,,-0.029623428095266503,0.032401245903714994,-0.01962786681326314,-0.01013016499074794,0.0007860237516229469,-0.01454295648249436,-0.016894976253705837,0.0006952860130494632,,,,0.17306727926439008,0.045840134198383634,0.03173399583859005,,-0.032114422125738215,0.014317812921182844,
NRG4,,0.08199636975103311,-0.022441710709611155,,-0.01877438197138188,0.007921590053141237,0.02180284832658797,0.014021823815583333,-0.02922054719123404,-0.03736904106174519,,-0.030092449143924994,,,,0.08050813762693246,-0.04917796453578827,-0.05136105611306229,
PMCH,,,0.029890404307084777,,,0.0443253167871986,,,-0.022262979277215246,,,,,0.0023875302511870314,0.0005323495096862964,,0.09498382913105693,0.05649615978005883,
