,MGH258,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH8812bulk,ZH916T1
COL4A4,-0.007457595793768144,-0.00010549776893080965,0.06058174528650398,0.03758110017034113,0.048447673397137195,0.0006714267278255283,-0.0447918836652571,0.026876514322450345,-0.034206763460486615,-0.011331359778656553
TAC1,-0.022365586815495296,0.05744017366949407,0.04560909091626864,0.04168921775536903,-0.050721812604876376,0.04581496763414441,-0.02957851841675486,,,-0.022939972498669543
RARRES2,0.03147481483462113,0.048235805335111175,0.02128560043894404,-0.01767592442948402,0.1206948517060469,0.10134001131156707,-0.00338392939298561,0.0603603943776775,-0.0006344894513248699,0.05063498396715138
FGF7,0.0519499510707087,0.06634624454938085,-0.03516764404136379,0.01782858210499675,-0.01087398373127532,-0.037466474725971616,-0.0054841071999535895,-0.08467592419595209,-0.04416157716936437,0.08959549412511417
HBEGF,0.03550938231993357,-0.0010409687432550029,-0.019285366044471727,0.014090714870716706,0.006192725715989961,-0.027921096381814767,0.02784747573155667,-0.009607052114692751,-0.02838522193092225,-0.10770634169559873
CSF3,,,-0.02364714881446228,-0.06178564223279381,-0.018605389978764927,,,,,-0.018372296659484286
PI3,,,-0.04080783955736695,-0.01645560788972191,0.01561739994783483,,,,0.03321421641039683,-0.03991689704385527
PCSK1N,0.1088289287688763,0.037537996452168904,0.019101375584361247,0.008321261994276793,-0.03553805636652697,-0.006237345321912163,0.028033458631754243,0.0191643613413034,0.04745955600824655,0.09306796266483434
NTS,,,,0.05226083563334236,0.011081313019951411,0.0551838791532477,0.008416319595107477,,,0.14563334914521386
SFRP1,0.07499573754617943,-0.015787039019102063,-0.017310873133752194,-0.00017442071096467505,0.11555001866349436,-0.019023211592121603,-0.01999860162839911,0.022709881402664354,-0.028468954428080142,-0.026574647443178497
CXCL13,,0.016165567893887102,,0.024208812230729397,,,,,,
MICA,0.021959369714289714,-0.03574786779762663,-0.0372500351003624,0.0755489239459525,0.13475997972636353,-0.02138538901625102,-0.0032426942212208693,0.0018997695612852667,0.0973810873473578,-0.009923146286966805
TG,0.04700353736160373,-0.016393588511232893,0.013515840926838935,0.011696374208957798,-0.022455041117796896,0.05465278292423137,-0.026170393528293857,-0.005893806286315639,,-0.035829482861575994
ADA,-0.0077165757310219026,0.028766397464821777,-0.017143490204421113,0.07328740049366411,0.06413300458195104,-0.051354933836171464,0.015700565003119785,0.056436622138362015,-0.0036549954244401678,0.046150848355426724
LAMC3,0.02048942225037419,0.01411435196930701,-0.02050966823674636,0.023368545368376795,0.10752145612475918,-0.039943575511744725,-0.0005529850000121467,-0.02937691766605252,-0.01612312751859439,0.0006662922871179495
CCL7,,,-0.013506459494193218,0.01372199901043195,,,,,,-0.01925238598625329
NGF,,,-0.03094674841292045,-0.03947732772205799,,,,0.04598169090841688,,0.052745795804354255
TNFSF15,,,-0.015040103239255932,-0.027383353234554618,,,,0.059064763505137015,,-0.015581972543615107
HMGB1,0.030882174078371006,0.03526709552591363,0.05937728408464087,0.06908655510177719,0.08903291224034453,-0.024212582810855005,0.02194043785521388,-0.030049326533856252,-0.008443293965879,0.08900408351830344
ITGB3BP,0.012645143451624295,-0.02327742920936683,-0.022834938663055922,0.026913130099822886,0.08143106293816274,0.043108663871276286,0.002847974301492772,-0.08332660487775903,-0.0014567784967337019,0.039688826335075526
AANAT,,,-0.013684957204072085,-0.024674038946459736,-0.016782565258431654,-0.014262697303464704,-0.009399194901500617,,-0.027468282619866537,-0.020369827239887082
RELN,-0.02147351354330672,-0.005791920555012965,-0.02375402102795822,0.0067886336114229085,-0.040486602681698625,0.005014621718929132,-0.028605438860954797,-0.0839482343589834,0.1073516490764854,
IL15,0.006595418174473725,-0.020885180956027066,-0.019677039596404548,-0.008819654613684575,-0.0051263593049221306,0.0087614458796396,-0.022971462386599306,0.024368755653498102,-0.03420675912558715,-0.04024249540230161
UTS2,,,,,0.0016601282897049916,,,,,
BSG,0.08501702936890163,-0.005222864360007497,-0.005523351839817295,-0.01964889191229497,-0.02206142653873988,-0.046250351801041395,0.01780306154528059,-0.08386441770968175,0.026897374735194567,0.04628991332570131
ADAMTS3,0.02242147128541687,0.00604714988570862,-0.004949658665844089,-0.013885806860343982,0.054117617376291074,0.02715910393552915,-0.04172090297866321,,0.02919491721669782,0.02480118340774985
CD34,0.006488507190136176,-0.021390492670717257,0.019247215671839655,0.044533346139219346,0.0896456457224112,-0.0111775216637468,-0.009579557725960993,-0.09662680853429964,0.030545257557733914,-0.021292068918074017
CCL23,,,,,-0.019095895207206393,,,,,
PLAT,0.0965124186395751,-0.013465250375160262,-0.0038360404760351824,0.005906374840210899,0.08975925741488534,-0.01914136185302116,-0.02839812650756394,-0.08220470200294137,-0.06255027448625798,-0.025283834393126797
NTF3,,,,,,,0.02477444014576303,,,
LTA,,-0.01205589652017832,-0.01731087232392234,,,0.06562294347192535,,,,0.004827055160057905
CKLF,0.0011534728364331352,0.026470958701344496,0.013396778396441798,0.013955687439076991,0.10551346612071248,-0.012759360381215822,-0.04085683678459712,-0.04524513106504134,-0.01931375369066669,0.08728732913728018
CD24,-0.030907293092027027,0.018824065106896434,-0.009799265081349814,0.06872702449193757,0.018982397289987837,0.00921597281692643,0.09747387702512951,0.08743275468504087,-0.028203131500601702,-0.0674491421087437
HSP90AA1,-0.08572461204698716,0.06551683028693735,0.0384761372598071,-0.07469903497723084,-0.09388650944673207,0.021614542272623816,-0.0009994780812659296,-0.056827222812140074,0.04211542091765991,-0.06412563223395856
BMP4,-0.026657003772157597,-0.012779957028111669,-0.0085047375571226,-0.024857633814347524,0.05085184742575903,0.0661315844409979,0.023373186205536748,0.09590834591924455,0.030742881735739278,-0.01115654599169241
SCGB3A1,,,,0.023432754043350403,,,-0.025446186393791644,0.029087970130551664,,-0.02003208475143978
IGFBP4,0.033839718878807365,-0.021837509804567893,-0.06287852172495983,-0.006595093653510623,0.003736630291884111,-0.06751578928553582,-0.03779654292781837,-0.038237261854574774,-0.009627846955635393,-0.04151972024728764
RSPO4,,-0.019489733634444603,0.019468580591368606,0.07577205549200894,,-0.01597634378052218,0.009612091767239673,0.0016258636956434246,,0.0008150985924042209
LEFTY2,0.04766226126571079,-0.0122039612721714,0.02677748567599423,0.03542334403576116,0.05115185969966642,0.019780965622232565,-0.027902050513183348,,-0.023872828506774108,0.025363846656632077
PF4,,-0.01096647645281815,-0.011784119815565021,,,,,,,-0.012120297192857088
ANGPTL2,0.011093487512940989,-0.003044708933714469,0.010568119532099792,0.09061509499141852,0.03388843791948404,0.050534039100172165,-0.03966361981809755,0.004780476501577467,-0.006406177685535548,-0.028209428417504248
LRIG2,0.005414044031775828,0.024865433601597858,-0.024861584981943838,0.025036439551356846,0.004671926628662858,-0.027941963535137587,0.05049148747239948,0.03630728978682351,-0.058611003861249296,-0.030512037603091333
ICOSLG,-0.008442222738811265,0.023553190699659183,0.011753399894986737,0.10053613217727239,0.030968374101287964,-0.036826266204396024,0.029231323544503175,-0.026406567968324562,0.027819170896487156,0.04479334391328046
WIF1,,,,0.020831653666336304,-0.07948562632503493,0.07575847370985674,-0.012066344798539994,,,
NPPC,0.03809028826146306,,0.07566663097853,-0.04411173802537423,0.02991102571863434,-0.02404911519291441,0.043839811708066466,0.0004426740272350496,-0.026059389395261062,
LYZ,-0.029645850630390873,-0.03429713133321906,-0.002935603335277327,-0.00026791806205153797,0.08481698556661203,0.01453885459494825,-0.02831763826125107,0.1413124312705931,0.032407372322035916,-0.039424861133886324
EREG,,,,-0.032805256017133126,,,,,,-0.04140256433052603
SPTAN1,0.05193480545925177,-0.0379792894743946,0.05088697227026535,0.024735524361243613,0.0019661556743867507,0.06575700185712566,0.028835279559801655,-0.007396658451950206,0.09182055136340946,0.11787644966940339
LIPC,-0.018133842294187803,0.003182687941447282,0.007505259264240653,0.08563834106573018,0.05315142519953276,-0.029869401691816518,,0.029209195264919652,0.0009192417918095859,-0.03466257150706052
COL8A1,-0.04418572445705031,0.031553878507326376,-0.007760295318109004,0.027213714378930297,0.02970561280023392,-0.004203129715679556,0.035318571221656866,-0.022193164334502913,-0.02551578420975344,-0.11987087841742043
GSTM2,-0.019255634158422737,0.033799968163963114,-0.007717467047925915,-0.06648378499982983,-0.012344256639735606,-0.03798444311016047,0.012919753152296772,0.03467204447568936,-0.020116113571321096,-0.022399976549610148
SPX,-0.019184115328842722,0.048892117481674525,-0.008942668464532825,-0.05923119659475543,-0.013107598378297983,0.05604368113919913,-0.05212191574203843,,-0.040018155517053636,0.20861095900476262
MFGE8,0.035810316273987015,-0.0010157847323516793,0.030664642873450748,-0.025776113112254133,0.008149515143324803,0.019504918544935152,0.032103584177397566,-0.07585435778779617,0.003193129040991367,-0.03132976237371642
TGFA,-0.02955831672350984,0.05080987004464879,0.006596544134636052,0.04584300020892987,0.037312831978250624,-0.01959415512534331,-0.0342069120436824,0.034104544537657544,-0.05099957144157507,0.04074146242068794
SLIT2,-0.008260806801464196,-0.028594745787669587,-0.040107034868137145,-0.0037847867964022545,0.014313152916955967,0.05159824997393136,0.04247373589368471,-0.05246193235313118,-0.03874391295266938,-0.1227677272596402
PLTP,0.018221577539157492,-0.047344675045960564,-0.013486304402480786,0.04131903258648445,0.08238911706157702,0.05518772133311755,0.0294163036738231,-0.016554886025040256,0.006014713823871921,0.03224428561551316
APOD,-0.06384002412215181,-0.003940292541216072,0.04368700326561129,0.07630277374275228,0.06829267593423916,0.0502030091837383,0.046618094261418455,0.06032140594907924,-0.0595445329257283,-0.006094768362215277
B2M,0.05442982457194624,-0.012339758083291427,0.010515077295777699,0.04406350316526856,0.06461185040561308,0.028628692857930956,0.06228959310833658,-0.09797112012642932,-0.016526037030304617,-0.1233224673370386
OMG,-0.06253522548291125,-0.0017404487756419987,0.05111440965591893,0.031621208554273916,0.011015980495271431,0.029807476185874468,-0.04050323003509658,0.0050816173763535595,0.009313044588530462,0.17616158950788938
CXCL3,0.001493633324893869,0.005584733150865376,0.05786307280530162,-0.039033132907314465,0.0497100672905796,-0.042127250265229975,-0.015936230914146237,,-0.019343177848982585,-0.00012706794119236384
CXCL10,0.013523072730875272,0.006151308407618381,0.02426157097832605,-0.024873621611679147,0.07974182452494799,0.017938583660563598,-0.0413522662183933,0.00756834378705189,-0.02605938656173149,0.0017056773079120468
RSPO3,,,-0.013684956192908689,-0.0328339321837616,-0.02755786203939476,-0.012118590099720161,-0.018957128473640363,,,-0.019537407155661116
CORT,0.044855713764983804,-0.019585432497078323,-0.0111158954520564,-0.03055129026185492,-0.047695054436225355,0.0263504983029634,-0.014980982261800184,,,
NCAN,-0.055463040006671495,-0.036194180882008986,0.05938803888547203,0.009529972060929363,0.042834696280618284,-0.07172101298678757,-0.021925437974423173,-0.127168828796887,-0.03240019560313945,0.14316432849542837
PRG4,,,-0.013506461598974439,-0.023508977563701985,-0.02387259563573525,-0.0204171331147876,,,,-0.044257492608138244
ZG16B,,0.011131759386329222,-0.015675900522366212,,0.006090143001834327,-0.01091486755085125,,,,-0.02436104410967252
TGM2,-0.002882223364140075,0.012894105588533586,-0.01260282207600439,-0.04232612323669061,-0.006495167886966882,0.05064722233240671,0.030645851799961602,-0.05036064965758995,0.008352679958513866,-0.004530621124915327
VEGFC,-0.025902090107656765,-0.016944649891253126,-0.011564948134236218,0.01603468698350452,0.05291903059962288,0.021869121066494912,-0.009867643041739593,-0.055620845421968136,-0.006222344050768127,0.02308527426550379
WNT6,,0.09409503448226013,0.011920564719025434,-0.03239310776661186,0.0750503909159708,0.011815034330494478,,,,-0.0018299356923809787
NRG4,,,-0.016437981630830344,-0.03348546421085513,-0.029734832300274565,0.03041653305916575,-0.005293477635859224,-0.01258731320276941,-0.02048734964543224,-0.019537409345338333
PMCH,,,-0.009543826237162444,,,-0.015976343009491033,,,,0.05288351750040149
COL9A1,0.00928463055480273,-0.03031163921860785,-0.017168272075369924,0.07050702011482246,0.09770347742710933,0.042773520822782046,-0.021567373916485673,-0.1028840088569582,0.00044452764871993336,0.10559391435435203
GDF11,0.049228747028958894,0.024487902215626463,-0.0213073447035748,-0.013666152735570484,0.051596030988181635,0.028897560154592543,0.014149103323400166,-0.016638411821737604,-0.0481170392389662,0.03174179519186646
RAET1E,,,,,,,,,,0.07549522076934272
SORBS1,-0.05816116719908386,0.015882068064770664,-0.03642444126373257,0.02766975666341704,0.005813237029601433,0.020975285217875266,-0.04624822608527014,0.15498910627038007,0.03894915322119057,0.09801281060203339
DLL1,0.05350186517716196,-0.031248408932646684,-0.006036171525420001,-0.008655010245677929,0.03389268378973227,-0.009312995166501477,0.07697217242229512,-0.061824046727643474,-0.013879801208443674,0.119601799765799
TLN1,-0.012424250638085365,-0.02358860318744065,0.08136903003575072,0.07201025223913994,0.03970244702032914,-0.0040106979535962616,0.010130728300021015,0.048868539400924144,0.002976460050877721,-0.07384155677491366
COL2A1,-0.024328685269432267,,,-0.020997083318464203,-0.02203471343301535,,,,,-0.02843353087277046
SHH,,,-0.014035431174129205,-0.03746570185497742,0.004444282761458528,-0.04461573411660508,-0.029216760114431587,,0.008144297910228639,0.013135838868005996
PON2,0.05111891264208262,0.0665404413302693,0.07680936972115812,0.03264210503807316,0.06300867262322782,0.009184062213796893,0.0588953400011301,-0.015189924623578257,0.056167964489714485,0.15300620738897763
ICAM5,,-0.015709239381083137,0.03192158628057179,-0.055684145575168584,-0.043057983343594876,0.07303687980383795,0.036259391491562584,,,0.03928920513707189
HPX,-0.02763451834514779,,-0.03415011346195948,0.008474829578185242,-0.007757759554092426,-0.00862080082574777,0.020313112277506592,0.0005773729359475321,0.04485249815474177,-0.01611811716371782
SFRP2,,,0.00229523215709569,,-0.01758574951209804,-0.017851961836265313,-0.02549903755879584,,-0.04397357434475072,0.07784849953545225
CFC1,,,,,,0.00632675402144899,,,,
CD70,,,-0.027169671520498682,,,-0.025623316317261672,,0.02245734388836059,,-0.029807848097496314
HP,-0.006221468531732446,,-0.029710740101430853,-0.009989285482834448,-0.015849177581182722,-0.005385452601124215,0.02902262304568729,-0.054108140249260486,-0.0262390199290773,-0.029225827490387123
CXCL2,-0.007305726523731082,-0.00877091970804737,-0.019956101483547862,-0.029796116623629874,0.026671626172760074,-0.009508287117362868,0.024578734401013408,0.11000695495076132,-0.017349915253676473,0.009786034406014837
NPPB,,,-0.0038283836822866576,,,-0.012028207169398841,,,,-0.01981852589526066
CCK,0.03569715842253751,0.015619898638088001,0.006336302264811264,-0.07263962396732276,-0.08869651822671121,0.06427890330211007,-0.07807994408493736,,0.010185956592508183,0.056153149925767504
SEMA6A,0.0400296177371096,-0.022659342906335256,0.009969143386526009,-0.019843084197265166,0.06733144743295036,-0.012346491729836602,-0.0010191136718667824,0.022602605061384052,0.09531327267021486,0.05424703531147006
IRAK4,-0.018603307676040067,-0.019037371266494102,0.02061785776530795,0.00282662032145667,0.04180868029195626,0.0026397678899088787,0.0013168993129173824,-0.062044218505852546,-0.012780016009793605,0.02214347505163762
GSTP1,0.03460157420513628,0.03526526024177479,-0.03115626753688153,0.0757789676664082,0.07161054528067984,0.016938249534446333,0.0045204737677109336,-0.066277437927282,-0.06666821215385342,0.10716547326197601
VCAM1,-0.008020726984412545,-0.027858112772012878,0.038852370869004914,0.00580292546336096,0.042364306487621774,0.008581122459144368,0.03807948998195592,-0.022961443408275384,0.011702071650435047,0.08391315703356587
NXPH3,-0.028270727421746474,0.08179963898143824,-0.02226737890659448,0.005455346503733946,0.053401758146986354,-0.015067050110793867,0.005801758666312638,0.06366409878091452,-0.0032594634609399552,0.17678680277735206
MTMR4,0.02352335277423954,-0.04631754953276312,-0.0037214069973546446,-0.013775020737239548,-0.03630359049996382,0.06470330162836806,0.04098854950598964,0.1280313175425931,-0.006870475545715449,0.04532573175776932
LAMC2,,,-0.01183071456791323,,,-0.015142170909140459,,-0.050279851074593374,-0.019808100192192497,0.04157181558129602
IL10,-0.026904384646212164,0.001169043403286639,-0.03524499960886534,0.007075625221188825,0.051925753974426545,-0.007942540121196155,,0.030894862017075114,0.08375315472297197,-0.014072198266871205
SEMA4D,-0.005959762607748583,-0.002502799399238293,-0.040490640626274166,-0.021729590421141472,-0.05839902866435209,0.017216784668306867,-0.001683066760505,0.03884216883770631,0.04436587605732366,0.033476790037743114
TRH,-0.023783089188702883,,-0.006613250859157164,-0.020662721909136986,0.010511788136076042,-0.011918477458892884,,,0.06719460539013412,-0.022198078062252408
SEMA6D,0.03260011813037244,-0.02773470455707725,0.00308036619424961,-0.0068257836212315985,0.09489011146124207,-0.06973994954919518,0.025981147305701807,-0.02454164647069685,-0.029264760763814148,0.09931377720660713
CEL,,,,0.015183200939961424,,,,-0.07802989967257254,0.06893978082789282,-0.049120127855501856
PDCD1LG2,-0.08680022108336863,0.014196534946123876,0.0022721850540391745,0.0030287605430316836,0.03981064748309792,0.012638977545522173,0.019953335122132834,0.11222489329039159,0.03375286891829794,-0.0021169339360516846
SPINT1,0.016117947510570357,-0.006866932047104436,-0.021800476771187644,-0.05511368181235392,-0.0400770415261005,-0.026306213041352028,-0.014231137418070845,-0.06121692311217977,0.01828963645103047,-0.015217822584456493
CTHRC1,-0.04575306995432525,-0.01830731957410208,-0.03544296626820841,-0.011318841002654675,0.032189622584357876,-0.03763245226128657,-0.028964990823432745,0.05343671240506806,0.05887263837679002,0.00245691925828473
PODXL,-0.014302303304665021,-0.009063287128069548,-0.031247487419984996,0.06633211603376477,0.05695078806283758,0.024009572275124305,0.03142399184083443,-0.04170327936114698,0.05311331654403403,0.011508564548840337
JAM3,0.06233930894510503,0.013566858948662552,0.027789054777001956,0.009917565370181604,0.08757528572875072,-0.040868520838469244,0.10128596446444511,-0.013848232656965009,-0.07025989322153725,-0.10782052592300406
TGFB2,-0.04633351996724599,0.02671158887365513,-0.06719527968198354,0.024996027581735,0.02056872071287619,0.041898133175101014,-0.021772438284064968,0.025237646180617145,0.04083481499027153,-0.0012130132942008065
COL18A1,0.04502420883951324,-0.010856072276501889,-9.331095476758452e-05,-0.002061538316710784,0.08003324125314797,-0.05126842340209992,0.04540348020898196,-0.06214373802154729,0.05389721310138641,-0.06435436172066956
NODAL,-0.024242672082144198,-0.011754461134046622,-0.006266751405932715,0.1262266084850007,0.06303034041998426,,,-0.09980772196236033,0.003330183599029583,0.09515157714393337
INHBB,-0.057032796669442866,-0.027003397548887465,-0.020621716406343523,0.0063537369400599696,0.06090186630694771,0.04951883605942373,0.014893304276346424,0.003239332268562483,0.009680186300089618,0.12027159085166328
LCN1,,,,,-0.019336739163351914,,,,,0.04944339022250504
ARF4,-0.020453661361409275,0.0025859191072032666,-0.04428107954334703,-0.00891119595506715,0.06725229084117872,0.030702693147192317,-0.0354229016036091,-0.007335183176542403,0.007608509312972326,-0.05941281616711268
CXCL14,-0.06721159074789222,0.034147457967109406,-0.07581385717712129,-0.06355058633206893,-0.05657263505627451,-0.014103451381361095,-0.06729324379538851,0.05007164585759962,0.016401702271816268,-0.05081872938058822
LIF,-0.03212353091345248,-0.014874596270606817,-0.04787624161488398,-0.012238143883905487,0.003564427798936548,-0.03583326696208151,-0.030167031819112396,0.007409073735566173,0.015392100240897771,-0.04750594526248888
IL17B,,,,,0.04381581967962835,,,-0.005968367423348456,,0.051344272614755146
MMP1,,,,-0.0206627174016238,,,,,,-0.04734235342173414
MATN1,,,,,-0.020273256404940602,-0.012179272019504476,,-0.013256710269494005,-0.020036850599830423,-0.012067466891531162
ADAM28,0.013979412674082144,-0.018704076423513048,-0.013928825294458685,-0.03696591539169913,0.03915874607698783,0.06161964494940044,-0.008249212094390508,0.009549115022663536,0.03885605164451356,0.005140772547277925
TCN2,0.03798737887148714,0.033536272090768676,-0.02052332892604267,0.04202755387719814,0.0027076999412629196,0.05052231488830631,-0.014974795101074424,-0.10664712844774353,-0.06454406093884378,-0.044182444875544166
THPO,,,-0.028474295810441516,,0.06975840769339256,-0.025003517354992955,0.013320930874919933,-0.050279876394749894,,-4.110033598514141e-05
CUBN,-0.015905928119171787,0.021850527657790497,0.01892864872118695,0.014936025644359285,0.046028803563234355,0.06219796465251066,0.08352542120437777,-0.04106468465238592,0.006614162958011163,0.04730240361987921
TIMP3,-0.007320339964440166,0.01171689751754088,0.028242886667194156,-0.06221186326715978,0.05363859369529278,0.03249451285760059,0.031247776981163055,0.05698714384056044,0.030074095613776948,0.01598865274619519
PIGF,0.08085989188993672,-0.0015791628828175132,0.03103743292362376,0.08508964440569061,0.04937870111459955,0.03740509096967656,0.030201094137690072,0.003351654503360526,-0.016551969102683153,0.0728989987027127
CRH,,0.029137431082772138,-0.015831078056388812,-0.020997087171091375,-0.02973481997146857,0.009873735642512796,-0.024527908716316407,,-0.002163482755050886,0.020766280728379494
BDNF,,-0.013196369529236916,-0.03457657257624542,0.0048075555390362686,-0.07689948401213773,-0.0674592295400668,-0.027236847144834146,,0.02177776513518971,-0.07142124156867584
CCL5,-0.044334060976595986,0.032905137753102644,0.03532101161316786,-0.07729618531349586,0.03328177773349908,0.0015415697689273443,-0.008644935244176527,-0.006436051687189994,0.04222090427403399,0.02172664892703118
GAD1,-0.02703257095066385,-0.018304813076411998,0.063389492969364,0.017709806783080803,-0.029816336476489666,0.030105207620711963,-0.05698144151594311,-0.05525492771801152,0.09654120719150087,0.03587646238504893
COL14A1,-0.00148009999363049,-0.01840840696090525,-0.047055361115689275,0.009163920089754236,0.013437773191874088,-0.02645601447607862,0.007929139162600745,-0.04096215792473013,0.010053403578995177,-0.03497516093775928
HLA-A,0.08390904833451457,-0.000763625470170636,-0.05531929751301168,0.05832645012136002,0.05164969880724658,-0.007823235568546354,-0.006330899532145712,-0.04186450562795191,-0.018289726204227825,-0.04938346578065472
CD5L,-0.0011651229889537672,0.027117926933775256,,,,,,,,
FGF18,,,-0.01257767312735798,-0.02864863907274188,,-0.013050569794720393,,,,-0.022198079843186794
ADM,-0.004595300040810826,-0.028804726258293924,0.0040034281813971576,-0.08044214580415782,0.05323008749346398,-0.07814521131329541,0.01783041695517865,-0.005886574720284807,-0.008120799670511871,-0.03221741087178005
CCL15,,,,,,,-0.004127619553091048,,,-0.019252392924686876
GNAI2,-0.004994370147019745,-0.054386388178907834,-0.02807756949841337,0.0005377835321322714,0.02907254499315921,-0.030729504639246404,-0.003157029836994282,0.0670477619670203,0.046185905669420255,-0.05209503499641577
HDC,,,,,0.05689896661442221,,-0.0299529681992988,-0.05987342594993196,,0.1770611206702337
COL11A1,-0.029953079479298626,-0.005104831982883894,0.024777963828838973,0.03808707839769548,-0.03515581946241951,-0.02492514738857198,-0.02060405724902315,,-0.02476083498179743,0.015134391793719474
NUCB2,0.048170579119899214,-0.02667870052413777,-0.05753672704522149,-0.020490528022248978,0.026336569540269975,-0.001378943871875166,-0.04851091136340381,0.04135016606126735,-0.004502605292056942,-0.05406889454020797
CXCL1,,-0.01582517255010092,-0.01936849805212004,-0.04897037292033057,-0.04117778329524525,0.015529140616210595,0.011317212201019776,0.005352233127180029,0.004018567964981292,0.017258887297414056
VCAN,0.09987661328344069,-0.05717926581735422,0.02911981271394826,0.0920619371632058,0.08093581871924567,0.031631614861837805,0.02587544896895904,0.012848077585752496,-0.04973011897174764,-0.04133901686460918
MMP7,,,-0.025005269746313966,,-0.014114224899428564,-0.0120282071036812,-0.0212853290175916,,,-0.10857817639283583
PTPN6,0.05677711995443639,0.01787799281807241,0.012417916649251428,0.055594860208820214,0.06566435214919675,0.008111078271404336,-0.04703765158225857,0.07340597535786553,0.03557707375976989,0.026566283581825504
PTGS2,-0.013478045809982743,-0.014123136372903819,-0.04016885661396328,-0.07614466330154772,-0.05896763575469602,-0.01171031018444619,-0.016779251739905417,-0.09750440348751102,-0.02477065048561468,0.005387726986188835
XCL1,-0.02322572348369594,,-0.013684958496114528,-0.021971034740968044,,-0.01975588011471157,,,,
CD58,0.0260553044178605,0.004783047879263355,0.010327787600160874,-0.01188040140309079,0.11590683504818813,-0.01017787972477926,0.004377936271547129,0.002014368204247264,0.03280443700617164,0.02603323934736531
TNFSF14,0.010949551369923729,-0.016505133248137193,-0.045215087980803245,-0.01183696618763812,-0.02940906182404742,0.012125196013203322,-0.01663915473170626,,-0.029490172066967014,-0.046176447076365416
