,UKF269,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
MIA,0.1033176003525336,-0.029151478401417803,0.09033435028880708,0.031179434885619094,0.019397536694405356,0.02450873948513119
COL4A4,-0.018697064722755063,,0.006900972816892636,0.015429374383730316,0.018626330783061012,0.08109818493158764
TAC1,-0.09472716502715844,,,,0.12660058247887138,-0.014944096919467237
RARRES2,0.1326617986298741,0.10213624487344447,-0.04224293888618888,0.029922618215626872,-0.03877142328494564,0.02442974527415149
FGF7,0.01829824184117096,-0.0024166584585863437,-0.025051177557565463,0.0980965147666327,0.04115513219980701,0.02600560582442633
EFNA2,,,,0.05943803566275316,,
HBEGF,0.04204610337046565,-0.02778182290289938,0.0482562290296502,0.059422074604558436,0.05599323771330099,-0.008016435929231012
CSF3,-0.019781134602867068,,-0.06073550511247604,0.006592028404818694,-0.025705214139264673,-0.011968513995753957
PI3,0.046358877547042536,0.10899212610411063,-0.0807179955585177,0.03718576380416201,-0.01725317177780498,-0.02600360476379669
PCSK1N,-0.0800155718320173,0.03975591761635,-0.022407551877017248,-0.004456753129679657,0.05023589659244401,0.003563990036935254
NTS,-0.024313393926602218,,-0.03293646098261524,-0.00847683070419649,0.09105699935066154,0.05323712493070028
SFRP1,-0.07135177091724261,0.018303203174799835,0.020994693448132706,0.03528871992840681,0.04673339198424395,0.006289916108883108
CXCL13,,,-0.04133094245675443,-0.0016663556337977773,-0.0019172414634830168,
MICA,0.028095820570952668,0.01590813926850605,0.013445360699047445,0.08945044802495555,0.04433338123798765,0.039844371982519965
TG,0.02496369719384629,-0.039983158274945696,0.011807943396027766,0.023595397533623434,0.08261296524034634,-0.023340885194558802
ADA,0.060289345832219295,-0.032848091431656325,0.026760378624314973,0.03998178885864475,0.052363187976117734,0.06958102853902758
LAMC3,0.09380844154364187,0.046824543817348976,0.007432573921498289,0.03308520666291986,0.05220401690948995,-0.011342884109346118
CCL7,,,0.08183075044127607,,,-0.012541842503352973
NGF,,,-0.031850234984315905,2.4086916247279365e-05,-0.0010850290905328143,0.010658796807872
TNFSF15,,,0.021490173521371926,,0.07659295360509918,0.07248920800637351
HMGB1,0.07204526014336171,-0.02678742738743039,0.052405521982475785,0.07392635720867514,-0.03562721422292114,0.04861357410336356
ITGB3BP,0.030037603545661,-0.09067167925019594,0.03495212039766914,0.050272559599584314,0.04316844607087929,0.007747366490525991
AANAT,-0.017843118727279405,-0.05195580995158294,-0.02419357570793131,-0.02763548779232797,,0.050041724366255765
RELN,-0.05235730880359395,,,,-0.019280966092174848,
IL15,-0.0017848124999741242,0.05627284704818383,-0.03377030542817051,0.0711557697687898,-0.01983085553478791,0.031606682024928966
UTS2,0.1707767984432015,0.043645501911503,0.12500467118330308,,,
BSG,-0.00553920500897321,0.06002964293431144,-0.016389443220169622,0.010523239978588263,-0.003058343442895944,0.09401393655849728
ADAMTS3,0.11023579728850866,0.11040200412705016,0.051418221864924195,0.0068147091384355655,-0.0077771506704731675,0.026638220890239834
CD34,0.08305899848474764,0.04448027108855309,0.07706085142487513,-0.020470905986030307,-0.01138905922414971,0.0041937487620046406
CCL23,-0.020302636702972728,,,,,
PLAT,0.09035008698471156,0.02747112283907126,0.10976894270660999,0.04917153603205973,0.008508792655499982,0.017282554950323645
NTF3,,,0.008671844745034973,-0.059391740370656455,0.014089121242888882,
LTA,,,,,,-0.017859140752171307
CKLF,0.1180917355454291,0.054273363239108474,0.042806830901817874,0.05443903712508292,0.038886970248971406,-0.03009575624754456
CD24,0.014314803240391097,0.013213064658881564,0.041195641607596784,0.014152269147814997,0.05981349059181994,0.01809839341733248
HSP90AA1,-0.0790657789747084,-0.05120307863791298,-0.08326880502998349,0.0069716811133191565,-0.008691435829662579,0.012474047251071834
BMP4,0.008622788978103072,0.01665175608405433,0.027444277772974073,0.019776167981122965,0.009815285530449228,-0.01995925687831128
SCGB3A1,,-0.04298082102964119,0.0015484117247341435,0.005049926200642708,-0.00913240522951216,-0.026296890573228968
IGFBP4,0.12298682093046073,-0.07808974218589265,0.05209690946000242,-0.007227014928371184,0.015973678559240208,0.010133025200473256
RSPO4,,,,,-0.02232448704043272,-0.023554337211913596
LEFTY2,0.12781953392554712,0.054048137894968255,-0.023410490821550414,-0.023612363356054503,-0.030359827488806713,-0.004031172070435791
PF4,,,,-0.018822389166086306,,0.05154556322286939
ANGPTL2,0.04793695931313288,0.011090967812128903,0.08117297751578442,0.007540638512650947,0.023542165073088497,0.03750582517236288
LRIG2,-0.01046967948517756,0.02335380261063377,0.04877192096356328,0.013000167866411375,0.006062915231863288,-0.009202096413244027
ICOSLG,0.10965575703139675,-0.09927342974500532,0.07490901182272028,0.0537253795230981,-0.0396129455840218,0.046716222932343246
WIF1,-0.07740750984844788,,,,-0.020752773096449132,
NPPC,-0.030713164336327543,-0.053695129208325025,-0.04116879045323497,0.011387757531565994,0.057378736339389606,
LYZ,0.09179724674409097,0.0060541948254065866,0.039920520371809494,-0.03466881839105633,0.0039871812839236565,-0.05643341005713934
EREG,,,0.029979987104158615,-0.005720011347866947,-0.027805525001283884,-0.026971433122064223
SPTAN1,-0.06574396145440677,0.10664411410631452,-0.04417487253671474,0.016442392048744522,0.017416654923658084,-0.0060729559745018044
PTH2,,,,,0.05252723272605071,
LIPC,0.0060853239308033946,-0.03871228327246517,,,,-0.022580708329511666
COL8A1,0.0031900902173617515,0.10141185134808958,0.030417641714987967,-0.0033662646727917883,0.007237711320568468,-0.039830368707707495
GSTM2,0.044915407128817766,0.06667996359402903,0.0015489382681653418,-0.026763825044723372,0.04343616911284037,0.016493347265995967
IL4,,-0.03700524818157769,,,,
SPX,-0.05638013622589433,,-0.011729858248276707,-0.023370402000885034,-0.027605910185554545,-0.014721243513057362
MFGE8,-0.013218726202173866,0.09489440974236031,-0.03174631028778174,-0.019366521732788067,-0.026519835921153943,0.014918444674598397
TGFA,0.05955286453862784,-0.0703651362504434,0.0073211416390931705,0.006848647467240827,-0.008750482004098075,0.085358113130298
SLIT2,-0.045089030354313046,0.03971402195515807,0.07052895994205918,0.060549621953850156,-0.016813422434412795,-0.012864297606260823
PLTP,0.0785487151719958,0.011433807344416909,0.028722005467830776,-0.008495732415177547,0.009363042388885948,-0.05736730357713485
APOD,0.06942592487465588,-0.051503983221538374,0.10791482496074166,0.024362234614151025,-0.012940950014582515,-0.09972391559792351
B2M,0.15243077569213223,0.04037996226767421,0.08247163818083782,0.037224732821898726,0.035949908905060106,-0.038003186894856086
OMG,-0.04132357128395311,0.05010343467797997,0.05719441967970228,0.07396293470423487,-0.003242953277276986,0.01104598772818025
CXCL3,-0.02342716194176314,0.04777434913083262,-0.03382862951262767,0.05199143988397897,-0.004714674811692221,0.039103865619352
CXCL10,0.15138813885077035,-0.017376874822473513,-0.028477691275194634,-0.008049326511132158,0.05588995892843856,0.09804620891697867
RSPO3,-0.029299347070428642,,0.08381125806591441,-0.062197401060876414,0.017724460129697646,-0.012727517703267771
CORT,-0.05070908445191727,,0.05278268846465764,-0.019696673593601027,0.07796734286890981,
NCAN,-0.009522752677661724,0.033771814531405805,0.0639644584089115,-0.024184147936994353,0.02123545353244903,0.06540738000848963
PRG4,-0.009842491277217228,,0.04527650798293111,0.026890426782671593,0.020153464395351265,-0.02883125770909191
ZG16B,0.029313638864620475,,,,,0.03679937219559839
TGM2,0.03311120194345783,0.005279411375011343,-0.007173832832556204,0.04033416935362536,-0.004402360041652417,0.012275619922517734
VEGFC,-0.03346351178042724,-0.04194804112462629,-0.03549113765145359,0.0036238585520237876,0.0121510238061068,0.0930555318886359
WNT6,-0.024959081573216756,0.0030397470459963176,-0.018537703330039845,-0.024243515998488143,0.03382469569543683,-0.01916609926926395
NRG4,0.01888777933876194,,,,-0.029480064361082938,-0.01272751912971885
PMCH,,,-0.012217250023103367,-0.012203500387065806,0.027611966493314145,0.14383542096026394
COL9A1,0.056889703861127856,0.06376327811715184,0.04158237666123948,-0.016399564668961805,-0.0072215022061474865,0.03160273067364102
GDF11,0.06538228669439027,0.04053105446978053,-0.016295192578889593,-0.010721796771364494,-0.025795667005636798,0.007913024107321037
RAET1E,,,,,,-0.013961998053838815
IL24,,,-0.02089924490830225,-0.018522275740487575,,
SORBS1,-0.03184439160157945,0.1089098395357099,0.05449816350147589,0.005622779124925519,0.01072026947113288,-0.007646200962332318
DLL1,0.0487708176213671,0.13032324849817906,0.016262016774161173,-0.026187234190045657,0.014338591404411445,0.0349749627107392
TLN1,0.08599667908331253,-0.06688981944611692,-0.020360193577276604,0.026719921848234747,-0.04357770040597828,-0.0399845119576275
COL2A1,-0.023427169914285992,,-0.02678865659008439,0.011625513718929593,0.007380234424274918,0.09424866602296243
SHH,0.06653761685763074,0.045930923776008,-0.044502577359020225,0.012484125368531353,-0.026885860512422925,0.07100918819339261
PON2,0.07024457089662692,0.08691406353462947,0.04071742200772366,0.0012733590141114815,-0.08752038271270672,-0.02298438319896205
ICAM5,-0.04577897938284434,,-0.058419138222885934,0.017002320658870505,0.08317489653604906,-0.02744536514822298
HPX,0.03461501992153999,0.012190892495655496,-0.019797807880229824,-0.04648602804201141,0.04324134982507632,-0.029371805178727124
SFRP2,-0.018697059217148822,-0.037005269962285044,0.05597676079709156,0.03129572624453334,-0.03362122347642879,0.012191326012558842
CD70,,,-0.024256472089747676,0.03472877925563134,0.011615355851876003,0.06371974151557783
HP,0.050570231014824156,0.02203359310902914,0.024859734085741745,0.04275123334228666,0.04460676160789539,0.06575653197375622
CXCL2,-0.028900145820922138,-0.006982743678113922,-0.034765268617624696,0.031235697683428036,0.0639473179221102,0.004347927244455079
NPPB,,,0.007907364052782986,0.0167004560782646,0.0201198009595933,0.11319874087553744
CCK,-0.10153789261487979,,0.06531069263397857,0.03866140896747207,0.019096100702194016,-0.01674859924552831
SEMA6A,0.05184751671672165,-0.004635620243787002,0.01709070121696114,-0.022019082687289415,-0.042713633437405495,0.057215714714438905
IRAK4,0.025589581474873245,0.03507835551226702,0.010152919802129514,-0.0402319042050976,0.007980599421877736,0.016824496118347996
GSTP1,0.13384085105716928,0.0624379368130613,0.06094667610359077,0.02896623232796661,0.05316288232489136,-0.018598214142901262
VCAM1,0.10984210476238222,0.014815914700023901,0.022403823754387812,0.023635774609506263,-0.04011644363909443,0.013279318837444985
NXPH3,0.023354528223590715,0.0017973624550650462,0.035722139875751555,-0.0332155738822169,-0.026800137327391775,0.006887194764710827
MTMR4,0.010633431697529904,0.05839090450077992,0.05559189729717777,0.07250592297789142,-0.07847881597685379,-0.0067880129641107005
LAMC2,,,-0.025693715132889844,-0.007639553666659051,-0.016475335956374664,-0.006884085234422256
IL10,0.057502960384764074,-0.04393184665608868,0.13618405867767444,-0.025900682634954247,-0.031583739841595876,-0.04814421977115663
SEMA4D,-0.06275708313216387,-0.04934442886720608,0.10764123785012393,-0.04354968921385879,0.0023651381517182167,0.017581695060228986
TRH,0.03269015983242119,-0.0002585193135350857,-0.006888942692784956,0.03675492726755051,0.06874511285702227,-0.014460794580614203
SEMA6D,0.007786459239374494,0.012407265912701223,0.019877225314809205,0.020256183456230866,0.06212806288262815,0.007252715478953573
CEL,,0.09818122857900749,0.09220362377446731,-0.030240071260422483,0.07875099062278616,-0.041381518249926225
PDCD1LG2,0.05053928135299142,-0.04755991927038534,0.009101628114717807,0.016295707036627076,0.09218511743063999,0.040125885022152544
SPINT1,0.014614772738254091,0.09077201370758119,0.03226691191992311,-0.08574446064528726,-0.019703610583709834,-0.01976318645672831
CTHRC1,0.06774622016972552,0.0876649223815695,0.011328495591661691,-0.029718514073106203,-0.006823988491937433,0.03283068455008342
PODXL,0.0962529832069055,0.054363823277921754,0.0177578219377435,0.008971265587390663,-0.05315756435327517,0.04676689858972987
JAM3,0.07052376520237875,0.11414448950536756,-0.0011847395846357914,-0.01820240003936949,-0.08035628853122971,-0.01101450067929238
TGFB2,0.0843702099057645,0.14845824735574836,0.0358802737903237,-0.03582360789235415,0.06469638155051745,-0.09259939645180398
COL18A1,0.07588826459350453,0.09048970407015376,0.011314849145079069,0.0708829771342323,-0.013836367719724667,0.005060306333375605
NODAL,0.07605230604492903,0.1410851678978611,-0.031242286118058057,-0.02287937369545547,0.040405849318691664,0.08706700468543452
INHBB,-0.0016527928091675393,0.05437372947826224,-0.0498492682705173,0.07879927625451137,0.013690559629844464,0.023179963203240464
LCN1,-0.0015890230993392445,,0.03371178894642673,0.018109125026177394,,-0.014623542564615719
ARF4,0.054993269772413894,0.10393420792235303,0.059358763849850206,0.03259111105307129,-0.029946757352825575,0.020580321986853698
CXCL14,-0.03530824523779909,-0.03740848190258202,-0.00815635515334221,-0.03370713105121587,-0.0012999121145435481,-0.015425750158637782
LIF,0.006808137502982857,-0.041620153613949,0.06435435593687878,0.04450365379484629,-0.000249098049403433,0.021118464459409514
IL17B,-0.033952999289299526,-0.024622777832824762,0.06079892510384453,-0.010205609672538906,0.12048032274396124,-0.008370267137467127
MMP1,,0.060264391195526304,0.04544921812416204,0.024155034845868884,-0.016973402552698205,-0.014260101408585123
MATN1,0.013907488992316894,,-0.018584095638910617,-0.0052491881056414905,0.006912300729072237,0.10219946959292356
ADAM28,0.032167540310743356,0.030360720824016856,0.01829445042335938,-0.03272850392806336,0.025730734425728784,-0.02405250588148463
TCN2,0.1350358188291488,0.015648882827526186,0.016767015290622588,0.040840146693479455,-0.03457182622996389,-0.022629325149109935
THPO,0.03092532677881847,-0.021953183157186335,,,-0.020955174612418654,-0.019038982350592266
CUBN,-0.022177006903834832,-0.047426954030095475,-0.04258338207256632,0.010501963400566092,0.03454968510471388,0.06254408522100281
TIMP3,0.007463164891074508,0.0343328299113536,0.01209046246876059,0.04777685908619732,-0.032339930236489615,-0.04748179449541902
PIGF,0.019226725421388844,0.07710921533489827,0.06678333286257775,0.017328831978318183,0.05196811417680929,0.014512166489572912
CRH,-0.03161387516837662,,0.027630128882295876,-0.03525968345972267,0.06264964882890757,0.054549632272098816
BDNF,-0.09506904667543063,-0.009947572978596672,0.07791985390404205,0.036982673241680954,0.031350874977846714,0.046247536981527206
CCL5,0.004886102846910326,0.14653119988029148,-0.01900958661692072,-0.009337007849297845,-0.042709690851571044,0.07034538881480445
GAD1,-0.0664288245304667,-0.03819610661057934,0.0670246590514771,0.006249229842487652,0.061810048387222837,0.01703218090163531
COL14A1,-0.036469946093501175,-0.052914886797867676,0.00956006230446331,0.07515989442305437,0.023310292606922495,0.024663943614536266
HLA-A,0.1418799676249013,-0.021527336775054244,-0.07389710690787181,0.02477034502853816,-0.01835111120861394,0.017050253046187035
FGF18,,,0.04084613973813148,-0.008927731512377069,-0.004177355991410414,-0.014460795740792407
ADM,-0.023559755662134647,-0.02149266827120375,-0.04145679316029249,-0.008807170515890021,-0.06654679353681353,0.02766862473137189
CCL15,,,,,,0.11620851871663143
GNAI2,0.08215427287731325,0.026896340699136767,-0.020210296685416292,-0.007828543601778535,-0.05955994415434721,0.017115423965820838
HDC,0.07620120892963309,,,,,-0.04245045297262747
COL11A1,-0.037377448021994,0.07526424149636037,0.049814010868648013,0.07720602611520333,-0.03563185190037765,0.01565902663966016
NUCB2,0.06986754524567614,-0.06898915303073276,-0.010744383491861378,-0.013421332227955676,-0.011281708575409742,0.0644880791942461
CXCL1,0.06842183867874169,0.0969773938227026,-0.043972623701012334,-0.01617093809606509,-0.023953995145320355,0.025493435224038956
VCAN,0.08081391780449028,-0.03426951786624218,0.06802738105457473,0.016475822548469396,-0.04338468892554103,-0.040948665678916335
MMP7,-0.015006155897263703,-0.05034203553209531,-0.055991409060903934,0.008674753754159303,0.02576886306808257,0.026677784993004702
PTPN6,0.08906148234451948,0.025014238782087733,-0.05925528543626353,0.008156107312540356,0.08016221562212289,0.027525528862329743
PTGS2,-0.08900737023535206,0.030193721262838112,-0.09329220399210196,-0.003989294447165598,-0.014972712468061998,0.06191706998985654
CD58,0.05681265983711133,0.08892844275778922,0.08064203392752389,0.021418492864345842,0.02990130348978841,0.04373937448878361
TNFSF14,-0.031267531137454764,-0.04547848146474311,-0.02734878647793824,-0.03677062629079315,0.021334797888819514,-0.016076267216488024
CNTN4,-0.05328376024474949,,-0.006288123241149666,0.014116068301724747,0.04189822194852099,-0.02134073265967239
INSL3,,,-0.03041526146297152,-0.021343653151092257,0.03652230737744236,-0.01717263338828963
BTLA,,,,,,0.08230377948999788
MFNG,0.1353315997880791,0.02538676668735034,0.027333394370706986,0.06257044779246623,0.04876685532406063,-0.028107019650568138
ICAM1,0.10332882762728011,-0.03320071512488737,-0.03930425816505161,-0.02950561254469634,-0.01696768040795352,0.09234955656805947
PROS1,0.08776695389999364,-0.03928929293489332,0.017237548060609488,0.025919809072126168,-0.03287337994259678,0.0034214493935067433
CLCF1,0.008575106878293508,-0.006921479139582308,-0.027656697996296283,0.02950887829697772,0.05159306139928353,0.004039828049951722
PSAP,-0.0822560892711281,0.0629430633572287,-0.03833425769258444,0.018124965976277184,-0.01337962289823836,-0.03607305330761379
EFEMP1,0.06384403588094666,0.06174851533805346,0.07093486502406254,-0.0081389285383002,0.027055214420887888,-0.06725558809004888
C1QTNF1,0.019555714590750235,0.014215630220035871,-0.002623247560343282,0.03722588916545219,-0.1137467762895912,0.05747070861077135
ALB,0.06578936657615941,-0.03135325566984389,-0.025931940183503054,0.013140401046731266,-0.011030532649773075,0.045920730090515116
CCL13,,,-0.020301851834028616,,0.0012677667473668594,
EFNA3,-0.051281247882362165,0.017252562661358058,0.04648234364807318,-0.009262088624308249,0.05931615664824149,0.04727701435264435
DRAXIN,-0.00016162087381247378,-0.002929210549145537,-0.08904754438901322,0.007851687165338385,0.008698752246609348,0.06995057003562055
RAET1L,,,,-0.0029867539806179974,-0.029775785470556572,
NPTX2,-0.11815075223433032,0.03317830062942133,0.055497993457949854,0.04018625303143215,0.04690667586612476,0.08864241590311188
FGF11,0.1151514692559982,-0.08970429764314257,-0.04807870698310265,0.0049341284798485935,0.01625414815516233,0.02620279315044438
CD59,-0.049954061483526456,0.12144994632103356,0.02929848273396612,-0.022916876925176768,-0.016865165346737366,-0.03763922818271116
COL9A2,-0.0036313767246595476,0.09980326270414537,0.11068509408091627,-0.03018771764050896,0.030880006533573565,-0.05400011040241572
DLL3,0.04345600726224723,0.07807536457368486,0.07040877958406551,-0.031099079423533946,0.025503770400288554,0.06585032730638876
FGF5,-0.020043476639642815,,,,,0.022174886629050084
LIN7C,0.026677482799639926,0.08998240413271452,0.0006858910792591848,-0.012488402767433881,0.0011675348864524629,0.006348375109571424
GDF7,0.05064609984744355,,,-0.01852228160871957,-0.019924142649294478,-0.024495940117291892
PSPN,0.014087548399753938,0.06571823042418623,0.02664962173006764,-0.013001459640614244,0.03574617366968902,-0.034363737568402455
ANGPT1,0.06438754511471026,-0.07006242491095756,0.0072551180066755235,0.03603582341589391,0.01685142801288663,-0.003514624607589928
PNOC,-0.07563554790967311,,,-0.019696675736539087,-0.023620884876698514,0.14520994276367719
L1CAM,-0.05458826724973282,-0.0403575186542698,-0.03204036827763214,0.07192268681045488,0.043508169230301305,-0.021570652259372526
APOA1,0.10603738587077226,0.12937220214142056,0.025972815253772985,0.08185534002702217,-0.027513456731573915,0.060464956955528
PSEN1,0.02493265266779908,0.06836181243662187,-0.0428655635894765,0.030911112619889543,0.015007664936288013,0.02058452919214916
CALM2,-0.14302826706728836,0.02984489238417318,0.09287981035458073,0.0912212587265044,0.05939416803214212,-0.030676534156751388
CLEC2B,0.10201246415281348,-0.08653361248249898,0.0005001082815066535,-0.002314446194699983,-0.003974468537962529,0.03971012583249586
NTNG1,0.01131033433651101,-0.022024500897933178,0.0730254159442735,-0.024144989705044095,0.06440025786807654,0.0051355184885722195
LRIG1,0.03325174533612304,0.05453485567940299,0.026264270065739333,-0.06391836793730633,0.007542315982743952,-0.015756266562814366
CPAMD8,0.023328076040724784,,,0.07651668129487363,,0.07202869569409756
GHRL,0.023667562420560548,-0.007639687900309844,,,0.04644729819737031,-0.02470120645007752
NPY,-0.01600664455853474,0.08149932585525471,0.014658356190548621,0.056283373869127316,0.047582440984744866,-0.0020031110352977267
MMP2,0.05922755795643258,0.12549347184223714,-0.00647358823521202,0.06586430473347678,-0.0025665685106820223,0.019404398529555278
PPY,,,0.006782481953434911,0.03716171050831699,0.0017682454686192158,0.018960423747646556
ALKAL2,0.052962712754571345,0.026992091244503368,0.01719341264073022,-0.0291969138490596,0.073614108358372,0.08239041042031844
CSF1,0.08718765651801169,0.03225008368020166,0.013032704471985162,-0.004500045255331139,0.003650349982738491,-0.016762658808025598
SEMA4C,-0.04091292049659924,0.003704563360747814,0.01971110370378314,0.021104395943280663,-0.0028085439407660043,0.016830064984522414
BMP8A,,,,,,-0.015413362855210893
ICAM2,0.06008499330199858,0.14276382775230798,0.08327386482447163,0.008281782373844488,-0.018957356708857953,0.009765389149773592
SYTL3,0.006549276337351371,-0.04683034132953947,-0.011678187198608843,0.011778600826880703,0.03008105204070793,0.031655422542977506
IL1A,0.008510000510230927,-0.10431917973994792,-0.03458946503892988,-0.048801961934995676,0.01606415966151961,-0.02770676502295333
HLA-G,,-0.04194804112462629,0.01603983884285543,0.07694150121562739,0.01607927423491245,
PGF,0.14122384877796965,0.09581540983422361,0.02379110724712495,0.009202186238226205,0.03131744577971512,0.025773531863468507
LGALS8,0.01934076975129641,0.04208404381205642,0.006247072531297893,0.011406860042318145,-0.02177275746328531,0.012967167035912623
DKK3,-0.12730826298023165,0.04266742377436112,0.002612719341255132,0.0031180813349240676,0.0068266263407973675,-0.021718151175843678
COL16A1,-0.016052133363751456,0.07910653709620717,-0.011131858616869265,0.023008852509846786,-0.003017351086168252,0.024214089753707476
TPH1,-0.02155439958295637,0.008129581136723693,-0.009767305426781172,0.014063291983674106,-0.012766391747486562,-0.04486414114484578
TNC,0.0826502598205427,0.011891836240278843,-0.052436804387255474,0.009090639557024969,0.029419652609612393,-0.01944987284996603
TNFSF9,-0.048657004289627215,,-0.014031749140793017,-0.0016968698480465572,0.08162945587616016,-0.024392780750704647
C4A,,-0.025210846678309647,0.05471891680371644,,0.053574166917639034,-0.020756448650084327
CNTN2,-0.04065734896676541,0.10902898283718682,0.0391855291258666,0.0357374977379115,-0.006100074314091383,-0.003434703968160383
F7,-0.018132011464127372,,-0.02847768533759152,,-0.0011094206353821677,
LUM,0.10865524007246476,0.07772516970118236,0.07558012895093341,0.012069498366750009,0.04633757150400665,-0.03363264694716555
BTC,,,0.02202889080319211,0.034694752134270875,-0.019280979260191195,0.011589962806062804
APOC1,0.1442374944173003,-0.05043445696262359,0.07553811416901487,-0.011442516194724538,0.04914060249679492,-0.06041623458654164
PKM,0.03670434433439547,-0.011158431148935253,-0.047582853689678316,0.054621911647788755,-0.05515135694159241,0.014455355267733084
TNF,0.0022412300367433647,-0.04829879077158382,-0.01999686078203432,0.05308903544413024,,0.015474937420112059
GNAS,-0.05892740495431315,0.004599848987376636,-0.07899282252113668,-0.049472441459458893,0.019492284151642565,0.07609670563135681
BMP8B,0.010827511131296519,0.0367805765568172,-0.008582216678218034,0.03173957237215364,0.0013073973399215565,0.026353050875758927
LIPH,,0.041736562468782434,-0.020301859300555856,-0.024089574103312937,0.03830686707809322,-0.022371264012342983
CCL28,,-0.038150699318806394,,,,0.056766094712484456
PTPN11,-0.0028837929936674214,-0.07118688032023468,0.004563865578385715,0.022656595183860654,0.0225402255876978,-0.013127012156871086
ADAM12,0.04440930755865207,0.06130311726829545,-0.027695262444165276,-0.009054773103915408,0.036377572431503816,0.009789375543257426
EPO,,,-0.02204833768407949,-0.025018859141074413,-0.01906206812329814,-0.012727515266414956
EDN3,0.04209453417453668,,0.010982291045824103,0.012209316965634515,-0.011681776663942994,-0.023125802573338496
CCL22,,,-0.024953969434195988,-0.022879363606749255,-0.016726134955144523,0.062415806419970736
CCL2,0.040762868798248864,0.03810702192893502,0.015045694183580711,-0.021539115031104842,-0.03881616145288922,-0.04049703858931397
DSCAM,0.0026381652197848974,-0.04000560233767745,0.024523479300066087,-0.022612442074715106,0.03609122663672427,0.06669160246163319
ANG,0.0901696966948929,-0.034147074437755255,0.010754051141682236,0.014220148850538723,-0.0035523381736867893,0.004989754911334319
FBLN2,0.07888757818137358,-0.03970369426009876,0.06867208585097263,0.013875907024417511,-0.0012206009729748438,-0.007139176071077316
VTN,-0.030564655709306037,-0.03642086112132274,-0.007305495837594312,-0.017592757384183783,-0.024682805412623788,0.020078054186803147
VEGFA,-0.007554542042835645,-0.06419653144633607,-0.09147026974030875,-0.0021046959899552412,-0.10736526167110938,0.020013469053923347
F10,-0.01557495764936146,,,-0.030046822460279073,0.04954233407484291,0.055019859593954806
SERPINA1,0.1127340097814802,0.024800232492127972,-0.020198026698776017,-0.014991051251500723,0.024573597648746785,-0.010276679017952475
VWF,0.08013768265051627,0.008000275971432876,0.05504258858256257,0.01784616902027871,0.02904898230100478,-0.0031807589435717807
GDNF,,,0.06796418398983053,-0.013374480989670286,-0.02669268064591172,
VASP,0.10872692875378243,-0.022545792091876654,0.022077008882476067,0.053119663344323394,0.05012649409712898,0.04401752601639778
ADAM15,0.0369064771041969,0.04850484104585649,0.003148963378294473,-0.009750185127062275,0.005511042605393835,0.014128441966710191
WNT2,-0.013162405262325708,-0.022244659196629723,-0.027348774083784073,-0.02569562156304947,0.010131116333653245,0.04943711036028277
CALCB,-0.020043476421823834,,0.012025876208952485,0.02629492645759834,-0.029775779596028732,
OLFM2,-0.0673356947530765,0.07054706092288097,0.08282975577117703,0.0785419969192055,0.03485189610228038,-0.008206992082111118
