,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.0623464144258762,,,,,,,,,,0.02750519159084481,,-0.01960712126209724,
BMP1,0.062016899000636505,-0.005285064830773063,-0.03636008670407875,-0.05216274339194046,-0.029744765970974696,0.008815878305033347,0.11814249342456122,0.010820462824574098,0.016046373777740184,0.027202811132908553,-0.04829826542824426,0.10088182229017766,-0.09534778866352885,-0.08398785921894394,0.052985537252082965,0.05887673052522038,0.0686708076170095,-0.0009131849255316162,-0.07320196632635408,0.03694084958715184
NDP,-0.015934388895585565,0.03602388642436848,0.008502805656502558,-0.030608491702014386,0.060826442025443156,-0.012758071353690108,0.005513368976550909,0.008243721501864927,0.05363411539647764,-0.019829697094956977,-0.0030574515089481606,-0.020922147685231266,0.009406977465321584,0.08288411636730007,-0.0034126334003005167,0.09136270676948387,0.10041707881259919,0.024072196705212982,0.057277257656839005,-0.02852507346251042
TNFSF18,-0.020634600715576518,-0.02181210346205655,0.0006107073404827946,,,0.07768532520543878,0.03756399490788515,-0.018156243676050395,,,,0.014860398414665719,,0.07692404708082,,,-0.022166733936914932,,-0.01988385015839242,-0.02634856693378082
IL36G,,,,,,,,,,,-0.013349797513428695,,,,,,,,,
RTN4,-0.08824417142566708,0.04085114471844629,0.026856114668991668,-0.0035894639145537762,0.0822526249558708,0.020924551546998262,-0.18428616294937802,0.028656298165535492,-0.07543256054121102,0.11759843242708773,0.013609903374982477,-0.06596389553557214,0.08683792652750144,0.09794868212856904,-0.046102176051375524,-0.009810765752764471,-0.06990870465165537,0.015748684739834325,0.09471433826961412,0.06054698828175651
HEBP1,0.034359962131378236,0.07953733441265433,-0.020987514971010392,-0.06392872119026911,0.03489183476571774,-0.037554718665659105,0.08901008521944156,-0.024193416598982182,0.028579090554139326,0.0049007862470375795,-0.004799959491451478,-0.0056748556748931174,0.03392362231717262,0.022781786609279413,-0.01585515670530175,-0.0064386348349445705,0.029715162875588636,0.05415469881319862,0.04402786274778455,-0.009581516738486187
WNT7B,-0.018178436936756408,0.04810944706112302,0.04363662479370415,0.14063530432213703,0.04875734550612679,0.03004079486439413,-0.005653021577294677,-0.012000279000845633,-0.03474245456562147,0.08092302737747345,0.00825863960699521,-0.034776321281018305,-0.07413910643190075,,-0.0344772725520306,0.10299120566700426,-0.04635243390420384,0.011307438881641287,-0.008018797838264013,-0.021015984425487688
PTMA,0.043788719586120115,-0.08105762461530368,0.009170361099892894,-0.002576734037916911,-0.07364123368955061,-0.02257323284894276,-0.05981671551008085,0.0533999986126229,0.04014328568928672,-0.020180596875822486,-0.0001307829359194707,-0.0032933977419248458,-0.01585617694118397,0.03252853485415471,-0.06041257678478029,-0.060031064350389,-0.07192219986049132,-0.07407496362160003,-0.027315922872320056,-0.10516696062789752
FASLG,-0.018178442075753965,,,,,,,,,,,,,,,,,,0.031976724550196525,
CEACAM1,-0.02524092591422335,,-0.016254606131212032,0.003931611947858697,-0.03034213184943684,,0.038167667365439695,-0.01851056457494476,,,,,-0.03577960185137982,0.022411456460542496,0.05931981996948825,0.007955603967348731,0.061466802460892964,-0.014826657675293895,0.01215508627852804,
PDAP1,0.05833509342985336,-0.009796230072750729,0.04299882615193722,0.017292452964446828,0.002993926162504485,-0.05449417616209774,0.12935111928860307,-0.000911757834071975,-0.04088333345554988,-0.05899961047024748,-0.017877227132362783,0.03579369780166529,0.004225185510291466,0.08524812889071376,-0.03362575187163219,0.0016170207861531778,-0.02491500506669791,-0.022460800584039896,-0.011356836788775988,0.0012839060724644093
QDPR,-0.08911063390424293,0.011776296068206986,-0.017340385611232866,-0.011428657072396493,0.03403303365513801,0.057450348526917515,-0.14412639005603273,0.05519368885245264,0.030466693159898674,0.040681632402334925,-0.028612936500796927,-0.018353344737619223,-0.018072863768309085,0.07524889479418387,-0.08007829376036218,-0.041021535818260214,-0.08507279317207206,0.04758642792903919,-0.003648893495936839,0.0580138457111831
POMC,0.04004604676363794,0.015828429280525254,-0.020828472220094315,0.0005079147108470729,-0.005794065688403265,0.03685210310470557,0.03790066513324206,-0.021067069399759338,0.06874741780883654,-0.020848526490772037,-0.02860208425743186,-0.024907906166072257,-0.01118025048424732,0.05735963882405724,-0.032212974365305805,0.10392818927087569,0.04511578458776639,-0.024254464243531837,-0.0007917137597970484,-0.01406018201416453
CCL18,,0.04749816860089482,0.08221864483692679,,,,,,,-0.018801436949831808,,,0.0025544134970890324,,-0.021922625483520388,-0.019869070743401857,,-0.05105923875994199,,
CCL17,,,,0.006582513660367889,,,,-0.022644370776100077,0.041492824577796364,,-0.012195419029140016,,,,,0.11665000918309144,-0.010762274311012576,,-0.01541334872252318,
VEGFD,,0.0013312820938680432,0.09690847906364383,0.058644226577879266,0.07572857315181805,,0.027324761766309377,-0.012188159000466959,-0.014616671757753458,-0.01408610726659636,-0.013070208306349883,,-0.01251841617964673,0.0004984387659892241,,0.007415016261356496,-0.029888947017492215,,,
TNFSF13,,,-0.015307122643816715,-0.01482028524715653,,-0.015064719621723429,,,,,,,,,,0.08010114843508252,0.020243243619534328,-0.016649342849168337,-0.007851801206730652,-0.028663482472634456
WNT5A,0.050743656297390013,-0.015408366941962473,-0.0018833687502349213,0.0035212712043902555,0.019748325050164193,-0.0019645384870134977,0.14141390426511163,-0.018424478059720556,0.03232742105861856,0.0315907879738792,-0.017895749861279422,0.021503226192361412,-0.02791903496722889,-0.0012231421143086604,0.05084853257880896,0.07196576573834718,-0.021393104182277634,0.03775453513431742,0.05204381075017085,-0.09180099687045903
CXCL8,,-0.052901280643113884,0.03811899354074582,0.1421208789911307,-0.019557967772838615,0.030146966974024553,0.13046992928144713,-0.0455365510344267,-0.012050170823669642,-0.046271544024286126,-0.021984612374341694,,-0.0713789985978639,-0.02524147872070149,0.10009400581468672,0.0395736238687662,0.021174596547257837,-0.06980208023294601,0.08547222251064733,-0.03025965582067716
GRN,-0.03147310709323895,-0.012005771112474967,0.02427826018476917,-0.020986664439568162,-0.016996365675320584,-0.031467109640033894,0.10643400887354022,-0.023576118978354977,0.010990502835250516,-0.06964454301393874,0.01981531235171405,0.024095540460977276,0.03559062317932966,0.047526226755986445,-0.008975205490316844,0.03247898852326335,0.09543554295888705,0.06218960001758384,-0.06448474407750124,0.034564372405187165
MIA,0.01598874144842099,0.10005165482414527,-0.00601574912350996,0.04458771640051095,-0.03464455713670443,-0.027239918476169907,0.04224286475888982,-0.04450781029809517,-0.00717793527176167,-0.019103292063796393,0.055613132749709505,0.03185014489381567,0.08880384955879375,-0.03732041149842953,0.0022199985732463674,0.058954133777885845,0.14283610135252453,-0.008501642204388994,0.048657134022503656,0.0815837707466024
COL4A4,-0.021052850955091386,0.03439663510633644,-0.024361174589496076,-0.033374284530191776,0.001557676286645928,-0.0143334151544922,-0.022078423111803677,-0.023641423676997186,-0.009985698135713792,,-0.017363905856874168,,,0.06781375932610663,0.025827246454116368,-0.026719188038124685,0.09408482765127942,0.024880591900755242,0.06505577144196766,-0.03203578182598086
TAC1,0.007350614301232622,0.059919138231897845,0.033725435180449286,0.0022283774251035476,0.023904111469372335,0.05158171011771523,-0.09488392186765936,0.005305703344877157,0.017464586740408766,,0.0535312315139626,,,,,,,-0.025580208345074087,-0.02026241419102242,0.012632273370141542
RARRES2,0.02582171123410644,0.12147740964652165,0.021433938099653042,-0.002703022945133838,-0.016344818017827667,0.0036650379709708522,0.15483319164070625,0.022788972424328875,0.019598008405977637,-0.04827098021071687,0.07965670505444321,0.03343554819750562,0.04976136620724732,-0.03361966123520962,0.07279020803284919,0.01703263243064537,0.031568932003606984,-0.027495493165072327,0.024665016107267325,0.06706321749074796
FGF7,-0.042306741177352114,0.012512655330140962,,-0.03027558845255279,-0.014584610481389515,-0.002506076926801945,0.06210307488350643,0.0004848542584905346,-0.004869413277949351,-0.03069094474851965,0.044738853399721716,-0.054697841877049416,-0.08137947565881179,0.011505189212382975,0.047315334711604276,0.04410483526703825,0.02290495236084814,-0.04945275094304443,-0.0033414463480244843,0.029644919943551357
EFNA2,,,,,,,,,,,,,,,,-0.01586028744700463,,,,
HBEGF,0.017062710781388154,-0.001868048146864566,-0.020750237320361815,0.001743879360899976,-0.08342302518762143,0.02915237612951145,0.06786683093138084,0.0204299282110824,0.030246716341231595,0.019206117479771006,0.01843715445949211,0.07022456934987618,-0.016089570558820872,0.05411953145509419,0.025835588339242422,-3.6001432899752655e-05,0.040604294024362254,-0.04319309423824103,-0.04034535685848479,-0.0056286298549082054
CSF3,,-0.03317821034396815,,0.03174450001545575,-0.06336939899692311,,-0.023358546695413346,,,-0.02116192855544677,,,,,,0.11215261469135933,,-0.021256039079191807,-0.016227878415128814,-0.019200067881657686
PI3,,0.04865283217940174,-0.021339846926950762,0.09343766452106318,-0.020601007366918264,,0.05053294815816254,,,,,,-0.04658825261422942,,,0.0536426038756398,0.05806323713881598,-0.0741809701985835,0.013359840422597177,0.011474242631816484
PCSK1N,0.04901655700626816,0.005566198030764506,-0.058759743476485056,-0.06515160980602422,0.02321116286211103,0.022124955952040913,-0.012568328811865485,0.022571489479270977,-0.07227132369779683,0.011632868730215878,-0.03454649423658686,-0.02405018664660404,-0.006769364935772433,-0.00639411509653409,0.07816504747338804,-0.004678064496104274,0.014476690589990382,0.05473117101812222,-0.02791976565225705,0.01680414402660122
NTS,,,,,0.01816993245281362,-0.017497843234496664,0.12399790162231701,0.003844605821919375,0.020520812404469298,,,,,,,-0.019322750551726303,,-0.0330510734266992,-0.024031275079547876,
SFRP1,0.06706006059025169,-0.051227606770363726,-0.0025784754443091903,-0.01874701552040816,0.14388931550817377,-0.03611521345128222,0.028366166739829696,-0.022384918848575037,0.004573480593198731,-0.045791896664727695,-0.01460236226512061,-0.012702207017215214,0.0690901027820162,0.027895587628700667,0.06451885087730652,0.048724701658322184,-0.06060726868924583,0.03946538163731779,-0.00555381572219072,-0.0030449671006956484
CXCL13,,,,,-0.021927237043868106,,,,,-0.0398321740675004,,,,,,0.09050289821884722,,-0.011660283292578314,,-0.027333636907634504
MICA,0.024553516400252988,0.028233739906372797,-0.029469441824717068,0.0034347802812218506,0.00849571860679929,-0.015262224345975337,0.02929619268082823,-0.0003476048842447013,0.08753994686951135,-0.0433373841235175,-0.010439457354706342,0.015185561159787796,-0.07618483669920502,-0.06960328504091093,0.005693462645505592,0.07994821812667464,0.08577782653104606,0.017085255035693265,-0.06811100777927305,0.024136054572677715
TG,-0.021052846210750365,0.08325076926039432,-0.00781577689287897,0.0362836614626196,0.024114898129028686,0.016919631123796963,0.06490052786325218,-0.02281334661482619,0.03441902795259522,-0.03006585976171066,-0.018319240191233103,0.03644921104507012,-0.04052804232695176,-0.028743261528675682,-0.03569515975001244,0.01019071439340629,,0.06803223712427983,-0.03164745825364427,-0.030121809322117686
ADA,0.045034407555563497,-0.03911275824078581,-0.014705878349681914,-0.006120516055588137,-0.007061915466621562,-0.039457065191745556,0.11010237795086984,-0.04994870960064497,-0.059556607229990184,-0.050560092384593844,-0.04933669383187018,0.03649480565358671,-0.0014052280116652325,-0.013033960889604006,0.02567150966930624,-0.02825223390033777,-0.01418140986687083,-0.01239647618489397,-0.019415766959040154,0.0019214315627801635
LAMC3,0.10068746814144926,-0.036139974095257654,-0.04205381385546208,-0.07055696400853563,-0.037852446639413694,0.035312292897978693,0.13709785275892453,-0.04067795968981287,-0.02545277882470495,-0.05185225817890763,-0.007500637335308691,0.04650488591881475,0.0028976387855009903,-0.049327741983483345,0.011328428881377533,0.04779119509592472,0.0712628098107776,-0.012923744306388329,-0.051027085563605995,-0.0800514765124036
CCL7,,,-0.012902472811057069,-0.01462698061542094,-0.04351345651777687,,,,,,,,,,,,,,0.007648441143046852,-0.004477295786602801
NGF,,-0.01911491011950568,-0.022152905091575033,0.010406829629061382,-0.04644608589444816,-0.019273473275996822,,,,-0.02176349879523546,,,,0.06402327127540423,0.19080747162550593,-0.01564709850059954,,-0.026316413301300013,0.028135096769703622,-0.025212373101385504
TNFSF15,,-0.0236475294237229,,0.0557354959531368,-0.032217215546215705,-0.02340222193953679,,,,-0.013476332055473344,,0.002710677673133012,,0.01663762306509172,0.11668838462524168,,,-0.013199635347013109,-0.04493079759009888,-0.037295097299830465
