,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.028698866681644626,-0.01526031928249775,0.1488739808123852,-0.014833804117503561,-0.0027804556384469796,0.02223108834827932,0.018268853961145668,0.09404219758429526,0.011497019210758764,0.045073437680088625,0.06864071692063128,-0.08741128216391592,0.008664565963803654,0.11771459486456642,0.0665798292972602,0.021621646696834924,0.0017106608047039124,0.017509160233656913
RARRES2,0.049919835998929234,-0.01150183305495589,0.007049010318395516,-0.011581189730957576,0.03080281792703921,0.0206632989869407,-0.004937549067871062,0.08879807539309707,0.038700872228919755,-0.0072076058665063985,0.014294048198494657,0.008537042226482744,0.10894559559354072,0.055512960955266595,0.01887583082537607,0.03518282591738603,0.08554930797080663,0.0659305375376956
SEMA4A,0.042965118061964985,-0.02441744668447486,0.020355249072605257,-0.012688584088885927,0.007808280834412722,-7.613474771896267e-05,0.0889875168517346,-0.09635988767920668,-0.03994491507224135,3.309815397746633e-05,-0.04653685014444985,-0.020603365753085925,0.07952848440259813,0.0020952358256073264,0.05650250636450736,0.021506084053902915,0.1464475169408948,0.016395594174793936
GDF11,0.013365923234420433,0.020023198844464473,0.04893816673444073,-0.029693927909255634,0.0008386170578350336,0.01689223734071996,-0.02766188596937029,0.05861280903983518,0.02683891273206616,0.043827422471115846,0.05775922630929377,0.08229011574637927,-0.05133493144835985,-0.00796398341647069,-0.03269928518931018,0.03729212464266427,0.1266876083235248,-0.01605458154242316
GPC3,0.0012495613475694543,-0.04620154873469373,0.019044589179078194,0.0253117294967117,0.0266977427183426,0.08027086716910321,0.04932977736525335,0.07722699224260567,0.02541844495840954,-0.030680840335917964,0.05967624631038384,,-0.0012099174582432815,0.02938542418844162,0.11088402025477306,0.020601094885736002,0.09356938835035643,-0.025468332828694453
OSTN,,,,,0.0015539881648500397,0.007033749116312022,,-0.024216008704757343,-0.002526452522335895,,,,,,-0.019600703852461675,,,0.11875954334051034
GRN,-0.006106514594977422,0.12334225339436981,0.17878189331991412,0.006268745501129446,0.02755381458321484,0.015617418560366574,-0.014717934646547585,0.12278230488420591,-0.03188651934195835,0.02989425509644238,0.054201105177920594,0.03310348818504863,0.04268056516859443,-0.004206554282549998,0.06681335868865734,0.015808078275601965,0.12041816326746153,0.1259537464743185
CALM1,-0.012544357445844749,-0.04369815378275586,-0.06797184579174817,-0.05097762476421447,0.03403246158967996,0.03530943133028869,0.013708611392230454,-0.11746643705963501,-0.028169095361343998,-0.0271138626359457,-0.06362841069526987,0.009093006768239716,-0.15038338068023394,-0.04890048869411217,-0.10586373962396253,0.014018950249064983,0.005676325516272174,-0.06897004480563095
ANGPTL4,0.030895237022977785,0.07377496469131915,0.013620595676723612,0.005348928977905479,0.0014378798321974956,-0.019051662209683688,0.026133875471329497,0.019692178497509115,-0.04417893943300924,0.10577829815661577,-0.020866131552982895,0.06060363905157288,0.09383817443647716,0.07754999542722693,-0.00018393020796914127,0.045885892711005044,0.11103238003842086,0.2043736615385214
BMP8B,-0.0028906905025310545,0.05706702445550481,0.05164254715775415,0.011892392792950679,0.10208816083001661,0.008588400409093718,-0.05995509658146141,0.005588020997411461,0.020808446023174377,0.003817625389938548,-0.005302873067351928,-0.028733266659242227,0.012970369266723923,0.06511610592485505,-0.02197380543233385,0.03552627011917944,0.1257295702241029,0.09585801805969665
TNFSF4,0.03310936078516565,0.005796276992042051,0.0014340644305752303,0.030860955429504525,-0.02600946202317422,0.044470862596583255,0.04362543246121395,0.016366498109602983,-0.008898444616720472,0.009679414881431415,-0.03333332203800561,0.08214695534943829,0.028269136825478162,-0.01658467645230098,-0.00033177472167944397,-0.012773562844935646,0.1790186582780834,0.1026854711007664
RBP4,,-0.01800359615682272,0.037778316206788426,0.008558839752237469,-0.015100522900132484,0.03253188382020886,0.05676935247201179,-0.049553362624542664,-0.009248112138669492,-0.03787094015844831,0.014369051958417393,0.056958339171990176,-0.0015228082617273352,0.0030073893588638033,-0.026376468661502266,0.031686296536550265,-0.07052254405750769,0.03159434807363501
DKK3,0.04275690327036432,0.0356563658246584,0.04111725713021132,-0.04730984799085457,0.044187442141667005,0.04912596533787885,-0.0015004160793670581,-0.11497128721693875,-0.020474853675243886,0.0049660092375991205,0.0793267308432141,0.015796336726225452,0.007243167242465663,0.041555785612089065,0.0017264237460641936,-0.0002845082874944019,0.033063681771590435,-0.0592063581861586
COL11A1,0.08586816469486885,,0.1159322716113735,-0.022685880994514445,-0.026985960755215845,-0.04352674422328074,0.027995157091280514,0.0065065570845338145,-0.021299154613675746,-0.019397826128979195,0.16095589847017894,0.0011735234456525746,0.06704042555873668,0.05977379274582667,-0.012875257057507285,0.03651564951776426,0.012896316099874574,0.11890808742525848
