,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk,ZH916inf
IGFL3,,,,,-0.013794942031056771,,,,,,,,,
BMP1,-0.03025089772404651,0.031278548923409685,-0.038579177001383934,-0.024735082437351008,-0.09985448004946247,-0.04537249646644431,0.08067864451168119,-0.022588380654018535,-0.1481914386593213,0.07128296449311934,-0.13624023324367066,0.022688718032706473,0.017016158610004176,-0.03777208323444585
NDP,0.052793447009514126,-0.07295051956925178,0.07673490586428358,0.007956926218636735,0.027824445483491087,-0.0006709697595907064,-0.008568137138191663,0.04349460062670441,-0.09486933712052172,0.03917217108117471,0.07370989529015977,-0.040293730983039844,0.05178174565072672,-0.029283959620151144
TNFSF18,-0.025259363439440234,0.04378392749166987,,-0.02612826716230418,-0.020485074780610967,0.007458801306637781,,,,,,,0.014850933774862024,
IL36G,,,,,,,,,-0.019704475101536667,,,,,
RTN4,0.04248683388465416,0.047864984919314624,0.07122493516674813,0.11784983128142851,0.1406387537605436,0.07994196517582336,0.03387776985913415,0.1269540730312513,0.1837800504332842,0.05655365039472417,0.05852934925774591,0.0854841680398759,0.08482025688936079,-0.048267971715705286
HEBP1,0.010197673044684333,0.01700115826561549,0.0050034270009255265,-0.024961118535236713,-0.05136205523862963,0.0049771564098862586,-0.04388234622798715,-0.08096227932149246,-0.00537070648196606,0.017242809571582314,0.0057174076741947355,0.013288753609951806,0.04695892003453769,-0.02492617923377447
WNT7B,0.03851922169160136,-0.01701862024144157,0.01811206578526145,0.10127292708869576,0.14423177554230932,-0.03764811125411206,0.0601984505482401,,0.105553168607898,0.029706730964331032,0.029184970466505804,0.016955260279060132,0.12430916741445464,-0.02774625282796291
PTMA,-0.029542230914357665,-0.07448165099599219,-0.009302051684275354,-0.11203527364961359,-0.012184690443406893,0.024831007106167736,-0.012267245183403708,-0.13541219521555145,-0.1824563014220347,-0.042513087465430234,-0.02420131811287542,0.020437440454551415,-0.047186886434418575,-0.19105856808065966
CEACAM1,0.007670223757481803,-0.013060767434224829,-0.01320074383232292,,-0.026957191668665028,0.006312679418144822,,,,-0.017505120921960042,0.09457828193762288,-0.007596123051965245,,
PDAP1,0.03452532404072756,-0.01351805128038893,-0.04439736054441562,-0.005180572304188131,-0.09719788720669287,-0.029366850094270435,-0.013741862896660122,0.0025856659723011363,-0.054230565326064364,0.031117186097886634,-0.09509723960403287,0.07111512600682517,-0.03569070249826104,-0.05943151737950541
QDPR,0.009482005494681122,-0.009531324669631497,0.06854936741659427,0.054631947539241034,0.03901508055176161,-0.040513066192552565,0.012659711513064883,-0.10601837648911973,0.0943116342151757,-0.022058072517943242,0.09456045587997942,-0.0004936408525426525,0.07508588567266876,0.10805595754410723
POMC,-0.02109069077239754,-0.023206899981854746,0.08934229627049257,0.046895233111969505,-0.009646321019334696,-0.015239947604354615,-0.04007946504562876,-0.031090220514249662,0.10533768217460197,-0.015109065311774684,0.05753334555655918,0.06296667552776193,-0.04122784461530883,0.0031195680676179187
CCL18,-0.028053892247748336,,,,,,,-0.000865607897133046,,0.010485430563374651,-0.015099688650426296,-0.043594542722030095,,
CCL17,,,,,,-0.016380969636207988,0.011896956971437434,,0.0010196334186419755,0.08055078093864305,-0.04672459661932852,,,
VEGFD,0.1233910958254145,-0.01870692897603575,-0.012629724296959426,,-0.023110228309203732,-0.001179519900330727,-0.013528924470838453,0.028319808429056778,-0.01929179778834138,,-0.029285773447567734,,,
TNFSF13,-0.0047851994624608166,,,0.12487537651675272,,,,,,0.04752378132812058,-0.015622912784713406,-0.032052072966640976,-0.04273169983502861,
WNT5A,-0.024151840867034192,0.030261341145658278,-0.03645316969623495,-0.05488296512165587,-0.08488926722045145,-0.036128184748007684,-0.037373975763235326,0.05477004334901743,-0.017835290574752083,0.021848378035788603,-0.0008563528292500971,0.042267032105573074,-0.026025903718089445,0.1176811280371136
CXCL8,0.07997745316622512,-0.017516059498117978,-0.02116685188543385,-0.014734971892289735,-0.0459520397360445,-0.04241248044750981,-0.01259872272443753,-0.0029365315664801684,-0.052071812628063034,-0.05675720713006879,-0.1848951529720914,-0.009701525667098697,-0.0608611723775349,0.01743970075865199
GRN,-0.002545689637830837,0.017743698993394272,-0.0801618428714339,-0.061167186660549905,-0.14439317712474384,-0.04619576494664834,0.010489073443585392,-0.07461205958153058,-0.03249188429065141,0.08716429710534887,-0.0637633614839359,-0.015400736701756271,0.014552796693869784,-0.05985612192964544
MIA,0.018888973602639275,-0.016636634402924306,-0.03832294745907301,0.04561253595376697,-0.039406525093087105,-0.03219701250593848,0.05722563025086602,,-0.026421001167159026,0.067338490848332,0.13776211490472756,0.12186545664681661,0.0003058275953536046,
COL4A4,0.07236764204450259,0.022109860897882114,-0.021610365421028926,-0.024108909025821513,-0.013593891439728629,-0.01710223910563952,0.008573244482333573,,-0.025629351327466583,0.06302009324842299,0.06006809657631571,-0.020849965208249374,-0.004790964660836964,
TAC1,0.1192449950051588,0.06281942366415393,0.11819918448619257,0.1036673058239268,0.13307656079460364,0.08168672229720587,0.01587204744354252,0.1415848439815684,0.18294415041667297,,,0.005290813513031201,0.0623409114102531,0.05265657377194095
RARRES2,0.024005097333985745,-0.05636770132575194,-0.061937725370942893,0.01573067084023349,-0.11724127406341008,0.03045904811145998,-0.026649001458571756,-0.06254610738788491,-0.07238466376908963,0.02403261199804731,-0.07675201657770524,0.005297425824881262,-0.04434379328786787,-0.01494747731927591
FGF7,,-0.005412691269083717,0.005645292584454475,0.0886329782804788,0.03104520918544425,0.01806829712187836,0.015673923342715126,0.09491251857050814,-0.05095258829130638,0.04705095250871529,0.05981888461792101,0.07472305106841526,0.002185796717091815,0.0442877496667477
EFNA2,,,,,,,,,,,0.04106292170493819,,,
HBEGF,0.003013480499163654,-0.004292598812819525,-0.0018915717924453223,-0.03391789090277447,-0.0679178279866977,-0.08666401728089669,-0.016990038189364308,-0.02250564996703721,-0.031398059051986296,0.06370703708502137,0.010497202977285012,0.007996818291070653,-0.03488625721627974,-0.05109059838924699
CSF3,,,-0.015159626132789488,,-0.014382075493313627,,,,,-0.01786207665527848,-0.1157742716601832,-0.04936106445434358,0.028756280970766695,
PI3,-0.029513877445940615,,-0.020232392063156756,,-0.016194406828321125,,,,,-0.05231878491038602,-0.2127252132051144,0.030247501285318397,-0.04641023130457119,
PCSK1N,0.033687836232045576,0.09160581693386895,-0.005757502675618696,0.06324134102643117,0.05333419899057303,-0.048085390618881334,0.0069133186333343935,0.16142582124532598,0.1730919548746785,0.037679184438797135,0.11834555664433381,0.186052824352067,0.023624127424183256,0.17341824177523948
NTS,,,-0.015502711235684152,-0.02943150017924056,-0.01767730082077214,-0.019537320170256313,-0.014835815021873767,-0.031114316104235117,,0.03273737312777845,0.010320968054207895,0.02400968860665743,,
SFRP1,0.013927022752664551,-0.011760464769765016,-0.014408328247239388,-0.0008392868861505975,-0.0427604686929976,0.011523851233390031,0.043797549768828804,-0.0008214348409385334,0.0025530691355417647,0.08055824831957856,0.06478144392581668,0.08690709851616103,0.1182057252049069,0.04765151537892881
CXCL13,,0.045900811691571154,-0.014278837295771323,,,,,,,-0.00129590862023719,-0.06684207988788515,0.041755522889585235,-0.0407491577079589,
MICA,-0.0009975944748611154,-0.022283360044787315,-0.011212656676270489,-0.017369289314581735,-0.033722990019585675,0.04002536956647635,0.01982261711077549,0.0018372710140469707,-0.07163272103213378,0.09818670217831107,0.02197910797904252,0.03559043123788063,0.009341954960480407,0.10193753993344479
TG,-0.011888428675273666,0.05600602447682219,-0.030559511290945626,-0.033971709740990355,0.07199362588855802,-0.016503206995364228,0.008012174521660663,,0.06455075479813879,-0.011887414086437233,-0.006979978991414324,-0.0066156725377025044,0.03764743734659619,
ADA,0.019169565811112652,-0.02698413536674204,-0.026511594001208887,-0.02023598160990147,-0.08226573201806707,0.010768094461135034,-0.021678013922485626,-0.058479571192534587,-0.06102745384144214,-0.01687465441111378,0.02258711255368675,-0.01885502947802996,0.0020026223784491972,0.1795646754854192
LAMC3,-0.05193583571331628,0.08065319176687517,-0.014454944945841717,-0.017263878104696435,-0.09269589656684649,0.013807691031052678,-0.05817958138683141,0.019531065959165077,-0.0009508621654944132,0.04431079423776184,-0.005572490250968366,-0.03720453608680917,0.043579947347708266,-0.04513422137449679
CCL7,-0.01784464539969087,,-0.018931101993769628,,,,,,,-0.006356690739557607,,,-0.03383321325839562,
NGF,-0.008315259415906082,,0.01752464422984473,0.027060368843400483,,,,0.0903361195583239,,-0.01728529834582834,0.04344930939619077,0.10291568744658026,0.01931077311399513,
TNFSF15,,,-0.014016523674957884,-0.011700227511410284,,,,,,0.001115260278851231,,-0.03152290054035347,0.06867084034965111,
HMGB1,-0.06071566790483147,0.05321599659268578,0.03127891032424595,-0.018578174052147896,-0.11333257542625391,0.03629275776343146,-0.062295792023183666,-0.03127202913852786,-0.011744758124062392,0.02964971467111094,-0.054652965807778446,0.040491364344530524,0.09605860063883268,0.016913997474152696
ITGB3BP,0.011581998651867504,0.019512287689854284,0.04305443191389106,-0.05548260861597166,-0.001731154427893555,-0.0851608501855349,0.0039132197691023616,0.015256378942082928,-0.08410195219851711,0.008994820121611116,-0.03735585371131279,0.036601901725879266,0.015751353808433715,0.11907737268124473
AANAT,0.0004134717567854291,,0.015686209547729445,,0.04592932951231233,-0.01484143049597293,-0.015386303276439958,-0.029252052262631466,-0.02414607965663295,0.059896179274967466,0.0016518513982833887,,0.0018821766573234346,
RELN,-0.01116041099082943,-0.007327730577019649,-0.02635878409592928,0.016034697090783808,0.04417973972244132,-0.015043551369765415,0.01845222804161331,-0.009632881845422341,0.05102937210899727,,,-0.00483146373428521,0.13570980676455657,0.039477277266954894
IL15,0.05576538076480599,-0.022625983793372016,-0.024844094652804245,-0.015044693412291548,-0.03383892600624024,-0.04209674452676427,0.029371054258150626,0.04479644310902853,-0.022394372867879653,0.04145580427131158,0.10309971294735766,0.020988438367723593,0.009273769247028937,
UTS2,,,,,-0.04279338257496706,,,,,0.02038690287215464,,,,
BSG,0.008734114858962583,0.04378676986014456,-0.03353997552390741,0.00013237075597213782,0.04821333057842846,-0.06889297786273495,0.03413634349278008,0.1401595542669873,-0.12091113264152999,0.06815400237892322,-0.08003906279870339,-0.041908417312436476,-0.0027571999449507462,0.1512194655594608
ADAMTS3,0.007743011204033183,0.03485288880168171,0.03822104674468669,0.008900607933392988,-0.09541255831808444,0.00465851242851908,-0.02560633449485495,-0.02191621847634311,0.011810778728891315,0.1043058171465039,0.14786759337398267,0.008335945028456783,0.0711525830873059,
CD34,-0.05304553216831116,0.019235145135127526,0.012899260631854374,0.05143137700187252,-0.06383803821692821,0.0028972752145643103,-0.028787355659889345,-0.04499201285379084,0.05374440480638135,0.10366842723144443,0.0040143619408113855,-0.03917642282882785,0.030239659531537857,0.07791210964361235
CCL23,,,,,-0.014761238909579654,,,,,,,,,
PLAT,0.001957856149531062,-0.025350851081932902,0.008369048226442986,-0.08277003201047725,-0.09178527710896003,-0.11457330617997587,-0.029688905055257203,-0.01498157100051962,-0.08196363114262983,0.1000113279916537,0.19408373776665142,0.057108634596662565,0.03677571879635509,-0.052866525513344156
NTF3,,,,,,,0.03519093267705038,,,0.11047713909419075,0.21966793876366367,0.01885495857148575,,
LTA,,0.08698326188638185,,,,-0.014293844286574155,,,-0.022394375632251492,,,,,
CKLF,0.031386907875311315,-0.08192998812991215,-0.046133824605575864,-0.06364988844170945,-0.11638114819595713,-0.002663056000781006,-0.01095466163504117,-0.11211070555000091,-0.10921933372779695,0.02902348937522045,0.10189597355834604,0.026417538079961434,0.039100938774311034,-0.03278336529081397
CD24,0.004310141324478177,-0.05262343251512425,0.037102844792067935,0.038946992747622276,-0.041362912864646,0.012486538691077966,-0.030012559604102533,0.04355903377432666,0.003484019061544422,0.10610853407667864,0.13224067403558928,0.14654488551716519,0.0004322588399274324,0.07676799825075221
