,MGH258,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
VEGFD,,0.015886340433033108,-0.02249866461478396,,-0.04185762482239739,-0.007362891981131966,0.061157675011883725,-0.05396451924149627,0.008613023340320963,,,-0.014309373376568126,,,
TNFSF13,,,,-0.02669069108255822,,,,,,,,-0.023281633181945455,,0.05491886742603829,
WNT5A,-0.01642243278925124,-0.01020862904290663,-0.011880491898748772,-0.038418942766024554,-0.02256987828015612,0.015140695937002313,-0.02996807311089463,-0.037272567856808464,0.0037311537198684414,0.0021105177217934277,-0.11479537324130083,-0.010363460629737063,0.047340649652542414,-0.043605540538220994,-0.06688000451124831
CXCL8,,0.030949637547029105,-0.05518254952752895,-0.037965776929253243,-0.06647610627056248,-0.0235471431130513,-0.013708624843067611,0.042398639038357624,-0.035079323569606254,,0.03826001168419594,-0.014931402774932658,-0.023948764499081135,-0.08116777621365404,0.0331743411994117
GRN,0.0445245729734803,0.043348684130921966,-0.08544903828360739,0.056970061527965715,0.02621801363108841,-0.0018793527862850242,0.035545417478232096,0.14496387902860608,0.053425770907022274,-0.05782603995793261,-0.053184033022380624,-0.10485660495134869,0.11767866123907171,-0.006712972219033807,0.013136936767862043
MIA,0.037470684421037,0.011663714298484748,-0.021872352828939734,0.02423834651075406,-0.007872802788873558,-0.04056425534686403,-0.016741780275635394,,-0.009970885260504679,-0.06519047769702088,-0.02961033990627052,-0.03930538703361675,,-0.028283674054656614,
COL4A4,0.018078661548173145,0.04886248486927673,-0.05666279049308941,0.006290805114200853,0.047354845333180066,-0.027280066375638394,-0.028124859433449532,,0.019484269263251756,,-0.05147396793324477,-0.0006072995528247266,,-0.031368369841471934,
TAC1,-0.038365709885189996,0.00031792464638097265,0.1562784612666242,0.028223267800959323,-0.09040156456975824,0.07016307446888224,-0.008199097969354086,-0.11942381214710483,-0.03252583584732708,,,,0.01572622251413289,0.035088507433648566,-0.009568164822418545
RARRES2,-0.07681452354300324,0.00639051094062751,-0.11586032073434893,-0.028585433910600325,-0.02783485664214225,0.057939624287861674,0.012609448259626677,0.04192597883072334,-0.03249883001217272,-0.09556883296486939,0.03818842953990848,-6.411074169044076e-05,-0.02795281625834931,-0.01774605859451754,0.005708821773250264
FGF7,0.07665471605260411,0.02198494442523936,0.038056018794028056,0.027576670165741002,0.005337197310588609,-0.05300026225986965,0.03312294938998362,0.00920320205673627,0.0717747144321106,-0.03239828451371613,-0.028752036636126414,0.01516752911982266,0.10752548682857664,0.03758136194563086,0.07435523313285189
HBEGF,0.05481869218909158,0.05511587133360175,-0.07915909142770078,0.01503854937300003,-0.028784097530004275,-0.003788752148493779,-0.037804359136067625,0.11935957656578748,-5.662776713196828e-05,-0.08224178996208159,0.000792650446582707,0.01855433103573983,-0.020382001019648554,-0.022879560529014728,-0.03591510475531083
CSF3,,,-0.017559767874337513,,-0.022559717817543054,,,,,,,,0.0026816036477869897,0.050192070114508595,
PI3,,,-0.048277254451820496,,-0.012682737061267987,,,,,,,-0.09637632633898183,,-0.061457215757766435,
PCSK1N,-0.060380367753340845,-0.005374731679741164,0.03169993597936071,0.03136758395169904,-0.055423973806725,0.03444772279426374,-0.03476268421542344,-0.16589753308765398,0.005232056019784233,0.0401212097893986,-0.03403342107894946,-0.01390612016583925,0.014063494535850376,0.04470813244909369,0.09891164334329534
NTS,,,-0.010525279950161405,-0.031001541356901318,0.05604245567586093,0.06087803582844658,0.034970461421356666,-0.05517323945111152,,,,,,,
SFRP1,0.1319482154336816,-0.05604262395989477,-0.010801453120541493,0.058623413127512465,0.06238257855549314,0.058493070746536494,0.05088764563042636,0.1050083351893042,-0.009197444535797747,0.007210376595178753,-0.024959757693922262,0.0434907854877109,0.022374154401090404,0.0801256263911499,0.16208185953950727
CXCL13,,-0.048306742610156446,-0.02543640414098105,,,,,,,,,,,-0.037535345721106866,
MICA,0.01454095824885759,0.028756328548090657,-0.02734542666807607,0.008828822983515465,-0.10780249118340247,-6.898195368889445e-05,0.10742918405370165,0.0845973049620599,-0.006608003736182653,-0.08423784842385929,0.08668147288065027,0.06648583434458599,0.07011895589698776,-0.013758394466704772,0.006577546120988841
TG,0.007145386013399833,-0.0062567609055892,0.01649361847534643,-0.013858546784798212,-0.049337724274737184,0.006594501676544917,-0.01452376903286955,,0.03793595602548864,-0.03091715058867857,0.012051399963422575,,,-0.028809026816343623,
ADA,0.045672265173177184,-0.04069014003861161,0.08195489322397424,-0.021388446790622424,-0.04276060058584222,0.03558804499177858,0.02527597186600227,0.1523703658054265,0.05886485460899503,0.012605384263062003,0.08451697967194886,0.03726357191303797,-0.028775270915374934,0.042458665312008925,0.03170513336268066
LAMC3,-0.01373001524267849,0.07308400575213181,0.06334797875093834,-0.029339313448175783,-0.12852699846877477,-0.027503150510364945,0.06762487216849897,-0.006363160229675059,0.005047315148140389,-0.025998151316964372,-0.022117376174234288,-0.0536007492730825,0.15098475684381477,-0.0669296775990859,0.06098580166882587
CCL7,,,-0.03372397564122845,,,,,,,,,,,-0.015155434229869136,
NGF,,,0.05957156499862485,0.0821086851354446,,,,-0.012671814288522215,,,0.0034662287322027945,,,0.008470282746859509,
TNFSF15,,,0.0037012770553812835,-0.022218033484990057,,,,,,0.0799337463815395,-0.029602183845439688,,,0.02133327956247654,
HMGB1,0.05245535032530225,0.023281293866539564,-0.011655336083209256,0.018977762363076318,0.0821226951128853,0.034959175770671265,0.04285170936744422,0.019005589240733593,-0.006095204615224277,0.0597247476322871,-0.005884160656105392,0.03265075024205998,-0.01463579842566513,-0.046362660321562846,0.033136162235713404
ITGB3BP,0.05467750312790746,-0.014205865879957496,0.007926996783173327,0.007141121939540149,-0.027435628006503374,-0.06766738779995797,-0.005953959118298437,0.03515207117983702,0.051919056480373274,0.05620358227899514,0.003964519606296888,0.01925993491514035,0.018457486756943132,0.07437924086800338,-0.10310161320189622
AANAT,,,0.04276634752240949,,0.049833025192982654,-0.02367381291646522,-0.01674178120685596,0.010149288186971504,-0.025370030678571135,,0.09099970252386502,0.016211977804558082,,-0.028255484183006833,
RELN,-0.009389431924439936,-0.017175556415903244,0.042209615463572374,-0.02999535159628112,-0.04279083698529551,-0.0020125685139015938,0.04230369185645586,-0.0003370813984981541,-0.03941173290285971,,,0.03177823984353558,0.020841344510402624,0.03526760459939408,0.06521140469776611
IL15,0.01810040437076249,0.06344292187526981,0.023805910878072458,0.02578285020139009,-0.055367365351914874,-0.010875575394957225,0.003495370429067377,-0.056710506132190905,0.0061992190415425434,-0.01341631759995362,-0.041383332048513695,-0.020306632281925956,-0.06789472193060442,0.01207381278953076,
UTS2,,,,,-0.05872891459429676,,,,,0.08157806348709074,,,,,
BSG,-0.09165353922711936,0.015526627212703929,-0.06775167506180495,-0.026809886014876994,-0.23313431383580108,-0.09530719511001694,0.05596846275015707,-0.10226959703258605,0.0426378648430333,-0.1437858202730043,-0.037182706012931645,-0.0729253371571556,-0.02425462023133554,-0.021860336758382885,0.05437900435636775
ADAMTS3,-0.08907925338728419,0.0023850715948067623,0.037320884278429334,-0.047520893397440506,-0.13322170669702432,0.004107910476420961,-0.020647309373725192,0.0009958622519382289,0.07220906443204865,-0.08132199931850607,4.539187363201956e-05,-0.03731380296259894,0.0965834742881598,0.05812128731034753,
CD34,0.026091269033254982,0.019296119754311187,-0.0005047148674794183,-0.00971513273985548,-0.07006114755963899,0.03161603641292502,-0.0031216178681373417,-0.07713353626311581,0.056572252803756676,-0.02781493337621649,-0.005418322676168815,0.014184366914490478,0.08187084838572352,-0.006731638641007428,0.08908222749504739
CCL23,,,,,-0.04195708249074274,,,,,0.0017592053862685172,,,,,
PLAT,-0.08892247814907979,-0.00867878279561967,-0.01572762248258686,0.07427258060664248,-0.05995271659067463,-0.07843236510224487,0.042378234331641305,-0.055801356733178625,0.07928957697116434,0.01586707177341857,0.011039355043684779,-0.1130651239233786,0.0033240629678006873,-0.06969794984342592,0.014388221289787166
NTF3,,,,,,,0.0050298118573030084,,,,,,,,
LTA,,-0.008566532943451454,,,,0.0013772878977276993,,,0.01187328103223199,,,,,,
CKLF,0.059919433673979304,-0.01592628797797888,-0.03568964430004668,0.026726845780535895,0.006913574616778159,0.046721355278562214,-0.009467746879550886,0.15253555988518422,0.03277351366306948,0.01998573178666981,-0.03437052541885172,0.01291081139648291,0.16830673896490686,0.0027096491228313846,-0.03218749133660116
CD24,0.11054092871220253,0.020674215053399916,0.0606852509677705,0.034724433378965615,-0.014725137414843454,0.08584313218670764,-0.044404464129626356,-0.01161098350528882,-0.01783137667562992,-0.021037467768298436,-0.03014990119909872,0.01369453551367588,0.03613341859788206,0.05587519131420729,0.1084967181771837
HSP90AA1,0.10645492841041816,0.01902922320061143,0.11527102593859587,0.04551146921840211,0.03269116215914687,0.04214470882397606,-0.00024144740251347014,-0.13533450298567615,-0.00105001596304338,0.07470380114241398,0.010826300183660424,0.026779474311596975,-0.01004003873804671,-0.0024648821996455144,-0.03074861518047633
BMP4,-0.04572716475395396,-0.03839026641249511,-0.0353374338354987,-0.030625072250853036,0.01859807480226543,0.05332053401200444,-0.016484867096393203,-0.033926210058712325,0.011254965668810695,-0.04625300115356382,0.015495518985042372,-0.02349698765725825,,-0.03866334787703238,
SCGB3A1,,,0.02764748739261426,0.037389901874885216,,,0.06735544635630006,-0.028639902153684418,-0.02743286438272442,-0.03318538573784025,,,,1.5578185498563533e-05,
IGFBP4,-0.01856876353435914,0.01435710590905721,-0.06929105014534395,-0.023721122758540124,-0.17349884325585938,-0.05542413054734114,-0.01341738733128978,-0.013898513470098137,-0.0055584942935089626,0.0465986484529192,-0.03007706515479124,-0.07388006244666533,0.03821563219101979,-0.017844162096408205,0.06488926380044951
RSPO4,,0.0028253084437980646,-0.030923634225656863,,,-0.026518193978451534,0.025455849827357425,,0.01504420269688334,,,,,-0.035629046329532815,
LEFTY2,0.09842258901274326,0.013097434657888566,-0.009501594515073257,-0.025486293738620484,-0.10846388557333514,-0.007441727862349384,-0.015484785765976724,0.08702884113168227,-0.002561592313733579,0.0460204347104707,-0.01093516970661807,-0.13014450566630148,0.09281795543848519,-0.023978689638309562,
PF4,,0.06518459607045318,,,,,,,,,,,,-0.02791024804842713,
ANGPTL2,0.09069983563636842,0.02256822393633648,-0.0728310751352215,0.016832163148592257,-0.05599386390099887,0.001369246912468345,0.03336013691837766,0.10978590506427949,0.002571012700829329,-0.08079711413356197,0.02623700292930877,0.05684732863863047,0.019861120433826304,-0.07075592371146504,0.09331442846858418
LRIG2,-0.034594353873940706,-0.01946563491816743,-0.0406582905270222,-0.05468905049777203,-0.028619571060835174,-0.019273482353196113,0.005001138658351186,-0.025932579842362063,0.0753729794623927,0.019011414398461025,0.0492429963893728,-0.03716434495639944,0.010099638295909527,0.03448454706302333,-0.0641011417578498
ICOSLG,0.22252210346518767,-0.004586773716148559,-0.07319023869389828,-0.06061592934358006,0.045047971950401396,-0.041289781406530834,0.05055572713186067,0.13156471536744851,0.04989989333515532,0.03782617131344381,-0.06139990837989071,0.07230431987417178,0.038878918308990436,0.005232945562653059,0.11122994158971823
WIF1,,,0.09126728392542051,0.01756675589159908,-0.12534132023471564,-0.02046346219164607,0.08066328667590232,-0.15601650813403817,-0.05897902114954469,,,,0.005285311773979745,-0.018164008854027434,-0.014248759073668444
NPPC,-0.07491625192870732,,0.19121438387536493,-0.023025048236333296,0.03767959595493755,0.02663261335702839,-0.019625921320990364,0.003225503985845501,-0.004655168706821977,0.038786178590002024,-0.0380622163357823,0.014085864734110404,0.03172773027144841,0.009410564559663114,0.042263862234237067
LYZ,0.11010537894590143,0.0006313815522067648,-0.09600027535792434,-0.06502526107128154,-0.07496412073199163,-0.015136732372941324,0.03429956068351844,0.07415501036506772,0.002439263282652875,0.04377983381852141,0.03264608905226442,-0.020305275337967273,0.11572145414540108,0.015287912262579431,0.003735538532041076
EREG,,,-0.02617995820454115,,,,,-0.006283317032676489,,,,,,-0.03213296343438865,
SPTAN1,-0.04230125871372716,-0.031985540714921455,0.03521168116391039,-0.023026649945451897,-0.11333945832863658,0.07634688866284163,-0.046314533347459955,-0.21240008427135398,0.02702661209839088,0.013971618256259286,-0.07044418896882769,-0.00039488855255556736,-0.020733029488899594,0.09471803712469526,-0.024424101611189887
LIPC,-0.023598423978132405,-0.014150388416819672,-0.01802421820981591,0.007365262528082619,-0.028552593724693508,0.050111703570335266,,0.08278415592585253,0.11813967289990993,-0.02519391227218895,0.04982781568327446,-0.02559620917322981,,0.056825343881555475,
COL8A1,0.05649697469612445,-0.031226668579795936,-0.02974241862029832,0.019751234372143517,-0.06327490064525,-0.004832840620709252,-0.011188568609656252,0.06696685972968276,0.020837976327941557,-0.025618314907170394,0.014812880074667188,-0.10395091977152009,0.1834409569412398,0.018483598678992297,
GSTM2,-0.03997662479133907,0.03602485072499194,-0.004780827744603235,-0.024948809159696387,0.015266489149775951,0.01955901019022398,0.06587269432218087,-0.01960173512192307,-0.042322167863275986,0.07588249437867388,0.03223200745082887,0.04273560256128724,-0.03779910422039509,-0.037344331082701264,
SPX,0.03836119515523951,0.03056793147378101,0.09988395699497983,0.006085830543959799,0.04159626522107067,0.008838306448270845,-0.009622290669057095,0.05889625196622925,-0.018633341209497473,0.16755991827924774,0.05242019661439854,0.044794202770997646,-0.0523330158574401,0.17136154394154865,-0.051000388812552505
MFGE8,-0.012402429908094247,0.025459009984008105,0.03208008602832967,-0.07891148552729696,-0.04741918263173182,-0.054370629472290585,0.03232200117827701,-0.08633913995176058,0.056233636409709284,-0.03903503251878189,0.012433891253564292,-0.18356144182620396,0.09107841315862238,-0.08497882273548786,0.09691123172509056
TGFA,0.14979551358809284,0.029311087107758465,-0.031656332930125215,-0.0656752605918301,0.05935523766431724,-0.05911920989800811,0.03543122279019081,0.21673129019699133,0.022105190492875,-0.0336160777348076,0.023480185433948676,0.15035723781478166,-0.02705916987553782,-0.03376644082463751,-0.04785393150705354
SLIT2,0.028168421000103003,0.026820328800496486,0.08867450114302713,0.004621236263550883,-0.0007397135580422319,0.00675032216675128,-0.016008543416239765,-0.13890374792379662,-0.016630377354908396,0.049830993712845106,-0.07025180853322617,-0.021585272649574466,0.040847713233416315,-0.029395822884558435,0.057129237810579415
PLTP,-0.04189916945558379,-0.018021464165226767,-0.08936820166625205,0.047270355466419924,-0.08792496775080073,-0.011786405280373204,-0.010803888357334632,0.11451667995102804,-0.001978117192076029,0.007845714119043562,-0.03404306822339062,-0.09491651012431439,0.04164896053294264,-0.04738878730163917,0.007301334775021434
APOD,0.1578936963244885,0.07216467073658656,0.04777542674425762,0.05439491669644113,0.27594100316252795,0.11062568073191938,0.05615240764575267,0.25723258344030153,0.10252515192138377,0.1377955271095707,0.09747196956786959,0.15042422389229917,0.019546922786074953,0.028739878823101663,0.016483589625505037
B2M,0.07225875897119192,-0.013217160459432407,-0.04647557525548792,0.013955310955157863,-0.025092490606342693,0.020993506238807684,0.03237749585750536,0.20212890428320213,-0.019946670849034443,-0.02652194614469769,0.03272477646886294,-0.13942523102823853,0.11679812571870554,-0.018449504867637655,0.03984316303459473
OMG,0.15586904703404508,0.02942703042730884,0.09885561084740535,0.011293404460925062,0.19762500197265825,0.08399038441665997,-0.010630607995351172,0.17241159348769655,0.0825919915094547,0.06636215388415617,0.09456225723435445,0.13149972115053526,-0.05366032783147158,0.1184041477843889,0.08546203823714085
CXCL3,0.07641010138315149,-0.022128207595323177,-0.06472380026373402,,-0.012282940534926099,-0.026955440031097594,-0.015107398886748141,-0.011182902888205108,-0.02831327672878273,-0.02448595906945068,,-0.023379774993824057,0.003886662813159553,-0.012283285195123226,
CXCL10,-0.08701221051523146,0.026536191677984343,-0.009685413357809815,-0.0029035023145901526,-0.07525330863087278,-0.03125924690099122,-0.022949244645188674,0.047429792483278,0.0532351733450029,0.010574351205041457,-0.073034159702819,-0.057267273250781445,,0.05924831809700853,
RSPO3,,,0.15643627277654384,0.008842291447571789,-0.047024169175414854,0.03219749362516593,0.03588913268623876,-0.02034174932946812,0.019793319753153297,,,,0.04918260387903631,-0.022216748716114586,-0.06645058211496596
CORT,0.0852089630389357,-0.04006193808049214,0.04672140014973351,-0.012797613103619796,-0.0565011130324085,-0.009997878767046529,0.11272408968243658,0.049469319753680706,0.030686543820684652,,,,-0.04953550402766619,,0.03965829099485794
NCAN,0.0904212206943792,-0.013308126183893038,0.1457202439723505,-0.019633870238607735,-0.03731120850940825,-0.09391189332766108,0.007867025395833418,-0.14624687527100202,0.09475363902018279,0.09688160752110958,-0.03266647943932032,-0.09083691810430378,0.061841992981586526,0.09951725428130569,-0.16108843890749924
PRG4,,,0.0989613309467972,,-0.052452343997923534,0.008395005940496397,,,0.047348424355568165,,,,,-0.03884726286758438,
ZG16B,,-0.0013421069805261165,,,0.03062965457525868,-0.018116947089950475,,,,,-0.05767201337170667,,,0.020715239560426504,
TGM2,0.0069281463422576845,-0.06590157727698412,-0.02230040089712056,-0.00962294291886725,-0.05357068752585875,-0.02338528611438497,-0.01608031297220407,0.001049034091752275,-0.002776005663086775,-0.011549229865796047,-0.012203464905623858,-0.026275880171908475,0.04522128390176025,0.014223907027439614,-0.07837208972549067
VEGFC,-0.0018430684189478922,0.00027917025974475535,-0.008998323438580301,-0.006998104159950932,-0.028880643823044533,-0.03667454484641571,0.020644870104803197,-0.08371393954254178,-0.03530240603847772,-0.04052761128283128,-0.0328665545247393,0.0032165836141564456,,0.03932411176771975,
WNT6,,-0.018394869259630006,-0.0035354590821000276,-0.03026104813142616,-0.04368632604834466,0.0027278443115580854,,,0.016613529403064174,,-0.05484609148740034,,,-0.024603187695600433,
NRG4,,,-0.03053323932632702,-0.015205978001883296,-0.0653327219349323,0.0558009734090595,-0.0361490743142598,-0.10039389583402494,-0.009120845186125442,,,9.31499380883004e-05,,0.049667112603085775,
PMCH,,,,,,0.005574094982167373,,,,,,,,0.011774751325682542,
COL9A1,-0.028665693346988628,0.017682026930942923,0.016072403654167854,0.043152763062326516,0.013384713412034305,-0.03590395938435158,-0.029914513652853397,-0.03571132782713298,0.038762078912478036,0.02013023842474699,-0.06027543915630043,-0.033279629733158664,,0.009997662087982249,0.04586364528282189
GDF11,-0.03622503975766989,-0.015683008405630784,-0.003785770094798534,0.0016250362614258604,-0.051518815392874354,-0.05533696862617864,0.02854421988698592,-0.012454601641542298,0.02636512376442195,0.06373143704382928,0.03132503538799422,0.03122747856354837,0.03332660706105268,0.03159534763111594,5.381606442439184e-05
IL24,,,,,,,,,,,,,,0.031106649378452048,
SORBS1,0.041847599709582864,0.012721000216821546,0.022316196092016058,-0.06367672674711038,0.08941487442699055,0.04220238207519787,-0.011162130623325337,0.11047356979744886,0.03356328075032353,0.01452847029552433,-0.027579265465187613,-0.026933254290977343,-0.06599864027422384,0.056387072387538976,-0.038835944781341274
DLL1,0.04320912656787109,-0.061550853128968325,0.04243032656962002,0.07947471908564054,0.028561810444421843,0.016630961133516208,-0.02310106309223057,0.0982564924606172,0.10557212260056655,-0.04606386005993968,0.06623075914695799,0.07744127955965327,0.01717572250028346,-0.01758319950154883,0.14270406860131588
TLN1,0.042888894410141036,0.020873754541757814,-0.054621872821909306,-0.04507815444935918,0.09135466363627973,-0.030418837810468752,0.025021117707882897,0.12203744393619452,0.016349242077279308,0.03872869657406081,0.008209666868328332,-0.04345018407139961,-0.012607879416336296,-0.09056160373775243,0.02605092531851548
COL2A1,0.031608532247874174,,-0.0191458886781586,0.02502771124745541,0.033063388472490185,,,,-0.0045862115263101706,,,,,-0.0333344921111094,
SHH,,,-0.03329164927061629,-0.013313773102492057,-0.038059435575983874,-0.06521784848249192,-0.016214409436831414,,-0.027432861984921293,-0.05412945756585026,,-0.010686460352821038,,-0.0357249672444105,
PON2,-0.021318031733970153,-0.021721776606205827,-0.06801338691456228,-0.009650297584926934,0.05286673604268765,0.005110392183528332,-0.06404249244253704,0.12189904747715619,0.05023058033334756,-0.036938903476715045,0.0762379174980483,-0.04183995156377277,0.04529414714741039,0.0001265633036966359,0.002986603298342004
ICAM5,,0.019924223492425956,0.09678760599827978,-0.048557157596914605,-0.04077788602858193,-0.021260204445442084,-0.025168359308706246,-0.06334513461128025,-0.001046996728211945,,,,0.039919954033686145,0.10047013309983638,0.070823910928434
HPX,0.052457599369097836,,0.09730668106324368,-0.017975690873382622,-0.07050114645164542,-0.019448073138922776,-0.014121854754456868,,0.021459366475791653,-0.024485946258923145,-0.018626013793441865,0.06956721013319318,,-0.03867448903757179,
SFRP2,,,,-0.07153702895560043,-0.038639023462078294,0.05285187737730271,0.04016036864435837,-0.03996890624438186,0.00723142019025642,0.011303048957115864,0.06922642601345416,0.058135993808664146,0.06372944541570345,-0.016661616183303106,-0.008927583111533407
CFC1,,,,-0.028539060956938252,,0.0878716180914787,,-0.0576546685194373,,,,,,0.04897330760383054,
CD70,,,,,,-0.014717451322582136,,,,,,,,-0.007691594700355213,
HP,0.049403666040668,,-0.04137516710355116,,-0.037370508551522824,0.040650720913213104,-0.0040306360394068985,-0.010137051494710633,0.01790140831457049,-0.003269392240233483,-0.07562313246673522,-0.01676505073071616,,-0.0015987307200252079,
CXCL2,0.04830608341669629,-0.010281844836561357,-0.0434308371269562,0.03376242288154812,-0.07639407168841862,-0.02632188620238157,-0.019625919785005164,0.06845881419960884,-0.022441132291587316,-0.008220252692966097,,0.036621214913737134,-0.07550206204506213,0.02074064926231821,0.08032820275758557
NPPB,,,,,,-0.019964914082532013,,,-0.03530240860612295,,,,,,
CCK,-0.0732278787295628,0.03283907455182897,0.09787818084110103,-0.07423134557432408,-0.12758341892672428,0.07960463154458054,-0.03159862537921409,-0.21657201945852733,-0.002334824871123503,0.004701003004134516,-0.019468675067636065,0.08421153536042489,-0.015651504351001582,0.13931244409325522,-0.0628378734135457
SEMA6A,-0.04633644845219321,0.020950378139114424,0.06847153585436794,0.03903960249262849,0.020138001549103373,-0.01900174106158785,0.012775067957686277,0.1772428637053825,0.045408479547759076,-0.02213207069001578,-0.012024012273485178,0.01499323642375916,0.023709250057954937,-0.006008999630196416,0.045846961561064346
IRAK4,0.053459231423764186,-0.011843344096705654,-0.039550410463078924,0.006483077973955612,-0.04133755530388956,-0.005826924401133996,-0.02473926119668503,0.06289794278076381,0.040144299441382016,0.00418597808367478,-0.01311012374823314,-0.007902194213651566,-0.053003610869811736,0.019350026363155148,0.019405775980364724
GSTP1,-0.1130946779784828,-0.008826263983794314,0.005864819141024254,-0.01942406757818874,0.08520449412870315,0.024831407144567826,0.09549844743826512,0.21711891353370355,0.05987656838431231,-0.022648052142869742,0.024002678710888146,0.11226377476780978,0.008753909523956414,-0.008699630876996304,0.0074967097996999485
VCAM1,-0.0020828935804804915,0.0027931987589433866,-0.12455265542639185,0.05168301148622746,-0.02975893265684744,0.05922670837994614,-0.02363598489115946,0.04125908715747018,0.033822674237925024,-0.00734395724459075,0.0346258320332548,-0.0018457681029043545,0.09985357810123223,-0.03247974630108339,-0.03212364224416851
NXPH3,0.036569382013796496,0.022909462979858203,0.019224921496413118,0.009888576146104399,-0.0020299718725790418,0.0319107591349843,0.021447473342042386,0.002303157434945222,0.027427862447468327,0.008326559206337455,0.04258621305708472,-0.03041787398833146,0.03131048560780254,0.011715009039572974,-0.033515332877143554
MTMR4,-0.011633327735791659,0.016965919434561657,-0.026459695306540475,0.07374159359236983,-0.02469300942692123,-0.02712551740440567,-0.006788389754275774,-0.0415033714404714,0.022308568245286528,-0.0011240422299166944,0.04931580804759789,0.03197764119790596,-0.018444918033176914,0.06935479684563434,0.059686105468898694
LAMC2,,,,0.005969659958290366,,0.008626697811176644,,,,,,0.05199196299633525,,0.0980773761210512,
IL10,-0.04615151949695344,-0.03392508389946242,0.00639180735529297,,-0.030161176260515628,-0.00978298185472256,,-0.015237016691289141,-0.010602855985286161,-0.008733198310240789,0.0004259543808311264,-0.057732338412812625,,0.0511819778917886,
SEMA4D,0.14946210563118914,0.043728062662393465,0.06097655388051101,0.0288619219372738,0.20779107062195687,0.02660403881748888,0.10130891639773752,0.2260485568278535,0.034703755514269095,0.06690503648521036,0.040805921311953625,0.06424231697009057,0.11469655510233197,0.13197944089857883,0.05481691140449413
