,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PI3,,-0.01708591706411211,,-0.03381184025028065,0.07839643267700752,0.025590596173725128,,-0.022730449982008006,,,,,,-0.069615448394452,,-0.01188297848484082,-0.03644209846724728,-0.06838126841655119,,-0.003888299211796291,0.003844096384650803,
PCSK1N,-0.10169480542449884,0.02721600165308222,-0.06742643773556842,-0.01606142770144712,-0.0616997608091999,0.016236748717881885,-0.04289990626461928,-0.01025336966414616,0.023622516896898697,-0.09519754600410024,-0.20465674213379006,-0.03293888858252217,-0.026526640226324012,-0.07827431672609036,0.02189178579956256,-0.03086706104950661,0.024082877215540022,-0.04334350186463377,-0.0682231521792242,-0.023373834068311988,0.0632325275935326,-0.06468616925090315
NTS,,,,,,-0.008430103983133779,0.039605863975170706,-0.03736404679608825,0.004509488940372642,0.042083084009952997,0.07182808560691738,,,,,0.017475624817868306,,0.06331412880522957,,-0.02096389040222037,,
SFRP1,-0.0151057307598867,0.032262889199838926,0.006068831277933675,,-0.02207853098234954,-0.025361248463387838,0.030016312966869046,0.061174349291027115,0.02374136795534054,0.10605907767718943,0.1093650477206118,-0.05218049317623201,-0.014216043991261012,0.1658023477634262,0.08260191995066062,-0.05298879401149715,0.027435205880657742,-0.011208694697185658,-0.0360377616761513,-0.02047674270007064,0.11301695252775343,-0.08852644213443556
CXCL13,,,-0.020035707299805104,0.07728241327787207,,-0.025133321105155187,,,,,,,,,,-0.0324041004044049,,-0.03749875830871365,,,-0.02866400249649495,
MICA,-0.004644922875336988,0.04635606397221313,-0.012372010055458602,0.00535420879570773,0.04575763502809861,-0.009939738647773646,0.026352214695815834,-0.05138910917345941,-0.023608985170933763,0.0566024376638097,0.11644347751164577,0.030109538311726625,0.007972974601059862,0.04170432599758484,-0.011977315877774073,0.05969172063991811,0.00856819455948166,0.014902142400195873,-0.07501428801546872,0.03817358148904358,-0.045990439286792056,-0.04467122571762866
TG,-0.008163376754448056,0.007828805148358263,-0.003921345686407824,,-0.02382623292531014,-0.009765570003406126,0.014910735670964664,0.006237855284255951,-0.018017175074670207,-0.011943158625795482,,0.10280935290070853,-0.04260821104848527,0.023401181299192077,0.01953513131086938,-0.01916875236115046,,0.058061846486287795,,0.0033471327641185536,0.0339602800916196,
ADA,-0.021836166231045992,0.019663785870247655,-0.0339675259168173,-0.017658481349659125,0.08662808134537552,-0.004965588386731146,-0.01502569224458274,0.03437053235839683,0.03585527936516007,-0.019396650077747823,0.07911779511001119,0.09055410391048213,0.11452883847208352,-0.026783147193816782,0.001565214445496525,-0.003919628730147574,0.03762492793140902,-0.02935492077590529,0.08819251437470933,0.03746594643134487,-0.03535830974353262,-0.07419792242702458
LAMC3,0.018019030918295317,0.03566625714739066,-0.01611372895557157,-0.029165002020699625,-0.02125492031830337,-0.04141099523870687,0.11501047387144661,0.006829222100787352,0.014144237577370735,-0.0566723316106384,0.02198943581245268,-0.044981574356390254,-0.037851995582909616,-0.12970339221092864,-0.06281287748579398,0.020493398264564224,-0.04078923782971629,0.007143948277871081,-0.013589580706082948,0.0382081011840574,-0.05479657633080364,-0.054692049186378176
CCL7,,-0.01744933542730454,,,0.09867774941204413,-0.03332214349306748,,,,,,,,,,-0.021621480105237526,,,,-0.014834671091907529,0.003661407082619347,
NGF,,0.015601257405538468,,,-0.039469918031196496,-0.013961489499240087,-0.025573675140626435,,,,-0.026980088470285043,,,,-0.003156677409340769,-0.02497107859119231,,-0.01866655901070342,,-0.044414558139280774,-0.04004891775561309,
TNFSF15,,,,,-0.019182359132319048,-0.024671601966152704,0.01886746507710993,,,,,,0.04921172377027039,,-0.021470119431954107,-0.02107851521978883,,-0.014275361429623488,,-0.01722696463232722,-0.039110300825382485,
HMGB1,0.07578238182126962,-0.04716352271089691,0.030512992882367557,0.0757745430792524,0.006202066281119188,0.04817397227218612,0.05000369494531937,0.0434497782973706,-0.02462101373522489,0.028122192566805978,0.06473962188895796,0.06045597727330857,0.031158461826296172,0.043657308163820366,-0.08138037498734556,-0.0636737144078648,0.05450937422127466,-0.028828595177388887,-0.12345954692740704,0.05632880199987424,-0.036860360639200576,0.005978312756857542
ITGB3BP,-0.05610589470351437,0.028834098516395623,-0.022746599445542078,-0.0011716739146409312,-0.01372250689129746,0.06142765676170352,0.11818587191556598,-0.05958539676579198,0.032025799724867354,0.027284154811096546,0.05322608042770934,0.07828331007659008,0.07996258639288345,-0.0957454662540702,0.028873785457137882,0.056248946995979154,0.002340408872762313,-0.027561079891699168,0.05279264055603837,0.032533920611253424,-0.04335620111209162,-0.019927391050644554
AANAT,,0.029458917253881393,,,0.048913561461230014,-0.022230588875296504,,-0.027420734642265382,0.01781618861610425,-0.013767070254238073,-0.03368836027603989,0.01865984466465133,,0.05053104705596134,-0.0015480177357327137,-0.01896813887565388,0.019659526940454204,,,-0.015695700653335524,-0.02157740267477942,
RELN,-0.04071155575103748,-0.054654844473380815,0.028208373276405695,0.05425706064202447,0.02646519473755337,-0.0015046583478924335,-0.025714340421270812,-0.03568592916205874,-0.01964684654007545,0.0017208210331816675,0.0652883906811898,-0.034212584400808155,,,,,0.0010432046253758744,0.11099654411453433,0.004362839653832129,,0.006717929782630954,0.0364107932604505
IL15,0.004202463355646393,0.0069568912530567194,0.0010292853937305358,,-0.005497321200222564,-0.0008126292468781983,0.011664052534202806,0.05584172142069893,0.007179162538278859,-0.00992638640602892,-0.00329091853814421,0.005002833917967693,0.08256714114179978,0.00883819073386498,0.06145532657182846,0.002212541125076331,0.012717948274740676,0.06234636210988362,-0.007048408915944445,0.0348756321687987,-0.041070009669658944,
UTS2,,,,,,,,0.016097120002709988,,,,,0.007875323811145451,0.019153186665821425,,-0.016152758484958136,,,,,,
BSG,-0.19067600673540747,0.01350272418284147,0.014649712005931185,0.03429130857482973,0.005029035361888832,0.006399596006275504,0.07384657834610203,-0.017524090779098913,0.04355175709041256,-0.002771669019801836,-0.09811751739287884,0.03924387628434539,0.012736567574987645,-0.0290268974668875,-0.08492976481713546,0.04473772271908777,-0.05478103853085827,-0.026193365647194277,0.03294534825291244,-0.01664770169425566,-0.023450062024522003,-0.0013479813390195432
ADAMTS3,-0.07232470035451688,-0.018143624616487285,0.015993363862129222,,-0.010007359566829322,0.012366119541608699,-0.0031282064839011493,-0.025970764579902578,0.05418891245821337,0.012813896711748297,0.0010394447909785889,0.029962579667022975,-0.04327308916254369,0.10861626397522837,0.0447171589989177,-0.04132817872719065,-0.010010515909275992,0.06672423960283548,0.018241459430965116,0.0028758015076137677,0.006812656499338755,
CD34,-0.06257456641144328,0.0013763528574453412,0.051431588163527366,-0.023116815533765107,0.07122618560272448,0.10111914352701104,0.06685265438098709,-0.02132593943703033,0.024036798429291757,-0.02575781464091442,-0.013818308012060158,0.013259334061325066,0.055815930082463834,-0.10376277277892364,-0.04359049773349238,0.05310349444472565,-0.08136358496012387,-0.041369814127704824,-0.06292834044634316,0.012946164757063892,-0.03846848811190328,0.01877820330145135
CCL23,,,,,,,,0.041927848575227016,,,,,0.011534820359137237,,,,,,,,,
PLAT,-0.15872290314260706,-0.022776970368373457,0.002563124266803715,0.004246051361886924,-0.04149784884943938,0.05256344727582007,0.028748519609378513,-0.008608008020992921,0.023852091388383217,0.014282926539241788,0.03697578289730901,0.09321410842919638,-0.002174716747435802,0.06658096920299174,0.01944280799125235,0.006158408309786352,-0.08851265705593521,-0.05010220668920545,0.02525301694624182,0.058798180943409224,0.0055866965516481746,0.04157338626345907
NTF3,,,,,,,,,,0.11989603486761423,,,,,,0.055479599191080274,,0.016932252874746607,,,,
LTA,,,-0.02048254791128887,,0.03138220574198135,,,,-0.01560513026793052,,,-0.022331560571820567,,,,,,,,0.056119045936051486,,
CKLF,0.014230022208853286,0.028667895620817785,0.010653075343062106,0.040582863481503015,0.04239527194659096,-0.03273678663071561,0.03339931327304507,0.04958919507812624,-0.03436820175652183,-0.012802911215523616,0.15888528854072112,0.06203448497190431,0.07359244549388314,0.09372185112600409,0.0674559627202727,-0.03721719111565681,-0.05254491877501211,0.03658492222616241,0.10841863995196314,0.03137064366263464,-0.015039604288335812,-0.056685574992810996
CD24,0.14616077452805665,0.013600720148608737,-0.004389120262669938,0.03651603928397123,-0.036890068523925734,-0.014288366463031249,0.01846238244150701,-0.010225487058692525,-0.02218875506136505,0.009884632088566225,0.05197584339789584,0.060942800275485216,0.019068791127290145,0.039310076614408586,-0.0782141950166319,-0.010886461734762655,0.02876110113836957,0.09133198602352532,-0.018086989166459868,-0.02666152147422553,0.056487040429090626,-0.04063207805824201
HSP90AA1,0.16280260507793384,-0.02004724548208623,-0.016958313401913023,-0.034824131772436075,-0.04178336023670786,0.0023209843795836318,-0.035328882707571965,-0.00034502267073893445,-0.010692387241875174,0.006747283955758583,-0.16893664860058338,-0.06462916310721877,-0.03418138928258823,-0.13600833368362425,-0.013117897598024293,0.009798440309389625,0.008624392482625382,-0.03554577746184771,-0.020037260365733996,-0.012299071810106598,0.09147261637537851,-0.06326751457464301
BMP4,-0.012313081499842157,-0.01949301770929877,0.00871388548398734,-0.011721132462465613,-0.005833177141835852,0.1461592463760311,0.026121183271989833,-0.0007628518158893497,0.013477892957729562,-0.005599167196084629,-0.0155747862811563,0.02665153664310245,0.010578932831936508,0.056004633773076046,0.00641719581231038,0.02488352369359242,0.05388820640375484,-0.03226963563145783,,0.00860043672656776,-0.020658368984198604,
SCGB3A1,,-0.01744933368239431,,0.17273093068488735,,0.015397014447396435,-0.028205141222014524,,,-0.01161265841088883,0.029570000430141373,-0.034765015228319644,0.07467125052740953,0.040808020497347414,,-0.032908806765749705,,-0.0028128048858199082,,0.022322348874364194,-0.018393294061094755,
IGFBP4,-0.05912205800214028,0.0029283846434264697,0.00849253869259944,0.010948778755584644,-0.04725266056379034,0.026828409102544554,0.11536559095095014,-0.01997413080695157,0.019763966372354943,0.005535161168622385,0.115738958123291,0.037405869635478255,0.06799060236107152,-0.056901718074616955,-0.05736545126409218,-0.005121772142189133,-0.08491394390009026,-0.14211736051522422,-0.06099639321078773,0.006417755358032212,-0.04717679335500586,-0.05337109561740687
RSPO4,,,-0.0331123780199687,,-0.03379505825500862,0.06825173747209563,,,-0.01814971651775268,0.036788324138041575,,-0.015197609216230321,,,,,,-0.019964929527857184,,-0.02786040768995474,-0.02720825007249586,
LEFTY2,0.020586149615072834,-0.04276891920241547,0.1685815391038543,0.09077246378060896,-0.019625850727483088,0.059668705781440186,0.10587626022201115,-0.011900779200926189,0.011698928069632028,-0.0127334201109215,-0.006518410686905864,-0.0055225316654767265,0.131467410553907,-0.017318386501134594,-0.024201861162524672,0.07418856089665306,-0.022595361430899946,-0.02715098515787347,-0.07384655726396618,-0.030326387164693568,0.060242148010954545,
PF4,,-0.018100882667714726,-0.018631661194745106,,-0.015029632095240098,,,,,,,,,,,,,,,0.059511289459956526,-0.021313761852153182,
ANGPTL2,0.030489798583363932,0.020026498533319625,-0.014895519994878136,0.050615619326127397,0.06942244086887098,0.007037519279358293,0.09058707909465921,0.055191971651509616,0.0021881036730367013,0.03759785422342491,0.17196265468741365,0.033671573291674785,0.04466136867727434,0.03535161541442413,-0.14636331590037913,0.008689434201176323,0.03306506325369342,0.014331020734384697,0.09829200804875565,0.020747815367870463,0.005065538652988565,0.05523024728060541
LRIG2,-0.0970228355493149,0.023700103155409737,0.04730684162122139,0.05430555610027858,-0.02726180442115717,0.025443590853517276,0.02932483946502319,-0.004785540670413346,0.02891489221448694,0.05193766257280455,0.09950874185767619,0.05473698915473587,0.04553447506707496,0.04816280417098944,0.025849997695069325,-0.0037855866226451425,-0.0034637394674245127,0.045397144976108764,-0.011916570162437088,0.005785778908073655,0.00046852295075089844,-0.06321235927914676
ICOSLG,0.07608404379940513,0.052757374850733625,-0.02939169748700226,0.08305948066549021,0.050764291010278295,-0.0076037030516161236,0.07488893603114252,0.04853493623113372,0.062378468549901776,0.030646449900734604,0.10673449493173003,0.0936503396309112,0.18973670838404616,-0.05791697067995378,-0.05521501640076631,-0.03293043829913186,0.0502289961100632,0.00901303500080997,0.03239613669133342,0.0035448428849328686,0.019414071046954407,0.018620836911457633
WIF1,,-0.03256960034635372,,-0.03946653639300939,,0.0483114761641757,-0.057407999859738046,-0.050460363686017216,0.06680025717502769,-0.008510614559487402,-0.10287638042176378,-0.04313734279946704,,,,,,0.10402011328279241,-0.04853231036076632,,-0.03911029761579488,0.059688612194901645
NPPC,-0.09760298810836139,0.009584441714043943,,-0.030533796526238714,0.03864697178488518,-0.009010161391763678,0.05664979951755805,-0.0320575657457913,0.023150694080329482,0.0015092436909091207,-0.016408017359852575,0.08182845706592329,-0.025647278032292744,0.03661960059298759,-0.020822548592669472,0.03364874053003241,-0.025928794434698636,-0.046962293067128055,-0.017405197738736267,,0.03814176086731588,0.06040954223446775
LYZ,0.18052548772911362,0.03765096474350455,-0.010828499864778506,-0.02491838700683913,0.027263879948123806,0.01745736101930767,-0.007432205310033654,-0.02963580778688333,0.02337127133953724,0.004529162658040053,0.1872871647540054,0.021422740313746854,0.02645989237899888,-0.07506744029300359,-0.07712223509113947,-0.003590760573702033,0.05735408149482236,0.04915087239854752,0.08705437921242462,0.015210269193853855,0.07796761911001313,-0.01838698265998388
EREG,,,,-0.012504063380814615,,-0.017657618348040163,,,,,0.12765825835285735,,,,,-0.012821720496291504,,-0.024866656337065092,,-0.03190219771427014,-0.02453845372696721,
SPTAN1,-0.1859490296696603,0.017249156729022136,0.08776232358325689,0.01886314221471531,-0.05055211255472804,-0.04476550777079813,-0.04809131562397518,0.006001031215399316,0.03353153838572847,-0.006295661783210259,-0.21545411565902645,0.03362096732178353,-0.0073466013878403505,0.03478722464538655,0.06185609591326197,0.000245505736145914,0.013999809207497334,0.08937652641256826,0.12096978950262872,-0.0018961435707923495,0.08879909878262708,-0.04983268015090697
PTH2,,,,,,,,,,,,,,,,,,0.028137448361082198,,,,
LIPC,-0.03896780883056798,-0.022160238108019904,0.056359330522929504,,0.03714543061007597,-0.029582432740368727,-0.03426426623677693,0.018978299447023,-0.025224338104442773,,-0.02083273211650188,-0.03650438116507313,-0.04637981300067978,-0.04412992198181826,0.015019490567420793,,0.051251775999113576,,,0.035332946737947325,-0.0009378335483309673,
COL8A1,0.09400644793497072,0.04944587448328369,-0.032004825090919224,-0.008793524544421007,0.05016973767801359,0.01789444757602449,-0.05843092072177239,-0.018468971394602095,0.027255338071418046,0.045039395186840636,0.15910991361856733,0.09981450484300537,0.006305392298836072,0.01472916244018727,-0.030283315180393677,0.052595513843932615,-0.026311351658522313,-0.0027176972714783726,0.10833013070115917,0.04150359850028767,0.005201582249322375,
GSTM2,-0.0903238193872888,0.012490791613828512,-0.014694262778718421,0.06503509297873981,0.020536538063147546,0.06161098317457384,0.06388517681066101,0.021300895221953504,-0.04315173008323833,0.03467367184855902,0.08283524978079784,0.0672541718711633,0.0032801207993747848,-0.02828182208073624,0.03945573568493388,0.01748358417596831,0.007478701487987744,0.06659390730264461,0.0526834734896703,-0.018459867384987786,0.00043717915463091576,
IL4,,,,,,,,,,,,,,-0.0421839937385552,,,,,,,,
SPX,0.07411405010317798,0.08348068975678875,0.02724669229634012,,-0.036943029855740765,0.030578452823676213,-0.020681490902836597,0.039275092481829824,-0.03949765300226239,0.0137255963676682,-0.012036021846640975,-0.0535078629997474,-0.05798328567315728,,0.11972566609218313,-0.02179977222270239,-0.03998399902055338,-0.04154705204897924,0.04705832549647963,-0.046645451200754764,0.06876416100780491,0.05729845834993895
MFGE8,-0.041749830362524665,-0.03897476404538266,0.0052110492292832085,0.033367113568940135,0.004298113607544655,0.010865687293165671,0.041974469486775474,-0.02431382473754957,-0.0288299478116887,-0.013272298210707722,-0.0842022906275741,0.004070466977956459,-0.010397717820065109,-0.06905252258194707,0.06004544811488463,0.05161387163793277,-0.09023387453578333,0.012943969780093394,0.04296277389595444,0.033731260474302166,-0.04062417220463834,0.10074252460743237
TGFA,0.11495774231614256,0.004275055957178591,0.0019182903778741838,0.060012542309201354,0.025726609176086074,-0.00900713757661086,0.03971101130332525,-0.03292314097609852,0.05233427657155673,0.023009899308702706,0.15314484775733922,0.03620313870876866,0.03662256452066494,-0.03541299678597574,-0.042155455476325474,0.022383416543047083,0.05586462417605631,-0.028844963551432554,0.03137971445231873,0.008451719905119653,-0.04447406601031099,-0.030659862941468583
SLIT2,0.07759446059667774,0.013621165881540873,0.04237845281608643,-0.01808956809235408,1.5135969312891869e-05,-0.013566102838710063,-0.02834582381571033,-0.02207524611778938,0.020058332936901638,0.012635044593756624,-0.1242934750447762,-0.02089167070341511,0.05523480697332923,-0.10656052888100855,-0.06545330543274684,-0.03100160119766931,0.04150961313878967,-0.006847073443055148,0.02145093950889168,0.024889808016271026,-0.020889299807829005,-0.05999563792444041
PLTP,-0.09707754740928416,0.06284247989135056,-0.03280356419759101,0.07475551939764725,-0.006728962322846737,0.03717954500430152,-0.01782481855527104,0.07594121497870454,0.002347563056957158,0.07401874063031198,0.17080018757824827,-0.001879594135152042,0.022324642009257427,0.022905197752162067,-0.06105709763727665,-0.019867643873877298,-0.05468049646349033,-0.10889816180353618,-0.011773264098875545,-0.04042913512906731,-0.08049640449831741,-0.03734589995613189
APOD,0.24235714071630937,0.05946260608777786,-0.03224359494228943,0.04674716104665318,0.009881100936375396,0.016049340766742866,-0.02190742600041511,0.07549590890993552,-0.010126126383863572,-0.04176654656074416,0.2134805104105193,0.03351325301027826,0.04398839483103418,0.016804793040092657,0.05862319312395768,0.010969518264785233,0.11086551526554819,-0.05931942162360073,-0.0014610740616460816,-0.0315486681660875,0.039944102803132736,0.18011302603779109
B2M,-0.03221824069019488,0.06063506074464921,0.03632599153587847,0.051990484012940805,0.06746728729576412,0.02984022630230028,0.07831622979131807,0.03569628431555486,-0.04161078722498926,0.06996137714897797,0.24896804905338654,0.0679747422238841,0.1045419424111735,0.009448113464288678,0.005595404051866408,-0.023634688481860393,0.004121016585604205,-0.11644600063283349,0.13791785307922794,-0.029195943009226285,0.042367756494040676,0.029375579552498695
