,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.047267545939939294,,,,,,,,,,,0.045381615516206696,
BMP1,0.020245917948950216,0.09518228903210668,0.04470914200222136,0.011465190173517992,0.011983889852840523,0.038348393042770754,0.48036228917393203,0.06443924840147382,0.05257020004452859,-0.13489069847922444,0.16135200981787576,0.04194679464207953,0.1014243510468746,0.04661351160696862,0.03357850527251696,-0.04585147515094107,-0.00351226508727893,0.12370910809079158,0.21659322535149203
NDP,0.05669322494154454,0.09197683654032414,0.03124521705578539,-0.00989146873240776,-0.01081300706044121,-0.07723393206230068,0.05848581943233634,-0.044539322366672816,0.05009560090534485,0.02293223277219398,0.055600308306708514,0.08206838307058971,-0.06220606812219959,-0.014015925987486433,0.11937374921059672,0.08536317464239834,-0.027446640273314168,0.12121318403616564,0.025865640815620834
TNFSF18,0.30805957499605763,0.042855596806946276,-0.03878265392589035,-0.003355213065253397,,,0.07798766937070717,-0.021983471092342045,,,,,-0.01439949353940035,,,,,0.038978325051952804,0.12818090102323035
IL36G,,,,,,,,,,,0.022075637882381566,,,,,,,,
RTN4,0.04399324633246384,-0.13567809249023183,0.02217212430432677,-0.026869756542703974,-0.02671543727439432,0.014417920316832703,-0.552918376867359,-0.11487693045799591,-0.011158470342195118,-0.01883197448491159,-0.14017222569932267,-0.0537042691634258,0.08418163000752839,-0.012873052219021278,0.03005602840023394,-0.03892172431421444,0.130776825639608,0.09331484043607496,-0.26406617779484276
HEBP1,0.0038906168956597737,0.142175578296912,0.027770443377383453,-0.00459303468923558,0.00295643737789516,0.008052178200013181,0.17594412311957416,0.011651067559888,0.013268545271413117,-0.10359145030107172,0.047019846293139086,0.015062316612101044,0.031762566039989296,-0.003009604740305379,0.12077854609361682,0.14003966458776537,-0.00528587555801059,0.11193338236246259,0.06426608590174174
WNT7B,0.1661296700685382,-0.07645178787700298,-0.01226643908373125,0.05949027849089246,0.07322449951649031,-0.035629326404938405,-0.17038140884004752,0.018108778066453952,-0.011723842825366274,-0.08184809262562978,-0.00998830591521296,0.006050690146116789,,-0.03139837175171816,-0.018233099108831988,0.06479795809151731,-0.012261130198302573,0.08030678956913073,0.0019165281560962835
PTMA,0.09566700985864175,-0.11508236292136172,0.026128387214101833,0.04336428891309729,0.009314872130549054,0.09193852634500728,-0.27288578265058516,-0.07405381157429747,-0.039815317957208204,-0.10486110473062792,0.16366429662903004,0.038166627734418944,-0.11185239211147843,-0.12226788537998892,-0.14181276761624204,-0.09584898124449029,-0.008217613230649791,-0.07267991593153911,0.04854838358901726
FASLG,0.003620015144770678,,,,,,,,,,,,,,,,,0.03574610453591454,
CEACAM1,0.09019783036383015,,-0.009970528684372381,0.037849555013403306,0.012765072287878146,-0.04710761447361479,0.13069403706082314,0.025517693986367388,,,,-0.05637330052209977,0.07254165461153039,0.04566802925168568,0.017341248122847416,0.006101803764299647,-0.035828988570608844,0.025213353653056422,
PDAP1,0.0022666605831450173,0.050049822838123544,-0.007396878141263008,-0.022607027057359848,0.020924161929392532,0.09341246233767424,0.4020411524615506,0.0393076740775295,0.01965021248334508,0.07029286768046758,0.10459211627888608,-0.09713130966306154,-0.020124493320778092,0.04236240844528574,-0.015875239812672304,-0.011838823309335894,0.07196439413858594,0.02507019144037187,0.057596149339900635
QDPR,0.07420638105840385,0.04005765138210453,-0.05073240954166394,-0.023640614845942896,-0.08725148735041181,-0.12959804523332535,-0.4896452814525374,-0.0789451879985002,-0.024414426105524193,0.01565620386291796,-0.024004026024740888,-0.02995582785264019,-0.026360161745925134,-0.10277613207200459,0.1113319459025595,0.12556723660622401,0.0002935577595658989,0.17250385578216784,-0.22025406154147398
POMC,0.05674101354295234,-0.06673621083305542,0.016065468345012233,0.024525633227474107,-0.025965108583698885,0.07029754404090119,-0.016154967952525155,-0.028679052406025876,0.03572670783269585,-0.01641846092203345,-0.04450243360353028,-0.015401244390587597,-0.007960305869520394,-0.031196111122210945,0.13044671037744934,0.04120816879054617,-0.00858049434492115,0.05668207129997334,0.0065118279063933835
CCL18,,0.07128773849901322,-0.03080342000215884,,,,,,,-0.016872581174418217,,0.023394329885014376,,-0.019964883929448833,-0.02027602587091604,0.03009198618255085,-0.015421193962903494,,
CCL17,,,,,-0.015305086231550635,,,-0.05427976812345914,0.08422574601776554,,0.05208649947739218,,,,-0.05163536636477993,-0.014427119407048716,,0.06883863000715013,
