,UKF243,UKF259,UKF260,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.014974387184177127,
BMP1,0.04880871378846044,-0.02539855469534741,-0.04075621225221676,-0.0193058575516013,0.019633696953977018,0.024021150162827087,-0.008476282835696635,-0.013552120111087583,0.10958895705570698
NDP,0.04470621245488526,0.034868070065734356,-0.05777123932893433,-0.0029481198456104835,-0.0224619401684054,0.06877769160212661,0.0653110450515846,0.08873016145744668,-0.022068676721065748
TNFSF18,0.0317996528892295,,,0.03207302570543,,0.03553127302677812,,0.024381154210771475,-0.02395308944107709
RTN4,0.015160876251900421,0.006854823612631837,-0.0012529949304844747,-0.044957940440650025,-0.1853886296385297,-0.004777849736002382,-0.11749986820216544,-0.03374266847966231,0.03994525979641875
HEBP1,-0.004139375596945552,0.014934212768957612,-0.01721017726861128,0.029626327304966088,0.0002625260222759315,0.04810513272277052,0.07460766087654946,0.06554462537026905,0.026984683420965286
WNT7B,0.04845705409645905,-0.03635146296856604,-0.05787963401598341,-0.01392357828702416,-0.06056497225544735,,-0.005184389421338919,0.05329479846133913,-0.032579145752326545
PTMA,0.004009034100022108,-0.012614885502273897,0.051410440085729245,0.07080187687771015,0.11822865204102306,-0.06371237735785994,-0.0686687410464768,-0.08310401108763082,0.03755781016567822
FASLG,,,,,,,,-0.012987280896250817,
CEACAM1,,0.008842619144121,0.01588718028476475,-0.03346410273659235,,0.05633349309912742,0.1345699601990167,-0.01806989388277364,
PDAP1,-0.011482979907108042,0.0367218020748669,0.054035005448897555,0.03254089926388336,0.0468128704616305,-0.028625597804237055,0.05022235916072609,0.014614212277355808,-0.0014295223226006596
QDPR,0.07935879398609906,-0.046467230688164364,-0.01816491920923904,0.004305905688324302,-0.07762502451063721,0.0410244000152685,-0.06341719904959203,0.026196249900095545,0.02463938993175432
POMC,0.017347392399584355,0.02281076724043154,-0.02379682490045133,-0.0021648490474850996,0.008539183268829312,0.08693309920202838,0.01503966204306624,0.006052573592989359,-0.0024585891848305317
CCL18,-0.028530834172262837,,,,,,-0.036138600258490826,,
CCL17,,-0.024329529359844233,,0.02562586584456834,-0.02941997691245252,,,-0.011771511406010265,
VEGFD,-0.032145910984296144,-0.006186275674501449,0.017614419914930537,0.001735078808390529,0.03006734259330306,0.038735410135023594,,,
TNFSF13,,-0.016781964841474928,,,,,,0.0034030967930946767,-0.02605754465073063
WNT5A,0.01844150247363163,0.011562720304723354,-0.014029257853232101,0.03500292255860699,0.07217993000697985,0.02234552247092631,0.002434943371377943,-0.013631478922658839,0.04509649154808319
CXCL8,-0.08656979701463595,0.0054739293930829115,0.02898465706960769,-0.01285436863833118,0.02251819208822472,0.02457036243586269,0.02294280353498554,-0.00949556442797241,-0.02344896706637816
GRN,-0.02737689215304213,0.001093333380351629,0.008764350210786098,0.016122703572630185,0.07006581292890719,-0.05094477870735029,-0.02890452860739991,-0.0006229971139878482,0.04714207792611907
MIA,0.07404973886037039,-0.009536396365362035,-0.03186013225948165,0.008602057695843275,0.02018852248845812,-0.008973275194152959,0.021115426859335453,-0.008382117381187736,-0.005124920471082951
COL4A4,-0.03236046954105992,-0.03946985257828056,-0.03424507190379695,0.01132919736702623,0.011098990969033563,-0.030866408946972172,0.03379166956327761,-0.034569228468807243,-0.02912325172450817
TAC1,0.0721382795071162,0.004378028396476917,-0.059256247534524395,-0.005063578981901613,-0.06800026446538766,,,0.010951670337216425,0.00841501575685803
RARRES2,0.0010863844214274948,0.046987056169998,0.08558483881045796,0.056051798539872986,0.02756427191897792,0.051879948204009874,0.0460953767110536,0.03004942592819923,0.006899056356352338
FGF7,-0.0013345272539058701,-0.005973656943326331,-0.017994145695462888,0.017226114926692297,-0.027920456281966963,0.036789184161617326,-0.006378812289950359,0.06428385106815938,-0.060649036935282605
HBEGF,0.018925851602990658,-0.00478555266168714,0.029806438520915638,-0.021516658568560845,0.027544199172124268,0.15015937945044913,0.05086541558017751,-0.0281937789076424,0.0332962067003789
CSF3,-0.032360443921179524,-0.018966799991080297,-0.03532309775503166,,,,,-0.012393585540557691,0.08608598252631604
PI3,-0.03833577144585537,-0.01140515577201485,0.020212796444490165,,,,,-0.026927144014478446,0.03230176031543904
PCSK1N,0.031017612038004978,-0.03410607450814234,-0.016862055746644355,0.02917576571881372,-0.12303416047354376,0.004711854301266704,-0.03810800628526791,0.061005132972671364,0.014825076082878724
NTS,,,0.0810034956759352,0.0857610019421447,0.03913797682857204,,,-0.018353210181152612,
SFRP1,0.08769164762089897,-0.007509364179860115,-0.006347903888613845,-0.01311053353486555,-0.02738238331056531,0.011976074698160423,-0.014233419117051943,-0.01792672807333389,-0.03821879153705125
CXCL13,,,-0.006067608762341265,,,,,,0.01546252109692437
MICA,-0.015259225125823773,-0.0013312323328174818,0.041727954741006316,0.05986436503499668,0.05141693246378395,0.05234286487552006,0.03574374009885303,0.04504124788426452,0.06308596772970486
TG,-0.025796438913295496,0.039758791845411784,0.03903761970453962,-0.026734941504140762,0.04009095288202545,0.007044905662683618,0.003917674305530747,0.04743462080178332,-0.027383287851405865
ADA,0.04119856310980378,0.03439060511775847,0.06016278919930305,-0.03547147026776854,-0.013974986369795555,-0.048792475375864106,-0.02800684544467497,0.01826442196459874,0.031596020088464266
LAMC3,0.017622152708125883,-0.03742677910617665,-0.013528321045804167,0.0005770858116776141,-0.021418555801366215,-0.02283535995647995,-0.03904310405373478,-0.01361607311327454,0.0521536198412947
CCL7,,-0.01656307353949386,-0.017240499224558538,,,,,-0.012987276278128748,-0.017645254117619538
NGF,-0.018643771637101177,0.03531456899578554,-0.007539847061466913,,,-0.08790370511198269,0.004112574174048138,0.0027978285183618288,-0.005610942128979835
TNFSF15,-0.023064672321301084,-0.01844379247577612,-0.0219998148950369,,,-0.09508267759894316,0.09309322698562966,0.01882859490797944,-0.005007483802606341
HMGB1,-0.0015900830995106267,0.048542906966041646,-0.034796900040597586,0.027129204774960666,0.031931984159604694,-0.08202521463002538,-0.01661256553680728,-0.008934137873867605,-0.01981904834674019
ITGB3BP,0.026240168025923664,0.009368788979783244,-0.005124241045634638,0.007916563327316158,0.008653746447528669,0.015845067392334915,0.00024421090237227924,0.026037273058590188,0.012803328143701937
AANAT,0.0376939729046909,-0.016781966632582093,-0.019823148935977062,-0.024042889134158255,-0.014057847898409232,,0.10766888433271742,-0.013741079899969848,0.08662176159468105
RELN,0.16502507355461568,0.002178446879164928,0.05601227620699305,0.035547161071862496,-0.043885432193356645,0.03191385462878012,,,0.03970752538187345
IL15,-0.03278603357586382,-0.0400731858362075,-0.027076563769904426,-0.014781658708449278,0.015077041772361405,0.08106623734011414,0.10371686669435483,0.056932987769866945,0.059961686728549485
BSG,0.026714700717637617,0.021403618816308503,-0.0390799841924492,-0.0732722466180604,0.0006293492051051192,0.06419784212978379,0.05348033563449861,-0.013960774921640724,0.053334023093979326
ADAMTS3,0.05108690165696835,0.07370285346235365,-0.020565581895179104,-0.024014048514272586,0.018620781836434324,,0.03916844738921281,0.05182227807993338,-0.012743861852061911
CD34,0.06925464791763375,-0.00902829752121244,0.004277465025148225,-0.03350777722281184,0.014547318132672989,0.09220905781911447,0.10792900814688844,0.019655536954602083,-0.0019453535119338366
PLAT,-0.08504784513337854,0.07719477602826832,-0.023082789690503633,-0.044014816632333496,-0.0060893233828670365,-0.022252852618198954,-0.01946016226554399,0.02498141131330949,0.06855670913979113
NTF3,,,,,0.05890746566262561,,,,
LTA,,-0.007924666166999446,,0.024848504556747624,,,,-0.01849342271491839,
CKLF,0.021194496353084423,-0.019311250624778793,-0.021461561798976788,0.011707432224327264,0.017045155034302283,-0.02525185856448113,0.015238514332705674,0.06341368733013461,-0.07248983475531605
CD24,-0.028787351913557996,-0.008431009131462629,0.040171129040828625,0.09109548268197902,0.23327176513735573,0.06933711420854337,0.14025762523840613,0.0713934725884981,0.0525650584202143
