,UKF275,UKF296,ZH1007inf
BMP1,-0.03975396925527653,-0.04046327650141981,0.02878185814623961
NDP,-0.024287075082668398,-0.0166950905251708,0.14932508839817715
TNFSF18,-0.015882541823729453,,-0.029395999486490482
RTN4,-0.02006778607713895,-0.024487308045413197,0.06344516627596983
HEBP1,0.03634715960628956,0.08820210678186277,0.06018829710972634
WNT7B,-0.04552582766900555,-0.01108347965141775,0.014982687988855253
PTMA,0.04076533363878156,-0.021822192073626838,0.0536210888476774
CEACAM1,-0.014029465682370264,,
PDAP1,0.018115301301016788,-0.022618605228801943,-0.06831751721969276
QDPR,0.08288244557119437,-0.022589141163534422,0.11802708399477813
POMC,-0.01842884557043328,-0.008993842434806009,-0.03112819015225605
CCL17,-0.0056899507462337415,-0.013718240799236869,
VEGFD,-0.021104411187613515,-0.01006249552676393,
WNT5A,-0.011968471258039664,0.048312853905266816,0.081107893428505
CXCL8,0.02110862429920103,-0.009370633366373941,
GRN,-0.006671593571069087,-0.04977707921301072,0.008528845778368084
MIA,-0.01766183258636682,-0.01144396951986794,0.02938225405315675
COL4A4,-0.020680814105712455,0.011005476000911271,
TAC1,0.01045715888429446,-0.01800030235365801,
RARRES2,0.04548662911276011,0.045571943656765354,0.011474512619984835
FGF7,-0.021376410000924644,0.025615831643661706,-6.742355940437019e-05
HBEGF,-0.01506917831032009,0.06347224961253589,0.07993736657042373
PCSK1N,-0.05937496611599508,-0.021439807854007474,0.04272730049264809
NTS,0.0346198568111399,0.001049331720709412,
SFRP1,-0.0036604079416478214,-0.01371824093739082,0.10446370624288892
MICA,0.0530638808078056,0.002277723492569188,0.0345609866398787
TG,-0.01995643692682769,-0.00992783129328538,0.0434731585706657
ADA,-0.033921316658988426,0.0015907845898479951,-0.01565514271628372
LAMC3,-0.03141967419073923,-0.05166448840837726,-0.010515006261111792
TNFSF15,,,0.057242634237196874
HMGB1,-0.029462430699363797,-0.00216363545319158,-0.003629836668416807
ITGB3BP,0.04042733958856119,0.05270908036405193,-0.0015171907090203815
AANAT,0.014058887271205318,-0.011443970156410745,
RELN,0.042737052743939755,-0.03023286933854,
IL15,0.0537152786644492,-0.001590353986857681,0.028293118604127778
UTS2,,,0.10903659118209555
BSG,-0.038547799414652265,0.066831788730561,0.047023107291629625
ADAMTS3,0.011036339859472069,-0.04391525039580602,0.1994819677257258
CD34,0.04627260348077293,-0.008136752431416221,-0.01701612056574067
CCL23,,,0.08418318317181012
PLAT,-0.03243839723358127,-0.04246927093354541,-0.006442665690581799
NTF3,,-0.01847329784328526,
LTA,0.014745606807048431,,
CKLF,0.02286717023402487,-0.0700858430097259,0.062242546034971515
CD24,0.08814178389284326,0.04200868412473541,0.07989264612880215
HSP90AA1,0.06323552888682006,0.03982724612801296,0.04049131425058077
BMP4,-0.04295080837605924,-0.0055716663556300795,-0.02626237343555395
SCGB3A1,,-0.009653100756850823,0.1044206539038118
IGFBP4,-0.006939021620520312,0.027719561710180335,-0.10122880103140167
RSPO4,-0.020103244344644517,0.10744790435228395,
LEFTY2,-0.04348041018498052,-0.010584741491645046,0.11845676068299979
ANGPTL2,0.0740454772960013,-0.03771386029959861,0.031563938603271405
LRIG2,-0.007689038399755638,0.0015426820523575717,0.053212039402120416
ICOSLG,0.020586895663080352,0.044147739925892215,0.021622505012781183
WIF1,0.020365091947634972,-0.01816513433854937,
NPPC,-0.0120097336217434,0.02845798987932601,-0.028950099882709048
LYZ,0.014132977248220423,-0.01626818614022965,0.07529033749602117
SPTAN1,0.029226629408523084,0.034512464091936555,0.0042948181253272925
LIPC,0.017056371708606806,,-0.005061980854242218
COL8A1,-0.02015342122839898,-0.00038366509623485444,0.09321003015113077
GSTM2,-0.04779632634531645,0.01205466475050782,-0.00697256988170284
SPX,-0.011528870191979162,-0.04208484937401234,-0.03837891081503486
MFGE8,0.014046681300610344,-0.03972277007518604,-0.10328055895957317
TGFA,-0.030666413745810254,-0.03221257440827802,0.0840418665860289
SLIT2,-0.011697118651442816,0.034660945504419394,0.029088466944733465
PLTP,0.04418103024826621,0.01735363381263707,-0.02360477857182532
APOD,0.012267693923528231,0.013934073725167605,-0.05298921867573625
B2M,0.10264384668927543,0.004183334584797996,0.15811823427081242
OMG,0.012575138404843799,-0.03999021255443501,0.05276676514308305
CXCL3,-0.03759442268235183,-0.010326775858839838,0.09325367395856371
CXCL10,0.06956358388160974,-0.015687128363865963,0.09055533516569812
RSPO3,0.0076909469012143,-0.012485395417607867,
CORT,-0.016155548696931737,-0.00015785060613642004,
NCAN,-0.10120254779984927,-0.030938044250588898,-0.064135986282327
PRG4,0.017516733572041664,,
ZG16B,0.027053381021540104,,
TGM2,0.013287851260541786,-0.015516858690168223,0.07398021893138013
VEGFC,-0.03698314056581479,-0.002058475462578394,-0.04938262952052888
WNT6,-0.021244390710600424,,
NRG4,-0.026385856286586636,-0.03348518925074411,
PMCH,0.03632283179882187,,
COL9A1,-0.036809776665634106,0.03856399320471355,-0.0329770630060987
GDF11,-0.012809250554813342,-0.0015917456864441547,0.015731956897144964
SORBS1,-0.006092885898249554,0.008319510357810289,0.06825371307457692
DLL1,0.0800574936289162,0.00038667625450855716,0.03653575086966351
TLN1,0.005574920827012328,-0.03440880794866438,0.028686293739500553
SHH,-0.021192525305803962,-0.011083481226175359,0.1557374444393292
PON2,-0.050129349794447595,-0.03005505334176232,0.010232800098925122
ICAM5,-0.01797551791666107,-0.017571953045543237,
HPX,0.013530326829755399,-0.00965309977274045,0.06784462771939447
SFRP2,0.002157041157302928,-0.04508873118983361,0.10666998363559713
CFC1,-0.017284774969278795,,
CD70,-0.032242157274684796,,
HP,0.03249184870021601,-0.02901045088823379,0.01740656284755301
CXCL2,0.005773201224454801,-0.013415444721003434,-0.025620863663411056
NPPB,-0.015135251912219844,,
CCK,-0.02729007391644384,-0.042298854914792725,0.04594149030854329
SEMA6A,-0.04036274980673907,-0.011844702281180609,0.043323359398423876
IRAK4,-0.003429276558156166,0.02526964182356052,0.017688818541243836
GSTP1,0.05621822888762172,0.040633905263589794,-0.0360526678804818
VCAM1,0.03896357973096921,0.037293816542350464,-0.0043147998153554405
NXPH3,-0.011346192430444192,-0.016309787959737032,0.1151122327836878
MTMR4,-0.03258885938689214,-0.013843696479522874,0.0004853876831805896
LAMC2,-0.019053593605436882,,
IL10,0.044899280845051424,,0.08177135507593791
SEMA4D,0.028372306074880976,-0.04425112634055631,-0.03384194904500825
TRH,-0.016213755429572242,,0.13684121805446617
SEMA6D,-0.04990538988006618,-0.036314037846977024,0.008649123296049627
PDCD1LG2,-0.021849784706074262,-0.003031388281002481,0.03280946075810647
SPINT1,-0.03310145524017318,-0.01577528876120564,0.016850974306235965
CTHRC1,-0.0061962800581932265,-0.025076544014876544,0.06281509784229208
PODXL,-0.06094639439200794,0.010808038368636162,0.06254898998187408
JAM3,0.015835916232083597,-0.006446285456889955,0.05527348944326636
TGFB2,-0.023234931577278007,0.04171171764167548,0.10420162896332613
COL18A1,-0.060734442959835315,0.034247621984981394,-0.07339524086355512
NODAL,,,-0.0725220000842294
INHBB,0.005688911847226749,0.006241023930908115,0.064771905529792
LCN1,,,-0.03941875757186132
ARF4,-0.003446739710411655,0.07293448939139718,-0.013071527190036345
CXCL14,-0.042065353348460524,-0.018723216897514862,0.14039582892430755
LIF,-0.00827648362437906,-0.011443970156410745,0.03364325620446177
IL17B,,,0.021593429578147905
MMP1,,,-0.024558394940997007
MATN1,-0.015325338807900137,,
ADAM28,-0.03928994388968552,0.006871148750590458,0.06549340945905657
TCN2,0.027007348588586163,0.04439339282172712,0.010251012957579532
