,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,0.05932926971885331,,,,,,,,,-0.0012328964618052607,,0.11693233415316545,
BMP1,0.05419991112115245,0.18517093409711233,0.01572560069881131,0.023216426553399082,-0.03857906254763493,0.21148868442611468,0.017745274629585223,0.08026146806850636,0.144599818725673,0.09437716857431128,0.10288973429716927,0.19022363864668965,0.0007620696469754034,-0.0480640074461856,0.1379990964180001,0.11596699158710856,0.10578857515258697,0.03564784025363939
NDP,0.018358582994575316,0.010410124981333264,0.040318462533339046,0.057107401706832636,0.007678796538839923,-9.186461811531174e-05,0.056852303684401057,0.01851593994727761,0.10966562706605724,0.0605300774197621,-0.038229446977750124,0.06086107696093628,0.05986775475672424,0.061788157125104694,0.07909024191374396,-0.06035851043600545,-0.0040700199421011655,-0.0427868027575703
TNFSF18,-0.027797346933377154,0.053228750451693646,-0.03150733340540879,,,0.14041506178423696,-0.010647509681371023,,0.062326066006489655,,0.014347568004634432,,,,0.10274923617932619,,0.0352303137731791,-0.041089020127349773
IL36G,,,,,,,,0.05092727052101022,,,,,,,,,,
RTN4,-0.08257508122781411,-0.037222164086198696,-0.014117512654670242,-0.017808338430854553,0.045266929480461196,-0.2282563416450394,-0.02433816812391303,-0.008371225700156797,0.04715249985794293,-0.03785714505137675,0.13413883900338397,-0.037463385057167585,-0.04414973818996944,-0.039402660646621575,-0.16390762705771528,0.0074733687581044605,-0.0015633775577825258,0.09258030805370733
HEBP1,0.0059483767632951745,0.05912967908750779,0.046142159205741336,-0.013725245790842777,0.018726845181912286,0.05640511310415202,0.02921059203303551,-0.0002674478767170065,0.10235969788591309,0.1108150724304893,0.16380320162519924,-0.030737107806992774,0.01010861102917705,0.04812138650393107,0.02479514803273255,0.0502058990082766,-0.011867194141412794,-0.07665116415055004
WNT7B,-0.0355839825963831,-0.05006151771778615,-0.019571378823283924,0.006998584975165025,0.020305392553316,-0.044366034057684745,-0.030520095349847606,0.04358109511031426,0.13428740603508293,-0.07184367963133202,,0.037162003509531485,0.0097385980846583,0.021553578224891283,0.0076265656283521725,-0.02465652365295651,0.09521852487803105,0.00589115214948874
PTMA,-0.01179705099503688,0.14214386314092697,0.0010087201532029287,0.02884028924302997,0.006789488620455901,-0.16771207728753093,0.06193207913161624,-0.0299383552425651,0.18940822058759468,0.10940552182309948,-0.015675425788042784,-0.17191600317434444,-0.06972747429632627,-0.01955102448485388,-0.1448108758550577,-0.007939955057503105,0.05337130509193838,0.018194198591882486
FASLG,-0.007646872866560994,,,,,,,,,,,,,,,,-0.01595430441587981,
CEACAM1,0.015667777611622635,0.02604582270197526,-0.015019856107698884,0.01684358377381179,0.025297569610713288,0.028078425937053737,-0.016745996129576765,,,0.00959061331370014,-0.05811064000019581,0.04661138332935078,0.017061039383640685,-0.019560873804382,0.04411064036904828,-0.01636489334556131,-0.022198071333903294,
PDAP1,0.09071358545443639,0.06643990829545919,-0.0405052385104155,-0.06113316329502175,0.0038939274883245008,0.12279782423321424,-0.020343140498881758,0.05810575758423737,0.04557765058414002,0.03653321762713514,-0.1639430145750485,-0.044218226210183786,-0.07078990470869166,-0.011580206767244836,-0.015746559665998937,-0.0356377689508312,0.02736075241187705,-0.007172614569838064
QDPR,-0.10094496078288732,-0.1281110906909572,0.008410607529282799,0.03140931390262154,0.0034800801563301727,-0.25346053980399874,0.024196422913948704,-0.06318264776606411,-0.06973029702216871,0.00037620568187867907,-0.008145202485893696,-0.26167665174929944,0.010586118728293693,0.06462715127914208,-0.16124552963350353,-0.06951747559772847,-0.028630122291797466,0.08049144226394997
POMC,0.0031010048838901014,0.05817553306858864,-0.014804827820982941,0.01642750795523272,0.008865888800172183,-0.03147202086280203,-0.012354528249030876,0.004257797688211121,0.11606348205753597,0.07018008733952869,-0.0035819723248331635,0.034497403332100635,0.06912860666376525,0.07762159400928571,0.05199681745994603,0.07016826557117778,0.015009295294402283,0.02169937747688434
CCL18,,-0.04833744066893473,,,,,,,,0.06320803912626129,,-0.04456782002028122,-0.021294136973985918,0.004498080339667709,,-0.041735399571444655,,
CCL17,,,,-0.021485597147878756,,,0.007577115530614447,0.060146208080442604,,,,,-0.025097426941087568,-0.028237349357209313,-0.022581348261593796,,-0.014460784971602893,
