,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.021191056635781764,,,,,,,,,,-0.012253935783115866,
BMP1,0.03194966486939632,0.06047235725700298,-0.02185738546032039,-0.04711605058250644,0.06328598345048018,0.05007046902113908,0.05707783138701295,0.005618146825036047,-0.034882164251374505,-0.06548127716274826,0.04601018760589588,0.046172149418291224,0.041068581063313174,-0.031001341631031777,-0.035115609290976235,-0.007505237373067355,0.04906105905747815,-0.048912441826605965
NDP,0.00929045016680371,0.07197773447769937,-0.04612372583746018,-0.012121124424800784,0.007780333522682435,0.00911698591691169,-0.05075192847756123,0.000931647304060244,-0.006666987048601939,-0.007615208878918002,0.03900385795592601,-0.05439278765890637,-0.03897175112539588,-0.003944929565708273,0.07184803813218407,0.07131635623254538,0.02579698772467024,-0.0068774084470532085
TNFSF18,0.0957175614585541,0.06451964203981186,-0.017647505953987636,,,,0.04621860635275837,-0.012358477852688515,,,,,0.005038252161384973,,,,-0.0008319340046463365,0.03738328829200522
IL36G,,,,,,,,,,,0.06545599861580738,,,,,,,
RTN4,-0.04804243117692645,0.028051441305057247,-0.0269835175798619,-0.11670983293409551,-0.023230520657682007,-0.018503025778286938,-0.03891015555795644,-0.029820250478046394,0.02560391272320914,0.03499913887577446,-0.02407666403600432,-0.052160292410136554,0.02443097375589248,0.08103567224329863,-0.02009381150486983,0.026724082858848003,-0.014770773751946385,0.08901766673000489
HEBP1,-0.006402669899467114,-0.01033695413281208,-0.021116586385553686,0.0053187035624935215,-0.029888966202807874,0.068123829508052,0.014608169376262109,0.022394687498355877,-0.000733137477921373,-0.023716485071788848,0.006773367810434189,-0.02061689549474369,0.03240018614585328,0.03416378341831728,-0.018945164771345134,0.01520979158511539,0.07468531744340565,0.026725955604075622
WNT7B,0.0605680250149054,0.07008477716038942,-0.008329094237184236,-0.02783490420810666,-0.012367663184526019,0.04016106086372435,0.03879538080225044,-0.035424426342899155,0.03694251235964535,-0.009886155097458375,-0.021967668315874204,0.029506987572838806,,-0.022354056707804926,-0.030207985595824327,-0.01976903659949826,0.01690136126030129,0.024446845022566187
PTMA,0.07931978545045179,-0.052418888661655234,-0.03999100450480786,-0.10048334842196878,0.04490713612753236,0.0423594664949606,-0.0522664503531789,-0.059396652032113265,0.04505308324241753,0.000410914484582383,0.01288110029471647,-0.1559721631582546,0.057686945343241376,0.03847919294338519,0.031898196792878634,0.1110627465070148,-0.021428342304119365,-0.017526943260186542
FASLG,-0.017471545563904633,,,,,,,,,,,,,,,,0.010283045651421461,
CEACAM1,0.053025480160380944,,-0.023762362087231165,,-0.01624787840766435,-0.02178702200523827,-0.0049589627365489875,-0.019436941452203826,,,,-0.01314905823454362,-0.029689463603886385,-0.028639461145300207,0.001122513631687743,-0.013120997106033426,-0.008394119394797709,
PDAP1,0.012941433664267534,-0.03352281597220623,0.021091027471500105,0.0016126567299132887,0.02124550585475182,-0.02930452674070788,0.013763322867034107,-0.03687667432098162,-0.0024741968835058246,0.05358537397024711,0.06231096307283547,-0.005691734746110461,0.04442363879208197,0.06358610679524711,-0.05834307490937884,0.02283542662820753,0.013216524619543512,0.04441350305006342
QDPR,-0.008260879531449078,0.07526976152852909,0.007927914908522791,-0.06969581807529443,0.013504033658077513,-0.02102856458033249,-0.04741172022924307,-0.02067370458397943,0.04266453832674648,0.0361059874654475,-0.028728865970749466,0.05172482814796497,-0.06714656352513007,-0.008210544139071844,0.10407012313087631,0.02105876419609001,-0.04187561614957396,-0.033746051813599694
POMC,-0.016942031467088108,0.0632894457808373,-0.056319452444556085,,-0.010956018351876947,0.007837551768876592,0.03555064578921295,-0.014339800414851793,-0.003864129014450271,-0.022929640329544483,-0.042821683337983835,0.006408062017281141,-0.02708798510097588,-0.034175252773195365,0.01144942498844078,-0.02146422761739956,0.07355035409416057,-0.03254906188966997
CCL18,,-0.03603813673915948,0.06156157981226164,,,,,,,-0.019800572641422008,,0.07528543425851418,,-0.03300285587296869,0.014861901456493394,-0.004854404313500163,,
CCL17,,,,,-0.030336183575396043,,,0.055539387898489924,-0.014510829533193425,,-0.018258402679313907,,,-0.02031831149370628,-0.008203780182939175,,-0.02168482524184167,
VEGFD,,-0.011377948294442494,-0.01764959908418258,,0.0006249254260269166,0.04869616444000651,-0.013143265560833934,0.06791135084313236,-0.010643868948233907,-0.015492191901878477,0.06723615131761095,-0.029675338068954078,-0.04036217515969023,,0.04797832559955276,,,
TNFSF13,,,-0.007304550455277269,,-0.02092522048647163,,,,,,,,,0.004285711724800373,-0.015901805625626608,-0.01473400034758446,0.024219758240204396,-0.032685184268601036
WNT5A,0.030744425802455254,0.028795376455495653,0.03433813144466742,-0.06835787098946992,-0.032627276061930985,-0.024792976916240425,-0.02168775947744359,-0.0257152707974171,-0.01674433059609091,0.003922487188678827,0.07109290733232783,0.05332361965516225,0.036141418375196924,-0.01591657437122486,0.003745611304938085,0.0008717577666232629,-0.04588275196944089,-0.04628753232396292
CXCL8,,-0.025829501629068836,0.09706439136324027,0.13188372953210076,-0.017398396274892203,-0.027251205416491384,0.0037142622820797644,0.03406258282509136,-0.009912033575403555,0.021182621364620915,-0.030509303946194097,0.041803400453732875,0.12429028171815767,-0.0247978025157171,-0.09370891348838811,-0.022966685913823368,-0.012300843908179433,0.029798819210124408
