,UKF248,UKF259,UKF275,UKF296,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1
BMP1,0.02298081365908872,0.01899929577638926,-0.021829503988077908,-0.010818452054629257,0.03750850993994839,-0.11917867404520657,-0.006193241401196959,0.06567407361031746
NDP,0.0169139183112678,0.03645579361201034,-0.03417716751816407,0.01667923040198169,0.044298215580466684,0.026573258509731183,0.001164773807485365,0.03285041455763188
TNFSF18,0.05530136406381881,,-0.013007999800457184,,,,,
IL36G,,,,,0.0230653549842904,,,
RTN4,-0.019725565857898933,-0.020174431720748124,-0.09015661146265473,0.008366279197008004,-0.012895976956816388,0.05983087189342539,-0.02307060545218418,0.03835227195008151
HEBP1,0.01867356745709004,0.05023872550010386,0.027257666391722488,-0.028983501555245875,0.014280484915730897,0.012822982817308402,0.006261970526172647,-0.014055497394323347
WNT7B,-0.01118010014142624,0.011519408007700493,-0.020313874232604036,0.10449962919641045,-0.018656414370964547,0.03733073303988678,-0.02595799076833325,0.05691827197983299
PTMA,0.008790858950825306,-0.040591995884584106,-0.016313079738663264,-0.028812866231791384,-0.037456166756737234,-0.07970822619670194,-0.0010772241923654024,0.073354562031307
CEACAM1,0.05382930761073543,0.043895550435727584,-0.020458484737807935,,,0.115264672666106,-0.00833271077929538,0.011828253891640701
PDAP1,0.06382599532868757,0.0076832561008046,0.02224821553207503,-0.039637483361217384,0.05757337414434769,0.03809729000881957,-0.0235784797162801,0.03701090523242605
QDPR,0.04984315839502291,0.0368013357501154,0.0033596064442672183,-0.027169950051533404,-0.046611284421672665,0.05035778512564526,0.06010334444943553,-0.048974313750540815
POMC,-0.01183663158674177,-0.03242054684056206,-0.015093454320056815,-0.017894619025258574,0.05071551839656102,0.022573399747225626,0.04604680200630196,-0.036831374825810455
CCL18,-0.03209875627418193,,,,,-0.04013510103950281,-0.00925707029711147,-0.03530149007402661
CCL17,,-0.02017883506586799,-0.016223508330940443,-0.006585594912314378,0.0916595065222312,-0.02172089022839885,-0.0013459161870223084,
VEGFD,-0.03209876646704046,0.08198328431074511,-0.017284775923403186,0.022762615184353695,-0.016618536665590666,,0.08794624726613563,
TNFSF13,0.003756640531574288,-0.013918908812771469,,,,-0.00931241978521712,-0.02803036402502161,0.004692802509544545
WNT5A,-0.014621086844824426,-0.05664439100753896,0.05819876558295642,0.005521945922107471,-0.008108346409112737,0.028041101690257916,0.011162444705359265,0.0026144183838400837
CXCL8,-0.040791460846641835,-0.026528156204875405,-0.03175621983303936,-0.01399716637711005,0.00565410314628931,-0.12994513647461897,-0.14322012048819607,-0.01219338675869808
GRN,0.013194046965117672,-0.011234394255719805,-0.0034857075716597332,-0.027357465702943524,0.024136122446591465,-0.09735383087745784,0.04278759523588609,0.0005662839372784369
MIA,0.062497922577035854,-0.042489856943945865,0.005348982863392361,0.10044856484625364,0.006671664799490235,0.06100570640082803,0.08134057399305704,-0.07768717871998224
COL4A4,0.045479577458291155,-0.017800448655570282,0.03153457090732331,0.04097965424614731,-0.022077896493825265,0.061721206347582665,-0.028967872393204284,-0.011818257072887922
TAC1,-0.05373566045397241,0.05314030306053508,0.01876612382754161,-0.0002479219412842433,-0.03912665309901164,,,-0.018236352003048427
RARRES2,-0.005458714017041973,0.0009212833119121806,0.04449781943419657,-0.001982456595989966,0.02387831603764271,-0.03960057251041729,-0.05573092577666169,-0.03518262528336684
FGF7,,-0.0007989905581429652,-0.03861198241560407,-0.014706130369634328,-0.04100997773876632,0.007186829182364179,0.07198681794429032,-0.01756505783995862
EFNA2,,,,,,,-0.0235924160462038,
HBEGF,0.0004726341027287207,0.09560226588259864,0.05407844155263803,-0.014748826484963336,-0.013413092275508687,-0.05586262589691961,0.01860150164941643,-0.0012477096286169413
CSF3,,-0.024051411944595,,,,-0.08740845714197323,-0.08003249360829828,-0.03227814619102826
PI3,-0.02350972550418813,-0.013320266455940935,,,,-0.14719612633251858,-0.10001898263520968,-0.036401581318909325
PCSK1N,0.008659986951101133,-0.04628412187685835,-0.01032251845741767,-0.036646255282332695,-0.021460881966188724,0.12797332845773404,0.011132496715292345,-0.005107285631658418
NTS,,,-0.00509650536444949,-0.03645002644997345,,0.06137201756999228,-0.028742881974654026,0.02344390129192681
SFRP1,0.0026826249852753403,-0.017606813579397,0.11010327732000283,0.007490522656144558,0.01977531479372277,0.04166651971473295,0.07510220179008713,0.05400419583735828
CXCL13,,,,,,0.04993255275651108,-0.029516621869396447,-0.05265237338646094
MICA,0.004220056088276604,-0.020542446373499893,-0.037627912368074196,0.03229733726663957,0.04340687100839255,-0.008912339731487133,0.020699142261071495,0.0036658478862156203
TG,0.04633162445072647,-0.01900054137436022,-0.016344570689193035,-0.014829467864429702,0.07796793601096025,0.017255930025994702,-0.035400001220919367,-0.026565410319958387
ADA,-0.0014299419995548726,0.061481875640678516,0.02426887545633872,0.14273531445055618,-0.01245199886926247,0.01901627360096526,0.060360687389740875,0.005998383710390524
LAMC3,0.0718157278910825,0.058586255762102156,0.007824750248396423,-0.0021353813901703995,0.06549292550736535,-0.028062736942997282,0.06624703713908449,0.013226901530056007
CCL7,-0.020417520621576226,-0.013737361055940655,,,,-0.032554607773664854,,
NGF,-0.01515058480675615,-0.03147580286591166,,,,0.008002092264650285,0.045030519408783894,-0.026832091582711035
TNFSF15,,-0.015297223421512423,,,,-0.03173708701215262,,-0.020044174637232213
HMGB1,0.0659724042912058,-0.010791184511083948,-0.029152580105352512,-0.019940774227841084,0.04031081963926541,-0.07811619012742116,0.006688476682692141,0.020048861171852957
ITGB3BP,0.010704679288489621,-0.008323017886658866,0.04537821140385605,0.037581979803360734,0.06612920419570702,-0.05315408214978454,-0.018867765862693037,0.03464527204868731
AANAT,0.006412292103004354,0.007038756216478083,0.06083375476895078,-0.017094165146698904,0.02834465820625792,-0.02855957678603764,0.07277740123200396,
RELN,0.06553402086313152,-0.024160111206920007,-0.032361942223123524,0.07399415472963232,-0.023027574143684375,,,-0.024211190727908942
IL15,-0.054185106400439165,0.032842517900189896,0.024157800836363815,0.06168998690573546,-0.01929118844655709,0.000533282303685434,0.011210469795560452,-0.04889391095397568
UTS2,,,,,,0.04712265797535295,,
BSG,0.03268187934707839,0.043493397425594715,-0.06977306038353998,-0.011604523018391351,-0.017649939718937545,-0.07794878141995802,-0.04080217763126203,-0.029629985061285693
ADAMTS3,0.022947386773487646,-0.014794599409592974,0.01297907531700349,0.020870368472899588,-0.010382462583775688,0.14115146038331072,0.08034560778682753,0.05665089758751897
CD34,0.03267916416039789,0.014947444127840572,-0.0009367729201452594,0.006259777268878527,0.033612373710435475,-0.02935061575123069,0.05722254907176511,0.025426854989315625
PLAT,0.04782370065556838,0.08895881801345032,0.058954878050328285,0.015989257669097923,0.046308378698390947,0.05216215297747019,0.07379531765554219,0.08579148530998064
NTF3,,,,-0.027594060437179366,,0.11259658012984777,0.12063658667149357,0.027374715941545582
LTA,,-0.017606812755722588,-0.014156445376214171,,-0.019291190827870393,,,
CKLF,0.06939522317947623,0.060329175529208405,0.07619754927852249,0.03772759468668053,0.0538153269647056,7.866748197687712e-05,0.11658108946480328,-0.024551215180862587
CD24,0.03513574739653918,-0.025471741192292077,0.03468201346646676,-0.02352287541792052,0.002578951067839287,0.06320901380497675,-0.004164999269390687,0.03047235991681581
HSP90AA1,0.017079459016161952,0.011078563634964917,0.0573108621713334,0.015721591589310573,-0.06985302818043077,-0.09179829723481994,-0.15918801946505431,-0.009769335415811247
BMP4,0.05706770335281636,-0.04107880776964281,-0.0019731663821077896,0.07154666668473454,0.06536830701747699,0.07153076890542245,0.037669052726542376,0.04150918203755166
SCGB3A1,-0.020417518579851444,,,-0.014419095493961512,-0.013461137844358873,0.015918216198961263,-0.007761836657572077,-0.0019254644910062255
IGFBP4,0.026570047637835197,0.020888784240561654,0.020321823973404485,-0.006639501555862552,0.04654611586465997,-0.05861222522460244,-0.002702089184438486,-0.0252870320835094
RSPO4,,-0.005030498718830335,-0.016464807794995196,0.0057194793176209915,0.050806267010036585,,,-0.028032952864224484
LEFTY2,0.0002016311104334889,-0.002147135274487461,-0.02022832957683497,0.057084077696861635,0.03347440046606948,-0.0276351754816348,0.0039731795552646046,-0.01825100237327149
PF4,-0.02117989803545697,-0.011985576879157646,,,,,0.05632990307895877,
ANGPTL2,0.012554778941347851,0.02150405535578811,0.03870336732652302,0.006506052146822263,0.03617234724095533,0.062158873175473826,0.08864072485435794,0.06884181475738829
LRIG2,0.01553686914313932,0.026774503067129432,0.011843218753805935,0.02122974866818212,0.027313749807510085,0.0226900611441388,0.015146050443660478,-0.06996269565015906
ICOSLG,-0.03714382473442476,0.023869975929299733,0.02492332000477872,0.014594511785664618,0.020512027702732756,0.020659058752087994,0.04075841011300058,0.05459329406018298
WIF1,0.03861021320767101,,0.13906387518656016,0.014459704980097661,-0.011893876739081098,,,-0.011038990536712218
NPPC,0.011949297242548597,-0.018592585459845105,-0.024784397777780708,0.03662399363056662,0.02808179623456216,-0.02896772706468266,-0.04091421411940128,-0.05625356057135926
LYZ,-0.008576780254473474,0.02751134707123716,0.0073351444677534055,0.033340577827479706,0.03326557527991587,0.009157601059976442,0.025231904742941798,0.003261212607032713
EREG,,,,,,-0.06608001639305977,-0.06871145051122912,0.008211799021671152
SPTAN1,0.059104154338691664,0.005648452510742359,-0.038398882106308645,0.014615022408226173,0.010803661279575272,0.07986083984544246,0.04289888246881792,0.055237907338018394
PTH2,,,,,,,,-0.03528624876176798
LIPC,-0.025929762221289843,-0.021538974305882863,0.042274074271846325,,-0.030304656782040303,,,
COL8A1,-0.01965269370143955,0.020591056100972352,-0.007666910616955389,0.016729704907730205,0.033524896474313906,0.060855197886524916,-0.005959203738216555,-0.02904593343260512
GSTM2,0.02067363684425634,-0.011726724048843444,-0.010321552657008546,-0.04261816314799081,-0.011575471193005343,0.024854766559576913,0.09520874162743381,-0.0009475879134849242
SPX,0.049822699505207846,-0.0008421203523757445,0.0021622140621788857,0.011694005300858028,-0.0038689332510118196,0.06331194337689187,0.0034978716934371285,0.038545270618786896
MFGE8,0.023519596066958238,0.0198723946514017,-0.008910684837620187,0.002939580256533305,0.014904786586491614,-0.019387252337291265,0.04768928577054418,0.04323155597979876
TGFA,-0.03176294371271267,-0.04310880915179177,0.014552617207874572,0.010109057417465147,0.023200248495423615,0.02507885236710632,0.0398446184274758,-0.0705608035022511
SLIT2,-0.03189722941910114,0.038086854842201874,-0.042369999252594014,0.023804978974574967,0.013377603257776996,-0.02603179135611631,0.04307365489702319,-0.06737774655132353
PLTP,-0.005049572593114915,0.005505323097417461,-0.007159769383186941,0.02608731714997623,0.059637543875573906,-0.07096054345278735,0.0340335740275928,-0.0455074348755346
APOD,0.030423883724613472,-0.005885482427791184,0.05591486278998202,-0.044185772485894594,-0.03848120839463565,0.06885531410520673,0.11977041237431325,0.026228366956057087
B2M,0.013940936800444104,0.06258953092588831,0.06558981372958224,0.01763798655992321,0.04270988560518822,-0.050055621320059675,0.09896849181323181,-0.031901050030914035
OMG,0.057681844096586825,-0.0031667323751387584,0.004693826549624908,-0.021737312816932388,0.02495893278511814,0.09307038041410512,0.11522481083973238,0.0003825389508670106
CXCL3,-0.052303120540904226,0.0032305654794741612,-0.026364839468457774,0.05716352449481014,-0.013893150768158022,-0.1030776745644385,-0.09036117007285656,-0.011789965634653682
CXCL10,0.008742361657773038,0.0198510915932246,0.08323215931787545,-0.011345357012008981,-0.02207789788860469,-0.033616808878580526,-0.029004163626760185,0.04199838280676446
RSPO3,-0.014552228296038057,-0.013918909269860232,-0.024867603288643406,0.038733890957314464,-0.014518074788473397,0.028154348397877695,0.03557523125468816,-0.025273505221141537
CORT,-0.005234036785971963,0.053605850400143595,0.061626230179115074,0.017725743157314885,0.07596024868732894,0.16190680681340627,-0.02262850346239718,-0.0036710460473307997
NCAN,0.06392266927941975,-0.012728334139858714,-0.0018507031551506428,-0.012511371298330524,0.06061496638455269,0.1139464368396494,0.12259025835676172,0.061460822888980485
PRG4,0.014728529648586999,-0.013737363196704454,-0.021041370734000447,,-0.016974029354019003,0.0003413375811809155,-0.00818074788043387,0.025074245485089987
ZG16B,0.0829367913564539,0.002178173203392986,-0.011248580952025683,,,,,
TGM2,-0.058093373020698044,-0.06930173382773398,0.00023046085397237018,-0.0026989965742190607,0.0032194570100793607,-0.1057214363473516,-0.014285049831203604,0.06067676891112968
VEGFC,-0.0389867569281865,-0.024483659529267936,-0.030289653283433624,-0.022635034026980416,-0.017322673538266567,-0.020804425890375327,0.046743126138906764,0.05440832098708511
WNT6,0.04920955468624429,-0.019000542163272776,-0.025033315698506094,,-0.015118354722428392,-0.01003224923570552,0.046994726636206754,0.08668805383281111
NRG4,-0.018805253301298983,-0.016718999438062966,-0.021610345316264754,0.0070498664508796705,0.046130722625966826,,,0.023666580098235995
PMCH,-0.02167406645188477,-0.02316580254528615,-0.016464807000390384,,,0.04648653646029234,-0.006356533711620988,-0.021313575112616823
COL9A1,0.0030227193192150018,-0.017461774664735558,0.03835989655528724,0.018282327190448346,0.006216869723257703,0.13376429140280813,0.1427087907989078,0.014236447992466244
GDF11,0.022470948950471612,0.00029515108886956503,-0.0222505474692007,-0.027459066321605528,0.00035977138172412735,0.05230602752375893,0.04556551989287474,-0.00947528725784657
IL24,,,,,,-0.0246707471824098,-0.021279297681069568,
SORBS1,0.031637496942193984,0.014561950318326404,0.024930272814368545,0.012895608654181736,0.005244826067483667,0.041940585883367305,-0.005254940485156804,-0.017876286971716077
DLL1,0.04456574625549542,0.10915225619828894,-0.00272905926056904,0.016139047126142756,-0.03053944350252778,0.0736109767471488,0.10598688672811146,0.03396771681253488
TLN1,0.03035804169784842,-0.017529322984787783,-0.009794597388683943,0.016748167082029388,0.05026228894680679,-0.1710181721761455,0.019742594920317668,-0.0012122997413059374
COL2A1,-0.04481743969851803,,,,-0.014104400335439778,-0.019254317710075665,0.0009503321871501454,0.07533763035424709
SHH,,-0.014275375844995645,0.07424034385643867,-0.016555693163394364,-0.013461136667771626,-0.05751963856871368,-0.018971864575947163,0.03708452720478405
PON2,0.09853191240620479,0.06470775053241351,-0.023575722660458494,-0.013223988718173001,0.05581906921473803,0.006630804186988293,0.10484624114818712,0.01679857339918106
ICAM5,-0.0268934733308238,-0.009181526498912873,-0.019236718507243556,-0.004613204324594237,-0.026288872782297367,0.0030083318435280846,0.03566860987749609,-0.01779307939140404
HPX,-0.015062806236453301,0.019790947732877352,0.016049953184495144,-0.014419094023969454,0.015318652414816404,0.003338788118975039,0.02341345577737879,0.034567163723868484
SFRP2,0.06107134203119106,0.05518857494586694,0.05595239157120241,0.015829707811306482,-0.02640730525531583,-0.07912981256157961,0.037323701707498005,0.001511497453077767
CFC1,,,-0.014156446231761294,,,,,
CD70,-0.006400021432187757,-0.017364050990412397,-0.015336585634693077,,,-0.0730619968411759,0.005461635013300387,-0.047014929513544274
HP,-0.0026908763006841274,-0.03447296730118077,0.05731081775252482,0.029753660598187497,0.01878256032233845,-0.02159982888391798,0.05642495697860732,0.005964676623937344
CXCL2,0.02011620566630376,0.01883896161254771,0.05363580365554602,-0.020039009578225592,0.0630824478873681,0.013368717775929555,-0.003952475809837478,-0.061438153241699246
NPPB,-0.02634057506961014,-0.05085221930117378,-0.012395960044624317,,0.020916173149970598,0.03346536636108347,-0.03353544280248872,0.016884218124189207
CCK,0.029868510367885598,-0.014024478080322658,0.0023354730433017648,0.018265295597129177,-0.03562554773266596,0.08693102701981434,0.0316908429494538,-0.01688333899026833
SEMA6A,0.031059797200815472,-0.014557022785341878,0.010638896786176516,0.015433844648697233,0.005287556562760371,0.08006670357871627,0.03228809134404638,-0.015595781857597761
IRAK4,0.06468411325180697,-0.032296184802097276,-0.014199232012419367,-0.007338519705734095,0.06371053086364381,-0.05803973919190104,0.08962020148363121,-0.009898548654237043
