,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,0.025614542163892574,,,,,,,,,,,-0.010569336319010763,
BMP1,-0.04551316902256232,0.05321572260636313,0.1243666775300137,0.03892232210976295,0.06604537803408843,0.09066133747936184,0.07702072041229042,0.051081719204780475,-0.0137613709737527,0.07454777943905094,0.059939237982106514,0.11704164303538175,0.13071383510672283,0.23111345732886227,0.04295422080549718,-0.03541889041621996,0.08397439953128341,0.15037652069440488,0.045301483904351014
NDP,-0.029360909330681015,0.015570950765884899,0.06034788032894977,0.06140780326032723,0.0769854212299129,-0.010064135397815706,0.02095921082852712,0.04480869738939273,0.04356370245524409,0.04343108026143935,0.086104391221461,-0.04337948410655991,0.0028848968607883014,0.11962144811805307,0.10925358138012954,0.06098702233226863,-0.04333409225096151,0.08257589090859217,-0.03457277223625257
TNFSF18,-0.02129796265611802,-0.021544826492106303,-0.010246103037434085,,,0.016805327068635835,-0.026928015127128332,-0.0031041433518036346,,,-0.027813526081030576,,0.04254717546537679,,,,,0.0611485460010548,0.007770311212986135
RTN4,0.10055654063920895,-0.04067996364556406,0.028651023252648393,-0.0036225145630276977,-0.061406186236374734,-0.18257722078529068,-0.11960431882217064,-0.012473527662809855,-0.05599263025412572,-0.08810028247392451,-0.06516146925592821,-0.15972836207492508,0.03127259573171953,-0.11196962555672152,-0.033950350527919455,-0.05086313161181168,-0.02924432317102864,-0.0367012042984875,-0.05635340909207136
HEBP1,0.03563270377775501,0.0034369529432205655,0.036450280479953495,-0.016780878069877915,-0.03178413827212663,0.07869937094261484,0.06406954683231221,0.05928968268846269,-0.026887114593968316,-0.004483315437424903,0.023798483317282668,0.10493097474859088,0.06805013278113695,-0.03576460595105805,0.0615918939889761,0.0034637107641469953,0.022277606968907567,0.09509242697763592,0.028472810129528032
WNT7B,0.03468311208934311,-0.03703135312361884,0.009764830369539838,-0.03091754676910608,-0.014481609049540383,-0.000550544968522872,0.014095724594197128,-0.019350307621744944,-0.01233231221151386,0.027720866128458567,0.017810352709185392,-0.054557646402020606,,-0.017004704059263492,-0.043549198930354346,0.11439644837494227,-0.027464032114026038,0.044669824501989266,0.029173769922829218
PTMA,0.0011877318066128295,0.010517282783722976,0.03872000509367961,-5.178889299871663e-05,0.05963493026076229,0.20692358200805805,-0.07046399807172081,-0.005419025403428879,0.0005867989284934384,0.0812788100503011,-0.04411269069336201,0.1413159030848306,-0.016279911256275068,-0.2953082238877445,-0.021620284896041432,-0.07222523339095874,-0.036511720412389696,-0.019107715601134286,0.008481186899615937
FASLG,-0.030777788321811942,,,,,,,,,,,,,,,,,-0.012348433557616842,
CEACAM1,-0.021525248488408495,,-0.04996764754987748,0.0076374039735587086,-0.012312259699080532,,-0.012393597497655263,-0.01957314174429941,,,,-0.041083275874253394,0.001734696790044345,0.13333782984050543,-0.029190094047371655,0.011078940165472397,-0.01822827754273522,0.03690648080557101,
