,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.014318700340283399,-0.016246414691958328,,-0.024212971106142425,0.06389631308705603,,-0.000552787002499546,0.027667181287984715,,,,,-0.056373373653656585,0.011501892836079271,-0.036598422859468786,0.13628645908514486,0.000549654219276806,-0.03591379358053819,,0.08189876469552068,,
PDAP1,-0.06497543117580203,0.052744469504947454,0.018949175475868107,-0.011642948982858115,0.0416219435032645,-0.01923679728842025,-0.015581487607385895,0.0023190893284598716,-0.03779634874359427,-0.02606393918537684,0.02446178605492144,0.007952003539619066,0.01897015459756351,0.10534425861553542,0.03589368624977658,-0.011449440762373546,-0.0030755883108063266,-0.03476823653713608,0.0001570715121243729,0.04543399342884442,0.07587926064871757,0.03394091952434882,0.031650624079670564
QDPR,-0.024759295976458547,0.03031208531488591,0.03809646684918574,0.005992496428484525,-0.02994065715194646,0.03094157543214081,0.07367762855650108,-0.065249058238822,-0.07085483559336148,0.04615197206769902,-0.094816227162532,0.017033498925684884,0.03523291093999859,-0.1540094698749448,-0.032189239164809605,-0.04859015555557521,0.05523121626111876,0.039257116051456174,0.02068623609277808,-0.10739125207693387,0.07050246575116659,-0.025247339202403598,0.1190151801394624
POMC,-0.04944335680731057,-0.015259889322938532,0.03965676995117699,,0.0016500783587751935,0.012726700452024111,0.1600044322048727,0.051495369842261926,0.0428125778722211,-0.02068864812998294,0.04928866865359169,0.025824376696768528,-0.012083852068732673,0.04384495730872426,-0.07629596836450796,-0.052097065082185555,0.07659523431794074,-0.05599494433729456,0.09272591958136661,,0.01906120745479589,-0.025946887048218233,0.011324223946909578
CCL18,-0.0002718745191755246,-0.013177694652600816,,,,,,,,,-0.0494046675339541,0.07080051447287464,,0.048885847906646906,-0.022715279056754994,0.029158167257355577,0.07921089170177928,,-0.04586657621697921,,,,
CCL17,,,,,-0.03607116760688409,,,,-0.02359654131631883,-0.021042383637766934,,,-0.029012276617984313,,,-0.025964809605333528,0.06381351785308531,0.026152829786876726,,,-0.019790900885119762,,
VEGFD,0.05434021381874215,-0.03352481791688584,-0.008615787453097446,,0.0828878578591428,-0.028159348211667563,,-0.0020857346344116687,0.003253972635589777,-0.015434842872801816,0.040375572351525585,0.02116975494568602,-0.03109335545850767,0.07525999066294867,,,0.06096166885778378,-0.009568229668516217,,,,,
TNFSF13,,-0.025298903405178527,,,-0.02488108411865941,,0.018674554682250915,,,,,,,,,-0.03242184642427671,0.0013820964256080854,0.01602604652364692,0.06678109008489519,,0.060787597864260086,0.009450117317997329,
WNT5A,0.00864915018519885,-0.04901079931954849,-0.0049603485235876705,0.044684407444164985,-0.02181405759234122,-0.04006422918507163,-0.06606997217264456,-0.017369954631249424,-0.05243933990693974,-0.010586110160326975,-0.008809489739358429,-0.001603329394080127,0.03277105544894824,-0.016666878344876176,0.00903962291035872,-0.0639235290362826,-0.010533647650076937,-0.03288916084282118,0.03285717195600645,-0.001133550042808452,0.010453512091201357,0.004628538143675084,-0.054431239090527425
CXCL8,0.06793958241910773,-0.0027920798902421216,0.04067826853479831,-0.055709640396743046,0.2791649879241824,0.05894353688825596,-0.012206102428928688,0.001439975338655051,0.07907213521435787,0.06376503705949436,-0.06169117279700599,-0.02393373824016438,-0.0544351470426535,-0.08630580136975988,0.03211908128194876,0.01675378997429894,0.043985269192146584,-0.027507923092114236,-0.045402882716227194,-0.013943753755208317,-0.026999142759239876,0.09133234101039436,0.1986354348115404
GRN,-0.002715266111440716,-0.0547690102783722,-0.013981405529197233,0.004267767491632404,-0.10199898018343527,-0.059132401187958934,-0.06365424923213665,-0.03830226362735026,-0.08770277296077454,0.05430834964118507,-0.05003041152958307,0.048437518160821695,-0.001297283395409466,-0.07877883699837217,0.02758297823209309,-0.03302815392138414,-0.0357988690113993,0.008250760732241869,0.05924337205439655,-0.05770465301455572,-0.07258185036435451,-0.08225752596639006,-0.05101066220667317
MIA,0.14443040227185716,0.048673113552426775,-0.005091496620151604,-0.045238298211430654,0.05179449610383881,0.02174223102506577,0.016130316838357115,0.04676683944330288,0.09729409850143102,0.04755956195813649,,-0.025941598037815615,-0.01784436574335391,0.004948814629247384,0.009776375877480864,0.1285138781235691,0.06659920631405786,0.04189887959618168,0.024608241620770084,,0.09702351972917055,0.04914183562814866,
COL4A4,0.08240092114322561,-0.005518075502780715,0.003111365098721209,0.07618040035212131,0.03349431029629554,-0.062064409524169216,0.08398611687256231,-0.009278434975252488,-0.03920794772320743,-0.029489127795862585,,,0.009701824324368283,,-0.0035936010193142443,0.10619866170156188,0.027739251192278748,0.016013722145634828,0.07068159394059316,,-0.026430014091081998,0.05837352857900003,
TAC1,-0.0020347263848858217,0.007760794091020148,-0.008829405644140708,-0.06974836156664233,-0.07072652221824476,0.04067017253844451,0.07908249723700325,0.06723040683419029,-0.013500554933271278,0.03320959677437669,0.09437551570890701,,0.022749939344712162,,,,,,0.03583362455999538,0.03743138386062826,-0.026017151636995,0.07197921647265655,0.16765316801337526
RARRES2,0.047581197928621144,0.01923478945590527,-0.0033747238609051528,0.03832586283143746,-0.07389120405233411,-0.01583884104010845,-0.07042817601340827,-0.03038288422165401,-0.04595042218953332,0.06830819735602837,-0.033073494962894585,-0.053018659009016846,0.05834522706224145,-0.029284478914384883,-0.058539127446905946,0.03489113134751837,0.0980853148083747,0.026702668180217055,-0.03726651789928793,-0.11718023780080113,0.09113418987908863,0.0573595326952907,0.08573202822427153
FGF7,0.00866041227641867,,0.012496665048307,-0.04093599379076507,0.05837312288541423,0.14840171687738035,0.05609014928790441,0.02746230615843242,0.06434439410359921,-0.0250781903644008,0.061597677599247405,-0.0019065019530565047,-0.00828758885168789,-0.015612211787035583,-0.027952252473369157,0.024143121107590256,0.029339378333936073,-0.0037621742429777313,0.012115297827403455,0.037072172827592675,0.01742403320250514,-0.00936776792767714,0.0397037991873427
EFNA2,,,,,,,,,,,,,,,,,-0.03334983181183206,,,,,,
HBEGF,0.013432842932664413,-0.010247201952292378,-0.01700357216251527,-0.06990819735029842,0.1077221018005969,0.054754912775289266,0.012232424214259718,0.025249149079156253,0.05094508575470586,-0.03264350699208477,-0.07460166450420518,0.019357884421406776,0.0746950095722067,0.003504179216955187,0.0007995235095486985,-0.007873883357686845,0.0470809126385484,0.04387217158388985,0.006528348814890252,-0.008310311268451278,0.021853049612114823,0.048077434545969744,0.12806738040931795
CSF3,-0.05577283035223031,,,-0.024095383039139003,0.1965496793577092,0.056805141913841936,,-0.03599613510142623,,,,-0.028737153913422114,,,,0.046725086271454754,0.06262846961523237,,-0.011554632308142923,-0.03841974278301585,-0.02083676552521507,0.09800782067607411,
PI3,0.09033458952704232,-0.035269510713975015,,-0.039019024669007446,0.24290608423721938,0.09005248240934938,,-0.04053212322176443,,,,,,0.0008110267365402916,,0.029783737739506832,0.035794170131082756,-0.029702099807380963,-0.0507434283629062,,-0.04527136914957207,0.08386922337659736,
PCSK1N,-0.05360287018532293,0.0703813157506962,-0.018580859692610162,0.10564421483937407,-0.18075496201177918,-0.025775578495864405,0.03001361752759144,0.09080168476071236,-0.009981594084468835,0.025621870317283676,0.13081127132682988,0.0026002928121029627,0.09924052188130553,0.022542986283767597,-0.05501147838144833,-0.001976227046479399,-0.05979033266398119,0.003485070995902335,0.04142982547358597,0.008365274699200018,0.08237491205493849,-0.042720791830390556,0.04152153459462158
NTS,,,,,,-0.008845324035250936,-0.022068203358728125,-0.04424358006387156,-0.03466850653635539,-0.002722674444642586,0.011550202614149957,,,,,-0.03585241948250407,0.0017800059891679384,,-0.016760952722969076,,0.010609578922366043,,
SFRP1,0.009036153283777416,0.016812856115601033,-0.02258269909223931,,0.008017717019863655,0.02538956418659304,0.07780730611019142,-0.006530745168604882,-0.04696626137384294,-0.02104238384968102,-0.06959329300263178,0.07130332358269091,0.029287360412506687,-0.09826926089028977,-0.023721594287185736,0.037816045276438774,-0.008437708715570353,0.007322043280799987,0.038686401641709556,0.07646139635573146,-0.030139383657454496,-0.008505890949748284,0.058030467567204085
CXCL13,,,-0.03115733041857241,0.1323773684687409,,-0.00945854699036041,,,,,,0.014528255542390938,,,,-0.05054406906241265,0.03282865622182135,,-0.011832622157946214,,,-0.039783690921029444,
MICA,0.01295997060324812,-0.04353828495736186,-0.04584142434120569,-0.0564008200344936,0.1457089690954261,0.028057071186929686,0.02177664935061724,6.47008735454915e-05,0.021072591185910212,0.03097727104384121,-0.06774376633139909,0.03830754194658601,0.005629133897982559,-0.08522334142184042,0.13543470042780778,-0.03033542515935752,0.015591414962511239,-0.0343548748195917,0.005930300214712417,0.19376443242300503,0.004209839136213657,0.05195385942585997,0.12111445932088608
TG,-0.04030245545771297,0.038821340958533415,-0.022091850583487293,,0.04574104867350031,0.010937679139526051,-0.0369527657803036,-0.008160177708212105,0.04459257686150882,-0.015228281659552145,,-0.02134807850097672,0.005847152445331395,-0.041849168756844274,-0.03698578508794455,-0.021110469602617987,0.028118402490076112,,-0.04237486284749532,,-0.009475201175351921,0.1038991959309531,
ADA,-0.021723459958795543,0.060618624518477174,0.030231378589887815,-0.0220080367219074,0.013888103201009135,-0.002803607161548019,0.006403199156077323,-0.035501465596247506,0.0037825912092161874,-0.0017649148879944367,-0.11009731275240849,0.011803600174803218,0.06114728721511116,0.0008608249789481212,0.008634176676424543,0.0003890766918299101,0.0004934228689474388,-0.022052953352972686,0.016691727300727915,0.03226560631513899,0.03684681136852109,0.0019486805416944375,0.08378498780304035
LAMC3,-0.04440846166387219,0.03905117032592203,-0.02102983852067385,0.008535525270458444,-0.0899825680139425,-0.015210675232448657,0.02402935629345942,-0.018325236743986374,0.010493754783036416,0.06011877350604343,0.011430128474506926,-0.0016367435196561863,0.010580278200984828,-0.01579839387854143,0.02709662742318448,-0.017317068990132384,0.01372091160963383,0.004745380439639843,-0.04191134513472522,0.053041682376305556,-0.0703606326708838,-0.01707921969215837,0.060193761918939104
CCL7,,-0.021324609525274252,,,-0.024556554008575163,0.06416627107949613,,,,,,,,,,-0.02744512436053483,,,,,-0.021834910465012975,0.03369722384163341,
NGF,-0.004825513454454882,0.01135094478300264,,,0.1660088332416085,0.09115766422143283,-0.04415363487008766,,,,-0.00935917850263852,0.04510838163462241,,,-0.033756338811093786,0.04430319930709698,-0.0056783686476466365,,0.06065557325989629,,-0.06537306383849242,0.05250032515126593,
TNFSF15,0.009344302362440497,,,,-0.005696225522468346,-0.00821691844130993,0.027784012101637168,,,,,-0.01830038445937593,,,-0.01410554233507929,-0.014604802460175436,,,-0.03197274730237594,,-0.03391454885090183,0.04111103234194459,
HMGB1,-0.06233951420962081,0.009091552445276027,-0.028477804207032154,-0.006105045092765273,-0.13789298661960153,-9.72561532750922e-06,-0.01688954773506089,-0.033511344811392466,-0.029872251011231855,0.028509966706890846,-0.052424287831770056,0.040119748097984236,-0.03366512327052994,0.0022312772721912754,-0.008156221200974305,-0.020838101226551192,-0.034940613195117605,0.0010375296473563455,0.005557336174582488,0.01953805983187346,0.016824003749440448,-0.06459263027833675,0.05449720532229401
ITGB3BP,0.026108152220962032,0.004730617386368673,-0.0022663375396123936,-0.03546518549992675,0.09488708436418758,-0.0052847535288832225,-0.026237962472997197,-0.03568858417357489,0.014056859029815232,0.06329246764412391,0.013011115248309682,0.0023786870943278094,-0.0343252090504457,0.04887478145313358,-0.011807882450502847,0.019049265412469287,0.008966461101616606,0.025134267681235868,-0.002843400225154934,-0.08970363103483953,0.019524270220013778,-0.024451664031755967,0.06545106212238176
AANAT,0.02415356115352887,0.013764510572667567,,,0.03561892956070004,0.011597094481928439,,0.09158675195541836,-0.009866050213633622,-0.017553884196561592,-0.02627462649768479,,0.10639110257216222,0.15356725783841368,-0.023658915319865494,-0.009372560092901043,0.06750371611992774,0.003144947296875988,,,0.11996441245380088,-0.02994797111802469,
RELN,-0.01849470109233317,0.026595580343772632,0.018789746478301353,-0.027135082897766664,-0.04318799464394568,0.0058333038253722495,-0.030510583827124148,0.028612366142499485,-0.005692521183808192,-0.0013241706781037803,0.09584516376412525,,0.026249944514287873,,,,,-0.0037514707336157496,-0.038619613780213544,0.04218319961266615,,0.009256866036209567,-0.03272541534547323
IL15,0.004206111643899589,0.0345227859522459,-0.016123051698268033,,-0.028846697807793996,-0.019646607629474563,0.021124033430800025,-0.013346239984215727,-0.029628462341529525,-0.022504557697010628,-0.043261954088438206,-0.024024081131492098,0.015509291937470122,0.06069212029960052,-0.039993929673807056,0.04860977829305502,-0.026148713345995434,-0.035382382290984,0.07798957807894723,-0.04063471671211196,0.025300607367266956,-0.015025975844428397,
UTS2,,,,,,,,0.019643318896467435,,,,,,-0.04550472853142485,,-0.029072425611705817,,,,,,,
BSG,0.03144970408234667,0.03021226152052646,0.033316741034528814,-0.017220748289015472,0.06442584237102068,-0.06427115846465545,0.00942532722962294,0.12320082972827663,0.13418910371102427,0.046134743717537244,0.04202521244938423,-0.04304917121823569,0.013445130991015453,-0.025674118031233817,0.058143900169685056,0.12055629064896753,0.11461767825647777,-0.007346574220216253,-0.0025536030463453345,-0.06608666278687575,-0.00443044631015474,0.03527857215314716,0.06427855317467106
ADAMTS3,-0.002898040585498198,0.06779901108920751,0.00495158129275097,,0.06923289635541047,0.005680376152166886,0.05762077711375049,-0.01387236730374402,-0.04076947748591993,0.035345692726826666,0.008466427917300071,-0.012658940295233359,-0.012641615577640701,0.025534445138789736,0.07070260019883384,-0.00849760763945736,0.002211366769084247,-0.01243977252785438,0.08690488972338387,0.01895358478256803,0.11088266032473774,-0.007863107123960199,
CD34,0.019745280437173468,0.0703303300371808,0.01826160454205875,0.013391841470625438,-0.09015514879511818,-0.0380461161748844,0.032911052606650476,-0.02298452607495539,-0.04132795658357025,-0.01562297149363087,0.06895804851094584,0.053339066133406665,-0.021625095036410323,0.05195172135936566,0.0604944853458496,-0.006933831249244264,0.021903707617503702,0.020861186425775478,-0.028038219285389833,0.017588045795615372,-0.01169529835108249,-0.04431696263651339,0.035484632955925084
CCL23,,,,,,,,-0.01579452139104102,,,,,,,,,,,,,,,
PLAT,-0.07350014946521527,0.004143839289002242,-0.009449234296046207,-0.0045092746471121535,-0.1677560293594748,-0.003500981254730422,-0.017179652748999987,-0.009799100021612037,-0.012316669392633815,0.006022776727965821,0.03741743662642759,0.05520167176710427,-0.020566244566261795,0.06983799420222779,0.016470484330574704,0.015068036518425938,-0.05388985520253467,0.016006889080851367,0.06453468515696471,0.032622091668103814,0.017581252720120514,-0.018727762964250032,-0.005288096780461941
NTF3,,,,,,,,,,-0.017885304255359828,,0.03536232066715701,,,,0.006944225155698899,-0.05264223456562486,,-0.008187041931979156,,,,
LTA,,,-0.016246416359131478,,0.03274038834866872,,,,0.03980444772854504,,,,0.03941547481579593,,,,,,,,-0.017701417646448198,,
CKLF,0.0418864249788026,0.06858893981593803,0.029098429564938504,-0.06469616385293703,-0.05781992793232007,-0.03722214266391513,-0.038428958062391494,-0.05258626274868352,-0.011357464262397051,-0.006513414452827877,-0.06133089640003082,-0.023138020032098725,-0.061283926730845296,-0.0540499565240369,0.019098152183413097,0.04331953785617031,-0.004280143577756809,0.020935868840991752,0.05876436702446154,0.050872708755428014,0.022300066355882373,-0.019980182221569776,-0.020201764673139947
APELA,,,,,,,,,,,,-0.03373577795463026,,,,,,,,,,,
CD24,0.019169688255605413,0.02624874899037664,-0.012411400836202437,0.038801550566037374,0.08491443396817176,-0.03541537677223266,0.027128781063728746,-0.0033765067699718376,-0.09873684227681968,-0.058188734790413504,-0.032055425193251705,0.06553558731417453,0.07981618358695743,0.1388488044773637,0.11892760479689977,-0.03756022719540248,-0.0062155564220236085,0.03617223049920123,0.029505391268487256,-0.0139376701815086,0.03807149525495747,0.0677348913586676,0.0010255584168510563
HSP90AA1,-0.010227223972210308,-0.033712306391222455,-0.009444707756403261,-0.013632186589131162,-0.07634960819306147,0.05989715819452201,0.07999190411294284,0.06090674596774679,-0.08381685463274821,0.02836272853947244,0.11262563969056007,-0.014527170291416378,0.0382797704830025,0.02984357859179757,-0.02693493790273039,-0.031535682310362814,-0.013773500826520005,-0.0459655459777362,-0.052481894029149476,0.02963072683888373,-0.005852329714698371,0.023896772832991547,-0.009797088119237747
BMP4,0.08715345680420883,0.040307803311554764,0.0016936900642250403,0.03231096029765496,0.02006674945248358,-0.011519779446367794,-0.020322703057214116,0.01692711805625806,0.054503455681947845,-0.017040555974974406,0.03760263566419256,-0.00914286852414333,0.0027533397055575976,0.060894220780381404,0.005939501679040156,-0.022310824127957263,-0.004201882240791982,0.03240642609181132,0.0311094712806928,,-0.014551830570721467,0.01723046540141078,
SCGB3A1,,-0.02132460739284179,,-0.02575558166682275,,-0.011448412556644449,0.020415251909861282,,,0.06298348863907871,-0.03502515978462841,0.00326724068165286,0.06259797372445881,0.04570021077984549,,-0.00496092043379195,0.040343324650472065,,0.0416868398285222,,0.10573453223970068,0.03963549990609941,
IGFBP4,-0.05006696989889883,0.03157372950184391,0.013894121824492225,0.035107243838965574,0.003036667508109451,-0.07012094581943092,-0.0676798392139346,-0.045689912313478215,-0.0043084523392139225,0.017676929518136535,-0.024439179945949508,-0.01443571972755203,-0.0001273203703143523,0.06451556581154946,0.11417055047633767,-0.07357255951844495,-0.035222135848384906,0.00849081119579993,-0.0022010808054644974,0.008066049773769025,-0.07975267551321077,-0.04847800312020595,0.03280657523168664
RSPO4,-0.020238242866625268,,-0.02626418755534178,,0.06011466294054208,0.041832012027847046,,,0.021484447697693896,0.023236129848235736,,,0.02868647341759963,,,,,,0.04635744309548165,,-0.04100727974756183,-0.037763205313654784,
LEFTY2,0.0173777094503221,0.05339062970600596,-0.016445947070511162,-0.022762666583449945,-0.016165979500917645,-0.05377864992310541,-0.01749491957883905,-0.05473827978940744,-0.05238614035524316,-0.016235914971413433,-0.00935917850263852,-0.02069205915063808,0.004873768007161176,-0.006089130866098723,0.06072946322773679,-0.033034652919173756,0.026604696007508668,0.0387415894757054,0.0017683104415105856,0.23843891869058462,-0.03169964425007338,-0.03176509316922122,
PF4,,-0.02212085706988137,-0.014778323797561894,,-0.021425109579520384,,,,,,,,,,,,-0.030567429771962397,,,,-0.031092134107370394,-0.029582055541412154,
ANGPTL2,-0.02582216355916342,0.03263891986461754,0.02182211331532001,-0.015107528661609693,-0.06645787773419486,-0.05717534984470142,-0.08935610607410771,-0.009849217305095762,-0.07692462625891021,0.019678895663473712,-0.05611152608465062,-0.0026549835233871198,-0.001719216335907414,0.0718222979706606,0.08773352923339532,-0.04862584961117473,-0.033770672891545304,0.008856529909059127,0.0513132771985379,0.04951917441715295,0.006786439127443232,-0.06152051289620507,0.03355286291479064
LRIG2,0.058416247214810285,0.05934040970549438,0.03691849575235133,-0.006319919630771674,0.056907030575594215,0.021088499571719852,-0.03517690512466342,-0.010478467273797601,0.037344836429056824,-0.025697387198296555,0.05600883903373811,0.027088300055709374,0.05157968195804065,0.09176243756147483,0.07244828948208962,0.060993009626602854,0.04093057483199856,0.06343710699528703,0.044617283971390434,0.023241345612342545,0.060208735182953145,-0.007305901256251865,0.03525340027037254
ICOSLG,-0.012621838715132545,0.08458754394500995,-0.004595220100228462,-0.04614326688172133,0.07578672936150149,-0.01789567535803107,-0.039643922554544055,-0.04962210662675438,-0.05409876738232037,0.014005705681677992,-0.006165305108657698,-0.002519842383796214,0.0074304733446823356,-0.11617055319500011,-0.04350695416767026,0.01187495540578931,0.07917568938517432,0.04783830563042441,0.015652216636162626,0.07863180329091486,0.03672047352971201,0.020422058727258895,0.1424522742128562
WIF1,0.0026031020063636487,-0.031158093769077612,,0.007707936240686355,,0.04019905657583324,0.021395505999091954,0.10401632681473644,-0.03411705239354185,0.014038093907323246,0.16333421432696346,,0.09128735452257077,,,,,,-0.041567630896801634,0.03646081501028859,,0.06194320552408828,0.04539265706220053
NPPC,-0.00853433367278761,0.031326746873313854,,-0.03231250915408033,0.02870286217965241,0.09333035914562418,0.005046181357878974,0.0028509610380951403,0.039625586563910555,0.034303963360362885,0.049307004471784426,,0.04414305450875256,-0.06803238976954891,-0.0029148045776658353,0.050593825728691276,-0.004463075432349874,-0.016175386509483813,0.02792010398210712,-0.0023135275240478083,,-0.006753077107268826,-0.02255148392822158
LYZ,0.025212670642998508,-0.03645364886050517,-0.008535098082765785,0.01755891572772148,-0.08033463781881996,0.04349164767619431,-0.04801293898889996,-0.035374581350335284,0.017058426362555026,-0.01717300918315307,-0.06922148855199105,-0.01086164879308176,-0.022019232603732383,-0.1116506968127082,0.04644209990352039,-0.010307230402701126,0.01847509332563929,0.037212279065094125,-0.051200231097995035,0.011747966335639681,-0.004960618687649797,0.0070590001778355034,-0.06281173109283196
EREG,,,,-0.032478801926327634,,0.0645661496927967,,,,,0.02825727141629739,-0.024196133567057868,,,,0.0004880065976595194,0.06224349091705316,,0.01429616782563316,,-0.011261247950825028,-0.0047745301143478774,
SPTAN1,-0.029328811547299168,-0.010492318389949401,-0.03413427104801818,0.022531505390367284,-0.21514023622292539,-0.06062046800505848,0.03508672006116528,0.07678799279240574,-0.07327113610783659,0.013641386082381215,0.07087737400721818,0.022010485502275356,0.10567555404320297,0.09982577839287222,0.056919734235330824,0.030415505390853352,-0.08021804380795575,0.011370020160419818,0.04969662762693447,-0.03844255403424559,0.013904186805501215,-0.03293465230600837,-0.03799615359670827
PTH2,,,,,,,,,,,,,,,,,,,0.01204149233772317,,,,
LIPC,0.07352582946108598,-0.02708174340560685,0.021791461242703813,,0.0017391348071529036,-0.0374718883101002,0.025733939822918557,0.0110997246897209,-0.036346106660227015,,-0.0068244070760659975,0.021457818446266843,0.04507700589641704,0.01978272878861988,-0.04585567559116232,,,0.004993035305201465,,,0.07193560693724306,-0.046131444865585465,
COL8A1,-0.07918271302413636,-0.0728302551019181,0.06774992141820974,-0.03008352547514626,-0.014860829826164018,-0.03995752121582588,-0.03848986348806348,0.0034893651215534955,0.005375309000922333,0.0008195934084588409,-0.04634235099660702,-0.048914644569374784,-0.014013992231286182,0.11630051061708176,0.062113750010506556,0.07664075907133241,0.044032362178891275,-0.0075467697272366945,-0.05232574436771008,0.08899319392781281,-0.026296810653475645,-0.005114558344582287,
GSTM2,0.03706327231509589,0.030001241443459885,0.04253938648310624,-0.025868247963300797,0.005755752003515906,-0.02724849953672256,-0.03225949253083392,0.03981594713846685,0.04165500621189432,-0.01585442853586417,-0.033578278129293204,0.032419990688236484,-0.017343617727935662,0.011053938122522379,0.012582217138601361,-0.014887813326214147,0.02142086009360061,-0.04179768778862795,0.09273097267752825,0.08884797000237614,0.061871503885009976,0.05728472006599516,
IL4,,,,,,,,,,,,,,0.04623215039972624,,,,,,,,,
SPX,-0.008848454320759955,0.05476254294434115,0.020289962920777584,,0.05365211634219318,0.016593304002229796,0.02383188289157742,0.00045131940460642307,-0.0013558591977888626,0.04941479143496577,-0.031090196180572082,,0.06384253348026757,,-0.04364374925010171,-0.01659328769951427,0.0982663822182724,-0.015622900992475538,-0.04193182095560026,-0.003008854741228731,0.066043326356522,0.058249903913071256,-0.030271964317570843
MFGE8,-0.05212301572517429,-0.019225251999277083,0.04819448604601171,-0.016788678043196316,0.0111113599861858,0.034135524469115754,0.02690917956576407,0.042397443179333555,0.042776148422383635,-0.041013239525761566,0.08200865697207385,-0.04795619196771515,-0.014896183651769828,-0.011727390371551063,0.10480103325715558,-0.01066488242216683,0.014350142919761177,0.02565931827678952,-0.04954090433882439,-0.016432127833719827,-0.030940522728268076,0.013457557440289434,0.020218258012414708
TGFA,0.06892080336751231,0.014115913251510608,0.05766156037135402,-0.06103915525425362,0.07384139313094729,-0.020307800291525745,-0.07075001118163896,-0.042686371959720554,0.09191429013605544,0.024951603461524485,-0.0482226726379464,-0.032608927211045954,0.028744762224299922,-0.028405930509902214,0.059658433602237756,0.03585723461236814,0.048897629468580055,-0.012733425459232438,0.1090998273885739,0.16928229839666284,0.12933012019843457,0.058875190385857645,0.05904740267755554
