,MGH258,UKF259,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
BCAN,-0.027325432837060435,-0.0012937235494380676,0.11762920120593272,0.08577801268481966,-0.00615569844368245
ANOS1,-0.04382468187808559,0.02133098216257808,0.01999141113489763,0.06768585543496343,-0.0063134969253974054
EDA,0.048584894923046,-0.013848728526286849,0.03263527675341071,0.02634916213278952,0.05972352861665899
FGF22,,,,0.08273308772453468,0.06257190033133313
SHANK1,-0.021108226062168903,-0.022546679845546397,,0.002345182164949358,0.04043901672546066
NPVF,,,,-0.01805331981606755,0.028225022023425632
TGFB1,-0.017876586835116913,-0.018863509026616217,-0.05279796566394298,-0.04758458182175303,0.00634585995538479
MSTN,-0.04969806821857777,0.008538067075571032,0.06263752758094682,0.021344779251942378,-0.03673241989502668
WNT4,,,,0.00023649605103872275,-0.0482034925183021
TNFSF4,-0.028906791022943874,0.06609142530981232,0.07854861540177627,0.03025111524497933,0.0285578297624608
NTN1,-0.002269970704148437,0.034236152178291374,-0.051631995029699645,0.017224878089683766,-0.014320436200900932
CXCL12,0.004451037876904816,-0.028130650714819416,0.11097433391884588,-0.023026677781917033,0.0038108834748222333
GNRH1,0.04023958709753516,-0.030693400140294355,-0.021270250568192334,-0.026624738582873814,0.057176248406673555
FGF8,,,,0.08453890358758553,-0.024653217012621808
RIMS1,0.12157131582432373,0.026889469396533663,0.0393592580632043,-0.027382614875988445,-0.03025003813629989
FGF14,0.038288055110111095,-0.02400169986265466,-0.03270827305321639,0.056973078139681374,-0.051569604536400596
IGF1,0.027740172890180374,-0.021145680945704192,0.025463946221494376,0.036736644066471556,0.027803735703085693
TNFSF10,-0.0017968251145973001,-0.013668193015071415,0.025542325565549882,0.005673344275391627,0.003460616285866631
GDF5,0.16258831359772913,,,0.01347930226426343,-0.017187479651057363
CHAD,,,,0.1064410704624765,-0.009773472209804982
RGMA,0.03895338116168561,-0.016401578921367992,0.07959843684989636,0.05382130237835809,-0.021056040127555502
WNT16,0.04066660341429323,-0.0213878807535754,,,
CX3CL1,-0.036097365788117085,-0.025593542638031517,0.11679510894111039,0.07785830765842763,-0.011449940842689783
FGF1,0.024723970691742002,0.02105220587691366,-0.050358419954681925,-0.0032525439437642136,0.006969097949637263
ALOX5AP,0.006775313834083151,0.023422847220953887,-0.10161202891241536,0.02527040052625949,0.03444001267635216
IL1RN,-0.015760856704347022,-0.02752507919382393,-0.07167328431462644,-0.009033981390114215,-0.008365843138978946
PCSK9,,,,-0.01574722510470249,-0.018937501600794084
NPW,,0.059907790996316,-0.046469584135506434,-0.03974962126142149,0.036259392820966886
CXCL9,0.07598504178054068,-0.006369098860561842,0.06447446929855484,,
ANGPTL4,0.05820357548445009,-0.03068439107696807,-0.15594662151244684,-0.06854714954443183,0.026736353213237453
UCN2,,-0.010747293365338882,,-0.027228625365995747,0.03271314588360769
COL4A3,,0.0362901763372019,,,-0.014985631408504889
NRG3,-0.028606021015780723,-0.038634047810705924,-0.029573175072591086,0.10833335173616256,0.007824822824567266
IL23A,,-0.01690865330042036,-0.00781183904877299,-0.01574721961141044,-0.02432120454755425
COLQ,-0.012201291841272586,0.07546085066676939,-0.010903515057651764,0.03925525581029266,0.003124926112983367
SCGB1A1,,,,,-0.023815552675316664
TNFSF12,0.06407750849913543,-0.0449315210473586,-0.04090095188138023,0.024759575627980503,0.007309129355935415
DKK2,,-0.010905736786139828,,-0.01858849945107132,
FYN,-0.024132056925869436,-0.01099341498369807,0.12296784836461065,0.08026678031105651,-0.011912135928132912
ACE,0.0628045533818421,0.01708369670011059,0.04475316220868659,0.05503514031001002,0.002990342338175666
IL18,-0.0011175547962400604,0.01700055429995224,-0.04956567439204833,0.02327569365163998,-0.02090696128892855
PPBP,,,,-0.019280956027552268,-0.022417694589338538
CCL27,0.0332961554787476,-0.0009292274366478101,0.04566534932978653,0.016039625150366565,0.04864784210489432
SERPING1,-0.0076216572060327946,0.0034588099486170857,-0.00567140384860305,-0.029478181820137197,0.02501794336987165
AZGP1,0.01222643423650983,-0.026143227053667697,,0.0322283683730044,0.03576135450779942
INHA,0.04994695483050987,-0.025884209924119023,-0.03924163999643157,0.05789335671400823,-0.008466195439245828
SEMA3G,0.12670405339022,-0.02026140615762699,0.062127289915544906,,
COL6A1,0.0696621619387558,0.02321220643901344,-0.05057388659246822,-0.03791431641464558,0.020444767676248938
FGF17,,0.0696846064028325,,0.07522208525382897,0.03997350427764916
TNFSF8,0.07783628982734785,-0.013709746454412088,,-0.02092128862536042,-0.00034217661195241856
FGF20,-0.025933145644016546,0.06515061205748045,-0.035801154623248614,-0.022750132544394282,-0.03237535097370776
ICAM3,0.04469990277883463,-0.030507411981933807,-0.025219040844542653,-0.008180462924859036,-0.007350496981255655
LAMA4,0.12736194636153064,-0.01430030150966508,0.041043583357965416,0.01958536934601324,-0.0035073303723082835
DLL4,0.07580075724318797,0.026416068857549806,-0.01890175793061574,-0.011603741454789814,0.03658875437341347
SEMA3A,0.09772622338052157,-0.043418618554310374,,-0.03347441675341649,0.01496111606800198
RLN2,,0.02830735609197745,,-0.014467020269730652,
C5,0.050059838993578194,0.002299891775151072,-0.016337259010002714,-0.009925346800193472,0.05215875422355754
C1QA,-0.006780189743894576,-0.06058176936136145,-0.0459659319606391,0.061492672658072775,0.018105853008359502
UTS2B,-0.01651712493204402,0.1312773551064672,-0.03399153789712903,,
COL9A3,0.024520770112653252,-8.74360484759483e-06,-0.0640854327998087,0.07572179338305683,0.06380988965893179
DLK1,,0.0024392947107861073,,,
HGF,0.04480050122814624,-0.01536044130781861,-0.0011533794911957947,0.011313453840516307,0.013181612478079821
P4HB,-0.04162664938501279,-0.009966944179090905,-0.01272295662853269,-0.053170611690493357,-0.008736974846848534
ADCYAP1,0.08206277474122739,0.012751684774854761,-0.03879357582811348,0.041802191125856855,0.022412110760971694
GREM1,0.01868858023138934,-0.011958448512708638,0.04062851777745065,-0.006082568826401735,-0.0024643104576772827
EGF,0.04151937352671975,0.017529686516369183,0.019782710946526224,-0.01768831829538697,-0.018081018632513473
VEGFB,-0.07053239038285664,-0.039992690849625895,-0.017626341626066716,-0.036040174797066026,0.0011550208165109297
FARP2,0.0007136128840863611,-0.001880530968469644,0.0524404883149951,-0.025397899532754786,-0.0033552722267770705
IHH,,,,0.11638321141993237,0.07328190550921822
LAMA2,0.10315799825977755,0.054008196534544334,0.03276568554078536,-0.014981896248015013,-0.00017859403106393993
SERPINC1,,,,,-0.018081020070898374
NRG1,,-0.024196603409114496,-0.028965062652144546,-0.030482759772415498,-0.026977512190529518
SPINK1,,-0.027387073116592223,,-0.039930341671567664,0.020083574706315947
EFEMP2,-0.0018009050978346004,-0.006640769715988396,-0.051900677564015736,-0.044338430375145545,-0.02719165253294885
SELPLG,0.008325233031055847,0.041762115886041826,0.048972041980338235,0.037967195696366036,-0.02668173663314685
GDF6,,-0.015499547524736482,,-0.035154136015128165,-0.0010595508781969531
HLA-E,-0.020447927148258205,-0.05450672375534164,0.049872905249353665,-0.022535861403670195,0.0080561783876983
PTN,0.010961273890433403,-0.0023067648524259135,-0.08555838967711955,0.0482870738534862,0.04160003547210986
CD274,0.02648090026505851,0.007448205943631259,-0.05389133809526321,0.02019601314703133,0.021436774236907628
CD14,0.00313037324901564,-0.11213488521327385,0.017873404435865596,0.06622456805772427,0.015742810532961938
SFTPD,,,0.00512145701239597,0.023076978548060616,-0.01549037212535118
SLIT1,0.06914178660069246,-0.01441686313899798,-0.0801764724890252,0.0038065298682797744,0.021123858638884784
CNTF,-0.021304115176122088,-0.010905735665027541,,,
BST1,-0.01410420610690261,-0.037842688466860626,0.09015838999398616,-0.02253921423402437,0.01903588779807398
AGTRAP,-0.007647379825799997,0.05245966280645716,0.10753161844090567,0.0022806378978704463,0.06518088628968473
LAMC1,0.02111006402456582,-0.06603057475115218,0.02310407151496976,0.008383915145434847,0.03532647570607069
COL6A3,-0.0073143491843381345,-0.053744532877966614,0.03514990934654543,0.026387809315664593,0.004409778809688328
FN1,0.09487654966279079,-0.024249368749199557,-0.0027119379119123275,-0.06962325125627802,-0.031078607664776266
MIF,0.1094468134094643,0.021178671862128517,-0.10612157424917247,-0.00945976404107711,-0.004160759400684029
JAG1,0.05182436440815433,-0.02172607016461647,-0.09119208744391388,0.024542759446434657,0.03194995660102209
NID2,0.07453157807235553,0.001766961983697959,-0.009110216084340072,0.07407318058103401,0.06448925077606216
EFNB1,-0.011242368144778457,-0.04332253006074796,0.01724740562603039,0.004153951821721034,0.04505702781946713
COL4A2,0.035410689939688954,0.007085667796761487,0.060661679552282265,0.0014153594074275144,-0.01797768777366166
SPP1,0.02865401289976301,0.001158968993304311,-0.15206074824518354,-0.023464522087135467,0.026820194521408634
PODXL2,-0.02060866368635134,0.045255420629534034,0.028876482521233402,0.008439410959082629,-0.026129350452932163
FGF9,-0.019477267877780507,0.027963049168691186,,0.03417864698204351,-0.021319023995630258
ITIH2,-0.0189554827798868,-0.014570483854046596,0.06485286319043662,-0.04161902235903576,-0.018928151883258828
ADAM10,0.027541705583923104,-0.00809438368899188,-0.08496016341974952,-0.02447096673956706,0.06675462416165591
CFH,0.020451700130584276,-0.008394118560058297,0.01980271380942891,0.06444451085920236,0.024781009583702267
COL4A5,0.0983303566075741,-0.005120703603133069,-0.009085878170203723,0.07968808733944392,-0.0036754552158135894
LTBP3,-0.025333148772300224,-0.006987672926284725,-0.0022730074478583035,-0.08167846285543372,-0.016064831554590764
GNB3,-0.030373722347946924,-0.027108661902997672,0.01785393986326548,0.018600752618827054,0.025174707132508953
COL6A2,0.09757568826086693,-0.040073468908318664,-0.03145494817319005,-0.02982870247298395,0.006141359964876064
GDF9,-0.020910691867521203,-0.025088308954129515,-0.01837639987880912,0.0020397382091821717,0.023236945027052033
NCAM1,-0.008832750691439385,0.03030975220718293,-0.03274744894779038,0.010917329152565195,-0.017923962956828864
APOC2,0.04149499775492844,-0.02060404010919589,0.008399597561611316,0.05312566259155102,0.0276276716102457
BST2,-0.05462537053664875,-0.022404686119201992,0.10700849140192664,0.02581932430425447,0.06632593326627362
COL5A1,0.1292255558302146,-0.04142945338796218,-0.07096758587989857,-0.03760693411893703,0.0018928835131780104
CALM3,0.06699283070015209,-0.005726495041428674,-0.010202953392706476,-0.0004753184742487654,0.013876697560852467
THBS2,-0.01711333017108949,-0.030499799504514875,-0.07820185152877035,-0.012367943904697445,0.043441017606003954
SERPINE2,-0.03420002627726794,-0.018568484408341808,0.03424491402479417,0.0056702829643993325,0.01023818717487477
EFNB2,0.01495309515444997,0.024931434859856865,0.058131603278247505,0.027740353714552378,0.004778589617579803
PROK1,,-0.02647645303230683,,-0.0144670234791748,-0.019960022774823283
MMP9,0.21837464952059446,-0.0450570542219713,0.09166075004888774,-0.05376673591871033,0.02921620782927092
NPPA,-0.035384954976122776,-0.005306999209262225,0.054481218334103805,0.021016009724066604,0.05992805426567325
C4B,,-0.018604480366811473,,,
NTNG2,0.03478777247846282,0.009485809415520411,-0.06672878542095523,0.027241249760309193,-0.02101367566280554
LAMA1,0.05238150853289632,0.007856414977989022,0.06168652565969136,0.03916610450352609,0.08720595525279702
UCN,-0.025269588555505863,0.009160951604313815,-0.009723838712986092,-0.024854668628732316,0.03477787378101414
ARTN,,0.01296247367025061,0.0012642567306317273,0.005858801410977371,-0.03144735073702486
PDGFD,0.06460202579538286,0.0014696610658822679,0.16844384529587497,-0.0003804457571058573,0.020261180189860697
EDN1,0.022357878972415052,0.020176635751689972,-0.03285174874685622,0.10927527889237895,-0.004003506440135426
ARPC5,-0.014946036096313689,0.03230975901693885,0.06707288998489361,-0.0031308807747145355,0.0012250255789914063
GSTO1,0.020612402857376786,0.04263931826877854,-0.04288240228231013,-0.04628590547332022,0.04991561659783133
PROK2,,,,-0.012570712331884365,8.210367675078383e-06
SYK,0.05394442010673159,-0.014849101948375697,-0.009836272493738451,-0.03184148450293949,0.04539599801462668
ST6GAL1,-0.0823287907704724,-0.038339812574818125,-0.01026155540855981,0.03871688104583818,-0.00038197808755701057
WNT3,0.003292211611651018,0.03225606495447019,0.13656840590231265,-0.05002773955709464,0.07542234973551162
HSP90B1,0.005583960583523887,-0.013344736514328045,-0.01584974593167367,-0.0857383151768225,-0.01457753014658833
ZP3,-0.04087230082037523,0.03926565631606857,-0.04132521588611243,-0.023331746314597026,0.0006001369545400835
NRG2,0.0163235362824477,0.043913933128337315,-0.03134807886381211,0.015255485121848492,-0.011578824894900733
MELTF,0.12413193794760853,0.012795955158424388,-0.00888728561149068,0.008663078778249532,0.04339859809586115
NLGN1,-0.05441018536850098,0.03680290567357091,-0.035429652723261464,0.04520070666053465,0.02530685934762825
SLIT3,0.04885610957576893,-0.013491499742613848,-0.038793544868602876,0.029325354008207124,-0.04214275173464911
CCL8,,0.06511893072823026,-0.026143880015619857,0.030171956331031997,0.16298922961962825
S100A4,0.012878819941804153,0.029169665542347505,0.02241044330914609,-0.02038943251950641,0.012006510230826876
TNFSF13B,-0.01652985629381673,-0.032064513428362536,0.07284648386348364,0.04708260026014191,0.027789942227318024
HSPG2,0.03520732966991629,-0.020628354165439376,0.02363513619047374,-0.0017486108921761635,0.02972918174012874
FAM3C,-0.008312384498708388,-0.003325113670957179,-0.00010552488100042226,0.013454957038078773,0.016693623103450326
FLT3LG,0.04636694053008246,0.03511784508098087,-0.0449412972599994,0.027492410299984546,0.01654907056897031
A2M,-0.01992314928360891,-0.022131890147553106,0.011704296918537093,0.029784934511690408,-0.023260238451584602
VCL,0.10618118912557571,-0.024115632583702726,-0.016674762466715974,-0.03662399703912921,0.041356752708455555
FGF2,-0.04722726136251277,0.007276260289433897,0.058094546839889426,-0.026018848652092162,0.05746927462934867
AGRP,-0.016268721050975158,-0.022056393913026356,-0.003251183583297983,-0.014905256325552979,-0.015499925545905213
CNTN3,,0.021204284287401492,0.03381563715856815,0.08602072037974025,-0.07665873868541816
RNASE2,0.09007658207089596,-0.020920165081731428,0.12734337411357877,0.10042324859957961,-0.017021737169590857
ADM2,,-0.016698956122523454,0.09812381012620482,,
GAL,,-0.026119579620890745,0.014367139766247676,-0.022558552150288947,0.004180397304580676
CXCL6,,,,-0.028728725695589506,0.04797172920917997
PDGFC,-0.030378345011798577,0.03184497599106196,-0.014130968886225398,0.06343887373370871,0.013137386664975855
COL8A2,0.06800427636625003,0.03905516982078242,-0.1064702405180551,-0.03320722080249791,0.03952313151183487
SPON2,0.0253431714553108,0.05202616544767673,0.025714486778147676,0.005860281164620467,0.045834498902235336
LCN2,,0.0012004826501733823,,-0.03150794274520069,0.059910125112413413
SEMA3D,-0.0006611914716867857,-0.025758791816580265,-0.035801121502568624,,
BMP6,,0.03722299830292492,,0.03965810738471927,-0.024487710614581003
TIMP2,-0.08943444484290779,0.023930396429036573,-0.04875792960317519,-0.03298234642559688,0.020855595022763535
EFNA1,0.10605268885482694,-0.004281294184243506,-0.09807330663843293,0.05753013383034761,0.0005629498930383162
S100A12,,0.00768347314881626,,-0.015951195515769734,
TFPI,0.031608422935173394,0.02757498614473937,-0.01532365738008243,0.008073698158236199,0.04040428077453865
GPC3,-0.02299946004991032,-0.016908651517211232,-0.03060376482331867,0.07496646148597416,0.02835884952803117
NMU,-0.02652171963428568,,-0.025118636860286994,0.005806617486323737,0.07055882450687766
SCGB3A2,,,,-0.018053322745781662,-0.02807742768911385
LAMB3,0.03794285989557723,-0.021387474767896604,-0.04860701526447661,0.0043038824752171054,-0.04372676991795624
LGALS9,0.013459206575150637,-0.03194949310851959,0.016094045729319672,0.0725743173134699,-0.060379752706844765
VIM,-0.04265103875903341,-0.030829947674371132,-0.08516843430789875,-0.047973685990056074,0.01285429709563287
PLAU,0.07563936957749987,0.013792074769216204,0.044394718566498334,0.06289697296176736,0.01953941561665348
TGFB3,0.04771049501821874,0.02626268639031418,-0.03136835077148032,0.0289187728683126,0.017556720135675892
APLN,0.06767476910784734,-0.032864463442278447,-0.06725486587326189,0.003913826320678262,0.009117134707800206
SHANK2,0.027982079189382378,-0.029535229416474067,,0.02889177040843791,0.012488909248568719
LTF,,0.03290568578377082,0.08795492372089864,0.04953493545598331,0.07104841622653511
PYY,,,,-0.021079033047428145,-0.022237435333805153
PENK,-0.01676207418287376,0.05484292090631886,,,
CTF1,-0.04461966456778477,-0.05506735899024348,-0.09319951502500733,0.011807674222634573,-0.014256584549190314
COL3A1,0.01393709542924884,0.017728176328187666,0.07537100798981908,0.024764195116053444,-0.007573234004734684
S100A10,0.04382598734026048,0.03520001630636185,-0.18049422771849077,-0.032856874110246195,0.023577473522713912
FGF13,-0.024932112355835142,0.006377337257420459,,-0.005563799129567104,-0.04482655655437742
SEMA4A,0.007944993704156661,-0.001456915833975603,0.014963312786660526,-0.00044563134440133865,-0.028102308876397256
EFNA4,-0.004250206362850414,0.008076745529095866,-0.028180405160131466,0.040720311396692216,0.070810088651577
HSPA8,-0.025400336063514002,0.020914829673959637,0.034391559437974534,0.06654832502606287,0.0038658232604000527
NPB,-0.03613285631672786,0.0878335809087165,0.03809966738873431,-0.05384240229030002,-0.007181343947573227
ULBP1,,-0.019993654588705216,-0.03257766140155404,0.06958074410658503,-0.018937503044107944
SEMA3E,0.029106572294987854,0.053146842318742366,0.06482943719682266,0.019806787189988868,-0.018084206750512595
FGF3,,,,0.06666266054297793,-0.0034664196063234776
ADAM9,0.06369980766030242,0.019684003009808753,-0.013572688509066812,0.03864811631798115,0.002919613310898335
ASIP,0.013320030434624685,-0.01074729344113875,-0.06360840789678371,0.05764053802138163,0.029372819435428535
IBSP,,-0.059755548123677296,0.00929101653291797,0.034933786432059896,-0.013521234316953842
FAT4,0.054395724950777935,-0.02604774175072342,0.02520411498680287,-0.015743899665067698,-0.022787382316716266
MDK,0.022060577346922648,0.0646985919471988,-0.04030003394606458,0.08860937710871464,0.011185120423424637
BMP5,,-0.017624726824425275,,0.06016498966802583,0.027507402945849087
CAMP,,-0.02087450192401729,,-0.031282368152194664,-0.04425673451741223
HSPA1A,0.05020272128707766,0.06913761924469038,-0.024859545663774088,-0.042702600139510126,0.00908850618688121
SOST,,,0.010165029241531462,,
SEMA3F,0.07663893358663859,-0.03426843599832322,-0.01003531824891512,0.06524987895672194,0.053590712911321635
ARF6,0.04694805756344764,-0.008641191449073531,0.0012824615487019354,-0.007513248265724346,0.025119343224820744
IL6,-0.022071976583504734,0.015330616272780496,-0.05285489173847834,-0.0007282375437165196,0.010158419446123597
CALM1,0.040125650655839604,-0.015630351406818208,-0.07920865490648993,0.06415136907683341,-0.036535453694951286
VIP,,-0.018218244315362033,,,
NMB,-0.08404672503990794,0.015466556474992647,0.12285435913180565,0.013438475505135971,-0.03317410740338175
CCL26,-0.02510135068100879,-0.029989544990789888,0.08633379634689131,-0.010079728284134472,-0.04498077167539379
FBLN1,0.04124124288468143,0.014155578881454033,0.07491343467574806,-0.0014648123640011218,-0.003792264744681266
SAA1,0.007841171250706077,-0.04290848616918334,-0.0489162797498568,-0.021536590223487515,-0.0147157347093488
MICB,0.05019626709885436,-0.011427652074989761,0.043112798951575305,-0.028167275764157375,-0.03625514264280823
MMP13,,,-0.028509233173978736,,
F13A1,-0.005999922227942261,-0.045002121302821566,,-0.005055960244133324,0.011468256957349257
CXCL11,-0.051784319242684396,-0.010307656384143066,-0.07722713666008536,,
COL5A2,0.04846469291234194,0.03763330318233143,0.04672950169818105,-0.01336993737414507,0.045121352705529194
EFNA5,0.024246366416248666,0.030321903293312424,-0.037958858432109895,-0.034454219670276794,-0.020292819202475817
AREG,,-0.026759231802569075,,0.04756409347083624,-0.013412279867566887
EDIL3,0.018239968209392197,0.0021414601077383816,0.032552918859287454,-0.013296100164453858,0.02487027653318862
CD86,0.023733035232866496,-0.0008062193839607807,-0.06177718625869616,-0.008251276399321062,-0.01917315554681008
AHSG,,,,,0.0026303286572930307
WNT9B,,-0.010586571397531299,,,
HRAS,-0.012786794902790688,0.051023070237891134,-0.03699911485011629,-0.04991904030665816,0.07565210872445803
C1QTNF5,0.09566892375176493,,-0.02455287604469195,-0.0401202233269741,-0.039052682783680605
RLN1,-0.016762075575096142,,,-0.01615276964188646,-0.020936424600823518
COL4A1,0.07716452083897923,0.01118279587113822,0.010313971661177488,0.02266955823317466,-0.008395434777507624
CCL3,0.14614604595180897,0.05863514071980359,-0.013288431313484268,0.02453050308369134,0.0131109331118042
BGN,0.04042950074295768,-0.009822834504645403,0.017246687320776284,-0.023139648840645927,-0.008725803785966608
RETN,,-0.01306249198676807,-0.035801129422722865,0.05529295114734253,0.016629583498956498
S100A9,0.07831631622563373,-0.03561714616267215,-0.12138212554695353,0.023947444841822617,-0.013998275399281206
HCRT,-0.0167565300228308,0.018005176603238957,0.03964836351838348,0.004820912059365234,0.03341575951330532
FADD,0.05112012944525929,0.007642194118771675,0.03885211679377789,0.014984125304256378,0.010137322355732456
ACTR2,-0.06781636479642539,-0.03981039575911442,-0.004345793844420419,-0.03394199309310913,0.006581495333884597
BMP2,0.03746954191484264,0.00907987826399407,-0.03865877114752058,0.05018446151272711,0.04589885407166929
PDYN,,-0.015168722167262155,,0.029024381669321923,-0.021688538499630008
CD55,0.09351335132246542,-0.00893720648145571,0.004405586277326475,0.03776019440979605,0.05777541729249463
OSTN,,-0.008623665107359384,,,
PDX1,,,,-0.02432057895656401,0.022377506765692574
CD6,0.04206984517521922,-0.0216406403772226,0.060578421101960614,-0.018937601453194782,
IL16,0.06481242972605411,0.030596180549494607,-0.01112799188361319,0.03427657762293671,0.029546415103498473
LAMA5,0.018824637134432803,-0.018595982721250945,-0.031050953735379066,-0.0029810758613577305,-0.014376937424113069
RGMB,0.05248450290401213,-0.017903226654234477,-0.014812094430032008,0.005121698059801938,-0.0604882634942423
INSL5,-0.016268721050975158,-0.0015649349603315832,0.026029483030320672,,
IL12A,0.13023318492167427,0.0772275106040142,-0.059183071113394214,0.006542448373175931,0.056650144414550595
S100A8,0.08219667580947496,-0.05181143718699546,-0.10484625470415114,0.04491934086377254,0.006673267811587428
TAC3,,-0.02254667839611418,,0.08806480008323636,-0.011908871621999368
TAC4,,-0.005952944424648247,-0.053253851348648844,,
MFAP5,0.04927429931830918,,-0.04189931113807555,-0.007457894231019423,-0.020293281640261247
CXCL16,0.013422241978114239,0.038093808907408606,-0.041031971264630866,0.039669386807867336,0.0015016215390257692
AGRN,0.02904527466945905,-0.023828583888335884,0.13434282895864363,0.03408666272989198,-0.01101201217645128
COL4A6,0.05879964853371589,-0.014450457687826978,0.017863929094351538,-0.019712791028358878,0.05332101626784561
FST,,0.05329531704940742,0.0361461557580911,0.008152346488348328,0.005395016719957392
MEGF10,0.050101931430367744,0.04493908074144549,0.032970651928766755,0.05309595567160986,0.021493384617155716
C1QB,0.0027609417961758876,-0.026553482873720148,0.016886271655222197,0.06678648432642176,0.004216661682123107
HLA-B,-0.06553670295221165,-0.03066648230056328,0.027002364910666356,0.01078861945613742,0.015539745158378014
PDGFA,0.014471224125286683,0.02438076672766451,-0.006515122738430316,-0.01076074055236214,-0.05424643171492707
LAMA3,,-0.020261405201839524,-0.04348371239383227,,-0.016482681562985133
DKK1,-0.016762079751765375,,-0.01702335921127255,-0.011905684644772742,0.0547873649828643
INHBA,-0.02091067945837025,-0.02350130435530133,0.058798396065328946,-0.057862870983121914,0.022919009163264375
IL7,-0.024932109926701786,0.015080750265456784,-0.054219190634114275,0.045140581496507376,-0.03144734682942122
FABP5,-0.020000709161603153,-0.012336414093117361,-0.12266258857387044,0.03650303653232501,0.06454662588032957
CCL4,0.06126732417998911,0.03466626556997807,-0.03581007092098454,0.08885611586527364,-0.0016738100563752616
FBN1,0.06787628293764728,-0.005860256683107261,0.07648951661129144,0.021416465850945064,-0.054341297241179046
TCTN1,-0.006182705992537533,0.046460771896653964,0.06689758772553103,0.05223592368605407,0.07796217386654786
NCR3LG1,-0.019896415870733795,,,-0.008521618186150874,-0.024817737771026447
BMP7,-0.06779687777811218,-0.01122503020411124,-0.08654536443323288,0.02515953263253306,-0.022463751180967335
NLGN2,-0.0269564429455745,-0.04131266881054701,0.07524957989933405,0.006888940028358236,0.010750883324049271
CCL25,-0.016268718903219348,-0.018022353483997146,,-0.004268151782732239,-0.03546377917422043
NPNT,0.029619368950698003,0.045609363594508186,-0.018465574556026314,0.011165461066437555,0.0067363322384629285
KITLG,-0.028917873923502025,-0.025489677513659787,0.0778303716306516,-0.003530536967781881,0.01705916696209207
MADCAM1,-0.016762079751765375,0.035017493901951885,-0.01799106186630115,-0.019450585272576044,-0.01935250772547893
F12,0.01989147033147444,-0.0181645859963251,-0.023394024359874206,-0.025272210535741656,0.015459927149632105
S100B,0.015737705433139185,0.023798966470420756,0.12656104881987792,0.11917473275110667,0.007268290020727365
IL27,,0.003538108674185902,,,-0.005242229383657031
CD99,0.028783248057865276,0.05310488064439519,-0.03575097810526492,0.02480699773610132,0.07130671090288718
PDGFB,0.06172681486588721,-0.0184037952611409,0.023147631179610998,-0.017294056347918668,0.052355170859302066
CLEC2D,0.0675588316579852,0.05179895913283085,-0.08630091802647408,0.06924721465575841,-0.01738275220721624
F8,0.06495999961605513,0.01925038892270858,-0.03939049595219662,0.013648852523819408,-0.01827614679563174
C3,-0.03039577376345779,0.011812345711755351,0.002071235735269498,-0.05241927506538637,0.03075625211416946
DLK2,,-0.016272189055170062,-0.032577618434561806,-0.01647890853723656,0.006863259378202077
TSLP,-0.01651712583949131,-0.03781249235569246,,0.04672455932423939,-0.023418190494424722
OSM,-0.015760859444172316,-0.020357451022570992,0.08367761916295624,0.000704259617659537,-0.03358143331061255
PRND,0.010876844713560967,,0.00535781106619498,,
SLPI,0.10811043735411335,-0.022625038395940072,0.015475180964998525,-0.037451750571267185,-0.014401872262999488
AFDN,0.07257366965095181,0.05267628543390756,-0.0069664626720726,-0.018904973397856236,-0.03307198870788245
KISS1,,-0.01701262007615844,,0.016148554830603123,-0.018513869880153088
ULBP2,-0.0007969750056199215,0.014793223903832683,-0.05642686996117042,0.003879744176682373,0.08235840498470783
ICAM4,,-0.010586570320830449,0.02779073972622365,,0.009558119978107925
ANGPTL1,0.022202968871876214,-0.01707611162301558,-0.004274915993235023,-0.026332475927858378,-0.03144734229156076
LTBP1,0.06497190309646513,-0.002438015296623437,-0.09414895902677219,-0.03943559012423544,0.0035608496512233687
NTN4,0.022379936359175366,-0.024413952869714615,-0.02244839833961285,0.059395787544276255,0.059257886071016744
APP,-0.04335341152284021,0.03370117682505456,0.053629314077566895,0.007566434413924778,-0.005037891398615158
RIMS2,-0.016762076271207467,0.04327196408143728,,0.03854776560716133,0.006023541465456627
WNT7A,-0.01724216512278489,-0.02066636199130429,0.0628365433491183,-0.03007887300099915,-0.013879961818049706
GAST,,,,,0.09173619612398055
GPI,-0.05473963832533035,-0.020329501648575762,-0.030417753432753526,-0.12106945440589113,-0.02547079369610916
IL1B,-0.020910687812240685,-0.007322556061486548,0.012414573011765597,0.008877956253147273,-0.006217665670813547
SFTPA2,,,,0.09403072966450261,0.13458769265513945
HAS2,0.11394767777278095,0.019769237345465523,-0.017627799601422876,-0.0010531968675451615,0.005980549928716299
IL11,,-0.02043820502855625,0.20496282389523252,0.027628209242420668,0.07455986873748541
SEMA4B,-0.02998591234120877,-0.0042540985004096525,-0.0008419430536234585,0.03490112712326213,-0.021715295089148372
FGF12,-0.04109128771561792,0.05697824393150919,0.07326952830081027,0.01835636756096391,-0.00022638166756966895
CP,0.0651457812184575,0.024110226119961848,0.039957388012473595,0.016467817334413482,0.08310576502734053
NLGN3,0.010080859938024154,0.04359025148902736,0.08586410131675877,0.02484460222711343,-0.023521743486914104
GZMB,0.06719759953448444,0.09350160873446348,,0.05342083543126784,0.04849484569510199
PROC,0.029100662638652137,0.009508559474575877,-0.07301454848219328,-0.002882668085257983,-0.01955695025096597
