,UKF255,UKF259,UKF313,ZH8811Abulk
BMP1,0.02866129428497719,-0.01535439586905523,-0.047129067358032226,0.023029132855119518
NDP,0.00609767599703276,0.009712688551450204,-0.04884425659779524,0.018635138997658993
RTN4,0.023370998000670648,-0.040190822555699536,0.00839036602133327,0.08481954219292845
HEBP1,-0.06482400227616672,0.012422481728083374,0.006516260215196538,0.02212057098302115
WNT7B,0.016423629943912846,-0.020694494965122327,-0.024892523298768357,-0.02810313702305997
PTMA,-0.02350504379075368,0.00980801888951797,0.11865059456965192,-0.057351865896428995
CEACAM1,,0.06620144350836112,,-0.02203426247100682
PDAP1,-0.016602871998807243,-0.01270992239605755,0.024169926709758063,0.012785148704711194
QDPR,0.026404711968567265,0.04384693703627987,0.08967082645682903,-0.022551579123587885
POMC,,0.018359546956248772,-0.03693650559243155,-0.035279596397075695
CCL18,,,0.08767657795949156,0.0063202828649878695
CCL17,,0.006658577606270456,,-0.015632242734897512
VEGFD,,-0.015431028954580383,0.039406267060366755,
TNFSF13,,0.2026110532599169,,-0.02999592580938676
WNT5A,0.07393125937268147,0.01845473344273634,0.012903369394057743,0.002535638949716081
CXCL8,-0.01328745526143776,-0.006290703257711081,0.053038968461622676,0.011818373099166165
GRN,0.04753846905763629,-0.0058442465682899975,-0.038642393436897085,0.032431825726712014
MIA,-0.043383093826068454,-0.006098478058942743,-0.021970201403271637,-0.07481495860170116
COL4A4,-0.016821836813284526,-0.02494038697113438,,-0.0180480677197569
TAC1,0.0328116183687653,0.02720326051477305,,
RARRES2,0.07642228823852211,-0.002107462594362508,0.01314028311780981,0.00019220906876499206
FGF7,-0.01185433376808718,0.06302274863451313,0.014373329199416075,-0.015701052407816746
HBEGF,-0.010398315504355061,0.01663711080916459,0.026413180723173748,0.024700560638521815
CSF3,-0.023107241087550346,-0.016508633744852754,0.016158113331890985,-0.0132930035840423
PI3,-0.0343934541478697,-0.007261207095117998,,0.08498997381135136
PCSK1N,0.0592994780315404,0.03093154006964821,-0.008477387697286048,-0.03719905972207458
NTS,,,,-0.03646839504401839
SFRP1,,-0.012085129865379282,0.011048873214455043,0.06595564112070883
CXCL13,0.10588252793828984,,0.056846238105910496,-0.009611767751453752
MICA,0.052459627094660156,-0.00023645896342870318,0.0349078141802531,-0.060752296604281754
TG,,-0.013041769823152723,-0.016111609784202972,-0.02077134231000415
ADA,-0.020888691032775252,-0.024598181049203444,0.03875561458852334,0.03729642280683667
LAMC3,0.07814416793408627,0.09717992078114683,-0.006915780184069685,0.039245220909121185
CCL7,,-0.00942917874492157,,0.013323830902106974
NGF,,-0.008045168491370039,0.04978056654018111,-0.027058767910158425
TNFSF15,,-0.010499851707695006,-0.007501893870179476,0.07344627006284676
HMGB1,-0.0006927139538336787,-0.023495575067653558,0.09489269923894207,0.07438990362647337
