,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.035776825965075414,,,,,,,,,,,-0.034109544636741373,,,,
BMP1,0.035861274481375896,0.015991871972292175,0.003728756343202569,0.06746735999985173,0.04294552414791422,-0.02390158973721581,0.03491723360130911,0.02965107062274005,-0.002200444669314442,-0.030661777787154818,0.008354481842982849,-0.0584485586661208,0.06981795931195954,0.00015586514924626383,0.12020267097751533,-0.0014051567162032153,0.07676108731363951,-0.09029511299270546,-0.08694089538198686,-0.002105570447452642,-0.08581628367689191,-0.0017297951784836956,0.006658539732462995,0.040101273078712064
NDP,0.010549882193572963,-0.006983582804880135,0.021415384433166,-0.012015213966814382,0.03332345400659549,-0.006531477052967794,0.02339434724220255,-0.032038681240118015,-0.02029569782087977,0.07048429352920353,-0.030616561723568598,-0.0059808440255223385,0.06512641792879753,0.0029417416348127613,0.003137985880541124,0.04185482549715833,0.11118332057366904,0.05275795820812402,0.06882286426414429,-0.032877842331742034,0.01015410447146474,0.011454357249643377,0.024236805464263822,0.05197001309058672
TNFSF18,0.04205454469725002,0.008988400906582483,0.018550224470518708,-0.016541630910387933,,,,-0.04654600412506736,0.010561701712566469,-0.027897451901587052,,,,-0.034514432144017324,,-0.008115097215171388,,,,-0.03445409109960907,,0.16386771444328752,-0.048405884582947464,
IL36G,,,,,,,,,,,,,-0.0004929241264697153,,,,,,,,,,,
RTN4,-0.0498572783103774,-0.012470392704337658,0.02155539498176861,0.031140197899924484,-0.03517068853106003,0.03699596491282927,-0.009119870945945359,-0.05046931871679542,0.008851438967017853,0.023788867769451556,0.038114860822482076,0.11292190175795952,-0.009118215262176616,0.04130611034700454,0.015826379946899952,-0.06442724185997842,-0.05618486313070045,0.09215506942600313,-0.0135319599369522,0.04794079990709239,0.10713629839672231,0.034113621824280134,0.1184220288303761,-0.01430312056740757
HEBP1,0.033101139972200454,-0.014438840163672258,0.03560289982485257,-0.06598347336806744,-0.028554099108621993,-0.06234244739428943,-0.015080032962707659,0.06665695965205558,0.003227149827346156,0.02842216670190514,0.030377433464188995,0.0035597871805642745,0.008920097348326156,-0.010567722687765407,-0.032391572082984536,9.07526104553475e-05,-0.04035638943766733,0.08755129500486927,0.09769091914067445,-0.060703014122863413,0.033089241013171386,0.06321862139261072,0.0033681577471205266,0.09320330327295705
WNT7B,0.1110442754903082,-0.012599876051169927,-0.0548774759118662,-0.011647807082953055,-0.0004363321353903824,-0.029104557288123,0.05941076300493346,0.010172268616287212,0.13574371399239368,-0.03307603583992,0.05280658044316235,,-0.05540118741772666,-0.037997020995267444,0.0005836001935490108,,-0.06708539756115589,-0.04746250669218068,0.004299723274981271,-0.017691627228217325,0.017006630768552317,-0.05846200438782614,0.12560443723966372,0.020303219919444705
PTMA,-0.010238650661094847,-0.022005606777412052,0.042339246318400345,0.07662419876592166,0.08055868909410817,0.052958906059722304,-0.07669825839982791,0.07036045964623609,0.02455791374655648,0.023918541367324055,-0.013025623723426534,-0.11033490680244543,0.009817644767246742,0.035719503285925054,0.03233751893896917,0.05151046873354678,-0.09419046717897253,0.01020371153042703,-0.010592865568246216,-0.010909870325475942,0.06507414077891661,-0.0663089034029653,-0.04602571967275099,0.05088749804818572
FASLG,-0.035696003894457276,,,,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.04818570860247609,,0.03989337481855577,4.136770559707594e-05,,-0.019843194573836098,0.07774011431922528,,-0.00955770596663439,0.04223071102344909,,,,,0.03522926415419968,-0.005280956906690823,0.08071980558894222,0.07131423238064438,0.005117903903857358,0.01363256680427775,-0.00895510498805521,,,
PDAP1,-0.003842266460484863,-0.06247269329393213,0.04961731958951811,-0.0017802027559393778,-0.07989307853215148,-0.021781121702843364,0.03299407612448436,0.02753142527956379,0.047103325969469215,0.00831136045402581,0.007406761779506284,0.021332179880506247,0.04133797901439055,0.0160858750971111,0.04459533860997538,0.04071589060359287,0.06460620551171135,-0.02006952449205557,-0.037424804913083996,0.06454038104267629,0.048281160460587016,0.09852055701389545,-0.00896106039476947,0.02629052524666702
QDPR,-0.01100699221553001,0.11120057398684012,0.045683687258131093,0.027692502319006045,0.03583932107956256,0.02289884359277983,0.06998883404927109,-0.0467550347968452,-0.06694320167236682,0.04631979050630724,-0.008402021007330859,-0.0491604813463362,-0.022646211153626413,-0.10924960299101001,-0.05270315384902605,-0.027880418563252927,-0.11422452907628997,0.11078603623423568,0.08894912441185886,-0.003479500748589243,-0.040747438557945104,-0.01639797364406437,0.050040592738006075,0.09553606665877208
POMC,0.05353498761680332,0.08017722714579385,0.009360968076528864,0.017128657964413405,,0.020992958980628234,0.04444689707278918,0.022774991645594978,0.025231605932501792,0.0047484161142228734,0.005878644871434195,-0.04586029159324037,-0.06443710042159208,-0.006419037029804164,0.028362227097908203,0.05598715752130096,-0.06361416456098853,0.04188607897165345,0.006121586468568966,0.044310904237825306,-0.027901193233828028,,0.03781767366240835,-0.033539676946333224
CCL18,,-0.025940452912002945,-0.03729547614318295,,,,,,,,,-0.015807872394838877,,,-0.044987877371686906,,-0.06723168009126693,-0.0931119121545843,-0.025702457372666538,,-0.0220619554461121,,,
CCL17,,,,,,-0.010529378185916696,,,,0.08829768557872725,-0.01655412881204249,,0.007892135422422624,,,,,-0.06164881139907967,-0.03733000485104435,-0.031145000412400706,,,,
VEGFD,,0.00533160139519243,-0.003363324259196897,-0.021984483596867787,,0.0034891662313015132,0.05704069878838289,,-0.018099576807112383,0.04960218236647651,0.021106759282787213,0.07642133496507153,0.07222215505933598,,0.02118039286638177,-0.0161836026740502,,,0.025167484358632582,-0.03164489924506679,,,,
TNFSF13,,,0.10444245102834325,,,-0.01928737465141366,,0.058256886527454296,,,,,,,,,,0.01773415073269098,0.024337603093028796,-0.04261722795643767,0.02632039123446984,,0.025032285481464817,
WNT5A,-0.044416045136658554,-0.033521725297471605,0.0052215310755887095,-0.008155071256019041,-0.0022384228206904807,-0.028972471192002042,0.10582111451917886,0.08201858759123844,-0.021877332479852,-0.010640872321992992,-0.0024594805349765006,0.08443368009632195,-0.00030726972263067377,0.003921124412994631,0.06146809821148865,0.04746197377789921,0.07477382940509844,0.0273592803874821,0.1161508272314097,-0.026407288378371186,-0.03503797367075282,-0.05981010424050117,-0.025980165260057874,0.045904421858998526
CXCL8,,-0.11951921560805617,-0.04209812146237079,-0.008849293983072066,-0.10528308891363655,-0.02729862878888148,-0.10950605699567324,0.03752227202974985,0.05238354362442545,-0.06901788759374215,-0.04162315465942395,-0.03559517007932259,-0.05940477768052734,,-0.08477025267115428,0.02649295268831563,-0.11258119401406855,-0.1193252483620437,-0.2221728960637954,0.05780796976405865,-0.13337320636173097,0.018495975773965216,-0.09515897866890513,-0.06129439142603865
GRN,-0.061058172304808006,-0.10281652187690211,-0.03685949333061866,-0.04969219094185572,0.012718159444744708,-0.022037509647915142,-0.025682642861942547,0.0604286982307635,-0.06400083049548329,0.026803203014297432,-0.009837323061284708,-0.11137415568871208,-0.050015177939471835,-0.011501186624375636,0.06096516064897029,0.09516221427460435,-0.009347417468914215,-0.0037935643608040144,0.009696068811476902,0.047963304343659266,-0.0978983622177049,0.039208336776581615,0.045836148217588385,-0.002331723544817196
MIA,-0.02287970921887895,0.12034246369750588,-0.009461029033977587,0.043245134897110696,-0.05048335289730868,0.04782618685420121,0.0048332485609299414,0.013088101298524587,-0.019647717512764225,-0.005827015727762665,-0.005688941825189525,,0.03356224568281315,-0.023843760227342227,0.007426899856906693,0.10612877919942036,-0.019916708987185037,0.09680084631968187,0.14394062051549933,0.02172036332275746,-0.10257953604598165,,-0.03620826863914901,
COL4A4,0.0767942915235898,-0.013896413711449087,0.016486957184346753,-0.001418979966185569,0.031500593762922684,0.02288924896195092,0.06154960094262995,0.03939069175647502,-0.011848076262147842,0.0032409465590419084,-0.02768596416404568,,0.0016051034512159132,,,-0.012991423610501462,0.004903049971083718,0.09549796286686843,0.011238409190319003,-0.007226728501964765,0.02065546194081299,,0.009801601563129375,
TAC1,0.02748658462293294,0.10994075428638325,0.06435584063262077,0.025442982949721245,0.04710110101774737,0.0688955485561363,0.058156617158832,-0.02986306263869628,0.09459516366496092,0.02789659053404709,0.054245558521811475,0.04969395189659129,0.00503278164271115,,,,,,,,0.06333965367340907,0.006617865457951134,0.10136909455169373,0.03201860209355738
RARRES2,0.029521806791989298,0.029213815708018027,0.09486025161460555,-0.006788040361031494,0.0012794644499489734,-0.0187475806185014,-0.0883557775008297,0.06590829914077402,-0.004949406685481343,0.07764635009174915,-0.04028896600725339,-0.018647502474449233,0.05548860604570365,-0.059298192079910376,0.13731215780545633,-0.07894525400836998,-0.019325447443431662,-0.1085216314817081,-0.0542840458744986,0.014691960246956525,-0.006907807682050874,0.03946987225038345,-0.055237389911165474,0.1172078508516111
FGF7,0.0024842660343600918,0.0033116931829126187,,-0.009366194664998145,0.016610906769407803,0.021308207328859324,0.006721458674361191,0.0545509799991373,0.038670914686308025,-0.0036708860156687943,-0.005415067036332671,-0.06511831860091853,0.03872008344288863,-0.01594066874628316,-0.03267956812450441,-0.044470068024251165,0.06182717998588667,0.10900574216492989,0.04158220581979124,-0.003788933192159667,0.036703106539489674,-0.07740442661462907,-0.002317239296636708,0.07661070286772963
EFNA2,,,,,,,,,,,,,,,,,,,0.03863266582744037,,,,,
HBEGF,0.1424320797942705,-0.05004976720489706,-0.05742826008344747,0.00044843969763807716,0.02717869140785276,0.021118489033053058,-0.02171656939070493,0.05968010494749903,-0.012377211878917433,-0.08755899041919528,0.07384267067458906,-0.0220082705344101,-0.037287007853756764,0.013033984417103746,-0.06034556935726167,-0.011856967404943339,0.03756823716827333,0.1061514523512227,-0.005897904184516038,0.06954425357241233,-0.012160017873098209,-0.008874859058511266,-0.13416868259641418,-0.09076416897747581
CSF3,,0.048880424773074346,,,-0.05519728551040343,-0.022379067695334435,-0.09538186973156897,,-0.0372995414393518,,,,,,,,,-0.11311871227497587,-0.1278588686995444,,-0.025941057546568686,0.010367779286661766,-0.07351793128109524,
PI3,,-0.04014380071854205,0.0344070171850291,,-0.0009274694285126043,-0.047206161600076554,-0.025739439801726712,,-0.04199977596137021,,,,,,0.009869530216937306,,,-0.17147116509170854,-0.18359309425869685,-0.02395718317484476,-0.12163710657336414,,-0.06275077713468767,
PCSK1N,0.04403646023902318,0.08425939717378467,0.1033216354376992,-0.04796709454879441,0.05865394413995184,-0.011378478082239508,0.028363369927305877,-0.04575546064359572,0.07002765403713529,0.011127859777583212,0.03504897565269042,0.11676138427751691,0.023138708823842516,0.0152655811225009,0.0402757379908506,-0.0157052048721477,0.08415665312769624,0.07738001397907225,0.07014814948814645,0.02355151658806922,0.11398416534544721,0.06128627649103327,0.12376746116648357,0.05909522611240151
NTS,,,,,,,0.006981580807347054,-0.0524305236256258,0.027624320165445235,0.06478421899918006,0.03607051986867494,-0.04987366680419821,,,,,,0.037546153529684774,0.044338505568884294,,0.15654217704751544,,,
SFRP1,-0.0010355204038856479,0.11468169371462339,0.04419483669654699,0.02469620856291823,,-0.0002635194235491512,0.06930725809590495,0.03515140359515183,-0.019916848740349238,0.02624784014440029,0.02765068416330761,0.004966113186682432,-0.0019279428758182055,0.02787891807652321,0.0006970811466247677,0.041842946239925016,-0.018679460673455023,0.08053046736854193,0.06401544036842538,-0.04069499249967122,0.10711947953234079,-0.0525647685923049,0.08356641618585761,-0.03830547287709043
