,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-0.0256707263915102,-0.007510695036918725,-0.04853477892144437,0.027496413950694642,0.05659599510666655,-0.048512986338836064,0.07308352035393306
RARRES2,0.020396779228732904,0.03665252725673938,0.07267441305336472,0.006865149156800489,-0.009905229989190722,0.06512357817665158,-0.2126376291390498
SEMA4A,0.03739380335053852,0.011128263429825954,-0.026536611869709178,-0.04915675972246128,0.0706561807158288,-0.02788145063059774,0.1370157084085999
GDF11,-0.026595773547007307,0.013298216992176874,-0.04261304739276717,-0.03190665521861048,-0.024599489892099046,-0.0115324248348362,0.09873439268732256
GPC3,,-0.03330214542895858,-0.010640571296083047,0.05418566610295632,0.027291144368828766,-0.03175168897967484,0.014770180792958507
OSTN,,,,-0.022782642128918153,,,-0.0018434333137630485
GRN,0.05578617065991476,-0.07378428089739698,0.006868424952229772,0.024763947299463247,-0.017803426145013776,-0.053520618167293955,0.12976200291865458
CALM1,-0.006732344109199356,0.03761432492811791,0.005686858661811749,0.019648778948882246,0.10605973712368053,0.032684052679808104,0.16394771681159637
ANGPTL4,-0.04759509434829065,0.03116669655584975,0.07790351854110765,-0.06326354327358334,-0.028753745179583998,-0.048594630964185655,-0.20063716170724147
BMP8B,-0.06083962266665194,0.04371989285604801,-0.03394248206580344,0.06173727800546314,-0.0005147655463716451,-0.03550810761210532,0.00583437506405531
TNFSF4,0.1287632968257184,0.014908722712026885,0.047182730840764964,-0.02469063931210874,0.08052791368012883,-0.03184086679045429,0.03502087169364443
RBP4,-0.034425307234502336,0.010641845747610158,-0.01865097896959824,-0.030658370773974018,0.08498449047151595,-0.0125092022387958,0.11044063857393753
DKK3,-0.015067585665311538,0.09646709502348155,-0.06236479134735117,0.00380238814216921,-0.06802266906918687,-0.01674699379869437,0.1682892933840419
COL11A1,-0.11824515119669295,0.07644818053016754,0.08182487497517264,-0.007930315588332557,0.05571375583954464,-0.004512438829799033,0.02224353219095677
COL5A1,-0.003553932537523143,0.009902169560502888,0.012728134616537885,0.05770538779739804,0.02543093672441388,-0.06772580362929653,-0.12563578864454814
KISS1,-0.042692024139414926,0.005250995508321319,-0.017915272090045953,,0.0428842536732479,,
MEGF10,-0.06376802585828908,0.05110268476514521,-0.018489221389270737,0.041131029441954445,-0.015216756414576586,-0.0033481748868483263,0.09764207322464949
CEACAM1,0.00110672181896367,-0.023177928070172167,-0.017496418744524022,-0.0036972251728715766,-0.007743004959435414,-0.02143238484483856,
EFEMP2,-0.06382626415312408,0.014580848270720561,0.057701574999973575,0.027809688887969725,-0.016960622059882358,-0.002825590192248243,-0.1284351040392086
IGF1,-0.024190312915047748,0.006171018118546852,-0.003009517674166497,0.007591583436958142,0.05059139439722582,0.05238963679338394,0.08683691722025069
COL6A3,-0.010294231518186576,-0.025594851308536712,0.003755999920745218,-0.01615117278678193,0.0211424081866983,-0.07014517534189649,0.007328448443827054
RLN2,0.02797344129313041,0.07648020171246094,,0.06932480289577768,0.0381490337472821,-0.019306224886259084,0.0479775720226584
WIF1,,,,,-0.03722681862504139,,-0.09310597094946332
IL13,-0.039755667306530594,,,,,,
PLAU,0.056518797160063305,-0.007611083573580628,-0.008413886933550937,0.06511050626736434,0.09347185468434088,-0.05071294441003386,0.009508710568302606
CXCL12,0.028491866070912523,0.014030973022977879,-0.018674030294569315,-0.004372988066934304,0.06321137793611964,0.005288796562879236,0.059426242239018795
MMP9,-0.04543316560953944,0.06584479214281391,0.036775535933158,-0.02516549143025871,-0.043509301599075616,-0.03890476796539658,0.04885026656926913
TNFSF14,0.13071237966609844,0.01163831131451441,-0.029775719181050868,0.0019297762460046843,-0.011543875154999366,-0.036946127980208895,-0.03789856351222415
HBEGF,-0.03682001900386679,-0.011162487158174533,0.04023498943736472,0.002124969715890833,-0.05066008908847205,0.06773408274846299,-0.05425726475538746
NUCB2,0.13561492601272654,-0.04515227036723642,0.005231099228172201,-0.003527683837173927,0.02938027521769677,-0.043523476054482285,-0.07370654151965872
VCAN,-0.011164854210686985,-0.062765791472779,-0.05545490928934419,-0.04243490948916613,0.088533374716126,0.001338642862677908,-0.07013150207606833
VEGFC,0.05154922555339203,-0.031716947973168104,0.0450566092792127,-0.01949267821164682,-0.009604778578536552,-0.023688074729684157,-0.05810438264708631
LMAN1,0.0875259660197364,0.020835335365638415,-0.0174527731604423,-0.027724412137289656,0.011999705798545238,-0.03519842804694416,-0.177503802085654
IRAK4,-0.02172682589102529,0.04337688224338871,-0.022962274742945876,-0.010894914127504199,0.057033680094263295,-0.00785177660395733,-0.009280034816093742
MICB,-0.03187187758907875,-0.030952028397653594,0.04764862779735559,0.037466722640789145,0.016034527913220898,-0.06412859885572036,-0.03218122110580902
COL1A2,-0.046347440872301596,0.012806472302390482,-0.07458107782728184,-0.017154319781291297,0.031887833731295855,-0.03558827985891686,0.0343523613812626
ICOSLG,-0.014570620571152134,-0.02332227939881611,0.01031644744054644,0.08103082796026223,0.023798197998072514,-0.030984433436065686,0.02464883713485196
GNAS,0.03780117024316488,-0.01998452467062747,-0.08305695161533252,0.07947192209110134,0.03809891884324095,0.019536850827944943,0.2168686265628941
C4B,-0.015103804893701606,,,-0.02607038466927695,-0.020195379277034194,-0.017558861176468984,
COL2A1,,0.0043399418987654145,0.07822774648509119,,0.04769854351951631,-0.022749885213500583,-0.0064753314600983405
GSTM2,-0.07475394482154266,0.06784649400996409,-0.03743999848837007,0.03767266607586402,0.007147317521157432,-0.018705679996176824,-0.009536064143811205
NLGN1,0.012512184917129436,0.039696979663237666,-0.08439472890422746,-0.010057671852523093,0.04680902647816054,0.057546079002195466,0.034440093730549806
SCGB3A2,,-0.022300325775182473,0.07975250172139031,,0.013108452806648614,-0.025638108677555317,0.023081305523901263
LEFTY2,0.04899228548507829,0.02123703165066296,-0.019120563651287465,-0.0031697287672810557,-0.04533778182682937,-0.016644860516564365,0.012911398130899487
ACE,0.024631324998568977,-0.02345050439619455,-0.0825400279969925,-0.021793697891413513,0.04914262072755428,-0.033580229738552694,0.1550056502632218
RPH3A,-0.0832749760701788,-0.006660880284248485,0.014944957485423562,-0.04970026127978296,0.029214992267335177,-0.014168485960590132,0.07259797009801279
NCAM1,-0.03342815778472872,-0.027178278743783015,-0.078270911385294,0.012664346979718005,0.04824198052318796,0.07512154038509943,0.08175320633637437
EFNB2,-0.02632795449020328,0.02819827162080409,0.04478861226253109,-0.013954728329309551,0.039476888719588286,-0.029536410049608258,-0.04947902659298481
ICAM5,,-0.04392012116134869,0.010594620158390773,,0.0716299567033535,-0.008437765479873108,0.0876314469642863
CCL5,-0.07325419827342307,-0.002764377384580332,-0.022141932943903504,0.0019287391441625268,-0.04603740265672996,0.005921854537249276,-0.021762137738097136
PSPN,-0.014520668651882696,-0.04284756545296675,-0.03876200001788864,0.06295417778847559,0.050869536722136094,0.0150806401745821,0.022873072978420995
PENK,,,,-0.028732697023344043,0.0540567171171236,-0.01930622704524682,0.09700738238985558
EGF,0.028016683197548558,0.017012463350539412,-0.017496415960766756,-0.03877684846322609,-0.004760963098319803,0.01739926655145776,0.08179277249298242
SERPINC1,,,-0.017496417352645222,,-0.034685914145816676,,
UTS2B,,,,,,-0.020570744488200614,
F10,,,-0.024330990198123802,0.10544845513653232,-0.041918990865234526,0.07751321436944539,-0.005558854923170964
FN1,-0.04916915045247197,0.005407319650068952,0.00981177479918934,-0.010453695664639289,-0.034666973945077284,-0.050964258640156454,-0.09725759617045072
FGF2,0.024945359783549472,0.06370334528436021,-0.00903117464869398,-0.030358707222495587,-0.012771819467618644,0.0325197469270986,-0.020442483063603013
GDF9,-0.03914578566629418,0.04636543379547786,0.07693903063200244,-0.034462419288233334,-0.007736802838778624,0.005862640148126465,0.014640038258003321
CSF1,-0.06454134309156949,-0.01889335201426826,-0.024573443999521632,0.02362838153384702,0.06149476621510576,-0.0350258662379394,-0.07794678079278772
GZMB,,-0.027919927132311215,-0.022208769479011032,,-0.03619064263432687,0.029078330185569247,0.06475555540661618
WNT11,,0.06968298644598979,-0.04221915801319779,,-0.007684895104787924,-0.02074566133082393,0.025994898753974108
GDNF,,-0.0221631592953855,0.005451380463056385,,0.029795968628206656,,
FASLG,,,,,,-0.015403986545921108,
SHBG,-0.03790063505122074,0.014473860271147533,0.09299242100912455,-0.041985411298737806,0.10096343504389374,-0.01909342298838341,-0.0007633346453853841
EFNA5,0.11760354270202347,0.04130282627502787,0.026217224809851062,0.10282288043501418,-0.04813050110336691,-0.014605897058505733,0.05419000716268603
THBS1,0.10080625101718785,-0.007758309789347411,0.04322381752748406,0.004888703659045235,0.013456087449126209,-0.04718459009288002,-0.10212659437829362
PODXL,0.03204814881595964,-0.03753031836478468,-0.06213541307995199,0.01086320535538219,0.09895888190811258,-0.022460069061297456,0.07832641956882537
LCN2,,0.040145528583479625,-0.00608522563461476,,,,
