,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ICOSLG,-0.037977526145616954,0.015178395455973891,0.007539954013685685,0.032926415519051656,-0.027363213743995703,-0.04463155204203537,0.01087848081864846,-0.0030125360501115223,-0.002178831725078179
WIF1,,,,,,-0.01652755593466432,,0.058576623105649706,0.036329752668041455
NPPC,-0.024874567195131037,-0.011731673978162657,-0.029784157837901386,0.024741321334487778,0.01080936176731849,-0.03228810060099557,,0.011053839743282081,0.049390094368349804
LYZ,0.011175391268984975,-0.047001289735581556,-0.03560058168043381,-0.005738502996097383,-0.00588541181705496,0.08429109763743795,0.07793781375872808,0.07456403002016984,0.028050399638539267
EREG,,,0.004584092901888688,-0.02543409546311154,,0.04524607664170849,0.03142525834350058,0.006649713559952557,
SPTAN1,-0.02149233460119177,-0.14360668048066128,0.07808877736121621,0.04548625972263226,0.044691524133384376,0.09047258929872312,-0.028075166081391184,-0.04804208489333812,-0.05591692574282413
PTH2,,,,,,-0.028274966316361866,,,
LIPC,-0.026376932247233264,-0.03871216802864038,,,-0.01314359302125504,,-0.007271881083449745,-0.030999756464127934,
COL8A1,-0.009270770753665782,-0.029089781196607174,0.02998399861116248,-0.004922445753897871,0.03722616077214426,-0.05573629340754817,0.015298078399750168,-0.0027976133228332944,
GSTM2,-0.019831566376038497,0.035116322521772235,0.08014824128011376,0.019914895881310308,0.039903541229990444,0.02013947337626447,0.01924603182244894,0.13360472472206827,
IL4,,-0.03700513801947984,,,,,,,
SPX,-0.03297601043907668,,-0.02011613364860338,0.12799100554713147,-0.008420064490220083,-0.010775723474634985,-0.024430532142811934,-0.06401944684602995,0.02473090279213251
MFGE8,0.08726586530323974,-0.12799097452940142,0.024205329585338563,0.029044029910553833,0.01696751623968121,-0.015516760478638142,-0.09591449181081735,0.08049015556310095,-0.03772789089544155
TGFA,-0.046169328687559234,-0.09196777637670957,-0.019848965002617736,0.03616523582925377,-0.03876355996965358,0.010886599478835156,0.034649584775410414,0.050741696161468584,-0.05720717065696353
SLIT2,-0.03660503036241796,0.017928963335151527,-0.000495253970584191,0.04361737813452023,-0.04833635759212069,-0.046934733459048875,0.0412430240839825,0.12542044340656047,-0.07079447906220865
PLTP,-0.03781670380751865,-0.04230190245660655,-0.053952577940088724,-0.03247021832631075,0.053818568033537705,-0.0837490599869605,-0.06794824781222306,-0.025369749563133284,0.061041616921743314
APOD,-0.07708280761841611,-0.03123626122320863,0.026922819984773593,0.07878445655710166,-0.02346240446821248,-0.028039862821146677,0.012174599258401819,-0.022626632809861574,0.05203525058552465
B2M,-0.008679666351997508,-0.09556880016947182,-0.04999467295656723,-0.02398063244717895,0.025986580476742883,-0.08532457686896812,-0.05579036634810204,0.0015885995644452182,0.0937250350832531
OMG,-0.05447646488029804,-0.07773792273837897,0.0325268123104147,0.012047803155981763,-0.08531433892109343,-0.02563042916111319,-0.037026282932381846,-0.0329253153478767,0.008743869034156037
CXCL3,-0.02563573598279074,-0.0578668440497691,-0.05358290044196064,-0.043153605400784924,-0.009595382154351583,-0.0498743740416687,-0.03911856425254605,0.08584138468122302,
CXCL10,-0.006378276648680744,-0.06362467170335834,-0.0206025982901515,-0.021126734477877777,-0.00633557651260766,-0.024293739793958928,5.3892738791491585e-05,0.012788807911387784,
RSPO3,,,-0.03475834415374364,0.014804620016021282,,0.06024892925792062,-0.013617264388136466,0.010235858478223137,-0.03155915804426729
CORT,,,0.054600280580569,0.032243034349433014,,0.020276798981291585,,,-0.03370006918836952
NCAN,-0.009922037465250553,-0.04642461533714594,0.060832470899841395,0.03964673071128673,0.053482134974429545,0.029762778754174657,-0.040495262502220866,-0.10940607322625154,-0.030801351570576136
PRG4,,,-0.021852535629044385,0.0612790698643609,,0.04826745925554028,0.08546778762259548,0.09292065409460622,
ZG16B,,,,,,,-0.01697926320363056,0.06652042616256842,
TGM2,0.027804162162067464,-0.02322643012606311,-0.024885022039589793,-0.08959699024049489,0.00797368140001314,-0.020078935525090727,0.002577622412257178,0.005726583392422755,-0.022198466599298396
VEGFC,-0.042430649333072716,-0.04194791624817125,-0.025676577670124764,-0.033025285995550525,0.02376815564636189,-0.030344181613654493,0.045769079744865854,0.04738878644352488,
WNT6,,0.05154018528021265,-0.029784161856318478,-0.030633799836070563,,0.038683839568698,-0.020505949952191196,-0.0026461216283264395,
NRG4,,,,,0.06690605486316271,-0.023477990648327847,-0.01361726591430692,0.03616256339665922,
PMCH,,,-0.02027943958479466,-0.02312608362200589,,-0.01351765766452986,-0.029363998376565704,-0.038909179451677094,
COL9A1,-0.022455960869982573,0.09379117736586384,0.07460056812871738,0.05133659368099097,0.022806162233951377,-0.03698905197418415,-0.04224373294701875,-0.000871513766873948,-0.05134671456565756
GDF11,0.003562734961703076,-0.012426436729380468,0.003815780608840963,0.06861892665368598,0.03576680974065949,-0.032792980287780354,0.015012391596834257,0.046831422840821244,0.01732396592015453
RAET1E,,,,,,,-0.014938043954710498,,
IL24,,,-0.015119861482180584,-0.015499915038711768,,,,-0.02426556259533747,
SORBS1,0.0257902954339618,-0.10429222520514055,0.00497300074893539,0.011734055357799372,-0.01813622910137961,-0.08221055462355277,-0.004930458437366256,0.015365442023252225,-0.1123306367257581
DLL1,-0.03392209597320291,-0.029403634128058,0.0640022253635108,0.12172276969162545,0.011921022446851831,0.02705381292410551,-0.05702888323806775,-0.06683820693693727,-0.07025501203217092
TLN1,0.06243855798757037,-0.07595531511791227,-0.05026376031868867,-0.05026646074235661,0.06772141151595182,-0.02865116309434351,-0.02957282831803245,0.09111877353530368,0.029203089177131193
COL2A1,,,-0.03305399929960463,0.0003642047960270104,,-0.028477123609975046,-0.019817722193017074,-0.009821141739427514,
SHH,0.05768223846564987,-0.03820361473556426,-0.038800208413668685,-0.021244182418929954,0.025711132019075,-0.008667514520119438,-0.038313891770530746,0.04852296293880447,
PON2,-0.020582335659516265,-0.11175232343611943,-0.008270464441378172,0.08981302770821076,0.10820354785319093,-0.08155303321187342,-0.013748252245482623,-0.07291043633115,-0.015237979752683258
ICAM5,,,-0.031280201759394846,0.01243982208794244,,-0.025623435340682937,-0.029363997141119175,-0.035973563717966395,-0.10174690114454335
HPX,-0.02563572257072463,-0.08048536512188491,-0.03829188657704094,-0.043899209460987895,-0.001926638705210724,0.03534739812724443,-0.017426250195421537,0.10879829807782988,
SFRP2,0.011367544086653117,-0.03700515980012236,0.021068794449098815,0.004438648579025458,0.06359306953421794,-0.03673917418231559,0.0034596443891279135,-0.0031421099327635683,-0.012346785393686374
CFC1,,,,,,,,-0.03218679994653508,
CD70,,,-0.004266461243434754,-0.03295020560922219,,-0.03418988710844374,0.10134679281774187,0.025474767491866404,
HP,0.0213773919781067,-0.03022161174747961,0.016783990158990934,-0.027064433219371645,0.06502134390899732,0.006357989206072483,0.020140654212234738,0.09811710414835056,
CXCL2,-0.046010765510955516,0.03323913686697052,0.026268417503306184,-0.03183213705444255,0.018120929766350068,0.004295108353895777,-0.002614686216933495,0.049774666616655514,0.03953258187061625
NPPB,,,-0.03983519104934181,-0.04518624153502945,,-0.02020353649250692,-0.013813199712158084,,
CCK,-0.026376953537028514,,-0.005782483153382991,-0.0014945824953757753,-0.08021961010038439,0.022151500608248716,0.02750133658645797,-0.05642886659217428,0.0035386173330743975
SEMA6A,0.07092373204676243,-0.1353620587701366,0.008128077338954773,0.0620129746430688,0.022040364624714107,-0.029383857979987056,0.018907395163569676,0.016321552706039615,0.03432259318385071
IRAK4,0.09090012686813552,0.01808451606854156,0.03445495062097379,0.061194619500749725,0.024757394184373404,-0.05192179543511754,0.03349891494387,0.04874832601534345,0.0659330080672581
GSTP1,0.005612960704257527,-0.0419541743872997,-0.01104046160997337,0.01902476383965031,-0.08803163937552569,-0.005708129087212767,-0.00468384587199063,-0.033778896729353,0.0023249253594145505
VCAM1,-0.03912540051939281,-0.09705686802652116,-0.036537257956884575,0.00408251479958806,0.06772500770964317,-0.01177207954483935,-0.03740890780385412,0.021941535165588714,0.056019528100836526
NXPH3,-0.05366660751991915,-0.08076282024380468,-0.004079762477577073,0.011376212209304048,0.019613142888471036,0.01408392447754939,-0.021948470184717656,-0.046004183188832,0.07738232056413788
MTMR4,-0.005731267963959715,-0.0835107339938811,0.019724368295214467,0.028311357091004585,-0.05004662492744754,-0.010460429967313691,0.01875658415008659,0.11704531297538304,0.043786903797017544
LAMC2,,,0.0975204209680125,-0.020355737638531005,-0.012161390818668037,-0.013120995218126269,-0.026318381439480086,0.043926855276006566,
IL10,0.04675840272197918,0.019636011079442475,-0.01046519212498482,0.024097694249114295,-0.010232184664911478,-0.032673962393412186,-0.010602816863318766,0.0921105583480897,
SEMA4D,-0.04305705100192795,0.006665071108519585,0.05707536076161866,0.10010722740387024,0.010704746824761219,0.03657589597580883,0.055585054715217436,0.04331618992571054,0.0030547720791208985
TRH,-0.036774845586299676,-0.020833202998918558,0.05370525938128199,0.05703866571488635,0.011347701615620235,0.05728810622075835,-0.015471710011151395,0.033264935400548916,
SEMA6D,0.0023654512724227777,0.0635625265534667,0.0036137409516864894,0.020666823877741495,-0.05805911926782994,0.02530273739191756,-0.00811292644392563,0.027447720411306716,-0.04587016669208564
CEL,,-0.04739950744376227,0.014879382463953617,0.10363294558225433,0.013970011642311765,-0.01113280021962386,-0.024547622879241303,-0.039765739622580475,
PDCD1LG2,0.005736248482620951,-0.01568844046098134,-0.02921538093647467,-0.003184772033908673,0.08746767268603582,0.031415073023582166,-0.032923774993221286,0.0022237736922356612,
SPINT1,0.010872164397221733,0.12533694815246202,0.04554966209407665,-0.009176365874574545,-0.020157884149618985,0.1325520914988226,0.06248675107312816,0.07674248649827259,
CTHRC1,0.025613896378351115,-0.07865947125306856,-0.01501101001616887,-0.005006652582048563,0.027152606116595618,-0.02440959038438358,-0.08379384532794075,0.007108412493132355,-0.03992409449804799
PODXL,0.07648374584546402,-0.18717965099331962,-0.08241456959937524,-0.016763757642902888,-0.02148191159216702,0.010872139421916196,-0.06487898208421723,-0.03201740972199572,-0.017605134338811907
JAM3,-0.0596705392205189,0.005500630931826487,-0.017625600280326587,-0.033478392524563576,0.009700798912832074,-0.0012681641438629981,-0.00401388612338772,0.03625177195006837,-0.0478218758033737
TGFB2,0.0007518537792088861,-0.036323935143146434,0.070078703315889,0.023361670097469568,0.0003592425122776345,0.004074472473185274,-0.010777594214211714,0.0769806519138251,0.10028876789929919
COL18A1,0.09621260367040206,-0.13118160730880463,-0.0326600834990887,-0.06873513507798402,-0.016686905849936696,-0.04579911594036787,-0.05091573453236586,-0.05619187077468873,0.005182735709896327
NODAL,0.029871731984724554,-0.057276350242855927,0.016531929507830456,-0.019146046273532127,-0.012749330902427093,-0.01500484212475673,-0.021174442139638466,-0.030387418734828267,
INHBB,-0.028797401097588115,0.052182373427077336,0.009770199865105708,0.015019878322379655,0.01847084359195258,-0.006742499692623702,0.0007177699384906139,0.10341708777403288,-0.04143126699663068
LCN1,-0.03386946980985998,,0.030793262729745113,-0.018081019046169974,,,-0.015645835270958804,-0.033393929960876034,
ARF4,0.1037014448583553,-0.07440849608121161,0.022634133272078322,0.07511197168006024,-0.04915272544400969,-0.005022518686397826,0.026695012540322992,0.015271350085739384,-0.02291475799962492
CXCL14,-0.054196567477576625,-0.046430508642133286,-0.04718424263436408,-6.935296236650027e-05,0.030605795082259073,-0.026026514895043,-0.011988849622092382,0.014392963178404135,-0.030720860636426008
LIF,0.04482447617163546,-0.05125038941995749,0.023184172185752198,-0.0006066413060416783,0.007326865966849269,-0.01440208042454313,0.01516933778097847,0.09488490191048783,
IL17B,0.12071166940306861,-0.04880089907491866,-0.020921285571574934,0.04221542527671883,,-0.01866741788349768,0.006674594372685352,-0.024766135407325283,
MMP1,0.0761411339629463,-0.09173790932314045,-0.03305400243756576,-0.014931818226113145,,-0.013517656594014086,-0.026102316331292834,0.015426717332584411,
MATN1,,,0.03052686896354588,-0.031980307364628716,-0.011611992510097273,0.05657655501523067,0.027122870441583066,0.025070778427122086,
ADAM28,-0.04648458698192144,0.026787228505429375,-0.030192379473841454,-0.022368084719583237,0.041724342475585194,-3.878497452482552e-05,0.02703512184621525,-0.009296047249231216,0.0015592091262998592
TCN2,-0.0398071396308855,-0.19596061561539427,-0.01225736217816054,-0.04425281751163357,0.024160001900131862,-0.051121093857523246,-0.010337303387730415,-0.015258834548321422,-0.08674954323760714
THPO,,-0.0469251258127134,,,,-0.016688748964670493,0.03964163690440528,0.06813036617306263,
CUBN,-0.0443994522719383,-0.08589258879692493,-0.04987444550620033,0.033317652108777,0.08551453599700828,-0.008163422413685095,-0.017896450249470387,-0.033084722372857416,
TIMP3,-0.019124762934467084,-0.1722245306506881,0.0014407850299201453,-0.020424196901208332,0.007833820073304427,-0.05127037217225952,-0.03470372852386969,-0.025380021272453063,0.04306871236040322
PIGF,-0.07275765505938449,-0.11285443269544189,0.003473159386609896,0.024228425428326383,-0.020151277950245974,-0.054046352537926015,0.05549526248603827,0.019696178963214586,-0.09672465490902032
CRH,,,-0.020023441255849993,-0.04256154654802091,0.043876126855717304,0.014747300380877881,-0.023200771238205742,-0.007746699227698442,-0.05964597898624844
BDNF,0.015559838043602002,-0.026403712585186943,0.015457789134318962,0.07028154846153813,0.012486411966933005,0.030784402179664223,0.07415363063356809,0.025445860541142163,-0.0727397923294757
CCL5,-0.0033298753052936427,0.04281410918487416,0.06059915975976629,-0.009890660685162776,-0.017380693974064883,0.07665543569041713,-0.05334088161666623,0.01429980180350965,
GAD1,-0.02329895060911687,-0.11384783540150491,0.0041385153605975914,0.030568015870662102,0.06477477587397441,-0.03524190517867006,-0.022882484479162867,-0.01610191122265948,-0.08119886170132455
COL14A1,0.06712168771519388,-0.10526018846670114,0.00205146795911991,-0.06273259322464915,0.07994049344237891,-0.027853431893497805,-0.016334067202137433,0.08332431812390409,
HLA-A,-0.0011819712644442382,-0.01868079571351709,-0.04331896625859777,-0.09248662100993646,0.014351595764188698,-0.029204330907835967,-0.04156950269832709,0.06036077947891817,0.1023838149034449
FGF18,,,-0.024733970871485534,0.0004965019361750032,,-0.023359472481157433,-0.015471711252434552,0.07422713022203373,
ADM,0.035990980791310856,0.015629729495346977,-0.017947755706265486,-0.05317413095028773,-0.004823945220716057,0.002630998591919217,-0.05274027746988941,0.13835962443148703,-0.08433267366429771
CCL15,-0.02563573598279074,,,,,,-0.0134186139681173,,
GNAI2,-0.03980516503666667,-0.007745748329256092,-0.04027090207354965,0.02719225521953262,0.03090248437646202,-0.030904748422114988,-0.011631831713672028,-0.005189201816389473,0.05130964761511254
HDC,,,,,,,-0.01607954061950357,0.024267753455303038,
COL11A1,0.0200930293711184,-0.08073176969204032,0.08172637401019409,0.011846569024351784,0.012281112478306523,-0.026440396355836598,-0.003432844134551156,0.0034709644626351437,-0.05421593361693834
NUCB2,-0.009355490904364959,-0.11090470780153826,0.0032565555665310876,-0.00047068469688226893,-0.03255103244564516,0.017387834864170598,-0.017529072509237905,0.038990020561735415,0.05618856905791519
FGF16,,,,,,,,0.06728702479693273,
CXCL1,0.08479718833078875,0.12572360793529955,-0.03332317638300395,-0.07306903837624806,0.02143526507841169,0.022963514968566138,-0.03375612786329086,0.11400448930933108,-0.036379534777468185
VCAN,-0.07512341323403737,0.08432324016777454,0.011665717686691507,0.02316629527251593,-0.004618782813678973,-0.019615391852485918,0.05049721187045028,0.1279422908450932,-0.002977620301079012
MMP7,0.029759592773771104,0.01578786291493554,-0.07202797572928027,-0.059392612305856615,,-0.015787103264143797,-0.008483406258048812,0.07456103947815007,
PTPN6,0.07508867379211404,0.014017938492666786,0.0029071127363897173,0.0051516338759724,0.05127417496733193,-0.03563792102232716,-0.020934221804673542,-0.024241540236315057,-0.052597589009089764
PTGS2,0.005319647671823266,-0.033706662326975424,0.00901134447871771,-0.08198388997333421,0.09089247928939194,-0.05910911128463154,0.051516240107477955,0.03411388149952516,-0.013855696799014425
XCL1,,,,,,,,-0.003467844403896205,
CD58,-0.027517260323260555,0.13543427756701887,-0.024053905830647163,0.01597301169240594,-0.0013270908356406922,-0.03928078136638994,-0.031511143728839626,0.028861888558713366,-0.027073032955146594
TNFSF14,0.01146844702487032,-0.04547834607840817,-0.01978587576089375,0.07665180638392473,-0.039648292340417585,-0.019518786699691454,-0.03218425471373054,0.05197934223504885,-0.039504296311157885
CNTN4,-0.03048616832427806,,0.008902557053986838,-0.022445878954988518,0.009339599432727132,-0.015105207776723245,-0.02283260614036985,0.010512456255848455,-0.03312906458727672
INSL3,,,-0.022004361510771564,0.004702075941038377,,0.09575845324602801,-0.018373126208957497,,
BTLA,,,,,,,0.029431845484446915,,
MFNG,-0.05094262045126181,-0.031263002722332775,0.018965466324724352,-0.015713245993564162,0.017812092241536844,-0.045517032583291234,0.027589047142365927,0.011554669053564701,-0.011817400746295751
ICAM1,0.0021906238185388414,-0.08845250199311665,-0.06108573013054975,-0.04778684608910675,0.03657272000195579,-0.00951716225371779,0.02167426087188326,0.05442407277103941,0.02671301360395808
PROS1,0.04401661874241442,-0.004479205688547542,0.004219278583316567,-0.002273574539247021,0.04493952304507083,-0.009560304546693172,0.004503147846139459,-0.024479801622694735,0.000886334045990561
CLCF1,-0.0817930660143353,-3.055037592872523e-05,0.017347041566812237,0.01804234771765896,-0.00676387725251682,0.00553068641278523,0.056773422183728814,0.10334947157980834,
PSAP,-0.025976161101090776,-0.014349936677334191,-0.0436783882194012,-0.07098394605199435,0.04796515446398168,-0.08309194769400399,0.001304925606885546,0.06825394953715841,-0.06809780473720006
EFEMP1,-0.08735453219300275,-0.07264191265477227,-0.002924101668928852,0.012178202473356372,0.03378690766006561,-0.05218408223623608,0.027905920833158265,0.11451350331041962,0.08686570149398369
C1QTNF1,-0.01749102588430516,0.03655328504279961,-0.046283639651778744,-0.05772191503496902,0.04685987166254793,-0.05334069517302364,0.04124317817783167,0.09866831488600887,0.04166982543618075
ALB,0.21233978132384004,0.19738045726129255,-0.03261791487490598,0.000492469867462505,-0.0069401418742086034,-0.032673961541099666,-0.020775606088767738,0.03365554076536187,-0.022759601276752636
CCL13,,,-0.01468766880856666,,,0.012097443368520398,,,
EFNA3,-0.0029648288353185284,0.03369336130667322,0.037477807561785904,0.03515448488448087,0.03799186568486202,0.058432763106875625,-0.018999994621139434,0.008363868796016253,0.04725634205267771
