,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
IGFL3,,,,-0.01649410635971559,,,,,,,
BMP1,0.001791950403484517,0.043974097446339754,-0.0948208958976223,-0.13053233145622764,-0.038389159809906634,-0.05786501504699602,-0.0774184993889523,-0.036048338147579656,-0.023211471993182006,-0.011563992724349333,-0.049094955612351415
NDP,0.030154027084092882,0.05784196476803589,0.015108674526466609,-0.011305519457480982,-0.020799835205816086,-0.02140387688496791,-0.04160381670731096,0.05011927928911097,0.012873767739445489,-0.01955896947913821,-0.029995462140132715
TNFSF18,-0.024921958643406808,,-0.038692163859359814,-0.02449325277753566,-0.017298865073333627,,,,,,-0.036428847696163384
RTN4,0.05795433480691445,0.08896965212004937,0.16145623402936393,0.1833481981499622,0.0471519615890811,0.04993985268806269,0.1296135654543631,0.041892707954584905,-0.06589256211952398,0.007748865780461667,0.1254989039953978
HEBP1,-0.013633473014712289,0.005092186849183344,-0.08195472661118801,-0.03352716034147752,0.023539034599959444,-0.026327141563018845,-0.06993418297847617,0.05271042035324287,0.01052990018678421,0.03649570008276523,0.11305750044581794
WNT7B,-0.01548074815955696,0.04311100537496995,0.11515974226769718,0.16619380049751334,0.003938321251755215,0.08936940510018673,,-0.01865902675892786,-0.034870364657272064,-0.007247462167091168,-0.04849713693070848
PTMA,-0.05256968824458441,-0.05284291312265442,-0.1449518582382275,0.036207114309885,0.014548619165771914,-0.09669889176835503,-0.14691518626857844,-0.06178810435011033,0.027556431746985893,-0.051990001684098404,-0.10526138169892939
CEACAM1,-0.011880543108155684,-0.014989605450714897,,-0.03223172562386898,-0.005975252606306658,,,0.0059809503716647654,0.031237602287222468,0.00625094049606579,
PDAP1,0.0671441284231039,-0.03810864536050986,-0.057162204753798976,-0.09404112270362856,-0.07421805740201051,-0.027284778523946847,1.4518849883767024e-05,0.0001751806212012976,-0.0461445875828487,-0.05260942279329043,-0.030483425124607826
QDPR,-0.013218736653372674,0.057167696060312856,0.03603153149214976,-0.01386204321262375,-0.007405957456052833,0.049901647675555744,-0.16808246344555317,0.04740619925156918,0.030187250839247518,0.06530725377279291,0.12429703891806199
