,MGH258,UKF248,UKF251,UKF259,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH881T1,ZH916bulk
RARRES2,0.06456914662028937,0.0001247736675784883,0.0037678415550636284,-0.09801029006814203,-0.04113904752049305,0.07751650622604433,0.02528239969878417,-0.03387833273214265,-0.02758484228918934,-0.0053087729661140375,0.02498133945073152,0.05678007173471402
FGF7,0.025712035888895413,,-0.021114229801887385,0.05279472110581382,0.026940697074898438,0.030859380047395104,-0.028158833841021646,-0.005642865065292489,0.02409748454812967,0.04674054923248432,-0.025543651631300977,0.010249778851092323
HBEGF,-0.019637487104158146,-0.05473770345975808,-0.05470211318000632,0.06341733494398426,-0.065116547054296,-0.07483818554050001,-0.012947404802902029,-0.10176062527924963,0.08668454673876455,0.014578757559893575,0.02781797638830707,0.001470103105283685
CSF3,,,,0.01665686672984947,,,,,-0.01889762944492959,,-0.019379408756106446,0.08263114990907282
PI3,,-0.02929741697204417,,0.19176805564951382,,,,,,,0.02445814610812149,0.11437967068178594
PCSK1N,0.06047068339052104,0.10020505656200689,-0.040168526579024956,-0.07947358607118311,0.0511172091170501,-0.0055495150425939445,0.05489821213431193,0.2414248761132255,0.02388699422677676,0.06258517738222662,0.019130536122556965,0.05534208490968837
NTS,,,,,-0.019723628006379845,-0.01513816430943511,-0.039478941958850704,-0.02525778713884549,,,0.012054801724676262,
SFRP1,-0.02471369197187137,0.03586050205941602,0.042034188553117774,-0.012498438403040067,0.006600017464379449,-0.0281083952419011,-0.016503012028511222,-0.09874704891839062,0.00850578171324388,-0.002532392220435239,0.06038801820459258,0.03539836000801496
CXCL13,,,-0.03158205826461262,,,,,,0.06503890366274848,,-0.03161184845612294,-0.006602331650644713
MICA,-0.026901823155673993,-0.02877546672995528,-0.03196958735265379,0.08140096063598488,0.03264039699957751,-0.029875023950516513,0.007942110072415291,0.05649672793698904,0.007620290826518323,-0.0019439986802488587,0.04847856041686755,-0.007119447818483332
TG,0.027069548712787075,0.08198168780613967,0.05608594232875602,0.028703423188384578,-0.02276626612953353,0.1402123857811674,-0.01194315801842744,,-0.04970071540893214,-0.023292581825390166,0.07996496212809617,-0.024620916140312775
ADA,0.025365437422769244,-0.047543661302050226,-0.036689822949611144,0.09161729129336009,0.013910065610036248,-0.02594661762726833,0.04087840431419932,-0.08960309812323658,0.08645904371154382,0.04039250069756192,-0.044079819445456137,0.030063836731748814
LAMC3,0.02030700580426159,-0.02739858696224907,-0.008733185321215812,-0.014218269612349767,0.0023612593543698894,0.002876351641513124,0.018905042566076113,0.05185335598662335,0.03576106328806343,0.022487244442055677,0.017503817926463838,-0.037462453155730956
CCL7,,-0.01771376932599279,,-0.009751654392417097,,,,,,,,0.007573279430336383
NGF,,-0.006463215130135927,,0.003627052791939657,-0.02172512418771818,,,0.058554463073207365,0.023338783586281896,,0.02396831823188545,0.032973913154225036
TNFSF15,,,,-0.010858944113263156,-0.02637906362929204,,,,-0.02562242672670496,,-0.012034280134144542,-0.04798048131309793
HMGB1,-0.04573657931173334,0.02787598073942867,0.06350326264467074,-0.10115359807434965,-0.014526021025987136,-0.02101140084819496,-0.01838790335258342,-0.027196628346106203,0.10624996204063156,8.857244711191722e-05,-0.0029645184593826393,-0.06678768551258216
ITGB3BP,0.03279180731469255,0.01934402434249174,0.005750545474811184,0.023917241923111947,-0.027073847694104113,-0.04834066910196684,-0.033888455968497676,0.008023789988620394,-0.00041163228100003747,-0.008284547539540037,0.027544205882254823,0.015371996345655711
AANAT,,-0.02569998433016896,,-0.009880529615218825,,-0.01149963308566447,-0.013767069554115201,-0.023746050112390605,,0.01127812625705366,,-0.026471137883719374
RELN,0.012697856033236908,-0.02800874549300771,-0.04167692378679869,0.016351398612746027,0.05811523890196385,-0.014045286753842597,-0.0037007510745987585,0.014800355488553319,,0.035461300859231,-0.014536106219093087,0.06150041169244334
IL15,-0.04545316374813166,-0.023598307541280804,-0.022625985285978034,-0.03429502431272463,-0.018770271989453184,-0.03261795527662227,0.013354893675026082,-0.04866096073410685,0.015724403034526175,-0.019291184115262434,0.02753788502239243,-0.0023196968800193673
BSG,0.030189241544680237,0.03437952859959586,-0.010831184728881588,0.04726791642878908,0.0007140933007981933,0.017636719828582486,-0.0010420070268877832,0.13197188620633793,-0.024235357425337348,-0.05837947245570542,-0.04480988906223693,0.04865699225976266
ADAMTS3,0.05133621253298784,-0.03101387880611491,0.10088088124923919,0.04891010374469634,0.12196234176789954,0.016443213395156094,-0.010703423723602409,0.04829375550189895,-0.03328419546695349,0.03440051405952627,0.035229423127150446,-0.010343538829037525
CD34,-0.044274236585690636,-0.0808229164240137,-0.0007220706401754301,0.0272358997540161,0.07617849852443562,-0.019940474159458117,-0.025757813331003535,0.043409201342363014,0.04095747022537713,0.027972044128116068,0.03675030441887254,-0.04219255809660265
PLAT,0.0365456372644553,0.0020712685812989714,-0.0314013842120006,-0.07592865983665767,0.005841326336467676,-0.052681593050683775,0.008901268807093245,-0.011141153411088804,0.003337599354726348,-0.006979660966376737,0.004902758898309538,0.01390160140309718
NTF3,,,,,,,-0.022223334457048233,,0.02010378358218684,,0.03939297868970418,
LTA,,,-0.013060769636095034,-0.012498437818343476,,-0.011075345110690334,,,,-0.019291186496575206,,
CKLF,-0.06893337460612922,-0.018191190932522028,-0.02953163683061841,-0.02125379117868135,-0.04445103588213624,-0.0058333787757621335,-0.005910085508222085,-0.06901444058139825,0.03280708149461356,-0.05254903359188031,-0.00505640363170651,-0.08558671221785308
APELA,,,,,,,,,-0.012723042229628537,,,
CD24,-0.022991454788245737,0.044101355552453515,0.0017564221497719404,0.03662803178881065,0.07985809497136254,0.013079903954899613,-0.02860127505585971,0.016917275207739304,0.1065682184256315,0.009489108235957841,0.02945948991339808,0.11062912630946173
HSP90AA1,0.044293802239540624,0.00012259158840908992,0.008437648118413155,-0.044823373491723474,0.06559956772992197,0.08812903531480701,-0.0031382782940301834,0.2333632662335118,0.06333367615777936,0.04500041739599084,-0.009520302865647303,0.026557168961384357
BMP4,-0.020244084084183545,-0.0160208807305374,-0.013845181436651161,0.11222318961458345,-0.04355840761000203,-0.011024255609087104,0.0019873404572399644,0.12310460023123099,-0.0182101410878063,0.06399597158453339,-0.032716394753938574,-0.022759958340154252
SCGB3A1,,0.0010633233444780768,,,-0.023960584171453782,,-0.01161265782032834,-0.04179969348243053,-0.03906571284215574,-0.01346113482203837,0.051849848022236696,0.04380620466814059
IGFBP4,0.03702967391878601,-0.07248109950811535,-0.01944675860119469,0.024392271528086713,-0.03214829724191156,-0.0535410585873516,0.015655549682767722,-0.09381261757981117,0.04920123269421003,-0.011674222000702728,-2.555056815015526e-06,0.03739993545743529
RSPO4,,,-0.0211142257933522,0.010883773041957466,,0.07413454033282024,-0.011612656121714436,,,-0.0013258901943209059,0.1417823341023418,0.03215644544444266
LEFTY2,-0.019476285434884603,-0.011780276114656218,-0.013221175758839236,-0.027926672321215443,-0.0035818440071254407,-0.012609348223475326,-0.012733419463364795,-0.025257803769422497,-0.015225203100688495,-0.02381475429310537,-0.022888566634103626,0.003764730365871259
PF4,,2.918591361896878e-05,-0.011880545128285482,-0.008508126338336764,,,,,,,,-0.026147703563439782
ANGPTL2,0.00807204716217423,-0.015934201459083298,-0.000253810047859518,-0.056053909438325326,-0.06748878376175059,-0.046829240697893584,0.028116159053227598,-0.12443537772484152,-0.01872899031832077,-0.02544595718261324,0.03320891191350629,0.05320232933134329
LRIG2,-0.07736901241629182,0.04421839403569102,-0.03928154475112952,0.036424709315385426,-0.040260612153850905,0.001879216195717117,0.014274707023900355,0.056061789744323486,0.04504989826773066,0.03875928276766102,-0.01998763603507341,0.0053709471137932795
ICOSLG,-0.02124326725520727,0.0014541149866141904,-0.011603560414457816,0.07653539956522633,0.00572939545417452,-0.009219525698025791,-0.022038652749522318,-0.1372034197595028,0.015728679517414808,-0.00013058249303270414,0.06573155462353382,-0.053169267748333415
WIF1,,0.07245597750550088,,,0.08827353784911444,0.04445211176884978,0.03222788254576389,0.25117936125672913,,0.0270095361805286,-0.015645715708879966,-0.0012023805950771144
NPPC,-0.04547188110693354,0.0481454745237578,,-0.013198202109384233,0.14205520226596158,-0.0046279369791954695,-0.016138750145595033,0.09880103313784593,,-0.03493942516128876,0.05805617898527484,0.04749477027259731
LYZ,0.007027434555199012,-0.01478499268290954,-0.0007475953901696782,-0.02337787394610225,-0.03829319004696405,0.030135074060629905,0.02003745935419095,-0.14639034373967472,0.05625930783927903,-0.03495960759586836,0.0059356720877624435,-0.0667191792456053
EREG,,,,,,,,-0.02598289877951823,-0.010395661145216886,,-0.02096285336347065,-0.030103752608697926
SPTAN1,-0.0225701666027161,0.09380625547099497,-0.00723866372752017,-0.10533793761540498,0.0767056868002143,0.02977073050180617,-0.004664737833092616,0.22462867498639266,0.07390654730302222,0.0779384399222131,0.08415079191937083,0.011723112032737197
PTH2,,,,,,,,,,,-0.026766334139950953,
LIPC,0.05201951926458947,-0.022496062826570164,-0.017880855368736133,-0.015289736692717304,-0.003628303812127132,-7.729240174306005e-05,,0.011072350328669184,-0.04235894156434261,0.029094177291138914,,0.012845685037519655
COL8A1,-0.03355589131001168,-0.03921345994923293,0.00828351404581339,0.0015684144897428656,-0.03222728896565648,-0.05162924843546081,0.008148299696234249,-0.041808830922334776,-0.061406929665386474,-0.01345081595451336,0.05985090604171696,0.014480665612275628
GSTM2,-0.034949997448205726,0.01804756565138313,0.06157809442331633,-0.037505943831983794,-0.01587279243322108,-0.010717426795152694,-0.034323244878696105,-0.04132612062040594,0.04898858023693793,-0.053607542537710884,-0.002414470167815371,-0.03496369419947373
SPX,-0.039210229279348044,0.002440357564456713,-0.040614818623542756,-0.02505395247638266,-0.00524254568281067,0.015008047589051632,0.0008258173862147232,0.012685091123424693,,0.012021163773355771,-0.0028888582873264792,0.05553586220527021
MFGE8,0.022499682065260776,-0.015239154430666249,0.0019361687727902064,-0.0032599359782161013,-0.018280159769399985,-0.03071607879710107,-0.045106976660954326,0.10964978198328097,0.03899135856338302,0.004366953567147423,-0.02061285621669482,0.05626949938720551
TGFA,-0.03264256479274548,0.045201370024350346,0.004800393127740495,0.05936150240743033,-0.07691476434029099,-0.07882028877548392,-0.038751652296772895,-0.049561807027004516,-0.011577039315077427,-0.006004986699144992,-0.0015206640035605526,8.822696773342369e-05
SLIT2,-0.020244080844826505,-0.029970028470147306,-0.0094586050260572,0.030874153732593838,0.09051060972808918,0.020424532346705913,0.026725188155534936,0.11556139224451831,0.00855658590435506,0.06503311053709443,-0.007301098475286601,0.0176179123455922
PLTP,0.05490061130939942,-0.01256285873062306,0.0022943989610420814,-0.0704105325047249,-0.06142466952286156,-0.025295507448396974,-0.0103544225685005,-0.16130586412722453,0.003265052426830348,0.007305977994545693,0.010825473087754637,-0.022565887043784424
APOD,-0.016885321833941765,0.06058750617936954,0.00791594470769871,-0.05261911991524397,-0.061721658658336315,0.03865696518910767,-0.0192706574485961,-0.16861278496829107,0.06998957873299722,0.02547464675274413,0.03038249517599689,0.019974566457027245
B2M,-0.07426823866452742,-0.07065195541397777,-0.014558297224367594,-0.027666778707342334,-0.09595512659660055,0.0018652876803631516,-0.07319628406371208,-0.25816072275579177,0.04781489943277836,-0.022560272515878662,0.061581717966320705,-0.040304400079082585
OMG,-0.024924140737702664,0.07964306250987398,-0.018406382683562317,-0.03512524100439635,-0.044237862493594945,0.002443545776322426,-0.01891868614177701,-0.05585360283627059,0.03265281636592203,0.07029111902793223,0.07230820763614043,0.05222271211237999
CXCL3,-0.015840938197892136,-0.014546194067205859,-0.024425270133505504,0.19421395181677353,,0.004088195537883485,-0.012423087405445966,0.02192827492288982,0.004739338995560176,-0.013893147648841147,0.010260424893665644,0.0871066996721866
CXCL10,0.02568307525199843,0.0024177146642420317,-0.031213334714373764,-0.004819464066935534,0.04651835291470806,0.02179566384272083,-0.018871579035768044,-0.041866646559641854,0.07951973263929676,-0.006908257626144318,0.025870726739158488,-0.06056473469331724
RSPO3,,0.07954562460631895,,-0.009880528885159551,0.019829721983356315,0.06646791092360627,-0.009523672379426064,-0.04540430636904639,,-0.014518071528847381,0.09601636671117554,-0.008198816163786392
CORT,-0.019670779987698374,0.057388015903708164,-0.021217901268436392,-0.022157844702749167,0.09186388234808099,0.16549796016223903,0.047742674175218325,-0.004572449438429293,,0.01960755796985506,-0.027991621575878072,
NCAN,0.0030263051219419222,0.06719537927795924,-0.03994021047371848,-0.07967898948717501,-0.009950777209662346,-0.021436299108481674,0.04056862945264913,0.1859718606892157,,0.017218280722111,-0.030036632968953605,0.05120007453191584
PRG4,,-0.001672859838385956,,-0.009751655912067676,,-0.016461790815976436,,,,-0.016974025542977354,-0.029207224507515464,-0.036394041068719955
ZG16B,,0.03218267564951266,-0.014296305133173984,-0.011317989310947624,,-0.008800367093461619,,,-0.03821803447423804,,,-0.022306672843167667
TGM2,0.01605641042634912,-0.048733200403888455,-0.01053039908557194,0.08794202988114852,-0.009855189640150646,0.016004472185613752,-0.04801823480517943,0.0027230295222040353,0.012395104110107365,0.014768518086813225,0.03457589729142635,-0.02559948744414173
VEGFC,-0.01967078125423774,-0.03382400986849756,-0.018357006334910574,0.015505934250676982,-0.008825236123114252,0.07513800034823767,-0.0328693186199728,-0.02936056248790865,-0.015158769808395492,0.11669246640108331,-0.02872514489272567,-0.026305778257693774
WNT6,,-0.0162741753236335,-0.013221176105822427,-0.013487795777534641,0.018351703438794352,-0.019584903078258626,,,-0.042735574687646424,-0.015118351328026374,-0.022337013991709707,-0.00010249202831806131
NRG4,,-0.016315003436022407,,-0.011868211343000314,-0.02356863805882207,-0.01690693009284435,-0.010924413162749178,0.001648569610074534,,0.0805417078395716,-0.02222530473057149,0.15879759570097307
PMCH,,-0.018803919467048718,,-0.016444563058704446,,-0.0128812999919193,,,,,0.015846659810989826,0.02604473922265455
COL9A1,0.06452042510189247,-0.042337572167944905,-0.010766705551517644,-0.012395480537736089,0.01349474152177764,0.038397815028934114,-0.024599245746187992,0.10147506460341792,,-0.007947326478488548,-0.025177651684552237,0.014696095674798825
GDF11,-0.02031436980127815,0.05764305357677185,0.03044577728176194,-0.008300034592867775,-0.021470128367890775,-0.050311554711673014,-0.033808282779870386,0.08470665276062965,0.04707104604394976,-0.01698318548379504,0.011305801485171204,0.03291794070914464
IL24,,,,,,,,,0.008688096112701367,,,-0.011830805620014694
SORBS1,0.0032983573565457404,-0.005103445996037876,-0.0018299475613437186,-0.05193184774345969,-0.034929659771415655,0.019493512638410187,-0.02641456308174433,0.023638134765172097,0.03397688867268518,0.02147703018728263,0.02041408669733808,0.002776672999436893
DLL1,0.041512259189837364,0.07547193061766402,-0.026959634581669764,-0.057571462686350015,-0.07439771619625002,-0.00416934052580552,0.0133493257686758,-0.015796877021411967,0.0029507502178819666,0.026040083605634742,-0.03441994440712996,0.0390361549848843
TLN1,0.04041793620959768,-0.06107479648782832,0.03325851906204734,-0.03565516483608677,-0.012231973705381868,-0.0350957602435052,0.022273353253656876,-0.16024249290407624,0.027199001524005915,-0.06222205119158721,-0.0005754359524698101,-0.05837321917820418
COL2A1,-0.018475893032150806,0.007968925613276992,,,0.06792004143271275,,,,,-0.014104397168692745,-0.02695770517852749,-0.014989480485990143
SHH,,,,-0.010133571578658962,-0.022766268563330912,-0.013704237393477748,-0.013333402207188486,,,-0.013461133645451387,0.024589429089674285,-0.005856062572258262
PON2,0.11389566765930602,0.047058061213968896,-0.004503480879134975,-0.13564097115772758,0.0054820732661012995,-0.007489757284105453,-0.0015142244361441147,-0.08430838446762243,0.08537378613326688,-0.012124165575051806,-0.0035814910598253613,-8.152599748372522e-05
ICAM5,,0.0175982636544572,-0.017018622909643566,-0.015793890547538884,0.016697490826269604,0.1024692462047747,0.04204078454119508,0.1433053965639575,0.011976741638013782,0.108991555267777,-0.00962428943605615,0.020032188795633458
HPX,-0.02098643635221289,0.032192506349072135,,0.0451791931945201,-0.019252516828709196,-0.017270174992908692,-0.011612656636445845,,-0.010485921622969444,0.04529070240439984,-0.014568336651561566,0.02220304266993394
SFRP2,,-0.023550501170021526,,-0.01154103985435613,-0.045512890199821875,-0.01439356151283296,-0.03443161250966131,-0.09472062508708416,-0.023784730822879158,-0.026407299326296974,-0.014404874966953802,0.018519110638278647
CFC1,,,,,0.10825760765489352,-0.01107534578003065,,-0.006916593757660603,,,,-0.030671204529877746
CD70,,-0.0430261826936425,,0.11558298375900905,,-0.020659397715385146,,,0.030049591824654377,,0.07491804137177148,0.03548599098423264
HP,-0.036660283867082345,0.03791451874919996,,-0.013514898145036586,,-0.014631498066444667,-0.005908799774536402,-0.02504764718243477,,0.07634571783420803,0.021806086903671324,0.029807067619107785
CXCL2,-0.029480465413178995,0.04093239555597751,0.05994304860937584,0.1277425681692332,-0.029755598211718824,-0.0233170363186168,-0.01613874888252662,-0.06916111095368714,0.029051951969923388,-0.02664281879366565,0.014424138347941996,-0.004724066498314212
NPPB,,-0.022852474565594423,,0.21614450865136234,,-0.009698023184776186,,,,-0.0173226709088741,0.0007451517486453234,
CCK,-0.006454379224802794,0.1157670764341297,0.03039439568637956,-0.01164333487349441,0.1070576387018827,0.09145321438374433,0.0714015793572424,0.2417262277792585,,0.08881539109966102,0.05115650268494941,0.048517341201027964
SEMA6A,0.029574998011402318,0.05323521307482572,0.009934967906779685,-0.041931937696464326,-0.0278178206382318,-0.027820398725617222,0.005576732819756882,-0.09117935526303957,0.036306298471237876,-0.017873388219684594,-0.03213581849611947,0.03807004513838385
IRAK4,-0.0028905344685500323,0.040940412944293354,0.020773867115558068,-0.013550675042816391,0.00236142948791898,-0.011340113631179101,0.006973406022894573,-0.04362278377929042,0.05759074544996341,0.01096940288994738,-0.030121358731619457,0.01798507285211949
GSTP1,0.024492733047714817,0.01966394512614998,0.008998097812817291,-0.00995542582956866,-0.06997287764530703,0.0678470354373011,-0.04621555325269884,-0.16045539282745777,-0.0008176277645191324,-0.053529811831587136,-0.0353625873005908,-0.045464217085415724
VCAM1,0.004545574573841735,0.021491762856542036,0.045014427419057354,-0.01698912233326075,-0.053423156285339835,-0.01296341693066494,0.006754425486329678,-0.1029359608514263,0.01486940271242234,-0.013946366721909177,0.04471903439733758,0.07010756661619172
NXPH3,0.04368321121672757,0.06485802829498537,-0.011614809023334397,0.006685035953035561,-0.027124628329394142,0.03093036312884863,-0.0388038363800363,0.014672251768923198,0.06858210633106848,0.10150574909353044,0.005285767739615826,-0.05156435432700253
MTMR4,-0.021991998316958375,-0.01816622829152435,0.039224570658813844,-0.0019939316360224678,0.044772614426156876,0.016279159610942104,-0.0068412222258039,0.08501324192882138,-0.007365139304514945,0.029424745924105825,0.0037029836653184266,0.029998503079985972
LAMC2,,0.05884524882772267,,0.06734408682007395,-0.026379061036667012,-0.012208729237578224,,,-0.02309486078570607,,-0.012420914611446841,-0.01843658743273474
IL10,-0.020431952130344457,-0.010406744461753294,0.049659215888839765,-0.0027212595228788892,,-0.03817250948884001,,-0.0955794075177205,0.010957948630164527,-0.015506253238910033,0.06995219218535619,-0.01337731200484674
SEMA4D,0.035323539179011786,0.000985467078501064,-0.03745942689861318,-0.047021963015326775,0.039416136979005825,0.028097116087305078,-0.0032652963523708877,-0.1329297717733378,0.038151021655924544,0.00048448072040644535,0.08008234665124664,0.03863813365335927
TRH,-0.01806155190706822,0.00816832872998045,,0.025393257719151522,-0.036087062935163554,-0.032171963970740826,,0.010278443316624761,,0.03899330070988607,-0.051901180140451454,0.055372030979358826
SEMA6D,0.007123437821780628,0.017445632818461627,0.012176191582078322,-0.06318312476692182,-0.054797920161897024,0.005720943984400037,0.059149782709070314,0.06427641799069153,0.02955301089973772,0.024480749928135016,0.04828362991154995,-0.016153959808383935
CEL,,,,,,,,,,,-0.005475926305092059,0.09568455234328066
PDCD1LG2,-0.05024077919118035,-0.013444512685776363,-0.014778377093561619,-0.03875825917942347,-0.01852471322541074,0.05713858927928779,-0.002097595736170315,-0.03912562420770008,0.023825594326124945,0.025211055817011926,0.10431915336469884,-0.03138343047970186
SPINT1,-0.038479704917524754,-0.011718246206826636,-0.03429189178352487,0.0024609094808699223,-0.02396059149261741,0.031945279011566775,-0.01897763578928149,-0.026453844582444756,0.11134528022731126,0.021349065629297243,-0.0030185159912007016,-0.004011992697552557
CTHRC1,0.022221633847494954,-0.023840394955145967,-0.019833256134167948,0.02505784769948668,-0.06554125324871402,-0.0012662843986181614,0.02205889332933006,0.030119195731898234,-0.02532712957369858,-0.00828881184490772,0.0517326872225032,0.057967020881510796
PODXL,-0.06794077642947315,-0.0243235336075925,0.022210614581922652,-0.07538872837084341,0.026730916701828217,-0.04770952043404194,-0.024044876152851464,0.09574262513901032,0.02390676692552746,0.03130189524686812,0.026724182984301556,-0.018557810217215167
JAM3,-0.0008612797824108221,0.02055813446476824,0.059310463561691715,-0.04753288871984316,-0.05310577240510721,0.0009361898438166961,-0.02671308170082604,-0.18458380220718895,0.04978594636171401,-0.029615981925056427,-0.018628060620902203,0.05171109417647034
TGFB2,0.07336294077882025,-0.002111728072743688,-0.02099656010709652,-0.017392742740411943,0.021271708837710547,-0.004549268287752923,-0.005913870407480664,0.0005741698330362415,0.03571647290474757,-0.034331505287149185,0.02856417369383638,0.013210657879656161
COL18A1,-0.023220666261481875,-0.031435032316194926,-0.014526221560407065,-0.0321446426762174,-0.051900747997813246,-0.04523264389998045,-0.03798969684190455,-0.09979342513291785,0.07826288221450554,0.01546915608415109,0.004057422278252505,-0.01942613679558794
NODAL,-0.02857430300741569,0.003322502979017063,-0.012734209256960718,-0.019957139129291215,0.002897511518328115,,,,,0.004801346785100477,-0.014204247444002874,0.013703822134557245
INHBB,0.07245384858228476,0.017058376146926565,0.012130202702220871,0.030290187697691345,0.0517066916812369,0.0293583463359317,-0.01897772385377485,-0.043355517548391384,0.07478065474149496,-0.018882798688906858,0.03467904944263253,0.010924084552671529
LCN1,,-0.01793680704278997,,,,,,,,,,-0.023412573068022385
ARF4,0.012572233644375581,-0.019749665141774814,0.008397159642929822,0.0882978045990552,-0.036736796537815156,-0.047417217246504134,0.0014480566088788185,-0.015896357016623813,0.06258874523051615,-0.061280636200264554,-0.019008994619304276,-0.0768457893442321
CXCL14,0.014592088563919633,0.02434860883636944,-0.016482368908563225,0.03779776148927431,0.009671080076470393,0.02127928062494224,-0.004052057226907897,0.0956046048634449,-0.07497995383034706,0.09499332782105477,0.043194259626086876,0.018662519559516
LIF,-0.024395519708483936,-0.026719044310513345,-0.016114411316914684,0.1223391816530375,-0.02337041644537735,-0.007481901973401853,-0.013767069554115201,-0.03631289841531865,0.01779700168689583,-0.0165203926517294,0.033328181690578586,-0.014406651062226172
IL17B,,,,,,,,,7.862145395968025e-05,,-0.017671403707761723,-0.026471132567590518
MMP1,,0.029320879636278392,,,,,,,-0.14006259132643337,,-0.012796411820130773,0.026804665866259757
MATN1,,-0.023550504379342616,,,-0.022561584484849437,-0.009819822751253255,,,-0.024100165179194496,-0.014104395413468007,0.0024753456073258687,0.016990552567422382
ADAM28,0.06307822839789452,0.036858085259181717,0.023122484392882982,-0.045741490085895745,-0.05974016342879197,0.0028693097415776444,-0.00627791081238196,-0.13724837902252515,0.008635405161873524,0.012120739519344864,0.017544976445579622,0.01322503833270645
