,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,0.03745445241636555,,,,,,,,,0.059864125810025044,,-0.034552115453139035,
BMP1,0.01146800411869721,0.05143938041893189,0.09340920722135004,-0.018588508707413114,0.017783568387970912,-0.00014413830066454646,0.0846561799135173,0.05831842727428991,-0.04017731478920059,-0.03674176522119945,-0.01945353670311837,0.06692539818870638,0.047400042849104776,-0.027443475041220466,0.02705506233736379,0.030046597758225373,0.11377498234933356,-0.034453869418937376,-0.016391301992128918,-0.021076361239905535
NDP,-0.006318316745475386,-0.0015550338544279797,0.011329259295669096,0.004561246346191881,-0.07292835911808188,0.0047779795880544765,0.05798838437192906,-0.016753625221106294,-0.008822074861112202,0.06180164390696406,-0.007885428759282973,0.08763007177222422,-0.05381294901020792,0.02752386072712903,0.02369383723009692,0.020633797400121716,0.05848452508410267,-0.012237980347711314,0.10050472906681113,-0.0335336711686122
TNFSF18,-0.026870485725283763,0.08901008204325492,0.014342220927777564,0.01928056329565841,,,0.020468628186214144,0.04086997789862149,-0.01680553332337088,,,,-0.03425653982263958,,,,0.015030147932434016,,-0.012748137005350291,-0.0413104673954548
IL36G,,,,,,,,,,,,-0.015865230345387147,,,,,,,,
RTN4,-0.01585373263600532,-0.040784838229705626,0.029922668477439726,-0.008304055140781067,0.0040734850887613454,0.029496267053549134,0.023802745441943687,-0.09929425995328546,0.0620329314781367,0.00802390909361992,0.06679856631864846,0.00547424574436494,0.042483197517724766,-0.028223558477188247,-0.03240946742213681,-0.02383703848819701,-0.08687285460955327,0.07808138966535802,-0.019373775619315154,-0.005296066348914502
HEBP1,0.0006317973108891264,0.021003816877969074,0.0136870384510024,-0.01242421275719407,0.006433274329755981,-0.01672053418872126,0.014717947448186827,-0.023190896502395548,0.05572522789960002,-0.04302653156111954,-0.010871505349446699,0.008859689340424248,0.04698719832918977,-0.001900272961862457,0.05454223503381217,0.06655462284408334,0.024257727728437862,-0.010750395920347468,0.06324544657417074,0.048608066921506404
WNT7B,-0.02367205631695873,0.08610432585184302,-0.015280294790502516,-0.022824014616841682,0.02408139843306504,0.06575499147762613,0.020546594335217366,-0.00855874435388661,-0.048171496883605204,-0.02033629338112656,,0.04104148906882323,,-0.029509574935334723,-0.010109312004484389,0.010211206306856789,-0.05256396388867905,0.00801318777939381,0.006455580192320288,-0.004132932931529702
PTMA,-0.03128362769359234,0.0037499958042496286,0.02950899130609963,-0.008973633579789246,0.0057253608869057,-0.022532385864934557,0.022521308027254706,-0.033966527313008116,0.010812592532413774,-0.019851287930189546,-0.09650246714757868,0.0056380342640794095,0.038278591319232155,-0.05217771704073894,-0.05735017764218745,-0.03155812696931273,-0.08155626221099595,0.030533824364910537,-0.14973697770435823,-0.08080065079800104
FASLG,-0.023672063008988407,,,,,,,,,,,,,,,,,,0.026948557019489512,
CEACAM1,-0.03286886665847142,,-0.019877314250025955,-0.01751605844638476,-0.04246187737571635,0.09219691399415782,,-0.03975355074223444,-0.005676698442407412,,,,-0.0034148007684928886,-0.02646465946714605,0.011905275245326908,0.01736782536873279,-0.008816886997256622,-0.03936166195045722,0.0028840984671491873,
PDAP1,0.014004071295156245,-0.012751881158351856,0.07459484310863274,-0.0022988922372141176,-0.010865269459043687,0.008590108746514025,0.006874080538567165,0.06912408881391231,-0.01708221476204158,-0.047373531809285316,-0.014007460002190053,0.010964463700847239,0.037092757992765624,0.04824328795466511,-0.029172235441874663,-0.00614678774759234,0.10650280869473289,0.03951488685820112,0.020702302121218076,-0.03872886334142035
QDPR,-0.07711268421482398,0.03011160774760816,-0.030857513461502856,0.03688476815090113,-0.009438786581941222,0.07568477607846691,-0.027048845258009976,-0.05606604421904538,0.06943782684506598,-0.02783002908143672,-0.06885320281382298,0.007221774290637348,0.0024470726578731364,-0.07290389824489431,0.07819667362241721,0.09308395744823651,-0.042109861629263626,-0.03823851708981225,0.054643018582759516,0.026233120577910888
POMC,-0.05622841597632122,-0.0189303116545269,-0.024636824812055636,-0.031123241301761913,0.013809452354818239,0.025899859782576,0.04783931060064456,-0.061888551955480084,-0.0052962783541317116,0.04536441993274447,0.008506379411454993,-0.005245566851847574,-0.05470779429183844,0.004097580504931013,0.03433685678612272,0.08205214914158275,-0.03072239595052638,0.04996775836290929,0.03473639162497607,0.028893872992832893
CCL18,,-0.033290390547332696,-0.024805010095332765,,,,,,,,-0.014595686727521323,,,-0.01876387868294766,-0.017829741052705954,-0.014846773003222888,,-0.018859951166490797,,
CCL17,,,,,-0.01304458018790463,,,,0.03149305085964257,-0.0251706303742377,,0.01828453235899874,,,-0.027224389414400994,-0.022235592588302232,-0.03213666426552821,,0.08153007944288358,
VEGFD,,-0.027268444225750522,0.003315084876119361,-0.025088239488743225,-0.016605542994707276,0.13239083723533293,,0.12773482178317452,0.02745914083248555,-0.0025281707729121463,-0.0204260866620751,0.037938293335304046,0.0022142864321317867,,,-0.011239225666454827,0.0245922275624635,,,
TNFSF13,,,0.053942655124789775,,0.05195431230297494,,0.06466749756360521,,,,,,,,0.055642589169241426,-0.02218025895279501,0.025170199115195416,-0.027372660954266877,0.041516584759870905,0.046285464693657775
WNT5A,0.05292222838401272,-0.009195023769852496,-0.016033146264703355,-0.059300177137651774,0.04840320005333375,-0.040267256434083534,0.07168022048514401,-0.026706187884644884,0.02653621968635897,-0.05672364316659732,-0.0005842411999403559,-0.0035025803868762094,-0.023275806985874777,0.07913053990570869,0.003164728102564763,0.00543126617639962,0.016237458670751014,0.06322955199983497,0.012827725492528336,-0.0733018277206662
CXCL8,,-0.02592928891932684,-0.03804557659473268,-0.023491140429880656,-0.034060223843017295,-0.00792838753827742,0.0027122890993683205,-0.013898132073395604,-0.004438920331818015,-0.017193512804544016,-0.04654422162677261,0.012433482846208597,0.04805020999648954,-0.033036762667057025,-0.07576964207956963,-0.11396571746102903,-0.013156694324618004,0.02202492973191731,-0.033483790009469466,-0.10586886856395507
GRN,-0.03628873035696352,-0.00867467023176016,0.06333845191403448,0.04682280699584717,0.005985493192526457,-0.04215473164597881,0.011801733864706017,0.05304763443880757,0.006487272143913548,0.011099912852067174,-0.051554846136704885,0.008540186570873328,0.10364804420368476,-0.008623106694315855,0.07325302004760836,-0.035611324116006766,0.06668849611409895,-0.00577318216580133,-0.0645021600059935,0.025067170514670667
MIA,0.014463049577119661,0.02873203605577206,-0.04942015389335529,0.03824497831912647,0.04626567000288458,-0.015203422103796195,0.0959180242694746,-0.039462548930011915,-0.025985687101749574,-0.0209977307596658,,0.04267061280339862,0.16890968340054724,-0.019860258667134024,0.14204774608980386,0.09520363398903418,0.047400681853114274,-0.013260159879143234,0.08617658170995464,0.04032683944496522
COL4A4,-0.027415133389921978,0.03434197689028169,-0.018523415862449016,-0.020246350460057884,-0.03744742102733009,0.03782865596200334,-0.01711891781205556,0.023277063214306982,-0.02188265042618845,0.06447938538790066,,-0.024671502467598472,-0.04822404296568765,0.035388684381219886,0.017788959310999802,0.01655562036196362,-0.04950393353295784,0.0737302373607405,0.012510693183057907,-0.019802251142221432
TAC1,-0.023672050129992937,0.016034668547178547,-0.014650274513725376,-0.024980118576387086,0.024470499504777893,0.06225498421402488,-0.017732437169143075,-0.021607533652209954,0.04714301591266748,0.0049998568397611074,0.04509250040744076,0.0029475483193653674,,,,,,0.04476651380435989,-0.03570688757053382,0.0036466156345021554
RARRES2,0.08021761103432556,-0.04515662864913604,-0.03685855669909605,0.01303254209033342,-0.00481398987029831,-0.04114322459399578,0.08243274543772171,0.042104220443965314,0.1007640240960256,-0.0080722140769307,-0.010177315381442814,0.05304542530021378,-0.1096102413597378,0.058402458152209305,-0.04285759928887761,-0.008726850081276893,0.045783102107352126,-0.024374079072751655,0.042099692827541946,-0.09649406940642535
FGF7,-0.026046740703501988,-0.0022219880840192887,,-0.004167923567330041,-0.022054733996910134,0.022624319784270423,0.10054706213204888,0.09862132098517161,0.010680077664825838,-0.008508270684773594,0.0010025282100429983,0.030105273913183298,0.029749678202718125,0.05282402828312691,0.04250121285262304,-0.016929011744432187,-0.039893594195198,0.050611204483905776,0.0949131699380982,0.008859001131991864
EFNA2,,,,,,,,,,,,,,,,-0.019272842544743554,,,,
HBEGF,0.11952369924646984,-0.026362121396321974,0.05099454393215765,0.03811658748531994,-0.008626356716360466,-0.009956578156931422,-0.040757441251435725,0.003852328079786011,-0.06815396786493992,0.033535509536089914,-0.06584743657854034,-0.05976825273297077,0.05886855834723909,-0.026705393388237908,0.009739403898398313,0.04578197453523331,-0.01729660099372885,0.04091087104902521,0.006198477802318855,-0.0021703249748365786
CSF3,,0.02324672459205757,,,0.019445525810773877,0.006094813516421947,,-0.025614485858134865,,,,,,,-0.038350735758700384,-0.07247944663509828,,-0.025412108076039597,-0.028597136778204368,-0.052833202917494916
PI3,,-0.029531001520435834,-0.026095916443028687,,-0.013737842574341892,-0.03862854901759355,,-0.02884224915087979,,,,,,,-0.07361773652041562,-0.09501452330882738,-0.009370751906703473,0.01958841810338426,-0.00530383344104806,-0.023589553097327527
PCSK1N,0.10798453204865159,0.009001212977511054,-0.03942730051963297,-0.01699194590996614,0.04905524019956052,0.005430255012197137,0.0017085059163302826,0.03221046512494677,0.03162758182864737,0.02887930103762582,0.13016664201484585,0.02077820079193335,0.015298781233951871,0.014883392506959458,-0.02457425807906931,-0.017688850625338412,-0.009025550624817595,0.05292240643466979,0.06432908546750246,0.034476725678154206
NTS,,,,,,-0.005455575499033033,-0.020898309090398554,-0.03148328432111017,-0.024998384416766835,-0.046009649621317004,-0.01839003940839013,,,,-0.007991760090851422,0.0019053192104373203,,0.011513398122598864,0.026072321899795657,
SFRP1,-0.03444343089008257,0.033181670741420574,0.020672972117070327,-0.008034896954675153,-0.00805790722738591,0.006237467269056358,0.05249671490953541,0.010334722381158073,-0.03332316330026179,0.022906819343851387,-0.07925852944437094,0.005369514231788096,0.019957304287403436,0.008233738082539738,0.0276829411080153,-0.0369031903483325,0.010427687280672334,0.0413951283846921,-0.010316013153454208,-0.012192102364673931
CXCL13,,,,-0.017265173574254694,,-0.024203966292084846,,,,,,,,,-0.023910293112469987,-0.035884425616701604,,0.07389739659164252,,0.01991194813460301
MICA,0.015594073187466684,0.08214160406575945,0.05374521347663253,-0.001717775805297532,-0.02153274807873264,0.002843594100464568,-0.018455793106198833,0.06468108271349485,-0.02406545144285955,-0.02423107715197812,-0.017711280361056063,0.018966125819231783,-0.012235407658026214,-0.08699119110764952,0.035870785191773426,0.05686167637956547,0.12860456953897076,0.023853234441387147,0.03947590372967965,0.09360311180360127
TG,-0.027415127211816114,0.08390559047062933,0.010791066651352859,0.08605464049131972,0.0017609695398839332,-0.008186648367774533,0.023590581620831576,0.04549430284685457,-0.008161851461932304,-0.018215875895324536,,0.039389968554756224,0.07543145293490731,-0.007847975151385318,0.015937833818488095,0.015238742100933168,,-0.046443019806851185,0.046086499087210714,-0.047226326388859693
ADA,-0.036804941694847014,-0.021710195296547753,0.07139212265205412,-0.004054986279930294,-0.005322776283491027,0.03806605560618782,0.03291606179326447,0.005791656830458867,-0.05937449302350222,-0.02958404737572158,-0.07899675249802313,0.0005197010297594677,0.05258826710440909,0.007645922779922384,0.027421066372511096,0.07670404275906752,-0.02824788627044634,-0.011982158593854358,0.04678568333901259,0.041822057599667055
LAMC3,0.020329941898782237,-0.07987026378421538,0.044081943170552425,-0.008201155919684993,-0.055716945652763854,-0.0068745616940099775,0.04603689766092367,0.06848057328105948,-0.012560693682193357,0.023735078303429878,-0.03972103465169627,0.04454008628641178,0.11453645886333984,0.003577677661737931,0.0394181320096066,0.023989121417262445,0.049099478669203445,0.03973810422816718,-0.05551240791713279,0.02109340547804569
CCL7,,,-0.015778081892450852,,-0.01675498558151472,-0.03208999059502684,,,,,,,,,0.06601281801074463,,,,-0.015499726344921834,-0.07647905290245682
NGF,,-0.030139522230794944,-0.027090183084208803,,0.08360911887141256,-0.03425272499139994,-0.023019008478327146,,,,0.010493588579910722,,0.01832803776935613,-0.0032087303393370727,0.07016650797220896,0.1260303841671069,,0.013266693605583586,-0.048951577454457745,-0.033874276781403145
TNFSF15,,-0.03728635051453255,,,-0.002880997791969557,0.006807187009364821,0.040764764486936944,,,,,,-0.01097244572118841,-0.028160793891013097,0.02619303949629857,,,0.02730819187780457,-0.07359298825904916,-0.0412542196949729
HMGB1,-0.01865704373109164,0.02790691062032513,-0.009807973411137547,0.01252026146726231,-0.011062766300770596,0.05406678363352679,-0.005621661425923218,0.05684374049725552,0.0665779935892428,0.008714491464778816,-0.041849591591899216,0.07016856485806251,0.0014437218375199046,-0.011488835869345624,-0.05763347017507976,-0.014348661859096277,0.012316030915843504,-0.03333057615215159,-0.0036445310620372554,0.024405435854688254
ITGB3BP,-0.030141405714922527,-0.0039632043102249565,-0.03272880926104453,0.00903883455608388,0.0029785382809812333,0.020201655619134316,0.02815645207646253,0.04128619913808406,-0.014645190694700412,-0.03182379239522913,-0.051751894641532695,0.03889786143785185,-0.01138572876458184,0.05491935219826428,0.022370129284631,0.010221341267151898,0.014952332715929289,-0.00364037865999915,0.05302502284303083,-0.04811843413094699
AANAT,,-0.021202021069427354,0.0064413684035590805,,-0.016976414932162794,-0.004766723010581074,,-0.0059440298430772694,0.08554436365993279,0.019431848869716644,-0.017289352980921147,-0.002572284567585968,,0.052904776360970004,-0.010331233921808566,0.014649377475006988,-0.027167993839502767,,-0.03170636456203378,0.01760910637073347
