,UKF266,UKF269,UKF296,UKF304,ZH8812bulk,ZH916inf
AANAT,,-0.014452121363357495,-0.016503021961006926,-0.019430587663248743,-0.015490460841899603,
RELN,0.06537079941821188,0.008898065141836997,0.045168554477376645,0.08650151127873622,-0.025876595108901192,-0.03181546263744567
IL15,-0.024807209460816652,-0.026344994528796267,0.16095261811018838,-0.03981761424939483,-0.039615186498501896,
UTS2,,-0.04767240754071334,,,,
BSG,-0.055291132466126755,-0.004846259653079825,0.00415813970955918,0.02191166864098126,-0.005563683041877113,-0.036349312967357696
ADAMTS3,-0.0014733580103024767,-0.05892421862374227,0.06957585040212269,-0.031200958100538096,-0.018173061977725852,
CD34,0.022657664257833235,-0.07788058614994618,0.05509184083075751,0.011002114646407005,0.04269097513909302,0.01412937086400784
CCL23,,-0.016444219988231625,,,,
PLAT,0.0213314491794435,-0.0398025705202408,0.016489630368469205,0.003078309167821943,0.011561302816125722,-0.06527813287932936
NTF3,,,0.028253175307102803,,,
CKLF,-0.03832135183823401,-0.09761710404319547,-0.010648524318893892,-0.05874663717018837,-0.004467776667236723,-0.0435436317673581
CD24,-0.10914876839956358,0.011266216288009827,0.030429763554057528,0.014590562819775152,-0.038402230399980544,-0.06058981529134279
HSP90AA1,-0.02065799033073399,0.09145668953856956,-0.006970484089256231,0.07846278351916604,0.025182485399186716,-0.02899891113457947
BMP4,-0.04983495375722679,-0.03484510579249841,0.009661185719248264,0.058877977061019736,0.021884788212195975,
SCGB3A1,-0.019790067666358806,,-0.013920460435042397,-0.03420327189840699,,
IGFBP4,-0.03617882978148496,-0.09904690021807586,-0.005115788295144417,-0.04641338630747959,-0.030455235797893984,0.03691516427122485
RSPO4,,,-0.013920458398860157,,,
LEFTY2,0.07127262149371162,-0.09093910597849632,0.0031061894891161908,-0.020667604422632553,-0.03580498752600621,
ANGPTL2,-0.03561425285487805,-0.09442762771450008,-0.02561799429135646,-0.0637760665183044,0.0491301756079773,0.10302403313580547
LRIG2,0.0020565874888698542,-0.05250277576584735,-0.009137741728022642,0.018230498620218884,0.015071114897571701,-0.028089643213690105
ICOSLG,-0.05247426568066402,-0.006006503679830916,-0.004154137993861645,0.018205460856925596,-0.06087983897841837,0.04946591014668031
WIF1,0.0748257782858737,0.04219915527790604,-0.0261954205416893,0.12531363149972535,,-0.023184147790805194
NPPC,0.020087475669968047,0.03530848861188586,-0.019346030542596176,0.03211897173432534,-0.03017963692906934,0.04872666800479557
LYZ,0.020201048376039032,-0.054903594738943726,-0.013370681523824026,-0.09001255451657117,-0.014634360135532827,0.14536476999800468
EREG,,,,-0.021260925084012693,,
SPTAN1,-0.03573528170573689,0.013544778369594456,0.0036948788722974486,0.08063712013155397,0.013044142496970737,0.006372206432841879
LIPC,0.05414253541969994,-0.03779932098311236,,0.02107376041265416,-0.03704398195498282,
COL8A1,-0.016406648257072623,-0.0317274149917392,0.024241791050535293,-0.08764629047988337,-0.02960874857015393,
GSTM2,-0.020977835954653738,-0.04420708414691311,-0.03324353338664442,-0.03381576328257606,0.02134256893002033,
SPX,0.018037311110011424,0.010813420879635728,0.05986976337754617,0.006523453817567843,0.024818660916121463,0.023959452618821202
MFGE8,-0.03559746032622919,-0.05365498687212389,-0.02688337886229142,0.022221064696250653,-0.028983343866447284,0.1303708036001338
TGFA,-0.045210652990624225,-0.04787681553945309,-0.040265755544010504,-0.0562056363112669,0.0651278057328372,0.0746592433277091
SLIT2,-0.024099718782225006,-0.012274766672674204,-0.0036766568618704257,0.027075414582823677,-0.01941144836378871,0.08281804114186554
PLTP,-0.026513948873256955,-0.07162677960255517,5.052769011732388e-05,-0.11572289637291806,0.048335622485498456,-0.0730861395193994
APOD,0.0252520420194097,-0.013062671738920527,-0.0561703828151434,-0.029931786397001406,0.013274288005186905,0.024968556894487157
B2M,0.005271612351695547,-0.0810977651473475,0.009519252860196498,-0.1392629649729798,0.0031508397986929567,0.06728753571561598
OMG,-0.03469142083701748,0.07241008654879562,-0.010826776848672885,-0.020363402583415235,0.08923942387675321,-0.0975157399110192
CXCL3,,-0.018974944501364863,-0.014891948026390262,-0.029929956674909653,0.06840450737146088,
CXCL10,-0.01039543629754887,-0.054535047285513304,0.16839660772872508,-0.01767188038224048,-0.03017963364753069,
RSPO3,0.08405496986380073,-0.02373114959334972,-0.036162170852941794,-0.031941313310859025,,-0.03253872339628503
CORT,-0.02814322233427719,0.046277796332106526,0.003083664080048089,0.00513044928815766,,0.10387636330229703
NCAN,-0.03517086166055334,0.01917449499607028,-0.017680042240927292,0.07921604098735652,0.014806200070693614,0.012086131264602687
PRG4,,-0.020557622989886455,,,,
ZG16B,,-0.004905057660574853,,,,
TGM2,0.04918872552759859,-0.0264222447037444,0.044727055869951585,-0.022671048964917184,-0.0015925573088823818,0.022467008556786593
VEGFC,0.01325482910207333,-0.027103935185697016,-0.011729402032320905,0.022004766417747006,-0.0295479816996234,
WNT6,-0.02544455326318526,-0.020215730306305427,,,,
NRG4,-0.031148836914025292,0.005418620408569728,0.02728307108805585,-0.026764996189169107,-0.023726602513966865,
COL9A1,-0.042656574798444064,-0.052694004634599716,0.03923117071872594,0.13170077050382617,0.019959084538807424,-0.052940466289259046
GDF11,-0.09171299956512041,-0.01923228833794418,-0.0020258853486625652,0.06435859647361808,0.07314582344072779,0.0006387178013121124
SORBS1,0.08666786733252539,0.004356699954169098,-0.04239007880822102,-0.070562535416076,-0.112246138940593,-0.052656110298587945
DLL1,-0.048840998735749486,-0.07744805552249644,0.011103327037453252,-0.03151565143182505,-0.006782618016570978,-0.10899404536778692
TLN1,0.012587703855386384,-0.05980583433100846,0.019194595780072564,-0.03643204903767656,0.01082354195945777,0.08056105782908238
COL2A1,-0.02756600681617373,-0.018974950958748772,,,,
SHH,-0.03008840752063115,-0.014916617030688322,0.05684746191430065,,0.018338404941379588,
PON2,-0.042788963727197094,-0.03599720780638504,0.032192959596332185,0.008734474492488755,-0.003669198992639656,0.02018028136278446
ICAM5,0.05433762537482106,0.0600004202470825,0.013285180980215165,-0.018534358092484743,,-0.007787664178315664
HPX,-0.011150391683124615,-0.027631481810709426,-0.013920459015884982,,-0.031811277097755226,
SFRP2,-0.0014365013019552197,-0.01514377464355508,0.02378031713528625,-0.04135277180624245,0.014258514347840472,0.07769168340344702
CFC1,0.03963582381444781,,,0.07636197214060352,,
HP,,-0.008266116729561911,-0.0158911689095033,-0.04928030374173643,-0.030387668829192634,
CXCL2,-0.039325661230949174,-0.06413836787741817,0.009787749484236262,-0.05659219208722547,0.0358694749182339,0.1883928342257193
CCK,0.1078689798181327,0.05330162605215085,-0.04670423296935092,0.08120317617234019,-0.02243907583966983,-0.06905780093133508
SEMA6A,-0.0189078939394399,-0.015953343208167332,0.08608156820538916,-0.06590592631498042,0.0586602986452938,-0.00936195650994199
IRAK4,-0.04318077912023815,-0.04108106648988823,-0.04505874799689271,-0.002499415461933176,-0.02280637668222881,-0.07053719001254119
GSTP1,-0.0669627280778986,-0.05516824612777909,0.04758047555842409,-0.0737857612987116,0.04276386999759208,-0.14144415449543446
VCAM1,-0.004562453184641779,-0.05657935253162139,0.016764953331014958,-0.07108867460955977,0.007682027907465502,-0.001673764891122916
NXPH3,-0.05537149883822303,-0.015915006891248362,0.01003391623227763,-0.05657342277680336,-0.014248106801281378,0.07283259903460704
MTMR4,-0.05161783418457191,0.06046224161797424,-0.009261617724064785,-0.0038968070196468397,0.030768104717413248,-0.056537773867675764
LAMC2,-0.024275608616392125,,,,0.11059402223180671,
IL10,,-0.024899372305491184,,-0.07820938841552358,-0.02212779155537909,
SEMA4D,-0.047598543642768595,0.05502628311154721,0.0019350757103153444,-0.05800561829232884,-0.02644073667166016,-0.012958870970141922
TRH,-0.04769346600631516,-0.039310705925261306,,-0.03400996044133557,-0.05070409578794022,
SEMA6D,-0.10475972705491846,-0.014162204746711165,-0.0007743512238765339,0.014004766752932506,-0.0004036119188708167,-0.0375803943387547
CEL,,,,,0.04944111142339288,
PDCD1LG2,-0.024482673529852894,-0.025478457592398508,-0.04441683577409186,-0.0001955467741534736,0.03712642763165455,
SPINT1,-0.007622823147557089,-0.047321098187396514,0.08208704802096116,-0.03302957068603102,-0.0338366440184221,
CTHRC1,-0.08275544211978121,-0.07266472332723121,-0.004212128721797766,0.011208086556144373,0.05928076266950145,-0.042235552354465807
PODXL,0.007919394304883764,-0.07762368105641775,-0.03876357775224046,0.009193706378426952,0.007278942321589982,0.11764492628905181
JAM3,-0.006009498210365366,-0.05212405376153759,-0.0031463864132952168,-0.06389146846429718,-0.02395545563219092,-0.0204139604019975
TGFB2,-0.024255812505895154,-0.11175840310413283,-0.009734761044122808,0.01886601474478575,-0.02545583152557767,-0.0035171577771936045
COL18A1,-0.02518537391798266,-0.08106835225494405,-0.028247522029851823,-0.07311774556310238,-0.005764067878976419,0.0017236731820376775
NODAL,-0.008233203190686959,-0.05000550590829104,,,-0.03450905912470428,
INHBB,-0.017779613199613496,-0.01879491415407793,-0.003430813766312987,-0.01887617116597851,-0.012656109432848952,-0.043801838939994404
LCN1,,-0.016651620110337363,,,,
ARF4,-0.0022876351606344668,-0.11380127310706004,-0.07490985824577351,-0.022209704252042252,0.005263600377717165,-0.04617260243309938
CXCL14,0.11915362756963531,-0.011802349807236625,0.043011294978761654,0.03999399692907931,-0.0008111222403233973,-0.01656594122426997
LIF,-0.03088686281545351,-0.02680492827874439,-0.016503021961006926,-0.029713613532607083,0.03426615406099514,
IL17B,,-0.027500397989772548,,,,
MATN1,-0.02981789248435265,-0.017458091625621158,,,-0.0020856358282365355,
ADAM28,-0.019182631643789114,-0.05642265143187837,-0.040203628608329135,-0.06345632646337132,-0.04001978709628082,0.07593084887394182
TCN2,-0.010794070790906085,-0.06932102411682091,0.017778623189790174,-0.034746751887290185,0.016995642993267304,-0.10661416336747954
THPO,0.09884016027055652,-0.03397573283153276,0.01601467620632368,0.008490470048344868,,
CUBN,-0.03843952475776849,-0.042501349781345496,0.035619007890879344,-0.022681408604019727,-0.00044576899058002494,
TIMP3,0.023092908062230303,-0.07897062533373325,-0.013258678388966157,-0.015004330090591175,0.06016635296908347,-0.13300870292125222
PIGF,-0.029333827202084477,-0.08379169553237616,0.017313393309889832,-0.03956740766389325,-0.05256819627112839,0.06430585293567659
CRH,0.08230540935487286,-0.0256058129569525,-0.02160429063578631,0.06323221798561056,-0.0391115260547708,-0.06149733174794611
BDNF,0.01676003158829286,0.0537280717862282,-0.02793620763270772,-0.010230526147939106,-0.04971664650128064,-0.02124933663528563
CCL5,0.046925688382910155,-0.037799318901827486,-0.036035570216969494,0.07201534082697605,0.028505060671692346,
GAD1,0.02130704615390054,0.04101497380507417,0.011951520995432355,0.06083686955802933,-0.05987868350590843,-0.020496057451595315
COL14A1,0.001704388626298778,-0.029539011375437293,-0.02249417633953767,-0.05202499594042308,-0.0462262172660956,
HLA-A,0.01723694376276276,-0.0875222228265029,0.03402569220116534,-0.11157004092919356,0.007251752325452778,0.027629793014470744
CD5L,,,,-0.030782262140155094,,
FGF18,-0.012878166542407418,,,,,
ADM,0.023003955057842425,-0.01763138743629353,-0.025006628728308375,-0.05380614795489078,0.025260527230102154,-0.028091153299711874
CCL15,,,0.040612979946206086,,,
GNAI2,-0.03857506571018287,-0.09941429356864745,-0.04639686010189088,-0.08707000080601536,0.11346180520005292,-0.036226697273687096
HDC,,-0.02063043625458849,-0.007320821441431613,,,
COL11A1,-0.048029236566548526,0.022538485252469886,0.0047243915145956895,-0.03736459412954165,-0.003093598541575394,-0.0558987430893569
NUCB2,0.018011724400141562,-0.02177236254408795,-0.008711786017206928,0.03478502922861384,-0.05220565407633679,-0.09252860386639443
CXCL1,,-0.0023880897515727723,-0.015627497508425396,-0.041996565085933246,0.05599085589939754,-0.03750871990149926
VCAN,-0.07426361807598911,-0.06364526563412115,0.010726248379521304,-0.04088675267717223,-0.004815878110837888,0.044396121638046925
MMP7,-0.0308868541456642,-0.012154309430960377,0.056459959296113214,-0.01811491996445812,,
PTPN6,-0.01833228444194817,-0.004714953118490376,0.0970562742014596,-0.008166089916220335,-0.028161402282015725,0.11806067769141519
PTGS2,-0.028498859604601395,0.08166973578669985,-0.02469670060163141,-0.05735052190021413,-0.028687135635214564,-0.06018110934790805
XCL1,,,,-0.02376162072820854,,
CD58,-0.013028662915076721,-0.12106417604052848,0.01900634102486875,0.07381405666163819,-0.0044865922167909396,0.13664040025853724
TNFSF14,,-0.025325289913595478,0.021971845678630236,-0.05159782474152891,-0.003952578109673553,-0.040730470972344134
CNTN4,0.05280691294341764,0.013288408095655247,-0.031101269399896773,0.009609267881587507,-0.029120323356952155,0.05001705990049391
BTLA,,,-0.004954135437933168,,,
MFNG,-0.021909595136758383,-0.053150822608383365,0.0018671902619112964,-0.05765076393614346,-0.01597513512444457,-0.03053301296263398
ICAM1,-0.00646912650265912,-0.020291164264488466,0.019598601517715836,-0.049925847544203344,0.014942143955186175,0.028325965996667295
PROS1,-0.0422579834740516,-0.0969432689629671,-0.025408660908831624,-0.057824669299533143,-0.03139289606919204,0.020318156034960694
CLCF1,-0.028712415302448318,-0.022273777459607094,0.05632009438851082,-0.04166688664120982,-0.023911470496891258,
PSAP,0.03837668554276055,0.01411155784381736,-0.05686985909184362,-0.12017171951564375,0.06498488322387186,0.07025857101385276
EFEMP1,-0.04297657240730271,-0.07437591848432415,-0.026840331015155847,-0.09803380038341221,0.010881914198200834,0.02575401382344604
C1QTNF1,-0.019303881206950084,-0.05822646899825266,-0.016429093353126784,-0.06745187000707444,0.013494150940046315,-0.06566401168811258
ALB,-0.02954510909935276,-0.02038732487220512,-0.01733662661912517,-0.0647914583045249,-0.05231574881061628,0.07572563730880337
EFNA3,0.00801114725499007,0.05711109245836716,-0.004471331178286678,-0.02001784907879457,-0.08938365128601476,-0.014984019653438188
DRAXIN,-0.018273608096523567,-0.0955856919565475,-0.013920460435042397,-0.02479897936151924,0.025467384748038585,-0.05294053252903361
RAET1L,,,-0.01667288418902306,,,
NPTX2,0.028750236759818953,0.09100810873607657,0.017218345870097965,-0.08190378981099274,0.006470190752338887,-0.06560943245416483
FGF11,-0.04856734291559234,-0.07411707303236922,0.05117039615537689,-0.03655666628948542,0.01657335214622337,-0.011775301050624498
CD59,0.08697157264463715,0.040248676055419146,-0.026829247938022438,-0.0036488644035024722,-0.0020168913314224666,-0.04686220460532482
COL9A2,-0.041737487782601244,0.005664863591667748,-0.006038197440673224,-0.015323991622861688,-0.026694281297471596,-0.003120389976444882
DLL3,-0.056749658955066416,-0.08392541209204117,-0.025074755848486095,-0.007796288367068102,-0.019845877170424617,0.042328842184694994
FGF5,,-0.016234312026230952,,-0.01742206845814301,,
LIN7C,-0.0031487452999054842,-0.061883777208341775,-0.04217966888178687,0.025094457016352732,-0.025984554526160192,-0.12390295746243961
GDF7,-0.03342080570813194,-0.02904053126231841,0.11433673905834861,0.035275162284416364,-0.037916203875820426,
PSPN,-0.027075781158418286,0.05108620468002762,-0.00013036735297806948,-0.048985689277095734,0.012939424583403707,-0.014635569739810134
ANGPT1,0.06576543100188972,-0.05078680256253371,0.026504998310579873,-0.005403897766156144,-0.009316277584645413,-0.081605306583202
PNOC,0.026579908201078885,0.05072462298473197,0.07197818279215164,0.043718075455437065,,-0.008733558663871082
L1CAM,-0.02025912027459153,0.05861661346878729,-0.03874157993431488,0.007969080103337713,0.03382493350976963,0.10093093628361922
APOA1,-0.0173887596585002,-0.034743883139085746,-0.013259925163601104,0.055593290835335096,-0.03201025517995498,-0.03402471803317722
PSEN1,0.005947719861878428,0.07922002998702725,-0.05595199631931792,0.008985023490449603,-0.008158369396124236,-0.05114996084929964
CALM2,0.024698609221193196,0.10884679508172802,-0.04538827712620815,0.056623086387118944,0.00038417395774809895,0.010927997784580933
CLEC2B,0.013273606687919928,-0.11189323968676826,0.028971332026932837,-0.048100546665551504,0.016770600321796374,0.0749380640117184
NTNG1,-0.073120875903038,0.04870964384609661,-0.02438143414344302,-0.011832215229264517,-0.045884975833608975,-0.006684773718198194
LRIG1,0.029335312993339073,-0.043608460778001124,-0.03605525811743832,-0.0352618299335669,0.03705504571902135,-0.03046745856482184
CPAMD8,-0.052261214778490106,-0.01468611998589331,0.012344694297472945,-0.039301920034151304,-0.0004334803827600153,-0.012964029685976555
GHRL,-0.019456169365961236,-0.031232105401052652,-0.013920460435042397,0.09002781989212137,0.02458137027344964,
NPY,0.0037283297503373355,0.10348502610234954,-0.0025822595336072074,0.00852809841995318,0.04701777926503626,0.10943526155482472
MMP2,-0.07503817625142688,-0.10774976247592216,0.011319280945403975,-0.08319941135126671,-0.04327134417093882,-0.07814484442659383
ALKAL2,-0.017121092563501226,0.12289670456107588,0.0021393312617978316,-0.0490590143001951,0.05028446522140135,0.03713995649968323
CSF1,-0.058737941974730576,-0.07526128770709657,-0.023904675926943196,-0.0029905517069894207,0.030501076161187184,-0.028304553669056032
SEMA4C,-0.0867560276867296,-0.01564278490446993,0.0507331368441834,-0.11806010404868404,-0.06792449614479493,-0.0273203452008355
ICAM2,0.012295599112418872,0.02888671702680281,0.007050071821292148,-0.03326932803500954,-0.05308547361646482,0.06445742320499677
SYTL3,-0.0405803148634485,-0.032480268431534384,0.05926202723094118,-0.049573828516831855,0.06270879772640504,
IL1A,-0.0047669005572482295,0.003655964319953802,-0.03120677175117937,-0.015626132881009464,-0.007018881098766586,-0.04415352561163054
HLA-G,0.045993890979032746,,,,,
PGF,0.0322046624827078,-0.09643021563559266,0.05568859650481116,-0.054820041559963346,0.02527698026818611,0.12372626463160914
LGALS8,0.01892808353624946,-0.05189540477843909,0.006614697733581391,-0.007358215975842721,-0.022614961974780537,0.047040455514057035
DKK3,0.050160885764664466,0.0632856373067611,-0.04115093969531758,0.030117893851096846,0.0452572452647459,-0.007984428608552682
COL16A1,-0.036589098226464715,0.08729982530110887,-0.025814013070965404,0.01572160133677518,-0.04100059110831115,-0.05822691108543758
TPH1,-0.024154015331534693,-0.01745809146082412,,,-0.020794102387913054,-0.032538828910910804
TNC,-0.046913953092241376,-0.12109113637216544,0.003954267902443066,-0.0865924390957086,0.08528553107855634,0.026164952876595485
TNFSF9,-0.0026888240554931177,0.031128586190564956,0.000973707628146326,-0.031663616914936216,-0.03441895902683964,0.02586330013201009
C4A,,,,-0.020966195251857542,-0.03161125332434269,
CNTN2,-0.05887242890833579,0.034449250359573615,0.005074044643593483,-0.0780775790575963,-0.04167229597216311,-0.04783132279757429
F7,-0.020977831240614517,-0.014686111449829103,,,,
LUM,0.04699647326777165,-0.06970734388175438,0.019614296278863137,-0.01599426292617371,-0.010951455682201485,
BTC,,,0.00705449971762913,-0.004395680322793655,-0.027123648353171725,
APOC1,-0.0035595503236756348,-0.11729101678240657,0.00018201248078561028,-0.08445385970604302,-0.05044131416841148,-0.02880755163974683
PKM,-0.03436410929183907,0.0038781113298556815,-0.013299660300493696,0.032731722952086886,0.020190324469959213,-0.03688675662258789
TNF,0.01993635468552594,-0.021553690861313556,-0.006278176396287808,-0.005155150083286125,,-0.09158110744119109
GNAS,0.01810589184498264,0.05820758979210973,-0.006975144983802627,0.08405540539505846,0.012390306939004878,0.06453716513630764
BMP8B,-0.07646775086254914,-0.006758700070983468,-0.013513124070139697,-0.007046384690478252,-0.037744809813666486,0.014140988755245663
CCL28,0.0665831777180515,,-0.015983172377500313,0.16113570438918487,-0.021850913733306956,
PTPN11,-0.005511433738579443,-0.0080978181980786,0.01863486587687438,-0.08404248910905497,0.039757074744201336,0.02302578616244092
ADAM12,-0.00451413204567781,-0.06179321217850104,-0.015446742501922826,-0.04472664947612861,-0.013205619553514954,
EDN3,-0.03008840150706176,0.03547146228585421,-0.021728239261249546,-0.0312009594314365,-0.04249599212771134,-0.053442190658898776
CCL22,,,,,0.04846438977493933,
CCL2,0.063144824890343,-0.07822487319256524,0.0750894885944984,-0.12681811873352775,-0.06505980153358921,-0.049554354484427576
DSCAM,0.014579126656539354,-0.0770200335909783,0.044646190807666394,-0.01867234051786768,0.0787557208931536,-0.06872334890510476
ANG,0.08572030597137761,-0.05261019080516396,-0.018580235387776645,-0.034015216131128984,-0.03474648580107441,
FBLN2,0.011599056868855843,-0.01209528895114018,-0.04304168596740864,-0.017364023535802922,0.0054542895077293934,-0.03328927234414831
VTN,-0.0241540074331499,-0.02475599251967088,0.08721837787487095,,,
VEGFA,-0.012896670790216043,-0.05422539310195005,-0.004262393259330653,-0.05886604979338312,0.02094014218424748,-0.09800642922949539
F10,0.014332248494519688,0.042667421137931934,0.026335871228715096,-0.028610896743906954,-0.02346706492293737,
SERPINA1,-0.030505124639896575,-0.0672186125536136,0.05692313030939865,-0.057467902465715176,-0.027155772211837678,-0.08664679216319492
VWF,0.09648088179777094,-0.0775675374372084,0.01867814431148568,-0.0823541673264193,-0.006922378613186318,-0.10509749690913588
GDNF,-0.037596649102819665,,,,,-0.046043215845836115
VASP,-0.015467739380055592,-0.09140577422894086,0.04753505410858332,-0.053685219330882675,-0.003720097833800176,-0.017068851610211638
ADAM15,-0.032154037881621605,0.06232330849050294,0.033506523776966335,-0.00021374534757780434,0.009168342359500767,0.09590885554081101
WNT2,-0.03974767246793393,-0.027578968984570892,-0.018134107770069668,-0.029495926918996034,,
CALCB,-0.024482670478461907,0.03141404314025617,,-0.01974662661661434,,
OLFM2,-0.04320547667198576,0.0006492118018320612,-0.009232542425805658,-0.009733603623049859,0.07421049031666141,-0.017603812748283897
MFAP2,-0.05350748358391397,0.001308087869175727,-0.014404330699726802,-0.022955804573061008,0.003340735990020529,
HLA-C,0.040834828608121765,-0.09423366166404724,-0.055203757958984044,-0.12046740288125565,0.02216071654862464,0.06477721798836607
THBS1,-0.03973715565386023,-0.021763486639621844,0.017963310767088972,-0.08525478030369353,0.05748648849579283,0.019279662614357037
HSPA4,-0.036203637089087165,0.011214714601039804,0.06279529262921418,0.008177866798175568,-0.03436269376852307,-0.0700780865123789
LMAN1,-0.056563374671764304,-0.056471934577661004,-0.01981339362076883,-0.006891467058465348,-0.04189303938917201,-0.10182023378767628
LYPD3,-0.018223608682264653,-0.02518402068465818,-0.007503740248952728,0.06906398747296925,,
APOE,0.012964609366729538,-0.05756136962249404,-0.02941733438338378,-0.08653111308471917,-0.016004171752720737,0.06522734437403979
SOSTDC1,0.023382225955014862,-0.034776468235279114,-0.01506555226686156,-0.02749968122967399,,-0.03474615265396072
ANXA1,0.00853281034867213,-0.08857120542767019,-0.009655774780110928,-0.11222596836861792,0.010219072184007192,0.009893805917929537
WNT2B,0.018524909205733738,-0.06061192277166448,0.009790783398313577,-0.036758498148302475,-0.016806193291288473,-0.05638049059676946
AMH,0.020939944143082357,0.015637044901564482,-0.017977269288848956,,-0.021850910946850984,
GDF10,0.04367342696888324,-0.026159080456140755,-0.03709713912093259,-0.0048716614895029575,0.06602610695683925,0.0327932743574326
EFNB3,-0.03932540105457928,-0.0046329246100651495,0.01894940675584581,0.005909532104645922,-0.048516515599961715,-0.08228501666244056
LTB,0.07846949588904123,0.09273206790666196,-0.011389626162099908,-0.04313582377410469,-0.03287156960840808,-0.04073037951165349
ANGPT2,0.04226875736901204,-0.11252393522426278,-0.05693202040026261,0.0035426421694805216,-0.03345255094229025,0.056824194949475784
NRTN,,,,,-0.009560701522532649,0.051071596053053704
ADAM17,-0.06552963933272432,-0.05712798576925754,-0.018467920786874297,0.02727983751722158,-0.04679550344234869,0.07879950354517598
LRPAP1,-0.010907686007589776,0.005034644067770694,-0.014364321121015189,0.04353997939460258,0.06769465256254649,-0.0839341576777178
NID1,0.015383568681515143,-0.10751289188070484,0.04467550070339388,-0.025643007693309045,0.055242960362189016,-0.04576885386669877
MST1,-0.05645122508675963,-0.07107644869789342,0.002522795085453294,-0.0421607153079302,0.03399268965468299,-0.03131925407246962
IL13,,-0.016444217025087533,,,,
