,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916bulk
QDPR,-0.027827167045545362,0.03545495826122104,0.05729934690274765,0.003655727599802102,-0.04127644710787096,-0.04312818155810369,-0.03102026602301569,-0.010070360536961032,-0.02221265671284103,8.886645809466958e-06,-0.03831921310458848,0.06422627360630974,-0.07454299067912021,0.06653921618527296,0.13763736145835556,-0.08978096189336082,0.03585631668144339,-0.11842257865448241
POMC,0.02862170441667695,0.0287496533752493,-0.0017580239779494836,,-0.017382874170191524,0.03558666318241331,-0.029955848178425486,0.05585820150317674,-0.012306328454444935,-0.03562950246284571,0.11386519900880046,0.049195677297215044,-0.0057230200162760965,-0.0110481380380217,0.011832975184332855,-0.01848632041229134,-0.008282366436139147,-0.009619453487842298
CCL18,0.09797276769760663,-0.024341724144954734,,,,,,,,0.00932559225945076,,,-0.01907060079437691,-0.017925162612219814,0.010470363657796812,,-0.0029894227761240156,
CCL17,,,,,0.016867992215783695,,,0.048426398834267664,-0.014702567581879052,,-0.014899819213958946,,,0.04963263445266845,-0.022643864028073734,-0.025441602048116282,,
VEGFD,0.017337232488810923,-0.024341731874592244,-0.02151293012948759,,-0.021112262563297235,0.07047743188675754,,0.013001061733993274,-0.010784511125714628,-0.024072732131416866,-0.015968597748717988,-0.02993476322616271,,,-0.016201789326630137,0.048682259739181936,,
TNFSF13,,-0.018369051994161244,,,-0.002871791866146605,,-0.014624194278313437,,,,,,,-0.018073201751606018,-0.0142993868835381,0.06389859817882142,0.039511866097227934,0.020900405438538685
WNT5A,0.049840886429154116,-0.04540584067361258,-0.01831199741045172,0.06853589084124154,-0.02849506539236974,-0.03444710090665221,0.12965207224996156,-0.009924654168413875,0.01540970225134493,-0.017070434166689144,0.02403842744854967,-0.015288735899354377,-0.0038593786893094933,0.0279743625165485,0.0030696915204129617,0.04396718487309322,0.02163688307763389,0.08252412832580479
CXCL8,-0.006055541168842295,-0.073600462957732,0.01191580497888181,0.05159367063378851,0.004129974521722776,0.09006044466242626,0.03142163564375461,0.010376989908524632,-0.010043005686398786,-0.003832591677019249,0.05398069209333267,-0.0017155739545349818,-0.033576795235549135,-0.049555872559397064,-0.179232062112027,0.03595926783036617,-0.061504108580737744,0.109629678803635
GRN,0.029740167584355576,-0.027037503196728385,-0.003410575468457757,-0.04772919216711952,-0.011302812441889557,-0.000271530787006647,0.05727783633088143,0.01632453873575923,0.008802706116336665,-0.06262300144036617,0.0002520886686667174,0.0011976796727220275,0.04810545892791263,-0.057541998193173974,-0.024114335829611214,0.11135467765311893,-0.04218925955377201,-0.06935805386041567
MIA,0.08390905564013948,0.06121801626058018,0.04949425148495623,0.03424636035794871,0.08265109575995475,0.030036355775258285,0.04240296731762531,-0.024233406078345475,-0.012265110208605044,0.015942623651114513,-0.021869726418744743,0.01847583592284963,0.011739259325237414,0.20433311519303182,0.2660921184818224,0.061181846459905105,-0.016610903498767458,0.03731677148962273
COL4A4,0.015524416998965807,0.06756241668409775,-0.032174486366154186,-0.02292406564273627,-0.007604561615536182,0.00472466969414285,-0.01391427475283046,-0.017586719205015824,0.007571727822058069,,-0.004889143098877464,0.14817895123019104,-0.02411119807569972,0.13524396645353187,-0.013167686895790922,-0.03919073138256253,0.04458105909094167,-0.028153127985778403
TAC1,-0.050345806340514825,0.07229710316855906,0.021030008921505135,-0.07548758038838248,0.023802687797712392,-0.08407125405573761,-0.03170617318057968,-0.0201002090234435,0.001350437267634487,,-0.037596438071795774,,,,,,0.08483184455003379,-0.023036819806529163
RARRES2,-0.05514788803524114,0.031044767218833112,-0.006385846967615262,-0.09357000596022139,-0.04783780346911299,-0.04177431937514722,0.09071851841503506,0.028283186929993057,-0.02444414531084527,0.03013278030398935,0.07578851383245791,0.0598850390476113,-0.040393763577552116,-0.0024252884450785836,-0.06861775799032278,-0.014830945267724324,-0.03639851913756638,0.10885660150734795
FGF7,0.1374119144154599,,-0.024281319562551106,0.012115364278392297,0.009257219660053785,-0.008108409941925935,-0.02172380889440873,0.004080314779836502,0.017065871810041468,-0.05244989817330487,0.07148432383558469,0.007632391683262491,0.08234066308542412,0.03935764312885369,0.09449232020606305,0.02244235420196357,0.042117389573125594,0.019327005569566607
EFNA2,,,,,,,,,,,,,,,-0.041809297713773404,,,
HBEGF,-0.04659312347826208,0.021454844150836372,0.04864789082769034,0.05101695131446872,-5.098126183641889e-05,-0.001270719524514398,0.06311352544333113,-0.03108067691707654,-0.007171397764382949,0.02373495321155334,-0.025636992054897535,-0.030967807215964142,0.06451798461625226,0.08225121048802464,0.08231329098467652,-0.02589686519120566,-0.0071820479575813966,0.105799409493131
CSF3,-0.024182147722856574,,,-0.010031870607642879,0.021193928065794156,0.04646838078487526,,,,-0.02564381634831483,,,,-0.051392534810814613,-0.12057685723679151,,-0.02827279342061926,0.06412408950241207
PI3,0.002036374079396129,0.0012825208694448346,,-0.03858231787803618,0.003389154928284686,0.0658106573344806,,,,,,,,-0.16558861557387242,-0.21754433740053622,0.04930302948700787,-0.036129684786475914,0.10732941420439797
PCSK1N,0.00842811973332962,0.03406977237469532,-0.0003552598403981164,-0.01759304969797874,0.007712368365034277,-0.013128543421364889,-0.06356426071771831,-0.02028185798003478,-0.049475756475904506,0.029927931625251727,-0.024106368339068165,-0.10184145087256137,-0.023357854726514183,0.021925548771492533,-0.03908100769232196,0.06075699120135467,0.07432775762306239,-0.08543706457558002
NTS,,,,,,-0.02172648619821903,0.004333724048699594,-0.006162581829040218,-0.01973238857433051,,,,,-0.07480220507388206,-0.032688502007882626,,0.10552570626449648,
SFRP1,-0.052424714776543084,-0.013153977137994174,-0.03442334891013938,,0.026940128900717286,0.028871869563892504,0.06301392897512648,-0.0051632988793251814,-0.014702567729945984,0.05722468168309955,0.05356151158205579,-0.0065062373918634364,0.02365313700705973,0.018791035027617295,-0.00017676012783250265,-0.04042983425231431,0.09097865857960197,-0.0070623870602412415
CXCL13,,,-0.03631930012894047,-0.00791206786303894,,0.0025536750057729585,,,,0.013509604532830066,,,,0.0018896108426317306,-0.024714127728062564,,0.007105199033325974,0.05560958184258539
MICA,-0.012320388088949539,0.016332570408667035,-0.007636343974188685,-0.032038895019857454,0.028135931534810695,-0.013783878424231642,0.06051862623808782,-0.0013831661834280476,0.018875387059335405,0.03172300257213396,0.11578880827554938,-0.017180449710046675,0.05097869383108932,0.018034347167512774,0.02433731543340367,0.044132426324586464,0.05408208077821649,0.007544821902755704
TG,0.004681534486182544,0.006782358856176366,0.01161789563314195,,-0.025693027056444374,-0.01052436509229262,0.09637274054992866,-0.0006061630788350154,-0.010640184311325244,-0.01946458452139493,0.09880486848541403,-0.043375439508896454,-0.031051396758828582,0.05462647774473944,0.04473377685310578,,-0.028688290810592692,0.025513371364489206
ADA,0.003960571885857536,0.04716991972633297,-0.009491437623061509,-0.013467470917981807,-0.026383844949059966,-0.02570936757228766,0.04966947792823823,-0.035632068476552745,-0.017280515005784043,-0.031119967031815663,-0.019039627181319806,-0.07624632352600834,0.012294547628061831,0.10110424064212892,0.048687575426543,0.10587870331514546,-0.01599320467303574,-0.026618501671237915
LAMC3,0.0853345048124534,0.023192127884678053,-0.03631930026555456,-0.0051141781877263185,0.04569594850147206,-0.057082253130828015,0.04822476512263282,0.0887903691769833,0.01812547562400628,-0.039070718522460274,-0.03755857776781565,-0.02439346744944942,-0.03263487589438005,0.06801487477828945,0.06836760450442952,0.03458314795304942,0.028807320862019987,-0.040631320925837884
CCL7,,-0.01548339289064868,,,-0.018576017511306993,0.06644909543075993,,,,,,,,-0.022459357845469746,,,,0.12535260497336828
NGF,0.002455536855514551,-0.001062172826772938,,,0.047826177669968176,0.025027700821630597,0.0007870507286277011,,,-0.052736818714838166,,0.03742781780716408,-0.004064793086899552,0.05459868424219699,0.05932621964662605,,0.05483316084379741,0.08659122303616022
TNFSF15,0.014184541676494739,,,,0.007172589869299688,-0.02555501842686089,0.08974280818723232,,,0.04538165363990221,,0.1065791000552073,-0.028621121859858108,-0.04949667547551973,,,0.025733190076449156,0.10647217615702373
HMGB1,-0.0027628363284972423,-0.01351852482500687,0.026997437001743802,-0.042612125270602486,0.002333930079725862,-0.04577222480638663,0.09400002391291078,-0.03728243544962515,-0.017002408979296082,0.022194788514959443,-0.004421817309657219,0.0804400650902109,-0.059803092581708524,-0.09448338912172967,-0.0797546669213141,-0.05719181128935599,0.041959143044165786,-0.06014051536619698
ITGB3BP,0.010186950879457058,-0.01080374334503022,0.012197132195904233,-0.012069018664341057,0.030837622420862104,-0.05100824568439497,0.07239016726494955,-0.02210239657729408,0.017547445557273892,-0.029879901235340265,0.052946849012260336,-0.07175896148081118,0.007224799144397221,-0.006898250167030355,-0.01178751443537109,0.032257507183218036,0.01236052873067181,0.1041396142992193
AANAT,-0.0415099693388548,-0.02246404745056815,,,-0.018821513126635613,0.07384997755246928,,-0.01526186536869111,-0.01226511089082179,,-0.01998668229242436,,-0.01986283013146385,0.032489957308926995,0.11415899065794431,0.03574937777536898,,-0.013309526245725043
RELN,-0.039932205502391876,-0.048497115198694755,-0.03181738456206414,-0.029026548665331872,0.07743884632939273,-0.058437697847462694,-0.01474858326105473,-0.01639976514277287,-0.013617751507386066,,-0.022126982419014635,-0.035725057007819576,,,,-0.026540211253522097,0.04385815666530157,-0.07613990190272032
IL15,0.029879084078520985,-0.001695242625355443,0.023672345095012173,,-0.005819014549559015,0.028217236095324488,-0.01616512915345984,0.049339028129178564,-0.026361742821543698,0.05883873356342006,-0.00021760357034869484,0.11319213272385852,0.05221689126924477,0.04011872297505096,0.015613242966146813,0.02504642131167746,-0.005027191229843783,0.11274056956367631
UTS2,,,,,,,,,,,,,,0.006688385443222011,,,,
BSG,-0.1027302552872675,0.030219548741401175,0.008311242564391813,-0.006648461471954975,0.010989801245808256,0.024859519483449343,0.06262347620897082,0.004188790151110315,0.0009519896512544013,0.025530252641053686,0.07852953670752863,-0.04060813820486163,0.07647442708933183,0.02184363033010188,-0.013363741549836633,0.1309948909055035,-0.06455951142003151,-0.0104436581587416
ADAMTS3,-0.013713254432793604,-0.01158736663754966,-0.016805146830088564,,-0.0009830084661791405,-0.04248240981544678,-0.026037346697902853,0.009426366324448912,-0.018742171462343138,0.08449593560986136,0.016954609618645224,,-0.02378371696249993,0.16086118573027364,0.09512500751026097,0.07784064672334749,0.056513069558624646,-0.01731377900792979
CD34,-0.05007515823128249,0.01374927375498048,-0.02289758232658556,-0.02353208840327791,-0.03077168301048808,-0.02668467563195354,0.059179762928292697,-0.03751607284763771,-0.010470026648987014,0.03323967488780236,-0.025308158646011093,0.005639202852123158,0.05489335453504055,0.005565837911442006,0.07871518717340903,0.021453296655905594,0.012066555367342826,-0.041354752771900864
PLAT,0.028540655483756946,0.02215433736150668,-0.016100334257160818,0.0132984128964886,0.0102122234571833,0.014653586059695582,0.04926784513136673,0.017620505773687914,0.023787021441468877,-0.00448009028372374,-0.02473303725671053,0.02371250454835975,0.026086381992193444,0.0536965718971774,0.16748795595304458,0.04761900413420607,0.024398954124745676,-0.06273281574188048
NTF3,,,,,,,,,0.05458993308673717,-0.03336380549017767,,,,0.057695022745574524,0.14721512527185332,,0.04416852633347739,
LTA,,,-0.015019857425182496,,-0.02380839090832287,,,-0.014698766885168002,,,0.019278064721754116,,,,,,,
CKLF,0.09019887152456271,0.0024872174357020113,0.01587850755340785,-0.030937712772047442,0.009813018767697676,0.015510478056840542,0.04240900800688842,-0.07286560040453995,0.0017963688998808701,0.007704366687785059,0.10472495915061802,0.04470834096231657,0.0298891236480322,0.03301936697657396,0.14609530237452212,0.037907052630888755,0.015365479685551551,0.03734848463350998
APELA,,,,,,,,,,-0.004463521401778992,,,,,,,,
CD24,-0.02309385213696681,0.027756849671182766,0.021818989302517706,0.032229944080106813,0.07358937247230148,-0.015256228219652541,0.07121006489291846,0.020428560765130964,0.04792642913429522,0.039133993187006146,0.02473524681728135,-0.016909669533667765,0.07138967776036309,0.06464619795749052,0.07218255291836653,-0.03659895861121891,0.10706048885722251,0.07901772753151419
HSP90AA1,-0.032197959231858225,-0.04418075219853368,0.015326673056522742,0.03249724823080312,-0.0622912514206677,0.038537417954006135,-0.05910972950441214,-0.042208291037578866,0.039201364466837446,-0.023577190537440264,-0.04549373627407815,0.0047058065456461184,5.8385629581343694e-05,-0.18897682745764963,-0.27081720080957783,-0.058125448530037045,-0.01665962765267954,0.021143022502686352
BMP4,0.06238097074050496,-0.05387918155497944,-0.015921929334821217,-0.0006608622984759563,0.03298146482371411,-0.04468683686425917,0.08235793282873294,0.005361966705003864,0.011896896630046686,-0.0398280368387204,-0.015795205401051022,0.09268309211598329,0.0997443128980309,0.09212248342770073,0.06822672842390895,0.05369607290109943,-0.009054887934239987,-0.017028821702949174
SCGB3A1,,0.027945373857675253,,-0.012398114298352825,,0.02738458362663479,0.04963700752402458,,-0.010345740997649072,0.01003541889311375,-0.012934682505571346,0.1131001250927993,,0.018917508764129527,0.05840124232267361,,0.012479332500095525,0.0014712404071862768
IGFBP4,-0.03738622227895227,0.03806807242147573,-0.011852760732235448,-0.028180061315133415,0.030460657077178675,0.034442143992864466,0.040810773758340343,-0.03331814074051893,0.01428088694350224,0.010670795027367386,0.0025233270131407685,-0.06347572079308456,0.03131435150725283,-0.060901153521655656,-0.12616322380521197,0.09768404749128942,-0.012093896420601196,-0.07326002979301843
RSPO4,0.052199300595389235,,0.00410900109905864,,-0.03644291352485164,-0.03164925850217126,,-0.0170955607256016,-0.010345739484350414,,-0.012102911115671926,-0.014437029682212566,,,,,-0.0017978408030911667,-0.038287795294109396
LEFTY2,0.0006887564632486489,0.03149035024190853,0.08902546613570769,0.02106301811832912,0.0003055482336348006,-0.04074212776578174,0.06568688773888287,-0.026688244510434053,-0.011344229875764222,-0.010869298923262287,-0.022883381661492445,,0.08664959853876361,-0.007564012522773373,-0.04380920443115649,0.08102476473487244,-0.027156135660537126,0.016064161939622654
PF4,,-0.01606153306980433,-0.0136626017403402,,-0.01620720930924846,,,,,,,,,,-0.014335927026660929,,,-0.03863180982119974
ANGPTL2,0.014298778907190321,0.016255753396001663,0.0097013849141325,0.06292245618568733,0.03647757959374351,0.04428465346877638,0.10326224233375304,-0.016538780594316863,-0.012057026755934813,0.010683707085392619,0.10225539677081738,0.009382723042687063,0.03565050646961919,0.09376440720715416,0.12109576579942186,-0.02506731982726273,-0.07721331683280669,0.0068266341725876645
LRIG2,0.02363671104959604,-0.041660506219922865,-0.010956684554180241,0.0561584871323501,-0.005424807687114695,0.01121036395525435,0.03505068594099662,-0.013539737350910621,-0.0026120338499216935,0.03474424217758193,0.017911430629040968,-0.038000733471466375,0.0916583638417988,0.03152876335213894,0.05080665493150695,0.01782789867597962,-0.02625293733494272,-0.0016758310385456415
ICOSLG,0.019720061977479234,-0.02717838850907116,0.07637576661134927,-0.020850176151262965,-0.00923773504819862,-5.6539261055140465e-05,0.07133933604026693,-0.025740299012437958,-0.019634281558227967,0.0318677564865217,0.0668655263693434,-0.07035488815570548,-0.04081028916220359,0.08642031127389217,0.08179400921127078,-0.021598900485502774,0.032900294374319974,0.05199647578114995
WIF1,0.008143614451703841,-0.028900121758499608,,-0.048736260655141334,,-0.04378311374845947,-0.05130017009828644,0.0716395149788844,-0.01946853967319855,,-0.048420508943849874,,,,,,-0.037501909482203576,-0.0015927609532907603
NPPC,-0.05773957049946173,0.023945819319066572,,0.0016877039888900183,-0.025141378440599278,-0.03516183395608458,0.0015898048047673435,-0.014818005323627276,-0.014378046061067577,,0.07563628044102907,0.025418541424938684,-0.0237836712844473,0.04936004564346628,0.07793083350022759,0.07267041818785897,0.044989484277150486,0.050933501802065316
LYZ,0.08056467444619156,-0.012668608716186074,0.02652484991761999,0.05011680071603522,0.01005284253162981,-0.03999539003802742,-0.011989818824466144,0.038947450690771636,0.037839695696108,-0.016146604679430212,0.050596614589814556,-0.0716022408313713,0.027669088709745764,-0.0035637334725764614,0.03521087136428246,0.031397455407730694,-0.0032323694889787396,0.038867935458823014
EREG,,,,-0.008430232305872911,,0.06011337489893156,,,,-0.005114302476064728,,,,0.008424431684528335,-0.08083692847898442,,-0.050246792409719764,-0.02114915709495089
SPTAN1,-0.028895576359750253,0.06145222660918182,0.022264207946621577,0.011870596801568248,0.012101447544256629,-0.06780416776558564,0.014215917475323095,-0.029571900714549276,0.04181979330414741,0.0014473791699704224,-0.03702544757113367,-0.014129505331748806,0.050699948842703575,0.04717745545861407,0.06763474716699677,0.030891841874608104,0.05315276902746932,-0.12196251622576224
PTH2,,,,,,,,,,,,,,,,,0.10264007145008758,
LIPC,-0.0104312320216568,-0.019663538167757004,-0.020562945811133937,,0.019954615486162997,-0.03064169140004099,-0.025067970361642412,-0.012953582622436744,,0.004689460594614929,-0.02911946363288059,0.07284807073849735,0.016156528371947462,,,-0.036647071249158475,,-0.06024399495598356
COL8A1,0.05153773836456175,0.04791485015954753,0.018141791485343083,-0.02303306755061344,0.05320569908315279,-0.010438683458940834,0.01616496385721372,0.011036063431448206,0.003779486839849279,0.07750427350458636,0.05748229674948288,-0.11120525937096386,0.05725963829921687,0.13840778080834687,0.10337808624624338,0.11297955755194639,0.015236922844473678,0.0010518316487562684
GSTM2,0.06584876010788093,0.026663663572404215,-0.02993828919550677,0.00807984234673064,-0.04871618224486221,-0.050076267840566686,-0.013669793376103,-0.03401297873929444,-0.011493563299228949,-0.0033534079272106625,-0.001835434152737622,-0.11315660986128978,0.05220025538760148,-0.008910817082039257,0.09208910202394832,0.030993473848275537,0.03360336884290986,-0.03996565324399617
SPX,0.030505712483367513,0.011539692051808936,0.020546695416757254,,0.023562935551493337,-0.04264033443519113,0.007273196467760215,0.031149380478986695,0.0038559869849925025,,-0.04283269709159715,,0.02495497101789836,0.036058340878257225,0.0672398276557632,-0.07424543476210671,-0.02013857032543457,-0.07293863445101834
MFGE8,-0.036565365784622515,0.05074958702787688,0.04532049516099687,-0.05064418502783097,-0.037296848065289184,0.012183396744805506,0.03076681928101405,-0.047974993699328894,0.014571271910298651,0.03929494266405349,-0.024698331619257417,-0.08773975425870299,-0.012982387183744887,0.00994811614890669,0.03729104212355528,0.03601091837507994,-0.0032235083538292874,-0.07185223867298697
TGFA,0.018179037750942394,0.027683673428359742,0.009088545176315145,-0.01131369970111476,-0.05051507613628093,-0.030073757012702672,0.022784058528758068,-0.0003096951572040602,0.028568086902413112,-0.0001681628393296335,0.016531249027591902,0.06572922092508636,-0.09344325684120453,0.0978295229836394,0.13182252124055682,0.037737140359370064,0.0460303515413143,0.049913920835057225
SLIT2,-0.057335362882665386,0.017358209143852808,-0.02649753628813387,0.007142616186147017,0.03805020988298621,0.06581827110892162,-0.022831736950379586,-0.009260323219660731,-0.013092573066715553,-0.008663727862707568,-0.04169622114459025,-0.040697442467582626,0.026362876496973817,0.0778484000603523,0.12228514918140411,-0.0323013246272861,0.08895069235808362,0.1094023464433777
PLTP,-0.04563447496946852,0.017312305942657886,0.031221588654717913,0.016237692974276376,-0.021848046504022806,-0.019149630952446574,0.005830579856885173,-0.006067690945012209,0.058646245255298685,-0.05599063182281605,0.029927553150092087,-0.009760615433814101,0.051795296000627225,-0.036670140772699984,-0.08261753481431051,0.08072869988986263,-0.04003797602397223,-0.05546822593730156
APOD,0.004494028577163694,0.0985813587702994,-0.0237902064011983,-0.02466675177052826,-0.012283520826827364,-0.031105038703705176,-0.06470348886483879,0.028115774849589336,-0.028586603052127315,0.020083444873622097,0.029583100362596104,-0.00827383881900235,-0.045426543508254105,0.18822819131372148,0.19655082888564931,-0.05722463214084647,-0.0986568113072604,-0.14821121581576624
B2M,0.04504526287800511,0.04573260850540991,-0.03218219614294578,-0.023393073685618618,0.008773805896296482,0.031074540451533475,0.029912941986212215,0.0053243688893674776,0.045332330452205916,-0.002056909639038299,0.030252018558400855,-0.088399579559601,0.00703283181360016,-0.007636229725366502,0.07013389210743648,0.10700626017972696,-0.007841316795553846,-0.013543250896239445
OMG,0.0060539158310071,0.006618365588344009,0.005138435498866248,-0.027094409282334194,0.015478841205962749,-0.07374147823967442,-0.030965934370504437,-0.03638999782124918,-0.029761375574670183,-0.01928435469977866,-0.06203359642024261,-0.024185645334045602,-0.005977293353216766,0.16231993763658353,0.18815886692738043,-0.01509734493377933,0.0073229743428342075,-0.0677831042950548
CXCL3,0.012097101865037426,-0.039663472355501835,-0.0036226686105516525,-0.015531525643915819,0.018255697848327333,0.02431400130584466,,0.011018874261874355,-0.011067754400109086,0.011836761545300261,-0.013349799717225733,,,-0.03762835193719739,-0.06523300517648076,0.06901421422711347,0.010970661733963825,0.12939518511916964
CXCL10,0.04898728900596943,0.024862476896732582,-0.008554800469140648,,0.010524441605963945,0.02658351396420356,0.04853445321605449,0.005065897040436989,-0.016812729001533595,-0.011684204444048411,0.010508601269589333,0.052801552370703476,0.05524579049526073,-0.03798322063627998,-0.028645237048549214,-0.012317695911781607,0.014619432994201717,-0.02478538536640919
RSPO3,,-0.021032219818011896,,0.0656934107605319,0.011739270868101587,-0.030641672507935112,-0.006200322589533138,0.09762177211293682,-0.026875867741807977,,-0.013950283412314851,,,0.07491468438130715,0.10979075396823754,,0.026800889548146772,-0.0377201331034247
CORT,0.006662582481608224,-0.03784917608350341,0.04243195526999052,-0.03861624590325443,0.0015641651807662903,-0.017604813308334986,-0.03719104129544538,-0.01720674491806539,-0.0363632285972738,,-0.01786904437187014,,,0.08478001439181268,-0.005971230802690094,,0.04678531256652381,
NCAN,-0.026234459924299253,0.012158266878931857,-0.03154820020378158,-0.020799005351646287,-0.032203889601968926,-0.036080690070865264,0.031978070618524077,0.024104441646223263,0.024314512104421832,,0.03417928849806192,-0.004970062817772602,0.10410897549127576,0.11700548688631325,0.18630708275834162,0.070752070071981,0.018073592222404934,-0.14645647232820347
PRG4,-0.02970207675381974,-0.02328517379535437,,0.025063563897540102,-0.018576020406103576,-0.02193932750642673,,0.02965304046107307,,,-0.016310187375912798,,,0.041367431774624486,-0.003789898241446115,,-0.023613592226867,0.032899834340962664
ZG16B,,0.009697459920157941,-0.016440720630562962,,0.08635728594968216,,,-0.011679504622012907,,-0.022599164212261765,,,-0.022080817202700363,,,,,-0.0329568958486238
TGM2,0.0015423257300259995,0.028853779842583326,0.003376439727712088,-0.032598110546396594,-0.019421375878983554,0.03175592326246241,-0.02555286418238448,-0.009590014194498342,0.005678509445191219,-0.036026277745812706,-0.04134303082295558,-0.03517888134273263,-0.01569437437416435,0.021500526602460563,-0.028976154823966954,0.07878686707771115,-0.022281299551397425,0.005573486459719422
VEGFC,0.04350272819830522,-0.006122436373618989,0.13298328707153728,-0.0175253888335795,-0.024139237027454866,-0.0337718950227761,0.01046909561288392,-0.013872885105035192,0.03936831725061632,-0.07535180226597121,-0.016645196338958668,0.006855884627671156,-0.02862112441219375,0.022644665781443554,-0.06207994852317301,-0.029231387487739412,0.028178480707203822,-0.006313877837965392
WNT6,0.007299973534296987,-0.011416178220204982,-0.01520432452570649,0.03400623201929318,-0.02569302812323249,-0.03023028110503504,0.02879279298189594,0.017098510037396986,,-0.028681540309615748,-0.014527086833388724,,-0.020998859752137507,0.01773251300460748,0.03525740331336659,,-0.0012537849948237414,-0.03405436119387268
NRG4,-0.029358326039844583,-0.0142607484360509,,0.06768859614157906,-0.022607866610500408,0.004434925908579621,0.051589488562517175,0.015719592816185627,0.12537420407433347,,-0.019418563011866157,-0.03753626717495704,,,,0.019513777917579078,-0.0174254943744792,0.06415412626110585
PMCH,,-0.016436280027944568,,,-0.0118871755331912,,,0.0472927860094754,,,,,,-0.045941173545504616,0.04700028703755204,,-0.03067228912433327,0.020886476390883483
COL9A1,-0.03268630507724954,-0.043071518064309096,-0.03776380285157971,-0.0359151016191245,0.014841568845844371,-0.010519725950491911,0.10745375624661009,-0.031302597804359934,0.05759847990416542,,-0.022126990906119012,-0.03778795339993472,0.0012919735174310692,0.05288672055840652,0.16821182830828893,0.04777603809420233,0.02190883485694472,0.03539123634688602
GDF11,0.0176088553731597,-0.02132982441985298,3.8651930534669975e-05,0.015833791936262293,0.04345431684269379,0.010151250390301026,0.030368464214556728,-0.015487609812452749,0.022958894946996235,-0.05052212447362824,0.008687752391845941,0.011636041086185041,0.02601564676130629,-0.017088286605509238,0.03194324891815706,0.05515355236192416,0.043976390504752806,0.09382584154809878
IL24,,,,,,,,,,-0.02166236115762832,,,,0.033338855228109206,-0.055211440577633976,,,0.12142635079765546
