,MGH258,UKF243,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.01520053515298602,,,,,,,,,0.048916078123253416,,,0.060724200751165885,
BMP1,0.023314644966468116,0.10190781560898096,0.0324401429039334,0.10027132979204564,-0.007475052811281043,-0.014332582236749254,0.09260092200847961,0.04015741331425891,0.015882635799443667,-0.05496422317820845,-0.08992895111164013,0.001171123094067086,0.03559906758720884,0.05976890832807568,0.05049018855517898,0.05245346327822469,0.06786391337015654,0.017515003044436046,-0.022712287333045946,0.0019578108689873664,0.07290566572359768
NDP,-0.024472779854309148,0.007146544535274283,0.03157128534988776,0.0072619615411530555,-0.02134154524942161,0.017557238363953398,-0.04790356352581465,-0.013567118212572603,0.007744440573428095,-0.0036415238725238824,-0.013877674825548665,0.04151157469454804,0.05505560525471125,0.04759879321139065,0.008912930459834644,0.10634369963170687,0.03811838967065034,-0.08391062401133284,0.1115258210476063,0.06472516863621494,-0.0013874729370497187
TNFSF18,-0.026032264293803484,-0.02597606616578548,-0.020421156911841674,,,,-0.018805378245150994,0.04684428038058954,-0.018888984425892024,,-0.030665626267757564,,-0.049479946205299205,,,,-0.008853561434831715,,-0.05156049502801286,-3.8147443096236954e-05,0.01984770523631589
RTN4,0.02818594752141986,-0.009278298033969705,-0.047027281645138114,-0.007596357243173228,0.012260993941677753,0.03427931780976989,-0.09381587836877626,-0.10776766525187374,0.004317869052916038,0.029593242679594522,-0.06579423815517559,0.0830319262853763,0.04604437992599167,-0.043623797843779975,-0.028346678052373623,-0.018864687232429445,-0.1291900096974522,0.05602405048000389,-0.0009449019474800012,0.0370321910886379,-0.02989644785087451
HEBP1,-0.010457197463038177,0.010648355316197905,0.007996944389743141,-0.06883923112280974,-1.5631590645654974e-05,-0.006729458075585661,0.09446315107121633,0.048893671367438746,-0.017136782559842977,0.029749393430088162,0.03261359851525124,-0.06653853208979879,-0.030162903960786757,0.007228473216193997,0.09439846503751784,0.012389287324403614,0.005215449615468384,0.016742212104198757,0.07691970856819096,0.03828520771949806,-0.04968619461111509
WNT7B,-0.022933609489649898,0.019234186785505668,0.030911989641783388,0.006799238451455646,0.04019992010010056,-0.03441737236371989,0.027545910465834815,0.00017153489597100896,0.024815298842918512,0.00435844684543224,-0.012209459032485236,0.02286004705530584,,0.045886126788471523,0.05085521427760969,0.045465196971388185,-0.018192855758449485,0.04606363689921591,0.04699161812460938,0.07695297834050387,0.03740427362155853
PTMA,-0.01042933799392435,-0.10296215304398053,0.05489325841519133,0.062024859608866924,0.0238816359847023,0.02530775452921405,0.13957029757019407,-0.048101985860239393,0.03938871030763463,-0.005726748767763016,-0.08229469318002748,4.0221576534500194e-05,-0.050592712916042205,-0.03100538656277759,-0.1002028951721082,-0.0887020903988034,-0.034089895781950014,0.10059584034247072,0.062464553482868966,-0.008471852999025012,0.019596799837313567
FASLG,-0.022933615972922552,,,,,,,,,,,,,,,,,,,-0.01380788513084979,
CEACAM1,-0.0318435264862365,,-0.017880851484440307,,-0.029299248583477565,0.07334504375968072,,-0.016092685755552116,0.01722293585432958,,,-0.09879540779810292,-0.045952574135086556,-0.0013290230640120328,-0.023052341366602936,-0.005834347415176664,0.10931519634420646,0.011273580413926265,,0.08465646782048263,
PDAP1,0.011764582220956143,-0.04985327653334341,0.025899950585518215,-0.06510230548285512,-0.022189498239514167,0.017488606890299543,0.07801057113953205,0.06936671672937773,0.009734127591568121,0.0003694620031975076,0.1251905141503632,0.052884338729401174,-0.01877157758846099,0.037741186882838645,0.03110321167543522,-0.06682588886065974,0.03630300023338663,0.06858117587302871,0.048238251694984996,0.030146282325793403,0.0144048777555185
QDPR,0.05832786260535135,0.035024642859183094,-0.044371675452872524,0.037944843552269125,0.011466252503698286,0.021081206665692048,-0.0641815832219606,-0.08723089241512406,-0.036673551650599594,-0.009806879492094276,0.10133585436217082,0.028286500070772578,-0.035267502245241555,-0.028004207616325032,0.006775240528693761,0.06310606960900927,-0.03926320885505222,-0.0427926186174534,0.010464173402127894,0.023394608675666274,-0.10354314471886633
POMC,-0.02963084553332031,-0.049047147980612334,-0.01171870041258126,,-0.03227044062638209,0.058199521478256605,-0.016419861608247443,0.003636872808858312,-0.02191728382210197,-0.022595481671890558,-0.01607005675963168,0.09944928990635293,-0.037192481363172075,0.022372123776029058,0.016351868232852104,-0.00860340497274287,0.0092280248901293,-0.0036673750446113537,,0.009134812275048275,0.047915870220559244
CCL18,,0.013675956562386703,,,,,,,,-0.018082859913192514,,0.06700881271835209,,-0.04074695966848854,0.009732627814698408,0.10262685343422044,,0.039419293508468484,,,
CCL17,,,,,-0.024751293160632685,,,,0.03455986157575555,,,,,,0.04904496129417431,-0.02829362147405597,7.625972844231625e-07,,,0.008988627011520674,
VEGFD,,0.034615044210158784,-1.6107378822365912e-05,,0.014622144009537319,0.04515067392042476,,0.11263077830571991,-0.025099313363359767,-0.015266420804920695,,-0.05549800656528216,-0.02895073712794389,,,-0.030462921472736475,0.1272505006377485,,,,
TNFSF13,,,,,0.05116102341257136,,0.0020725024121055987,,,,,,,,0.04083453929332342,0.03897164763323742,0.03252692107672268,0.029973313803623832,,0.06690435265157367,-0.036319309718977344
WNT5A,0.03928497287200144,-0.028104851004704143,0.030544163101021742,-0.003956399145459817,0.012212375623505703,0.02925506770000134,0.15098612665207786,0.045066800666188574,-0.008357551342520399,0.023790834522365904,0.06607960344085755,-0.010602903915267551,-0.04482322428813044,0.06536771397879229,-0.018243810407898194,-0.003840584515730335,0.020095006191047496,0.04146550604791149,0.20378374812428152,0.05200687390264024,0.028113753421717597
CXCL8,,-0.017265343665973616,-0.02398037175501215,-0.05973984705617753,0.012190401846297955,0.028590391301435862,0.16630829799866864,0.06145300466323032,0.014931000102983006,-0.00229853031530515,,-0.059620404211934125,-0.016987281491140975,0.026206884722544992,-0.0018533431970468813,-0.018609582134319923,0.013913391254889875,-0.028709706564520234,0.03247702850515752,0.01759936090342677,0.06638103666154899
GRN,-0.05323415350022793,0.07894817428737114,0.007224324456731564,0.048218243596586614,-0.019607855557329842,-0.03275217739010729,0.09424309687917623,0.07637118514281756,0.024341391553543052,0.02285806934017258,0.05732366866331865,-0.007837438114578203,0.07559237604544415,-0.009244045265109541,0.022826009384889972,-0.005949112000873262,0.05773315947535013,-0.011824654648325173,-0.08311105781292295,-0.026279175301197014,0.06689368017481359
MIA,-0.030018125234793306,-0.0036228762348253173,-0.022776394301310468,-0.06671374282368489,-0.002539011427878127,0.03627470010349477,0.17253713919083974,0.011451747416878107,-0.0019267146783372025,0.016728391532049858,0.07054042454882005,-0.047965187463833096,-0.08893271912274114,0.012042560297931179,0.04804993513080404,0.07969686386299663,0.06064445569785189,0.05858571204299519,,0.07673644683215994,0.11511370179782365
