,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,-0.025219533782011683,,,,,,,,,,-0.022172239141160656,
BMP1,0.012662678802136892,-0.0036479019654287134,0.041474743543671574,-0.008437217905705376,0.01853316273249872,0.0587695011305552,0.10237182923107672,0.03573402818680627,0.0037658902532404434,0.035085505011952046,0.17682212354770468,-0.04321498212136414,0.019011610092981756,0.030754100154426575,-0.008508752567236275,0.05504520825115042,0.09579834129166484,0.09388307359060473
NDP,0.03397004321711969,0.045936993686159645,0.036974563985977385,-0.011837622486977348,-0.02003289352729356,0.01937355583476694,0.07159460844054658,-0.045630671297435296,0.02636981908017452,0.013947781861493739,-0.0009501217589889613,-0.02641910074899522,0.0690302664573777,0.12530674937957226,-0.01846051810960181,0.038658125048374396,0.02153461744007766,0.09050809609742047
TNFSF18,0.05311207370837427,0.0013444339227486697,,,,-0.01803816425563123,0.0699942579423068,-0.017874564014042568,,,,-0.0472347539622831,,,,,0.030965325079660468,0.02500804034309256
IL36G,,,,,,,,,,0.028357278638093453,,,,,,,,
RTN4,0.05582112348895957,-0.03897539130003328,0.017444630786246806,-0.04597039601165165,-0.04279615345041574,-0.10827817031217257,-0.21777378351667057,-0.022956156738804093,0.020657817884879318,-0.02075923267837676,0.04733706059647461,0.008864016315151508,-0.07614250791702744,0.010088260276028566,0.023292628407423032,0.02974710485599572,0.023801535914845497,-0.06458948579210246
HEBP1,0.08065994931117476,0.07251876801543253,-0.03507740285855824,0.048240803585005466,-0.0004093664770110477,0.033445580300984656,0.06912042359144517,0.008211138627940874,0.021696970808115834,-0.03529803272637014,0.037893862617895624,0.07675195979196138,0.05492016049246823,-0.013943161572913663,0.03576949369309255,0.014430001699862275,0.040294096978144796,0.004246971261494716
WNT7B,0.03421563873032189,-0.015709238582761135,-0.03700568961903243,-0.030194310430886672,0.004667369721132356,0.0632012564995824,-0.03644489539392113,0.11379735743470495,-0.047806932910433995,0.04335304774679683,-0.05963325435162485,,0.07176746398552211,-0.02759395085421614,-0.002285462380305496,-0.012586465577909833,0.02144769214644117,0.07783170657367784
PTMA,0.01228116378438118,-0.03925356485698734,-0.00065826171173692,0.023693811228615237,0.0633737519077298,0.13942030539959144,-0.09942020757355188,0.023895957300258393,0.07049539149621355,0.015139381891702462,-0.08861372021533645,0.008751448021956628,-0.12885390951483894,-0.07923656888306872,-0.023513286850744577,0.007948964721978907,-0.02089078293872963,0.022709688280773757
FASLG,,,,,,,,,,,,,,,,,0.11446689205651064,
CEACAM1,-0.019877314290382603,-0.012055895765191327,,0.008718494287738826,-0.004135922109065089,,0.0578376168024548,-0.008236512450443502,,,0.010381625911555233,-0.03321404845209847,-0.03938759166746311,0.12105710978846113,-0.024966873369052824,-0.017627285180033227,0.040007965513516576,
PDAP1,-0.00019440329208381273,0.013656868555119323,-0.03532563264261812,-0.00856827846808323,-0.02152106515437222,0.08589032563350896,0.12058779471440417,-0.05093675239748853,0.05348938107384293,0.02343054474073402,0.049280939191719865,0.022646399311710454,0.013850780067576016,0.05945431105633258,0.01156919123844578,-0.028594180539873115,-0.014443505280157178,0.0027304225243743622
QDPR,-0.03266912137254346,-0.026340016105526047,0.01227601664611493,-0.07972668535562145,-0.009709402379219774,-0.060826814426530845,-0.16730187754781103,-0.1052540567189951,0.0348291903785407,0.029503037636029104,0.06617741282267152,-0.03324128863855867,-0.13846827720117963,0.06835919875831573,0.010949112191948378,-0.014809897581067077,-0.0061593831472058595,-0.020809290308623874
POMC,0.010376921212565456,0.03953008392035297,,-0.0261334249905295,-0.04824132135164332,-0.04758831543113772,0.023345870951907134,0.006447213828628435,-0.03427887155035855,-0.011705185781631733,-0.08040125372445028,-0.0752341780183991,-0.0019401300772477804,0.011293847965244014,0.03940631033838217,0.023280890875590397,0.04376035110360767,-0.021130816307728374
CCL18,-0.02480501014569405,,,,,,,,0.029841369079893185,,-0.05622889043603744,,-0.02792645008635959,-0.01434191576545418,-0.03225559968558532,-0.015368118669244653,,
CCL17,,,,-0.025711162490791025,,,,-0.022293061396230635,,-0.014107557536129241,,,,0.1914593059623442,0.022012792935735118,,0.10129374500026053,
VEGFD,-0.024805018022446564,-0.017267651916911243,,0.03257062852516274,0.0087032474958171,,0.07493732922296042,0.03618882783657831,-0.023160191289775332,-0.015119506369600143,-0.04419861613887031,-0.0033246470089202183,,,0.04240178691606749,,,
TNFSF13,-0.01871866258809739,,,-0.017734984453339483,,0.003184468540154808,,,,,,,,0.035025631966231784,-0.028510862400549283,-0.01979425983183495,0.05883522008136763,-0.013872800845209803
WNT5A,0.08280167726888116,-0.010877179589521502,0.05900776437091813,-0.0355616333274767,0.11261931834451532,0.10199346362044735,0.09053798516232912,0.021639208047831014,-0.025613569307789113,0.0401456276180208,-0.029741179681565318,0.013791623454979631,0.013360524479705232,0.08890284659215465,0.07182510845980981,0.01743267576538427,-0.0016558585343931084,0.02664668667661186
CXCL8,0.006928501371636728,0.023416780340697635,-0.04071020959652556,0.09385867758281738,-0.0713013472245182,0.0952915579522033,0.06813367102554145,0.037486384063347776,0.047768809413709104,-0.009743506324208836,-0.01647325151074293,-0.07367956235800925,-0.03347196975562356,0.028022318068290492,-0.053101366115407944,-0.054289516636717584,0.025117358820293458,-0.031656050691316856
