,MGH258,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
WIF1,,1.2354580894847661e-05,,-0.03826887757765544,0.027836190638628446,0.009679130558152563,0.043563804956595904,0.08162014866991237,0.10282392033480857,0.0178296732817575,,,0.00850172879672254,,-0.014302796024613148
NPPC,0.06612356720438929,0.0065980131197689584,,-0.029607212287588596,-0.001007461879012501,0.03370564539168303,0.07800774887310687,0.014746930272592731,0.047147462782955424,0.0216109181093612,-0.023401146126727262,-0.03049989202384995,0.04286501866300453,,-0.00047733521092796597
LYZ,-0.03926701213040978,0.0018510514411351642,-0.02405060724399912,0.04780784079329139,-0.06595531175087058,0.013378000683784625,0.010518095293397525,-0.029308243610018356,-0.055451094011879865,0.008516483127318354,0.05810459527363341,0.028123646422686527,-0.042041398066694546,0.017326309823881128,-0.04221052074352979
EREG,,,,-0.02975958254724068,-0.05339179580044629,,,,-0.02449923832108436,,,,0.07192028806113582,-0.018073694018078863,-0.00530470184936815
SPTAN1,0.0586482396453039,-0.019124673917249542,0.004838720410105342,0.04120350250951634,0.005668065796590104,0.022377237740219363,0.008870148320103433,0.003488887586886413,0.08598250649986224,0.04556173641182754,0.0784600984211017,-0.04772833745410744,-0.04366087673217996,0.056904948752768476,0.14837343490576732
PTH2,,,,,,,,,,,,,-0.012460159616034737,,
LIPC,-0.005472301796455183,-0.023956770165362563,0.056355062536594114,,0.0022563459325410065,-0.013700326372640634,0.011140634480463835,,0.023488853036697586,0.008720451493359435,-0.04808173933386785,0.02280865009472301,,0.01827028421977346,0.010626494759975805
COL8A1,0.09466195220965246,-0.027846838295083977,-0.0016253875476678458,-0.027564845578984115,-0.016423649087202966,-0.011255463971412652,-0.0007549582745591623,0.00029461583503438536,-0.03910203149882145,0.08080766521584169,0.03451093064290869,0.05764703894617211,-0.010934864917826252,0.0032881936382672186,-0.020878619004037563
GSTM2,0.04281149609844263,-0.005910678357919424,0.026327872231821925,-0.0060141528812873695,-0.034128184902635667,0.03614004387231335,-0.05324468819597199,0.025845261767926533,0.034023908532559204,0.01322464825952319,-0.005693870396086674,0.02617985435465392,0.009295634470512605,-0.034423130450473786,-0.03223997809098002
SPX,-0.005261998661555133,0.08474188269622046,0.010318638410402694,,0.025572654923436633,-0.017315620074582087,0.05891514366122403,-0.016879773142790336,0.052112117878402676,0.03491551914834148,0.02678387519411291,0.04065248941870924,-0.010822505192361545,0.03325939742003436,0.028576031523888875
MFGE8,-0.015584217870750637,0.014702318659114113,-0.013209492171487603,0.051255270268795214,0.03752841894082294,-0.006674646779229651,-0.026545552277499315,-0.0006397421112933644,0.03304388121077464,0.05372521175212333,0.04880720219136374,0.027424993591571124,-0.03515917226725741,-0.043605307661491434,-0.042761581063279694
TGFA,-0.03349891553823789,0.01161410379547425,0.03184259390345291,0.111754364432098,-0.020611976247988485,0.03950271013110229,0.007890777023577489,-0.027564464540990985,-0.04255960791488764,-0.016461506366446832,0.008022580599973702,-0.008856535385268063,0.002806013798665218,0.09867945141449813,-0.04839595212880584
SLIT2,-0.026884358914469286,0.0038789843142366318,-0.030203595878769487,-0.01754061871214977,0.04215193200662033,0.09908732081373238,0.0008586600054271814,-0.015002863702364812,0.026858279082131536,-0.012003246932301283,0.026679059901811717,-0.04534584996272971,-0.08822363604413003,0.06737810399928358,-0.020010978312525088
PLTP,0.02715576010210665,-0.07795351914630999,0.02592502138830001,0.09985965844375642,-0.10844110921823447,0.019882951790925397,0.023378812592277323,-0.10622773008788779,-0.06656933026097728,-0.030234412757435204,-0.004415828546519257,-0.004113909898550961,0.046416233420022365,0.032956038713092745,-0.032410044031033196
APOD,0.007240546135225603,0.05591465793520744,0.002709819206362688,0.08422291582521534,0.047469403247308466,-0.06228843682904373,0.010269990126800644,-0.013067047958941608,-0.031863919366350614,0.03182043827757012,-0.06876521588426253,0.012137975085437508,-0.003524502140511974,-0.06830418309257669,0.0388935876594861
B2M,0.03193880540944115,0.01600528599952862,-0.07393291151005082,0.025866832259338286,-0.09605647678585015,-0.012190351925141563,0.027352440980326107,-0.03853494762127129,-0.09222721527269137,-0.031264851025102514,0.029908709216967578,0.04780185088280384,0.017097860294232544,-0.025054971813546024,0.020075796891844303
OMG,0.03581152520985858,-0.016212101600652985,0.04612697409586819,0.023523189242495933,0.11191869222221641,-0.02698826920027567,0.007028264155086831,0.013125818349272563,-0.055111340350042254,0.03716091736556169,-0.01447270004191252,0.014973076741185285,-0.005578831747288975,0.07830053827860843,0.10922926762594964
CXCL3,-0.021036937726065887,-0.0068536639001576015,-0.010498493022558043,-0.04156992436530141,-0.05910245409754806,,0.044424007843364983,0.06815405119947254,0.0439638893954134,-0.022389021718228607,,0.07034107083044323,-0.00859880109192159,-0.0034889052788831844,-0.08100343424186987
CXCL10,0.02173549506705159,0.05558673118980203,-0.0063016654257921625,,0.0005189360220252496,0.05510402427638198,0.07144904793931005,0.03364938944570622,0.01529208844913115,-0.03557886497954844,0.05578298947730634,-0.030499888707488827,-0.022997524107916,-0.020537369085381205,-0.01403663946499154
RSPO3,,-0.007352414423338385,,0.0508994748418472,0.003035370600707996,0.020195401017168896,0.02470219340473641,0.01651003483773087,0.08344246311842723,0.021469643380333928,,,-0.010194162519426094,-0.01842930552739245,0.05203547768784617
CORT,-0.026123009158600056,0.025991550750950717,-0.020687384061576684,0.043264892009126324,0.06349820094834634,-0.02764912437790669,-0.010999354619495826,0.03936932658595312,-0.006557898138538244,0.06079184410624791,,,-0.027991615664505497,,
NCAN,0.034373765611317206,0.05960847706631589,0.018924836442168785,0.10193758706338546,0.08647430653415532,-0.01791783121872252,-0.03212091776029497,0.038442770285855646,0.11646865932958728,0.03328896379107315,0.030405746950998014,-0.010986889280989474,-0.028966129844793253,0.026244581481065152,0.16919173921404843
PRG4,,0.0009970095543157978,,-0.0026777286856514556,0.014909298949032326,,-0.021494401708801097,,,-0.015276006566009475,,,-0.030272697045966062,0.018398851095940135,-0.041676296865647555
ZG16B,,0.009417036252918256,-0.013938850558769492,,,,-0.013986957563276269,,,,0.1691716790665238,,,-0.02297936063298707,-0.025544278464195068
TGM2,-0.02280901538653646,0.0061144932391941145,0.005981234175412249,-0.01565560511126567,-0.09131021703510103,0.07395414241025206,0.05832193779314801,0.040601056702824274,0.011062051535701908,0.015643731736213914,0.07678273546118708,0.060841771671132146,-0.010841394502199198,-0.04890662544202394,-0.01624673165020427
VEGFC,-0.026123010840578074,0.02430589261312361,-0.017898020895969452,-0.03282818457433938,-0.013379464388152686,0.026195237992693656,-0.007195078458067176,-0.018961600306413286,0.010669837138977394,-0.02791574931691715,0.06862770158485268,-0.029861533903781094,-0.02872513882644497,-0.0317028104189068,-0.059346334474272115
WNT6,,-0.01205771158721332,-0.012890603287600519,-0.05041252024046855,0.004128594954349288,-0.0315416413173298,-0.033316287433264,,,-0.024363456344266694,-0.0206611241669724,,-0.022337009274497752,0.04921750565501143,-0.0263949034900654
NRG4,,-0.024975764882084604,,0.10712608577619852,-0.027787668501310918,0.02984273577671351,-0.02410671463458111,0.016024171056274718,-0.013853795701817866,0.008783807834606134,,-0.023978380404959757,-0.022225300036950706,-0.018429307592877905,-0.026636944385299014
PMCH,,0.06905551177142878,,,,,,,,,,,-0.012796410131135309,-0.01774669404888428,0.010105533905127242
COL9A1,-0.011632448574062926,0.06570953414825194,0.022562957141238297,-0.04738933226693447,-0.014861475729138646,0.027561256063105003,0.02081908256820668,-0.006492109465894309,-0.0023332980933863682,-0.009680317968100231,-0.03335957331546424,-0.033680070342209746,-0.007609214047255151,0.04267966135163123,-0.01618094827180525
GDF11,0.04510170821987612,0.01831730746688262,0.08708102576804531,0.002065930763994842,0.03586974349133561,0.020320430124718472,0.041667564402235395,0.022137403332122,0.0011880365600276197,0.009817603218643835,0.0009658877150988481,0.007639036353175197,-0.09153658599770312,0.025298389713220067,0.08574741033770948
RAET1E,,,,,,,,,,,,,,-0.020216819485624468,
IL24,,,,,,,,,,,,,,,-0.04437644454048282
SORBS1,0.021851153944470344,0.017090670657814656,0.02069895070132411,0.03980673570923917,-0.053735305574030626,-0.00318508208686198,-0.037402158316123243,-0.02625741292767738,0.013064849857870764,0.036215063732079854,0.07554754179327933,0.05731377849091568,0.035132525057486125,0.09572071309912658,0.07056041918089635
DLL1,0.08394605140090561,0.08737348324394668,0.021042423912999337,0.034099820704264774,0.04422946376889833,0.002765695657622493,0.04610828087144119,-0.010646309764562515,-0.04089320806518875,-0.01379542240644788,0.04562909370611401,0.07329630255634087,-0.06114129511114408,0.010700832676444604,0.08144651509679403
TLN1,-0.002349949224113792,-0.00440242082075797,0.013071756753479928,-0.04726285927597423,0.01858003320831941,-0.0007575039306879886,0.01746257417007274,0.017315782522226167,-0.056260707873563805,0.01465961117278727,0.10798037109969244,0.009516545177538334,0.04934924728664048,0.021505840516660015,-0.042808540352077665
COL2A1,-0.024536186322760237,0.09286637253316421,,,-0.02349049678987687,-0.03417144292349722,-0.01839150612587909,,,0.08616560808534963,,,0.0010425747584801455,-0.02682086847563067,0.021477331564851137
SHH,,,,,0.007824146953596393,0.021776041325933585,0.03679013201315768,-0.01477692041342336,,-0.02169282448856201,,0.011856399600198629,-0.0042013299057528115,0.015421968008801992,-0.02319451567764606
PON2,0.06287214394179007,0.025079400120566902,-0.020919861129626814,0.014717936675979456,0.04543652652748809,0.0007479703489942275,-0.026617057430362044,-0.03065248742702035,0.05234446728628768,-0.01811377224773271,0.06403497089495105,-0.049825905431994125,-0.006447382657985681,0.09610165719757291,0.021532581991806618
ICAM5,,-0.008280484627766515,-0.016593101451305287,0.17642275404756788,0.05656853165064662,0.030533812550285165,-0.005258460981953709,0.049678765752712004,0.08037961049415941,-0.024810376920194194,,,0.018593528773277287,0.025347171506414252,0.16600989789580597
HPX,0.08971051013833088,0.029292472778111256,,0.024555596787893513,-0.022635408556558358,0.015863610070231,-0.036912822102662037,-0.012869881238012745,,0.00746793847024198,-0.035605096520154665,-0.03214884655182049,-0.023195962093316095,0.038200972164883246,0.0955729080896698
SFRP2,,-0.036052200809166185,,,,-0.008490355159034471,0.05342232351650064,-0.03201088287064068,-0.058784409987014105,0.008725228176745883,0.003001495055189422,0.005050226841459896,-0.024361512824826338,-0.005529324602636674,0.026744482440160325
CFC1,,,,,,0.03429230703870795,,,0.016085029776546043,,,,,,0.02224960740058622
CD70,,0.014813948525313923,,,,,,,,,,,-0.03236565303209862,0.0010625847745561396,-0.06973092829748144
HP,0.08300867287959321,0.021117104224380734,,0.04524105401859092,-0.06326646952841089,,0.00720217154068541,0.035455693264131095,-0.05678632990490552,-0.0064989001499741565,0.07766341137235415,-0.030710131481209536,0.06585816814238997,-0.027568228466546683,-0.045834008082744286
CXCL2,0.0622486743095285,0.004523116851586128,0.006716518487489007,-0.040972102316906116,-0.028174700540946646,-0.0026105595303328945,0.007935418628988184,-0.01788598319495289,-0.04747193391102281,0.09360545058993001,,0.027063274917300748,-0.012527435968951471,-0.007152910740124813,-0.029908125021699965
NPPB,,-0.014079263959047085,,-0.06956960970172002,,,,,,-0.027915751347309645,,,-0.019125557509557564,-0.018694480076925972,
CCK,-0.038234437621899126,0.09769202651167351,-0.03802452506331147,0.06955830571360337,0.06939706590735135,0.03957279658208619,0.014399059177062174,0.08503137324412412,0.10186650138738046,-0.007401707467902749,-0.027040293989563372,-0.03590687706464528,0.044831375033499196,-0.02425178733575413,0.1142694003474337
SEMA6A,0.05270775520313953,-0.03304353491647824,-0.020291039279193526,0.06782549402347401,0.038792186467901155,-0.04556528277913394,-0.0024388460682233442,0.03545065588546002,-0.043904065189372406,-0.0022821551827023586,0.028137547336856694,-0.004250047440397141,-0.038718719585300196,0.06264394303914352,0.007965598633682142
IRAK4,0.048354106812999446,-0.01626150660939751,0.12744149745940064,-0.023400245147411524,-0.01114254216905391,0.012822554429558776,0.003954285936808006,-0.01726280602349008,-0.012349079603989298,0.026951266062676067,0.0595288308595548,0.061388098304094245,-0.027501488050834695,0.07041694157613522,-0.05143408789095918
GSTP1,0.0651673402531592,0.03421535209706504,0.07229338474165511,0.023742611329762787,-0.01432893756631622,-0.0047201030144897495,0.02111813339511421,-0.02332919659046854,-0.062081656475813,0.026238231961523154,-0.10244644348173251,-0.015656957553268763,-0.055902878359176775,-0.007890686583203231,0.032435359429978355
VCAM1,-0.008570074720836783,0.006106228956179533,0.012742240065180528,-0.007525768175489921,-0.0794824043622437,-0.03328815431487605,0.043948357059338396,0.003443451137281072,-0.020188859816221975,-0.0020335120099010625,0.05673917966245891,-0.006447674764900208,0.018819641058695182,0.06385733951506865,-0.05980333785120061
