,UKF248,UKF251,UKF259,UKF275,UKF296,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
TG,0.02781112539503269,-0.019640553577969455,-0.00823257327786984,-0.00522023997447523,-0.011943159954413399,0.017102071360922195,-0.016234518745456446,-0.019405215906250804,0.08008055432868118,-0.017494048779021547,-0.03660882484495223
ADA,-0.02735345281791553,-0.03103122891931218,-0.03433971591055912,0.0794511991084024,-0.01939665223553017,0.004496197896760815,-0.023419216845389595,-0.021760050577041036,0.04401780582844293,-0.049212132570253066,-0.013287274104822657
LAMC3,0.05469208879988418,0.013486577131642497,0.018905316540051426,0.019997805943167413,0.07306619701247712,0.07965098064506748,-0.0061911181213675035,0.043150462079748424,0.014715037189557805,0.06373240196357004,0.06650856144588359
CCL7,0.12743638997097329,,0.07186646912519697,,,,,-0.021888200220332908,,,-0.007862146543163083
NGF,0.030928674668621873,,-0.022816826772350904,,,,0.04207372646379309,0.04532576760614487,-0.023410376873436903,0.07403532723327182,-0.014377796194122047
TNFSF15,,,-0.01101096322386921,,,,0.031029049270992707,-0.02133853738192101,,-0.013199636844138012,-0.02203803210440076
HMGB1,-0.00983233555849464,0.01927003946011426,0.037957225472900605,-0.07844393001251455,-0.04575172769140735,0.05144153687450593,0.028523699013400503,-0.04675815486517408,-0.06040726501795396,-0.02980898200712372,-0.08580204336148821
ITGB3BP,-0.03403428161003926,-0.01987156381584321,-0.05038862793359463,-3.75884277212075e-05,-0.0013937781396400272,0.0018819486732431462,0.029802609376212198,-0.020297351913983536,0.050130927003991896,0.02652296893425327,0.06495336321833554
AANAT,-0.02772367263839905,,-0.021639216440549017,2.6874889682436145e-05,-0.013767071785757227,-0.02615877462432047,,-0.0192021276756544,0.1269061891740495,,0.015879658807597716
RELN,0.06461035882773246,0.008963026303833988,-0.029740990303172475,-0.014159607640721762,0.015508736362163947,0.018057413635476242,0.0848753985526532,,,0.030638275698703664,0.052647156609172456
IL15,-0.01850126752155764,-0.02502176477537972,-0.03448939347478656,0.06910014667306826,-0.02958994900677539,-0.009665968541561995,-0.0484348868819325,-0.03517908464530543,0.025263882980571035,0.07412008560501773,-0.016636138900892657
UTS2,,,,,,,,-0.016352017073234543,,,
BSG,-0.0497657318738129,0.07481947877480574,0.014495713701859706,0.023423662940029708,-0.01757136188948717,-0.0070190672786052295,0.005456505661060683,-0.014559346643293038,0.044692198087117274,-0.06195494778584404,0.10548441666975428
ADAMTS3,0.03546422075780512,-0.03450987660816122,-0.007715703576768334,0.01420389371886198,-0.02301989664191711,0.031618082419064115,,0.010884392782982363,-0.01376149410709003,0.0502079031911256,0.06156275555744784
CD34,0.01949016290586702,0.02277923649120634,-0.04453732316533676,0.0398172713696156,-0.02575781750634517,0.0648181806608614,0.06299616753396536,0.025346807533904118,0.05412536935955682,-0.0004899939846675323,-0.0557533109279882
PLAT,0.061648167431903975,-0.03735972451595893,0.025038803564216797,0.08389338373151684,0.026729374067834148,0.10188080189564584,0.03322443287984874,0.04234388035339811,0.030419420312112276,-0.05790788035886074,0.08744793399962644
NTF3,,,,,-0.02222333805945083,,,0.056636731406208604,0.08571023924578731,0.00910245811143068,
LTA,,-0.014443724836253696,-0.027372662362480846,-0.022710734666209872,,0.002857079728805736,,,,,
CKLF,0.013835989902797363,0.0028633782260708246,-0.003919505446320801,0.03757634162189623,0.0547161234277213,0.08820714487860444,-0.0025798944373252083,0.05781403307011916,0.07888883872534483,-0.00788136876153181,0.048706048229805954
CD24,0.04711361366479766,-0.06705779880607236,-0.03397307924195508,0.017898737633336582,-0.005226649063000917,0.005414409447614208,-0.02755137939662717,0.05863614036623634,0.02904972162956069,0.0743843229046377,-0.06279531099729296
HSP90AA1,0.02408507034383125,-0.009322003928162641,0.007001949326344037,0.04297766575105759,0.00804679971028929,0.016505369649048248,-0.0557087399164367,-0.11458489338061538,-0.1581223189407876,-0.04836709270299004,-0.11339261857889284
BMP4,-0.055006697415082594,-0.015311195017661051,-0.012492351933058733,0.00037028959477938936,-0.011485926374982624,0.029119894773114875,-0.03879758467747105,-0.002995775247520831,0.04045684564097721,-0.045739869682363,0.01215544862310932
SCGB3A1,-0.019108598922413896,,,,-0.011612659702740214,-0.016929045028580354,-0.029895682155137066,0.020788391758243763,0.07489577783966654,-0.0139768549681613,0.02349496565911133
IGFBP4,0.03107998220826128,-0.04029861435271573,-0.023910851311666967,0.09673865860219222,0.04460215018599179,0.04787036003193764,-0.052224806699678446,-0.017939433488072178,-0.04479161247411761,-0.008914365245229846,0.012301381257793086
RSPO4,,-0.023349930822368473,-0.005778844907985,-0.026413967011136713,0.03781878619498905,-0.033653906104124505,0.0013590242098760325,,,-0.018460465655157368,0.04991536774157613
LEFTY2,0.07025775076749498,0.00714497669634127,-0.006056940266486673,-0.0097207700937506,-0.012733421527452137,0.05098507427380783,,-0.018580603344125687,-0.027284476597124345,0.03515754337757018,0.007412149105606401
PF4,-0.01982210400320419,-0.013138530846100692,0.04213930677672162,,,,,,0.01654891956714967,,-0.024701619640811422
ANGPTL2,0.05300553723150393,-0.03324338599365829,0.036606748095957584,-0.005698896364069317,-0.004977040238842231,0.024021428987139007,0.14281686675089686,0.11439642457075269,0.0494523165093904,-0.04688479656513804,0.11760319259809186
LRIG2,0.041041195018765256,-0.04862885454909422,0.034267950717781756,0.04653295854768781,0.03058458915366603,0.0009092150219975545,0.033480236671406545,0.0033574888875158213,0.03918938562892254,0.008446802245109478,0.09163513970625181
ICOSLG,0.06387759349042615,-0.036239808551634986,-0.0200848402141282,0.044211822549388144,-0.008803865826248852,-0.014470814249218355,0.09465261292075837,0.003029717027180463,0.02331351796237542,-0.011285481604696642,-0.008695359611759938
WIF1,0.044567200408621506,,,-0.02038303270965608,0.08101841669050681,-0.03590622703392233,,,,-0.017160790942359196,-0.001325662172585858
NPPC,-0.02563308049637521,,0.013645499829493328,0.01808082258854175,0.05531811904576853,-0.022884396272416035,0.020593425501686195,0.047216330860735234,-0.021230242968789018,0.032677764466290164,-0.00038426770536481407
LYZ,0.04230875759615239,-0.0419142002369448,0.051255533219788256,-0.03131361244622699,0.03610420473020436,0.023058938445349782,-0.020258824010378627,0.044386665022355935,0.06772214654044452,-0.022550787857223975,-0.05611316066468527
EREG,,,,,,,,-0.03437925510556119,-0.057314392004550074,-0.022992821218250543,-0.028438881636277714
SPTAN1,-0.0065473286989626974,-0.012835127902192378,0.037799218475378524,-0.07078590092774716,0.005584057413774206,0.0023264017293525272,0.10952976744946236,0.019374196320035425,0.006015309786628256,0.043920242345971416,0.03721683870351425
PTH2,,,,,,,,,,-0.02935829034707115,
LIPC,0.004250527617645841,-0.019774191106558096,-0.03348584888638951,-0.02643881643018639,,-0.0202189845569926,-0.01001583012703337,,,,0.11708817577679521
COL8A1,0.059554814912333436,0.01625248891571458,-0.07152344069188443,-0.04015249365310504,0.019085766148640583,0.053121626313215084,0.03573194534820752,0.07889488596054833,0.07214449965999942,0.0029485074351233657,-0.01478447608483623
GSTM2,0.06476641019265893,-0.017133199549971515,0.045620589081814475,0.029852725532881243,0.025595390504036163,0.014846588010374901,0.1108157963200726,0.037910881911308446,0.010536146880005683,0.021251418578703923,9.622931770365905e-05
SPX,0.04097884505108723,-0.017959312530838614,-0.025487627150840395,-0.06724909385502213,-0.0009483851917979831,-0.05374151723119438,,0.13505896483931384,0.07697810106386489,-0.0009707993209177853,0.023411286257079715
MFGE8,-0.005695955194239749,-0.009414473345481898,-0.015791456194146906,0.05814438511148941,-0.025491931243489734,0.013830369741338226,-0.031020943038698155,-0.04121969505166068,0.017389105233418918,-0.01800245060915235,0.02659206121503237
TGFA,0.018733999456645098,-0.048674564956690494,0.004899379851418984,0.011697761170207766,-0.02200607256809147,0.04049907561342904,0.07558887215459309,0.05430904453330323,0.017573204789217256,-0.01814046237567989,0.05387342857176307
SLIT2,-0.007868353773762223,0.027711149811951472,-0.02440595908993199,-0.05060070886155965,0.03452825992133879,-0.054572441571284845,-0.0030571588781030325,0.06855139233266616,0.08658628021332035,-0.03909019118510458,-0.03223571262328978
PLTP,0.0002591737633733458,-0.04758400930833511,0.04588127954752423,0.008323204652050466,0.03484590360547304,0.008779504946366192,-0.04061767880818362,-0.04662009151878498,-0.064244528230676,0.019084037727453908,0.10073036031223741
APOD,-0.019176241342707567,0.05074676119486236,0.011211519937109948,-0.03000366255634842,0.0417925837684217,-0.026122152593735116,0.03082524755754569,0.1123881127680482,0.05371352491216365,0.02585940034611023,0.07150520106419242
B2M,0.09838710458895794,0.02376491999144189,-0.010152980389148952,0.024532337822042373,0.05632249137452232,0.043852869346008634,0.06374505227583394,0.022731191562860048,0.035246149106979804,-0.011630825534473279,0.057241928649856035
OMG,-0.030647511597984036,-0.006224890892421467,0.030011466572861432,-0.01340541769961325,-0.0065888392474784145,0.03073631319734776,0.06523485738224173,0.07894304722867938,0.09882950272367884,-0.028973571689857206,0.01966508423527465
CXCL3,0.05865128848982753,0.021143161760573306,-0.02191987578524059,-0.009828554637494987,-0.01242308941922848,-0.017472354689656987,,-0.040832540704816685,-0.036467204200246704,-0.020359360936099354,0.008468352944699845
CXCL10,0.07522257731990592,0.018893479178813323,-0.010114610314600933,0.08942450437225963,0.012127365377383209,0.05921672869635072,0.029628997777866074,-0.022602374712014574,-0.029172494798361603,0.01998300222528255,0.017259177769952585
RSPO3,-0.02595660369648406,,-0.008219241138427284,0.009087765316115416,-0.009441966830365871,-0.01825827390404152,,0.05408912266887379,0.06724329868732311,0.02695576065133975,0.01253001037044341
CORT,-0.03788528146169868,-0.02346458409902113,0.01615233799232097,0.06770305718197361,-0.019135441329965076,0.016532629413638047,,0.10332440334683068,0.05125658736209216,0.018379491710239112,
NCAN,0.028425703406146748,-0.0252390613601063,0.05951640137143367,0.042631876586268366,-0.04644670597338984,0.06594284875061385,0.1447879260225509,0.053223985763199456,0.054174619764889805,0.043492204167172165,0.07160207878376626
PRG4,0.020506653676059892,,-0.021356971858063546,-0.03375600124563418,,-0.021346940397839638,,-0.005672273306828807,-0.008840022658429307,-0.034474484969075986,0.024982775186052283
ZG16B,-0.0010397944963005104,-0.01581008648586992,-0.024787377793411104,-0.018045740338324665,,,,,,,0.07274206339806251
TGM2,0.025317799725242313,0.05857668586843555,-0.0282372597862059,0.05615606264601776,-0.0012104475300927138,0.015436256929118392,-0.004794532318264819,-0.026028193513991042,0.03302337280509149,0.020934671597154262,-0.0143332796283583
VEGFC,-0.027260697114577414,-0.0203007598867725,-0.03806384238821215,0.03150730948818605,-0.009312597037345062,-0.021785403562122076,-0.03090840071874751,0.03373448624485124,0.008134092430907892,0.031227678361873845,-0.022294483413115646
WNT6,-0.030831305010673195,-0.014621116136709253,0.011374606996846563,0.008667657257480761,,-0.01901320013309993,,-0.004397237880256817,-0.022585487624554545,-0.024500050654168735,-0.021774746801021806
NRG4,-0.017599692223301336,,-0.02599241174458794,0.08824596776089168,-0.03106165313632012,0.028644918378570187,0.13436510056269207,,,-0.024377523867130775,-0.03274587940139499
PMCH,-0.020284592431105596,,-0.02772827542937119,0.016165876728950545,,,,0.016949672214662415,0.006959417132398234,-0.014035571752314738,0.04479683367123607
COL9A1,-0.004909817966423074,-0.0002086503564589489,0.027852849905967227,0.006612211596229961,-0.024599249733725816,-0.005495596389080463,0.09747140079069144,0.04090895063592537,0.055285703926057084,-0.0144965390466955,0.1124076573300317
GDF11,-0.0005614170414224442,-0.002309632195547922,-0.010736810299398125,0.04461365759262687,0.03398819766213521,0.042800938281820126,0.022504894016155394,-0.03186547444385901,-0.06662821551933404,-0.045577517099256046,-0.01145560137258519
IL24,,,,,,,,-0.01658745998932393,-0.021402796126175735,,-0.03660880382314311
SORBS1,0.02961087098151573,-0.0009671642790425913,0.008544625274989752,0.0090273517222002,0.015704981780512356,0.004100338053813122,-0.02804093245526887,0.03797084267564586,-0.012367860450605596,-0.034336956317202995,0.021872223778963428
DLL1,0.026034315872902756,0.01663697943989765,0.03349114562679571,0.024864075950310996,-0.002674321935692672,0.03341189118931998,0.1367933105836619,0.04186266957441116,0.12066677016659876,-0.02133941581351919,0.13255196704901565
TLN1,0.010032109018154569,-0.04553179798616905,0.058686563795137946,0.06954994983845472,-0.057444667401524104,0.03519260875505952,-0.07074871317942544,-0.008864179556670331,-0.01887575431972278,0.022130835886027152,0.02517424344264039
COL2A1,0.07665375428587592,,,,,-0.017738027137122463,,0.036092213184225085,-0.04049970591037255,0.08861037534439009,0.004430643589516145
SHH,,,0.004683812081820895,0.02082983552937057,-0.013333404368533032,-0.01692904354887643,,0.10245616914580434,0.04923895179875666,-0.028334707975014285,0.01567566623072781
PON2,0.006691853615187707,0.07085180019884178,0.03151414857109936,-0.01423237884457413,0.041834050930134335,0.08345432630600853,-0.05215457522269387,0.030960205674770053,0.08063448305090756,-0.02644175028448266,0.08743282768330017
ICAM5,0.029613605063694984,0.01610318051008476,0.01057985205127161,-0.04254313993143239,0.0030922104442787594,-0.03306150759526148,,0.029105774287905853,0.07098848586175964,0.039367655324520634,-0.0031516381061017862
HPX,0.049396127668306804,,-0.0239675217559357,-0.0018378185033605518,-0.011612658518857528,-0.012336535174679327,0.028232641609237753,0.1258710750426411,0.037087996755779076,-0.001595742981483959,0.0794503817328977
SFRP2,0.06884891469375559,,-0.02527587782063276,-0.029514958960890077,0.021384017478602916,-0.033210451071790534,,-0.02572886196957742,-0.0028662958302499266,-0.06082577884638914,0.08138669701203972
CFC1,,,,0.026075231515728443,,,,,,,-0.028974950950641152
CD70,0.03179894465672916,,-0.042961800602178524,-0.015333365592975289,,,-0.048046879050048744,-0.007545166559551851,-0.05101642829897865,-0.035499834780790974,-0.05752524567666463
HP,0.036316588437112156,,-0.04073116943015133,0.07430852755853452,-0.040000955675447154,0.06659938065340479,0.05446799793400514,0.01142249859559747,-0.020882032170946002,-0.02080446737870809,-0.03179802821996497
CXCL2,0.04593856001384695,0.016495304654813504,-0.046373058572220724,0.03216934497084053,0.001255145274061057,0.028387496474669986,-0.04361403687675892,0.011383572121927988,-0.014573625956648767,-6.635943692589276e-05,0.005874923651220193
NPPB,0.046026894612613,,-0.06653287912306995,-0.005325730121742177,,0.008917457908564201,,0.13707472169745805,0.02644817223241261,-0.02097761262553415,
CCK,-0.012298143094491079,-0.017269472653925623,0.06398590635408628,-0.10779377766770852,0.03457832708622661,-0.009874774626658792,,0.04771899445608407,0.0007341027132530237,0.08503310969779895,-0.04193190530457786
SEMA6A,-0.0059385558719273895,-0.026002186335839225,0.009451325997344702,0.02717165621178467,0.011330012900293477,0.056294575490878025,0.04972992737837466,0.02579182133124054,0.0013924233196764277,0.00995135077626367,0.1674735164934741
IRAK4,0.05988153124654211,-0.0027691939341450422,-0.0016490735151413489,0.010928512736232363,-0.03699651017420603,-0.01437277210783292,0.10622298911478108,0.03309969833544138,0.007075904255121676,-0.05403698162768337,0.07476263533351404
GSTP1,0.012977013911107504,-0.015860821047961358,-0.0270870356926748,-0.03248040314958492,-0.007558569756714439,0.02151893718815223,-0.03900977274861271,0.03433912161880601,0.12406043645604767,0.002887275318053048,0.08918942335576276
VCAM1,0.02588663785228171,-0.0011435699767050084,-0.035953139985770315,0.04494249634794895,-0.008473838115888501,0.004585291367601629,-0.003356451807711523,0.015231787463382187,-0.0601551267135365,0.05758848803675383,-0.019284001634557863
NXPH3,-0.0031629300763277046,0.010931373913435785,0.019682353787983053,0.034636274387706716,-0.014867042778042096,0.005378349263393849,-0.010593091371324515,0.009915147581862214,0.05425858619512108,-0.0037728907273025343,0.0433592735019687
MTMR4,0.04009361502919705,0.02301288254698569,-0.0027711431264136155,0.009850127147990178,-0.02007484891334883,-0.021567885269951303,0.03707319758696927,0.03294221613280066,0.028764381949383275,0.07646647173250613,0.017158764242772972
LAMC2,-0.001445396096571513,,-0.04960614603049302,0.07798699452611735,,,0.13113464934928148,-0.020392768906908748,0.03060002856985872,-0.013623711623429017,-0.03153306389681398
IL10,-0.04088272604285954,0.011474451256343807,-0.0192721459895135,0.08778954825394118,,0.015489520218578037,0.12790178385137715,0.1341273877348871,0.04658905501654712,0.011657888167057952,-0.03619312808861542
SEMA4D,-0.014763486170110623,-0.05517858671691719,0.0032007121697298587,-0.02707935420973499,-0.0016516950193606911,-0.013249620401692079,-0.04307022995074142,0.05504816244099355,0.08399601070927105,0.044799358427603804,0.03355444386153324
TRH,0.015195844469334661,,-0.012532573442839746,0.08052465891983963,,0.030860333287022323,,0.02178664548524708,0.04881228346476557,0.07361330164525731,0.012260485920269437
SEMA6D,-0.013585660087457454,-0.010872553505432623,-0.02812236666508827,-0.03370934290907458,-7.458515725404718e-05,-0.01901097309689645,0.11379534999762712,0.03354476658781484,0.02842671560021336,0.01837072149136754,0.08764269577220873
CEL,,,,,,,-0.0783599394135803,-0.025119172687811057,0.04996452922288798,6.59562312905026e-05,0.13380701942335405
PDCD1LG2,0.011946555134237388,-0.00929091825743545,0.04724661634409131,-0.016116562786595755,0.024829669633146517,-0.0018349727804285614,0.01562925384903992,-0.03558253584221822,-0.014883529459461184,0.005101857158371114,-0.006665575121424978
SPINT1,-0.01962319631027838,-0.02151615598200071,0.02322643922967411,0.009474843876966198,-0.018977638865556323,0.018429424706167548,0.15945214187714005,0.03878399919739168,0.04429797000245558,0.03358529287715496,0.026061891722439563
CTHRC1,0.00812435559351878,0.08277243764353108,0.007909273696483261,0.02009621282587648,0.00028870496360440724,0.06939997634789846,-0.016761980973106383,0.060399936543768164,0.08866432248573872,-0.03337311106597427,0.08492343638957273
PODXL,0.06925810197972537,0.023467621987959493,0.05053024088068321,0.032787959212634187,0.0028636590838846602,0.04045772152610624,0.028907525802120738,-0.032653455783236515,0.01662872163971441,0.06054473850897559,0.08282879031489557
JAM3,0.03269495840449675,-0.006121717985898038,0.00503498164172381,0.0061151965252474365,0.034928175464066666,0.03659153908718231,-0.06782845207957316,-0.07450559333489656,-0.018605713979775493,-0.007926740966067426,0.06158201245285218
TGFB2,0.03091232633894818,0.02327620758754825,-0.024452535687026062,-0.011192626241091965,-0.014453779577528948,0.04708826087073172,-0.007430201443640251,0.03441299082061421,-0.02278893016246269,-0.050032860347498556,0.044204308921256166
COL18A1,0.06392281238476787,0.083700940088735,-0.024753633725780974,0.08726563598879321,-0.03411535101569528,0.03761362086057225,-0.0007766118513145275,0.00914797852523499,-0.03445750658735613,0.00027805166900438967,0.03870954994716415
NODAL,0.056615951158337674,-0.014082586221144569,-0.03709562697523269,,,0.041341833097089206,0.012588113420105358,0.026866369553227822,0.034975151500357966,-0.015579736038647674,0.007408903207661191
INHBB,0.011709426040882055,-0.0028086916418138845,0.04830233800902009,0.056481099174589204,0.020944756787232607,0.03790291364539521,-0.032620849628400915,-0.006201098577811533,0.04205725712593008,-0.0161517734780578,0.01317135474861721
LCN1,-0.019349201160745233,,,,,,,0.12341839007461404,-0.008494111252871283,,-0.02211775398691701
ARF4,0.056254497870955794,-0.024977459750138303,-0.08893098664751788,0.011822102477474832,-0.013179578332260232,-0.008434605021268417,0.04552599539843096,0.08060607713830946,0.11430040877849879,-0.014859275504066918,-0.016178804667902634
CXCL14,-0.03321298395553983,-0.000926461448026474,0.02064842870261758,0.08784863136603226,0.015976498121473084,-0.015941857980614964,-0.07056817208927502,-0.08246154727868228,-0.09017269178230984,-0.027099591004969354,-0.06934541610310382
LIF,0.04158260291042901,-0.017820705015460143,-0.038884860807518844,0.034281873893134564,-0.013767071785757227,0.041500163488072464,-0.013514046907567924,-0.08349220269494885,-0.06474118515880461,-0.04182062968279869,-0.004687354441484377
IL17B,,,,,,,-0.04227333121453535,-0.02295199514576971,-0.018465152886506735,-0.019382639332684085,0.059242886590803255
MMP1,-0.00016493872865410287,,,,,,,-0.012069566276184262,-0.04115166486288013,-0.014035570640783337,-0.007518473967106296
MATN1,0.042474267531820604,,,0.03601732784889414,,-0.01773802492970986,-0.04619241452584025,-0.004813882993343831,0.09078823725004753,-0.01997589065660745,-0.022789277465073192
ADAM28,0.03257848129245415,-0.045368222233767415,0.0009163764070304913,-0.012882929881947006,0.003236861480311432,-0.033162361003523176,0.014649953912275313,0.005226061476638816,-0.030335933516589576,0.035462210982840976,0.028464949253475008
TCN2,0.03971648300569316,0.052477699248609164,-0.029890641229024954,0.03195119641285699,0.014285880806381202,-0.0018324800212904885,-0.04574989328030165,0.016461205627832997,0.040636895628194745,0.01973673972530979,0.013983748040278396
THPO,-0.012242428083716927,,-0.003003516335488474,0.008431115330313961,0.063443228527966,0.0942402016473858,0.04144841274199979,,,-0.01732815990485047,0.02637524625814028
CUBN,0.026150479571625477,-0.03392073588586484,-0.042954881606283093,0.02008179597939209,0.06609618427043107,0.04202217388216553,-0.011756145522071578,-0.033299804309749735,0.06293241251029964,0.0012605173344404836,0.027514564149250933
TIMP3,-0.03810389599172013,0.07006743411044677,0.03322782988110268,0.042312190074349984,0.07203010858403716,-0.0016996554973116424,-0.031923734403021244,-0.0009532441583794236,0.043778271656123295,0.01754615192892636,0.07391152168180268
PIGF,0.00047145242983707134,-0.057846043276787655,0.007903532362067058,-0.030401362473895563,0.022062167342209133,0.04651578558340117,-0.04048379847156547,0.050434837204023024,0.056648327516403196,-0.05071040842883012,0.02983543183895824
CRH,-0.02266989284682416,-0.017673608574075836,-0.000692146594974292,-0.031699082642750266,0.042364907161070185,0.04500485949541467,,0.03459561331932923,-0.014851005468039323,0.11515719734183129,0.03553575485897311
BDNF,-0.01854572890048097,-0.01581008347233238,0.004449700893661379,0.053550881285786354,0.024975438528752194,0.04751883013681284,,-0.029199475349911488,0.02329188097546228,0.030002994955372803,0.013780765192911314
