,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,0.050300804478611946,-0.037443047607616325,0.0331085711386336,-0.04471192813199456,-0.031084481742768795,0.0013463012075054686,-0.044446496397869704,-0.08605251256489484,0.0420809753456122,-0.03329489880485971,-0.010747289167903355,-0.04191630251945868,-0.04310305130435263,-0.11776203598050956,0.07692851412378908,-0.03708741550943218,0.06489990631592663,0.0458672404016533,0.07167787360808522,0.03277127630729301,-0.051318149642133624
POMC,-0.011559387551667504,-0.014466320790874407,0.042225244866843585,,0.07040497399112705,0.012432601657280412,-0.009782596764784287,-0.03730315330585485,-0.01282294056671201,-0.03636841847562716,-0.0298097565899163,-0.013939274388362738,0.03164640431994866,-0.002047657182671059,-0.04151837163416109,-0.0015671937388794847,0.11493251168683744,0.014087407581816704,-0.03305033274438119,0.05315825421580862,0.09766059545862016
CCL18,0.08020352439340891,0.019592066042619812,,,,,,,,,0.02653782162237781,0.01331499915838868,,0.04532089723006262,,0.03903294198749918,0.04015556670664069,,0.01859082021042074,,
CCL17,,,,,0.018220805973726703,,,,0.07245816629380933,-0.0197826777644727,,,-0.01377866855036642,,,0.11727388285626411,-0.02900117532498315,-0.034747428694860485,,0.07778338218472725,
VEGFD,-0.030300652759760443,-0.021828177634431113,-0.01569740465151221,,0.06180105916788477,0.020022972785493684,,0.10018553772891309,-0.028056559619538277,-0.014510833380581312,0.0421298293631668,0.10344661237158558,-0.014767025856768812,-0.058036315018659246,-0.060117452381353555,,-7.040689812471201e-05,0.01711658697251067,,,
TNFSF13,,0.0164865138795223,,,0.022726294414914982,,-0.012202298199495169,,,,,,,,,0.009211050890689179,-0.0315232860596176,0.0437742168427674,-0.006291225214633613,0.031554818866262074,-0.04911114954621269
WNT5A,0.0053552793404008266,0.0021338597295137525,0.053188806919874494,0.009530855167193096,-0.02881998330206419,0.01006666214676878,0.09710333479123326,0.14090129330416512,0.01579990386437655,-0.022621222697217495,0.020664548728917397,-0.014838423610956627,0.014568382404159436,0.06172095138798457,0.0022749050688962383,0.01755007871305278,0.014225856745562091,0.006331719684343577,0.07414412178749631,0.0352172218912412,0.05657885230079728
CXCL8,0.07611604152894597,0.044154184837160416,-0.02585335466141381,-0.007005533731249429,0.05688941588690559,-0.06346928258081692,-0.017356977758024354,0.07797335683629136,0.04384048591277436,-0.013513118996008879,0.04852392586650369,0.010538956847021502,0.13081440772965716,0.03922240142294859,0.10391235560584125,0.024529457554331988,-0.08850825368148002,-0.04933377434175082,-0.04199657851659597,-0.0005098298848346427,0.042125664968670276
GRN,0.021213702400582197,-0.03206780622680331,0.024071707169894117,-0.049458431726292995,-0.034404779055177595,0.02686656405858803,0.08208964889751612,0.07717329885917873,0.03384268939329613,-0.05657163302755518,0.08352830455286188,-0.053361611247892585,0.040688942284032484,-0.007884562021218408,0.16594097755545537,-0.02175764571808399,-0.024602075083409915,0.029361208086855103,0.050636145348192545,0.033958851904239994,0.03023828518493785
MIA,-0.03515628830440267,-0.05004439243371728,0.11854245688865231,-0.0012738042177009045,0.012073539871993555,0.030329270246501613,-0.022064108494714702,-0.013666134932196945,0.03346175417199046,-0.0165030170173561,,-0.025437891847033923,0.06319602026292388,0.012866167805985613,-0.03024381917230041,0.1025553072706633,0.10450131428320768,0.006641169977395961,0.009559782220985712,0.07911852912855334,0.10729268722806927
COL4A4,0.05872665486950179,0.026393209335731648,-0.03342148900043435,-0.045330151947384996,-0.04008717296997452,0.06570424047305563,-0.011609947634210799,0.13409892902808446,-0.027493422525716172,0.0578973124988955,,,-0.019618145384751626,,0.04254103308006759,-0.03344286601147262,-0.03216723023694765,0.1006598718075466,0.05542764357821331,0.019027862181973082,0.0430911345622193
TAC1,-0.02221622941975753,0.0535436736193682,-0.04974173407977,0.05636574940142483,-0.008311045374958472,-0.0498538017035411,-0.060570676699171495,-0.09831089937638321,-0.015329073059789781,-0.03039944998830474,-0.03758623536699722,,-0.034767459351475495,,,,,,-0.02400792061738312,-0.02485724812110619,-0.07035936059285901
RARRES2,-0.015226479811622848,-0.04008237884176591,0.025665975186293415,0.02538118658213569,0.019337341223827877,-0.054647284280023634,0.04406336216508287,0.13190623766752516,0.00614663744992358,0.04583276624400043,0.0439502485253789,0.08963040582124492,0.059108194900824036,-0.06451666357653676,-0.10750468159108313,0.056988427559753835,-0.04063387039176724,0.014384866455675945,0.03290120706892302,0.05159222281843874,-0.026226051490717463
FGF7,-0.00688668018565916,,0.021611108329124513,-0.0003706786557405758,0.039888261359639174,-0.023429928284632077,0.00031185316478927826,0.004982177249707103,-0.004372217608385514,-0.005959953463931629,-0.07158917236774938,-0.04086797870172885,0.02851046996247357,-0.02428807836625699,0.11004783179955259,-0.0431738821512916,-0.026279105791432774,0.05793333662786976,0.00210874077842472,0.03896978991430346,0.08482367275674581
EFNA2,,,,,,,,,,,,,,,,,-0.019094199913710256,,,,
HBEGF,0.12605112459806964,-0.021371089460167598,0.01872893117845175,0.0659187834100752,0.016174066168314,-0.0707613496730369,0.03543938122133618,0.08638060156219493,0.02091942516182176,-0.03726521145787093,0.0629580479236624,-0.030078629594718683,-0.018858758205042805,-0.03463533315414671,0.019470125337547776,-0.01529600053225012,0.010670960623844806,0.016855656276866426,0.04084399938111688,0.004609975201118905,0.12884196973443052
CSF3,-0.030773936011375465,,,-0.03172938324770624,0.062166263594822066,-0.0770311268203632,,-0.01905396708535024,,,,-0.02817916661015204,,,,0.05457938092221464,-0.053774207538100964,,-0.028964530295993097,-0.028994717213953435,0.055249227502943754
PI3,0.03893355621954231,-0.004843155597672301,,-0.017945134440344256,0.03249163878360005,-0.057509076919541394,,-0.021455018423249,,,,,,-0.035390672114874885,,0.006886614142879944,-0.08395414454997975,-0.029523607853871457,-0.014108655923119641,-0.06299588795544547,-0.005685807750419794
PCSK1N,-0.06427952397529034,0.021690266362848345,0.02408443664008716,-0.07118004483657311,-0.06419468637601854,0.03421693590180602,-0.007765536657283532,0.006872318689503386,-0.008847748983846583,-0.024529462808576225,-0.04058275762594095,-0.039846494539909814,-0.03025878969938475,-0.05878733196961781,0.11408921217766213,0.009798398666690402,0.0007212063796663407,-0.009999348625730261,-0.022583978731606377,0.05633608459005251,-0.07108925050031246
NTS,,,,,,0.03303977133157968,-0.01417310818632554,-0.02341961757560092,0.05219468915873891,0.04991172047823156,0.05287224260084755,,,,,0.035364791668432566,-0.02326265921410507,,-0.008235338209009093,0.059687852420426034,
SFRP1,0.05260558916391971,0.007979271021938518,-0.005956547666014009,,-0.026571133390893106,-0.05072645683052568,0.02716397925960364,0.010979736540818264,-0.03232003811788261,-0.005369466525778635,0.09054644666620369,-0.023026525825065907,0.012641634526444531,0.028954408452680495,0.06638210533696019,0.04369114452481379,-0.017213744862248248,0.06483334433195245,0.061892866160818266,0.03490695482914033,-0.02666520282889378
CXCL13,,,0.005224357978940571,0.023321169720949803,,0.06879027758038904,,,,,,-0.01926823092025565,,,,-0.01229974360071689,-0.0056009362714058795,,0.024083399445422603,,0.00799047805434699
MICA,0.08482895749254878,-0.008767069993986243,0.03558575497366298,0.016383949534881447,0.03297596239328717,-0.022153714437320084,0.05654650156107381,0.04571598677785493,0.03322876203196806,0.00893937641816512,-0.051486298049915065,0.05481633790129951,0.047216043470875775,-0.00565866805007648,-0.008002238427131476,-0.0035685766582916802,0.020104783843993217,-0.03920575249816084,0.043125658319561846,0.0676729208680356,0.02924571374441123
TG,0.13881147001547853,0.05701805891527095,0.05989106664930076,,0.012139131806890552,0.005407644798011361,-0.016359503066483837,-0.022996433552159846,0.02848595776914062,0.06530316823993801,,0.0775893503449331,0.14487303732614326,-0.06821163224853319,-0.07027449721410113,-0.022059285027359727,0.08556103327137092,,-0.023838253519397994,0.012503128374459289,0.029004719162150795
ADA,0.02737500519169801,0.0009867249596025565,0.053096554299028306,0.040126858208963334,0.041729293811816726,0.02272230318740466,0.03883115828708861,0.07297286667343673,-0.017866974253729413,-0.010433228396443648,-0.021961860849925213,0.04670672295853103,-0.057222961370920575,0.005814377556937299,0.07099433885291208,0.007405113167085466,0.06030214997430115,-0.005708053342375447,0.06668904814385992,0.037512941786189274,-0.009240239060185753
LAMC3,-0.05139576998471373,0.03396329239475737,-0.010652228498394995,-0.01292779851055921,0.018023873370208752,0.01959857727979679,-0.011128035449737905,0.06702942312322799,0.039176589568940164,0.026180798852227655,0.042392985375516924,0.04751140594780869,-0.01070053605324772,0.10570998237329006,0.09606143700406174,0.01423403964798902,0.03829818923978166,0.043839440499429096,0.05715287705467179,0.03704388908357736,0.036421457106667054
CCL7,,-0.025149412916787794,,,-0.020731590722548016,-0.055358588135833484,,,,,,,,,,-0.024881869376197456,,,,0.027241735182977175,0.0006889413202007759
NGF,-0.025601999619022157,-0.0030031809365804536,,,0.0024895399411481224,0.05868070891364176,-0.015611353822648123,,,,0.0515185413296786,-0.023297817786439738,,,0.004876934273401334,-0.013632941350590833,0.07001524652094245,,0.02066429675555787,-0.052391192971262796,-0.01761016301554135
TNFSF15,0.04261447539434211,,,,-0.023085640238670678,-0.04173212269037104,-0.01895560606552646,,,,,-0.01794504717705294,,,0.10090018747467187,-0.006859686717365856,,,-0.01798647605418117,0.058584574519304274,-0.05497544857919326
HMGB1,-0.05382043985662134,-0.06581455275500583,-0.009553356659317285,-0.0184671826071246,-0.03935973315841972,0.055010346486078304,0.04158189631768518,0.10926467574100227,-0.01680422348245391,0.028886589078469208,0.03295334828493236,-0.009320135965738158,-0.01367874747903257,-0.05382626876415513,-0.06398377466390574,-0.018134553269023454,-0.009709310381013941,-0.03777428394947237,0.02855148421631919,-0.07132606200107798,0.02529240741637719
ITGB3BP,0.019879008104499003,0.004542432034233488,-0.044705761214215864,0.018338364233985948,0.03155884803164339,0.05735682580758235,0.022875056740055605,0.13757414897777814,-0.0022620510323331164,-0.047865132745861,-0.024515633014053215,-0.029761162177034655,0.036241397616809265,-0.07498061261179124,0.08087987758229188,0.09064656452266644,0.04560516470168041,0.030457939017869112,0.06085129439845788,0.03146110057728576,0.0065136988376949916
AANAT,-0.019775462976653165,0.08788514974208415,,,-0.02100557380950813,-0.0014220134231461485,,0.005855810205706501,0.035852436540942334,-0.016503017935296044,-0.02610098005848723,,-0.018482765916434277,0.0312667992382043,,-0.021828420233787133,-0.009728026841204732,0.0032190535865006978,,-0.03214717198748904,0.09842381641736839
RELN,-0.04414338416184222,-0.007096178823207471,-0.017286582955806408,-0.006919327617744679,0.06485593263405302,0.04735811702544761,-0.03283133480291322,-0.04281538110812377,-0.029645315749301848,0.039827706271329526,-0.06238550758301186,,-0.020462017182447383,,0.011823299747785539,,,-0.026280020526692174,-0.021725713837168977,,-0.04099095076567255
IL15,0.02024916064661187,-0.013875124945669339,0.03591701513922023,,-0.02679098074462728,0.05604889668169422,-0.013488040613381285,0.2050183556441513,-0.005172999266405611,0.06101301435465402,0.03439254037251676,0.05002009183492114,0.13818895287985672,0.09055689291160261,0.00826597357748772,-0.03999056021543329,0.05323026719733077,-0.04262276123447505,0.014242515584386543,0.07365014004459561,0.017490774062295142
UTS2,,,,,,,,0.0018723175632476448,,,,,,0.04213038296246438,,-0.018588497398503066,,,,,
BSG,-0.08677628705070138,-0.018838874860284294,0.00934244577566425,-0.045321145459457715,0.012566963105155938,0.02756246426566004,0.13454073315183623,-0.008434659942139329,0.02270853191548914,0.04076147015631929,-0.045385038920375514,0.0815146558819257,0.0461173480789514,0.12840069093820167,0.013682568567236264,0.11766456004664273,0.027948882994271864,0.005038683365645345,0.007035623636184804,0.08902484696275102,0.13471489302520215
ADAMTS3,-0.016795324290731255,0.04613388706569559,0.005175942264526483,,-0.01573202876716851,0.015402007427263706,0.09679125262722862,0.10508251467993815,-0.07161297681569168,0.05802293985703973,0.01038047797034671,0.10510019326063821,0.022011626522036195,0.02757354526578484,,-0.04484656069578088,0.04212203443301582,-0.006398071284865116,0.010094728002353212,0.10367211766708723,0.11296850356450015
CD34,-0.0062431069861214996,0.028533235358287296,0.0601658985908964,-0.022810024213717445,0.022327754610153253,0.03648192293793649,0.037319665437038935,0.03205693734700284,-0.0010553546590135498,-0.020935764127313163,0.03343077890665207,0.0191924611638256,-0.039697919698663243,0.043052405873726406,0.07151230494814874,0.04930229155130709,0.07408002699542232,0.029199770617367313,0.049839463085322756,0.047644518270238675,-0.028811599139990436
CCL23,,,,,,,,0.03904285124927806,,,,,,,,,,,,,
PLAT,0.020214155026425106,0.021251358165615408,-0.03799421838109685,0.004088702170531633,0.018869160462949536,-0.05277910510327593,0.08448542356299117,0.13460928910930114,0.000533147895457974,0.008827401381875403,0.027568587130023373,-0.013993383487647199,-0.012333023787541426,0.10515693986612362,0.03334108218171442,0.06987162496507664,0.042026639764116344,0.04319442832314941,-0.04828158511305836,0.03943223027140895,0.0932149626412508
NTF3,,,,,,,,,,-0.026639807817134285,,-0.038224014793539644,,,,-0.026233576350601494,0.1226131983054985,,-0.07306930894642301,,
LTA,,,-0.019277434363247067,,0.017473156202068536,,,,0.07475896656459935,,,,-0.017141913243953984,,,,,,,0.025292734988069436,
CKLF,0.07443514949400835,-0.0006434569480863907,-0.002171782106601403,-0.015913873606219653,-0.015486195353760585,0.031658505017634786,0.10180403902029801,0.07891693573223384,0.036340061195931236,0.01200750455216964,0.011178952943016773,0.02500785890781239,0.040159104442612316,-0.11519890660493837,0.05586818577634177,-0.022058194949035728,0.048594199829116946,0.04298261699792566,-0.02188206594060767,0.04561038459143799,0.011894938162033596
APELA,,,,,,,,,,,,0.0038103180558203094,,,,,,,,,
CD24,0.00023467094668728778,-0.030201971730278655,0.052333032947525324,-0.013918684265613558,0.036433907409472145,0.08172288625303327,0.05681687338275442,-0.018508160419906026,-0.02911251106746224,0.03997962837482248,0.04736528892816603,-0.09443103624931264,-0.010670776535521865,-0.0717771110469588,-0.09042384790010996,0.016537036990554192,-0.008163324116252492,0.05185112150224264,0.021413966285956196,0.014286329053306726,-0.043635577431619534
HSP90AA1,-0.1269594328463268,0.02276275625394994,0.013523289175178772,-0.05032048248093213,0.020845350354646148,-0.04074842657021579,-0.04470996954532913,-0.14363610069629418,0.016104435086355867,0.08500324379587909,-0.03670052491691749,-0.06331483145077405,0.0011767311535189973,-0.044230661813900146,-0.01588959748779925,-0.0342580576553873,-0.14413778333677585,-0.049358019503163965,0.02137474429821543,-0.07456198268757301,-0.10941178255835132
BMP4,0.01245005793726974,-0.01235614573012419,-0.003745232883844134,-0.05509152742410787,0.06446255131334322,0.02776566352070621,0.05108024880582065,0.04507073384536726,0.02094505995230505,4.475739377026004e-05,-0.014636052813871899,-0.01669371988478623,-0.014606680576509656,0.22003895456237044,0.05211682505295772,0.01683435213018177,0.024859998632195936,0.029269031712354905,0.027187572827264264,0.037672455247010635,0.003250375682248138
SCGB3A1,,-0.011806290965428038,,-0.03391557296046275,,0.01704427514689485,-0.017217722396697374,,,-0.013920457039315891,0.014901505349649872,0.015499227298844821,-0.01196140036930932,0.07693325695828834,0.11486177161034104,0.0110867721535064,0.03277627024722434,,0.051052441076950776,-0.016372129519130703,-0.027658184347968563
IGFBP4,0.03787932149501906,0.0304826660762233,0.05022989623017678,0.035047068770597704,0.028970492011809207,-0.04011680066743006,0.06839144369308675,0.07019611274392168,0.004141072640703969,-0.03080511831087096,0.05910931802774011,-0.01981636474142204,-0.0050140524067053055,-0.005851318788093867,0.0361125719878158,-0.039152570069244295,-0.004483860255764126,0.05417695228783268,0.061963874938872246,0.040222652414515774,0.05816878012506467
RSPO4,-0.03127546734828383,,-0.00988866895376381,,0.02723293436204666,-0.020326193186906354,,,0.09481258227191196,0.006199068562008172,,,-0.009128476644311094,,-0.023934121742372867,,,,-0.025155140810027742,0.047723370982636036,0.08844972464825147
LEFTY2,-0.04120032952318259,0.03379405276642404,0.049554728687805166,-0.03480546364961981,0.025803233903102664,-0.01955305475217698,-0.03866258023998432,0.1258227501291372,0.007254190684282459,0.059664106997724654,0.11351814482464472,0.05541582265492226,-0.005253297449511342,0.036997565457836924,,-0.021121889451194056,-0.021954899300199098,-0.020511406045502254,-0.034209329605912456,0.04845654557099525,0.01323660798678872
PF4,,0.0016681314662274913,-0.01753544663073879,,-0.01808790446873176,,,,,,,,,,,,-0.017501156173959292,,,0.10136035863480743,0.022151163008709975
ANGPTL2,-0.015469388918490286,-0.00460148118933892,0.0006027266083657903,-0.03601114709550213,0.05212393366136139,0.044767014020218716,0.10963773667243557,0.1444992816572561,0.006905317448460717,-0.03758831925423517,0.0203396660978406,-0.11712882027356533,0.08146042104685394,0.03054562463281258,0.007880888977514499,0.0225696901228798,0.03971749010403836,-0.03237248070168561,-0.0035399313855002247,0.1046140397643855,0.06353732187331028
LRIG2,-0.002104692677330449,0.03989431020069513,-0.01660435536432805,-0.032348127226904534,-0.04957563194826404,0.010424282102510436,0.04993084568128892,0.041548577565306,-0.007529906212595132,-0.00411336796854164,-0.03397049730253204,0.026971622164050194,0.02616066918065931,0.09405054059581516,0.04953266714862948,0.0432916477345355,0.0051569781831235645,-0.0006585930586026723,-0.01846373740698395,0.010602453390232075,0.007869391591800227
ICOSLG,0.005196733485900959,0.028152744986619488,0.034759218219350636,-0.014316746459609349,0.005466698371784091,-0.020484627829101695,0.06344304643716558,0.05913446238543575,0.015716413533961544,0.018269765114094207,0.03770296449141415,-0.010076502802858522,0.020501057850419675,-0.0025579367092562473,0.04936581152460059,-0.011420597517935904,0.06106753557388457,0.03591319902892764,-0.024502682061848937,0.06760464517142031,0.13765220554811217
WIF1,-0.021240437285860825,0.05358006178389891,,0.02827916963213458,,0.09225444039825938,-0.012064607751372683,-0.08205454244605573,-0.02062350599250612,0.041612054189551724,-0.035963419898921115,,-0.006294744160395908,,,,,,-0.023384139957807273,,-0.015973185559194157
NPPC,-0.036599812706872015,0.027164304529689827,,-0.015617447067081196,0.044978341374434905,-0.06765720374113321,0.013649460463302317,-0.02001740396338312,0.03233328064076605,-0.019346025823368033,0.008454011842776013,,0.016001660568975364,-0.038745732904949225,-0.025815509105678203,0.011627735987199374,-0.008465421323914759,0.007924523065052666,-0.033584230419656164,,-0.054901967645786205
LYZ,0.017558094637264803,0.034611967129675715,0.024318785809484163,0.04137064336326698,0.00988739302025156,-0.016446716371355714,0.09888558299479464,0.0677774677390919,0.05979614607794145,-0.025926558442463304,0.08160417354537886,0.032890212549509065,0.03471347335905884,0.04993201851000631,-0.03195418764860754,0.030926283199446604,0.048213504999703685,-0.004801211643997962,0.048923320841625685,0.024260786400864032,0.07555507863924286
EREG,,,,-0.003114910357923552,,-0.045991529664120456,,,,,0.049431590487197655,0.009353254616572612,,,,0.03674442673131474,0.04131509199793307,,-0.01917072096526745,0.026495541375954928,0.05983626570418978
SPTAN1,-0.04158964405907868,-0.0008590490330534163,-0.02941365174077416,-0.03327542385588703,-0.06000877969074959,0.004769655251832569,-0.0017431296275103756,-0.029363704547632662,-0.03979430017241601,0.025369658526396038,-0.08457633265691301,-0.019767327756195874,-0.0545711050780511,0.06249293470558203,-0.02773495358725473,-0.018127745785086333,0.050465628357306516,0.014716212191711054,-0.017325265602908597,0.023443910035251984,-0.016771735414245554
PTH2,,,,,,,,,,,,,,,,,,,-0.04000505412039441,,
LIPC,-0.03707657475062721,0.05466792210057828,0.011948476370759924,,-0.02306327925889081,-0.024669689928132846,-0.020916492477296628,0.10605012246182219,-0.025578852797512326,,0.05918746831906597,-0.004324747502289901,0.060946114446989295,0.038385988024827504,0.024917515984126185,,,0.025328437286156632,,0.039597065004616926,0.01371681610929764
COL8A1,0.06514107466356833,-0.01157351514608578,0.007054230992991438,-0.0396147140592274,-0.009299008402802652,0.049915161898802726,-0.005176932927310959,0.0045604515855831446,0.04106473990449327,0.007628469816244258,0.07678819063328632,0.0019014911671508968,0.008884895637646124,0.053023833841856924,0.03982055415921806,0.07669888770066327,0.07548534911227876,0.04473292065090493,0.0163850051022095,0.04026267217871298,0.038599599197949065
GSTM2,-0.022575512950506124,0.09805017103648118,-0.020875750423740336,0.04823595430973979,0.10240000767621499,0.07069512025890055,-0.01140595453850395,-0.013053871033818323,0.028375011240277016,-0.04114434982725592,0.0004931734828198564,0.0329214831802959,0.01761586767745703,-0.03593858499823645,0.06891697338489414,0.0416044197818962,0.11847185480024823,-0.04718443341516125,-0.030734307708654176,0.02975862125159717,-0.0330966860393006
IL4,,,,,,,,,,,,,,-0.005018016165670128,,,,,,,
SPX,-0.026378834245671,0.03152461198811575,0.0004565191062420621,,-0.025499329434164556,-0.009321215096192862,-0.01990002024076383,-0.015162285309664429,0.021045627414339428,0.04678019642450255,-0.07686869718153513,,-0.04667670396682151,,,0.042917943682931385,0.05350103425455239,-0.04323263870654662,-0.008270879755033224,-0.03323529212085371,-0.04938575590338108
MFGE8,0.018233071468027273,0.016172977212304807,0.025029794717724665,-0.02554368652902059,0.012471664413494545,-0.01687104631059684,0.06462608160659725,0.07436885973773137,0.033270321399084854,0.021719194204158798,-0.0023373656283081005,0.029930853958721765,-0.07093810339013219,0.11886212273015523,0.08012169417356226,-0.0060047723993443755,0.006494139824497715,0.026144416743643022,0.05884839268755472,0.03020481904504841,0.05049546851635688
TGFA,0.031816876830700336,0.0420806322067822,-0.024533473120979137,-0.020714908803198102,0.05783786068706884,0.05914061805288645,0.10546273704887876,0.047135717139068535,-0.023441008099007093,-0.046452820650189595,0.0007712342921860418,0.05776781778733258,-0.012138715416487651,0.04613096689883305,-0.0627058716054098,0.036822981602727414,0.04559840924442236,0.007401154154296943,-0.007417744553326698,0.11286034598389233,0.04172612302355299
SLIT2,-0.02349554557786639,-0.04995889135227014,0.06827016489222049,-0.025208434152576002,0.022423651506684742,0.0018049927744849359,0.009493758584333512,-0.050181655924832584,-0.0027592098615890717,0.05373632341295214,0.05867936591933006,0.04338541896024599,-0.029074389390198435,0.005564571179556703,0.07013899056598641,0.037978028561343684,0.03704208537844277,-0.018579107299512492,0.00027747434980378554,0.033674188187570016,0.05597174542457451
PLTP,-0.01473760181468345,0.008856322333116624,-0.004961386576959617,-0.008780732151389564,-0.008083205916480455,-0.0019828815366031644,0.08584149755659436,0.09285775465119862,-0.028957789020673756,0.07207187350333218,0.06924948059929399,-0.04217021751536285,0.051371549422573035,0.025320944761933063,0.04454862632586386,0.0424709816951599,-0.01641537660793724,0.051286125060997334,0.058374117442946016,0.03895596287259289,0.08223701029944616
APOD,-0.10860960377229902,-0.008671402350282525,-0.07869835145993744,-0.09012514290305886,0.01768380214548159,0.15306784238470142,-0.05645777090458451,0.07746954506196764,0.008407799009818962,0.0002924308432722969,0.011538726648570056,-0.054573826251663994,-0.034493004955400544,0.11487198670772461,0.06957002662333203,0.013289232619072187,0.06110906649171195,-0.0005067342264715338,0.007908408652718699,-0.05009606882144235,0.008111336136814458
B2M,0.06353942154092777,0.05508754781586209,-0.06329072094223515,-0.0340345686333404,0.04510315352263434,-0.08530625838838642,-0.004789956695706274,0.10385238482106694,0.02110701782763461,0.05158413330284607,0.05802933325378603,0.056871885766293116,0.07350300331975752,0.03561472503145284,0.08123508466347101,0.05469241005164985,0.04676924735094461,-0.0112894780437443,0.05823093108662526,-0.004194700472491238,0.08557196039203135
OMG,-0.07438449337746605,-0.05712937284805383,-0.02180649836157343,-0.033493974191456104,0.004761850920416118,0.08982591935394728,-0.02821360138969315,-0.023854676732474468,-0.030721017671436358,0.026281850959160743,-0.022993422991489366,-0.015026008144821528,-0.011476753591182625,-0.028307485393550377,-0.030067788329077267,-0.019524679752057135,0.104241039906565,0.050010013202357456,-0.03844756947353025,0.13082253094792826,-0.06256505228784466
