,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916inf
IGFL3,,,,,,0.06710908825044605,,,,,,,-0.02587194533150283,0.07673992897970099,
BMP1,-0.035077668633480184,0.014086051279636552,0.03131910333586055,0.02579572368016418,0.0678999941840121,0.09738769136263563,0.03238712537541041,0.026545228115143916,0.04120311442416847,0.08174223042734581,-0.04428983093722683,-0.028025452921475836,-0.04625191671149256,0.028242973360043593,0.10655553904704651
NDP,0.04690967179867431,0.017278302364648352,-0.01822626795643093,0.026974626566570983,0.01112447265084426,-0.01223593789827602,0.018535330825319312,0.06571619233110737,0.00019091331570565172,0.07441143168319905,-0.02834784937451987,0.06373516884581631,-0.06216533662932126,-0.030048150088466702,0.021204607908244497
TNFSF18,-0.011130267818950615,-0.03435515088796473,,,-0.011833031389912851,0.0029905753103048934,-0.014339158792368452,,,0.12987184750559422,,,-0.026681280553725994,0.038333538167568716,
IL36G,,,,,,,,,-0.02445147900963099,,,,,,
RTN4,0.005208081052338488,0.008064385500376295,-0.011798190510842337,0.07021768114173901,-0.07019827283618221,-0.0620542077954691,0.05066223850310364,-0.07954083366334039,-0.06800883574194577,-0.04812114426274499,0.03278120467752199,-0.08174700380804273,0.02060691729334055,0.029896972106342724,0.07822481073740775
HEBP1,-0.01197615862744065,-0.011495913729765989,-0.008353662960910231,-0.025295461297544616,0.05312852015025069,0.04681719852169597,-0.0012754349337741294,0.04672559816154436,-0.02384095768387499,0.015572705342873704,0.08511280648517086,-0.022377011847280755,0.0339138181168814,0.06740658509314851,0.0470633853161108
WNT7B,-0.004690017427103434,-0.021340354764646987,-0.030184615970828797,-0.024890082435668988,0.013745911845167916,-0.047858972316840644,0.055381910575341906,,0.050034170884587933,-0.030537179227140547,-0.03849381044304767,0.012191543758533272,0.0454220139783577,0.0756870177190639,-0.018604721509767476
PTMA,0.04328908832605405,0.04544654671928869,0.005946318047261285,-0.08943904127281153,0.13406523046659294,-0.01184853380320491,-0.03429042636290549,0.1641719003946129,0.04604808463658924,0.004866709869317508,0.1184237139647858,-0.05769896441993309,-0.010814842617443443,0.024422950784710157,-0.015318787277260068
FASLG,,,,,,,,,,,,,,0.09446581809761853,
CEACAM1,-0.01580393568753256,-0.01637743874595658,-0.01640048407529904,-0.017345619974613938,,-0.03487320122127061,0.014273108232320786,,,,0.006264699395429259,-0.0200804889984975,0.04203506180462898,0.05707473548658137,
PDAP1,0.01788986093471091,-0.04083437421604193,-0.01585223491829383,-0.02972615617698926,0.04433963965426193,0.004919099533465154,0.009162703442864153,0.03143484381009191,0.026470262479234216,-0.02307059746681498,0.0003407922978491676,-0.053018510034204595,-0.005889472880968927,-0.046970562969433985,-0.09263329865075133
QDPR,0.030562908938392398,-0.015338284997659102,-0.02800639645959228,0.09566526287048163,-0.021009146573541845,-0.04286053853856404,0.044567171887801606,0.14724138230835201,-0.019106413202619448,-0.009770086502955586,0.14162928135643962,-0.01846795154726068,0.0171005421575685,-0.0085231172466352,-0.07990614494126395
POMC,0.0013647643196141846,0.08847649147760961,-0.005065209352134465,0.07123707158383966,0.051718406219575734,0.019624398305968137,-0.016638025948697174,0.0717265167776214,0.006161911477195743,0.09779143126072289,-0.04179957476909407,0.00697063850921501,0.024444799067997156,-0.023063743435474755,0.04431440976318722
CCL18,-0.019721818518551773,,,,,,,0.03937782944852644,,,0.09343671942854262,0.06375508283986465,,,
CCL17,,,0.019201293688932867,,,,-0.01788372276254888,,-0.022337120252551627,,,-0.014246135021446385,0.026297280364400186,-0.01396199333269571,
VEGFD,-0.019721824781152864,0.04517406043561187,-0.017957234791758994,0.07294896483582751,,-0.02989657275884471,-0.01905359397741337,-0.03418305501260755,0.03289788427675662,,,,-0.008002842827277971,,
TNFSF13,-0.01488272184950288,,-0.017641762722044547,,-0.011475571938618872,,,,,,,0.038024266331568135,-0.009103617293540502,0.013082902556386685,
WNT5A,-0.04398107369325557,-0.02006950758149612,0.007219283331060476,-0.04275685859974863,0.10445732639862176,0.016372823666464056,-0.03883762799503818,-0.021138561767989,0.048291022423335474,0.11674761659239005,-0.08031980883844711,0.0057273027270711655,-0.060386734917723284,-0.001513646242663422,0.029387335301577965
CXCL8,-0.05331525421334776,-0.02196411450901729,-0.010752726931329433,-0.03473142161013437,-0.016323256786779455,0.04655617004068652,-1.4823830773026781e-05,0.07340141069047552,0.018494721665331993,,-0.04309485590844286,0.0033417653592561327,-0.04842970930480822,0.02396137718945284,0.10781387644945478
GRN,-0.026780013494469602,-0.013540166387891718,-0.026665879870533447,-0.013644793277835443,0.008571957855595785,0.04717354332814243,0.004602347907050252,0.08470687041862068,0.03608649271113658,0.11045166873623072,0.10755752952827513,-0.045824457657362754,-0.04740507048282464,-0.030637935685631303,0.011983808783102597
MIA,-0.03064224725816902,-0.02086136685649803,-0.02515812172944269,-0.0022597506552762235,-0.020750047257742453,-0.010568181635080373,-0.0020096511699901863,,-0.02257869648516148,0.11371778317956219,-0.0033863953422036187,0.09880029562804467,-0.026618515358671584,0.04160794981874555,
COL4A4,-0.023685743805620017,0.0022027719276872296,-0.019139444210577894,0.033801043672232654,-0.010918499704055423,-0.017585752899802753,0.040339340879695755,,-0.021112609511560732,,0.01565792344702713,0.04898224242485364,0.02817883380056974,0.0028581631319294877,
TAC1,0.043134125147554485,-0.019408720565157495,0.0413137127946136,0.13756323114792585,-0.054903442135062784,-0.023518943157134715,0.022491592390840746,-0.08663513644175132,-0.05636284214042991,,,,,-0.018354459951066514,-0.03447345938843001
RARRES2,-0.023912759062309226,0.04158619818972954,0.011683676105996889,-0.04418174866824489,0.030427781767263143,0.05913466148119661,0.040617266590242763,0.04235938658125411,0.07191046873577331,0.034617040767431474,0.009348520370402527,-0.0486575408854379,0.03263118406502844,0.027353143956663765,0.010928197077310336
FGF7,,-0.0005043792507540776,-0.024846029055750736,0.024981429825327986,0.03854585478925907,0.03305821850970034,0.009067939502646618,-0.035084221792778994,0.0028605579562961335,-0.01328799780900408,-0.057623022130711646,-0.005888203016588174,0.03077786395608731,0.017544722094883013,0.08509713067968251
HBEGF,0.04289352559058551,0.003446364405855059,0.011379267584265993,-0.028222643818642694,0.055993027257933294,0.07707149373957063,-0.03187174941953775,0.12764268052153702,0.046525726505410425,-0.02387542755822167,-0.023875220769647727,0.04136924165928813,-0.057882333670887326,0.04285392494092036,-0.04900300210714192
CSF3,,,-0.03048437980047421,-0.04111447648245029,,-0.018605388084279948,,,,,,0.01078466110879705,,-0.01469982508763578,
PI3,-0.020748184587981264,,-0.023915446606475602,-0.05090771532886741,,-0.020949912547441888,,,,,,-0.027156821676581403,-0.028982573603376246,0.020788493882244585,
PCSK1N,0.01474509809980647,-0.01866677804436885,0.002807994990364972,0.06551718407871929,-0.026149994404182756,0.033484115035315856,-0.020606042877630508,-0.11607528153163847,-0.018434638824901584,0.005812981363084817,0.05261301859020797,-0.031608874923984225,-0.017226067749208072,-0.04913287543729171,-0.04357314626315517
NTS,,,,-0.04852927021438347,-0.013329007366230054,0.010808324574169265,0.03213917194546149,0.03964284262838413,,,,0.018886631266432256,,0.0749753606981191,
SFRP1,0.011080833091582639,-0.03480090008004855,0.028625003560017858,-0.018932371495169856,-0.030001463279325832,0.0011152697134628406,-0.0010281091446827865,0.11468255515924172,0.001010444617392167,-0.09491071586332613,-0.0860643668564391,-0.028926968402422478,0.030133876676922525,-0.02126259315427779,0.12637645274433187
CXCL13,,-0.03141547005568572,,-0.018762221929141877,,,,,,,,0.12338269920673048,,,
MICA,0.04455453640089088,-0.051406893728663756,0.013769075876643628,-0.03673793651375738,0.03740901918324725,-0.00044986773644658157,-0.0023200803540925382,0.03714584117036651,0.058905678231136606,0.04805328724776426,0.06419105852976816,0.04744970205069323,-0.010877897279192097,0.034688466504666615,-0.0660556262276243
TG,0.01830062850498053,0.06594401198809244,-0.024082566171371386,-0.02983568709207327,-0.015385188203912135,0.028065321299180546,-0.018017173900724756,,0.005650685059927258,-0.0355479480112447,-0.001416242610863171,-0.018929551705617192,,0.07176003208907478,
ADA,0.056038815817536156,-0.02268160735343965,0.00496380970536497,0.05018643420718541,0.09782076092629785,0.03487273665783657,-0.007033706968792002,0.04990655499991058,0.049960315597901366,0.008689128507962366,-0.043934077662524,0.03729662732311522,0.090830831384184,0.04588711325874343,0.08698054348978441
LAMC3,0.05958750417503817,0.0017368930479582949,0.027110350263521564,0.007836605271679346,0.09921668701012153,0.04423142235593399,-0.02978593524867989,0.012424768580185614,0.0010629145684120757,0.149652945910896,0.05828430643872539,0.03205687568092117,-0.004325003327319074,-0.030866674402712256,0.024324926977702277
CCL7,-0.012544742632953531,,0.04795905950344962,-0.024875242263283956,,,,,,,,-0.02135167265416657,,0.09130349432894656,
NGF,-0.021538700140325016,,0.012446134217499393,0.11518677007456847,-0.014681596115922083,,,-0.03077575029865307,,,-0.03637372898780539,-0.024659472584924957,,0.024592907209367864,
TNFSF15,,,0.011627138930971406,0.24074387797994679,-0.01782667637593618,,,,,-0.01000730494539557,-0.03673439093385224,-0.020815483251758388,,-0.0002418004645440287,
HMGB1,0.04044839247428398,-0.006484774578917405,-0.03684001537079009,-0.025130775521294148,0.05949569440827769,0.08061266713703066,-0.008527051464436464,0.0815306337881141,-0.011069408702370337,-0.12875058100060152,0.14090337963952432,-0.035369939313129636,0.0729442270143531,-0.005789328169909048,0.0332874484333731
ITGB3BP,0.016999098270068354,-0.03180676382496396,-0.038770709048835256,0.006998739821963889,0.15161747433036063,0.10153739248101899,-0.04800806016723541,0.019515982941122976,0.04355182450473177,0.0479465375170523,-0.03296123021439054,-0.011136856122758304,-0.018549670541828787,0.04517211255922746,0.04341144893288323
AANAT,-0.01820051301107473,,-0.017641764604916305,-0.01659530948372253,,0.02886463438963391,-0.016202949781613785,0.08243120147716383,0.015344657473051639,,0.06147838714631796,0.02651500212182104,0.10513006671374128,0.008893606150699045,
RELN,-0.03929266879068625,-0.03965571788284109,-0.030622152568425633,0.04264744004300956,-0.009354427863880266,-0.032608144270706345,-0.019825461198107984,-0.04916196180541404,-0.022646349657117492,,,,0.04452494225806075,,0.05738045015662414
IL15,-0.003945143571305469,-0.005143062870247059,0.04145437068726398,-0.03540673769593399,-0.012684740025143264,0.14244309659580734,0.0013655855494665665,-0.021220122481896028,0.04690010293131316,0.06823830182404222,-0.043094968540673594,-0.021748734312200813,-0.052544716093689194,0.021824525594976385,
UTS2,,,,,,-0.018629681947428263,,,,-0.0356483720931223,,0.011325146530549963,,,
BSG,0.04959184861639375,-0.010794304879815572,-0.005317038025750634,-0.03451727052159139,0.036603879344241835,0.026728317835804434,0.021766349475910447,-0.041690204705168606,0.04507271376706555,0.016512296044879776,-0.06654711893477741,0.07305049063953527,-0.05466957741979779,0.004314715616801811,0.046237318708731004
ADAMTS3,0.0037265301901172315,0.035798903467648656,0.04164404370020713,-0.0058489444625266914,-0.020431446644936374,0.03670727061310666,-0.005276778539228144,-0.021677145643402812,0.030562733957524128,0.036485702669056846,-0.030525720167032495,0.0062384390392194984,-0.05788428079451421,0.034651469480229964,
CD34,0.013884917210480236,0.01506977760544214,0.0012730204707565402,-0.01682706307491168,0.0808257542029414,0.035939753420023535,-0.041223182779608965,-0.029539946040529477,-0.026964338238115913,0.08638685485994438,0.022087708965623464,0.04305985651868053,0.01122863035430698,-0.011033497958114272,0.10788434174251625
CCL23,,,,,,-0.019095893262775953,,,,-0.03091850688602535,,,,,
PLAT,0.010294512428932293,-0.011977902599479567,-0.0013541114240754207,-0.04308694236697537,0.05777641590595949,0.047322647491856905,0.008695495256395812,0.04427473125719778,0.04152598584212667,-0.003603237377619206,-0.013506648498670734,0.025500001253604115,-0.04310098294921486,0.014084243935090135,0.0523111171904214
NTF3,,,,,,,,,,,,0.02371886595127004,,,
LTA,,0.18061162801731043,0.1229272672545413,,,,-0.01560512925114672,,-0.027789403314939662,,,,,-0.02193474021633113,
CKLF,-0.0020400033086249735,-0.01795790772790084,0.01917214110548864,-0.0676159972561723,0.14131400436891808,0.06912460791369114,-0.030047415755621497,0.07542570235844387,0.08224691779521925,0.04181570658742604,-0.022987563539039444,-0.045444577429654985,0.005450711494508724,-0.004273813368943488,0.03942784888254766
CD24,0.007490321636212362,0.017096488620928094,-0.008901792963573543,-0.013378628271563747,0.036020902951154544,-0.015355484398714921,-0.02857191950404745,0.09369079708087726,-0.02210177478255296,-0.025951244343038863,-0.06475921885307329,0.045232348122306844,-0.07354615876369054,-0.024483996105473655,-0.045019682410823075
HSP90AA1,0.003459162027711146,0.030389598044844167,-0.014130537405648149,0.04096726038226339,-0.0851408777917476,-0.026699286383988323,0.022758464185737872,-0.1470909354125646,-0.09268454162120546,-0.04764602347248075,0.05830909388940315,-0.05594633012999147,0.0301023606823354,-0.010656839086888671,0.06264404697561056
BMP4,0.1062979879828587,-0.017361046897820694,0.002416682921286852,0.017497303069148356,0.08860608360415213,-0.01162706913813571,-0.03174016249897854,-0.04614992933791117,0.033621966494346074,0.14305144213739926,-0.07743042138207207,-0.007910332586443119,-0.032236429664796354,0.02088827102861253,
SCGB3A1,-0.012544741378496026,,,-0.019762964910756728,-0.01619229498838542,,,0.04773344433893129,-0.0024279739608504625,0.10528207934428865,,0.02352679651489823,,-0.006745375760326356,
IGFBP4,-0.004784295946495606,-0.01937144479221784,0.01791309828616294,-0.03301221042474264,0.08418774756198619,0.05594819187262207,0.058400282487471165,0.10399515272314555,0.009987207218368804,0.03476730016408202,0.043878487195199614,-0.03448081693860055,-0.0211442192709238,0.03431308002824145,-0.051085874374991756
RSPO4,,0.03412809259185403,0.05579624399914198,-0.022809674078995194,,,-0.01814971533517122,,0.007844085921598503,,,,,-0.01475762420545406,
LEFTY2,0.0404296441808324,-0.016578580312852663,0.014668746103029364,0.05500297555680401,0.048779469062645284,0.09748010099955219,-0.0318705483076119,0.11277666559590521,0.00670688969205923,-0.0968126011915027,0.05590431573524378,0.005240296136075641,-0.035302190499669,0.060723192107204615,
PF4,0.09192216321484284,-0.014897507994935229,-0.01519132758416427,,,,,,,,,,,0.05209224266883352,
ANGPTL2,-0.02987220810185594,0.08402855424047952,-0.03596617583384517,-0.017805727142590936,0.13454078999785127,0.09142071652928452,0.04384588070871667,0.1776412087786881,0.045058546317657426,0.05577667710192167,0.03977547472351308,0.10142040976763245,0.004486992695787926,0.02985689329274934,0.07974123855313246
LRIG2,-0.021899055988839906,0.04305904324970252,-0.0009391248843304152,-0.01103005944298503,0.053131025789473894,0.03541879634501901,0.026767861722753805,-0.040647881059956516,0.023335038974678632,0.0165452831353349,0.08337765132323689,-0.009552969405150076,-0.020157582027119675,-0.0030343451982657098,0.02368545416985181
ICOSLG,0.020221141233180442,-0.050191564245639045,-0.02738954307829259,-0.012716975908062781,0.011370263638048403,-0.01342009524778007,0.03461928638914526,0.07929667092730613,0.004476267529017891,0.07843880205255294,0.08336195885457776,-0.005815988917610938,-0.015577669774035073,0.03369944892520699,0.018174745730911244
