,UKF243,UKF251,UKF255,UKF259,UKF260,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
MIA,0.012027705319750516,-0.01684095746214641,0.022662369045318882,0.00500082285711288,-1.4904594054815876e-05,0.030233363103648617,0.04083734042635673,0.03521756250751227,-0.038881798306645295,0.1287481890741134,0.05475789664114036,-0.03962468509616639,0.07491902170939643
COL4A4,-0.00802269283193082,-0.005552951842845768,0.05962914803139184,-0.02513690143587336,0.014279556013307182,-0.01897033220402714,,0.0005878231820626524,,0.016951518819919728,-0.0260489879828982,-0.015258249472590975,-0.04995788534971822
TAC1,-0.067886267477774,0.02361143101284857,0.005283006763726109,0.018983033311039954,-0.005808337565494567,0.02097749324422733,,-0.06523377287891875,,,,-0.02895326365103045,0.07374303832871996
RARRES2,-0.04162880229833951,-0.007806839065365797,0.0926213622163809,0.027773549275660895,0.062375512599739905,-0.015514821848509065,0.11235199835043312,0.12104675434174915,-0.03149319507504734,0.1314875035550929,-0.01538896382786718,0.07741639293855093,0.038910747025724335
FGF7,0.041313687867310836,-0.021373543101943476,-0.026393316021025535,-0.012836504575315294,0.019719145994525348,-0.01390603090662336,0.04015954348854375,0.03959024463867143,-0.07023984124491243,0.033939908707941106,0.013214416997155984,0.09407517388778874,-0.003143881534662302
EFNA2,,,,,,,,,,,-0.015462462277028523,,
HBEGF,0.07594960163686827,-0.014550345532580203,0.037823653704948196,-0.007296772476010041,-0.006646517735955524,-0.04122950181344719,0.006447498574018886,0.08840936220647631,0.03627698889508295,-0.020399909297783517,-0.05025758439976513,0.0406086985971483,-0.03654998589697244
CSF3,0.012884881264431422,,0.10708223214092276,-0.03766134706146449,-0.02094601507927608,,0.08576975160563692,,,,-0.028648793001456736,-0.02318825574389182,-0.05254997941221003
PI3,-0.06421265429542464,,-0.022700189107211045,0.01569526788321443,-0.031242985165392683,,,,0.060048859620744834,,-0.01937622226532397,0.018739194806597515,0.06945362511723044
PCSK1N,-0.02167458838633603,0.029397576011597554,0.032983395940000784,-0.056010149489984305,0.005549351689504462,-0.051491377061456595,0.0019777337561459785,-0.07402045037585041,0.02945926927559476,0.031076659497924524,0.022876209537107364,0.022817154610870725,-0.03691419536105361
NTS,,,,,-0.045261477410678964,-0.00825484524303073,,,,,0.06886495113144919,-0.03433864477791918,
SFRP1,0.03849801181969893,-0.008648445956065537,,-0.027569953830057444,0.05438071757403329,-0.04023924214707502,-0.0028293064937140173,-0.0015204527914072542,-0.05960362431232999,-0.010135960342538677,0.03496861818712312,-0.033540701668241045,-0.020062936509894286
CXCL13,,0.014191477883233996,-0.017260006539468888,,-0.015275615474750015,,-0.035508386983236925,,,,0.04382324092160149,,-0.042625171635892224
MICA,-0.015465444389806812,0.015127590079705272,0.008485509436899914,0.041516920725546476,0.053485339472146794,-0.04299287918369838,0.04931731448862455,0.07929022061017316,0.07008472692699798,0.026178910557389534,0.061448398146500285,0.012516301119596637,-0.05356616845298065
TG,-0.014526380381669467,-0.01797813200996083,,0.05753920400763583,-0.020225320326988955,0.04182264451258448,0.007230160254842714,0.02346953439805612,-0.06545245883723669,0.03172173640593496,0.011131068256748781,0.03342779060453788,0.019427883352249143
ADA,0.001902170021424576,0.05750777015359403,0.027703292342105442,-0.009124939735160102,0.03171512835226723,-0.02120951612486751,0.013677641028820334,-0.01589192181178235,-0.06796232082266479,0.008237094446445204,0.023999651485922095,0.02159334997213322,0.033733142196433495
LAMC3,-0.08208949715395178,-0.03196993176826749,-0.044370618923854264,-0.025420946405488417,-0.021074594362391487,-0.05412093218554567,-0.028664020191460172,-0.028751038585811736,-0.11678433953351658,-0.08067838962477032,0.022768223931433417,-0.0022926018454938074,-0.07865534256624716
CCL7,,,,0.060157755794974926,-0.020252645826823738,,,,,,,-0.02429904427321019,0.0028846597583444132
NGF,0.0047527999217368165,,,0.08712964525093342,-0.021617591497889836,,-0.00976496116140056,,,-0.01667381999903386,-0.015254620770203203,-0.0015333489419407766,0.010773471381200717
TNFSF15,-0.03863346880332774,,,-0.023953439477128538,-0.014994990244394449,,-0.017214055345390986,,,-0.03172525205364354,,0.021183345031424616,-0.023200080697590112
HMGB1,-0.02186065431835208,-0.024288947985417163,-0.08541957628016167,-0.07671268749639727,0.0001613151665660053,0.007651650594529918,-0.020350814301508303,0.005674765805302408,-0.0516273258583409,-0.05863521635920314,-0.02912442852846675,-0.05720466717461738,-0.005090098084178587
ITGB3BP,0.13527148843806389,-0.031264094012037696,0.03873217772234835,-0.0018530053579025702,0.04105649297980242,0.008885015164689756,0.03072166683372185,0.09087325242718262,0.03277247195027006,0.02640633260465737,0.053381223790110614,0.0228594895897126,0.11143747039045894
AANAT,0.11676819725665141,,,-0.0217951824479,-0.013511382996918425,-0.016462573418163984,,0.025565588261251947,0.0067114223963128826,,-0.0010205944334562933,-0.009557668969430578,0.07791232985235469
RELN,-0.053844571787726246,-0.024442693869705857,0.07399236954642087,0.0423096108818917,0.04138205766765914,0.028842308439032165,,0.09739206513852945,,0.04180526195815971,,,-0.0032896011826244282
IL15,-0.04355356462304393,-0.022903865131304095,,-0.0378110098019628,-0.012121489940584066,-0.020084584013554514,0.012462219890257644,0.11761016894362368,0.02953646190766259,0.008964628559156397,-0.014727866404780562,0.005134955070195055,0.053512742326205176
UTS2,,,,,,,,,0.06844392138974847,,,,
BSG,0.06789886826332621,-0.0019552543452540814,0.0008740898484817594,0.07222290036301418,0.09966934971622168,-0.06073740205637815,0.010170719161768538,0.0988105496463977,0.05705595292407651,-0.012633137417442562,-0.03931004572906509,-0.022481609958268218,-0.037848628755869064
ADAMTS3,-0.06126378756602316,-0.031588881384937234,,0.02290369191737357,-0.049282111064401064,-0.035412858996005214,0.03965898351398122,0.058637659617826764,-0.013524448385429225,,-0.02557874270477427,0.01616580319410547,-0.07311265947178645
CD34,-0.07490718566370747,-0.014831070594145837,-0.039413673028928425,-0.003965724982125733,0.027821907886171462,0.013339946064225306,0.018233618197175935,-0.028098771377245896,-0.046649102935469144,-0.07657053268809579,-0.023062309675299236,-0.03889252052195494,-0.11106772714304704
PLAT,0.01911114204500014,-0.01635739622882,-0.07165000687759879,-0.04655367660142872,0.0033920389416507903,-0.06033266716546024,-0.02033451757298514,0.0016083371797630684,-0.0055180000307288755,-0.05581204856125932,-0.055449923490548975,-0.0594988017035989,-0.04725607740082055
NTF3,,,,,,,-0.03666695883755793,,,,-0.06622586337346675,,
LTA,,0.0112704553921341,,0.016049585738657998,,-0.015855173870158994,,0.029755000620478072,,,,0.014114178153066924,
CKLF,-0.030493443598832118,0.025924715355754177,-0.09493211774788178,-0.12588580600791016,0.03891268306153744,-0.01159629050008391,0.046342905363642065,0.03558181973228274,-0.0233166526470702,-0.056813625710043426,0.03350980138775495,-0.0004194019887227245,-0.014441040143133514
APELA,,,,,,,0.03344478567960921,,,,,,
CD24,0.03997043292311652,-0.033155125154771765,-0.004336518629345668,0.07666566345311827,0.025262189842564675,0.02227077741809406,-0.07704141284920282,0.05929917610821371,-0.09213411424074731,0.08676211746766306,-0.024380684416510697,0.1006742906569052,0.0618875633071461
HSP90AA1,-0.08077784253389929,-0.019902084522333652,0.02000645956794817,-0.06266437559733296,-0.03113425599177027,0.0024559889323962354,-0.08660436764322062,-0.04689119345577131,-0.03123316567043792,-0.036310446442763565,-0.12910084036181266,0.003222894645617503,0.0816405928313194
BMP4,0.05192623863003938,-0.014015220302472936,0.011104495416367273,0.04692851827615782,-0.02622102131329683,-0.0005034743711326327,-0.03631887650640549,-0.0030674073290190983,0.05993921093966824,-0.043738267445097755,-0.031625009763371806,0.0025538636713758117,0.05080533522923768
SCGB3A1,,,-0.02540803552626521,,0.0773770893723774,,0.08598671917694227,0.008025537511502586,-0.04666802068418024,-0.0484488775043371,0.08417596573707764,0.03615210387867722,-0.056488832609591734
IGFBP4,-0.0004105025407935769,0.0025664321135641377,0.06031695065520567,-0.014484625766697016,0.027846292693154025,-0.016079508367187797,0.0038337169665568992,0.02357329513661219,0.015632949271475648,0.03283904846555565,0.0024440777809360305,-0.03150882989253761,-0.11059520364790705
RSPO4,-0.022333149566390473,-0.021373539044177676,,0.020638192050669777,-0.018570924683174738,-0.003169065682385769,,0.05769555833093488,,0.0008431828958261578,,0.01343181590512888,-0.04046037636907926
LEFTY2,-0.06389937343575947,-0.0133835509318299,-0.002975148224543878,-0.012592640986967678,0.03968429345351145,0.0022490466401486353,-0.019463757836338632,0.020763172651698053,0.02553460414712156,,0.028884542240328617,0.0006405952684800125,0.04645602739468252
PF4,,-0.01202645541687226,,-0.018767836649991796,,,,,,,-0.014172417193030586,-0.022605087092240683,-0.03169490224771135
ANGPTL2,0.052402688399677884,-0.03677338088386485,-0.07717978206676283,0.0244290556817928,-0.008341534414162612,-0.026980670248751587,-0.11865286489024285,0.11889526784902016,-0.024778591918613965,0.025240661493317478,0.01252832547225506,0.012238793497154888,-0.049111813378850296
LRIG2,0.04889030277879121,0.010916485468348286,0.01418080772723636,0.0522019574726614,0.05027135659068985,-0.0385708816043962,0.012928194817281285,0.04662340348326781,0.10639974159598796,0.020578887492610193,0.09148009140316037,0.012012931401804428,0.024932893870061364
ICOSLG,0.03484324494300807,-0.013000382809211439,-0.045520609062344,0.04422452928370526,0.05329371973664358,-0.03314906933425496,-0.04531300180202752,0.03806453102494978,0.04471348738194243,0.04647629628092268,9.442036327574021e-05,0.021303949250629485,-0.011198959574731193
WIF1,-0.08877819721659953,,0.01040348235943989,,0.01681540911331958,-0.014230122114612732,,-0.034530344239134196,,,,,0.04230085211569413
NPPC,0.06139928541337011,,-0.031876483752149805,0.002114251044350454,0.11636732763789652,-0.0173542915609178,,0.16163981338646735,0.002340759057900006,0.0739061315275624,0.003959574781113232,,-0.06270714501591772
LYZ,-0.049777927172894004,0.007451539348261275,0.03450356175695703,-0.02960568627189289,-0.003448737931604614,0.007518267972352194,0.0432711553323423,-0.0389984923197897,-0.015304589962856911,-0.014993069642618404,0.07817133487817327,0.015789278346021923,-0.10324097515825045
EREG,,,-0.032040532567652324,,-0.026133697343122143,,0.010593916309745714,,,,-0.007260022445883625,0.03233880678673536,-0.03649022155643744
SPTAN1,0.019121297980921582,0.03051437524914971,-0.010172934255795772,-0.05988387447602551,0.05528621201128058,0.054863263814792056,0.00852136471961019,-0.07366664818538829,-0.02277637013744438,0.06088784242099246,-0.07250793915743174,-0.06571544823518102,-0.06632804686861402
LIPC,-0.017387585293373108,-0.0004517999577828009,,-0.0337272002388249,-0.01797971169265168,-0.0344764533556153,0.0282428820187137,0.033279157248961765,-0.04203329748506507,-0.010121576160650554,,0.016403573698220566,-0.03947013170614263
COL8A1,0.05805915915795357,-0.00819763038258609,0.006369436353987421,-0.01023900796052026,-0.028483383745773447,0.025009563405130514,0.06890112159817378,0.018336269198331444,-0.05204481646771821,-0.06167161356784198,0.03752272966946066,0.0200512518519741,-0.046400293766133326
GSTM2,0.1362179401214791,-0.026353070016240213,0.0028288789206526153,0.02220392888714794,-0.03640619536050334,-0.007583828830431395,0.06176045228152773,0.17420055433622428,-0.07170131872701407,0.03126487551381652,0.02351343555397173,0.018380516472809888,0.061254508217065885
IL4,,,,,,,,,0.10378433218122615,,,,
SPX,-0.10790877007210829,-0.0041390567128427305,,-0.006962661464765277,0.004304625330970378,-0.01445093607792555,,-0.07879222537671374,,,-0.017596867443488748,-0.010264625523735265,-0.01146170390254053
MFGE8,0.02064429049340875,-0.045622846893771385,0.05167965064296007,0.031232913393688392,-0.0037455983998134043,0.02999152218823712,0.007068684034337664,0.07403807754824364,-0.0003799995794544609,-0.016648239872606132,0.0465839214031043,-0.03403583913994466,-0.04941622764945814
TGFA,0.12073550049138751,-0.04530189505116681,-0.04069926412621435,0.01111887338072978,0.013769432165111948,-0.012786518337134732,0.009166908252567657,0.08056580152245542,-0.031096727902524036,0.06242936490224055,-0.030456097748245505,0.0944392015201283,0.05169580227618922
SLIT2,-0.0622566652723024,-0.03135860792222199,-0.01888503523902812,0.02762089592707872,-0.008496704034008715,-0.020937387854020207,-0.03769624870503807,-0.06257441907613023,0.08671443580489625,-0.036890615356386505,0.04702536259344909,0.02402433437646079,-0.006017985265095713
PLTP,-0.05805155564288471,0.009716998215509516,0.01753809446505397,-0.04229690294128736,0.00957842535940021,0.019299690110893258,-0.002674318796332018,0.008625651288326153,-0.007099198940620046,-0.0376257375300818,-0.010793101351217716,-0.00425942242819686,-0.033682716458330084
APOD,-0.08490684163890719,-0.012922704455614881,-0.02732814504371076,-0.09000404127710143,-0.007891007302860211,-0.032293706761206235,0.011785674154229478,-0.08298166180814713,0.05131528705430156,-0.0882383832967448,-0.042523938402221476,-0.011812941019481655,-0.0716412375172906
B2M,-0.04127600751738259,0.007706882501421526,-0.03196293816018061,-0.0535901924813537,0.01915351613646703,0.006566931639414479,0.048029457898691494,0.10117023488135386,-0.053062761024884116,-0.04254752447136006,0.015401852295601171,-0.06862445591014273,-0.1705111776514565
OMG,-0.07509094370643819,-0.0258955264858574,0.015972849970100993,-0.019381819299244398,-0.02672325063192049,0.0674188518247066,0.01234642971146935,-0.08646891924232544,0.007327722394082538,-0.029931597227920805,-0.018575592249325652,0.03109911265434486,-0.057129921426332
CXCL3,-0.01805967489849031,-0.024725247800818497,0.02861195499250136,0.08862639093829618,-0.01240238119898873,-0.0047580310783306295,-0.004827650076050769,0.007557299263883318,-0.052908858053724556,,-0.0010849273111065837,-0.002512211101642842,-0.04300192916844438
CXCL10,-0.006422031639104843,0.007362645098713781,,-0.01795961812209843,0.00740767187333586,0.02117108126979683,0.07950599096073234,-0.027103475063732233,0.025191334376391396,-0.012216658362398226,-0.019009319989832296,-0.020944744123345505,-0.05887923750043415
RSPO3,,,0.045544640410882666,-0.021795180837482785,-0.01797970060727743,0.046394816459721606,,-0.024205208428991674,,,-0.009079789724887285,0.11163382428037778,-0.03041101830249646
CORT,-0.014763056661960056,0.00854829359435854,-0.03154634748519717,0.0018099856982336014,-0.021821081355668775,-0.05335679974958667,,-0.021057968324987294,,,-0.014830714263757067,,
NCAN,-0.043211373005981504,-0.015075384968675788,-0.056973959123370416,-0.08463279737349323,-0.01727375444945802,-0.023162917648675913,,-0.031190631372519872,-0.01644253251608905,-0.0352852503294991,-0.004840504284013226,-0.012468233340078247,-0.021444922578876563
PRG4,0.08630279635908435,,-0.026578199477891813,0.04521564723852902,0.01530687118122316,-0.02356626840905947,,0.11681152582083651,,,0.035558276791315103,-0.055858778910535985,-0.04411498590205546
ZG16B,,-0.01447188445088894,,-0.02496603437082278,,-0.012598374948459065,0.09969499570611133,,,,,-0.016838328411204702,-0.027039002240503766
TGM2,0.017345100641042686,0.015919308090310214,-0.045029493970749644,0.05443547134612417,0.013664690744266723,-0.00304342153331638,-0.04296977355139857,-0.05934542661799351,0.028075274853406797,-0.07798301679114815,-0.055790120718025686,-0.033887109838631635,-0.05449287527096474
VEGFC,-0.014367725185310282,0.0529167809543377,-0.03534433036220627,0.0006316176463170682,-0.01981643010160987,-0.03392431549819634,-0.036420191465153004,-0.028881165695194153,-0.04554664159427867,-0.05708988898670876,0.026612965044477885,-0.0005260866411716015,-0.03647056122687194
WNT6,-0.008479828361141417,-0.013383551283074547,-0.05427643328054447,-0.0003158867601807191,-0.017738307313401723,-0.028037234093615308,-0.028711275311151623,-0.025206023008667068,-0.05095074476652728,,0.0025441896264497745,-0.025385733336298264,0.043300685819098524
NRG4,0.04871734251568236,,-0.017817072945160037,0.0630576943106842,-0.01833647635736526,-0.0008543627800266028,,-0.022928285042776796,,0.017998623269425643,,0.010558893089146018,-0.04201657469163692
PMCH,,,,-0.03627459924702855,,0.012214509793105328,,,,,0.03745781039651069,0.059805417767002794,-0.043960398736387074
COL9A1,-0.06167122707228604,-0.03324144990811745,-0.051021530340612783,-0.02734284197005248,0.0021141334587791018,0.018397176210279288,,-0.03839265561559947,0.005792265903560988,-0.03457572329306766,0.016162277431700085,0.017971946861307903,-0.035323570318649924
GDF11,0.05078319874587292,-0.04346929811711108,-0.08986559800595076,-0.04466438005879124,0.003924874010829199,-0.02968940261633431,-0.02161668910040629,0.04604137144147279,-0.030075049882980903,-0.027299070583020144,-0.05575418329774516,0.052558592636920934,-0.04081456114412394
RAET1E,,,,,,,,,,,,0.03620471742551093,
IL24,,,,,,,-0.016191343694931457,,,,-0.013946445206409546,,0.0014837948692317901
SORBS1,-0.047164579905849095,0.039380160575839984,-0.09970493872826305,-0.03272646484950671,0.024446395152553486,0.009164879965453341,-0.009937673229783046,-0.03918497743964395,0.06108692866222902,0.05781147372859923,0.07463088104401547,-0.0031585978648244646,-0.021910959535052014
DLL1,-0.0857651266512357,-0.028902379516682484,-0.0020622575499769963,-0.07063183720327247,0.05768357959150109,0.051972644448108105,0.015505351796945234,0.03375887598167462,0.03941732199025622,0.03242030936844279,0.01612684478355046,0.028144046031655358,0.004101078438138688
TLN1,-0.04049264981542436,-0.035218374061971855,-0.0380651012209756,-0.002765431711795428,-0.013971654541493793,-0.085269659573824,0.0200151376734769,0.12060886431330131,0.10098122654784866,-0.04378340567341793,0.009702458155148613,-0.036455322586318284,-0.031892045462901565
COL2A1,-0.04051965209481983,,,,-0.011497900086385423,,,0.005793895240599757,,,-0.03634870252996479,-0.012338602686475278,0.014982370745961442
SHH,,,,-0.009461457286073255,0.12336023427280597,-0.03931980033183998,,-0.022443032115611262,0.007948749105228865,,-0.024516486882335577,0.07213562722847217,0.001150415267145704
PON2,0.03369139994931928,0.007662856732523404,-0.021255853307951926,-0.08701787125672428,0.02629431207171163,0.0010193547288548908,0.06731079029602177,-0.03957641866755262,-0.015977315597387742,-0.04794586614984007,0.05009076957715888,0.008334624540785205,0.05908576744776578
ICAM5,-0.015229975180465503,0.002064525720382419,-0.025408037324389274,0.00768116562098142,0.02030870149478907,-0.026063884985787197,-0.015327096217004312,-0.03580487038086235,,,-0.023828314225113674,-0.012520223660684825,-0.01832202851827673
HPX,0.004657686895833882,,0.020269694940826373,-0.049192486295056126,0.01186150187653668,0.04494417179002707,-0.030433649160883303,0.05238042773530261,-0.10030200691696307,0.04234559035921879,0.06481528898524451,-0.048725956459590714,0.08189762798723228
SFRP2,-0.004451626039550099,,,-0.02545805529257617,,-0.02060544552932407,0.03129986060252582,0.03472421142718014,0.10590597150733998,,0.036854742085083096,0.04342546160506994,0.05674710713165669
CFC1,,,,,,0.018988425856506598,,,,,,,-0.023291738534387818
CD70,,,,0.05454724194333118,,-0.011317116008426662,0.052030326062676414,,,-0.012112756435028613,-0.004450558696071017,0.054482905017865485,-0.06704966368742511
HP,0.00944594742448107,,-0.07700094853683008,-0.02671442408200312,0.0032507736682540005,0.01787123129247079,,-0.025286467152076067,-0.06312857032495903,0.004119892808384296,0.013798239139045227,-0.03688683972039585,-0.09484083038710908
CXCL2,-0.02617338318017891,-0.014662306573677888,-0.0028997902578888715,-0.009946636776351696,-0.000575944321839721,-0.01541749818968428,0.0311523597574031,0.0495847223727196,0.2586050931458984,0.21495015775954474,0.028104380737963584,0.05608711507310879,-0.12204057139007282
NPPB,,,-0.0005503746064894982,0.0765651097023147,,0.02588405137841219,,0.007681280665911786,,,-0.030355652047532704,0.1999723660719372,
CCK,-0.09991063466816597,0.048437611056658565,-0.052512285021902784,-0.016405241786809188,0.02356105896990706,0.014920178217741423,,-0.11563563115095238,,,0.013623090819123608,0.020551194407949076,-0.02518641279395555
SEMA6A,0.05405603835381119,-0.05961125913063783,-0.03971929560032165,-0.045178155930509556,0.03854259873431886,0.0005690193530566267,-0.014531346452088239,0.034910988793964697,0.030274607966675506,-0.06027332177639339,-0.013013008454162641,0.028287016521177818,0.06801498555147825
IRAK4,0.05597143730027147,-0.018913368425225698,0.005358830942326217,-0.022026757732581354,0.03537399517038309,0.020946976453704202,0.10442361929388472,0.0597362682146164,0.008873105581014252,0.0263963266977133,0.07359075155361537,0.026807110690817273,0.05930477724628312
GSTP1,0.07195025172820106,-0.021786406152844863,-0.029666522250444027,0.02356796385956043,-0.030921612481478365,0.009421307693123656,0.05767116080031238,0.05494783432679773,-0.06127710465234268,-0.08784644651796221,0.04661915020452094,0.02554133832917169,0.014910959197439668
VCAM1,0.03321831613462601,0.01782256574333513,-0.03871027522017996,-0.0991374827498376,0.050283222143701026,0.02404299826536033,-0.07014682296409207,0.014337525439646644,0.017379094205446772,-0.05266674848942536,-0.004649235489119455,0.07868628450670695,0.06611777051053093
NXPH3,0.02788024356921014,-0.024436129367372317,-0.09211552631270709,0.02593405017495308,0.019567306612360388,0.05893895072479815,-0.03055362518968956,0.024747449229692423,-0.07380808360658411,0.053310789470187823,0.0599424510113701,-0.002990376831515378,-0.023497138836936916
MTMR4,-0.036950350513655375,-0.024840499451743266,-0.012825444741641443,0.02776924371527976,-0.02589870318781014,0.02958665289838802,-0.042048038624008605,-0.004712445035244867,0.20294834610426207,-0.03973937912252989,-0.01449634118609216,0.039403535652141705,0.02377934964600203
LAMC2,-0.03615049647665085,,,0.03406565645140214,,0.01379201983145548,-0.023518663849733508,,,-0.03535620140111965,-0.01831559585344772,0.07318738792152672,0.01174101590907866
IL10,-0.04651775784097267,-0.01916955075267198,-0.024805019447846823,0.00653566100367542,0.024114037144877944,0.03883068237587436,0.01223399012429004,0.013835723292479363,-0.08440706634956885,0.002403572811185181,-0.011706867578800248,0.056605086117078825,-0.037347555881559635
SEMA4D,-0.04324698771645561,0.011324863478837863,-0.08597684191104975,0.01334679601055008,-0.04269659944434872,0.04242502548476748,0.01342576676605707,0.0005071456017642509,0.05445772823487698,0.07421936121443155,0.022098879422103253,0.04773714122330766,0.039609405333957876
TRH,-0.022530464910395665,,-0.018358295519055105,-0.030240565393091293,-0.01131480541466944,0.06343150562578531,,-0.005569456381549637,-0.063671153333512,,0.005153603106438207,0.03167727420103565,-0.05958099943137668
SEMA6D,-0.00439014930776405,-0.030161965345032717,-0.02988495068660414,-0.010117022306770642,-0.04240511448083352,-0.013022795689433793,0.014473336769003486,-0.0009774302077553167,-0.008820721095039284,-0.02362838962421919,0.029654720298311024,0.01708803718196273,-0.012876704065183502
CEL,,,-0.02014602293913813,,-0.02232293245777226,,,,-0.05146592656746096,-0.06258066637009538,0.10385465411118945,0.11334656553905066,-0.030676554834620846
PDCD1LG2,0.035577122378431685,0.06595726770777541,-0.024805006594106182,-0.048737462019359266,0.13463155572703306,-0.026856501094618408,-0.034432145256613145,0.003174588998494934,-0.0723806079918352,-0.05142560485973051,-0.009166216476416326,0.08476413756386948,0.053749141097297864
SPINT1,-0.055971994422520904,0.026758299795453865,0.02041795278004597,0.06341471938901874,-0.018347272696905195,-0.030363679066646075,0.01668062369800485,0.06928300729731406,-0.1181933393435416,0.15053596799336957,0.014043979375320181,0.07628301776614549,-0.06666664738335201
CTHRC1,-0.04588906582195484,-0.004002944163431844,-0.021569638231738193,-0.03776171353975345,-0.03625973228996562,-0.034179253080978765,-0.08589452632969236,0.025644847635261356,0.004327113827953047,-0.04791067391870207,0.03526955920037766,-0.027091460971629223,-0.10965585604207687
PODXL,-0.013735250772578415,-0.03771425237560072,-0.08620469424333803,-0.018749832469143583,0.04438596958058559,-0.03448160084188612,0.03498680470541276,-0.013512721898956434,-0.02027071700432597,0.005550804110436006,0.02547384001452077,-0.008518677814981866,-0.051407272834327805
JAM3,-0.003581630501250769,0.034428765945694176,0.029639050840610606,0.018130184329185135,0.08448607777302444,-0.024630906174533968,0.0005052947253049154,0.03224529650449106,0.011125853798825766,0.10770492854275923,-0.00800094071434296,-0.018252887338708973,-0.020080629786036287
