,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
CXCL13,,,-0.01876222333412537,,,,,,,,,-0.005181164681325621,,0.051955056193062815,,-0.023318401779664214
MICA,-0.012815358920840054,0.026914279195277103,-0.03734597185540203,0.012865407618037129,0.040189796910247835,0.020535371011604107,-0.009249179491988476,0.03670846579897305,-0.05195282863470721,0.019580012495827876,0.09099288292991575,0.031008065694902467,0.006551981381514646,-0.056341312760729706,0.03468294621087246,0.0351468397772837
TG,0.036907448126459935,0.021773898668889482,0.001314465142612607,0.07008145671766969,-0.024723660482583548,-0.015859673271291348,0.04051960358405961,,0.04763426464778965,-0.012777852388077092,-0.03982702993502201,-0.00845202247100082,,-0.02115579085890317,0.014622367336008498,-0.025696999432497453
ADA,-0.005071564551655014,-0.01348255932191468,-0.02938998864713376,-0.011709628655948448,0.028483507274834393,0.004172328618601125,0.023699015719626803,0.1603721342206825,0.008128470652362,-0.032647700137705224,-0.04309327356039066,0.0890739676937946,-0.03193198452682862,-0.05627210075142551,-0.0013063021630055377,0.03445097866949757
LAMC3,0.004127784669121306,-0.0444670788436067,-0.04551696958588848,0.049772385622613824,0.04443201740046759,0.03242100097297836,-0.01814539928713606,0.01822998952340043,-0.06536894784799627,-0.054455764139752505,0.055742321198930085,0.04575753707324802,0.016520540404522863,0.05131752623508581,-0.012331070268356135,0.07832482423312075
CCL7,-0.013591043343482928,-0.011230587427586255,-0.024875244126032668,,,,,,,,,,,,0.0031910345677497428,-0.016679948661020107
NGF,0.08330651070406875,-0.0257321442233059,-0.026551734056132124,0.026678833595139156,,,,-0.020426100765801695,,0.05603728818109424,-0.04905015037806074,0.0786103230219198,,0.03775094695404044,-0.009084583359691029,-0.032580123978858455
TNFSF15,,-0.012505808381612178,0.06388020720033628,0.015481915355967272,,,,,0.011383522356796846,-0.02700061572474346,0.05254631130532768,,,-0.01596250016307974,0.08332674023046188,-0.031816551386406
HMGB1,0.013749241981009505,0.051797899661068326,-0.045386047800494746,0.05278245841169298,0.0588599418369152,-0.013021533827256807,0.03915703441297091,0.03155957481159262,0.03769862539434239,0.0423878172518828,-0.07303427005086245,0.0722475086210585,0.041955241904240714,0.02466227984556479,-0.05762548340676635,-0.016263858537706975
ITGB3BP,0.0023416508280354673,0.016726329349643503,-0.007165239289548659,0.08038901368737142,0.052374465815038726,-0.021892397011083316,0.033692908725773144,-0.02296273408004573,0.02789165225171933,-0.04471323933656587,0.0697675528432926,0.02439150371081341,-0.03220960720065273,0.010321087389433423,0.0009878403966635362,0.03779841777708756
AANAT,-0.01971853615851363,0.03896033777686255,-0.016595310726439726,,-0.018478097782124007,-0.014262696857091398,-0.017325422831442876,0.2278215369525654,,,-0.034377938932163635,-0.022879365398647326,-0.030427065986443708,,-0.019882124274560237,0.09621917573421085
RELN,-0.024791978644955154,-0.019751409318326474,-0.007269902663274647,-0.03230687173059565,-0.008691939001811682,-0.022128165575052736,0.013358244188514355,-0.004063763044374711,,0.0673050997066248,,,0.0033233124420878643,-0.019280970303697516,,0.008780682075563508
IL15,-0.024310571103004195,-0.015715571889486902,-0.024012151840391287,-0.014432370383025176,0.04642331731438782,0.010839004374470216,0.015942227939595533,-0.012798360209508584,-0.05593154611320336,-0.03226550591449995,0.007674412562025144,-0.03108992482869283,-0.03789138664038118,-0.019180076172592056,0.027141977402832508,-0.008570165867186619
UTS2,,,,,-0.010314651487505416,,,,0.044142894278408056,,,,,,,
BSG,-0.05493514394094886,0.04735614006222264,0.04371818435661931,0.0923387374460768,0.04212056538395262,0.0015199312800859533,0.052290861711081334,-0.022194703505932736,0.02065443690456654,0.01658103778784753,0.006013513006145739,0.00964516064630266,0.017184112843703823,0.030437526617724316,0.002889980273749743,0.06794333613390524
ADAMTS3,0.023890990922116464,0.009900018032360215,-0.0019310172337436537,0.040499715937877746,0.04082287098737602,-0.025565839319184467,-0.034756248656616216,0.02286726317997877,0.01159131379450577,,-0.007446423124524742,0.02633643768442836,0.04651958481258715,0.025989995955541127,0.047262781900679354,-0.02117443052514365
CD34,-0.04142530035325359,0.005786772216214611,0.023374835388095937,0.05848460935749642,0.0601672748764892,0.002381820321681667,-0.02311569569754737,-0.027978442518670446,-0.0957045048360855,0.0304902892716615,0.07208560154058175,0.03995823414046217,0.015500385935975679,0.07046564116333598,0.011266067893093394,0.015009681760663978
CCL23,,,,,0.01582389167947621,,,,-0.03091851617614711,,,,,,,
PLAT,-0.03326567533862907,0.009941189617576953,-0.04439960688372105,0.09288118006127996,0.04469501427957488,0.039048082441326126,-0.0009982680899161896,0.05467513846646693,-0.06745508572221205,0.10853318313352606,0.1806752840380277,0.023728959723449478,-0.012616123728019056,0.01334460445958193,0.05062990694231532,0.07715942998567492
NTF3,,,,,,,-0.027967365507922733,,,,,0.0837991143882985,,-0.043664531650418975,,
LTA,,-0.014393947219489717,,,,-0.013736463478853522,,,,,,,,,-0.026758342965518263,
CKLF,-0.01535174188096164,0.0015703690713832902,0.0348079654406036,0.06783242788626437,0.05563625445741188,-0.021871966072580993,0.028673484701264115,0.030912208815125432,0.09651298926538111,0.07894392653862725,0.1584618712433456,0.02352186757157172,0.04551808445486313,-0.030226054503248074,0.058934285814972356,0.027992153587504984
CD24,0.028258140278722723,-0.0015152917240825474,-0.019673873442015436,0.1048936688113192,-0.030436315565573163,0.013040695787494817,0.04227635483146809,0.016897852253586115,0.019967732337554167,-0.03464907649886491,0.05020967206959827,-0.01155619158338992,-0.020264099108353025,0.03535783751006733,0.036692444512793285,-0.016737655985331498
HSP90AA1,0.008780527921810949,-0.00856545842721077,-0.06908087154835488,-0.10219206441873484,-0.027591010250710094,0.04100677890052461,0.00858675546024477,-0.0836024468348222,-0.07454065580842584,-0.010125649097118997,-0.07535073346816637,-0.0003096402389395341,0.0388625740642944,-0.06361725353835299,-0.1277341656176183,-0.07777039519597684
BMP4,-0.01747673333555569,0.005797506468926657,-0.007954521735557114,0.15303693749669448,0.14412948609720527,0.005215961055106807,-0.04324655797085078,0.0409345292794443,0.0015906995220830663,0.07551216639706557,-0.03560955400306291,0.033854791421177345,0.0004497439363974205,0.04054219778699947,0.07520562472996559,0.045810079650294114
SCGB3A1,-0.013591041984396751,,-0.0008360638023933775,0.06021595308372263,,,0.0247963019125569,0.031021278312355398,0.0004239548093094943,-0.04761069638515559,,-0.03254517057533823,,0.015217231560421958,0.026138635897299405,0.020559197800731153
IGFBP4,-0.025523630992783673,-0.03080221086090736,0.035152423546686885,0.06726672484869917,0.03307406016592251,0.027555157683157323,-0.005820509351041467,0.08807649609469141,-0.04852693959936964,0.04810467137921576,-0.014614810462882084,0.005144715065048289,0.049702665795272355,0.08564678598436054,0.03452905661123854,0.05060315771353975
RSPO4,,-0.008201858098861328,0.07535483664319935,,,-0.01597634328051764,-0.014614161475250628,,,-0.013030317803358492,,,,-0.022324491916748714,0.07554660437814173,0.06901334210031485
LEFTY2,-0.039661905027512115,-0.014067110275311294,0.042439615632745155,0.06147969305119884,0.034771273266581804,-0.006883131337528694,-0.016024606792734264,-0.020426100765801695,-0.04013314578699013,,0.005895235607316956,0.022111635272412007,0.007832991672437272,0.057081472256233834,0.0972043648157937,-0.027324822067021946
PF4,-0.014098524377453141,-0.009798466274803705,,,,,,,,,,-0.015583018568102958,,,-0.026758336773439226,0.09562326945837009
ANGPTL2,-0.03975091817648662,0.005037778614398422,-0.010740969190839115,0.11444602029859637,0.055005824923374906,0.015621754759629123,0.003917763829957788,0.11724043593542305,-0.04219773271994553,-0.010910100547913453,0.03961829375650094,0.003336498578094886,-0.03374049098444749,0.02284688237622382,0.0479620696982452,0.02454753258126341
LRIG2,-0.017455227294113067,0.062389152460821676,0.0010681421967361966,0.062239594838598866,-0.006872810498925683,0.05029157969686302,-0.003342553369604973,0.0052084052010662185,-0.04007622276330764,0.033893598261583606,0.04433195958104089,0.008464126872724926,-0.03316884117606966,-0.01193588455031101,0.04633952962446966,0.045039716531333554
ICOSLG,0.018586554895877936,-0.061112840994200154,-0.03512977842514835,0.1325207949762686,0.06257138945973237,-0.011063221863131306,0.03471908491102689,0.09019012495392774,-0.04574470706450718,0.017940744879984063,0.10527613008639587,0.02546952347793216,-0.008445256186316011,-0.04937819912891694,0.08562156902017369,0.02077600430086614
WIF1,-0.012063082858415716,,0.010898618114779355,-0.06641927641405317,0.018994007094458917,0.031977752511837265,-0.006643360371564616,-0.008868460585040882,,,,,,0.05134587560656274,,-0.031816548775380094
NPPC,-0.04216305261843087,-0.015199837556963854,0.001046922861432628,-0.03534479812218351,0.021500213046312094,-0.024049114440259926,0.007815280493972933,-0.008143972336278497,-0.02731757018125876,-0.02420019442342244,-0.041164002993924066,-0.01531182675163939,-0.010524502442803724,-0.012305833879763663,,-0.02980933840150047
LYZ,0.019876182123565216,-0.052704200338929724,-0.029523279085582953,-0.012055037484927564,-0.017740274560838362,-0.01659507991960056,-0.024299313912004183,0.08952156395711615,0.03185786524770891,-0.01922762936833853,-0.020584192840776897,-0.013342892477598362,0.0663586025329672,0.07513092615090887,0.018872628414690944,-0.03174273064433916
EREG,,,-0.03209862587262597,,,,,0.05576625738326325,,,,0.10081074858328994,,0.02729648575292849,0.030980873568753186,-0.01996223392483617
SPTAN1,0.0014418961527672986,0.05080200626629159,-0.003929867535624866,-0.03456866399399636,-0.012284875171809477,0.017661196296546902,-0.05266039922520478,-0.07667221832235734,-0.002084146758200081,-0.07261344091342113,0.018223460058166996,-0.00013121285568762594,-0.04266080740485095,0.024193434262271406,0.0016057201049329937,0.03295436936637068
PTH2,,,,,,,,,,,,,,0.009672175531481714,,
LIPC,-0.01726029956170801,-0.017608573659650947,-0.02208352041973855,-0.022380905811228025,-0.013240372525269588,-0.01124084936823698,,0.006086805169007136,-0.028967486838168726,0.12206217586025742,-0.05592609420771765,,-0.020431656497319196,,0.09415433651861756,-0.008571549705661723
COL8A1,-0.005254518714356807,-0.003807930306947249,-0.011215731497024378,0.04046155257526797,0.036504135701984707,-0.0009226896846319868,-0.005534503614323059,0.024696889931686644,0.10922800925881301,0.05045326050721065,0.05344532331429053,0.0056836612077365125,0.03149003229411049,0.04933159555815209,0.08495532138354986,-0.023834780880717686
GSTM2,-0.03681263089416332,0.04396558177517616,-0.006526922949608767,-0.012204512515207282,0.04108712358653845,-0.004994818024544485,-0.043194721152026966,-0.01654712108236018,-0.03134277500237548,0.04164805031576902,0.06519568381375535,-0.011568957203426282,0.03646239866908739,0.06601015587474399,-0.0025982743983637927,-0.041562855626489446
SPX,0.04858173071657082,-0.02885362753538526,-0.044290580214007134,-0.057568557970216275,0.007702190418285698,0.0007961778167753959,0.011155644839491961,-0.04557272110547695,-0.036214679531940824,,0.06337311752384622,0.024083633312148214,-0.026079185432217915,-0.025581772570116706,-0.01548087369396499,0.07740203761958607
MFGE8,0.005625048561698767,0.02850248440854005,0.007302909800535409,0.0770317436023645,0.06466120943980556,0.006777740013462053,0.012118072072760408,0.0596934725536966,-0.023704378282387747,0.0053864927432458,0.03427230350428257,-0.018280905992763673,0.02786200386375368,0.069323204093618,0.01943557985856726,0.06452688181323292
TGFA,0.019171605359440687,-0.007363604528475482,0.010560733441562453,0.07799619928606144,-0.027155072941837534,0.00948037302140094,-0.017311183972758184,-0.005996981514241552,0.014530114441274089,0.17036024110754897,0.008149223829935574,0.03237658437613543,-0.003075425346714603,0.03619580160750178,0.026795807383250433,0.014086686386987908
SLIT2,0.008405020238984356,-0.03334889959441364,5.375412783410177e-05,0.0156738220887978,0.09817388052714067,-0.0039969958120188295,0.05202316987654814,-0.03654140470370597,-0.04631103813861994,-0.004876386230790535,0.012774255363805788,-0.023926715832381675,-0.016647552238543764,0.05419862433102108,-0.014394469546968124,-0.009732032652831329
PLTP,-0.02640776178933083,-0.0021536804761153653,0.04283680905518997,0.05429136256823825,0.006951528677906057,0.0033757580507210155,0.044750270163234976,0.06755020501467138,-0.05510613414798729,-0.026851741468178657,-0.05079431217099872,0.02251347785752922,0.08279165453618977,0.055884125518421576,0.04319249486423542,0.03899497718602489
APOD,0.015654857655819993,0.040946355837710655,-0.012677541263662325,-0.0061939972257823404,-0.008583004352018024,-0.02929699300904273,-0.05706409731719844,0.04689034867740949,-0.06228297469573314,-0.05161055760287488,-0.04597138263463265,0.03441496421468318,6.371554033610119e-05,0.020358716850852606,0.005306271044658567,0.06380522125215013
B2M,0.001242726516952814,0.018739018228763157,-0.010535371050252313,0.06717865074768391,0.04408813858045754,0.04048292597774304,-0.016747953717313597,0.07737464829038668,0.021959588307802484,0.07468650130976633,0.03598507303336088,0.09341682735917174,0.0408092924262702,0.015974898838291764,0.01046983491548018,0.015248114830483857
OMG,0.02361653983107308,0.016698692926338955,0.01130057416784074,-0.04575368176510153,-0.029787409916403343,0.00386399813263442,-0.00712767287751465,0.07175771562727865,-0.048139973562769126,0.019820472350738184,0.010952109168311241,-0.0014101194849627744,-0.03980950025554093,-0.004522708128114616,0.026940749108629453,0.003522273866153238
CXCL3,0.0322753420833011,-0.04493219892168341,-0.04420971863873363,,0.15180260165288353,0.030402585633115854,0.03982379241406675,0.046269958443433644,0.023608716983378075,,,0.03577536098994704,-0.021426754520606033,-0.007104059003327872,-0.03173704548228077,-0.0034471498062419756
CXCL10,-0.02002002685799033,-0.01260672584139665,-0.01024550262968515,-0.01972741529948446,0.020562118118133875,0.021063814608227642,0.034746387246627215,0.007286299330583857,-0.0009956090018391904,0.02222448168496673,0.08589539323940233,-0.020901345362189704,-0.02886640877601037,-0.017654740918845755,0.04497258008754495,0.11696421351635174
RSPO3,-0.0184617036572715,-0.011379006987969299,-0.022083506804164908,-0.03826718876005982,-0.003058848745975317,-0.000934218522523727,-0.021793888476495365,-0.04512855005624798,,,,-0.018170811068366474,,-0.03164049179691241,-0.019069634341861506,-0.04227754894201224
CORT,-0.04030229902999447,-0.0019937786813261486,0.026734388627135678,0.03490243479312017,0.048355056553802234,-0.046226786102179035,0.09983767222541598,0.04248878681973332,,,,-0.016306836907398183,,0.005792600696206351,,
NCAN,-0.025558979565547296,-0.015248097658923265,-0.035659839146946336,0.10024671484879304,-0.02646617288583131,-0.013685492297887614,0.028059580264158786,-0.04193473656758287,0.0070302908547862,0.056843941256184555,0.07724557910677723,0.036241842483898015,0.015340798263049528,-0.02892093791203246,-0.07303715875200444,0.042808178492568474
PRG4,0.10072899293585218,-0.011230589177706595,-0.015811711587920312,,0.04546151932784976,0.03399979273817015,,,,,,-0.024061735738189313,,0.07548567378268012,0.06615496599294159,0.1629488423944706
ZG16B,-0.018846673194024412,-0.01303447223887704,,,-0.02837826573304259,-0.010914867209253486,,,,,0.03304684338500681,,,,0.10417014906951637,0.11762729084630989
TGM2,-0.024676384084448836,-0.0028456595883356423,-0.003519952862079866,-0.033036254764743506,0.03888723655578552,0.021803946828859676,-0.012012197152326034,0.054510805518663476,-0.02030696157688456,0.01079310500713433,0.041160871669449345,0.01928115772914932,0.009907074845418012,0.09491179337005305,-0.021971188283586494,0.04327712510911281
VEGFC,0.0010908035351235184,0.03854970002939432,-0.024339463628556258,0.008241121577633424,-0.012584921468139483,-0.019442593568403867,-0.022882262823243106,-0.023744020398348033,-0.013024822308533631,-0.06693593257840409,0.0684098873803641,-0.01990714141126062,-0.009606189178909411,0.013785163495541212,-0.020225684620885264,0.11188693795717485
WNT6,-0.02192884797756106,0.003616901743313056,-0.021787016302781015,0.03484227869554418,0.03567126340480015,-0.02429064766674498,,,,,0.0645611862255884,0.023876918561624157,,0.07415454713919038,-0.028716558353782017,-0.015284447358210829
NRG4,-0.012517828067382598,-0.013668140782376381,-0.02252171541935378,-0.01812181059920235,-0.009590249854733236,0.006109718960429447,0.0012489042348305588,-0.005277361006877192,,0.00661448440862008,,,-0.022694172335989304,-0.016511550527857372,-0.01906963647911255,-0.022985464514584178
PMCH,-0.01442747050617913,-0.018938540652429663,,,,-0.01597634250948652,,,,,,-0.022879364587298924,,-0.01697340760437204,0.03101988766917916,-0.01269587425176927
COL9A1,0.0017817767136037001,-0.014275375468006517,-0.03118491380672898,0.10986830627744318,0.07247159648432908,-0.009847978407885835,-0.0026373232493965377,-0.02072119705749432,0.003410954790227277,-0.039888770344151954,0.03079685801011186,0.065574852156703,-0.00767427645691891,0.001646049915646713,0.05943810168463503,0.10460657377650444
GDF11,0.013535765115546071,0.10012431892879917,0.07674228945051743,0.1670538346216201,0.0020427238620584964,0.026370925061084564,-0.014269316164166521,0.0917207118756601,0.0008075453955499766,0.045276577716355654,-0.001830437561814448,0.02921804213647976,0.040431267638862324,0.09685842372671419,0.06981751154395256,-0.0058510602319408935
RAET1E,,,,,,,,,,,,,,,-0.0010362742009963064,
IL24,,,,,,,,,,,,-0.0153345552597325,,,,-0.025696984676563076
SORBS1,-0.06041365269487725,0.04525768779548301,-0.01849318978520321,0.005879020031122562,0.0031353155381863146,-0.0074069360889590895,-0.00035230320198337105,-0.011456970928780535,0.0010438507212640264,0.031811040994085577,0.07180751726905883,-0.01794869224758337,0.012784375550910353,0.02572490980894388,0.033160097931503256,-0.009808240968514409
DLL1,-0.018588005055855138,0.04576864466444877,-0.012476526715702657,0.09142071953503966,0.01952131616277647,-0.04908539124229597,-0.039296651419857484,0.07549458807109193,0.09532491627737505,-0.010824207577279204,-0.01971093935661874,-0.05778190933329865,0.08464789676918404,-0.019120240699977926,-0.0060143590652071924,0.03490009043009701
TLN1,-0.014268019515065634,-0.03597685179189031,-0.005843406252494556,0.10461039533775675,0.000794405844126781,0.004013640461671904,0.006248579109760753,0.08546322025975032,0.05501855132934292,0.049968455756647864,0.033751045031544386,0.022877517397307885,-0.038087643608856,0.06146073269205982,0.009506539359444566,0.034059750772468506
COL2A1,0.007690734856374999,,0.08935063994211802,-0.01603738707412514,-0.00830671489997883,,,,,,,0.02361402912003903,,0.007972416268835868,-0.027752763325846502,0.07623998000004396
SHH,,0.08605034072877535,-0.0358008772665651,-0.01750487261612591,-0.0190719895814327,-0.020366592481668486,-0.00020012119665547797,,0.08827860400598721,,,0.07669973420301426,-0.036185205022518034,-0.029215290528327026,0.011887401004842856,0.031776664887223825
PON2,-0.03404285258726283,0.009810896954360632,0.019056728743278736,0.011370801304303964,-0.0030846725816675116,-0.006560534472543573,0.0038833345702472296,0.02500865627004465,0.014069763066996636,-0.0010500052895209239,0.014033551053373405,0.055931103197834356,-0.016805739051339513,0.014205956100599769,0.08315908373122134,0.09526312435928595
ICAM5,-0.015826816382859127,0.04484215641494884,-0.017398894513185183,-0.026749869133745458,0.07241023891409172,-0.019319433558115166,0.003622054770629096,-0.03728195090233032,,,,-0.04010341566902139,,0.028002010693563475,0.04180365147807496,-0.04843737979164307
HPX,0.05201992988815579,-0.028395734282652973,0.06909852021547576,-0.014803166082701555,-0.02429372790583894,0.04260839228017084,-0.014614162123023869,,0.025587109100422757,-0.0005399217522527633,0.0517770092312754,0.007115223238645312,-0.013062848140533944,-0.011033245353521704,-0.0013411995439449912,-0.03668213805853077
SFRP2,-0.01806932653756735,0.0308483051317181,,0.028364678042980734,-0.01936242726023245,0.012894914282481173,-0.012718413295559042,-0.002586587276786025,-0.04075536026674009,,0.027420723080020762,0.036686642201457446,-0.0044512936199298265,-0.022888670904750306,0.033559084635645664,0.07587584344506516
CFC1,,,,-0.01035166246842006,,-0.013736464309018969,,0.030133964327378762,,,,,,,,-0.020338519504209965
CD70,0.02437884200224608,-0.022591514195185257,,,,-0.025623315515340115,,,,-0.06681597806034972,,-0.024520906114921883,,0.014719634555392571,0.02877876718509557,-0.015449992991277098
