,UKF260,UKF275,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk
ADA,0.03214938566677085,-0.013140391592940167,-0.0005778689767981046,0.05764059560702899,0.002167762611784859,0.07549214087805649,0.03358314261538188,0.0405724971645536,0.06428082577504808
LAMC3,0.1004056621100747,0.009598902826609829,-0.055651315116454575,0.0350267170669515,0.16208451048675512,0.09790078207858857,0.044105917925504695,0.020185372218365326,0.11035078933594142
CCL7,0.040655422619446956,,,,,,,-0.02328877332195916,-0.007579702523584211
NGF,-0.029749492136912813,,,,0.017052268072623007,0.017141500412082934,,-0.031715872699331384,-0.027309663602186698
TNFSF15,-0.020635663524877026,,,,-0.11454973204271343,0.05534881973527915,,0.05300886457645023,-0.047980486379667196
HMGB1,-0.007306741958741936,-0.00909055192004854,-0.048280839622727334,-0.020500290198176965,0.020303454741206352,-0.07791585476537224,-0.09560434396772201,0.03346544626440166,-0.016212166488523867
ITGB3BP,0.017173303026611134,-0.018258023005096373,0.04106200764632414,-0.0029993912301114127,0.127235443291534,0.09591982123110479,0.010704042205701952,0.021997083074172086,0.055420684860436845
AANAT,-0.018593966967359824,-0.012203771484834012,-0.012265110304699378,0.08695969126474554,,0.016702846055443133,0.050509218605672125,0.06123699224019501,0.051012513969641814
RELN,0.05828828783006284,-0.026868765419105295,0.06363321629370862,,0.041023687379019715,,-0.011344701873733088,,-0.00959323372245033
IL15,0.03731806021264895,-0.0253939716660389,-0.026361741561774548,0.1060756252714142,0.0340689452467758,0.04977537993566225,0.01697886625029433,-0.04068047962599775,0.0431832064091966
UTS2,,,,-0.07432051457050326,,,,,
BSG,-0.04254878912692733,-0.07602639584548561,-0.02673661183345646,0.045622491438205404,0.05759982194911674,0.10391093601716202,0.13483431947663158,0.0029068062278831443,0.06509517385841261
ADAMTS3,-0.02198058062336466,0.005196644172132004,0.009786262332961045,0.05595480157372834,,0.05060255996664246,0.019364781027632238,0.04675118177809371,0.0035633658441214387
CD34,0.06779395611076043,-0.022334481675999933,0.02886959040033788,0.03273019532261004,0.16023428026871117,0.10549062717735411,0.12969952789545044,-0.05292424963954448,0.07430018462431293
PLAT,-0.025680459194791328,0.015759262795882235,0.01856878170949491,0.0718066355297335,0.05843312915525884,0.089394236598578,0.10829091534265273,0.008583601288412802,0.05067637273166945
NTF3,,,-0.0047698605974877345,,,,,,
LTA,,-0.011753503771788269,,,,,,0.05306657480539552,
CKLF,0.019706811783451263,0.035181984835980826,0.016934078373654963,-0.011360973181882584,0.042118638865068767,0.12710638227195933,-0.019878165614455327,0.034475706085342714,0.08840147581723376
CD24,0.008128013169323565,0.04478303395363825,-0.02902292472862794,0.05985175734350669,0.005852401945611886,0.1268640834860206,0.06357875049467453,0.03787055625589379,-0.027891357169392075
HSP90AA1,0.02237077726249245,0.073583020246872,0.04615382534586466,-0.15494540467463744,-0.008581281103446614,-0.13909126070122022,-0.07978385210240331,-0.0403958413900058,-0.11529728008249482
BMP4,-0.015973314238367318,0.00035251146243000744,-0.022992354998147092,0.16547629259407803,0.04902468740675882,0.06271407842455455,0.017747127889319994,-0.01372725885393287,0.05905649945127688
SCGB3A1,-0.02214311924029714,,-0.010345740503249084,-0.04725883001447893,-0.03177395676583603,,,-0.048830331226736995,0.02737966804470676
IGFBP4,-0.018906543000161456,0.05542780565490477,0.05390099469239051,-0.04001309384129408,0.05891708935220882,0.05625570672537126,0.08521737247780081,-0.023638575904616124,0.11289981398655978
RSPO4,-0.011080404543523855,-0.01367004042168652,-0.010345738989950498,,0.014532432565621088,,,-0.022837594690778652,0.08869986707242486
LEFTY2,0.002505260936670262,-0.033664534250531876,-0.011344229333648669,0.0636130774407407,,0.05695943787079746,0.1032108914874709,0.01757368839505847,0.0004603222509585215
PF4,,,,,,,,0.0676477646210317,-0.026147706324544877
ANGPTL2,0.03268067324429899,0.013551984795868636,-0.0559448282523395,0.064387560788121,0.023383067886027217,0.060372590079463634,-0.001813055231036556,-0.005587486858607274,0.015618617773472128
LRIG2,-0.02639085328892824,0.03741438554220174,-0.033381650697895934,0.09423057405891516,0.06315241593818008,0.1723321604402908,0.014911407554523184,0.02519033381297217,0.05860140631591604
ICOSLG,-0.033648014762716914,0.035673862563033114,-0.019634280619949252,-0.06401051445297165,0.10130198742379762,0.07351136796016598,-0.006116517046629014,0.07290683783104804,0.05654680607872163
WIF1,0.0021562220762923997,-0.010548846409177299,-0.019468538742840272,,,,,,-0.0025574684775947123
NPPC,0.026214274280917965,-0.020577447588085777,0.12259735315671519,-0.019267646876892374,0.02640671246161167,0.005098419339899762,0.07479316675266029,,-0.007027819024052615
LYZ,0.031451302852328084,0.03393106531280303,-0.012553980954239388,0.02161728479747833,0.07145106070697793,0.06634835918518617,-0.030079230092449522,-0.028628890917143945,-0.06606584832864752
EREG,-0.005359526900479966,,,,,,,0.00019293895803752396,-0.03010375578754782
SPTAN1,0.023588170231857993,0.017984928677454135,-0.018177631059069766,0.046380803196703096,0.07453507510904715,0.10821443494002399,-0.00030042800612856596,0.09787621482740813,0.00566388784901658
LIPC,-0.02474314919294838,0.030115256854294392,,0.08451007670801373,0.08861373665489157,0.025921060298405733,-0.006238337408014654,0.09123219088884277,0.00853745245399191
COL8A1,0.06499825937215244,-0.06180023668594146,-0.030638120313214102,0.10072153026659997,0.14227311515179672,0.059350524806707015,0.09549952828945604,-0.06470161676572028,0.032005872214630096
GSTM2,-0.006351631179625551,-0.03250110787827414,-0.009395913432688729,0.051687067841921334,0.0841023076298003,0.05373309499519047,-0.021856524784981846,0.053575728378208926,0.02987538104704292
IL4,,,,-0.04068849062354417,,,,,
SPX,-0.018532893533213794,-0.03680584453589063,0.01312200649164763,,,0.042181350827740015,-0.07829451839506904,0.12486244167809057,0.10277432841949083
MFGE8,0.00924958076096071,-0.07318778631308606,-0.016482065811006273,0.04065104319799155,0.10751925789030504,0.1307797457843188,0.09776170394148634,0.022925754230159513,0.07085647160481388
TGFA,-0.03574263970937775,0.018143630906687632,0.020109555956824312,0.03510170124083533,-0.05591063818062969,-0.02930630661669864,-0.058420867599521635,0.019761285948516265,0.011272144257735671
SLIT2,0.030587189733906468,0.015515799389672562,0.005527612420920885,-0.039921698822516706,0.08055031197817902,0.14646075559148575,-0.0296100774118922,-0.04978862005712305,-0.018887493719561724
PLTP,0.09523497595730118,0.02519801335912654,-0.008673247837508934,0.031012753375108008,0.19098259674983056,0.07820313249030682,0.1500661031005869,0.05839346404299054,0.08931223248746142
APOD,-0.04021357357343188,0.01770479870303985,0.006134047307638119,0.0806141323739632,0.04661619998716962,-0.16054684775115025,-0.15031735091079323,-0.021347616586618497,0.08369818978297794
B2M,0.0773421644410632,0.07419019738514811,-0.0025173360993370896,0.07784232036280912,0.0986799736604193,-0.0012234376773185823,0.13161128626648141,-0.11376457181202428,-0.015757655465637774
OMG,-0.052582280394173196,-0.004389418357738931,0.026284759085772838,0.04231237140822704,0.08807175010378367,-0.06019144684814088,-0.11362502341733073,0.11631293301779215,-0.04544635544704247
CXCL3,0.014837894951644746,0.008910648188110597,0.11448496968998703,0.055649734218747214,,,0.07249062210233623,0.10530777840414327,-0.0421935336229502
CXCL10,-3.982478833279683e-05,0.057750932827400854,-0.01681272819809061,0.021678541470892144,0.031107266550944163,0.09749328367427824,-0.02886640127163388,0.07860532327205963,0.1094959687085712
RSPO3,-0.024743133937583126,-0.020646529639389524,0.12664309248736808,,,,,0.012037686069977696,-0.022462545299987504
CORT,0.007558758545505339,-0.03955360895080676,-0.0042816908773225006,,,,,,
NCAN,-0.03370502724946178,-0.052316080024743236,0.0023250302199558453,0.02190918993788669,0.028412356917204017,0.05522623948275254,0.08548725549449879,0.16236111211818197,0.04356921404110912
PRG4,-0.0177159950668959,-0.017469768978955868,,,,,,-0.03727195562942766,0.088259044650702
ZG16B,,-0.009339225711917823,,,,0.03522579147889563,,-0.02946849468743804,0.15775931170307667
TGM2,0.03217736520863993,0.0733856125735402,0.041443365967708215,-0.055699267307360585,0.10317917587369424,0.007802014224780485,0.04216183573290582,-0.052602498528976444,0.036593045561883746
VEGFC,0.0004773624711904688,-0.014276373485827895,0.03578296335982818,0.002723514499888406,0.09095650232174658,0.028255406167965114,-0.010847224969383057,-0.006099820413153271,0.06700106445729254
WNT6,-0.024410935602779738,0.03208527911103136,,-0.05159577266684138,,-0.015973570727413382,,-0.023259065135416195,0.06678264256061649
NRG4,-0.025234118207172786,-0.0179421647478776,0.04343294385095367,,0.03530842327436059,,-0.02269416643620403,-0.02363355367312885,-0.034662894594652306
PMCH,,0.06686848999159727,,,,,,-0.01808390879764813,0.025147730678277934
COL9A1,-0.0063552481548058105,0.07734731809915044,-0.02191551813575431,0.11615272527616212,0.19982597745303102,0.05660424167998448,0.10317382371799183,0.11633280713601915,0.04267247373728993
GDF11,-0.02583847728202087,-0.0053059322983342195,0.06305761309637904,0.08835823691904285,0.04358753478065639,0.0700178196461835,-0.015006968373653368,0.08828131415161324,0.028224255730915023
RAET1E,,,,,,,,-0.02592584045849391,
IL24,,,,,,,,,0.05137232646807016
SORBS1,0.016227151619020348,0.0238733192523819,0.02673212449556349,0.14126780300872382,-0.039918053505958985,0.041831159154240766,0.017193828922459263,0.10972675310420543,-0.015224857684737277
DLL1,-0.04473670312724195,0.003675410971580124,-0.023505427397993772,0.021225362806629264,0.05557792640649961,0.09540562981998435,0.023616496249898766,0.07350165532778727,0.059108910971186625
TLN1,0.01713146144412781,0.049964753525209266,-0.0063117803370949625,0.026129551528908255,0.15481090655700183,0.11288023017388799,0.06860667394501004,-0.030726353243654296,0.07414234390245882
COL2A1,-0.015823071142977315,,,,,,,0.012566025246749829,0.0004493153661051476
SHH,0.044445454048396435,0.025245371490817674,0.05832205935907381,-0.011479901300285013,,,0.04235244387821333,-0.009678202489993657,0.009162805370254393
PON2,-0.049441818615595295,-0.06565257053242433,0.01326101491471411,0.052465924022445196,-0.013782632863772517,0.018765249142650497,0.06817686328647558,0.07989826123660956,0.10202281546242059
ICAM5,0.08635763352116947,0.03630318800729246,0.036086162556485155,,,,,-0.04226409053951968,-0.03554380614631429
HPX,-0.009189415289659372,-0.018327651634319462,-0.010345739448525756,-0.022579558438611005,-0.06653441480154479,0.14546665257374278,0.06981212293370836,-0.029960342673258103,0.00499096186024067
SFRP2,,0.0387832578785997,0.0013766315767677131,-0.04068851457215012,,-0.05539433099890047,-0.022864089110757383,0.030063341649069597,0.07057303930736558
CFC1,,-0.011753504482113217,,,,,,,0.003773564424170971
CD70,,-0.021924401139994644,,,-0.06996014042195575,,,0.0087360396788629,-0.052443481297876265
HP,0.12665076695921532,0.055511971585945216,0.052435825827951046,0.15826599816990197,0.16727141657852887,0.1091067813965396,0.11147217963921838,0.07228100408246955,-0.0594863927201773
CXCL2,0.029974629946935304,0.07068272759226951,0.06499008060521422,0.018752511569083113,-0.04221643687950051,,-0.007398597387257414,-0.05876493216844155,-0.010407300962769645
NPPB,,-0.01029184652414431,,,,,,-0.02397360812730752,
CCK,0.04448258989906887,-0.02605481856770716,0.044175663989174725,,,-0.012095889474446214,0.053921378514028756,0.07795104192999343,-0.1208202962433583
SEMA6A,0.10624906609288878,-0.04142256582998675,-0.0012660023269297767,0.08601758109354271,0.03793331584419534,-0.006244362434960818,0.07228881600936952,0.05035099764832535,0.0243035699198962
IRAK4,0.029951893084108217,0.037973243691917985,0.038782055555174944,-0.02183994506262879,-0.010185524663901104,0.0190317562351034,-0.000670478804861404,0.03454370105136232,-0.0032319261404039077
GSTP1,-0.019655198224891677,0.05782560761242539,-0.012037295930665257,-0.028764399262618718,0.09805319559728465,-0.02432083127934656,-0.049103877500258894,0.02482951644190958,0.08283591176767971
VCAM1,0.05650674351780318,0.01294842307126097,-0.06915821764525011,0.13251523089242573,0.13238302662420617,0.10427628274919638,0.07610915858508628,0.020716262360583063,-0.033880019132552
NXPH3,-0.013721845075088578,-0.0018655929122016355,-0.017631817569255255,0.05573773373208951,0.0504545266006065,0.18386997401857463,0.01568769702378514,0.1596140629728471,0.10651359901542538
MTMR4,-0.05775464223972946,0.01683139764416438,0.039594520319081304,0.09178632814024737,-0.06120683536303963,0.09927415726650829,0.030623938250214033,0.0027798096245877303,0.049551309344001856
LAMC2,,-0.012956286572425662,,,-0.05203398555923696,,0.0014167544712496457,-0.02683267170221849,-0.033379078225492256
IL10,0.08924116232424603,0.03995053183303299,,0.0383380147040408,0.06883870015082215,0.12490770800681253,0.16761198845920758,-0.0163194442557885,0.015070995761585214
SEMA4D,-0.006762093872903614,-0.019207774356609236,0.04332880072314626,0.0016045948307607367,-0.04043830543254697,-0.09267419593828727,-0.10572738625694592,0.030818156159783974,0.022375995558514543
TRH,-0.015571101653357854,-0.0004825919616029734,,-0.05281838556501496,,,0.19146365372135843,-0.026852048808084256,-0.022523732990631123
SEMA6D,0.006118766943841591,-0.07462749961359863,0.020238367526463432,0.01380455905015287,-0.008681778325694382,0.01754510479578971,0.015363819925693703,0.09348635277086353,-0.003916495390769128
CEL,0.006020199032772071,,,0.08802298154098046,0.15122152021805108,-0.001711517474193598,0.06842032991734003,0.030882410759628456,-0.03566099119478578
PDCD1LG2,-0.02412747136135835,0.036856101884608375,-0.0014747618412291562,-0.043976366329631644,0.044936866540314424,0.0434127975558091,0.038364231323013205,0.021274071186196876,-0.03003636216564766
SPINT1,-0.03227628892788796,-0.022508716672409116,-0.01690721437579805,-0.04741199305262183,0.05157709389056923,0.03994674915421707,0.20740394612665047,-0.037332442666051985,-0.03562070756990523
CTHRC1,0.06640190960656478,-0.028984651156182404,-0.003937067568482632,0.07409607673740114,0.038479665533325415,0.12658052840006656,0.07255052608452064,-0.006336337236871751,0.07911129018097227
PODXL,0.0764910945903648,0.03589306236188031,-0.0471728926220513,0.06075631998837101,0.13232329917562494,0.11688317655799856,0.06518364101755396,0.022273487820071276,0.044539350698715334
JAM3,0.08036297242357654,-0.00880021875816921,-0.01722956506667517,-0.12609218339394804,-0.039366694038060944,-0.01861481186588067,-0.019032271934946603,0.01670859745272402,-0.002293833788807761
TGFB2,0.07151245905439814,0.02550576480753436,0.0010286622729113134,0.06359566959323865,-0.00900972590900215,0.10818131425016464,0.03233264036680109,-0.04733493222312135,-0.004734846136090042
COL18A1,0.01971776734015989,-0.04949606431089034,-0.015075414418068967,0.03369913415671054,0.06610375495597012,0.10888604763587967,0.11897603810399078,-0.05363879609164868,0.11709091226273743
NODAL,-0.037502917805048934,,,-0.00851047076668665,0.14783084896130733,0.2397069870704658,-0.017730568719431506,0.03334995053464286,-0.011060223187617355
INHBB,0.03843928145733585,0.010731779013358183,0.024577589795381372,0.03153685508008465,0.11424555732088885,0.15413221251103956,0.031548233662372936,0.09286134648873094,-0.012421469443224894
LCN1,,,,,,,,-0.027154253281390615,-0.0023447265502523134
ARF4,0.0025455791470205278,0.008010593336630869,-0.03567525681516406,0.035521677232769056,0.022760310487335275,0.12205285723756926,0.021133462082301664,-0.038111864840162,-0.03516650467600756
CXCL14,0.05235623261849478,-0.018911721087253183,-0.024689934391472053,0.06792913706842317,0.20886088923406165,0.1184197489714445,0.14287733888014362,-0.02914614433041423,-0.040077593329844854
LIF,-0.007728749490068194,0.03382891800560257,-0.012265110304699378,0.04717947524610894,0.023445868111161484,0.15100296338356922,0.014006036560156492,-0.0786787512719044,0.02370991583943349
IL17B,,,,0.05043035448781981,-0.08437860561009844,,,0.07507522550867617,0.11443052446916978
MMP1,0.07832883078185267,,,-0.003961381748897858,,,,-0.030878119820036163,0.03604361061559751
MATN1,,-0.010421104046116117,,,-0.026044649442921668,,-0.022195141403821762,-0.03265782929293336,-0.0029318431847314033
ADAM28,-0.017094287738569604,-0.019698029237310295,0.039270752589107026,-0.08308714080939901,0.009626893061942803,0.04110632979224762,-0.0542429895724071,-0.03889399625801605,0.06896683915114418
TCN2,0.05879951956617662,0.09122207217868636,-0.000781084119848217,0.06593890704080263,0.2073614478725232,0.02324783583028139,0.08497412228927158,-0.011819344503310021,0.03394046415571378
THPO,,0.03093361936629293,0.03177440868081888,0.11813545674452257,-0.0017168302215786226,-0.03591521248060463,,-0.011284915820927048,-0.03615112539406215
CUBN,-0.010403693174081933,0.012474163062562995,0.016031803981566548,-0.04626698573972092,0.07210799890414386,0.04446703114977655,0.1581228571955141,0.05611588264518895,0.011918738316147752
TIMP3,0.032878007119881675,-0.0006499206553693675,-0.005514009466152202,0.060161266502837304,0.04826858320892052,-0.022231847963982684,0.12679534814491586,-0.05653732344067065,0.1470377603312917
PIGF,0.01731530622486609,0.042717563346497005,0.03666079025264692,-0.018357643423710057,0.08744998904321087,0.037565392838355666,0.08772868020845864,0.053260958770141885,-0.005039939240270673
CRH,-0.015823074046256443,-0.016405250331162944,-0.023092011873685682,,,,-0.010518550757851646,-0.029997816987541975,-0.0045339405541775036
BDNF,-0.012122018252961135,-0.05189897824773973,-0.020762298500221998,0.106159168997416,,,0.17370146100329395,-0.03621568691686157,0.040485641127485754
CCL5,0.03191736686813154,0.03571759076435663,-0.03189284850305747,-0.08572929159668105,0.0039039568468767433,0.13318247425674754,0.005526064519855829,0.01961138400725011,-0.0025430605961852455
GAD1,0.005174936438163112,0.03676516830308363,0.010533803523671644,0.043059383398888346,-0.10284482352065802,0.0965865716428702,0.08725801655890973,0.12288691193467567,-0.0031614388451350005
COL14A1,0.0772190111967113,-0.02263689316235394,-0.016717759612128326,-0.028437978650396396,0.07968977374060339,0.08029617051290663,0.09450861421598784,-0.014535642836924071,0.07573692253800456
HLA-A,-0.012596879091359902,0.04719222888588384,-0.01590271009823195,0.004702610765683533,0.15669804470123688,0.03653601827229502,0.12516638543220773,-0.04162752833725761,-0.024934110874074614
CD5L,,,,,,0.03548395698516128,,,
FGF18,0.01292866996752496,-0.011166623544829474,,,,,,-0.026852050962403062,0.026871422227095154
ADM,-0.025248563551334396,-0.03350073171232396,-0.029994722566600723,-0.011830243902447296,-0.02902737182044547,0.06508589172984354,0.03187577144411371,-0.0528677050819205,-0.019620895927705356
CCL15,,,-0.020911534151400374,,,,,0.09810617332635055,
GNAI2,0.012152668354246865,0.06044631840059717,-0.01275412118534079,-0.095644671622314,0.1518215927004552,0.059046353278421254,0.01602482365530505,-0.00891253161268395,-0.01514289258269887
HDC,,,-0.015537325502461261,,-0.015969938663544916,,,0.035355718002399374,0.05774195380729708
COL11A1,-0.07931442765722214,-0.021327018058642237,-0.009221352203333701,0.1526262030036022,,0.0639073025596775,0.004984867330980475,0.014916204071096903,0.018959900150080082
NUCB2,-0.01923940433731935,-0.04749547067864314,-8.478746372893474e-05,-0.02804876232920224,-0.013595193396696082,0.05111118033884798,0.012521882996499504,-0.02889099198517231,-0.05293527264990391
FGF16,,,,,,,,,-0.023770475211756726
CXCL1,0.09426704151890648,0.06646670898929252,-0.011614417115855142,-0.03873306238744639,-0.07231050729316299,,0.02729424520284523,0.0006322433638847186,0.05121624868993492
VCAN,-0.038046057612072956,-0.0057431445252838454,-0.01209483621122876,-0.0018034407758573184,0.03421638484603045,-0.08108977821597338,-0.06370311937512128,-0.06570655037732316,-0.07854329089686544
MMP7,,-0.010291846467913495,-0.022436537761550572,0.14138358976808454,,,,-0.05215543261329577,-0.10253373391314402
PTPN6,-0.00027178828502922024,-0.016134289773299542,0.05769627027759115,0.025079354635999102,0.03358905677277367,0.12279020336310961,0.03198337511909759,-0.015597256847987063,0.08605897404056516
PTGS2,-0.014817333891331583,-0.009329188838006654,0.023046819460528143,-0.0012046331823075429,-0.0117158114938772,-0.030463463571478906,-0.027438847609989013,-0.06533956913083769,-0.04485114584248782
XCL1,0.11336395862397847,-0.0006331765399749926,,,,,,,0.05091347745424652
CD58,0.04381780158189135,0.020115259404034875,-0.008821859202008606,0.03638032329918795,-0.07883008074885506,0.11150342150103112,0.00988214613640313,0.003054051994807763,0.01804518498250729
TNFSF14,0.0029085173764114253,-0.005312127367456869,-0.011344229333648669,0.08081560019818612,,0.08974771652610032,0.0567665358373581,-0.0025304904788712138,0.026074598596120227
CNTN4,-0.02929036996263272,0.03227777463876341,0.00037405045075429864,,,0.07135466779420996,-0.027853185661526135,0.013665610790396243,0.02031418232190897
INSL3,,0.0336038834388805,,,,,,-0.00485013824580072,
BTLA,-0.01726125035791527,,-0.014486968860531406,,,0.16981516615422673,,-0.003369237333951576,
MFNG,0.03840993522600171,0.04701083663798608,-0.03988433712433991,0.030416748264574894,0.11462586053625387,-0.027936028331574547,-0.019115935749706405,-0.029515033340701123,0.040308797782818276
ICAM1,0.01937582297459124,0.06686392023900051,-0.04342960633392937,-0.0015008715152214907,0.007195167307134203,0.11242362237505694,0.09396660405645459,0.030845406749318904,-0.030914801584924635
PROS1,-0.05377846500716327,0.007180023161639395,-0.01612078266662133,0.03941063360567913,0.07043973036577462,0.06559049216946636,0.1297228585752307,-0.027901623089762753,-0.031712589759776755
CLCF1,0.07735432476879789,0.04115975065622388,-0.0015314593909696971,0.005437257406137449,0.03448391557947205,0.07563759813263124,0.0500940788457431,-0.03304726043630873,0.03772430034259797
PSAP,-0.012677039223434364,-0.0008738254525313225,0.02687613427898701,0.014208877967239927,0.06273881651141326,0.09026842624014393,0.03988444840756424,-0.05673349845900813,-0.0996751360128108
EFEMP1,0.06035051374621443,0.06112923158414961,-0.0010927107740954579,0.0242015521376662,0.18338460640421259,0.10349857784808361,0.07547476650994935,-0.10510774624394566,-0.038076739415375
C1QTNF1,0.09729135678111314,-0.03524152472674381,0.056967235945241966,0.09082932608611635,-0.01902821039565325,0.0345404263057462,0.1355020917498528,0.008547297444525058,-0.050054602308015075
ALB,-0.03199949082350133,-0.012956286240778405,0.009243242369054052,-0.05760974129885059,-0.003051271167688241,0.053058503798214016,0.012644916272394465,-0.0008221617235770867,-0.034154404409457155
EFNA3,-0.006196172256644087,0.03697899881150064,-0.0397061975234337,-0.03657195708864138,0.04500815467816541,0.11143972925212967,0.05621353916820607,0.016473897278458067,0.06576709759265405
DRAXIN,-0.059312448313986826,-0.03160282830432271,0.017311879164318165,-0.010266808443231946,-0.10735698931462141,0.10063910042305303,0.055613435301714614,0.02923412496533964,-0.005590987807221983
RAET1L,,,-0.012391352575244884,,,,,,
NPTX2,-0.0025663323846735146,-0.02772889066680686,0.004953158222716643,-0.010996831282366141,,0.04538888409317521,0.059892592143566466,0.02740495592784362,-0.08152357784151883
FGF11,0.003602882845875149,0.02485074853242201,-0.023449622130394917,0.07927742355588946,-0.09765601116037784,0.18255733404962426,0.024442898864900534,0.10680032881402557,0.0012970744463475673
CD59,0.054443412020183164,0.06840755269061337,-0.03325958243311576,0.05281610273715202,0.06723504050984577,0.009051162557401547,0.061427437422304706,-0.041169198455717836,-0.002056805518800734
