,UKF248,UKF255,UKF266,UKF269,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1
SLIT2,-0.007198248540220434,-0.018885030931924104,0.06859240504166976,-0.04154705984388166,0.02277647021204583,-0.030653476446114304,-0.03636219967640912,0.0018017584528285417,0.10865430034705995,0.026762688995904806
PLTP,0.0583951106081125,0.10248596578007607,0.019074755148856475,0.026753242998495554,0.005082917016128048,-0.05958795515231125,-0.022617313797706463,0.0259117883274506,-0.012202314128962373,-0.08425285963195231
APOD,0.010624308835782604,0.12767877409664669,-0.060108686905462075,0.05366947449967629,0.019816495708191086,-0.05433378811248683,-0.004069809262974349,0.05492352262801828,0.09766711029460966,-0.026346393242704703
B2M,0.05326029308961063,0.05917531321097708,0.09036453815621054,0.024503894443836657,-0.0006666951739853998,0.06425335837152978,0.05375858126973551,0.10672440586655799,0.07007315467287874,-0.06827414870420995
OMG,-0.010867756246221348,0.07425862485687866,-0.04349641094852765,-0.05506435473862331,0.021068751753318123,-0.021552074980422477,0.06312026980869714,0.09116342857571881,0.05781162092204839,0.05768616265284868
CXCL3,-0.014013401944411249,-0.044756078469038646,,-0.019582184124263807,-0.014157519464602917,-0.027455183181717982,-0.00947846484143243,-0.035164415265707856,-0.062300606273148255,-0.03980175062202826
CXCL10,-0.002708587937359421,,0.06278660319751798,0.06154145743700292,-0.0224980117405634,0.03826300181751619,-0.10955078875870913,0.027493285744498674,-0.021126733495139258,0.022985342046768345
RSPO3,0.025306020203934593,-0.02377023495973924,0.005724373398751562,-0.02449059815611035,-0.014794334981050799,,,-0.029547811087030515,0.163536521581229,-0.052684458427568505
CORT,0.048990662146308615,0.1033684705739885,0.012084015214893112,-0.042386467083752676,0.008365103126724425,,,-0.03312072620774181,-0.016482680493597187,0.04340223784095384
NCAN,-0.0188424556607067,0.09660772400039545,0.038759682341189816,0.10328202006815057,-0.04734815784822624,0.061103843145179165,0.008615911192224572,0.018249032187753752,0.03951048999638337,0.08693134513095004
PRG4,-0.007284367777209506,-0.026578193416210257,,-0.021215511777449417,-0.01729702318663645,,,0.09128165082378888,-0.024321203710206397,-0.05188155348588992
ZG16B,0.03836485560593185,,,-0.022905554280491066,,,,,,
TGM2,0.026515260744507527,0.035260102486064024,-0.012575958060626795,-0.010431055265695901,0.052684581902679446,-0.005189476994876706,-0.06530823063602172,0.02158522026146776,-0.028224358612397565,-0.06913395553010869
VEGFC,-0.0008614459898632918,-0.019502189759425328,-0.00478942644778507,0.0009317773747011237,0.05962057546445156,0.10139080492213516,-0.028374264131100127,-0.03738121005627216,-0.007754445430251364,0.005304410980107047
WNT6,0.009962086557098918,0.06551219422906043,0.02059661127473399,0.07286722259646088,0.006402999749234105,,0.001083367686106677,0.009221972786250886,0.11909620688388721,0.011240145406952675
NRG4,-0.01826604872060001,-0.017817068881625844,0.15686757072964636,-0.026425265793998745,-0.020593468788926907,,,,,-0.014958420131698517
PMCH,-0.02105260415483489,,,,,,,0.030573437805197713,-0.0056123307319937265,-0.016541743002580524
COL9A1,0.028469270468961572,0.11419190305370396,0.14348633711343323,-0.047207819428387164,-0.023465768107536224,0.0341026740473738,0.059904893627866516,-0.016861933529791803,0.06132238070005884,0.007222354267273004
GDF11,0.0037357657491834243,0.05601420663111982,0.09890601181063692,0.06379708310179329,0.002193858333620768,-0.047848214098632554,0.011914127862826768,0.016143030476118488,-0.009916234653436608,-0.00947499163094169
IL24,,,,,,,,-0.022012229408000558,-0.015499914317712336,
SORBS1,0.0038548637303778403,0.050682181615187165,0.009373990675526696,-0.005385159097163915,0.016306980537264214,0.0033345492696491745,0.03826193267540355,0.04544954826948358,0.07586508063002283,-0.05206416830247419
DLL1,-0.008586130584543083,0.12333997657745359,0.07178519071984775,0.042755987780824255,-0.008327406040576666,0.09796086158828983,-0.024767550823717673,0.07577580604200844,0.02720691017973151,-0.0045454189475419605
TLN1,0.010562250296052804,-0.010381194856309556,0.08068244243770789,0.08418533373336703,-0.02136582359913938,0.07844301468372072,-0.042160980082204196,0.004591257264820198,0.003686056732872043,0.010962538331904578
COL2A1,0.02557855397053547,,0.14369905103252703,-0.019582190788298093,-0.014372788838022158,,,-0.010281481804409673,-0.040397518251858035,-0.03484784656479231
SHH,,,0.01126456013126735,0.08389462905037545,0.035912332073334975,0.056090304787158686,0.05328393256414383,-0.019874230903603587,0.023413531274410055,-0.021799767771723388
PON2,0.04619119086158911,0.06592585872797017,-0.04458159095857369,0.11605853911712939,-0.006564809856568988,0.043393488105634634,0.07292067655462604,0.09733517984226654,0.08041839386928909,0.020643247978055446
ICAM5,-0.00430131300785405,0.015359377934909603,0.03300792669061259,0.00129009278665552,0.03786203021141505,,,-0.045890477948657984,0.04079704498136799,-0.03673902414452316
HPX,-0.04955714043972643,-0.023770241208854372,0.1415386761892345,0.11331190404758733,0.015294087850998816,-0.027455168817756198,0.06695481581979361,-0.015929640017555584,0.03233224958545429,-0.045788298391503474
SFRP2,-0.026366810368937142,,0.07560333616672607,-0.01562840847229474,-0.0014166462518330866,0.023809232347991087,-0.055342563709541936,0.00684363586633801,0.022460924521504704,-0.06625827425054172
CFC1,,,0.037635663499828075,,,,,,,
CD70,-0.020523960762861386,,,,,,,-0.015645319363218623,-0.0009334078959565205,-0.03227595259904421
HP,0.0003750756624150647,0.11719321926170968,,0.004274447201632937,-0.03973840252162355,0.054244705215054485,-0.04705441948808455,0.05882967787197576,0.002461090422900017,-0.04339455385988311
CXCL2,0.017939426564011825,-0.044112435957847675,0.04941555390394411,0.022201440554621886,0.011754452095613151,0.009734172805084798,-0.035798419962124246,0.0330798288920401,-0.029660482866670373,-0.08503673466614318
NPPB,0.04213474735610129,-0.07295003490509147,,,-0.017652302902845217,,,-0.0175823498801313,0.009908685429491238,-0.009714383300765565
CCK,-0.009992272885580647,0.08940958756603651,-0.08015876777160622,-0.1298032678227106,0.014217854496102683,0.024395580877321205,,0.017108678219751497,0.072646570481488,0.005020881568532509
SEMA6A,0.03825493719828354,0.019800133923012612,0.10242364876073198,0.11945007068155285,-0.03523429921654559,0.01837674679008696,0.03965619296502945,0.023050748096935438,0.015160459295385694,0.06356548736645648
IRAK4,-0.0012802044133176586,0.10448201159889633,0.0385370608943773,0.05395170268255065,0.035530115875397755,0.014961685066078619,0.06826438302964927,0.044507093541905365,0.04783650478365737,-0.03497998102227578
GSTP1,0.06046114627589526,0.011538517429144848,0.06598065195492633,0.06911015833637565,0.009337953895609472,-0.0646382812866258,0.021316278085211644,-0.005654061127216814,0.11103547514413821,-0.03631620054975988
VCAM1,0.041041449544034714,-0.012492138359932388,0.009644139267555097,0.046991614896758474,0.002429516553444395,0.014651631327763445,0.04371673556917375,0.025447952458309435,-0.019813480563479865,-0.03363146438794576
NXPH3,-0.021996388457344668,0.13338866682752354,0.06813591754923484,-0.012650412901570245,-0.01874517863599703,-0.022444039449688216,-0.06566251557847116,0.07637324299055229,0.0636873809873319,0.024566361900043594
MTMR4,0.014178455114060245,0.11072781929549841,0.0738169016187026,-0.016763207380340907,-0.012441721657106913,0.035136287477557496,-0.04916766317011934,-0.011762120915779817,-0.007053574001642356,0.02866145952449515
LAMC2,-0.020081792743794825,,0.03256333299842966,,,,,0.03627792730707676,-0.020355736691656443,0.03006627805569163
IL10,-0.02544512821549315,-0.024805013790573878,,0.08182559172740561,-0.015801320737510643,0.06539738197724168,-0.013005956001048577,0.0021496360289076045,0.007332003033215028,-0.0303997047353034
SEMA4D,-0.02265311095512594,0.128366380704565,-0.007431499392792318,-0.08219131238794151,-0.009360317605467728,0.022933123128008614,-0.08867961891978204,0.06539137465472866,0.07574033811108105,0.06244499897396175
TRH,0.02992217515190249,-0.01835829133208445,0.08105957114167558,0.049773097625359454,-0.05205053851973891,0.05281395625269972,-0.06694221772266938,-0.01758592524597801,0.03352006799566856,-0.013528146026334844
SEMA6D,-0.046057839449773055,0.11963333950380686,0.05827794869465016,0.05568903806272546,-0.0053726860766573304,0.022744331318962054,0.013987574795081335,0.0008987564452438236,-0.005874064172957475,0.022714077163377318
CEL,,-0.020146018344441047,,,,,-0.03439489704118279,0.03232687974388904,0.006681282450122926,0.0166691763287938
PDCD1LG2,0.012501607409827926,-0.024805000936836165,-0.017950192852916352,-0.0379973862094766,-0.014804523627655749,0.02756294596344006,-0.0682662827735421,-0.02851146654312593,0.030970881377301918,-0.027867402397711353
SPINT1,-0.023346873697731692,-0.02418883712272099,0.008863518808218314,0.016068875018864916,-0.02319293711044953,0.02248955154609452,-0.011086195071933766,0.012131343022473574,0.07530843614727084,-0.053725166862281334
CTHRC1,-0.025918322768663342,0.0023933685801640924,0.11059110163456849,0.0544558292619291,0.010552228949037932,0.0800018547586524,0.08952756822773202,0.09868431409107924,0.013251593241391874,0.00523210501624091
PODXL,-0.013226060992368241,0.05470427586294693,0.09637013739641583,0.03097837939436802,-0.007618555284998467,0.08612572664014022,0.1382372176153001,0.03516295882337791,0.06787592900555864,-0.06815058022865217
JAM3,-0.02524411560728051,-0.03590019016469145,0.07014438634819056,0.06603020046317903,0.007883214574040424,-0.010619798477552529,0.006226937807515875,0.006650189754621637,-0.033443667665815906,-0.04680583759985555
TGFB2,0.0725244513994957,-0.013124709342730322,-0.02779273731610264,0.024256626042559817,-0.02664140247735352,0.016269363860378094,0.11303158183334205,0.009589153133142668,0.024288047965716462,0.014857194503058375
COL18A1,-0.050633840026430794,0.06387163785179031,0.0918153827785786,0.03479814263047781,-0.0167916182003135,0.059388263122868504,-0.07436962503773828,0.07579559271657635,-0.009526461203638129,-0.09698328348111454
NODAL,-0.041262460451191814,,0.13357565463408572,0.02712367528160744,-0.024267921010879885,0.056378859675267304,-0.06215290037590292,0.10303120482422952,0.0021297308616612287,0.0023052360372644754
INHBB,0.07278811106089837,-0.01283042478507582,0.014091657085465342,-0.006694875034063949,-0.06231141910484249,-0.010118527662053374,-0.045230229704368824,0.02939315197004293,-0.019086286885983447,-0.07415909974347312
LCN1,-0.020081797262279964,,,-0.01718450828377737,,0.10576875871661688,,0.0684956845186989,0.004825664211531628,
ARF4,0.005536417097511109,-0.06862429156133394,0.05907225883038972,0.08639441612505831,0.03275592724958019,0.02001384166682011,-0.016017499680685325,0.09124454596146274,0.07861154371575024,0.05176337584466926
CXCL14,0.026961021620362853,-0.0071110126352390895,-0.04392719876702172,0.016820189051611974,0.06822450790974056,0.10741379207249398,0.06867988351922388,-0.021162104625094685,-0.006577136722188401,0.014202510298528348
LIF,0.007433284570891819,-0.018651531806175414,-0.022645612762957627,0.005663065196782649,0.07660177994907282,0.02894277880942378,-0.0049870103332327045,-0.022591540375526915,0.004633470976578645,-0.0729088361438182
IL17B,,-0.01835829133208445,,0.04028822528551278,,-0.04329495236229065,-0.00566870807203971,-0.030458224637477486,0.0001493480185692342,-0.0061341099136970985
MMP1,-0.027686073668162677,-0.053688146735157115,,,,-0.00642838893062661,-0.03831115367714177,-0.04812162369118305,-0.0024810617530580275,-0.016541741692575693
MATN1,-0.02636681396204796,-0.029327319739010742,0.09463042132039476,-0.01801678864708095,-0.01437278704939736,,,0.0672368693517611,-0.03198030587702163,-0.023542756598765174
ADAM28,-0.04058507813788568,-0.019943678915148817,0.020836776553875336,0.01664766268339909,-0.010453800798727979,0.08603163831623939,-0.002270156553620751,0.046043955343837956,0.024364721055432775,-0.0034224219461101327
TCN2,-0.029113387581501147,0.04362248119429975,0.07371077590838294,0.08617620333464109,-0.000705668981818804,-0.03297354022530286,-0.020563254824025955,0.01976070716282274,0.024736149600323803,0.005196605410851103
THPO,-0.034357050319095035,,0.01636169993160376,-0.03506303040918056,-0.014372788700435613,,-0.03508420257416266,,,-0.020422250900208928
CUBN,-0.03266564403143802,0.0972023902733481,0.0385077469142633,-0.014405829099417008,0.047026103136911274,0.0197586579943841,-0.047527822678758956,0.04857589102002467,0.03245697252519469,-0.050555662302715604
TIMP3,0.019297010199962418,-0.05069911650402893,0.01758417925710178,0.053359554048013576,0.017588210280924756,0.03930228912062706,-0.06746328645875703,0.014172840821103098,-0.04150917019575056,-0.023316664471458574
PIGF,-0.042771953225255586,0.10171240103223075,0.1210785279172719,0.045131017244781996,-0.009258654025306725,0.06139602264576611,0.07728530153092232,0.05498350628524075,0.044217922036636576,0.05203223094807088
CRH,-0.02352821640157053,,-0.018423175437465456,-0.026425254837421894,0.049994483284388096,,,0.012730376055715675,0.027762158824827257,0.03262339724234456
BDNF,-0.04137175726195812,-0.036096000613155335,-0.02795015234585144,-0.08875062375135498,-0.016187451540765993,-0.03333356421270512,0.025046175125584897,0.014097162578604218,0.03267702074491348,0.028075454573165824
CCL5,0.011752109446674767,,0.05455603135884301,0.0021438642358110383,0.015016567246623938,0.10334838333733817,0.07020960622209517,0.0009681863299555295,-0.006154290401487759,-0.041623514887069175
GAD1,0.0451409117169552,-0.013711353639236847,-0.0714613523205709,-0.042648224994386405,0.006555354122150708,-0.02975243386521177,-0.04373140061496811,-0.021081306033287384,0.03331238542857212,-0.06804525212553736
COL14A1,-0.003014819886720177,0.019695432047525573,0.09046883913240082,0.08785807541585988,-0.04814860592962006,0.038014720499878564,-0.026739589617853454,-0.0002561017210437131,-0.05283163642414606,-0.07356347058453926
HLA-A,0.014021448152036615,-0.04420934555017999,0.03366243874537469,0.053251866907570514,-0.005161884825335421,-0.06598038997872628,0.008250690769825129,0.0009690141306927197,-0.07573173259418373,-0.04965538226430659
CD5L,0.03572962442152249,,,,,,,,,
FGF18,-0.02128878079597119,0.09810943968962454,-0.025560944353048672,,,,,-0.036008917253349246,0.07555871843603491,0.02421845304491218
ADM,-0.05722695176821431,-0.13418156935998832,0.15421392505442075,0.07050779542006355,0.004411590238568641,0.10493045331230859,0.06169781761080009,-0.04257640218581132,-0.06495206670062718,0.01378866233398178
CCL15,-0.0038098720200415944,,,,,-0.027455183181717982,,,,
GNAI2,-0.02464827090751842,0.020428526912324815,0.05571212610000957,0.03256430302378169,0.003033964204770697,0.023824382906390804,0.09134612006338573,-0.026021866796843124,-0.03892254310605089,-0.0337636504298759
HDC,,,,0.08059537963034638,,,,,,
COL11A1,0.004713423189660997,-0.012201514221787826,0.1536673101002621,0.054489961458701525,-0.035223241025470774,0.14149822399501752,0.11909263376044228,0.016981286486586287,0.03585398645510151,-0.06020682278805176
NUCB2,-0.08001735067803588,0.013673507426898341,-0.008955749585002726,0.09306480206934946,0.08584966488626597,0.030467751985310355,0.05915705929151937,-0.006337181324677334,-0.050327700290729784,-0.0371601915369463
CXCL1,-0.02834589619255405,-0.018089562498900966,,0.002638304765256359,-0.019498419586099765,0.07072462317714792,0.04545221625463702,0.003040984009147384,-0.013938093129909556,-0.03900816584101051
VCAN,0.07342701003511684,0.09792796442181659,0.12659207576041678,0.08387110540109463,-0.03877492371049701,-0.057389882041491556,-0.04663249577134121,0.03957086893493031,-0.005362398582884071,-0.05635948398330745
MMP7,0.04558274537043608,,0.04173767611999454,-0.012543273850588725,0.03957817433074793,0.003905938578841652,-0.10042371267296467,-0.02882228306498781,-0.034148747788944805,-0.09915360858428697
PTPN6,-0.05198748381929671,0.09193461069508517,0.03713874114593156,0.0074099968986678835,-0.026960011995733855,0.024388879892238268,-0.027153616063183228,-0.002716150480422142,0.045186960459825544,0.022680767279630053
PTGS2,0.033693432504962484,-0.0736408622624567,0.1338984666326772,-0.05985783180547854,-0.023090486202589296,0.03903666011796685,-0.010599988191380211,-0.03294055774884629,-0.03133799515610065,-0.04063019129436902
XCL1,-0.025782713933187745,,,,,,,,,
