,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,,-0.06386869299888573,,,,,,,,,,,-0.0016281548727033767,,,,
BMP1,-0.04062460862105197,-0.07003017373397787,0.02555333805919178,0.0898465034271035,0.22528588043052247,0.03800281330871935,-0.0818574494252285,-0.10993224543490168,-0.47562775623115067,-0.1134066815161142,0.01929177994427039,0.08803294814017529,-0.19459550026045683,0.000770180785961578,0.14020005019796494,0.0046836369619378615,-0.1237036824376898,-0.09850724957642512,-0.125590737221489,-0.18582911287363038,-0.07021547658846822,0.0438848997084487,-0.04470994588189112,0.04098147238306215
NDP,0.02908284453601078,-0.07103105942602324,0.06494754461193121,0.030549432957688055,0.05491693203333011,0.013640251820150738,0.1726368121213812,0.062003752606992556,-0.0030243406839901422,0.04051301127104427,0.04073157921857585,0.0831299609717006,-0.00430939928742246,-0.10336031540277543,0.0973125527440488,0.06767115977546079,0.02586491380866159,0.05922597683225475,0.12167643930004052,-0.1343129541433046,0.04985843527672848,0.034861944340735,0.07842867739563927,0.14218872638784846
TNFSF18,0.08851496089883146,-0.02027318945088681,0.04334848290450381,-0.0035507712011528564,,,,0.02711552683367216,-0.10399980011601005,-0.044467188141855,,,,-0.12279526038390878,,0.06176658897792638,,,,-0.04037302017743445,,0.05617579103426008,-0.050013500192907304,
IL36G,,,,,,,,,,,,,-0.01729482093840527,,,,,,,,,,,
RTN4,0.18649910624510854,0.2944036551319103,0.09198931230877812,0.02628236042285092,0.093515037524788,0.05705116095693116,0.2206140287638062,0.13610242128996594,0.6102211134505934,0.1203533554049617,0.13921302071695255,-0.03540156890350499,0.42048676380132777,0.138656926369198,-0.016024178571355945,-0.04600696399210323,0.16162654212864952,0.02795218663088828,0.0482269079506435,0.3364299287295798,0.08142780670426694,0.002558804105378198,0.4791826172975139,0.03972007479946753
HEBP1,0.02802311571165265,-0.07907276226162768,-0.008983774283466086,-0.03844712135879339,0.011012697822089293,-0.027952936297377894,-0.022680964694646533,-0.051803154573537624,-0.21279757280933556,0.040082342328216676,-0.009989143696058678,0.12486908268832209,0.006444708290493351,0.05905802864438946,-0.03861988972415822,0.008221479560177086,0.03790512556597957,0.15687796337334156,0.11811541225329798,0.0779204682163512,0.012481311822527463,-0.051370124382021994,0.01983240149740196,0.048516053707406054
WNT7B,0.03906883696897119,0.38232732246452084,0.001994587951115178,-0.011231881958654587,0.005672950146848376,0.011511376577308913,0.13232153546671083,-0.00506788536592939,0.1511075926689935,-0.03395901877681985,0.012890714231545433,,0.05910218431226664,-0.036070914581739597,-0.05492380181234186,,-0.05465166453384899,-0.028125515024652357,0.059563254345358085,-0.04492426535859034,-0.018027225607879633,0.013181677892214857,0.055412706797399444,-0.10182056046135389
PTMA,0.08170871307094102,-0.005905644132399517,0.04857377318563447,0.0019173309472546667,0.3923101277455767,-0.0062515858732063246,-0.1741716980684501,-0.12325591615808325,0.3728634867999381,0.10853203632206421,-0.057074362934414334,0.13550630734126004,-0.25965642421641,0.1987697496062976,-0.027332731676151082,-0.09714728308770194,0.22353968777318942,0.0016726297401074956,-0.011954093089680993,0.375623001469059,-0.03868962383885419,0.14480292882054385,-0.13103770543134066,0.20102359071153994
FASLG,0.018820764629915117,,,,,,,,,,,,,,,,,,,,,,,
CEACAM1,0.009903623199651117,,0.06128851611942758,0.07009299507146981,,-0.026838863983983434,-0.02975400036363539,,-0.1659718754518019,-0.009589342640262141,,,,,0.11041735448040718,-0.01160196891856749,-0.013438379497435786,0.026523050186926644,0.00028988406202445704,-0.0746747966555709,0.013726788013850395,,,
