,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.05422223036819404,-0.024352297075668647,,0.04568052361852716,,-0.05735115290014548,0.03775915048615693,,,,,0.006855260109139482,0.03139108533856043,0.038267938980216444,-0.021748508495110203,0.002166021298554538,-0.044257484201151984,,
PDAP1,0.010948443998929079,-0.051502319767919205,0.06870273615736938,0.08959390767965099,-0.0003478206730240791,0.18741580543992067,-0.11624852537935129,-0.050179258523624946,-0.05099484529523251,-0.022381443518630716,-0.0746692352968052,-0.04791119271395837,-0.03229554403086803,-0.005683981272905406,0.03362778048597411,-0.003863611560148228,-0.012034353354522456,-0.03921135747196617,-0.024952586244293862,-0.012134834380643101
QDPR,0.03324744273782775,0.009375181057929748,0.02099095439435929,0.02000644715536087,-0.023094707793605476,-0.17805215596620053,0.12565223546234322,0.023038577272238247,-0.01975622900676495,-0.30121408436731856,0.033702593618029505,-0.02100562510876814,-0.12169998609400756,-0.17367146370153766,0.06377967433368802,0.01841146810185451,0.02200452484325967,0.01738213007260683,-0.04762702380178118,0.004937138369492328
POMC,0.07629703833895578,0.03761737291606882,-0.0064758930413558085,,0.006152857871405216,-0.030807366238368602,0.0021549589360743315,-0.014184518689853813,0.022962828918335006,-0.01899299268543048,-0.032239449623859835,0.008349594963049857,0.07145559669835062,-0.0139580833626317,-0.08050367589568921,0.03715284019060802,0.00923289125440485,0.045284032919496585,0.08634568661770957,-0.08836465312898215
CCL18,-0.027036377766249186,-0.04361889423628673,,,,,,,,-0.11351206895051587,-0.1145718056148312,,,-0.038234523684143186,-0.002815324035737863,-0.015825118775265656,-0.02303047720230021,,,
CCL17,,,,,0.060831808451727906,,,0.021274562932946925,0.009399097060350563,,,-0.016517542390987735,,,-0.020263127630133475,0.052319430695222255,,0.09055460102029658,,
VEGFD,-0.030462095421541567,0.0029686616905040095,0.02112760563798475,,0.04620120247228684,,-0.04916677722253441,-0.016243877772210646,0.005187114490464539,0.01576634299619843,0.009746289351064865,-0.017702361783824484,0.001896156369558684,,,0.0746144507207296,,,,
TNFSF13,,-0.0065231389818754155,,,-0.015227026177124086,0.030420594776366258,,,,,,,,,0.020195930475588833,0.01645043905511948,-0.028879619412730585,0.027314125586849907,0.020860608867297806,
WNT5A,0.009564578714898473,0.1438958118912552,0.04600118487749672,-0.008018348018587721,0.02596774626406796,0.3377469344590808,-0.1954841579962138,-0.03898242421441655,-0.003612793964936071,0.013446470997724886,-0.050233747569967985,-0.03698592246543063,0.007541226700093399,0.1689712289571765,-0.0031976132774701616,0.05077357192029131,0.013554112478595061,0.06943969558353012,0.06462438196043528,0.019387322205497437
CXCL8,-0.07280351360641248,0.00038190871766094015,-0.016943820301062243,-0.03181209146458761,-0.08305700401634286,0.04452422633862834,-0.05023970133093561,-0.041553478739306544,0.03813963846481201,-0.1372765923959149,-0.061767458037775794,-0.053224228322421144,0.16376596668858784,0.09045106067186752,-0.08925471257776647,-0.12192593150968721,-0.028102740572632852,0.10550111984224902,0.031438550915827354,0.04604743700599422
GRN,-0.03478747904502181,0.06904090783083404,-0.05309961606861111,-0.05940753691884962,0.007498872750837458,0.16127508478730399,-0.21805125180389584,0.007620724937993666,0.011495954444949283,-0.2624872529278909,-0.07497145853586767,0.04030657626283934,0.05791636330611296,0.0713013136624471,-0.00832006086282846,-0.09921755527824977,-0.038890330075513214,0.09799657860946052,0.08723013099139297,-0.06481694785904149
MIA,0.03754131328650438,0.007102485104893339,0.015912083792327048,0.07242269894801026,-0.04419219527406623,0.07757367372171058,-0.08383698397278111,-0.020029451495076005,-0.02443000886527222,,0.03650399851275934,-0.009894365175850248,0.044135455568188285,0.08117752835622928,0.11377013327125238,0.12625311337044898,0.01798242810810765,-0.002957008286543868,-0.012101988363349957,
COL4A4,-0.011568752439207677,-0.012375305973066072,0.015614989864966369,-0.032971170708725364,0.022351053809963318,0.09121950735754653,-0.028920866685608428,-0.01591783886205596,-0.026868773843533596,,,-0.023517769285231697,-0.06637494564084719,0.2231227239570989,0.06416181312274577,0.03687568033984717,-0.05243264243345946,0.22161086434982344,0.04555591327236908,
TAC1,-0.03840604197795599,0.06768329388333048,-0.005886625680097423,-0.031249201043262936,0.07666275287093025,-0.2759145415833485,0.2675145603416289,0.10538392854217997,0.02615598055846114,0.23763460650686102,,0.1380459990102088,,,,,-0.03418529064740816,0.10113636267266216,-0.0025685602648766416,0.06573492393051401
RARRES2,0.0014059025619900987,-0.009069122650057696,-0.05429675728018577,-0.019175826642562704,0.02776246008777711,0.23594273082539532,-0.25650656406972117,0.09042528483491225,-0.027762256031858557,-0.08727358739470174,0.019116294065967283,-0.11768773489302613,0.0796855553225894,0.10206558575717752,0.06282210061271637,0.026633749360171162,0.04222547431487433,0.05235229925070276,0.057327085133004864,0.05401595374403938
FGF7,0.020900949084664035,,-0.03999971409671233,-0.03518887275952169,0.04041311451968566,0.06339702226171515,-0.043266178385863156,0.014710646057403232,-0.0023568541600513513,-0.01750792393893533,-0.06374388949673672,-0.027699458476109048,0.037234042275051074,0.13930870336991447,-0.04908786203909121,0.05719381770885065,0.10666642841487001,0.017622858500442935,-0.032386944719269284,-0.03840867369834598
EFNA2,,,,,,,,,,,,,,,,0.018670010558643906,,,,
HBEGF,-0.03999066135745542,0.05401768905373372,0.01807938314856794,0.0738708568185305,-0.029640329677224943,0.22700399055463483,-0.04073052857805263,-0.03728390362697157,-0.028074712138035134,-0.12032444717467888,-0.026055542961331103,-0.021217989092067166,0.12846706517488835,0.04155615921257773,0.05116390548376763,0.018963306347493946,0.01259778001117611,-0.02945241011789455,0.039801819690422534,0.15281590598436
CSF3,-0.030665391038131734,,,0.026132279759307125,-0.04649667527598197,,-0.030597720295814194,,,,0.014124603552092845,,,,-0.04441642040886483,-0.03118773022250229,0.003677167302913538,0.05488652717649334,-0.05253413630208583,
PI3,-0.03632772853793256,-0.02424424475853712,,-0.06575745377319848,-0.02516239343350032,,-0.034453436899282146,,,,,,,,-0.06315680430928144,-0.10925306725203615,0.03397950660034044,-0.06595100439073524,-0.015497405399066858,
PCSK1N,-0.0233371239701227,-0.0015374923625297637,0.03737295453581696,0.0536552492607625,0.021625841719754922,-0.10322799381859422,0.19125831723939202,0.006571697769147937,0.04657620711676785,0.3504052692493114,-0.01347486807341314,0.16220730876199552,0.023947414556713016,0.04933369388151288,0.048087368165708945,-0.030439158508199025,0.055848116446707695,-0.0014027479562288626,-0.03189013595096176,0.17071172534157378
NTS,,,,,,-0.05794444257432217,-0.03760827888508968,-0.002798196598817347,-0.008483808424155182,-0.04263656083613552,,,,,-0.028237962244013665,-0.039272949413834135,0.005575452378482724,0.01260902834539509,,
SFRP1,0.002286809329285988,0.0712006309366674,0.06436812227479118,,0.020120572968330214,0.13635471196377127,-0.04003119146242513,0.009591878945873118,0.18884689288684553,-0.026321717192175704,-0.004017000976064274,0.0899582365224392,-0.04967557379466659,0.0847506942611764,0.05236508643694431,-0.0029739688747170484,-0.09533504205489211,-0.04390683695382835,-0.03981444120723224,0.06187289231937255
CXCL13,,,0.008765336444628563,0.03142499306212013,,,,,,,-0.05060073550714585,,,,-0.035990248764370666,-0.024779605023597072,0.007127577252181027,,0.17805784225998633,
MICA,-0.06750533771712706,0.010354500443074455,0.035056748013267344,-0.04975242086736643,-0.05654932292706732,-0.0021295033079962045,-0.11962107329393272,0.04035887409304675,-0.0013346610362182524,-0.005239946344079855,0.012429947344932246,-0.05837528784802714,-0.04753317321972841,0.025720755288528963,-0.0588534396863556,0.019743145859845296,0.021245554661545284,0.07328531377488419,-0.03648976241082465,0.020463008433718056
TG,-0.024445211215095436,0.01561016484858835,0.0017521639680913522,,-0.03673223029012336,-0.04519793739177654,-0.025859630129658476,-0.015360292183772465,-0.021193433457404702,,0.001261901840043418,-0.024811679345036548,0.1364361678497419,-0.026416945717500546,-0.047142292262341456,-0.024123364785444523,0.010507557368051205,-0.024063301452112364,-0.05201615427007963,
ADA,-0.019895074731609442,0.013521355865212966,0.08547486169096939,0.005432991901504378,0.020926206580652678,0.0403742446490621,-0.1867092533890492,-0.049737895013401236,0.033250772004463476,-0.1489168470232476,-0.07939915693551011,-0.03495036463658539,-0.05264048646199697,0.07718336866039792,-0.012305659098849321,-0.004541673930300735,-0.018798396443792918,0.07970819854521963,0.09239036774349946,0.16029659142520256
LAMC3,0.11461849196411418,-0.010458785117312543,-0.004329813941336268,-0.037302894246294814,0.0020253520250128132,0.11697048300710315,-0.0938202364337584,-0.007773621939454716,-0.002768128041767981,-0.07484140529066123,-0.012703340312317395,0.009577213811834753,0.0199337678102584,0.12499704682267881,-0.04779007424002169,-0.05880050378610482,0.0061073622234877065,0.042256027421170544,0.1460155899459865,-0.08080973227863027
CCL7,,0.04269499468134789,,,-0.02655734381159838,,,,,,,,,,-0.013052772303525648,,,-0.006115022086129845,-0.03793881069567797,
NGF,-0.01766720348675916,-0.04164107156815568,,,-0.006459648367381825,-0.035416180478320604,,,,0.2268178596952836,-0.060747342376392566,,0.04853671976574335,0.050938370399110026,0.05563971727957526,0.06426815072245999,-0.020913451337883963,0.1948110211627121,0.05292880331191257,
TNFSF15,-0.021856535640296347,,,,0.04022576429551468,0.016697356885280474,,,,,0.04266359285004085,,0.0432461235603297,-0.007293008374314397,-0.023538595288674538,,-0.03043801841025989,0.04026235302919486,0.026380634528404542,
HMGB1,0.07212847020878972,0.02871975101989467,0.08818591665771025,-0.09473165036927807,0.01470246880497991,0.20734036099208025,-0.1935276254728657,0.09157997443694625,-0.027595903997707033,-0.15915737943977093,-0.0646250288041941,0.032810305517066665,0.0022941576688825602,-0.0961306221365964,0.012788891607977448,-0.004972590712286012,-0.021604097862400327,-0.09248777438078992,-0.052329749023156874,-0.10116075704433646
ITGB3BP,0.025227446713456485,-0.033255156584794575,0.026913662416004815,0.10571825696906081,0.03629655723236933,0.2460468624569526,-0.1602886077271612,-0.02835211325772833,-0.004593112842012385,-0.009381152173814272,-0.05028956331320162,-0.0878789510477337,-0.0011124980657559475,0.0637112144916033,0.04439981166994226,0.04040194464440691,0.059688050353579804,-0.011432653811357992,-0.030057983142990966,0.04990479921823048
AANAT,0.042665310278874345,0.018996309132710443,,,-0.026908318473231503,,-0.027599971739900524,0.08549871873720845,0.00021638672343868667,-0.03738846324454384,,-0.022156703197515247,,-0.03982285913716442,0.02921734608522722,0.0624411085730472,,-0.02111180616579891,-0.041575747588838,
RELN,-0.030462079610453302,0.049675594122068394,0.01273580871168504,0.01590441793121717,-0.03339096783104141,-0.05773503648828256,0.15554472361527,0.016915873822779728,0.04333759910504876,0.10682442223964181,,0.13361179680335195,-0.03208775806382894,,,,0.044637789265163964,,0.018203406947255116,0.04205849460191754
IL15,-0.03106868813796342,0.09296082616770641,0.060749131576430374,,0.006523068700702092,-0.010789849119326601,-0.0719919731704271,-0.015560453790253921,0.04995471338963958,-0.042681488405831275,-0.06510474741606179,-0.020549318149532203,0.15053389474028048,0.012491694781755089,0.0014779716770869774,-0.015736957247667143,0.0026355858443363124,0.09878382795877406,-0.01649255274337396,
UTS2,,,,,,,-0.0910424890447387,,,,,,,,-0.02736653162337678,,,,,
BSG,0.03777173739293974,-0.032421846427780766,0.04609671889214425,0.03500015788609953,-0.049811380788020304,0.13940741161532488,0.07926402806744916,-0.062370503778205966,0.05292801771736463,0.2906921627391801,-0.031964768780571855,-0.1069402213249748,0.08209002835829404,0.12399064909181694,0.0793907842723994,0.013392732321042995,0.02133442907722143,0.004489628230701077,0.1105340001284222,0.12449068096695574
ADAMTS3,0.04079711594482318,0.04214898131456063,0.02403918024592367,,0.03338584581775333,0.02794026283457794,-0.22737506804069296,-0.021668518268654527,-0.03799741141529448,0.09583563877630293,-0.06265864924289971,-0.023722806215130825,,-0.04768381968164277,0.03621173390379205,0.08562623022428299,0.04832187177801948,0.02710824053994516,-0.0179316598443104,
CD34,-0.01349358707540181,0.0017319458450423839,-0.008387912977892193,0.01140750299443563,0.020368879200919066,0.03449316590111448,-0.13073475865580497,0.052986367125674505,-0.013245428870070174,0.10309204137745659,-0.11553307447357364,-0.005000076212854665,0.0309470038967553,0.08753108896006807,-0.041523882648600415,0.029856378290122162,-0.05040660644104274,-0.017965051811484806,0.07131149185843656,0.07578237379108847
CCL23,,,,,,,-0.031404386632860395,,,,,,,,,,,,,
PLAT,0.02525800233449647,0.09182624461494535,0.011036787999708695,0.09497738673363432,0.04385883818168586,0.29043932870531186,-0.21238346516100984,-0.08381898847998018,-0.028661030808556035,-0.023158724734602627,-0.009530880488620587,-0.0576545625766826,-0.007451978504903739,0.10891576821780302,0.0987901213013754,0.07949488119135499,0.0775056757171039,0.027801925654690685,0.051092444850558846,0.008321303202088395
NTF3,,,,,,,,,-0.024506498921606928,,0.016543713787235074,,,,0.03552554730249511,0.07766242376041367,0.03625591981545854,,,
LTA,,,-0.009304735691510089,,-0.015508542796554427,,,-0.013303936909523082,,,,-0.020549320686149626,,,,,,0.11372286723778152,,
CKLF,0.011725703190394147,0.0034624389380954216,0.048652204325524806,-0.0962973916213872,0.016236910896260143,0.2963655541141815,-0.18676133536610792,-0.016890886733984777,0.006071693383093081,-0.16307083646440504,-0.11378688393122502,-0.09903372918315546,0.1540015630595898,0.0294651029087998,0.062325021402135174,0.1605183428496626,0.02223381419970819,0.02996124349808439,0.02428038159298358,-0.0961348882256401
APELA,,,,,,,,,,,-0.05811730989946314,,,,,,,,,
CD24,-0.035868261371278805,0.0697689250297101,0.21749466028724346,0.02142026200763157,-0.08517324018169954,0.22970712008629873,0.03469669969339431,0.04010074440304615,-0.021743045287322328,0.004985715549067037,0.0027095004017102754,-0.013452041288256575,-0.06656410396476681,0.12685103227655226,0.030087012655021842,0.09045396860407015,0.012539184003946073,0.04394769854593317,-0.06641114621087185,0.07590275377563473
HSP90AA1,0.01225950197763549,-0.029775822718975727,0.039655415569778314,0.04056888968347181,0.026496060871505623,-0.3780590272538533,0.28341501949338554,0.03296354987116228,0.04196473245003035,0.3644544697154318,0.007856429272740564,0.18663931761366284,-0.055445224946355856,-0.14437609847258726,-0.04062469159734102,-0.15217867469722687,0.01942189167738767,-0.06644436677453233,-0.07515801643093085,0.1299649807909565
BMP4,-0.023144517926547686,0.011423958606720307,-0.03507708377498795,-0.050632482456040184,-0.03172047418314642,0.3554692256299542,-0.020312673980180582,-0.012425111600592509,-0.03336732985726373,0.006591935684919155,0.21465290499780132,0.05950127302268269,-0.014606518790024413,0.13419177027595589,-0.004666923147206598,0.045221789474441755,-0.019409226648039034,0.10966213836290566,-0.006671365304530008,
SCGB3A1,,0.0077559069300916226,,0.015087048544749536,,0.0579842021021007,,,-0.02060695256639874,-0.03945445281942421,0.023325927270685623,0.033382900311908686,-0.008284541969238056,,-0.03851745955612532,-0.014140894472254858,0.042999918388469435,-0.025056284426146894,0.016149080109975796,
IGFBP4,0.03319480857610566,0.01948177470574524,0.017560775245483988,-0.09192409137770646,-0.049453460878465014,0.24237841130804536,-0.1276606253035664,-0.040942629633434174,-0.001383837899615433,-0.12248487745059473,0.030399823568443063,-0.030950546774635945,0.1254213768367289,0.0611173823095368,-0.005058132293987898,-0.14230341817327424,-0.0039463963104427536,0.09616740680272284,0.11601295379394375,0.047565997726158764
RSPO4,-0.021582300367471313,,0.039110493425690736,,-0.010171192142422047,,,0.057239931452184215,0.03378641667382167,,,-0.0285051429088301,0.08779661819065585,,,,0.01052665613116753,0.08792945655615547,0.07652500654766609,
LEFTY2,0.061831630778564725,0.061639346284746196,-0.013503850221448005,-0.026639091117449634,0.0278034676819506,0.09231318108825141,-0.1584911262174084,-0.0381053044652584,0.0038039576538585187,0.018430656969217415,-0.042647524891930966,0.06842716387524653,,0.07333790606662438,0.027508802537244723,-0.04616823204484236,-0.0252849403606548,0.09932570770485968,0.08245195626539249,
PF4,,0.0002765456550813855,-0.04436183088008198,,-0.02317075926474862,,,,,,,,,,,-0.042744409437035946,,-0.02739570789670827,-0.041067759465298274,
ANGPTL2,-0.020335483651319514,0.008801815865615183,0.03703748330205897,0.01808498679152196,0.02984548615497954,0.4110169433597358,-0.17194207234738604,0.056435053008245875,-0.025387151107894603,-0.20184234726507796,0.12746283948356013,-0.16880756074045117,0.1618205663798345,0.13725125038971794,-0.015458528757747574,0.049447029368431455,0.014536069840132369,-0.019960437621051434,0.05685893820487486,-0.05004321300544091
LRIG2,0.07404569714915538,-0.03790976046924789,0.037066071979297704,0.0011402414991840033,0.033537309685315694,0.21095035804587098,-0.059336783746733464,0.039883306261977156,-0.04120316233087373,0.044729528451233694,-0.018665387748823505,-0.04245064856819611,-0.03048996836238191,0.14783853978674869,0.002743913889470932,0.09815972192074791,0.006376521417957162,0.001041063631303996,-0.006460234738858779,-0.03488061645936448
ICOSLG,0.022180086493426922,0.05604645524806796,-0.000673747071048481,0.02836316707579566,-0.01603420599387118,0.17381515915770526,-0.10516157755050445,-0.027429340352202496,0.005721331494269298,-0.13911908538392215,-0.039126301641258146,-0.047396520871562355,0.011366973025060975,0.047684220768417225,0.0024160316151889327,0.12635525829850808,-0.008788513175405303,0.0943115902886742,0.05562880077425189,0.12040623914621612
WIF1,-0.05022546231672388,-0.045040632328437476,,-0.01756260271069362,,-0.2706440327376422,0.2542346675675506,0.1270865737342784,-0.0004479416721477381,0.09060052730536561,,0.12738155594763823,,,,,0.0004925544718240289,,-0.011970788500707912,0.1731665286133344
NPPC,0.014618543017533315,0.0678680667366226,,-0.00015344779200061691,0.003942508014168195,-0.04093103957033093,0.06679138744367902,0.050374678117925564,-0.028638616919294917,0.16935687578936826,,-0.10765918995712466,0.02570335259642739,-0.014559608340992984,0.10999133706944982,0.07870594968852905,0.03914346579240581,,-0.001993474830813726,0.08314239334593948
LYZ,-0.0037983608766720104,0.02861388907679326,-0.05627174309182573,-0.10754337301805551,0.02213426750741598,0.10001157228411543,-0.12867523343913528,0.019840064526985543,-0.01663115695604206,-0.2487217783897213,-0.09676465418527232,0.006227589975317793,-0.02371089976985175,0.03694404477891879,0.01785406359187917,0.06633214745531833,-0.004646809708111715,0.09644723330353339,0.037126270080618244,0.0430447561125926
EREG,,,,0.05943314477911576,,,,,,-0.06215684702950434,-0.04173806673921836,,,,-0.01151186494119314,-0.004522986925856397,-0.02007143048729937,-0.00954226332325532,-0.01536437740758192,
SPTAN1,0.06445638528244835,0.013988128986265225,-0.0005134083249551463,0.07210969498751506,0.08741151369915463,-0.12774569921417925,0.19614840813096426,0.01894465453719302,-0.025327194439616906,0.29295323282504365,-0.1001598705066869,0.11022078175382738,-0.04642665244115803,0.09146528531696964,-0.002774401038039419,0.01713972621793122,0.03861920673217059,0.042028890345951385,-0.047809932700999945,0.10436799781567481
PTH2,,,,,,,,,,,,,,,,,0.027148249120579497,,,
LIPC,-0.045265280509081456,-0.006370651790042736,0.003434989149705817,,0.056542727152574364,-0.031008207581201385,-0.06560715014139833,-0.00886903239202918,,-0.01741459287429133,0.035324972964914825,-0.02176012256890863,0.024507391304085156,0.10793005255809353,,,,0.09430310223871329,0.031108893721164158,
COL8A1,-0.012522399765624827,0.06793494011725018,-0.02632853195024078,0.032833594263628293,0.003724699459750589,0.24913718176618663,-0.09679566469158417,-0.018898830140001585,-0.01678711035445868,-0.14620898112457562,0.23247000636411036,-0.11202204958054168,-0.06890240956860907,0.07249787650488003,0.07675459940561855,0.04344596736957236,-0.07411045833145646,0.05761450886739648,-0.088544765865374,
GSTM2,-0.015774411107111804,0.08217085007575285,0.015349437427920718,0.038312160176473195,0.002550098410721602,-0.02231065972196787,-0.07773716075798281,-0.03678840770358432,0.007039995127152162,-0.04311044067604387,-0.03895438501407531,-0.05710372366154859,0.006769302502114814,0.07853445386957324,-0.0026851639327719937,0.06696492871582288,0.04923959114381408,0.012486896726178701,-0.04231866081054355,
SPX,0.041949866849310645,-0.003396699215288839,0.05304021286410987,,0.019337821922994984,-0.06091126801733002,0.1505699501257314,0.0216617002198167,-0.0011690513427052333,0.10316142553298649,,0.21665336000092186,,0.003984728027364845,0.08179822315371797,0.048476505072703666,-0.052604705142339295,0.04466570796944262,-0.010833114890213645,0.06007426364402045
MFGE8,-0.06185245925464304,0.022032723078343846,0.00765753182895106,-0.050324021982651235,-0.057572378086673995,0.12997341090856487,-0.06128150846646315,-0.0030260219424236043,-0.04216531040548124,0.008632905043932328,0.03683274505054861,-0.03318959958533555,0.040108158597336366,0.06696099043152455,-0.06807093650948148,-0.01089022076891549,-0.08818390684291474,-0.012973728767600704,0.04216419227544185,0.09057514067493376
TGFA,0.010501883047520973,-0.05530699822161446,0.0674837545096808,-0.037039585309809775,0.022787479837029476,0.17581680695418012,-0.13724350545062675,-0.06693829042215833,0.0468502389291699,-0.0945322885396638,-0.048426777939142227,-0.07634954356310802,-0.020595628081545324,0.028146041627048004,0.04400760872313304,-0.005810834180562097,0.07588753755697379,0.0844992825995786,0.05642098504151229,-0.08176138222068412
SLIT2,-0.04373798959141805,0.039804405502399935,0.06618229704167541,0.021992202431947,-0.0054960840599713396,-0.031103110086289788,0.1374201954895961,-0.016164594646475232,0.00407677671247605,0.1025152311568175,0.04573011590192097,0.10598606502183013,0.006948566853173441,0.06889739788051785,0.05952629533154163,0.08208060654218235,0.052490753987626676,0.02708669768763176,-0.04728249070636252,0.15847903851437442
PLTP,0.03491029334718172,-0.023462474636643648,0.019502717639773105,-0.07057807896599169,0.04549854745645532,0.27035340450065654,-0.26203709820294374,0.010866830762174868,-0.02630242782442035,-0.3301374965237829,0.021362064176060565,-0.009546077479775051,0.04161997969403853,0.1831590746198514,-4.3568742466952896e-05,-0.11876146037389136,-0.04598014228504979,0.057804189855230066,0.11073818515594039,0.004078320903309924
APOD,0.014523785666272084,-0.00962049130583086,-0.012681572526974936,0.015290864108909175,0.08199925785014522,-0.142758943409019,-0.21615361708940825,0.029427396247945412,-0.024541186234269978,-0.2417413771826784,-0.04132426653318019,0.07268257068476354,0.14437973646145114,-0.18879769773416638,0.009775037317434065,0.10389479347440687,-0.020185313504582223,0.11445399283868489,0.02064632990442304,-0.18539628819095388
B2M,0.019985806391000855,0.13440760070738222,-0.09924080381844591,-0.05567997829655504,0.04158982420279291,0.26108267219086223,-0.29520413669275924,0.036194579039180844,-0.014188329823154919,-0.3548983036181166,-0.24855257333058847,-0.15490739933619055,0.0223764847554157,-0.0662105303173293,0.0748405390574529,0.12236545095476126,-0.018411093242384217,0.061175399647099046,0.06116671879118293,-0.20955619120555155
OMG,0.07377997015786629,-0.007978308301705388,-0.06829514483687914,0.014546151468443494,0.03038538585592994,-0.09407359262611492,0.028615594663019293,0.02525941800534686,-0.04367646093260614,-0.023206072425641818,-0.031582706850610584,0.13940846357915396,-0.023955399121358606,-0.0667863678385775,-0.021711158861879624,0.12836754125089042,0.02771804114859026,0.11884074158276309,-0.0562709756974656,-0.0684832403151658
CXCL3,-0.050765288609933984,0.039826494666393764,0.043838510735667094,-0.03402607541116713,-0.029746407468138947,,-0.03623744354456376,-0.05095588441048963,-0.022045080192073747,0.01551770057317513,-0.11956012759552993,-0.014799232096312313,,,-0.04184446829733669,-0.014431902963128958,-0.004033942641569496,0.06790378943218282,0.08568938658710142,
CXCL10,0.14643681560075242,0.05448075944343237,-0.02076185722466893,,0.024449589223208733,-0.031705394974676594,-0.16559667054058466,0.032414892827464216,-0.016258422568417148,-0.032149378638943224,-0.04303467345967075,-0.023517770770975627,0.0009523432750080077,-0.03079416104247596,-0.0032440904840497125,-0.013456089661158068,0.036761082649443735,0.002772703150395189,0.06017324699114118,
RSPO3,,0.023943518190947928,,-0.045807664148426304,-0.004468880467703248,-0.06489881726150044,0.06757842430393432,0.0004510522069339563,0.056579690753243386,0.17140278599872405,,-0.015464912313387648,,,0.017773496167646126,0.03572226699416521,0.005374192767637312,0.12917857416334994,-0.0066642641649300146,0.1481881499545734
CORT,-0.02419756126377831,0.07903574835513508,-0.03198366600801658,-0.05227307564153073,-0.011498485830632864,-0.021196225974638147,0.10758632166617897,0.053398759130126996,0.002363388546954822,0.06856409043961653,,0.05817446841406223,,,0.020017150924267802,0.0064180815643014345,0.009391552320472755,,,0.026988762064409713
NCAN,0.1523539998872071,0.08824283102797356,0.06842478088880863,-0.02147347311746086,0.01616283630468487,0.24843468185454523,-0.11382679933819638,-0.03005530384719417,-0.04371748240963849,0.17097727071972624,,-0.11333017713345447,0.04965484060862846,0.010580666703564492,0.011244813586959534,0.06309053000011594,-0.03962977945351233,-0.10297479618776348,-0.03944754494873269,-0.04074571418601162
