,MGH258,UKF296
BMP1,-0.027086140265385927,0.03321928731460144
NDP,0.005419975855769058,-0.048006810805263395
TNFSF18,-0.018422630021064774,
RTN4,-0.07021450354527828,-0.015286176796427357
HEBP1,0.014261274046407809,-0.011524795487191096
WNT7B,-0.01622976003574027,-0.012626034856331863
PTMA,-0.02788325874360782,0.044366009777091625
FASLG,-0.016229764623851856,
CEACAM1,-0.0019112158014260418,
PDAP1,0.09695486701263258,0.011994477328739412
QDPR,-0.08470253788815008,0.05669476175300543
POMC,-0.05261571773990801,-0.033959024006190136
CCL17,,-0.015627491721569832
VEGFD,,0.08762087978460936
WNT5A,-0.017943770636839166,0.009502267889756959
CXCL8,,-0.010674801346760226
GRN,-0.10042826605666126,-0.0024384559826539313
MIA,0.022353188453585887,-0.013036696290065299
COL4A4,-0.01879604502070601,-0.02190061299324656
TAC1,-0.016229755793904715,-0.06867321321129329
RARRES2,0.06678472476521785,-0.006671117853456783
FGF7,-0.005531392745718863,-0.0375984988362497
HBEGF,0.0052476832124009895,-0.029437965400532305
PCSK1N,0.039855990175281415,0.026073847792352084
NTS,,0.03619416835433613
SFRP1,-0.0035298429424053175,-0.01562749187895151
MICA,0.014624046924520979,-0.02507408217908587
TG,-0.018796040784944897,-0.011309547894624348
ADA,0.06499608879046195,-0.018367615295316986
LAMC3,0.07779209320411702,0.020667126026316353
HMGB1,0.029177563013440582,0.05780275379228183
ITGB3BP,0.025885605860057014,0.0005260322190563304
AANAT,,-0.013036697015199633
RELN,-0.015582416134215602,-0.013441842245365118
IL15,0.10753864203757924,-0.028020134266723482
BSG,0.057983372617702825,-0.05202111150471275
ADAMTS3,0.036962028273076555,0.026964114323348255
CD34,0.008219797726659593,-0.024391306141835243
PLAT,0.054777178543095176,-0.04837997740730775
NTF3,,0.019301689730859366
CKLF,-0.01458038045011437,0.0020058421747403948
CD24,-0.043431919636518074,0.04459273274524664
HSP90AA1,-0.04897968934728786,0.013477109844578821
BMP4,0.07489137271576218,-0.0033563278688401583
SCGB3A1,,-0.010996581440206061
IGFBP4,0.04802261938190124,0.012278534155525631
RSPO4,,0.04074447640468785
LEFTY2,-0.018610199097672312,-0.01205788427659335
ANGPTL2,0.02169974243330416,-0.0009571654041323781
LRIG2,0.012614891841987486,4.3439729305478464e-05
ICOSLG,-0.041578980087592705,0.033933329299779866
WIF1,,0.03469646475983763
NPPC,0.10277091726318212,0.060395191909703536
LYZ,-0.04273789778443219,0.011473921215319245
SPTAN1,0.003224657249750826,-0.002388945280908894
LIPC,-0.024064558781166593,
COL8A1,-0.0035598442074452705,0.03780057296536888
GSTM2,0.08822536750671522,-0.032502323192542454
SPX,0.013500377154891689,-0.02461397588802698
MFGE8,0.040555793567084164,0.026214355961845962
TGFA,-0.015257606893284913,0.039933279445320255
SLIT2,-0.01934385159486279,0.022139627531468548
PLTP,0.024680426169057256,0.07444015159989965
APOD,-0.13452759670738815,0.0005618909147324297
B2M,0.06024701781036,-0.02225378478931766
OMG,-0.016222814663406283,-0.03293576102639714
CXCL3,-0.01513651125838728,-0.011764015999303953
CXCL10,0.021601519826376727,-0.0178704013312812
RSPO3,,-0.028566602282635568
CORT,0.006437691070700883,-0.014490263655256201
NCAN,-0.05169494781013702,0.020281174875513168
TGM2,0.026834943898289904,0.007802149266173621
VEGFC,0.005942156449894795,-0.0237095465152413
NRG4,,0.005977957285859703
COL9A1,0.12727924638153842,0.002874711710927609
GDF11,0.014779333647405413,-0.0023976881929173507
SORBS1,-0.002384485739338822,-0.0043212497264187725
DLL1,-0.039433291660589065,-0.01693701005899075
TLN1,0.07680200142935753,-0.00728435743842116
COL2A1,-0.017654292908429042,
SHH,,-0.012626036650258054
PON2,0.039770086835959194,0.05777633093964291
ICAM5,,-0.022347253269924993
HPX,0.003450647602681962,-0.010996580319131066
SFRP2,,0.005638667718218521
HP,-0.006136384287347653,-0.014027874600996932
CXCL2,0.02028450230807999,0.09985233626907486
CCK,-0.04038996658147947,-0.027655600974005917
SEMA6A,-0.028715917634039457,-0.038595360730303625
IRAK4,-0.01456892696677598,-0.000482827627326719
GSTP1,0.03978458968471423,0.051462628557657195
VCAM1,0.004313654451385591,-0.030312216699809442
NXPH3,-0.031112454273215562,-0.04058273168839059
MTMR4,0.026856237991540743,-0.03626970238277683
IL10,-0.019523368476555353,
SEMA4D,-0.07082548012629297,0.039705902207498686
TRH,-0.017258377020981163,
SEMA6D,0.0005584750914247865,0.008761439718628174
PDCD1LG2,0.019026697180919566,-0.04218746210386424
SPINT1,0.018020486314181322,-0.017970831546770108
CTHRC1,0.026707514663426423,-0.008164504270365499
PODXL,0.007982894129828907,-0.0029942035530181547
JAM3,0.030804529499052644,-0.0025079992000959428
TGFB2,-0.05066430033098131,-0.003835458001055119
COL18A1,0.013072706909151022,0.0050885545401238436
NODAL,-0.02730363907548541,
INHBB,-0.029797367225594958,0.004657200745787631
ARF4,0.0019509124344027347,0.009025976692414825
CXCL14,-0.07297239427112093,-0.043252794737860284
LIF,0.017685022368717433,-0.013036697015199633
ADAM28,0.000596477368811764,0.01412561081371437
TCN2,0.0014017104330698647,-0.032657539701245325
THPO,,-0.013565921244059618
CUBN,-0.00943703634661305,-0.030857046761754593
TIMP3,0.03565305090167059,-0.01702919430143293
PIGF,0.02393818737928894,0.014024670401307856
CRH,,-0.024544708917398628
BDNF,,-0.02206843543696627
CCL5,-0.05570250531148981,-0.0338991980142827
GAD1,0.08243284672564721,-0.0532612296755876
COL14A1,-0.03345681452828304,0.04807115765134134
HLA-A,0.05496564624292058,0.017221281712221342
CD5L,-0.03299728985474822,
ADM,0.006834200995465575,-0.03188166273612074
CCL15,,-0.03870575727714002
GNAI2,-0.04714236205842157,0.04603922012005747
HDC,,-0.01651476423530514
COL11A1,-0.021735676744579515,0.056197742380141594
NUCB2,0.009464623519001502,-0.003044405163608475
CXCL1,,-0.012345069321515856
VCAN,0.09578715106356592,-0.030453628131204873
MMP7,,0.012268911687072238
PTPN6,-0.0318901261104434,-0.0012874887501180697
PTGS2,-0.010075747764974517,0.06180454185240976
XCL1,-0.01685392041741496,
CD58,0.004466066779791205,-0.055950816083049575
TNFSF14,0.005934693186911955,-0.01205788427659335
CNTN4,,-0.019651946125471772
BTLA,,-0.015398330631483778
MFNG,-0.024340667250809557,0.027883397471198963
ICAM1,-0.06426652333306902,-0.033568696986299974
PROS1,-0.006112258773913634,-0.022327254558109497
CLCF1,0.11178212408602028,-0.03293183473230904
PSAP,-0.15463281548410862,-0.04052753184659587
EFEMP1,-0.02286786733340289,0.014809731582788314
C1QTNF1,0.04216945520567377,-0.004447460564113097
ALB,-0.02537318289825975,0.007390402862770142
EFNA3,0.002822562457553691,-0.027596600742068288
DRAXIN,0.12841867039550564,-0.010996581440206061
RAET1L,,0.0967011278448378
NPTX2,-0.022254958079765116,-0.0037503890062492167
FGF11,0.08690485196092182,-0.024924816103589997
CD59,-0.0016650068180130585,-0.04166584437936098
COL9A2,0.011074045599065352,0.02520985243156174
DLL3,-0.08514870127953103,-0.028309832853955694
LIN7C,-0.03475361440411927,-0.00836040137504065
GDF7,-0.01745736860760043,-0.012057883808023947
PSPN,-0.02146385202598177,0.010082271333080978
ANGPT1,-0.007021562575258104,0.011039673878158995
PNOC,0.04983016700845152,-0.020753200552487396
L1CAM,0.04525215700183041,-0.02493542960405494
APOA1,0.08443012264736481,0.041269355494231996
PSEN1,-0.00771023634547235,-0.016047926710671834
CALM2,-0.0029754726368347354,0.012536315680444044
