,UKF248,UKF259,UKF260,ZH8811Abulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.015954306015454802,
BMP1,0.012957750519993112,-0.029609506173752787,0.0139212556062675,0.07962751913072645,-0.005096431119574324,-0.015820423751216842
NDP,-0.04079588527226951,-0.026652235816408954,-0.03429898206605422,0.0793287339594092,-0.04839863621490865,-0.14331833997306584
TNFSF18,0.07676977953184355,,,,-0.02691206191094251,0.025471280291715942
RTN4,0.03803187204182569,-0.08549870099858775,-0.014347872708364658,-0.020616866143643834,0.04204189821064842,-0.07032153200717835
HEBP1,0.01812500184271601,0.00897373859757892,0.012920956358213833,0.014461166210663087,-0.012479287969933797,0.06457613080862887
WNT7B,-0.011091241079147855,-0.023719154191957796,-0.02530903780288878,0.05492970512477649,0.03845837673789463,0.07350668575302206
PTMA,-0.022968280625460632,0.02231785523240206,0.04042461111280766,-0.02317847745197158,-0.05241578055196659,0.16630988146857523
FASLG,,,,,-0.013837164164313806,
CEACAM1,-0.01690916590593718,-0.016732865567444067,-0.024875246853629757,-0.02511650407317841,-0.01925238162515214,
PDAP1,-0.05491254945511088,0.008283692304678191,0.0797990147578291,0.02606484508405621,-0.0071944153493174665,0.11529299132018794
QDPR,-0.0036546549100846225,0.031034211583544975,-0.04657932338856499,-0.037109298273852676,-0.04827914429894049,-0.2054569908908223
POMC,-0.04007661198077062,0.11110046960243267,-0.05005487897222763,0.01994686323645585,-0.033468350111913465,-0.08679505502128432
CCL18,0.10899507248941741,,,-0.045962894359954515,,
CCL17,,-0.01587490051783942,,0.17957843315904137,-0.012541835129944567,
VEGFD,-0.021101048105087707,-0.01768639223769981,0.0389706001506473,,,
TNFSF13,-0.01592352802876096,0.09249822244937565,,-0.03419187702613379,0.01906440369267313,-0.08047347081279528
WNT5A,0.025321331597785168,0.01611874311282451,-0.08064101166398228,0.0534706670641759,-0.017377950878191755,0.1865069042315116
CXCL8,0.15342610252259375,0.04636899183203883,0.19390108298421332,0.149831733567891,0.05390029712653453,0.3444800839021013
GRN,-0.00382942572579298,0.015182512247407161,0.04726665725482409,0.062372354088116026,-0.0491441443922728,-0.11433218989797493
MIA,0.02878483156961676,-0.014575884487782825,0.046619825764867534,-0.06381206258392448,0.001504059760127863,0.05258732829700061
COL4A4,-0.025342179285803134,-0.03826065411725851,-0.0743132753711316,-0.027148082939042882,0.028946777505273694,0.07405855925333782
TAC1,0.03566202413605262,-0.0247809250935387,-0.06817295557872097,,-0.016487517585785944,-0.059372362181495865
RARRES2,0.02722817162142538,0.058433974789743375,0.07519050214020644,0.09235603103751823,0.06927062205492247,0.35453736119778745
FGF7,,-0.007860549512393082,0.054550042880592314,-0.013692461628210726,0.047689275564063965,-0.0594492407443529
HBEGF,-0.023408255729187578,0.033823678296657146,0.08609483094881626,-0.01568825468252556,0.10867833379992879,0.15094472832959246
CSF3,,-0.018921497236470755,0.208321381648,0.15258285379708242,-0.013204617585399968,0.28583646752018876
PI3,0.1985686237525899,0.16029598313691398,0.17760656535325287,0.17619443275379681,0.13649596348607476,0.38346726870041026
PCSK1N,-0.10046773292153492,-0.09058705800335873,-0.09043059085510952,-0.04752277921467043,0.04997307318121401,-0.2741746810953946
NTS,,,0.039439406368798745,-0.041569741391190476,-0.019554238046246973,
SFRP1,-0.026783956712160877,-0.01385146432371856,-0.02715079744374808,0.005621940962852476,-0.01909984709357775,0.03588811345376412
CXCL13,,,-0.026906786998276633,0.042935015579055144,,-0.011759122416680454
MICA,-0.010350572125951165,0.06080779083579203,0.005300010141389635,-0.027657534064638722,0.05532711888766527,-0.038593984770182055
TG,0.008095543450536057,-0.014947924551564577,-0.03800444488733691,-0.023676921540762782,0.02420392704450868,0.017424873647408804
ADA,-0.010268102134593926,0.07939868203303083,0.010684108521221402,0.01464815896332472,-0.044904016028055486,-0.06887086202696446
LAMC3,-0.049169546467380074,-0.0003339743575505209,-0.03432307601036393,-0.029862044656372936,-0.07662843436348292,-0.1414333726591187
CCL7,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,1.0
NGF,0.0819687341510198,0.012623035867329876,0.06123762123857446,-0.030843857620600865,-0.04142803773112583,0.06046980701349788
