,MGH258,UKF248,UKF266,UKF269,UKF275,UKF334
IGFL3,,,,-0.02180532225370617,,
BMP1,0.12297922583848425,0.05289320308144458,0.009501516622594061,0.09408383759866941,0.026851154451924396,0.09488502495889142
NDP,0.006961026493725577,0.03812644012930179,-0.0056888017157500324,0.011400396314882088,0.04185061472382842,0.061432255126442153
TNFSF18,0.0035078594239800766,-0.005254069464283893,-0.0123990993086701,0.11544921904725841,-0.014339159142729778,
IL36G,,,,,,0.017123271102765954
RTN4,-0.17049400216655058,0.09045764968586509,0.08842245285517747,-0.07838768722429243,-0.008933972246061645,-0.05192189740925465
HEBP1,0.06642747459947795,-0.011444288979509672,3.85435487932484e-05,-0.00397276644822383,0.02513360305510415,0.03067214633312465
WNT7B,-0.015433696784750655,-0.03424465835860595,0.026596358481436325,-0.0388761139584289,0.011001359288433656,-0.03178239855112186
PTMA,-0.01740218268980072,0.013068605700676143,-0.05167897541503719,0.0007062882065114897,-0.010531722596746498,0.08886701163525419
FASLG,0.017089055563237438,,,,,
CEACAM1,0.08669008462071978,0.018908218884888087,,-0.005728013477635862,0.049941136439609596,
PDAP1,0.0733714649278045,0.02425220647694421,0.010525393719028425,0.09284561481287057,-0.0040918059239222725,0.0166581622306462
QDPR,-0.19391671228098314,0.037475724753287816,0.01030642981763281,-0.08729696841564309,0.03989583259260994,0.03563605343582421
POMC,0.008022556417271395,-0.04349262650710998,0.0016111628250791755,-0.04796130218084441,0.05124172527227278,-0.0563476174412232
CCL18,,-0.022899633161559244,,,,
CCL17,,,,,0.01251096543324208,0.026283235730865065
VEGFD,,-0.02289964043326533,,0.007990891963634499,0.025174293337289946,-0.028310743165323858
TNFSF13,,-0.01728080351609305,-0.012024539731384185,,,
WNT5A,-0.004620229902187138,-0.028805694660995328,-0.031988264627499284,0.05505084787115081,0.062136615388457814,0.06994968634776928
CXCL8,,-0.03890508575998083,-0.017104127866400625,-0.03908808885573193,-0.0002650230421636206,-0.009200521179146751
GRN,-0.21819920710105872,-0.08913473122600633,-0.012358257895365871,0.029889454317769373,0.006207941100305489,0.002770454963911868
MIA,-0.005690411090031191,-0.011942221222538251,-0.021742686901656337,0.07083507228954182,-0.02655737145996421,0.0712673182950535
COL4A4,0.0008268310970585811,-0.027502273372871606,-0.011440818305246243,-0.0214875265773388,-0.018671160318933667,0.05517254039473925
TAC1,0.13150988551323547,0.02115582275826134,0.060323469762161464,-0.08767092650137569,-0.020391231346325964,-0.06665476323787205
RARRES2,0.26631195674780417,8.25705904122822e-05,-0.06800195882874172,0.08342291535549615,0.06414930077168413,0.033837521275380415
FGF7,-0.05683052623449212,,0.016847760261127533,0.03147475818311042,-0.009032307406964228,0.02306459874175597
HBEGF,0.062248537776618366,0.004612546350367152,-0.04541790833967401,-0.026693620577730726,0.0006470521864878649,-0.03188324480789814
CSF3,,,,-0.02273338953529548,,
PI3,,-0.024091379574665003,,-0.025598096665007182,,
PCSK1N,0.16575191550014623,0.0329245998475888,0.06264485613657797,-0.000663351382214598,0.03856611191951641,0.024071160622396743
NTS,,,0.17139234176787432,-0.02794207036933179,-0.021329630281037477,
SFRP1,-0.06830239278441885,0.013822453255125542,-0.04250685177929934,0.03619772124231468,0.07047947119369916,0.018503085261882848
MICA,0.12694599568408035,-0.04724520646106456,-0.0296446508839451,0.019083908892182377,0.03953179803612165,0.018950127233249455
TG,0.06831742665796832,-0.016555271529546407,-0.016121184009154507,0.043318828126583456,0.09028460213666165,-0.01250012811211464
ADA,0.09143521703665272,0.038184243896087045,0.017968934908806165,0.04818097959174437,0.0023689877323626192,0.10573668870518596
LAMC3,0.06390174710137665,-0.027124563548741206,-0.04158245418919768,0.022368216707542275,-0.012321002870413348,0.016768827284939225
CCL7,,-0.01456610120058562,,,,
NGF,,-0.025009272422129893,-0.01538393352072768,,,
TNFSF15,,,-0.018679467960946893,,,
HMGB1,-0.0381013219256849,0.07024511777627186,0.02125394082570245,0.06974340345441263,-0.013990321381819399,0.053044685761828886
ITGB3BP,0.030929369606754967,-0.011544127974606418,0.010423621147902224,0.1071564404784267,-0.015903895991403686,0.13031434175620946
AANAT,,0.012255712143503517,,-0.020506132570018307,0.0006804405612296844,-0.016042179724547845
RELN,0.049655757718841134,0.02095987476054516,-0.03254722250839414,0.004727424110409725,-0.004710894930755428,-0.021863993420605753
IL15,0.053196246576801415,-0.04605760311328514,-0.013291551935752296,0.05048859218339948,0.04332965803668901,0.007838127904068643
UTS2,,,,0.036526312131249856,,
BSG,0.21090082580373967,0.010980572556209819,0.039087952830091435,0.028385061233332228,0.046142358436671284,-0.013020199441317725
ADAMTS3,0.1380400084089857,0.004307694416507473,-0.02140884508988245,0.06278043873367037,-0.0247005983933327,0.013778515609793221
CD34,0.16832450360616505,-0.0198968145922161,-0.02014549556555497,0.08085115108883079,0.06679870795307565,-0.02843947262644818
CCL23,,,,-0.023332723730385495,,
PLAT,0.10894123337852678,0.06646566328621173,-0.027306776936417112,0.08637365303904959,0.03326893388657801,0.0677359373277942
LTA,,,,,0.055220266115915184,-0.03286378096164814
CKLF,-0.0436332129646686,-0.021532418324908407,0.005747598816634353,0.12277668522786316,0.009925004663728716,0.1193457309355307
CD24,-0.060662654825140744,0.06929557988826007,-0.026692599327722704,-0.0038088240015533618,0.037100351917490365,0.03207362057806978
HSP90AA1,-0.15197390862193938,-0.03454035248400232,0.07793832079910659,-0.059403994462219466,0.07768571678133886,-0.059436083250641265
BMP4,0.032248361982905344,-0.021549928263054866,-0.053262643213533994,-0.0485074552370062,0.03233690125500411,0.059167816967313956
SCGB3A1,,-0.014566099743994962,-0.016966901124543594,,,-0.022931911749711216
IGFBP4,0.08657764918284241,-0.012947649389799316,-0.049130244296223695,0.07897959065658318,-0.02865802734310245,0.10026260164673498
RSPO4,,,,,-0.01814971577863924,0.04035133531387901
LEFTY2,-0.03104063085804238,0.008783860160735074,0.015236328527921127,0.07108563725391574,-0.003329464475905288,-0.04056997058646592
PF4,,-0.015109990283371344,,,,
ANGPTL2,-0.005955644272903502,-0.007808147336259158,-0.00558918730892808,0.015533078503517905,0.011704874232034038,0.08005673508714829
LRIG2,0.08191182751024544,-0.017429574852631614,-0.0416664513881107,0.0008273836130905571,-0.049307061002225504,0.03348756445074682
ICOSLG,-0.08275194679332123,0.018872221801371797,0.024588541544764378,0.026816942730364,0.018123557838891673,0.07185783240039645
WIF1,,-0.0016741024066613914,0.07929261968844864,-0.016527368715717774,-0.014005705777969182,-0.04660318256131326
NPPC,0.19945618831222156,-0.020234047054194994,0.042646888969529215,-0.019176826750010503,-0.027320681845323005,0.057317738036109254
LYZ,-0.10839361195121501,-0.04216970269048324,-0.03802697829384031,0.072661894221169,-0.005073487722488939,-0.006762975144650478
SPTAN1,0.22287209489450507,0.08159145666629991,0.042523293718129435,-0.011177508626225222,0.04713503841341566,0.03713372420821459
LIPC,-0.022818911922910294,-0.018498599689097398,-0.020611788920619663,0.05279012053110076,0.0007803141247929652,-0.005020239019717735
COL8A1,0.0026910608837677893,-0.04696573587835772,-0.04189375531373674,0.0005895660183970274,0.002005486252578497,0.11900610786629445
GSTM2,0.01260196289607158,-0.0013154546449030968,-0.011239796903855103,-0.023132579052679795,0.055118258364053,-0.0009324398354034173
SPX,-0.026453281142438105,-0.0299185624256759,0.031322983084483384,-0.05003425222436734,0.011363929679488152,-0.03423734757834108
MFGE8,0.08511396897728596,-0.017251909630925658,-0.06125590032642758,0.03331451545992239,0.0034322772247958413,0.02959124232688487
TGFA,-0.09220269306736213,0.0389457949722059,-0.013119337843362057,0.01041868427628132,-0.060529453149765926,-0.026812324460256068
SLIT2,-0.045319449408800484,-0.009358448958117684,0.0013024293368017277,-0.010421138652499051,0.05192601857371807,-0.03515563848788396
PLTP,0.056959219597786645,-0.0701994436462149,-0.036718693714392715,0.03993332510587807,0.008113292478226038,0.038567354568291065
APOD,-0.2489388971952705,0.06912746619074037,0.010681993024345708,0.05247714058487677,0.03307186550368658,-0.009973047929559093
B2M,0.12243071127338555,-0.008824652372171386,-0.08417519551832972,0.08840191099223277,0.030461565766190406,0.06327901268683221
OMG,-0.16305746497789228,0.0866438103717751,-0.008595042724814062,-0.009470606371434523,0.014365516093434456,-0.016444086181352315
CXCL3,-0.056917798944369415,-0.02805036202543156,,-0.026923571818340444,-0.0551927688475782,0.035033702194825336
CXCL10,0.1385557314437331,-0.012245538228243787,-0.018168045723081745,0.07577587886623137,0.03551082570602958,0.06364734841302541
RSPO3,,0.01581116707074941,-0.025609352212015293,-0.03367215700485312,0.05813138266429457,-0.024732471628651977
CORT,-0.014224128218247733,0.010953725944970877,0.006953757336480445,-0.00263662505242629,0.0066569438408783455,0.08290940284994422
NCAN,-0.09230642905851351,0.11675695588356674,-0.0105502305924261,0.07559717850260733,-0.015165145748263272,0.1389155987973943
PRG4,,-0.021905676641532687,,-0.029169236249558608,0.059044312350733284,-0.028916347762272733
ZG16B,,0.014281656120540612,,-0.007429353221438955,-0.012399692102955457,
TGM2,0.03773227550164911,-0.035436606144364724,0.03418223624540328,0.08030943389771092,0.007691155269569761,-0.023939409367653097
VEGFC,-0.01310241343768097,-0.027813614464945575,0.030360826073107736,-0.01876983369867812,0.04381581173835447,-0.02951028549306907
WNT6,,-0.009110961752684513,-0.013633036868327756,-0.028684124305231345,-0.006930022470477758,0.001216790749713477
NRG4,,-0.013415890585652379,-0.016689357351337336,0.01937852843856887,0.0592985835440847,0.017170592167310445
PMCH,,-0.015462535888551919,,,-0.0032158480744165882,
COL9A1,0.080496572114059,0.030372603732743957,-0.00549077459970218,0.0698808244055039,0.05118941775237376,0.11632217071388891
GDF11,0.04558033594492717,0.006048984745540206,-0.0628433430860059,0.09576812168111143,0.016675043335151195,-0.007349324431987355
SORBS1,-0.021664241580973118,-0.06562936333291222,-0.053181931841143455,-0.02458734551521709,0.02799342225862959,0.0049791568517147345
DLL1,-0.01854263851719663,0.08231932922266409,0.03991419897118572,0.07317663093029615,0.021289085927584685,0.045202333798988706
TLN1,0.05114991526134327,-0.0371349049068577,-0.06804853959370982,0.03714970158574261,-0.007162880326337654,0.09275825775483727
COL2A1,-0.03153648645503574,0.04517270244019967,-0.014769698777978282,0.0316751128730609,,0.03505422847395263
SHH,,,-0.016121185732568228,0.015196215058363455,0.002036545333810063,-0.02293190974531937
PON2,0.1151920574842692,0.1283302870579805,-0.05152200700370935,0.09091068725509158,-0.05474348392567016,0.09373476290183898
ICAM5,,0.005543004935572381,-0.005810680276194778,0.006734231804994506,-0.004963070373744217,-0.03716218184215646
HPX,0.054126280380475816,0.04276869519648567,-0.01363303778797231,0.03185820977192495,-0.013123885954241266,0.027511493899960916
SFRP2,,-0.019365668427423623,0.06283305025685446,-0.02148752025004293,-0.020280487067031557,-0.044986538334600194
CFC1,,,-0.023036497510020394,,-0.015605130575539217,
CD70,,0.003632766705439363,,,0.02877869676251521,
HP,-0.04194744125655852,0.015354062532740813,,-0.058668470638127836,0.036625389755796066,-0.01173810195572948
CXCL2,0.03199502406549513,-0.021322059168418585,0.016134909677713947,-0.05540094837832501,0.03197481627115366,-0.04538776094416764
NPPB,,-0.01879167844405703,,,-0.013664486972127769,0.055163482654352156
CCK,0.09563061437838145,0.09809775055733504,0.037029379633770836,-0.05876334300937426,-0.01761212130258521,-0.03831288761798484
SEMA6A,-0.024461327314098065,-0.02187482069161148,-0.0005027834650695388,0.08979347981454483,0.029775071821032967,0.05976373457500432
IRAK4,0.029650056126541452,-0.00641217169242122,-0.03473945227390756,0.021096397115152682,0.005510402013919048,-0.005302597933964354
GSTP1,0.10989180880295184,-0.002335400442809878,-0.02431797067248996,0.14045596172138403,0.002864702582525046,0.0351305463243976
VCAM1,-0.0662827247647412,0.08926444327276592,-0.036668963279955974,0.03031663753421022,-0.02651200833646619,0.010036557984540895
NXPH3,0.01575588760295067,0.019211303622446763,0.06077307797905412,0.030802541556977803,0.019120032292811062,0.02968007171113666
MTMR4,0.06880675214565563,0.04287641936247233,0.030578877724248426,0.026174076518102145,0.07853234182335814,0.017407072471104134
LAMC2,,-0.014749502661221929,0.021549376723116173,,0.11129058910138971,
IL10,-0.012037789445925406,0.013769743592021821,,-0.0026939823968250972,0.004423902202066295,-0.02641590293421586
SEMA4D,-0.07375969797856691,0.06630227704813131,0.04055752335602958,-0.001278479058160736,-0.012230761552498217,0.028726928127288078
TRH,-0.06489664735934605,-0.034418475513524525,-0.010851697798293146,0.05507877232296382,0.05652691554135485,0.06030279509675543
SEMA6D,0.08462206011756507,0.062030912145517564,-0.09032003288727583,0.09463605025784251,-0.008252630273639438,0.03610989585446867
