,UKF248,UKF251,UKF259,UKF260,UKF275,UKF296,UKF334,ZH1019T1,ZH916T1
IGFL3,,,,,,,,,-0.023228212294940872
BMP1,-0.007506744657318986,0.013809897117422238,-0.006166611961368151,0.02418127701669106,0.013543392562430654,0.060000107714961955,0.04388048280913609,-0.015321045599072785,0.016428126090364262
NDP,0.021750737365642613,0.0029176422583894065,0.04184171138268673,-0.012052424081789265,-0.005135624340787493,-0.002070422407122482,0.030742036277575154,0.04270297054290623,0.06745171170758754
TNFSF18,-0.024469141910478033,-0.027734216443155837,,,-0.01433915972666538,,,-0.04155875655334257,0.003417659535636497
IL36G,,,,,,,0.015317560507661447,,
RTN4,0.04168939587783289,0.026307381913545775,-0.016151391547524162,-0.05683292970313468,-0.002395764411077916,0.01566127721599488,-0.030727210020459098,0.05845889922505918,0.03885156358365738
HEBP1,0.016581237931824012,-0.009873148467993427,0.020316488575109103,-0.03238417431932776,-0.013276234547858331,0.04836472560646551,0.00031250085552960257,0.025850499662570678,0.07516947780235354
WNT7B,-0.004528077110346618,-0.017227635528266325,-0.0004998134158937779,-0.017295366586086696,0.00315217167916996,-0.011878752950328282,0.041675639153643154,,-0.012479975401404723
PTMA,-0.003234445455320851,-0.08096879667212252,0.02360928325172787,0.03320136448821313,0.005078015827767744,-0.018020448342582065,0.01871329885301973,0.012641869391311955,-0.07210765865410036
FASLG,,,,,,,,,-0.020145820598983084
CEACAM1,0.02911543808959366,0.08619843542933302,-0.012096168135599616,-0.018762219094022564,0.06438768335904188,,,-0.029222858975276565,0.03301745598380337
PDAP1,0.00032018008164637953,-0.022177268008999045,0.006520048659542882,-0.012641672810669441,-0.0013815882799235232,0.06968079412318072,0.07101108750391161,-0.012309829085917552,-0.009822719430452447
QDPR,-0.012929834998913353,0.01666520417066753,-0.022872210323184344,-0.006783155620451328,-0.029641540522274825,-0.0005037618880332405,-0.0441761554587244,0.08691644704569887,0.05562064740923799
POMC,0.0037933533457818595,-0.023491917027138425,0.0008985259076409803,0.0020477175228465925,-0.016638027032781447,-0.03194913218550973,-0.03378530488170085,0.10196157705467611,0.025893215473126143
CCL18,0.01556643856558413,,,,,,,,
CCL17,,,-0.01811669433460831,,-0.017883723927799054,-0.014702566205948163,0.03905377334673511,,0.027662177994146154
VEGFD,-0.01943480959675427,-0.018936679335939496,-0.004212359665163975,0.06199378960769382,-0.019053595218888872,-0.010784510116452681,0.1759472105417703,-0.03972783639218867,
TNFSF13,0.031827647749839295,,0.055414436680628516,,,,,,-0.015199770561367931
WNT5A,0.010481124129012817,-0.032239912168365185,0.049253452589613264,0.008479756685013627,-0.04523154628573744,0.0026611183233021425,0.002015602158609159,-0.015135665008906363,0.02399347559566156
CXCL8,-1.2325685836806185e-05,0.05543680934955361,-0.02233318193931147,-0.035006632931935754,0.005170669901269856,-0.010043004746530176,0.0484783933736338,-0.025173541960805193,-0.02147797183056069
GRN,0.04669400096470856,0.020509838869601112,0.04163373201812627,-0.056025241533274144,-0.03028290384629462,-0.010493204671280449,0.0451013142616892,-0.018092769471036534,-0.06528838717511219
MIA,0.025833599946339596,-0.016840958305931335,0.006079757003568322,-0.01792345883633808,0.0037882712732573167,-0.012265109060782129,0.09234102103976038,0.004382290097660168,0.12896729980001806
COL4A4,0.021818132075776712,-0.02832147584950722,0.006433357280350039,0.01515748144199343,-0.018671161079281965,-0.006390814351182279,0.10821615796115247,-0.03110767830428763,0.09264934714071552
TAC1,-0.04588701828159651,-0.002462019336441983,-0.008175612009377907,-0.0063297651069099264,0.015979452054492173,-0.0178298049231269,-0.04509216194986541,,-0.024004526322124055
RARRES2,-0.02809229071648889,-0.010353481951586871,0.020810191675934637,0.005941029863832764,-0.03723327975021332,-0.002639058762157728,0.0856224989156101,-0.11838859495942562,-0.007860226419842612
FGF7,,0.07315293701154361,0.014914243072695928,-0.034370233888214856,-0.00098327470058162,0.0053643834214441985,0.09795879002362613,-0.05424920192853628,0.09609620652965543
HBEGF,-0.025739989480417,0.08643700205183918,-0.026488574253751156,-0.010315931403026644,0.023186933916934688,-0.027695656025998525,-0.005201050672937541,-0.0387930319972222,-0.019438297548760385
CSF3,,,-0.0073333779641721105,-0.02648760023183618,,,,,0.0018908841125769213
PI3,0.013487952421212118,,-0.006005110172118489,-0.041381067993785166,,,,,-0.041769283108003374
PCSK1N,0.027597136708259987,-0.013384210912625842,-0.013552616577181487,-0.020865647320485625,0.05970250207548825,0.013986998703783489,-0.020130916827882372,0.0009025813251934326,0.11250175016164189
NTS,,,,0.005504952744730568,-0.008650606039059663,-0.033714107707563876,,,0.046681468481060404
SFRP1,-0.039396283425988374,-0.040617978403507754,-0.025009541493141073,-0.020478558995393328,0.021280161792441552,-0.014702566354015081,-0.03063568480839708,-0.009113020069102565,0.03138743157784675
CXCL13,,0.06560144287287674,,0.06956845307371175,,,,,
MICA,0.010976365631115429,-0.03920265094871385,-0.037620541894384206,5.03960575019157e-07,0.08716575345316667,0.041581135575215346,0.028550611066341266,0.03002574658053567,0.04520745459999976
TG,-0.00753521201870869,-0.017978132910721777,-0.005725642572393061,0.021938152054231743,-0.018017175074670207,-0.010640183315570035,0.07541985465663167,0.004696515268479091,-0.03749218812309716
ADA,-0.03699452971360607,-0.027317412339677834,-0.02825080940387778,-0.011966852580056071,-0.020171397640957253,-0.017280513388597506,0.009504017957313092,-0.016181078121254272,-0.016337942268640025
LAMC3,-0.031407702165196984,-0.010001080216587854,-0.03981676248788973,0.038180816116752,-0.03484163848211558,0.015101699017599399,0.08121842595661082,-0.02912143629012474,-0.02968240872363745
CCL7,-0.012362176787247867,,-0.019513190151387663,0.026687738126905367,,,,,-0.020145813435369746
NGF,-0.021225243649301468,,-0.0051396622800424455,0.012164266373445608,,,,0.03588906406298425,-0.017430681998521116
TNFSF15,,,0.0044265917975081625,-0.019921687100857684,,,,-0.023888825555056073,0.06771973547931903
HMGB1,0.0048332192933484295,-0.056370041299828096,0.04246999351053872,0.05546391888320236,-0.04584234286311666,-0.007769117928523483,0.016212566376483443,0.03150353531572703,0.037729326271441106
ITGB3BP,0.01476589544334792,-0.019697890357357306,-0.02691634973230869,0.0041212166531127276,-0.034356348434760736,-0.06523425298333699,0.04723336746284868,-0.04976533693239169,0.02912685183549662
AANAT,-0.017935637744410017,,-0.019771071186454697,-0.017950631509419005,-0.01620295083734979,-0.012265109742998812,0.03221421646120337,,-0.02131511073892298
RELN,-0.0017687174499086444,-0.042188778842644985,0.01734939862524927,0.0009591426774763975,0.05402298479795388,0.05936288641975992,0.061335050944140074,-0.023419168211012156,
IL15,0.014910184661173262,0.06732165003336928,0.009315558964632776,-0.04862673928952414,0.019788262197404864,0.04186372847660513,0.007361971963973342,0.1031319251635896,-0.0008941730579348572
BSG,0.04362151327493529,0.03244651153252472,0.009582844326604435,0.015183517337120506,0.028604174782688303,-0.060135352895201416,0.07642047540011052,-0.05974258261770285,0.03925489790656703
ADAMTS3,-0.021926388143674105,-0.03158888296763952,0.034663827024085304,0.03186895475338041,0.03355219788815757,-0.03207861756983518,0.01052263160959302,,0.1586328529875679
CD34,-0.007009482899042793,-0.004570402791314345,-0.035506704892663714,0.0620340351982957,0.009393925852033018,-0.022947687305756498,0.0026898874711557283,-0.11606338789372277,-0.008879424558193478
PLAT,0.034165282275209756,-0.03205451982965063,0.04073401040563323,-0.008171067148325415,0.01163434658635551,0.0022508429788894303,0.05215516092763247,0.00471781566570451,0.05914731462509476
NTF3,,,,,,-0.019798813022600545,,,
LTA,,-0.013221175452169122,-0.01317956538616508,,-0.01560513026793052,,0.05474417870641509,,-0.02868692679030737
CKLF,0.02543817041401108,0.058554753438722205,0.01420128716662908,-0.02005086178985293,0.007772854091285763,-0.0009678302916280044,0.07980882696159416,0.01997691708903076,0.09753576835147162
CD24,-0.003796235327467702,-0.006061174907665424,-0.00767210534798883,0.07666221583373181,-0.010026143968102183,0.015180998738033719,0.02628557032520087,-0.07460545150585443,0.013024490179214851
HSP90AA1,-0.005374211495675715,0.05906972804160853,-0.018291486044077963,-0.02502160267640861,-0.03869316958949831,-0.022349322200820244,-0.03923654857469287,0.09422451515667692,-0.03929513188216783
BMP4,-0.009081527048454144,-0.014015221004679545,-0.03825423884250632,0.006313370817282532,-0.018378204421815595,0.03476435793955609,0.016276468075013702,-0.05594496406314324,0.039867925372137715
SCGB3A1,-0.012362175551046704,,,0.04589671519999821,,-0.010345740029449163,-0.015513512136376043,-0.0426270718265838,-0.04224038463861854
IGFBP4,0.027463046054569316,0.007482369456089308,-0.07715958447502752,0.03108489064723879,0.007891379448916288,-0.014992234049844564,0.050474656054619406,0.017021574779761992,-0.025485751126932226
RSPO4,,-0.02137354011505919,0.016383610678905487,-0.024672516932787256,-0.01814971651775268,0.09720469945489627,0.0813783989010154,0.010691679899101336,0.10064483284553716
LEFTY2,-0.02846819567638022,0.010425655284873233,0.04354182718485252,0.04140441561560281,-0.011688207422185065,-0.011344228814121334,0.0348605721055242,,0.06366997117873642
PF4,-0.012823772714769014,-0.012026456019435494,0.0008217845314171264,,,,,,0.11445213006063383
ANGPTL2,0.005847780157778662,-0.020817405680869348,0.007140594724676766,-0.01657785338166322,0.012967041642068635,0.06129347154692918,0.03499995295855581,-0.02394431691244921,-0.02742478433125204
LRIG2,0.02848310174476868,0.05249142170316646,-0.001334671676275778,-0.028167935648462206,0.029621766147581104,-0.024772580517478885,0.0743604378527179,-0.04132635984311495,0.04497989900482456
ICOSLG,-0.028312332842067873,0.04002535678677596,0.0018920700630206501,0.04102727077348621,-0.02928576898523891,-0.01963427972076561,0.022763908084230167,-0.05446158236569466,0.038010482049095705
WIF1,0.036582401262707044,,,-0.0513969013711413,-0.014005706348325516,0.009625654984351636,-0.03987386104086151,,
NPPC,0.023438358863939218,,-0.02640977797748073,-0.015420635565224612,0.06211342253338262,-0.014378044715506837,0.08017836221236674,-0.06792342286851241,
LYZ,0.021015042733177124,0.022803424944666473,0.011547506907231582,0.0020888752797561306,0.026215259553548524,0.030663607578910807,0.048405083186497166,0.03904981295028529,-0.04821112723693301
EREG,,,,-0.03472008536003018,,,,,-0.005428522349226822
SPTAN1,-0.028294886907435004,-0.04005026833686089,0.033059596507252674,0.06341962758523506,-0.04217860409063241,0.026788457391140368,-0.0444494211066295,-0.006102729756873343,-0.005456742395502776
LIPC,-0.015699668464747202,-0.018100459058062242,-0.030594966499391172,-0.008065015722129849,0.04245977504217535,,0.02390303045875752,0.09453054396354332,0.12940994961182925
COL8A1,0.02316460067917103,-0.009403447723902078,-0.02043647542987766,0.03360085367610543,0.04168224510604506,0.007876711358341521,-0.006237447968853353,-0.023197230765065992,0.015144842645611592
GSTM2,-0.02416723698293797,-0.02635307133661189,0.012800611853631464,0.036474379200311435,0.011056452451693767,0.006255676455405649,0.04027578019463938,0.04987053704715208,0.10182089140899968
SPX,-0.011978765481709779,-0.01865708868618735,0.012685563267820119,-0.014689363640909866,-0.024733226947718477,0.012290929696778675,-0.06053802992275641,,0.06946783029750418
MFGE8,0.011677142917410056,-0.041909886521149776,-0.009245930281851404,-0.018061535966947123,-0.007359409535607446,-0.02658728825054755,0.09234459858715532,0.03169961885619324,0.003627143695761359
TGFA,0.0029141123425730927,-0.02397568782703254,0.03733852733474535,0.03256988994613669,0.028677836219294334,0.0021278675047021792,0.05350259065127001,-0.0003280166164795607,0.11725444047801037
SLIT2,-0.0237245501326256,0.010272020888836872,-0.020827534999114113,-0.015705455448344098,0.02170193405487331,0.028305513307957657,-0.04298425141512147,-0.032457695441608335,-0.025588046707722193
PLTP,-0.01042348622109048,-0.008065225687652958,0.03767807797837908,-0.04750732159693612,-0.08981492419591798,0.0035565663403699936,0.05639902269951949,-0.01830518605820488,-0.0024296995599862757
APOD,-0.026859797608978806,0.006188972975071718,-0.006642824782427065,0.028831303129618818,-0.024331936809162343,0.002595465160818952,-0.019289204414332912,0.10703657437520735,-0.07708887835320576
B2M,0.009836361001710255,-0.020810887798687214,0.02585951980624266,-0.004911494958971007,-0.011072530722219502,-0.01669090903202072,0.09005863254812346,-0.029671229661697274,-0.08340290364694311
OMG,-0.00109092398168063,0.0015318618022366888,0.015971536039762615,0.016072808853798432,-0.012376000346612261,-0.02204165979093032,-0.04511491961440096,0.006821997465860455,0.08041378315509656
CXCL3,0.08064799959352074,-0.02472524903963116,-0.02494977435405775,-0.008940073711110351,-0.0034694500641927447,-0.011067753364339988,-0.016011392613785907,,0.0629598583298696
CXCL10,0.01491827228516473,0.0659761569933626,-0.02133808914089928,-0.04891598280566245,0.01991443329336024,-0.016812727428124525,-0.011634611900295532,-0.020291561417134608,0.11164879469815658
RSPO3,-0.016792444747401113,,-0.019771069725596384,-0.023887042527365555,0.0139111358911605,-0.02687586522664616,-0.016731596692042057,,-0.020444061315301142
CORT,0.026541569307577784,-0.021478488880282563,-0.024473386207119894,-0.01575951030319411,0.01862167476939601,0.0333157484927323,0.027535923198759214,,
NCAN,-0.01551172758566391,-0.046793931887109924,0.023580964987973657,0.036369108667208445,-0.009029743424245803,-0.026715091856369878,0.01153274235117684,0.12486104376986681,0.05080515197114231
PRG4,-0.018591237528682403,,-0.019513193192228686,-0.017103036690706147,-0.02319461719335286,,0.05087083790868822,,0.06882260044085052
ZG16B,0.06266647967050636,0.05335427536840882,-0.022647447158056323,,-0.01239969260790987,,,,0.0918308976730554
TGM2,0.009820990330058432,-0.042320915248715084,0.008118789227701729,-0.0256746048079724,-0.026579851151064458,-0.0035648954531953304,0.008428939574223696,-0.026523186588753942,0.014046658671381825
VEGFC,-0.023605274628614274,-0.018582457871372166,0.0007495633662670156,0.07678298211483446,0.02500521235899607,0.0029597577892384965,-0.01996380315524344,-0.031640537864930686,-0.04943209996079446
WNT6,-0.019946098955624537,-0.013383551953632552,-0.015758125666294823,0.037676098309707834,0.023683069045370927,,0.021226252487340697,,0.011220096509203525
NRG4,-0.011385998826614023,,-0.023748448763002028,0.0845397831755424,-0.023821817188790582,0.0032634420558120283,-0.008569984197926803,-0.031107643989767477,0.020607678602238243
PMCH,-0.013122976395753622,,-0.032905789418717135,,0.01251579465150747,,,,-0.013811263152934114
COL9A1,-0.01347031579361143,-0.033241451573618616,-0.024803521435168167,0.012025727645058215,0.031243817390355776,0.0049167380156175155,-0.0006924308122693387,-0.02575589331858348,0.02259839969466103
GDF11,0.06374003930855174,0.01049563738378275,-0.007337820810633801,0.04107205211511484,0.036638586858711145,-0.022912980387948395,0.09465667990536605,-0.06782039790491778,-0.01858019200158146
RAET1E,,,,,,,,,-0.022426992517441922
SORBS1,-0.017168011427544094,-0.01963987313503636,0.050461534262949255,0.0030757274874237774,-0.00311410289362205,0.00489460864269202,0.03420834861631525,-0.0018450973973645323,0.01941828219533928
DLL1,-0.027750905169763893,-0.020223080718983242,0.011804943861572334,0.012088932502230252,-0.056729173337410004,0.001720826798919465,0.01629755985010533,0.0796920912202,0.08502004119510072
TLN1,-0.01940121892140088,0.00532857668288485,-0.008963449972689094,-0.04784283882926538,-0.0018981455830252365,-0.046034387995626376,0.03986038025583347,-0.1047679088638641,-0.01476118252165768
COL2A1,-0.013517949889280836,,,0.07995850623079878,,,-0.01625485069019236,,0.10772997233629714
SHH,,,-0.02027741152114985,-0.03872469555524354,-0.00041844207525826944,-0.011878754638079525,-0.015513510780398507,,0.06976672673758189
PON2,0.015987219312653074,0.004285006014022638,0.036146255382468344,0.02223324436336449,0.008671510189664562,0.02362795808463122,0.011130388958409895,0.02750524527874932,0.09544602665764712
ICAM5,-0.022295519456315912,-0.01722763709275374,-0.022649519332935894,-0.012021320208912918,-0.026526376424208863,0.009022088623297116,-0.03029704856121992,,-0.04408516577958005
