,MGH258,UKF248,UKF259,UKF266,UKF269,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,0.12466213565209676,,,,,,,,,0.11203972199414577,,0.047361406548163405,
BMP1,0.029532311688264035,0.12815521073981684,0.025038378728725934,0.04227531114318738,0.1851982954670744,0.17917177445259352,0.08113277389277654,0.13765189895513408,0.1895463168977643,0.05658081974401506,0.11661112375717325,0.006463537543988541,-0.020927705515913657,0.0998026851425624,0.10829817875235231,0.20960916361409163,0.12445238533533888
NDP,-0.008525519080797076,0.03657773268583848,-0.03756886891821306,0.02367300978733704,0.053364437005276426,0.07720877232629587,-0.015418360151049589,0.06618465627724317,0.1257615678466109,0.052732421245666246,-0.034222187807259476,0.04676590472832682,0.04759098178195028,-0.023756043217044335,-0.016745086462709374,-0.02980737084079138,0.001300658701582343
TNFSF18,-0.02288515047037497,0.016329264763762064,,-0.011440820731699887,0.006079227574504577,,,0.03829953908458205,,0.09977637837265187,,,,-0.01636013661764966,,0.042662150430877496,-0.009630409373255247
IL36G,,,,,,,-0.004576465560782044,,,,,,,,,,
RTN4,-0.024074924852223033,-0.045442078975560116,0.0508923876712488,-0.05727128163810707,-0.16715049300707222,-0.14632594104067947,0.02373170012019889,0.004909779672163623,-0.09753577321411688,0.024609594886098818,-0.009802220064838989,-0.09715651065567747,-0.09114070366871477,-0.09066213373421364,-0.07986716735002175,-0.017209643189610425,0.0063243921443535845
HEBP1,0.022509191045226442,-0.004620235391640412,-0.004548851385663103,0.01949847965537373,0.041910036118167134,0.03318940714774746,-0.0873132950453845,0.1066356568532752,0.007519240100063481,-0.07010133076965759,0.010728225375377775,0.02214218273731166,0.033439740208779496,0.01415908755896227,0.016326447117113882,0.023187778522026945,0.004555697825527139
WNT7B,-0.02016110078155537,-0.004553239973260935,0.00785344803578492,0.029588017515490273,-0.047967255973909946,0.09808697819938889,0.02096796957936969,0.10407842009658715,-0.0031806134028899927,,0.014005367984688351,0.12495041044674986,-0.006317770094140638,0.07704340478667002,-0.028986526927630273,0.05125393757829547,0.024683639570815413
PTMA,0.005659298386632336,0.04687651180995094,0.004868140761907034,0.021340848570168474,-0.08896936795067568,0.333558261821502,-0.05839259056571696,0.03659288827317038,0.04063337540354739,-0.007087060424325058,-0.09411814269417854,-0.04582554132643617,0.027991254945043568,-0.04679864997037195,0.00348749936804361,0.13439829033338946,0.05405079976856259
FASLG,-0.020161106481046916,,,,,,,,,,,,,,,-0.03230649269529997,
