,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
DCN,0.019136504217204572,-0.09957967806390768,0.019430517952705974,-0.02133364294687921,0.12627495196314895,-0.0227536410079704,0.03965042026052028,-0.06962508883295519,-0.021406576725216325,0.02224896061008904,0.031071024888603388,0.0048233542182324445,-0.05028770440152982,0.14532415454335026,0.12536818735577707,0.13078228226425012,0.07795423193224578,0.062264535882412604,0.04128350691503263,-0.07718563487253752,0.005304887174073048,0.019032598044172476,-0.0007110540924477873,0.05325480102217402,0.05437474211879319
RARRES2,-0.10838202245499019,0.0010630952509478478,-0.031728264010100225,0.010064622628902122,-0.14127137159529066,-0.07418314112528814,0.02386455662794447,0.03311429526039237,-0.2075285493981459,0.11669520599667176,-0.03127845364668686,-0.09640485296535328,-0.14925894521178515,-0.1757958415104383,-0.07214594305324784,-0.055871944285784854,0.026825403674412048,-0.02638353827559611,-0.07452216769555146,0.04969781146288364,-0.05559963730076499,0.00973344240226153,0.10683754519753659,-0.13598464077567518,0.19221113601256595
SEMA4A,-0.020205843163387614,0.0883858973897079,0.06294349112332948,0.016183952750204837,0.038070763312886786,-0.01839807310041571,0.07999665379736486,-0.07727475503027117,0.20128455869071757,0.07313112542604344,0.026569258680174575,0.039585919161214435,0.06200150880174612,0.1600124658390974,-0.043122647661471065,0.05845054247962106,-0.03683980159804373,0.05205469474059323,0.07508628240110587,-0.0088340353135658,-0.031542350575755454,0.020833330578541896,0.08921122384051948,0.09046168736944901,0.11887634152056416
GDF11,0.03527285423207386,0.038639629611902086,0.02854332515547272,0.010716637972932184,0.226496926281507,-0.027188237770762607,-0.047362958539450585,0.1823394209315607,-0.0908965098087342,0.01994954893431507,0.04464853564951852,-0.048379537759113245,0.03714534177579353,-0.09915077579586606,-0.03968364898151818,0.09049822392066369,0.0365323896620758,0.06334575967277979,0.04112401132370283,-0.00010814552637244364,0.013969015782297247,-0.004181220151637628,0.14568120627718611,0.067217614657559,-0.046026770749971226
GPC3,0.0028480592368121216,0.0548776121955349,0.003462975278902011,0.014069172727375852,0.15095258825015767,-0.012282979362137137,0.03601162525670583,0.18464654459661148,0.0020771213502076107,0.02072338185214996,0.014145536514747795,-0.011490598791605501,0.0842672626332386,,-0.025958653535783312,,0.06758724259293247,0.08307152818888941,0.16659593404450354,0.02787523763140167,0.1263561137857181,,0.145991396377335,-0.0011099345233158702,
OSTN,,,,,0.08752381444120776,0.04884592858794624,0.07938880386982393,,0.08793359233349031,0.0443199405726589,0.07495340099340828,,,,,,,,,0.01965673432703664,,,,0.05713621051851123,
GRN,0.031217930560793933,-0.017166867516822733,0.013622733794298026,-0.025016171313347844,0.15946251447523083,-0.07136519411175017,-0.047025806908679454,0.020361016062831996,-0.23194511615625474,0.016259527500485354,-0.02730864874437151,-0.11759889815071997,0.00017662831657228213,0.08422740031257725,-0.033495523486640706,-0.03383331277414968,0.06204496958365067,0.02350927328340139,-0.02842644932869102,-0.1038354366912475,0.010210405121500659,0.17475152409886685,0.039250088276099396,0.09281486033494872,-0.004733637650362944
CALM1,-0.028375041646216532,0.05573968239656852,-0.04029443177623032,0.07959181229336483,0.06958329120096234,-0.04183374140599299,0.14050271874925335,-0.20693998453517182,0.2549879671947881,0.09013948233519203,0.022762205942412343,0.2894827037238193,0.0402571068412219,0.32162130574566067,-0.04445620705498432,-0.009926016329228881,0.05572171108801491,0.0630805432877058,0.13444244869795693,0.03102509863040981,0.13290478895674754,-0.05581369150160571,0.04672359112400436,0.2357319398988186,0.25514399866022913
ANGPTL4,0.10879440537445084,-0.013033187855001085,-0.0028237902087868,-0.006794778015041623,-0.3289757134183618,0.07487440374212964,0.02071558802561696,-0.02973267759679856,0.07919200942224251,-0.012371560586587027,0.007738580614155078,-0.025412749420989325,-0.036396770468794234,-0.15965005318607428,-0.02737992487555677,-0.11221103830500001,0.021848577826463392,-0.11524301777184379,-0.22207063188068538,0.0756650133652767,-0.052805289019077314,-0.055925508948676234,0.03860443714226089,-0.1058455916860002,-0.11183400476874475
BMP8B,-0.011968559004641381,0.11882499133506871,0.026514960854215678,-0.005336115458570532,0.053261876955071265,0.026848266683047222,0.0019479416771838738,0.1637540195998965,-0.026590416821636185,0.02780393621927178,-0.008332459128998524,-0.09758698220284506,0.024234679077433388,-0.1037281192065475,-0.0019435027993649876,-0.06595904563396736,0.04205741751129466,0.07039218649994793,0.004048679158934902,0.08415539873559924,-0.02072188771574904,-0.022750513592926278,0.09051637122192593,0.02985539100003579,0.11036435998777147
TNFSF4,0.003454501551692467,0.058519006308680954,0.005720569792127007,0.02338485307705634,-0.007816371741798285,0.06538408495701861,0.03208665889567423,0.04510570302137185,0.012854955314754859,0.013598454497718834,-0.01880432656545976,-0.0633599416833391,0.0634812514172504,0.009913486934295695,-0.02464225266722988,-0.0716152137595776,0.15202031002320257,-0.002914148230385209,0.08028041364014449,0.02209529905017712,-0.029012748190331346,,0.1327147235711713,-0.021671312029945478,-0.09286725327818963
RBP4,,-0.0010161517190966783,0.0029811359331527714,0.0009294633720507061,0.027134327036877553,0.0004234283100864439,0.21457330864246826,-0.03600842484279846,0.2936099354561416,0.09196506021420127,0.07679231659921167,0.21192219232834902,0.06263906663124938,0.3706503271400929,-0.03954656399646116,0.10822378447271387,0.011037775736839374,0.09278414020756304,0.18591642269748895,-0.01957801999134115,0.04854876536400514,0.0588548483249615,0.0007980867976155567,0.14084361779638627,0.1385044303927376
DKK3,0.045616836785770706,0.09247514705926312,0.007309304285603501,0.00673990006545209,0.14521805157819284,-0.05539566043140857,0.1048720529116468,-0.14960932191630463,0.2990161556968209,0.0815332764211101,0.048225554188955036,0.3258878892567649,-0.050147159697832774,0.3644751979756932,0.04534510325334823,0.11549300554216121,-0.00733460758105303,0.06673264699622189,0.15710638852024814,-0.009177768223564139,0.10146372776569085,-0.1372217402990943,0.10560346691544939,0.21261810268479636,0.1531353380644939
COL11A1,0.09167810513002331,,0.006253942900193552,0.020218747428730807,0.12608652126840272,0.015534602678775733,-0.11333315393768209,0.22031302122547208,-0.013386301759109931,0.039832631857956505,0.015509050384764526,0.02384302278286966,-0.031053564935373156,-0.006211011351171837,-0.028304782759181427,0.046947699467695635,0.049780245781723555,0.047201615962965085,-0.062239082177123366,0.022982140200543955,-0.014412520354027028,,0.09500367544390703,-0.019814309950220536,-0.05775928998881474
COL5A1,0.05443005313773346,0.017184122714578674,0.05009970642788547,-0.00843722080184755,-0.06687421479844971,0.03941620594354886,0.020120670432755075,0.10995632445050571,-0.02496062556660241,-0.030588347245282723,0.013419417588921638,0.009535073692887516,0.0862017678562966,-0.09960427552965125,0.06371226547852443,-0.03034331053463716,0.049895474071665454,-0.04506789113881142,-0.14399355164190641,0.04697094303944511,-0.06268828110554957,-0.0626153284534475,-0.01611543756611871,-0.05503233479523377,-0.00109113791620982
KISS1,,,,0.02232592025793691,,0.005312285536052635,,,,,,,,-0.03441983649598622,,0.12892402105569944,,0.03830962947917629,0.03349385632629017,,-0.05007355686309749,,,,
MEGF10,0.07499929067489461,0.02763300105250547,0.01746883678137266,0.003664564160334057,0.07970595797842576,-0.023890473723183564,-0.03075789583589252,0.09466360172093452,-0.05674838518622647,0.062280487258930636,0.027437185456980036,-0.09292395751591054,0.0944070378071391,-0.003629125098588794,0.08868124654836693,-0.07544015477725063,-0.0070587537892057945,0.06284379429412341,0.1832112925796823,0.040509461753013724,0.04493829083511587,0.022259836123582073,0.062449452369291295,0.125846917645304,-0.064970662777543
CEACAM1,0.08115923086444363,,0.01832761796613668,-0.0012476470312627766,,0.0369118977076192,0.01531076713880545,,0.016379701950668242,-0.03501434839025289,,,,,,-0.07348510224789616,0.11873664348707094,0.032626182476924386,-0.0009757633604037274,-0.017082565736347057,-0.011761492528622509,,0.045150460767969906,,
EFEMP2,-0.0015812766836966125,0.06179182366534155,0.05575300476861376,-0.024895294784495772,-0.002339289193068288,0.010603062379235237,0.004613794847135625,0.025920637118414448,-0.12687614343106582,-0.01384902204274783,-0.009697902253980815,-0.05900331484126173,-0.0894694095005078,-0.21566692486847996,0.07173823199086332,-0.10245438463326945,0.10682719359108274,-0.09269013934651144,-0.06072293197453238,-0.05174730737070526,-0.03841293941414122,0.10931909313232827,0.07326765468694559,-0.07749303706009388,0.08294799503749795
IGF1,0.029130380672735087,0.06352925660486347,0.023520357805014356,-0.0202296374091774,0.11678329623962624,0.030103796570174566,0.09887048627716791,0.018159358288809626,0.1626275529486322,-0.0012237963029927198,-0.044656752520265075,-0.018600881021281556,-0.011965779444752597,0.003914025781369169,-0.0625351791940924,0.044989894121876796,0.04626979155360392,0.03855330053209762,0.037762984630261336,0.03538256779805374,0.05545619543776793,0.024979729274136518,0.17982465998683841,0.037429410522225724,0.010779573861197354
COL6A3,-0.0028966255059884186,-0.0633172693079246,0.04809804592376309,0.057921149656347946,-0.0751933410201298,-0.009973839145086616,0.040223279788153696,0.08100701648389405,0.0861403408278578,-0.0054435746597061435,0.016858335552203643,-0.05675488255342619,0.14973611797841369,0.00696976080256246,0.0344121245274145,-0.007698178823567415,-0.009315769379722985,-0.025413187588886745,-0.07433639692786523,-0.007322104974803449,-0.04118569982218235,0.03799608805978908,0.0406386859184637,0.05521997588474012,-0.02592716952633264
RLN2,,,,0.03272092598251563,-0.05161095337595969,0.011152192234754763,0.006822960174328586,-0.031508285904364254,0.04166137858753323,-0.03229308172017235,0.05259025354184854,-0.005050423092922921,,-0.04096353358054117,,0.12071971638931948,,0.02765413270176241,,-0.00699240103399629,-0.04831816572561014,,0.006357237898660949,0.07411011697397231,
WIF1,,0.07829677430727133,-0.02516992278664833,,-0.03826616166539962,,0.020321633936958534,-0.09598516072151547,0.3242009306808982,-0.025006203834430023,0.0012539215155296707,0.10484571478462325,,0.3377462678494171,,,,,,,-0.07694766475590994,0.015093681844912608,,-0.018242009671893898,0.22454366657329025
IL13,,,,,,,,,0.022873291018040937,,,,,-0.012743617694097735,,0.009876362043265936,,,,,,,,,
PLAU,-0.048283062486991525,-0.01853425290530198,0.023970474133126175,-0.028689924125210663,0.06718174831557758,-0.0020110019372373148,0.07897958048954837,0.10073766098708282,-0.05536899288556686,-0.04905469267449235,0.02918706647840135,-0.08071733442461508,0.059333193913046416,-0.19912255231515685,0.06114389791902961,0.11141735237876094,0.0473095993435165,0.03819731568354951,0.049215442121714734,0.008006430035906861,-0.0922681223153965,0.10016418228766277,0.11717394012657209,-0.0007581091073773558,-0.008275984826198844
CXCL12,-0.035126129779336254,-0.0004405530581806095,0.04768697105745296,-0.018223462331499046,0.11327478273831357,-0.012298367702959596,0.09303168796764098,0.014185434988890194,0.052946234999755905,0.03008801509538246,-0.05325302425305246,-0.09613472857202222,0.12048180076485783,0.06681493502822287,-0.03687443790290332,0.12408034320356641,0.10902771171459165,0.004418004025766628,0.000998917970360445,-0.03298694724910821,0.05561939709685277,-0.09118038246736761,0.058728013524795786,0.17555235174193143,0.0340805878119473
