,MGH258,UKF248,UKF259,ZH1019T1,ZH1019inf,ZH8811Bbulk
TLN1,0.06798837138978528,0.026468796324904866,-0.009760186046003856,0.13451760404812177,0.05124744281446406,-0.035324208000871785
COL2A1,-0.0018958769119977123,0.04536302749811239,,,,-0.03017192850815552
SHH,,,0.08276090975621898,,,0.013913759815719113
PON2,0.1276273122990843,0.147738388094164,0.1446180282830807,0.0822793969298762,0.0737092729196557,0.07984037103016152
ICAM5,,0.01592917974995826,0.06220639246662046,,,-0.015370871246438865
HPX,0.0014303668159684063,-0.00026067988027825,0.00202275865245456,-0.05882764645987807,0.07209733011060926,-0.003117100891457013
SFRP2,,-0.0031765860098124936,-0.01858983805873957,,-0.08273767408278154,-0.04825018309650835
CD70,,-0.013770673367257439,-0.06573715827007119,-0.09692525967868115,,-0.04048600085369538
HP,-0.030291142197798177,0.03404377394164078,0.0008704897209492937,0.04616639305418587,0.04509416760424366,-0.08163305080342877
CXCL2,-0.040238097971691755,0.061813839172436436,-0.0042440881596561555,-0.0024152608233148423,,-0.0340021538620736
NPPB,,-0.033063984686642955,-0.10626192307568441,,,0.025999599145652762
CCK,-0.0559987011802649,-0.006004499203722246,0.11130475683302014,,-0.055656924600306676,0.03186829932925998
SEMA6A,0.007354748348664952,0.04764191471345603,0.013427439811234206,-0.03583285644519333,0.03137434840544443,0.018344996108960794
IRAK4,0.026819110590180894,-0.0014793391730343133,0.03741979570967495,-0.02312284060486062,-0.03897054428239462,0.011473715346209808
GSTP1,0.04990185398661274,0.1541752578183942,-0.00978923402706555,0.005701375307246427,0.009064058982215217,0.0961587346048945
VCAM1,-0.08301756598609945,0.0673079224459632,0.12801985990620907,0.01968154773476847,0.04712106651968065,-0.02244289866088625
NXPH3,0.05568356914647188,0.0007944700612829261,0.005380807412308408,0.013124361393239631,0.09264769888340682,0.033652919658296115
MTMR4,-0.019994578234351537,0.07031818070844702,0.05931798124750794,0.044953788134825035,0.06584990992392098,0.01698787141153477
LAMC2,,0.10740424092969138,-0.037659717665989904,0.015470713803803694,,-0.015203206998074644
IL10,-0.04185844127737622,0.007426784861828948,0.06590438665297188,0.009422494060003412,-0.027484724987145225,0.01138303133293714
SEMA4D,0.0028980381402528154,0.04199380868823968,0.06139630593325432,-0.09820897718378592,0.022647574574650026,0.1182673503751189
TRH,0.027621306659132233,0.020827802597761663,-0.002469603423938347,,,-0.003004356346601633
SEMA6D,-0.005043068468390442,-0.014885381849845539,0.030120584271533465,-0.0698726231560964,0.07156950366623523,-0.02075388585276999
CEL,,,,0.04355972592918979,0.09637853335665642,0.06756987392484581
PDCD1LG2,-0.001841552098954574,-0.006529329656777079,-0.01469767700414969,0.037789081855752575,0.030893833804034956,-0.04250882521161058
SPINT1,-0.034856866024934395,-0.0484182908862536,-0.011711327058272793,0.03202614725108076,0.052659685853378914,0.0396303852640364
CTHRC1,0.06256032125192214,0.045430343826520406,-0.01766231295466855,0.05312874254907946,0.0160366575805455,-0.01865935391655896
PODXL,0.048182283014464006,0.07854698785998723,-0.08557870419150128,0.008416797792622378,0.03742012845533577,-0.055283691553849795
JAM3,0.055511774896233636,-0.027677063249846784,0.01396907347706189,-0.03551071263329811,-0.009103237974068541,-0.10167468269874631
TGFB2,0.05182615063889225,-0.019189324979920867,0.043408494037661324,0.0347781109823266,0.015102331729724852,0.0010462349961042653
COL18A1,-0.011668147470773762,0.09107008332218079,-0.036885802858050105,0.05256840519550107,0.05541289253744706,0.0025690192248847966
NODAL,-0.014882326379826732,-0.01095217465820444,0.03733200005724054,-0.028288288208109944,0.08372416236516829,-0.014299717841727438
INHBB,0.07311766364852627,0.01834242632243805,0.005798853960985247,-0.002806494879521412,0.023521822675837575,-0.042409359123511826
LCN1,,0.027201686732017887,,,,0.13553449804032983
ARF4,0.03726473796069188,0.0012586160257806488,-0.06017038614285892,-0.053259972811871975,0.06807760844679618,0.10932956005967684
CXCL14,-0.041683931190228236,-0.02585512733960194,-0.03374835256788959,0.10183538823291549,-0.028340115950479167,-0.10884010755372331
LIF,0.012472483556693646,0.020268482111596126,-0.035582909234240186,-0.06855901792436869,0.09074954988116021,-0.07026359312519828
IL17B,,,,0.03249939441507601,,0.10834442374170206
MMP1,,-0.005280116987990221,,,,-0.022258432508618024
MATN1,,0.12415018131586732,,-0.07163925029898395,,0.08079968236815582
ADAM28,-0.02650752661152412,-0.018347515765608495,0.014562273313368889,0.11097732803015582,0.049344941153898834,0.025523594554607648
TCN2,-0.041905604692206146,0.06679114730302167,-0.05775744148017014,0.07192916348906409,0.025572601387144706,0.07696341583543449
THPO,,0.10449921067637061,0.054830567100145354,-0.0011188054453214503,0.08164650090040765,
CUBN,0.08098886318369176,0.0003409864815298711,-0.040460669480165606,-0.02357755284499388,0.11107820171517362,-0.030669838974168515
TIMP3,0.05172687496055424,0.06480221430749386,0.0390891723842096,0.006832068080079304,-0.027807093176029817,0.03436277426008804
PIGF,0.04230168907417916,0.05001733587491531,0.02325772295945346,-0.10604529413477748,0.07386738221432528,0.08564823300172082
CRH,,-0.030405596000376775,0.0069018904206709555,,,0.028222547001171494
BDNF,,0.037837082473173536,-0.01492004790851947,,,0.03270591469177592
CCL5,-0.07051893363538066,0.04187924282867889,0.04565574895447328,-0.04656487360108082,0.009340866216660628,0.08847621072720267
GAD1,0.055796870153065385,0.05061089120922347,0.06852666766956067,0.12081734286952457,0.06903151900857876,0.07378115861112422
COL14A1,-0.029282046490885165,0.02634381885199651,0.022458410938855807,-0.004008148909395854,-0.014058442785247479,-0.06976664794192161
HLA-A,0.02714369138138105,-0.0024383292814108043,-0.060018430142451215,-0.013175323876576913,-0.060825038079877644,-0.13879317165359017
CD5L,-0.02149066274431735,0.025469970209711746,,,0.005579807896721769,
FGF18,,-0.027511565567701582,-0.04727523470658505,,,0.01797207525161375
ADM,-0.0480940677116656,-0.10949082328923293,-0.13163763231577047,-0.0462315550069775,0.058699147214541766,-0.12138162094410213
CCL15,,-0.007833306780287864,,,,
GNAI2,-0.015440517812999478,0.05395913952533082,-0.018590417775182715,0.06521839898913695,0.033261315206480145,-0.04049855151282207
HDC,,,,-0.030167117435499692,,
COL11A1,-0.04660166864798834,-0.005778626295138826,-0.014482373204714313,,0.0814189238640899,-0.04858600052566752
NUCB2,0.03526000105850581,0.01598748806841243,0.008045151554718195,0.04386991034383499,0.01022168966412795,-0.039884687392980706
CXCL1,,-0.0388485990017988,-0.05230097939098203,0.04993941786714787,,-0.05833693014378074
VCAN,0.02232056205447202,0.05776974014757298,0.046471466714986816,0.09585305733075723,0.0489805190344763,0.11001362184928538
MMP7,,-0.062110269359522095,-0.021262329797783978,,,-0.07994753220098949
PTPN6,0.016687411641251485,0.021641637939900437,0.0255966853058037,0.00809034879248283,0.055521635029397595,0.023544496679155598
PTGS2,-0.019328989678275173,-0.01808519537911418,-0.0411437773526677,-0.008482888482398762,0.09667607717707712,-0.042445875120784654
XCL1,-0.036135098250750675,-0.0333190910125029,-0.003929169161168966,,,
CD58,-0.013543494265678082,0.03494474393837505,-0.0034875307318880805,-0.06351417662536103,0.16187213800716715,0.07505930609618697
TNFSF14,-0.03610221985710596,-0.033572419078444236,0.009540579975980375,,0.01825709713521398,-0.022981817064616078
CNTN4,,-0.04696394142767239,0.05350612596578286,,0.017513217735150438,0.08786061166049657
NTF4,,,0.008856033599979739,,,
INSL3,,0.0287939981218809,-0.021236468347739672,,,-0.01333988516621587
BTLA,,,0.023360579147746932,,-0.05010171982590583,
MFNG,-0.022503162893460413,0.03180648395487046,-0.0012391820818259355,0.08920748792551036,0.10183440007150905,0.07155320635591382
ICAM1,-0.0022316843148296093,-0.021651454880645103,-0.05512069896301624,0.06910638179396829,0.072773710308088,-0.018772705862170738
PROS1,0.027812213828675585,-0.015285744248415396,-0.03054805836353893,0.007845765690422722,0.012503556602232842,-0.04105349953285528
CLCF1,0.002028785562959583,0.009795098692627355,0.004596547892179122,-0.015385587879112287,0.00246633691216742,0.005666493809449603
PSAP,-0.07490229215354323,-0.052973551902755996,-0.0418898705877729,0.11223804492654706,-0.014868241335501154,-0.09662195907616208
EFEMP1,-0.008774446320323688,-0.01888669434916644,-0.02421682723665973,0.18111518569410942,0.0045922361851341055,-0.07713955475270276
C1QTNF1,0.012024449824527411,0.05282389359893234,0.006720196346823529,0.014181125094054255,0.05175907577229858,-0.11150080269151391
ALB,-0.0453234213032619,0.017915527547609323,0.008044590632426098,-0.028161453042627103,0.012296370835208225,-0.016469436938861257
EFNA3,0.011141534717199477,-0.0026152608433528276,-0.06407727526209243,0.08503614467958313,0.13868917177836773,0.02079859158526265
DRAXIN,-0.04274906618203633,-0.018399894675458543,0.05229242472009586,0.0212835955994855,-0.028706041153922994,-0.09137036657316572
RAET1L,,-0.023251691964248433,,,,-0.013504265972836467
NPTX2,-0.008614996763263098,-0.006455339870196301,-0.031400574365739245,,-0.015425784858629906,0.018935256743428806
FGF11,-0.02047954668703321,-0.06238310416682629,-0.03696855220655372,0.09961583721394328,0.06435313119359645,-0.019006371574914856
CD59,-0.0748795878489131,0.05848657444044153,0.04081717305344733,-0.029340509006208833,0.10587254375259932,-0.04711860178339658
COL9A2,0.05709035266330096,0.04123393550104646,0.048590416201577086,0.00017926494048363007,0.03304697674546856,0.10861828525624774
DLL3,0.013631118966189034,0.1712417115741496,0.11095084802647436,-0.006432708019067925,0.28328346958987427,0.15560950327875187
LIN7C,-0.06533216360428197,0.025933842709593143,0.011360071036302537,0.014834268488544342,0.048210295679402784,0.019878213652146672
GDF7,-0.01082399916930628,0.04902572533425186,0.0064369417021516865,,0.07663900086489372,-0.011576514476107228
PSPN,-0.013006466391089965,0.04451196805661243,-0.037738086500496926,-0.0356211868720182,0.16357269793537188,0.00012537348260936064
ANGPT1,0.009925371000022307,-0.037113026095804365,0.020972408482840103,0.004440213694429583,0.026977166072889254,-0.0485223533499215
PNOC,0.0026377257327786503,0.024732712550503664,0.09647051242001622,,,-0.012310516415423271
L1CAM,0.025468562257956087,0.027812621465562206,-0.008134475793616612,0.062253148611182266,0.03452964694168874,-0.10104077690977588
APOA1,0.11082270310950719,-0.01717475267968221,-0.02809836377962208,-0.03267636194721589,0.045094753858155555,0.06093848392004428
PSEN1,0.039590727263107806,0.0004461879211090041,-0.004500271935904203,0.048508015877942574,0.013113292560095472,0.0004805340194197861
CALM2,0.009861785900017073,0.019313755213335854,0.05081908874891099,0.05081258759031271,-0.1385711895623796,0.023536113770574654
CLEC2B,-0.04229893244356988,-0.030154989825712037,0.02588910852011332,-0.06758184865303496,-0.01957391685858538,-0.022149599733121056
NTNG1,0.006578003443407497,0.02657680462482404,0.0569679035295388,0.010047291724917766,1.9822972548371675e-07,0.10708160977123371
LRIG1,0.005802102214583745,0.08752792152312033,0.06618851347051624,-0.007890364742273346,0.14788518793767166,0.13576910869622286
CPAMD8,-0.0329342212882852,-0.023998106593340802,0.03692894765021992,-0.01900885490322558,-0.025091738287035145,-0.013005279088597022
GHRL,0.016430882886095517,0.018928704089121316,0.026616795005362025,0.027413937589454644,0.04301155426948749,
NPY,0.014343478636156032,0.0345490424266425,-0.01990705300644048,,0.01218419251245114,-0.07030876984931818
MMP2,-0.015451730601349994,0.11637358452567897,0.0433351332757199,0.017033107026964117,0.14840051483612962,-0.0030177912522597453
LHB,,,-0.00596328588158629,,,
PPY,,-0.0038691012949742115,0.02341818317288583,,,-0.003682820554006395
ALKAL2,0.03937138317163162,0.005392346505056848,-0.02116854095729358,,0.015342709078913897,-0.027484341557764472
CSF1,0.08481638357526108,0.0638522055823452,-0.0076670862211714545,0.06973707326557106,-0.03855792622054863,-0.026272988200360368
SEMA4C,0.07320124011458316,0.01550664085599858,0.02001863702041738,0.03185848879327736,0.025347943053594377,0.0036426740866077724
ICAM2,0.0121593812016151,0.023217476046225375,-0.007706023761989397,0.0294218666865276,0.05205795535416733,0.05365445099184874
SYTL3,0.03904112905554377,-0.01951923203442807,-0.017203529544961984,0.03872462873602393,0.08267993561164043,-0.017604649125897223
IL1A,0.06555436543550179,-0.033695008633107336,0.039523918482366936,0.11808472335635412,0.08426603962309931,-0.030501459309254422
HLA-G,,-0.0357788018481117,-0.008105087563861505,-0.09318416081852965,,-0.03274262157750438
PGF,0.05123744280634433,0.04331763325810729,0.022007817517295095,0.010141429924088794,0.13631620652568327,0.0999592253510494
LGALS8,0.040046240438090665,-0.04081502040849249,0.05262863825272536,0.03254714303009007,0.05339608185099538,0.006396640186527232
DKK3,0.02272524361967486,0.005131743512782599,-0.002341169335931262,-0.0301826172752385,0.038310447231332014,0.06024766104275394
COL16A1,0.05652003326334549,0.0652436168186418,0.02319808523428475,0.017218538164874723,-0.0057655502310134015,0.019597075875565487
TPH1,0.017839005281284334,-0.026270727174890256,0.02434465379297675,-0.012811943469471253,,-0.03525919032466128
TNC,0.01956302273144788,0.027139169861140514,-0.04648032296710618,0.13393189233323638,0.0242247571946135,-0.1351216948072344
TNFSF9,0.0571498591462543,0.029569680265393715,-0.04768101366532654,0.049310117462844576,-0.04611139449041659,-0.029082669328185026
C4A,,,0.014166574121203635,,,
CNTN2,-0.027498201081454586,0.11123755508458807,0.027183678405613546,-0.051187129488188605,0.001135680461527401,0.10548810881880981
F7,,-0.025629074294436963,,,,
LUM,0.029922943115734638,0.07426376266698893,-0.024434988012273343,-0.08519612844473619,0.05814635791992317,0.0563239606616328
IZUMO1,-0.03146967681829878,,,,,
BTC,,-0.007960314792402074,0.05329567172580644,0.10759705885182834,,-0.019727539301078602
APOC1,-0.07605360731317172,-0.03866070205734056,0.19536332285940228,-0.035995354549666146,-0.05868438564385863,0.022164041634013684
PKM,0.003001053750372655,-0.04985767146161614,-0.13097991766575012,0.1228303439056867,0.0854686208658545,-0.13678282382859153
TNF,,-0.014548669218825609,0.023890421687087982,-0.007025277737833794,0.034477834183544186,-0.013504269656128052
GNAS,0.019799204422278963,0.0047805834422402224,0.06627543617634503,0.07985723643766333,0.0007312774405711283,-0.027184646389751408
BMP8B,-0.014939028675163583,0.027680269584184382,0.027023430571460796,0.09694871150718214,0.09109712710557376,0.04376590158303445
LIPH,,-0.02627072070724262,0.001971150416125512,,,0.17361985670134925
CCL28,,0.035683146471583646,,,,
PTPN11,-0.011225177031607643,0.018250347097756706,0.04363674157982015,-0.06331112693603654,-0.012341448081157759,-0.015543965130602655
ADAM12,-0.020649264026003304,0.03705161132973895,-0.0448848242226468,0.004887157251387903,0.057919723344103474,0.001879144416353981
EPO,,0.005694059584726195,-0.03315779017127113,0.04563344127145284,0.09833052246747122,-0.015636906464373622
EDN3,-0.012511301141808538,-0.004978187282443831,0.005883122392246445,,0.016384799589538264,0.01159993153359753
CCL22,,,,,,-0.014299711536237865
CCL2,-0.005371194104231146,0.08677698058625309,0.019805665470757364,-0.0022961229430259996,0.015429815989937711,-0.08151118773979082
DSCAM,0.173136580511236,0.0763488177063088,0.03264485902141241,0.060258283797436044,0.045804061117842354,0.11297803079313153
GPHA2,,-0.029280053112580317,,,,
ANG,0.10850368032045993,-0.03644194326308284,-0.06085292916308654,0.11826625336264623,0.024754972956888867,-0.033353036647634955
FBLN2,0.10921923373157522,0.020718941433412016,0.03603818480069764,,0.06543781362643991,-0.013950528776947671
VTN,,0.021169447273794564,0.02210264470298173,0.12943986916374858,,-0.010995557395951122
VEGFA,0.0550273690160613,-0.11368801075202709,-0.16100692794224167,0.015549386774008462,0.13430200877752455,-0.1282822905427135
F10,,,,-0.012822433293502558,,0.023744824219898406
SERPINA1,-0.006506689267120514,0.052054425316658146,-0.05484372159751564,-0.025482103197539234,0.1723531025147803,-0.06356357795719189
VWF,0.04855392856985201,0.10696228241249027,-0.026602312191084446,-0.00425584889188494,0.05005174300736017,0.0448637052019319
GDNF,,-0.041141851592265584,0.021814926574452474,-0.07168510482469898,-0.018996745748142536,0.07536461519789871
VASP,-0.004582694143735287,0.10714041627329153,-0.016032002753699568,0.07077997862518821,0.12443725262331927,-0.004063134922396099
ADAM15,0.10969918350060548,-0.013304904074237857,-0.016486504947280482,0.001141906908860931,-0.024456710089798352,-0.018922498745394305
WNT2,,-0.0073946774527861815,,,,-0.01605988621062645
CALCB,,,,,,-0.019020301604880854
OLFM2,-0.02177588503934737,0.1376226767363463,0.07408209513542202,0.0755236727141339,0.1547471764348705,0.015526368088159844
MFAP2,0.05338095897281253,0.033860087967911776,-0.03707410058939893,0.01913238662335942,0.014939470098338297,0.054853646524036945
HLA-C,0.0670857363184366,-0.0008737249905197,0.03518974318851873,0.03822758552627313,-0.08707748987213347,-0.06911127928685659
THBS1,-0.01607445823048504,0.0006649397016043086,-0.044592688235144826,0.06271545560044157,0.050148228044006066,-0.033165138567749046
HSPA4,0.03281263847511291,0.035862137884514936,0.07806996773144663,-0.1096245780712307,0.030074642250635067,0.029140704163009512
LMAN1,0.07389597735863963,-0.057051078542902894,-0.0899169437079826,-0.08002986554385354,-0.04851051769961995,-0.07214281849156164
LYPD3,,-0.040077010618889186,-0.047831721533199346,0.005261165173499038,0.0031892369159403217,0.08032657783597315
APOE,-0.0662681423807809,0.08495776188783513,0.12547030438830778,0.0994035638990812,0.16514158777107255,0.047570826282702636
SOSTDC1,-0.032934218552838075,0.0059193721097143895,,,,0.08446771714528933
ANXA1,-0.03339452851548888,0.01465961861518977,-0.0008060960034884777,0.11434792326945134,-0.000747949399969104,-0.021457342226992093
WNT2B,-0.021523672003206148,-0.06118181704607319,-0.013061845839242693,0.0713453282312605,-0.004060897103769406,-0.012767874682188034
AMH,,0.04317420197761168,-0.0020123282459173853,0.00895462446309171,0.027341342558440816,-0.024876767877738473
GDF10,,-0.030405593877629124,,0.034301602280494184,,0.0973258257965389
EFNB3,0.12470729260534555,-0.039045179398681955,0.047401197975680445,0.10283359887576522,0.10284015997198816,0.0035641512031005114
LTB,0.01981161312043947,0.017060688966693216,-0.0016127966922932944,0.10258233967262159,0.044335881154486965,0.06946408929479311
