,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.03667511592840575,,,,,,,,,-0.048852935296066456,,,-0.007481782517405578,,
BMP1,0.038195326510734845,0.005675531845454206,0.04085424588538075,0.07052258485328092,-0.0013878868385138346,0.01276889947915395,0.06184289652498557,-0.15039020710103068,-0.011442110902901625,0.015120051488276564,-0.028798788826626162,0.08938553933156973,0.0338292383266203,0.04623796113146804,-0.022249208983498876,0.06496103799777316,0.0006215328242955911,0.03609826907019542,0.10439777137420878,-0.0008390706577690718,0.06024929324153342,-0.048660420827268264
NDP,0.0767802584666944,-0.007817118330024712,0.010825692918759964,0.04130003736535424,-0.07095967114400338,0.08175508747590038,0.09818850308876041,-0.04653640711765676,0.03672180393597434,0.0014676245161042323,-0.0689450061522276,0.025104272218540856,0.03675158393896457,0.12303346759951396,0.028046638735028363,0.06134230491010752,-0.04925667947199104,0.05662656066695057,0.00519248823775757,0.21328247982213538,0.15955452173991094,-0.03618796446780427
TNFSF18,0.032820027778716815,-0.028913975431872147,-0.005027270563573846,,,,-0.009800806455459405,0.0034295699425228323,-0.02208638519062824,,,,,0.11235285713400589,,,0.029652561492632304,,0.1716280091027301,0.008021993165674902,0.0979758207463539,
IL36G,,,,,,,,,,,,,-0.023868969403410357,,,,,,,,,
RTN4,-0.01890992874054784,0.002096049998219305,0.008184272939217625,-0.007608777308008271,-0.03271337566256873,0.018100761131885124,-0.06127485260158017,0.21488589260034732,0.04450351106783288,0.027394261985943035,0.12460801847582119,-0.07072613277725157,0.03120467293700638,0.056076543356569114,-0.03671672868277217,-0.014755168996588802,-0.05876614768724834,-0.08953663521632324,-0.1218351009951488,-0.07371172457714757,-0.01879634519929071,-0.001910595037796925
HEBP1,-0.05484352357233102,0.052445268622561214,0.06470855529452023,-0.021036525017802503,-0.029411568940277164,0.01817905980106407,0.058229567633333895,-0.09983126809954736,-0.0023987481459180064,-0.0024882881809327436,-0.07057391866933187,-0.03248263652374939,-0.006842180431826709,-0.058462481611779187,0.041601913182562254,0.10036910093101957,0.030151723919165405,0.026186061592368606,-0.02911233154478803,0.15936286499619107,0.024245817329262453,-0.060199478865857754
WNT7B,0.12529351717838608,0.030357867616319142,0.05584183083102146,-0.03842382199308345,-0.016131137228642782,0.06790664159863671,-0.0013045903491234693,0.23124668530259163,0.05369955225988982,0.007468078134538293,,-0.0152888176934366,0.011059784444301404,0.05332213850896844,0.020350779500100027,0.05291226569132072,-0.028026037511723712,0.03774092511012685,0.03840171778307696,-0.008505090056577201,-0.004508377299131952,-0.01680621113524695
PTMA,-0.11805337970284727,0.011888567502209447,-0.036044832042869665,0.15114463908805248,0.001132497864957098,-0.03896310633994856,0.06433139289853188,0.0621928738904157,-0.01044185030270645,0.0034305348598289943,-0.13552840266213587,0.08398581527217788,-0.008650978375248353,0.04317171351491236,-0.09819505866875819,-0.12051493804351486,-0.05074326081721161,-0.03557103674557521,-0.031451676003649856,-0.21177291746363397,-0.07031927257165291,-0.19135527971039235
FASLG,,,,,,,,,,,,,,,,,,,,0.07119996112103619,,
CEACAM1,,-0.03220445105219279,-0.03269218775867249,,-0.03875891707978978,-0.006803549751419078,,-0.024713887363827028,-0.04319808753318089,,,,,,0.04810320218294777,-0.02222782841745686,0.06774091393329588,-0.039797507302211994,,0.009233119276882414,,
PDAP1,-0.04481793422149362,-0.002856902556810463,-0.007583376790982212,0.020301587946792952,0.0014448822791310557,-0.01536294932476419,0.12503899643794536,-0.1500974840147737,0.01586563353281666,0.038832881110027966,0.0450238625060939,0.059393214376972654,0.05333988482472121,0.016913962755384006,-0.09999108395801005,-0.06725154549394628,-0.03775787191402528,0.0918069821765678,-0.02280095060763615,0.07025543714235218,-0.0009736716589735708,-0.022114971383663366
QDPR,0.08773608128204838,0.02805844247458001,0.029413914901087114,0.11159448770609345,0.014506314787519618,0.06253779356014955,-0.06770764622794906,0.003658337591573007,0.013776367464430847,-0.005394576542340348,-0.09242758524079088,0.054595965281047966,0.020267426540357132,-0.029938476909428087,0.010922077475387567,0.11262723172557557,-0.030678791853799927,0.05864955584713202,-0.01055348624144281,0.1093474096154198,0.047907716898049124,-0.009339686713500944
POMC,-0.006911174020397164,0.012010409200708259,0.0017012236678969864,,-0.039450694111391724,0.06552678743468351,-0.015711022329769505,0.03669273281011024,-0.03836081585990838,-0.04496499827125003,0.012757890666906229,0.01808813255893647,0.017317512612421246,-0.0006835379542880686,0.015641471275514723,-0.009872531388456814,-0.019548692665282457,0.02479453687012295,,0.05876981576161123,-0.0014741527325564266,-0.11812303030063825
CCL18,0.013634571289232329,0.09166548692838487,,,,,,,,,-0.022328589086785453,0.11114849084001499,,,0.024244425832634774,-0.013727309632697166,,-0.0036511857705799665,,,,
CCL17,,,,,-0.020306231800660518,,,,-0.02041352570979068,0.006940876026177468,,,-0.015949483337713035,,-0.04340308544275487,-0.006165206078651762,0.06492503363243268,,,0.07922426395142658,,
VEGFD,-0.024878673582519977,-0.013770766951105231,0.014432258367172624,,0.012688233646651345,0.03778358725612853,,-0.0549018321895329,0.015141432189544567,0.04302217456307506,0.09401634155834761,0.07130279767037612,0.044299304683247685,,,0.07485361905312174,-0.04195157657723199,,,,,
TNFSF13,,0.01832619749950821,,,0.0013623958334338315,,0.038717548545899524,,,,,,,,0.18581440066460597,0.05148131947202757,0.008345789537524203,0.04977910194473158,,0.08638792216012044,0.053964565945000605,
WNT5A,0.032654205286157846,-0.012075451879698574,-0.009355212466000866,0.0985007792470636,0.04499929841166914,0.10878192158061398,0.05695627467015132,-0.10381758391436818,0.03379460765725364,-0.05836936657328472,-0.05963106669444923,0.0851511032064624,0.023170773330136955,-0.0049535122409338165,0.12378904860963322,-0.01951094204664752,0.051226855361886654,0.011640230104745517,-0.014714937226800794,0.06106794440021608,-0.02453869853493365,0.050811705579322006
CXCL8,-0.16545271241602988,-0.05802804756180471,0.039137665738133924,-0.15483823812058592,-0.01513676653335112,-0.1844599181005157,-0.005801610885767286,-0.0710903836177504,0.018879470274237413,-0.020916784117953287,-0.04447436712649765,-0.0012351139921848806,-0.08446334509347393,,-0.09021172817704655,-0.17630236067067268,-0.027163223673828254,-0.04905478853786741,-0.0552281235059552,-0.0728535096123156,-0.11501671419983175,0.040024714823103096
GRN,-0.021765255372316782,-0.020045936113653715,-0.07170309952115919,0.12335401886993368,0.06054096933354849,0.000649896256417495,-0.016166158653578275,-0.15195753351470792,-0.022518861817692273,0.010735933732583065,-0.10498340555666742,-0.022590159784620038,0.00020695489963038028,0.01098917100290566,-0.00868658743261778,0.05079548913068401,0.02184525778612315,0.11561349973815536,0.19491357624889852,-0.12524266708531107,0.06583366317889122,-0.07702978362984972
MIA,-0.035292916049882515,0.06348228620121057,0.05338848724115605,-0.054847752920938075,0.02956771396834301,-0.011987077745333273,0.0214267338295175,-0.05346278604147676,0.019618437315426174,-0.03766220580590705,,-0.03284920708394362,-0.030434703128478714,0.09712786154208611,0.2567398739439942,0.16847202566994868,0.04929102279252772,0.11507800295635127,,0.18425762351469707,0.08258050972021798,
COL4A4,0.010634830080080012,-0.02479130371267803,-0.04072818004189813,-0.04022332609885827,-0.003100543446612291,0.07473511879140049,0.01227121238531937,0.033136593981683046,-0.017111227343393674,-0.0055411865315432,,,0.05765793404485935,,0.11410165128850489,0.022625104980540045,0.03487761707240037,-0.03456919145697582,,0.0009434684752421921,0.0035830794573836265,
TAC1,0.029673110050187305,0.10570990828946504,0.011198322460208014,0.0883797918142086,-0.03308699611721693,0.031226169561946373,0.05841850303681421,0.1897428602251542,0.01217273636348167,-0.003642709418633309,0.17612909491484688,,-0.018604515126452215,,,,,-0.06790210164809299,0.055347614460300606,-0.007992179517242128,-0.02260671278923016,0.08280299799897944
RARRES2,0.04272026139661227,-0.021048864460153357,-0.02022683829311289,-0.11808018605984257,-0.0044931696855446,-0.08511755286016187,0.01998291136049931,-0.16629704441782436,-0.04621507325316616,-0.025668229938316647,0.0027575821442338234,-0.0014081861768639695,0.005351321428711133,-0.06714564217597309,-0.010804996815697932,-0.04571017826891076,-0.05369621665903694,-0.003376650071632285,0.12373657579489275,0.06123125059212575,-0.12074813727754165,0.0795076872889602
FGF7,-0.015707264870324172,,0.03255388891242233,0.07870906734519259,-0.002853352544935863,0.05501147572037034,0.013133688612552185,-0.03867028976477082,0.014933187539734617,0.025079913309234838,0.11421045890012603,0.06981297743546865,0.0862559849627117,0.055615549498668676,0.0682620079041325,0.02762655573291109,0.03129153903549007,0.023601000959877994,0.002300262774738254,0.16986766049923258,0.04795830344831394,0.015414168540646108
EFNA2,,,,,,,,,,,,,,,,-0.01804518387047158,,,,,,
HBEGF,0.011858646349645969,0.0014093985250938402,0.03193450672827379,-0.03735107895012209,0.05187096997376371,-0.067643582213456,0.06821977367498379,-0.07595857155011658,-0.0155910097767722,0.03616479957162447,-0.02691759244917173,0.04120205049367896,0.019900576023062604,0.027923252952080105,0.0124211400972762,0.002664279827881453,0.04783095734010623,0.05142033847318123,-0.03916035837901141,-0.1055470482254448,0.036666086697988015,-0.06619163345224123
CSF3,-0.049133489847516726,,,-0.054376046399239146,0.014922634986690926,-0.08679612076453884,,0.02598952093229304,,,,-0.02583156362007877,,,-0.04097140055470804,-0.051005846643658384,,-0.001631203602350754,-0.04266755070528244,-0.04008376020317424,-0.007558893889107022,
PI3,-0.09922874465674837,-0.06968358895811985,,-0.060390233715087296,0.019800523550605964,-0.10565718806268044,,-0.03418162263002764,,,,,,,-0.14964301192254947,-0.1655329723509026,-0.05869777686814003,0.06726149352404216,,-0.07623709169997303,-0.15686706719599094,
PCSK1N,0.12152094641345744,0.03443169614024788,0.009692065349762056,0.16125002464458482,0.022456806343240782,0.08622115697260793,0.014437032804079897,0.10780226711360236,0.05891774888135068,0.0026879715321139986,0.16329775902762864,0.04072610700689584,0.015850613527048252,-0.011355835631291448,0.08207013611371237,0.05643771665549838,0.0579771366067791,-0.041802296207873124,0.0001435297652183579,0.19833197582679804,0.04558568354808416,0.16640650128243634
NTS,,,,,,-0.011940845406763894,0.03320799320193076,-0.04699672209158646,0.002454860401650903,0.009447589860157948,-0.06042225580923905,,,,0.031558074529795276,0.03176320457311506,,0.028890182308949908,,0.08686566274772137,,
SFRP1,0.21135420588504378,0.010163054648116492,0.0962067188130822,,0.03612842734004906,0.04499003959591026,-0.06318399596233606,-0.030527623648653832,-0.021576785267072907,-0.0311224144952537,-0.019700729069351504,0.05696268339592653,0.025777264563659395,0.0042576513714987965,0.09891319952836936,0.09314260400656185,0.07585203143651288,-0.003330709723308196,0.06459081932648164,-0.05068621530501753,-0.03746690720423803,-0.025981862459643314
CXCL13,,,0.035085512312222275,0.0177642598345069,,-0.015874318325333286,,,,,,0.03176139540988529,,,-0.0023836264000686863,-0.047126276228084726,,0.007919060867908062,,,0.03576072470948934,
MICA,-0.0479322119077494,-0.009233394869862643,0.046196771478476846,-0.002693756828238287,0.028770578261590136,-0.017274127236696035,0.030188603242513063,-0.08752628719230578,-0.03230363049450953,0.0017971676777365432,0.001440461294832137,-0.025911635613853505,-0.009814322676335788,0.08775714405307533,0.04017225739484906,0.023522620115593782,0.06020858910196348,0.031145244058532785,0.12099833957372154,0.07144970194955477,0.019645896857744743,0.09059856268058977
TG,-0.016313133525028844,0.06574143513432165,0.00940805739124581,,0.005305362089648924,-0.01710250896943103,-0.0021181991611632905,-0.0005639647866395065,0.037027718593605534,0.0036675428861620047,,-0.005985910218713177,-0.005438677194076971,0.034576197280934945,0.008448362904040904,0.07884381223073418,,0.004146260770905362,,0.015363403305167495,0.0735024167705255,
ADA,0.06717131204548649,-1.5806357576859043e-05,-0.05950409946587362,0.050061888851449944,-0.004273416150036686,0.0023845397530054433,0.007801057035220464,-0.09306810768717212,0.041583436770895967,0.00012152230781569553,-0.04737212272886773,0.04946703893075467,0.06203337162770066,0.08641620602057123,0.05177000116282795,0.1263505612361892,0.12601616053010092,0.0519447583394477,0.03477622808440344,0.032758448084724355,0.05824729096888588,0.14682911820110126
LAMC3,0.0445027283842576,0.0011616368952492356,-0.015712982387897794,0.01899442475121037,-0.028834948505309974,0.02835073655232545,0.0885337635275414,-0.0906388461790912,0.030649219633142936,-0.011806551007114696,0.04247596567626154,0.012493364565002198,0.014518734072961578,0.02647059536941136,0.10396783336863538,0.12375656916550334,-0.0024085809893646367,-0.05462116936351184,0.04498614226055658,-0.06940139948217351,0.06785242112529047,0.03409423193306827
CCL7,,-0.016033522159482907,,,-0.02698087272245954,-0.07087942851415699,,,,,,,,,-0.020435624664325164,,,,,-0.009008737437122237,-0.12077181113045268,
NGF,-0.05173572740391277,0.0016853020973294172,,,-0.030118339381748953,-0.031938881810840376,-0.005381641751604882,,,,-0.0059817273125703264,-0.019414440025550605,,,0.02745893582656887,0.10173159233612206,,0.036043037434190434,,-0.03096606334960588,0.018051632983346506,
TNFSF15,-0.053310989956764344,,,,0.012607693070951905,0.04500835474038988,-0.01749921783596548,,,,,0.2279516012109909,,-0.008893933427852722,-0.028999655774598374,,,0.04085754039845038,,-0.006073480696656971,-0.05352393241960681,
HMGB1,0.15217621054773325,-0.056709248430698765,-0.04176083516403457,0.16439178443875846,0.03292349558713584,0.0921667068239442,0.02228364690407577,-0.11959775038903522,-0.04016047012826376,-0.0014341174988671144,0.001555795809662738,0.07495570121651668,0.04578982254557422,-0.005384459561451226,-0.1479449891026342,-0.07554256806435168,0.07132927047127476,-0.06116365324782199,0.03774935347489761,-0.0023593820138023,0.02067185407278372,-0.1041025942410949
ITGB3BP,-0.01825369779287693,0.06214146070291232,0.09791169698834003,0.0311300201948066,0.03821090870374025,0.04657795518386898,0.11460892478160803,-0.11104824419476902,-0.025936790893561563,0.014969903708228281,0.018047775879096523,0.030744189789821776,0.01020978598614732,0.024834238831035534,0.039816994768780624,0.00882975652562057,0.02633783954968143,-0.01883798629643124,0.037719230043429745,0.053839414387080106,-0.02783760014387557,0.041011673810025476
AANAT,-0.029149139568298173,-0.011266589261277162,,,0.007642213226969344,0.034251236275708453,,0.054001579649812094,-0.03102176868371636,-0.022805955626460962,0.006564906970496733,,0.007441576899569565,,-0.0005279042811970403,-0.04164814960791978,-0.051130664177304004,,,0.04159379400113483,0.0653008872682265,
RELN,0.05228983334646267,0.05949729484302024,0.0225891425218921,0.004583228981193776,0.0005168039341548482,0.04528546460124584,0.018054400802891044,0.10966620002534778,-0.0017399000851338765,-0.039657293555264504,-0.02288049859273607,,-0.03260063984546519,,,,0.07892622560611336,-0.036376545679742106,0.025709339592769723,,0.04740356567086672,0.01746957599276419
IL15,-0.013069492683679986,0.03177212837269752,-0.037468935465041465,,-0.028847823790464733,-0.0771577863217357,0.033130932091263075,0.003201305633461602,0.0329558451135374,0.017401956886985565,0.013996686721381083,-0.01784877557439652,0.02468360386464087,-0.024463237084317364,-0.02061922584941616,0.013337494335451942,-0.026250975732561507,0.007748949496518067,-0.0028859261908287218,0.0634919053824895,0.03297244290860582,
UTS2,,,,,,,,-0.08239761311662648,,,,,,-0.06878813162578844,0.09255561969050678,,,,,,,
BSG,-0.03756959106273957,0.06920100304505723,0.07940012502072132,0.03839174963221498,-0.0274807952333524,0.007035902841104316,0.012772741803036305,0.12138172222920722,0.04019721554703626,-0.045378306971893295,0.08386379646401013,0.028830765133978378,-0.044167395508900704,0.02090074758038065,0.09881747300321361,0.006570344327834476,0.0935655448805667,0.0419683136186104,-0.039506113505342194,0.1158523493513236,0.019157493397571595,0.09493209656352211
