,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
ADAMTS3,0.030356076656601474,0.042854817402514296,0.023333645014876045,,-0.030814222080527587,0.06662209027100081,0.02087082397572126,-0.15168313045877052,-0.003204749913850414,0.010084752589396832,0.0200447796496206,0.031129175241471334,6.155936600067123e-05,0.007804504758290966,0.056490972296205595,0.1254259682418863,0.048913194126431137,0.028892547014769177,0.018863562160208323,0.17962722392622005,0.10374090428899596,
CD34,0.14519424891012017,-0.004455135868173521,0.03895194405253406,0.07089120666753605,-0.022090738129443732,0.04624608308222493,0.04872766330723636,-0.11313805163998644,0.020345096489599406,-0.03467784427578713,-0.018467552736044567,0.04510216501794199,0.01242202050514923,0.04811976488588096,0.12476885955066407,0.10333293072313383,0.02271441455909537,-0.016059789265236008,0.04013453862118789,-0.04607401876597918,-0.0026196848985337163,0.006673888847361893
CCL23,,,,,,,,2.1746515001405492e-05,,,,,,-0.002878233595914372,,,,,,,,
PLAT,0.0757954850798886,-0.02628888497172242,-0.023424339753575617,0.1485597196288631,0.019470983265282963,0.01999249001596908,-0.0011028432718978376,-0.10825193991339568,0.028416705130990295,-0.05999815838621841,0.03144994567005248,0.04323960203121117,0.09363931561286856,0.03775682684122824,0.22670943689670997,0.13725908532609685,0.026400313713754835,-0.07047626680675027,-0.09570315244987344,0.012968372175377961,0.05248512836050768,-0.014262224459052121
NTF3,,,,,,,,,,-0.003152889237804714,,-0.03316446467455608,,,0.1629499697412192,0.12815829945420734,,0.04178875240793222,,,,
LTA,,,-0.03269219111347653,,0.017265289857683084,,,,-0.04093986387719976,,,,0.008360580899349893,,,,,,,-0.04020522583611733,,
CKLF,0.055478327919456734,-0.022747334752289725,-0.028497034332891847,0.04595881991578155,-0.024126171935006692,0.044110913182295194,0.021623546605624978,-0.16154273740395575,0.0047889095448592585,-0.0300725417037768,-0.07513458563308047,-0.010075964042197084,-0.025095902274883505,0.06281175746208263,0.09386335920579231,0.04354988078641872,-0.005255228483110198,-0.001379928507273841,0.05992212812348013,0.1333091592317647,0.0748230288110117,-0.1015907716329426
APELA,,,,,,,,,,,,-0.04271878527121391,,,,,,,,,,
CD24,-0.10364982549500662,0.0243231223469075,0.012061569474422103,0.06180371998694162,0.05911690454613908,0.10545654651912857,0.05112721318919987,-0.03167083675160889,-0.026286814859124416,-0.0269088718694956,0.0544493924869568,0.006359163130504075,0.021134023562905783,0.12714672763284088,0.10846188433064718,0.04926730642806059,-0.0009656310254461999,-0.021782022753667432,0.06440078421645504,0.07024376731730388,-0.05393170035922537,0.05817635447437455
HSP90AA1,0.04063124878134075,-0.0012019249814828026,-0.03019190687123116,-0.03395825664147439,-0.025302379398304674,0.03742416210621642,-0.066699339396953,0.2115545817040468,-0.014697715961342717,0.030386060383612874,0.1767909805268463,0.009776825084239611,-0.005535397013767397,0.04712988408482213,-0.21005408706238957,-0.19276521343418904,0.11750278299006443,-0.05116593247886253,-0.02051999853959548,-0.14447102253639127,-0.07646446356715353,0.13917964263978813
BMP4,0.0461539483433104,-0.0136392557637997,0.047599047535224676,-0.03702429774844973,-0.05816259687162144,0.015649576610252246,0.0468809586472718,0.03404439718032157,0.008285915400948111,-0.028996829019881227,0.05153226537300145,0.011752029142305734,0.011874835029446093,-0.0005387474484357587,0.07888390898242686,0.0918391376456628,0.018718239304290438,0.050540383743783536,,0.0096347694878254,0.034979870229443974,
SCGB3A1,,0.0881603465592677,,-0.0001499656683914789,,-0.0023260332066774242,0.020005987251389544,,,-0.0024764096559685683,-0.0033564373274200332,-0.032645245709202006,0.020680920361929034,0.028377069045249254,0.044075732615081784,0.04151858119798736,,-0.007089490123625903,,0.02821570790211249,-0.02860406450632283,
IGFBP4,0.05506250099424659,-0.013137872156558237,0.060880011210129564,-0.009171671550259131,-0.06370465981272071,-0.04951715941147294,0.05842320932570989,-0.10247322760755605,0.021326560036422856,-0.019434210673624955,-0.004947746548519267,0.0128437733636837,0.008202911422947315,0.0032387108585880016,-0.014986188884935376,-0.018124059677265034,0.050082955310277955,0.036749827636508615,0.02393465380454429,-0.0679810028239203,0.05219812497912772,0.03939972152740719
RSPO4,0.10499765494237337,,-0.04667448293563884,,-0.02127923450701127,-0.03742172655768337,,,-0.03332991933277537,0.09529776184180057,,,0.028483067150922987,,,,,0.010279900554694929,,0.04540258173975803,0.03113518749561094,
LEFTY2,0.09126379928834828,-0.01707891916707612,-0.0032929342640469227,0.007379701588941958,-0.015649133054308567,0.05037132992133845,0.02903428165089957,-0.11879189444579707,0.05973011420066166,-0.009323577909459015,-0.005067644654013494,-0.02620184520019476,0.038154163697995264,0.05333081719948136,0.07684562069995111,-0.009036017880285376,0.009970755656583058,0.05808832532254554,0.09338413729464763,0.050447820923129036,-0.00253945511885772,
PF4,,-0.04095458287053289,0.012867367096089512,,0.024667308223643814,,,,,,,,,,,0.02331545802433967,,,,-0.019834518127205925,-0.052308115658322905,
ANGPTL2,0.010275454349098953,0.014501841572327135,0.04201399196112979,0.1257878213553943,0.048569919616279385,0.006981435093445399,0.06719813557472354,-0.0907048978042814,-0.010457644094239861,-0.000853490451325975,-0.021993157377983356,-0.013895333625937391,0.02500853401619254,-0.013957913527061551,0.10603072259957456,0.14682611094868508,-0.03190168688430331,-0.029804831631074943,-0.028949861036280167,0.008997291334572066,0.040129104844164015,0.002802853817026729
LRIG2,-0.028450100245928995,0.060887898216149205,0.03843792662885982,0.01560698689018114,0.0003003008837424849,0.013065994455156672,0.09430372031108743,-0.060892621341295756,0.03810411606778783,-0.04719881099412465,-0.05487119193030893,0.05837887807850476,0.05867228210602243,0.03754567654991197,0.10564088166590346,0.12458930807357255,0.11016624142045106,0.019748765187702064,-0.025039311929005006,0.1413744981240924,-0.01054545592391014,-0.11990646820981411
ICOSLG,-0.01037069366116442,0.006002941474809432,0.007082846056451158,0.02487519564536699,0.018154868529918686,-0.014674316677456728,0.13068599295632247,-0.12725119796619033,0.036432755612150855,-0.034962073851152985,-0.04406006056992059,0.009181704289919358,0.03351097418956584,0.04589738975203058,0.13071327523562415,0.11602995757019202,0.0948230549553458,0.032236879994869606,0.10015109263480511,0.12074248567697628,0.03393196883319051,-0.05521268772194793
WIF1,0.15882106441154975,0.06160090605159326,,-0.01447973835008411,,0.08793657509825943,-0.0268700088507603,0.2827895457241257,-0.04280459037238594,-0.053995160535722495,0.13313845067493826,,-0.0022038131365558914,,,,,0.0159059524781268,0.03070070059583255,,-0.03586708838060551,0.2163667341888469
NPPC,0.03112287763880591,0.03352052151268294,,-0.0040235279164544755,0.04483000995160046,0.03981718253588332,0.04155486939504367,0.07750794126880022,0.005633446669921747,-0.018041804163093155,0.06323438075647521,,-0.06800605928809704,-0.035626004972582545,0.07037970455558468,-0.023402266458418662,0.016483668889243852,-0.01778130193103557,0.07551587802234841,,0.049833650879668234,0.15476029399170327
LYZ,-0.08370972246171925,-0.05601139440200614,-0.016073842088184173,0.02291474350676992,0.007126278987039588,-0.06613033498132878,0.03286629193118844,-0.09901826561761783,0.008455687661106222,0.0010549659136097447,-0.06648149277572923,0.04396319016581395,0.012628318068087454,0.039661596196397655,0.05059270242338532,0.04257391499171731,0.0119749944760078,-0.01794637139233869,0.17897906461896565,-0.03466847590159413,-0.01960584653346562,-0.05053421318715922
EREG,,,,-0.05805873748433894,,-0.11447445884795644,,,,,-0.020809111764328595,0.033007065290781325,,,0.008010373230472816,-0.054979978625947085,,-0.019892327745991277,,-0.054305416892852294,0.07257946777768302,
SPTAN1,0.06599736686402724,0.021575863028271667,0.06677565759737691,0.12203046616700382,0.08100959859213923,0.05560515606528286,0.031954038837424904,0.04776866941317576,0.015264393750222616,0.011169683623801852,0.13790658555552812,0.020181585754978554,0.050157820074178315,0.0894224257773455,0.1158626891097493,0.1225010401724627,-0.016006633768657384,0.014553105032700426,0.07763405220747514,0.11533556386382074,0.1097317117727897,0.1354202314739318
PTH2,,,,,,,,,,,,,,,,,,0.014244992204840575,,,,
LIPC,-0.02385109278663333,0.013726049306704794,0.036470210418876874,,-0.007462513547170158,-0.012466229811985204,-0.02853044118872874,-0.02354551311189457,-0.022209602333631142,,0.038376190589967565,0.03282715269378605,0.08160715145472856,0.004073441716519195,,,0.010916893604231101,,,0.06073596009808236,0.07045468773716528,
COL8A1,-0.06456373439736478,-0.01651714468411807,-0.02764248887820118,-0.05206002444384072,0.021822473959772527,0.0230374604631864,0.013785970976963064,-0.06563769103475053,0.012461510334619995,-0.06505590061870299,-0.0250236238030714,-0.063513258493889,0.09453058683287649,0.106658248346598,0.13495120489717957,0.08030729443894849,0.09528407872078677,0.13991535223974016,0.14323789668541112,-0.025906468788918537,-0.0010800002255120502,
GSTM2,0.09016411272985396,0.003411533923890361,-0.025745327212286662,0.1108053990714333,0.040446847786653965,0.0155618082154395,0.0244195617625016,0.010131108891708502,0.04310934380047762,0.023805726657973904,0.11837218830922203,-0.004897447928649392,-0.02213307133880124,0.08332260466846123,0.11268793767801287,0.04144092133746481,0.028760455100509986,-0.02820393201441198,0.07058350558317497,0.11951418142172948,-0.04397808530218801,
SPX,0.14660630010901196,0.06083527963061695,0.03963349230032797,,-0.04818792641657969,0.04673415484044432,-0.06758267442506762,0.056230953128586746,-0.00284096129624487,0.018653998863783487,-0.030730421824189006,,0.006411060462166334,-0.04722910363274327,-0.013390692449906118,-0.017929343469739935,-0.027114686919044978,0.039010892119593604,0.020204786132240127,0.25682288621443344,0.13347922546412289,-0.10487290599148827
MFGE8,-0.05658568818921198,-0.03251491680561283,0.006118975152323753,-0.02344035903549844,0.014527354793391437,-0.017332167876373084,0.07516948559106927,-0.0505071925578677,-0.004028082930384072,0.020834580246144842,0.1067553733932614,0.000521510219653714,0.006736086258794692,0.050021024638594154,0.0470833596171288,0.052384483346417626,0.07144513364711116,-0.014682346873059153,0.05295114213922714,-0.008165465953688764,-0.001660086494841729,0.056482359935378736
TGFA,-0.06560341804376978,0.09884783515158284,-0.012070606229907509,0.03963486074477617,0.03017588371267297,0.036512226360736165,0.06099208891689518,-0.12713141965642583,0.0245567835107022,-0.05144537869784235,-0.0018077850122283196,-0.04129188191025915,0.032717031558127,0.05220552076266687,0.04650856095696799,0.05781554394687454,0.013535136258246514,0.05838268636619348,-0.05637374398631807,0.17539886181041234,0.04831507443842785,-0.0932454467154371
SLIT2,0.1837239438837286,0.014742445299471198,0.015774298795887678,-0.004603216652507738,-0.03458327250026865,0.015450123317102962,0.03424933221357849,0.09839478914067898,0.07101831293068868,0.004956334484613304,0.05132536131101113,0.024256317888074617,0.039450296594709305,0.009001677972915121,0.09543518174589125,0.11434391692623172,0.04867321014263699,0.013447458595097711,-0.07191730825105189,0.006885313797772904,-0.052434667637651956,0.1537906533362891
PLTP,0.021567082078279096,0.07662737769424319,-0.005495309665741821,0.1277722882223072,0.04273022184176478,-0.09490587324456282,-0.010644402859237463,-0.19999383669917536,-0.007402456642390973,0.026652476510453233,-0.10534176276227894,0.020896273579479464,0.014818700707780155,0.06814730344060899,0.007642400020491546,0.025788086166666342,0.04959813777490475,0.11271729996381534,0.06892186358992723,0.04813659995015965,0.060150429271026505,0.03150470072655776
APOD,0.0885303782295092,0.03312368916737266,0.016597898984082513,0.15488572637437575,-0.009624693638877052,0.1289387000876296,-0.06367681695547867,-0.15031981053294663,0.02788716761184325,0.0037929553053886187,-0.08309835921180103,0.0691047335149684,0.03121895918087888,-0.012818633524749245,0.19045965426708011,0.23721720650575712,-0.016759179774180337,-0.12112664765793184,0.04046793197885208,-0.06995968016016599,0.06961880812752383,-0.13522317408206416
