,MGH258,UKF313,ZH1019T1,ZH916T1
IGFL3,,,,-0.025487618558262367
BMP1,0.021620925412233975,-0.030264838668148036,0.0527289537547226,0.02351938695450935
NDP,0.05906326858355211,-0.05451856604405654,0.054189321875179684,0.023278709818454684
TNFSF18,-0.01927998321590006,,-0.042222379133744034,0.040206378837614194
RTN4,-0.0036667218622588624,-0.03456850302728657,-0.03310857624159005,-0.02210796589701928
HEBP1,-0.020441351762234706,-0.01283077081879884,-4.606994180277515e-05,0.08324545698201415
WNT7B,-0.01698506134734137,0.04006803666000069,,0.07957457395376848
PTMA,0.05276564001034784,0.006289331905372849,0.0051371359765788145,0.008830033491106724
FASLG,-0.0169850661489747,,,-0.022105402880354234
CEACAM1,0.05737872323264689,,-0.02968949827558839,0.02321262146592538
PDAP1,0.03367451074323629,-0.032518331516158246,-0.04122560185294215,0.05347334796953393
QDPR,-0.0795849931425276,-0.038554323193148346,-0.03232409161773956,-0.03347208215824084
POMC,-0.01437959203431051,-0.02776184034957894,-0.05309996067143168,0.03413497893437214
CCL18,,0.02079878345113989,,
CCL17,,,,-0.020036064840613477
VEGFD,,-0.01875702156962417,0.057211995478944115,
TNFSF13,,,,0.04395061390043658
WNT5A,-0.007096306532736702,0.026758694326684374,0.035369795563645924,0.039573927023760946
CXCL8,,0.04599310409210638,-0.04672500141637341,0.03553946188380206
GRN,-0.01041307128035506,-0.028486406938898683,0.0014516109335105888,0.010767353538292558
MIA,0.06218219279700177,0.052545120937790256,0.002047287614776379,0.004671298527013157
COL4A4,0.07743636980808204,,-0.031604414960017285,0.13539367875950112
TAC1,-0.016985056908099077,,,0.05219704844537341
RARRES2,0.07188049913405097,-0.007838774042170876,0.08775079051480156,0.03627129543544835
FGF7,0.008754576372044553,0.00024309867141714125,-0.0015301243338141993,0.018753425715383264
HBEGF,0.03570218201011656,0.04136133293423787,-0.006754249181203674,-0.004669937589737716
CSF3,,0.013416637235538865,,-0.02109488534934585
PI3,,,,-0.008851473750746422
PCSK1N,-0.00602626372767621,0.06248737708402732,0.0693019355003505,-0.028095073455525588
NTS,,,,-0.0035257598999073585
SFRP1,0.015257238132450763,-0.04745416661080884,-0.02604909770462531,-0.030512741624153218
CXCL13,,0.002883596604221587,,
MICA,0.01472307286821816,0.00762399712053318,0.00039010971051752744,0.07267989824785999
TG,-0.019670771786913715,0.025245418938785086,-0.06446305877023784,-0.020905503709552416
ADA,0.017297173657544088,0.014727737436985995,-0.009279691194777354,0.07042299632745933
LAMC3,0.07709120300519873,0.002440070308248356,-0.0777326404591551,0.011576343627234134
CCL7,,,,0.014620059997998959
NGF,,-0.01025457918686727,-0.04564371141715093,0.038894044721310736
TNFSF15,,0.003135701973370971,0.03561346852892621,0.05346629788248731
HMGB1,-0.023412112596218303,-0.0335386851876491,-0.16308955584710963,0.01351327968781597
ITGB3BP,-0.045618065307617986,0.01961104954489783,0.06988649295772208,0.05960189195391048
AANAT,,,,-0.02338842977421538
RELN,-0.016307591325849316,,0.04191035487917442,
IL15,-0.0012474053130985656,-0.005276477162460198,-0.046104223415988424,-0.005430492231859253
BSG,0.03923031542642469,0.005417189752331017,0.15275140784381191,0.029987210758522787
ADAMTS3,-0.037277141055526805,0.024037227338245943,,0.012438738688833072
CD34,0.0381696162963043,-0.048361230995287316,0.02507437532252195,0.06390582473355615
PLAT,0.008301648605685046,-0.04193255296892353,-0.03811387191912477,0.06468288797982548
NTF3,,0.0053805065751447514,,
LTA,,,,-0.03147730175513334
CKLF,-0.024944502958469915,0.08072201742961387,-0.12058672474923898,-0.018235867734925998
APELA,,0.0259796455557936,,
CD24,0.011981420123098281,0.02487034513582772,0.16361400879221935,0.004563972146299675
HSP90AA1,-0.037864130051760335,-0.04230680323514698,-0.056508809591108156,0.008221533062248626
BMP4,0.025442645111560257,-0.04127682393577017,-0.04369655058523992,0.17083310595599363
SCGB3A1,,-0.03756946153083937,-0.04330775358288724,0.029129757800541653
IGFBP4,0.0982969592954899,-0.062240326581859864,0.013494939427026273,0.06630142319848802
RSPO4,,,-0.03959860933528997,0.010009716393105158
LEFTY2,-0.019476281390736126,-0.020290282214514673,,0.07654240997181773
PF4,,,,-0.00569127239721434
ANGPTL2,0.023296342230304485,0.029810415871638803,0.008939313052151966,0.044498239436744705
LRIG2,0.0002460163167938888,-0.02877209133176293,-0.008833550863170163,0.016941245750065694
ICOSLG,-0.03285399531989974,-0.0066897904199609065,-0.06846642275865988,0.008592106018585134
NPPC,0.03723956053716619,,0.267279140487854,
LYZ,-0.02253715230913547,0.015683749202304337,0.024804157595408726,0.047355360595503763
