,MGH258,UKF248,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH916T1
HMGB1,-0.030566683824361077,0.0012033375734327018,-0.008379946009800139,0.013366247025495366,0.019512233315691616,-0.026447664794747913,-0.03994000177119737,-0.019371869754148993,-0.015003873310409081
ITGB3BP,0.006102743408769872,-0.0072121737218383405,0.03814946247894089,0.08195370868217165,0.10790017742349528,0.026354271740886493,-0.027488355419779533,-0.009892776967736371,-0.004528745675024215
AANAT,,-0.023725216820136147,-0.013192240093214668,0.017313077731469877,,0.030526497068287247,0.007961662785763277,-0.02657355528856069,0.05032691990033147
RELN,-0.017892527610674832,0.026169165151814153,-0.029045054216034576,-0.011066798027166645,,,,,
IL15,0.01079264852146522,-0.02327455946674169,0.02616268216480955,0.037875717368053556,0.020338272716317978,-0.06418967427661942,0.02337627839307417,0.006813606802084385,0.00533025727870433
UTS2,,,,,-0.025595557761899194,0.018934714686043838,-0.014467020898192946,,
BSG,0.061235514868894746,0.04802022696671182,0.0854410942847822,0.04379750933795768,0.04314068028244642,0.053966908246975136,0.035105280016069114,0.01634229380723247,0.027375501862975396
ADAMTS3,0.05821237528783133,0.028177526440477364,0.021673187084800375,0.06417692625675092,-0.00741602319803964,-0.05840399808830474,-0.0007692721256986902,-0.005204551873570086,0.03519073333405252
CD34,0.035734280879146416,0.05010928435488249,-0.029118791882757126,0.025450672879788236,0.08468943569722498,0.0014774161588591308,-0.01694749169288513,-0.07818368268904914,0.05389345991719891
CCL23,,,,,-0.028153500912461056,,,,
PLAT,0.04219857441085301,0.05109073398215691,0.095283809141742,0.0878433064515252,0.09439602195289347,0.02262724766595107,0.10575142250754883,0.049908685817250914,0.010579265987343411
NTF3,,,,,,,0.04175041005335268,0.018707695641960044,
LTA,,,0.008662805396834086,-0.014374088922031332,,,,,-0.0014195856576537475
CKLF,-0.0339994427470905,-0.04327073309477526,-0.01398120176178234,0.08629160483986842,0.07999964294524013,-0.01123708159333094,0.0688758453174825,0.06712164041615892,-0.00881979254209553
CD24,-0.027091253549204972,0.05004178266807768,-0.08802805221497903,-0.01225071291049849,0.05458651202128425,0.0063668318196344765,0.00993797104204611,0.015372313798158474,0.024992479485585136
HSP90AA1,-0.06822944376584429,0.009282051284360458,-0.032603857097734744,-0.05290448623539888,0.002574530675229902,-0.0603458051522508,-0.11799581156712631,-0.1049957819766989,-0.029520224847646756
BMP4,-0.022211603846258383,0.009901425567118663,-0.02105867392130164,0.006765772928771171,0.15174907018541367,0.06905346514328946,0.10020783984949924,0.036375496237198345,-0.0005457175775349212
SCGB3A1,,0.0657224747809596,,0.034857791440661916,-0.034743681871611816,-0.021307933017440023,0.02775076476312174,-0.02637807796664576,-0.04462895043402915
IGFBP4,0.03827631080479569,0.053575450452471626,0.01571878955646976,0.04302576667880467,0.021303911082010258,-0.07758235278242348,-0.003832805098734287,-0.08491150675402051,0.042326067525535145
RSPO4,,,-0.01477727238263597,-0.009366085445814883,,,,,0.05664581657028634
LEFTY2,-0.021369182951294582,-0.02433604402999975,0.03419590931589095,-0.01179889366904079,-0.018284221326028298,0.0687314896758447,0.03569575735243944,-0.02270502506960968,0.026155825000798757
PF4,,-0.0169632545240754,,,,,,-0.018099112377768747,0.05383629390128663
ANGPTL2,-0.008158195577732459,0.031470101372500205,-0.011689522038112885,0.04049891517111347,0.04537500447728741,0.1414662705574551,0.06409534356186136,0.04235906803572279,0.036555188012645984
LRIG2,-0.004012972939466154,0.07317248056809135,-0.039114854041168684,-0.0013371473023023493,-0.05298851135184782,0.12044648787983185,0.022872263422336336,0.07213032510380202,0.03085978199494945
ICOSLG,0.01743232110412805,-0.003394940358268822,-0.04137722492347572,0.008267764605874842,0.04046050566283366,0.07881541491723401,0.018484558114341392,0.024095673652867137,0.05648658453231467
WIF1,,0.015462273148119914,-0.011403271087897229,-0.012904989676599057,,,,,
NPPC,-0.017189305238887582,0.015658270363969173,-0.022244158654144197,0.07887843691722003,-0.02487458429902331,-0.05755536962696488,0.14849816321498233,-0.03424473398333312,
LYZ,0.0017197146026931137,-0.024481107333608046,0.01570751153710138,0.08825134186098409,0.0003101482923371357,0.0411897192711254,0.023634658192472555,-0.027353156455174527,0.012364811638688444
EREG,,,,,,,-0.027923860238107934,-0.04226448880238137,-0.045773729353566495
SPTAN1,-0.05611860870295064,0.07612196777492479,-0.052133049591665634,-0.005772018130543537,-0.006721960248647558,0.0923894543571738,0.05432220232827972,0.02382713862619049,0.06881353620097774
LIPC,-0.027632157858066685,0.06088311058437279,0.06562178471114036,0.058688629816066935,-0.0263769503841602,0.08847362332736826,,,-0.016160685038647364
COL8A1,-0.023257477218448445,-0.009726338233070024,0.0719167314879955,0.04682942364023567,-0.03266147790009625,-0.008569388978843061,0.06516706631226021,0.019291980442000284,0.02878480207239853
GSTM2,0.08514978800321704,-0.040197474323851234,0.039320576580271736,0.09153811379569465,0.05319907704368743,0.14570212988734157,0.045093695294351394,0.018199952520600665,-0.008081691887102073
IL4,,,,,,-0.039665622722778675,,,
SPX,0.0012558506972164115,-0.033588121494671275,-0.061590795020882806,-0.02441540474803187,0.013368268942821232,,-0.01952469979758376,-0.022472361419971623,0.04374040547707828
MFGE8,-0.011757515877447113,0.06704441491393455,0.05932844637592373,0.07423678280888985,0.016402108337512197,-0.02871828743134036,0.054304326043449314,0.014755069884617087,0.03345400178937412
TGFA,0.009877447701399311,0.06936869324668792,0.05631259656164211,0.04585773231012112,-0.03085568920172452,-0.017101294496172745,-0.008812587693868562,0.05547174976261196,0.02815059950060941
SLIT2,-0.022211600292068676,-0.007004096904417791,-0.023769742904333757,-0.04241284086618243,0.0668147599127245,-0.11185951186362678,0.0508821145429494,-0.029647846988344995,-0.007522476862010606
PLTP,-0.011781732654630277,0.032526699240985765,-0.019664120321923575,0.02599817373568316,0.02129973694263161,0.06727352526217575,0.012011169589464535,-0.050106165718259474,0.08060888179873085
APOD,-0.03522164391271302,0.02531559275058848,-0.06490517337950427,-0.024594240091530852,-0.04161815416400467,0.044908879563934544,0.12132835798276145,0.05995869756695681,-0.04423194372208712
B2M,-0.05688854103485133,-0.028552302740008587,-0.06838819348851999,0.033081651349478276,0.03742604324612218,0.10768714314020385,0.07174694955937533,0.03910790621349328,-0.04150490669542138
OMG,0.005283653972430325,0.08507887948380759,-0.08333247203167679,0.006539601395920436,-0.004853610886296231,0.1065828125391764,0.0626620540274187,0.05314550743330824,0.08550403485956229
CXCL3,-0.017380516813775754,-0.02377224867418116,0.10907083891587936,-0.01933152854554809,-0.025635753610066956,0.06418060154469442,-0.034823559718164705,-0.009803876297249905,-0.01447066898055436
CXCL10,-0.04119749770645756,0.015766559156226986,-0.02695065107453659,0.0904508845051663,-0.03936668739961454,-0.06015842593581924,-0.019996861906579576,-0.024276156567711763,-0.03479413472934427
RSPO3,,-0.022213003978429374,-0.022318836142825735,0.029689820652477515,,,0.0749393620448722,-0.014022553870940454,0.07508607001126366
CORT,-0.021582580403082967,-0.016097144247850973,-0.04275733173803071,-0.04664125906406204,,,-0.022081241393552324,-0.01893980119596792,
NCAN,-0.060303269862766504,0.04378721070763237,0.04228016831361136,0.019093404859309448,-0.11070708858062703,-0.060930406102659235,0.12810709113706492,0.05206295088277818,0.05275723370586427
PRG4,,0.060326454106609605,0.04083403346511914,-0.02361839574520749,,,-0.02121004987470429,-0.027946835667711015,0.022364612899988014
ZG16B,,-0.02267619686735317,-0.010095674769840985,,,,,,0.035425426880928576
TGM2,-0.018606376973784977,0.04541708357311154,-0.01555081168068882,0.021855838486674745,0.050832289521858,-0.037597358967679864,0.020705879281510433,-0.010690795622002133,-0.014905212523030521
VEGFC,-0.02158258179271712,-0.031224998332567217,-0.02718516137679779,0.003784922350785615,0.09237619914355104,-0.020752810478093194,-0.024921661368726034,0.006849581176324858,-0.03811783713184474
WNT6,,-0.026384649889886022,0.07614311112464564,-0.02103633011369779,,0.03888161958322384,-0.028908478593630615,-0.03520046706049649,-0.019215812164503774
NRG4,,-0.015061370815176408,-0.01939542586815596,0.021417380720911604,,,,,-0.02160011347374423
PMCH,,-0.017359040406122177,-0.01477727166947297,,,,-0.019683204380770376,-0.02657355434620887,0.036960794483857556
COL9A1,0.06966680650879464,0.012561329435780515,-0.02705772694231715,-0.010688086300763039,0.035308047816541004,0.025817345960237298,0.038919022072687375,0.027438881149753097,0.06498771527974061
GDF11,-0.01588530784476185,-0.008558411474293263,-0.01722418111964353,-0.0048628667241709085,0.05523512527852887,0.04249796641365708,0.03897663979979406,0.03398586152782939,0.031089387032089744
RAET1E,,,,,,,,,-0.023695171007751325
IL24,,,,,,,-0.014675322881498235,-0.017810531232832296,
SORBS1,-0.07111890697180957,0.03197453441759789,-0.07034200987293983,0.01271461358446643,-0.03081993160415997,0.16041602312585257,0.04176498146886518,-0.009174223248194361,0.021513047063636558
DLL1,0.00827015021703174,0.0405999559043917,-0.056679043625186706,-0.005751804231185895,-0.019767452867900888,0.042890796588451484,0.07507179277228836,0.10277984440910119,0.05941465588080007
TLN1,0.05032872924254518,0.04983356987913294,0.049436045909524336,-0.001855451115235493,0.03621591731292778,-0.01851630706782482,-0.044948503367750206,0.011607351188751825,-0.025311706657715947
COL2A1,-0.020271562547826184,-0.000896557854066925,,-0.019625470294852475,,,-0.03208217964286249,-0.04641969276768383,0.022712032100872963
SHH,,,0.01684839377793706,-0.018730405513554524,0.0045515410124284915,0.0007788547060168091,0.07277706483438848,-0.008707490240723858,0.05465852092875163
PON2,-0.046796980837376885,-0.019381742696705513,0.026132708331520507,0.04806390303881315,-0.02530368984659774,0.023516314074063543,0.1179149597827758,0.009481143192317645,0.045487986590579975
ICAM5,,0.014815195110044307,-0.024024913820399087,0.0018857040054535293,,,-0.02042718862513168,0.009014285894751303,0.008133969211426421
HPX,-0.023026105229638917,0.06975022242936305,0.0355084115501607,0.06232816332844246,-0.025635740197991624,0.12596141037657518,-0.037166067951221744,0.023790738797355618,0.06663926085376373
SFRP2,,-0.021740898332989655,-0.01651211980932301,0.055144519952672534,-0.03826867383843712,-0.039665646069340664,0.057179922633589016,0.009570377875008064,0.06387706077753509
CFC1,,,-0.012705502824057613,,,,,,
CD70,,0.04108123135835756,0.024553738404568613,,,,-0.018629434557203357,0.028855540027527063,-0.020042813123021096
HP,0.06600930740766646,0.002279850747233774,0.00673929050315039,0.08069146013767642,-0.003046405219058469,0.13983006060988712,-0.011635391314760619,-0.008029942117637998,-0.03231140725968668
CXCL2,-0.03544860087973809,0.012816721817554203,0.061925705160233734,-5.534460482319181e-06,-0.04601079714821661,0.04129826026385137,-0.0017988740554021753,-0.03134639123549801,0.020240553407250034
NPPB,,-0.021096507569030483,-0.011125454988874307,-0.02410351603712839,,,-0.03866399777433341,0.05709201058364094,-0.021910909509715016
CCK,0.07531093804462612,0.028421489039397268,-0.09950976141165754,-0.03922717531667559,-0.026376971673970087,,0.03940829892396963,-0.04955296948480446,-0.028424364602598704
SEMA6A,0.04757213543403627,0.047598749280155325,0.007352725475860066,0.05350773863149636,-0.01208577755379675,0.08085460530025143,0.03648824566525465,0.02737253132498749,0.006278220484144814
IRAK4,0.05595781195908247,0.014866132670052011,0.04589261812931504,0.03396465775160412,0.029090283326688286,-0.07592970932844813,0.07239306135376822,-0.013012879735033938,0.049550528402950184
GSTP1,0.004714013000513379,-0.02120329686921956,-0.06652311038018123,0.04401102734275294,0.03903597992388296,0.13994029432400032,0.04839108719187801,0.0884198769302078,-0.0002822120835033882
VCAM1,-0.047039666163765134,-0.008761380970908386,-0.07602709592579478,0.022835600842118064,0.07630665104978308,0.062342740059075086,0.036082691856461305,-0.09387394541371032,0.06665593078332485
NXPH3,-0.002835755743663987,0.047517224302489905,-0.05491430097513003,-0.016203913739518065,-0.018482960765532148,0.11661905450272898,0.009558627931450861,0.09027234048272738,0.1029834300120946
MTMR4,-0.057753105482987496,-0.004811145130451411,-0.005793874586055854,-0.01847135041413183,0.021720922959132468,-0.01848313932026701,0.049413408265610644,0.02752759008056204,0.07610518952024553
LAMC2,,-0.016558552524099338,0.02594875115688937,,,,0.15034297549141365,0.029098980518105343,-0.021228306641895383
IL10,-0.02241773076211905,-0.014357535433471203,-0.029903952302572173,0.025351543907989247,0.06412666889523788,-0.05225602281861747,0.10505054024779656,0.05753536389850633,-0.03399105710302641
SEMA4D,-0.03353881535108291,0.04703897131346361,-0.06519501623132312,0.05366507092889201,-0.05580105451846484,-0.06178165561423123,0.07125797106347088,0.0785969067794441,0.020160220994847874
TRH,-0.01981695166549253,-0.0073217278579168175,0.06177893103023181,0.034789316359753186,-0.010380244015405958,0.02438762029704246,0.026004117895689103,0.02562013070340178,-0.02454168802877079
SEMA6D,-0.003320420867753599,0.01577651022643125,0.016725613756270855,0.019386201641689818,0.07254401978362601,0.02302760872639613,-0.008104583918028166,0.0046799696005492076,0.00046270685126978194
CEL,,,,,,-0.027542033087854703,-0.022223533316553537,-0.029078053972035903,0.013991412572901438
PDCD1LG2,-0.008782525826054405,-0.011111356522015083,-0.04346348589035449,-0.018629371141569786,-0.05775590130450195,-0.05891852896318625,0.002293793077663197,0.09344506613784037,-0.014632150907691117
SPINT1,-0.042219542173149924,0.04439032488911347,-0.000850707122932629,0.010799565272637094,-0.04075137991989339,-0.0013082623441679412,0.021212464187054563,0.03949933241292456,0.0813841772206671
CTHRC1,-0.011713586157442725,0.03295192038057667,-0.020629234414648496,0.04452964503821256,0.02405244715491171,0.0330650092204275,0.006036396598587175,0.0013501760522234441,-0.015202800214352778
PODXL,-0.025871751865786184,0.022397709364066508,0.04981502366341361,0.045156105736051645,0.024532187977217818,0.042288430094197436,0.021340941825271156,-0.011908675262196916,-0.0017239514140689248
JAM3,0.007150246554833615,-0.02711128509522544,0.054987354878682615,0.050682582166138634,0.013682631350722113,-0.0242611165433185,0.005831417254638262,-0.0511167076586036,0.01830137314803761
TGFB2,-0.0451049183970692,0.007253897730857325,-0.04399179042684971,-0.01682332301834635,-0.02240437847325646,0.122269174537593,-0.019178325658492347,0.010730129910147388,0.04762292687863517
COL18A1,0.014113948503139266,0.053219519642936676,0.05795801163142226,0.046242252835015665,0.035090328299911856,-0.07895081379362599,0.02605203739266979,-0.06825855391575306,0.0015549628672590478
NODAL,-0.031351435606787235,0.04134810763837293,,0.008677919838866423,0.025707514061529185,-0.10008122066372478,0.1139060715706212,-0.022000201568094385,0.0026751250960653414
INHBB,-0.04752184066496594,0.019187029147504545,-0.01594637090622886,0.0396567661986427,-0.0002730726177056603,-0.04008736980264698,-0.021926899112162678,0.0012020945218593798,0.06762652817695357
LCN1,,0.024922202686982416,,,0.012818151588152913,,-0.023334761765148464,0.018376085532091375,0.00856618758006958
ARF4,-0.01812139259336746,-0.019807391493150563,0.017823743912170918,0.060277437733928185,0.11203349598446914,-0.06675869262947905,0.09000700620887533,0.053472825599512414,-0.046372629849420005
CXCL14,0.027098811600549905,0.04284006973362442,0.04389942009680917,0.016251669986106103,0.0065331814979208355,-0.05112204439655905,-0.0847985774350829,-0.06706029771118496,0.013584443628719684
LIF,-0.026766516930829456,0.029869051054295943,0.10314664753652027,0.021832208177120224,0.05362652208119175,0.08462771925437955,-0.019010682407237477,-0.016628997998608716,0.0013733078514579855
IL17B,,,,,0.05490708540395237,-0.05230944011664389,0.06388664308242768,-0.020783459458430298,0.03904168359279795
MMP1,,0.007261166073751072,,,0.1921054868741379,-0.008877573672152837,0.020828082067772362,-0.0342447317632014,-0.026970190409049282
MATN1,,-0.02174090129570892,-0.011265181979487428,-0.019625467852556606,,,0.03199415121911954,0.14008087713534578,-0.029847936890488758
ADAM28,-0.09737930981850129,0.032999244018317296,-0.06517075754016706,0.12267034214868469,-0.06840451555046917,0.007846417798597712,0.0093747676754869,0.03488987540508565,0.01900029801701788
TCN2,-0.04819916632647999,0.026711201520922385,0.012516503653243933,0.056328054177467335,0.016003389816182174,-0.0011771169064162114,0.03761986387369211,0.004149805327029659,0.0018643671183387238
THPO,,-0.003046759504710622,-0.023126930138368626,-0.019625470106983532,,-0.028799303785407793,,,-0.03231141709597971
CUBN,-0.030056592113013203,-0.004676413771099846,0.017720372483058973,0.05563156241257377,0.049446284357395634,-0.07018775721791723,0.05697218301835091,0.005141072059336626,0.0006217112911272952
TIMP3,-0.02344094570204374,0.01578880666954029,-0.021333435060503465,-0.01927476830379417,0.018240180551042692,0.005863330967552029,0.05500959553879498,-0.018440842351321606,0.03617519118611507
PIGF,0.04396075185525738,0.004403608608411221,-0.02358196464788339,0.07308180925781989,0.0527640456171798,0.02059010078303973,0.07013896199042875,0.03544616289685122,0.06466168699314223
CRH,,-0.019400320083681942,-0.017734026028506437,-0.0005821450979910469,,,0.05074625229786019,-0.042368968704806255,0.023356888233526343
BDNF,,0.0032416919779450176,0.0025550351922377416,-0.022103319887526004,-0.031124579772291376,0.06761602008280283,0.0005552563989786723,0.014457449270544065,-0.00585012937515321
CCL5,-0.04493873821946413,-0.0017583617877385959,-0.012174193343350658,0.023827975072724904,-0.028993094513365215,-0.004469594817560247,0.00793576023946294,0.002712017710592235,0.04222775878297847
GAD1,-0.04608820480401461,0.030842278338525687,-0.05559978344243087,-0.02925458524222197,-0.05221580088643559,0.057716446002376735,0.035025681315739285,0.0987626291222412,0.10353820044790296
COL14A1,0.05365747528061955,-0.003596065487935215,-0.024470413095930274,-0.01397622247682857,-0.012227519392200844,-0.03136135951425798,0.04225941112471262,-0.024315895991055655,0.017396676137001996
HLA-A,-0.02725345201870333,0.018613199547157483,0.030326167935280413,0.042466741441214935,0.050080849809575306,0.14908259298755988,-0.0737978003648082,-0.09942448194448454,0.02685405020286649
CD5L,-0.0378891767950621,-0.019400317839212682,,,,,,,
FGF18,,0.00219156910680484,-0.012071086304508753,,,,-0.02400676812472185,0.06847289427542806,0.0751719674106173
ADM,-0.0065586156759268235,0.00962845358856646,0.11484878416796045,0.04014144716478321,0.024690224139220857,-0.03763954469566725,-0.05386576475567778,-0.03281018347898168,0.0023702243171784946
CCL15,,0.024796030175427072,,,0.002502049552342535,,,,0.018707184935318852
GNAI2,0.02266025390545944,0.03976801373002152,-0.030122062577730545,0.03675309745472343,0.030308954509690792,0.06330920638477663,-0.006660626328895806,-0.02848823861564394,-0.02692666395438107
HDC,,,,,,,,,0.11537133273265332
COL11A1,-0.024958016326822277,-0.007257778449804496,-0.023054442067485182,0.012720315551752733,-0.03846374999910249,-0.07770004313191231,0.040446831215325475,0.013476248258393213,-0.000866966443078409
NUCB2,0.027621972483647454,0.030157461856336203,-0.008067344032109219,0.062373623549018875,-0.005773446608352104,0.08629494903023864,0.010154690565389481,-0.02523439761011281,0.011214228528285764
CXCL1,,0.02847254170704513,0.020864550159717415,-0.0017019748331756894,0.16734611114634027,-0.037759351993983406,-0.04845493266284947,-0.06222992335679136,-0.01053048622322195
VCAN,-0.01232406289051548,0.052290604780110425,0.030281868858918835,0.035589341009571035,-0.04989121643273055,0.023085369114931753,0.04843360832632418,0.03718708866983702,-0.030870919743171216
MMP7,,-0.010038703969116379,-0.011125454928088967,-0.01902544690458547,0.08178587262917567,0.06282519919410898,-0.07240846087187038,-0.04613918325038127,-0.0083217226442059
PTPN6,-0.08578992328089781,-0.04323577806102068,-0.0041694439819798005,0.00961107999339205,0.013032574176220613,-0.00255332603525201,-0.022264956349988783,0.08013896789108885,-0.005230131779358893
PTGS2,0.023261762701366633,-0.004592061281022432,0.004762527801470834,0.0002691642858405866,-0.03559996109703673,-0.05982507638532198,-0.03800018618835654,-0.03676112515123011,0.03402251194964664
XCL1,-0.019352533895854243,0.011544396175860946,-0.018273143444103617,,,,,,
CD58,0.004638158862073452,0.034619432596547345,0.043393962140263,0.054158941957869425,0.07596513633361965,0.030008653586446825,0.0631180326185194,0.017489175763294222,-0.012771238007971688
TNFSF14,-0.015587790372010803,-0.021420914626940967,0.007782551706610181,,-0.03267366071407118,0.01790048366138875,-0.01920415181227236,-0.03535766323635004,0.03092413505855779
CNTN4,,-0.017847045184430994,-0.030820375283840115,0.06321931894621063,0.11352665813900893,,0.06256633265260653,0.040931058933364475,0.04579652631096606
INSL3,,-0.01904438986205858,-0.012828819659370643,,,,-0.021357411928168892,0.020318265354472922,0.04449425611171309
BTLA,,,,,,,,,0.0010287782376628535
MFNG,0.03908513782615699,0.022325685405964062,0.007273379447371809,0.03899402344925823,-0.008493642972735456,-0.0011417993770176731,0.03225576410066202,0.045163158477642566,0.047154621081091926
ICAM1,-0.04624986570514417,-0.007668112477792523,0.04106562548508038,0.03795666343312545,-0.028729719735989007,0.17493409927626233,-0.03234868885598348,0.012585664686408815,0.01862579074264595
PROS1,-0.050195304427775034,0.08282810207727341,0.09581676885479588,0.05532953028173682,-0.018697512013360812,0.06079273232715525,0.07586807838914857,-0.027732310905293343,0.0014778423657732787
CLCF1,0.05848091530704878,-0.01854121601730253,-0.0177761568088307,0.017951448636602932,0.15015572980688682,0.04322110995263529,-0.0094598926403647,0.044952255017810985,0.038973547818864335
PSAP,-0.05125920077210444,-0.017624795736780528,-0.10392016041853784,-0.01176721934112699,-0.012174619578393152,0.09978621362506002,-0.02659026654802605,-0.04516745142547311,0.016684079573304283
EFEMP1,0.02039140482734287,0.004790355209517099,-0.10868275715743508,0.029765148462377176,0.022084166044781656,0.07282401607581968,0.07210703692003018,0.042447669216101505,-0.028414745748865797
C1QTNF1,0.0491673140050877,-0.02123301605167618,0.023457144009836783,0.02155887518156429,0.07410883778037063,0.10641871466933006,-0.04648896977350318,-0.05029867824091294,0.0196695110043111
ALB,-0.029134787036071433,-0.029443123688662042,-0.014005706270161877,0.09434274906458599,-0.03474367892737684,-0.05616149010439856,-0.004528906444491191,0.0848619154329854,-0.03295488623246401
CCL13,,,,,,,-0.014255837091910988,,
EFNA3,0.0821494115120122,0.008563788082227368,-0.04428129298839962,0.06339640006684995,0.029857262421125956,0.008064823569840434,0.02048338013161797,0.011067219825942222,-0.014901838604074612
