,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,-0.0036245879809129545,-0.014734424654965236,,-0.017370830180139817,-0.018417546252094134,,0.09346494524563753,-0.006193284545023964,,,,,0.12585854021570014,-0.03554016385873839,-0.010565213506067712,-0.018461214922524585,-0.016245439161265085,-0.017163921751911743,,0.008131932522095825,,
PDAP1,-0.034633148843396216,0.018589358912669544,-0.005354939862275945,0.031005186702698494,0.008168980434986211,-0.013663869583353534,0.009526598038155493,0.15461416782622447,-0.006874989047618233,-0.0019504974208030784,-0.03138020368309075,-0.01091178203815319,0.05697072301141846,-0.03871250621215908,-0.07301969955018257,0.06050950151324278,0.03447298027733658,-0.00932465430460424,-0.05656366303334985,-0.03817307477631754,0.06183666432964111,0.013290558829768854,-0.05335914823610822
QDPR,0.02805022723427412,0.04103060615887462,-0.04470774340209803,0.04318118264268715,0.0005390428647354987,0.053708487469065744,-0.033732737561190856,-0.1437981229083036,-0.03889866260312987,-0.07363301406060112,0.07549993900294474,0.019914021665921478,-0.10496215578707124,-0.08161051513296795,0.057629469513794565,0.008532431304769853,0.07420097159197032,0.07551396996692762,-0.00938768984751478,0.06825479360886906,0.00874955152477644,0.050258459412576714,-0.11035586568697786
POMC,0.07250979322185577,-0.012269347709485236,-0.02618072184349,,0.007922807674635568,-0.006394834506399918,0.008533038275494485,-0.02083912883227056,0.12960749444417274,-0.0070873533715566294,0.032008733780334045,0.00427109677862608,-0.030130592368473985,-0.03810544252253798,-0.009356079113207693,0.051986771080233495,-0.009563538494667498,-0.03400028538012111,0.013803859952374462,,0.01770555598188616,-0.024173903123428406,0.07627516690726602
CCL18,0.045634261168081586,-0.007916945125841316,,,,,,,,,-0.033921635066433455,,,,0.09041257742132336,-0.06473730897261912,0.02266244788285818,,-0.020910982419682214,,,,
CCL17,,,,,-0.03450025166602806,,,,-0.009693399524093012,0.13741216459430475,,-0.015205858352219636,,,,-0.025097429072250686,-0.02664992272528605,-0.04097012280650753,,,-0.008207865114838463,,
VEGFD,-0.035825994204477185,0.06243263532125526,0.009612393642300598,,-0.005776999055833166,-0.017620865486450043,,-0.018798007607863213,0.03676170650032899,-0.011060657163665857,0.07993269465534203,-0.016296589372245256,,0.05294031974878817,,,-0.018461214922524585,-0.025846214121484027,,,,,
TNFSF13,,-0.032386066122285694,,,0.03219657849664308,,0.023075693250950314,,,,,,,,,0.04506980056346999,0.014990119693409363,0.005351715028821921,-0.019273933757846216,,-0.029388374676315433,0.09136265279148008,
WNT5A,0.07068176095853868,0.013355507727701102,-0.005810306656958248,-0.0189317300690452,0.017911533087476336,0.014743398001178614,0.008253004927490952,0.14990143816960935,-0.026623802939628526,0.013654663883629767,0.07859562402045606,-0.031479895475588264,-0.002516884866818453,-0.01395802442225207,-0.013425590441420953,0.056292956837368076,-0.026609881052508152,0.03215618187920761,0.003983053795755077,-0.006565526160405768,-0.04502982812431304,0.04487022076993358,-0.11293281199446854
CXCL8,-0.02072726256862808,-0.07640922637925394,0.04706390195264611,0.0018891204793908174,0.08117472340051501,0.006469220987987269,-0.026114021476008904,0.16121413446293564,0.02348981671997705,-0.010300164884167884,0.0027115862384494093,-0.019551310481600557,,0.035560778855515784,0.007641906154379934,0.02108853975293523,-0.09516968375677981,0.06180318901669814,0.0376801184744977,0.015411955350139521,-0.016117394499143116,-0.10963472974155168,-0.03476526875075536
GRN,-0.0378773958615793,-0.018098039219798138,0.04646789124619841,-0.002693269027158519,-0.00896491933843367,0.025094438148416283,-0.023711557133202922,0.12834924001798653,0.009051639005632018,-0.030980386940355802,-0.017367251332923748,-0.0015646935041070296,0.03126765267187528,-0.03951541536759416,0.03281402298217822,-0.010541162852302336,-0.01921662199188507,-0.08045478287836505,-0.007973407918236253,-0.011304441215712306,-0.09669467258317013,0.08431541859145715,0.03820698860625516
MIA,-0.025251130535018047,-0.025856095220160826,-0.018768517038266947,-0.04145081750354455,0.016585080249712086,-0.0038210832659621597,-7.416020869414368e-06,0.060952607258738196,0.027197372831045216,-0.012579168170960482,,-0.02231892597822123,0.10968693646636755,-0.06148123448132803,0.0014063535038743536,0.006225102237169394,0.08235579444902091,-0.03420598380867599,0.01594992079806833,,0.025959580082173448,0.002694741291338317,
COL4A4,0.013053711542687262,0.018548386525306892,-0.03156305552060722,-0.03154178158532663,0.01685677979393643,-0.07055949221579898,-0.017467466173075808,-0.011318378675822907,-0.04030932457719625,-0.021132002139154747,,-0.02165018621090581,,-0.032577677807106145,-0.008359659337908174,0.03268179705899412,0.04261019555627214,0.022413270393441802,0.034898986195473186,,-0.046092897659070486,0.012686779654474515,
TAC1,0.05085530477910824,0.035252850414859024,-0.00879900587680772,-0.021935053517903882,0.004578390578112756,-0.0237816539151876,0.050941202625393374,-0.10877011280194222,-0.060165131942391696,-0.02248695985671644,-0.038970694423187804,0.13475285069954182,,,,,,,0.11695384567920863,0.006882132194535957,-0.03247222630004003,0.0703518122423556,-0.04112255924938098
RARRES2,-0.03923475641077696,-0.0496751234704971,-0.01540024374900275,0.00905175133349508,-0.020526287078567136,-0.05165752548627849,-0.03840650846570478,0.1713490804363121,-0.04406563637298556,0.00888434122060943,-0.06177063362626346,0.0012976935617552145,-0.05546152702161581,0.06375051047855054,0.022078254866686242,0.012552540829055341,-0.05622633239133375,0.006625949726505099,0.037339868357961235,-0.02167999445162919,0.06785745237587835,-0.06203398095783687,-0.00647435790822616
FGF7,-0.05291056959540685,,-0.023819887246828292,0.021199998329609875,-0.043591649707164046,-0.009959228656980656,0.046481183884606626,0.018615490437814273,-0.019479789233923482,0.03583890667531616,-0.011826813522538981,-0.021444932379468828,-0.045884387137897276,0.07920988438008705,-0.0947524439007759,-0.013331321443426098,0.00043083343268825517,-0.06625074808217417,-0.04863331502893356,0.1292264105450385,0.057848996779155504,0.012705952353860272,-0.044864182959068265
EFNA2,,,,,,,,,,,,,,,,,-0.01754614930254857,,,,,,
HBEGF,0.06824373569365556,0.024008317459016996,-0.0007255369395272945,-0.018052739763584253,0.028461726157014464,-0.006646580298796415,0.09473992230891952,0.05021384641547493,0.10053823058753336,0.013275157053339858,0.028607372387771335,-0.022862656458785168,0.12360199450407171,0.01442215028934392,0.022082481323911624,0.020324850492370133,0.01350163121196368,-0.041680136222424294,0.05680128028851131,0.00047201232648620174,0.009106224224262221,0.03140961777307705,0.0027922335354031726
CSF3,-0.04806846109690495,,,-0.022078048125625267,0.07328503377682774,0.04232286256390976,,-0.03704138211145936,,,,,,,,-0.008936896219642016,-0.057650180634274704,,-0.024606826400178184,0.08494818744818303,-0.026006542719824263,-0.005351224081784945,
PI3,0.019172082059992906,-0.04514981095384747,,-0.05230598380088668,0.03243796904270529,0.03954282632971669,,0.04948223552011396,,,,,,,,0.02519547352163802,-0.12340421496185229,0.009586214356814253,-0.016132671549666945,,0.03685722242743659,-0.08949841547732892,
PCSK1N,0.008364887693293287,-0.010801007131746448,-0.013507035154036668,-0.03522457822440027,-0.06625658403175307,-0.020492412169232206,0.042684925788644315,-0.018264845471073446,0.04902065192741448,-0.008699837329878272,0.006500309548396498,0.05621362849774971,-0.01227144070714369,0.0030766626946369235,0.07303522473981913,-0.03037295016413982,0.026318098651439907,0.03391458878020763,0.007439373284712388,0.02426489138945028,0.011003304915012897,0.029141985452392164,0.03820175145113344
NTS,,,,,,-0.009920276336945583,-0.021323807446166312,0.10907639235804543,0.024730855179057883,-0.04180519500102791,-0.022736230421651325,,,,,-0.05854968947947765,0.016371398602494317,,0.01338328609973314,,-0.005741954326895783,,
SFRP1,0.011936710381809169,-0.013326999326505608,0.011814873124672734,,-0.001712512542006638,0.016863157030847117,0.034650668547477115,0.04569675348524909,-0.0183623302181109,0.022425207830998425,-0.01615114564731971,-0.0178952098291244,-0.049405521328235606,-0.06215144073619159,0.06448347466614557,0.03277297170446411,0.05872470094975485,0.06728964276975109,0.014845603613380715,-0.04806709860170915,0.031631870662027176,0.03771250063883293,-0.05146730792991167
CXCL13,,,-0.0356291029293708,-0.01603127527550542,,-0.019921691509312354,,,,,,,,,,0.029806145289706452,-0.045081059439951096,,-0.029922426925401077,,,-0.025532449690602033,
MICA,0.017540517950664993,0.01109934827022237,0.013889423505832105,-0.015423694108900788,0.05586939019194208,0.0545692913667954,-0.02878576609184213,0.032237403846390164,0.016090831219005466,-0.029784732643018855,-0.01737641417770991,-0.0017344650661045684,0.006686072779276606,-0.05948372207992582,0.01705831919458919,-0.028766503141373252,0.018813801605850635,-0.03077908074263871,-0.018635015653656977,0.03029316917001073,0.009825211073232242,-0.025313947429047495,0.00046030280182250704
TG,-0.022910573566857027,0.031212334679368577,0.012792118833549356,,-0.015810381999558688,-0.04263632563373082,-0.02461329503158962,0.09847835323710631,-0.023500059101768455,-0.010912634745692856,,-0.02284134483633422,-0.037255960771023805,-0.003468119997567929,-0.0033422660175107736,-0.03334820852013764,-0.026327685367883213,,-0.02025179625013322,,-0.00793136136933076,0.030025067800126374,
ADA,-0.0449272284505654,0.002031557935407385,-0.008179985996459287,-0.04356250109939207,0.038601983402137566,-0.02610192995552004,0.02920027826293336,0.1139714129847221,0.007659435517093613,-0.01772299642167556,-0.07430615820041939,-0.0696042862163996,-0.0063772421721354,-0.041538355263267386,-0.01939410302098138,0.044531871361139695,-0.02914524338748513,-0.022501511371429368,-0.012741236750040977,0.06231106146443195,-0.030340478796467788,0.015005879326033505,-0.06805356574035387
LAMC3,-0.018630238967467884,0.03834575279319762,0.014549393205372626,0.009496256895567696,-0.035256434864129244,-0.050696259169420055,0.008776507838418168,0.18998715945866906,0.030869500664330116,0.06906281486870283,0.022042982913778136,-0.040359447113734195,0.0745741210838929,-0.075058718360594,0.03501213747434618,-0.023749810461528992,0.03193697615006929,-0.08623763191180864,0.07844906361018067,0.11328449247712298,-0.0731096406392679,0.0008175808040125772,0.07519149737807933
CCL7,,-0.027298424878609145,,,0.0747281888153037,-0.026412484857075615,,,,,,,,,,-0.037615261206295506,,,,,-0.02725233583421228,-0.014100912844535783,
NGF,-0.027693606855962827,0.008403820638474455,,,0.032377834973612594,-0.0281925785384659,-0.023487685164874584,,,,0.00108695366344078,,,0.10651316733819187,-0.03744665183624356,-0.004415122255120176,-0.01731029953653546,,-0.022932175546196903,,-0.07046214409527156,0.029736931280398178,
TNFSF15,-0.03426044793729488,,,,0.00451265943003121,-0.01955571415945603,-0.0009573094166458833,,,,,,-0.012183072091958966,0.11963771798946327,0.039263186808213134,0.013566728143797708,,,0.0330439743021979,,-0.053210896509451315,-0.033277051158321476,
HMGB1,0.0928479059227182,0.05570212786494262,-0.009900644259354668,0.037413509710750636,-0.02067085166252906,-0.050671744709776055,0.021582878974939827,0.1732704681618535,-0.043806088098808975,-0.006172022869965669,-0.009292661590486058,-0.03334192066811617,-0.10715920776912112,-0.019368504864127986,-0.008087138937637267,0.049707768054341385,-0.029200649839173157,0.0390384107578258,0.0363313167437163,-0.07874569520464329,0.015363267684770586,0.10186133062447618,0.12978487012432155
ITGB3BP,0.009364286536944651,-0.0021060089860276614,-0.01577437270535844,0.03386622167955011,0.012347521630402274,0.029232614312833784,-0.0011375875283233345,0.1516084638619943,0.016183356787397723,0.0019305587148431968,-0.0018359125254254658,-0.0625397224154588,-0.021738006639215785,-0.08377315494059777,0.07316780970857446,0.0061148694316748645,-0.04358734778012966,-0.05305496196810054,-0.038025550934055144,-0.04619753500497071,0.004443414892839254,0.04515459439125437,-0.012166264093163686
AANAT,-0.037046450151339394,-0.002508508156588021,,,-0.006338350557627266,0.024907123424055017,,0.06782094802950663,0.02600687543220385,-0.012579168870645932,-0.02137541440156702,-0.020397204523441313,,,0.2138597249018631,-0.032999197785362304,-0.023612364663293677,-0.0492016957201398,,,-0.028834107794361814,0.12919121467371092,
RELN,0.05541739938460584,0.03482611150228727,0.010061452113185407,0.06152413507623752,0.004812379122784547,-0.014548796196570384,0.010242254203810721,-0.06166067755275707,-0.011287013108757035,-0.0062716296534312795,-0.020856046413035498,-0.0225814659623774,,-0.0308321931359166,,,,0.0023254546764107614,-0.018457087456554465,-0.029507644045026392,,-0.017255623145942978,-0.06340984129718753
IL15,0.014465723643784217,0.04987788082291117,-0.025525364809291618,,0.03510631553292554,0.03968796469542457,-0.020293105583100726,0.015482079412405005,0.004208511993847365,-0.027036756343139574,0.0742462735059867,-0.018917464452034464,-0.014810969115732354,-0.04752401010722865,-0.013366036580753044,0.05404559165226024,0.014508257278792631,-0.03164814414958865,0.024370646688315636,-0.010004597093983785,0.027221338468510527,0.049218953713021395,
UTS2,,,,,,,,0.10679990390514764,,,,,-0.02745972089385714,,,0.019785400095773918,,,,,,,
BSG,-0.09022372267602612,0.02380625374173018,-0.039498951212751654,-0.024791066367057017,-0.007522244212171311,0.021673829806067274,0.04000534327561367,0.030620974099884662,0.04613439868766667,-0.04908172672741922,-0.05725353004861093,-0.00126554207302644,-0.0008895155772922729,0.06928166973426465,0.09321513051568595,0.03388066896769796,0.012638184097357424,-0.07100855883803274,-0.002456044329621185,0.05511627120589946,0.0006678672429552298,-0.021460898222210673,-0.08231066395024117
ADAMTS3,-0.04794943952700352,0.06068943438747691,-0.03520443892965127,,0.054470401419018294,-0.053085220848618726,0.03893995127307938,0.16048453299406143,-0.028412278187127292,-0.04056884798299015,-0.001791705825963076,-0.03143472045248698,0.024568714084518505,,0.07952217164681838,-0.015356266900024692,-0.004597470655077824,-0.044020672861922336,0.01499362629925387,-0.017182887016513375,0.0056199516099789334,0.0032111886276329675,
CD34,0.04631603743552133,0.07389805185295027,-0.02527405605574138,-0.03660783328793328,-0.05808148591352324,-0.0006093259741283923,0.09446502452442695,0.08326691722300938,-0.04520127809557501,-0.023535283406221772,-0.010753621244344518,-0.03518330041476567,0.05298780173200429,0.01227633420959349,0.03873930094251398,-0.008479755024429691,0.010094283342188261,-0.0296826818973561,0.0036881783872640328,-0.016876144623825376,-0.015921698251186125,-0.013325918694702305,-0.024980764911397155
CCL23,,,,,,,,0.014082823753878102,,,,,-0.032404083613490585,,,,,,,,,,
PLAT,0.018087091541598155,0.06122132279475888,-0.04285718983968462,0.03248717094584442,-0.06642938857132685,-0.04099948156735035,0.012773753768636044,0.13691996193557449,0.039010306015377846,-0.038831613026806676,-0.07479334312820057,-0.051264391032412884,0.022399216210374124,0.08882352096208171,0.03309265636051198,0.0191204957426085,0.10116238991733449,-0.03035900574558125,-0.049197834681952976,0.02397589666598116,-0.06829270880732123,0.05271300934647444,-0.03287977958779135
NTF3,,,,,,,,,,-0.020305779374848287,,,,,,0.01093340773741897,0.033810318210416884,,-0.07669703594923816,,,,
LTA,,,0.007304817751612439,,-0.020259630092011142,,,,-0.008880228986141287,,,-0.018917466787215103,,,,,,,,,-0.03880636368687633,,
CKLF,-0.036523621972708566,-0.016153620692434537,-0.042061616925823005,-0.016078293595157705,0.004220984380927497,0.07674481831686816,0.03529484728390927,0.18296747427545337,0.014109359012936196,-0.014924804495510183,-0.03442561617482895,-0.08143700397523414,-0.06769764785211538,0.07313154984370036,0.05444592597408971,0.043202229145378294,0.02285151178968651,0.03149443786583963,0.007826288514128928,-0.052405758295525226,-0.023543992633937662,-0.006415278750837529,-0.003077241266901977
CD24,-0.04891262767316551,-0.018081236047888912,-0.019753459085050704,0.014646125528653369,0.06894539079627658,-0.02894526830429202,0.03813325854151104,0.11480743943179098,0.01080272194277339,-0.0034210660402875207,0.05296802602143266,0.03396118266157024,0.05385888733487997,-0.04160205040922759,-0.027065141039227268,-0.03924574079046475,0.04918867591024102,0.03839745151508057,-0.004623895845890825,0.1433960313424117,0.06688425599198076,0.054224166779151824,0.011078846445932836
HSP90AA1,0.046530783054037,-0.044433821782611405,-0.04399455745040609,0.01966983866906322,-0.07736612494594163,0.010665621690687842,-0.01240348104792592,-0.16488123585699455,0.009714911265572545,-0.037699738511529454,0.01610687574840585,0.08423216429873032,0.08221261867579631,-0.0038056072595520104,0.010356726406023392,-0.009071531865042086,-0.13685716520276112,-0.010331444763889072,0.014374942769924709,0.022865117381248096,0.030192321440959603,0.07393054471261222,0.01945041527505623
BMP4,0.011942047464469818,-0.0074169960691893,-0.015619355469145788,-0.019660225091876694,0.029935975743643765,-0.034196140805328325,0.005770391536243551,0.022101021455777737,0.020673864435454194,-0.03238255829095444,-0.03409424979295624,0.06968348952112378,-0.0023348591228019187,-0.101787589197283,-0.05068349177079301,0.012436857234425287,0.03440462186610455,-0.04342868528001162,-0.017636299058032986,,0.02033841154213755,0.016689952122543344,
SCGB3A1,,0.07240022309218709,,-0.023599250139328905,,0.11936726727365082,-0.02590450818705737,,,0.042744966027265865,-0.037626711213719494,-0.013200358151083348,-0.03998924240039783,-0.0446414225530747,,-0.03337041844119477,0.030591672492291746,,-0.006869618867948857,,-0.013272219986259343,0.03328488410083082,
IGFBP4,-0.0005272132613613154,0.00713952680041491,-0.05753312089619926,0.009581009153628629,-0.034184258363177955,0.04759148132937406,0.034454771477142564,0.15288178710904532,-0.032210937797178776,0.03196859682031071,-0.04658328043691785,-0.041295936639722045,0.04585753803921848,0.0695730476882029,0.04666768016050008,-0.050318319158827986,-0.04969998395979221,0.004362326060449761,0.013647601980074846,-0.014100263929910766,-0.07143269676499323,0.006585758984502834,-0.07516116030676565
RSPO4,-0.03383058002767659,,-0.02381988272462421,,-0.03352752726589945,0.03658021552444126,,,0.01382987248076577,-0.010610650423286428,,-0.026241504645263928,,-0.04081805463466288,,,,,-0.02137055828832204,,0.024103902989312816,-0.03659061084678337,
LEFTY2,-0.045488323172191605,-0.04757148537966271,0.09567714829566329,-0.017067694458578777,-0.011777347363345483,-0.03759204852094664,0.06755187826309646,0.1021374380621663,-0.00963622635407651,0.012747303444338798,-0.02273624539195053,-0.023353401485465382,0.0431711393020942,,0.009200856458023604,-0.031931097172192516,0.2038748530862105,-0.07284694248043808,-0.001610543600791927,0.1298123587587762,-0.042486382559583646,0.07683793430591529,
PF4,,-0.028317730941656738,0.010613232390287419,,-0.00029353819753168294,,,,,,,,,,,,-0.016082260612292926,,,,-0.016589518224353467,-0.0286634959446186,
ANGPTL2,-0.03963699962143036,-0.03594918045716872,-0.024778269783850403,0.019862648886265228,0.023018549445992943,-0.042002443670246005,-0.0006965168487167107,0.1389277372105905,8.505539991583775e-06,0.02585295270108229,-0.03980887207916911,-0.04302230667034529,0.04142359680625713,0.013276325376692613,-0.026700129674634872,0.018628276021350768,0.06482985189215218,-0.06722583369012397,0.012446217036259217,0.022512947046669802,-0.035717357108082305,0.06709350131983843,0.003536822018040352
LRIG2,-0.05660703610417714,-0.04429572319318374,-0.026349568806382114,0.03962653982301056,-0.04135826988684331,0.026695514750554566,0.00030322964820250634,0.10190537726594583,0.038803653350840434,-0.04002454758670791,0.014024026367628888,-0.0019231761301115966,-0.013996355625393338,0.1776052673563501,0.06455756541043053,0.039048066417046126,0.04111287422616306,0.03547592384070034,0.032984074703907316,-0.01898467236134967,0.03355562334989032,-0.025001889530855845,-0.033715910389807736
ICOSLG,-0.06053771546707142,-0.032424411565832575,-0.02731117602316607,0.06184718458212353,0.042882103133135896,-0.01604142576913903,0.004729748626212193,0.052144662054950594,0.028135083832415544,-0.02013703305035592,-0.020008066097497883,-0.029444634767365554,-0.021808848365291005,-0.02771024008758393,0.0333918925942116,0.04200093567588557,0.027683308288686544,0.040782845562777746,-0.01896317486051425,0.12847997444871304,-0.03615669757472643,0.07969645956484492,0.11347255709920337
WIF1,0.07197278134172691,-0.0008365479218973115,,-0.03826887818773603,,-0.008677621349199003,-0.01016072014723108,-0.09502668450374424,-0.030237035647129797,0.022056395131734283,-0.052082289295902744,0.04377354928479117,,,,,,,0.01872403083831955,-0.03736485526822005,,0.0053740518761163395,-0.015197559710849486
NPPC,-0.022262252391620663,0.02239147590929631,,0.11368338527412078,0.023222359634003,0.0023017403276233083,-0.03301748673000388,0.007687252104390264,-0.0022263340585308112,-0.014746207436855573,0.04876097248934309,-0.03850849535980236,-0.028630119997602507,-0.010623773293224534,-0.03142608282377513,-0.0403509597022997,-0.0030094811353344403,-0.05380416509918485,0.052866550622286144,-0.03299442346834111,,0.03641924691464068,0.001426274224190343
LYZ,-0.0030487558152145415,-0.007666609336438816,0.07347112614453397,-0.03280499094200483,0.0053039769431871215,0.03524297187448997,-0.0437163652352773,0.11219144471575473,-0.032406371082686604,0.07624719655159296,-0.08298686661762314,-0.02588599084182386,0.031733494965656146,0.0095198808196962,0.011935784032862343,-0.02444013583086877,-0.026620975808199512,-0.04276697382500263,0.05043760035450584,-0.01705271264072811,-0.002523192217568501,0.002221807834854844,-0.01265394556429712
EREG,,,,-0.012391388336125408,,0.086494295150719,,,,,-0.023388952105191124,,,,,-0.0519252819554554,-0.051102073102796824,,-0.026617390657224044,,0.004276720644964549,0.11452399841260297,
SPTAN1,-0.03706836957332582,0.04207738410816354,0.008584370908692275,0.004319050315781843,-0.07425843638646319,0.013718844597535317,0.015885384077596727,-0.0628666242403105,-0.012653365524766173,-0.012922004518129467,0.000396957129032825,0.07378241261516666,-0.000634413719193061,-0.0005415686394470145,0.05300902671865895,-0.053637463979871104,-0.005622123211236611,-0.055788626392457075,-0.054834887855319286,-0.011841433586263056,0.0414245847593573,0.09546181957623726,-0.10719599286031485
PTH2,,,,,,,,,,,,,,,,,,,0.011981343858767498,,,,
LIPC,0.015933353822476563,-0.03466834584068284,0.04687291925755829,,-0.018640939537899814,0.00790709359501325,0.03058030781493613,0.07492951070912073,-0.008477642644364002,,0.08304536828704066,0.005010627226290448,-0.0063584079378102365,0.01724885053342059,-0.01961807987385103,,,-0.027041736561194244,,,-0.04015096328689308,-0.009167426351584318,
COL8A1,-0.011411034077936357,-0.02136825848596858,-0.02646706440883193,-0.027564846018421546,-0.012909023280168533,-0.011627155554989606,0.006088942668236207,0.025593664417271917,-0.021866464343058858,0.008263519686142697,-0.04396753226931191,-0.015281685445015899,0.05196628773696901,0.0613119185975288,0.021153523382011638,-0.017374125727000967,0.0432935259857646,-0.08504849746589749,0.03150332678838807,-0.028690149288824827,-0.03796063667117472,-0.011322430997700741,
GSTM2,-0.09807601936972231,-0.0009997862667122086,-0.029369354130973944,-0.00840322209451407,-0.022878250303083356,-0.038292622167074616,0.004447481549160395,0.09344748572306417,0.061931046661341194,0.008899088474457046,-0.021611539982767342,-0.023837451321912506,0.06124433702824935,0.03339826754023139,0.08228045692933492,0.019861856512871263,0.005189818496379559,-0.007848018126498721,0.008837909434968268,-0.0016962314271010202,0.07238009940069093,0.06609287750455259,
SPX,0.049069600674980784,0.08211284831137125,-0.0406147208412014,,0.0448082915020857,-0.03809060865781024,0.05321855004056481,-0.0560824199269457,-0.04782743109780276,-0.06540785418047708,0.05590698705357459,0.022769294030594574,-0.018245312200003746,,-0.054615506053785554,-0.013197776937373529,0.12180591118814117,0.06514305574607152,0.012747470561467694,0.05146476915565012,0.06711791220983628,0.019151214367027804,0.13947432250760394
MFGE8,0.006467285078463117,-0.032228125119756666,-0.01356829866433883,0.012082721617704378,0.017718511149008815,-0.04975922913187566,-0.012928315234049755,0.03813946727167147,0.04994857077435734,0.011397765789650755,-0.03351467934518233,-0.02849110005299569,0.04543506981014942,-0.022357691939770077,0.06946176265936962,0.01800640926433843,0.05121937021205543,-0.008399110068470888,0.00664834755029013,0.1554579457609705,-0.048149997030302746,-0.06664301006947114,0.009315220380525855
TGFA,-0.0031966669417368074,0.1080205112158385,-0.0347659612981477,0.01634858153197236,0.015237629324104208,-0.04906388822212977,0.02971673994179284,0.029641471931471614,0.06524921779754132,0.0587698383282959,0.01856438385050013,-0.007540224639247748,0.011282885833279108,-0.029529483566051114,-0.0006914604353016708,-0.0038820638688118005,0.018527343754667504,-0.005668950134260123,-0.029860358302932117,-0.003965439316379728,0.03362900047551273,0.02423828124496586,-0.03331379748567287
