,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.006780245675274032,,,,,,,,,,-0.04945061664731915,,0.10229375496263127,
BMP1,0.0246248972280287,-0.028196959987722457,0.056339156117501024,0.0055233660395122616,0.01291759898812023,-0.04978837596488097,0.01735224946554349,0.30513962181052795,-0.06851998010617558,0.0016355701811316724,-0.000981383066798324,-0.07599456223388827,-0.009454658687749789,0.17360699623546486,0.03008408822490931,0.02917796806053975,0.038561157025735864,0.04987089171865542,-0.06044373178917497,0.07112639484403847,0.11046197506746587
NDP,-0.013596683594216931,0.027907529474203937,-0.017933186935314444,-0.022158343584548504,0.02136304830527792,0.032471059319514654,0.010022744705154137,-0.0063388794724554285,0.03596113114947709,0.024286189445672287,0.01599610744171099,0.023978795818388816,0.05763603740427828,0.101920210239434,-0.04987778429756419,0.07415936172683767,0.08597213946982048,0.05536130274739328,0.001701268683168563,0.12203476007875909,0.08598852318690922
TNFSF18,-0.022816776018266788,-0.02931776470573564,0.013540040189391079,-0.00022166037206970015,,,-0.02641170391170065,0.11915392502017305,-0.015882541838906437,,,,,0.06803774478429171,,,,0.03837478155692655,,-0.03234491206925189,-0.00364579481237472
IL36G,,,,,,,,,,,,,-0.01824732343943231,,,,,,,,
RTN4,0.028970073947361365,0.005854458965153493,0.0262217833692578,0.07221981397235795,-0.017798911678965825,0.022096122656440818,0.022066930758882122,-0.3222674738058637,0.01760092004737182,-0.054966425102366274,0.014687428828193466,0.03216497808192822,-0.04261993983946981,-0.11449938255920118,-0.08141436839812995,-0.0011193980872578385,-0.10038483465599372,-0.1108347125588101,0.016646668218500547,-0.023012236174645644,-0.19529545473637852
HEBP1,0.0008286055003068441,0.010941120911537119,0.0901955959631242,0.03655669487219747,-0.010435606722939002,-0.007690775117186837,-0.03452073943255057,0.1377748298566723,0.026129116909896895,0.018741135948462436,-0.05920196930465879,-0.08143408200513619,0.0733363763838917,0.00011657911878906365,-0.07730392312433285,0.0575036303480034,0.09374473001279131,-0.009123441219700042,0.02161701880306372,0.11724386141933472,0.028930904489489494
WNT7B,-0.01819464004827136,0.04827018055187578,-0.019332722366238446,-0.023893041833877433,0.05743169945672527,0.08157725635504132,-0.0026801067990365715,-0.08508259883396242,-0.04552582771250896,-0.0327986213765597,,-0.031694227598551596,0.06685927905963816,-0.009784189978282891,-0.05036917394666478,-0.029773384076356095,0.010664810072429597,0.013202521646271712,0.031070001206733505,0.043544303428635626,0.02576412579131262
PTMA,0.018369529023694955,-0.03494420404730105,-0.043496399818267466,-0.01108636859765455,0.0062841920120958825,-0.09895290460082382,0.0018481882685277078,-0.19392459117323946,-0.035194624628715254,0.033178521909381746,0.03409552262452062,-0.058120791345297594,-0.06012389094897642,-0.00035637334390437806,0.05724126906862491,-0.09616210460028224,-0.0274729325331448,-0.1361683239167357,-0.018085435212587257,-0.10430827660667681,0.03243628812324903
FASLG,-0.03234853574482651,,,,,,,,,,,,,,,,,,,0.02253327140932113,
CEACAM1,0.0326629338286566,,0.0032909361323219125,0.026954106634403494,0.005824913496249771,0.08106532737049614,,0.1110815703758161,0.1007608074158278,,,,,,-0.008258036202375913,0.02780296130047932,4.357481845951128e-05,0.0022906906629626407,0.043730591048750087,0.051643035826662284,
