,UKF248,ZH1007inf,ZH881T1,ZH916T1
HMGB1,0.02953168615113989,-0.016255767876518758,0.016120670890734583,-0.07040428022656549
ITGB3BP,-0.03694840957598315,0.05480698768371606,0.007179060527563385,-0.011864239069640957
AANAT,-0.019473342264507847,,,-0.014640296585029243
RELN,0.0029820787803144207,,-0.014536106219093087,
IL15,0.012350704841161674,0.05384151876152052,-0.003014223354813812,0.09346294744400084
UTS2,,-0.05432778349729158,,
BSG,0.008698878656761826,-0.031036998887782843,0.06461865378924293,0.01802667094564795
ADAMTS3,0.034338075865637585,0.09267183522485789,0.06263661248820065,0.006582156281438907
CD34,0.13083715679826025,0.06627554221549296,0.03895414071435257,0.12095711043370655
CCL23,,0.08024981758032808,,
PLAT,0.11407631159685029,0.034803578525761596,0.013722058355673259,0.03182134830837071
NTF3,,,-0.028656893048099114,
LTA,,,,0.001700771560710303
CKLF,-0.01061883547301321,0.042527068226313434,-0.05507887459977291,-0.02538564159440045
CD24,-0.037244439721386156,-0.015932507124087412,0.0587526877833694,-0.07166478318333017
HSP90AA1,-0.10737808398261985,-0.07232874011134673,0.07362657487379502,-0.08874584374728146
BMP4,0.05440835865809707,0.01893240057059483,-0.0417016325188731,0.06528619349579806
SCGB3A1,-0.013422041583912588,-0.03423140744088817,-0.02499140249341454,0.029304350239239378
IGFBP4,0.14140647959350564,-0.0002430798057588297,0.001015711691897163,0.13726466340077395
RSPO4,,,-0.016830646003687517,-0.02598702922345085
LEFTY2,0.13477259400850414,-0.0018967534859413403,-0.022888566634103626,-0.016376283887382378
PF4,-0.013923213590483256,,,-0.01970362829823473
ANGPTL2,0.11920495387253358,0.014533474155361605,-0.025620467016297933,0.12483340538863506
LRIG2,0.03153174991226038,-0.00417926970327891,-0.02697408267016662,-0.03623772368499701
ICOSLG,0.09376083004591133,-0.05664312250261133,0.0515816572509568,0.03436733275563464
WIF1,-0.025052562933176127,,-0.015645715708879966,
NPPC,-0.04163876810909522,-0.024507823701848928,0.0648480476202487,
LYZ,0.10565084242976125,0.01124546762160616,0.026211139155927182,0.061739276358879276
EREG,,,-0.02096285336347065,-0.0012010376368518777
SPTAN1,-0.0031703556815211495,-0.03657091475607554,-0.02045635670756208,0.03836190840653685
PTH2,,,0.0012641825453854386,
LIPC,-0.01704567307892956,0.033981293114507795,,0.0436015139273778
COL8A1,0.09907553098592563,-0.011705863693228834,0.0273358313356236,-0.002923573191010925
GSTM2,-0.04492316487669904,0.009654189721932776,0.052162901114312696,-0.0434083273849323
SPX,-0.02756868317985105,0.01692967341994158,-0.0009292925839270884,-0.03386048501892557
MFGE8,0.11369701462173037,0.022054153309890887,0.009935503528515903,0.09588876599397084
TGFA,-0.02116474185331401,0.03781484168685745,0.013223632164816953,0.049649396635345996
SLIT2,0.15271913541545182,0.12403964222792703,0.059059844900474286,0.03063481091533195
PLTP,0.03436351342926245,-0.004716362184026803,0.017941449151018474,0.03633081651274329
APOD,-0.1124833596193657,-0.0595180655792291,0.0007541698911096976,-0.0415618128394353
B2M,0.07814917959145166,-0.030327224448949544,0.014640262619588127,0.12309265852837972
OMG,-0.04807982667527563,0.02721122320435615,0.033367423565977855,-0.023089728699713284
CXCL3,-0.03438295677914436,-0.02525777003494394,0.013683366890226537,-0.05631662647047328
CXCL10,-0.03372504124059629,0.030072338366704622,-0.022997528964617913,0.06297829216964644
RSPO3,-0.01823213808641381,,-0.03546800315337491,-0.014042015766400623
CORT,0.015191419089526778,,-0.000391373829106878,
NCAN,-0.005512575101952056,-0.13187989054536148,-0.00756893149609038,-0.014734237752500219
PRG4,-0.02018514962645419,,0.06134686680512792,0.05277439562313024
ZG16B,-0.018612320646129926,,,-0.0175088824606331
TGM2,0.09246024180369909,0.008388164182480038,0.007316876864063323,0.0958551864341459
VEGFC,-0.02562906313347989,-0.00544567472489249,0.025180535802844108,-0.02590574710348938
WNT6,-0.021656169540203652,,0.044527371268394705,-0.021145574054106796
NRG4,-0.012362172749783821,,-0.02222530473057149,-0.014042017340175572
PMCH,-0.01424806937591134,,-0.012796412833528368,0.01156220298515878
COL9A1,0.1516635620441903,0.07348722721420209,0.03346626932214221,-0.020333155365649665
GDF11,0.02510981393769826,0.0765770041078874,0.019804111460010432,0.060728938377933805
RAET1E,,,,0.14543194854695965
SORBS1,0.07690085254459784,0.030585060203046733,0.041571735631877375,-0.04907635282281333
DLL1,0.05861749341319618,0.006069944892159142,-0.01966185287816846,0.06696643973027425
TLN1,0.12924473781556917,0.02377506747507831,0.038792205874359977,0.1025137747131846
COL2A1,0.011618269999795965,,-0.02695770517852749,0.10121858188536301
SHH,,3.121603714977697e-05,0.07552659993880619,-0.010799381376619612
PON2,0.01690068481630908,-0.004434612324201704,-0.02662708030217224,-0.08707745617073458
ICAM5,0.0052921085989138935,,0.013370440473234458,0.037770135518640925
HPX,0.012047741127680265,-0.02525775682062149,-0.024786576140499984,-0.0058361718368714
SFRP2,-0.017844640054747715,-0.03207148718534204,0.0016785453720991022,0.01265662017391693
CD70,0.14894724915103635,,-0.02016478774194862,-0.021423634651859952
HP,0.00045344203898891667,-0.026760805578891354,-0.02048971426004694,-0.021005322105252192
CXCL2,-0.046837736839886165,0.029399374287449986,0.028054674849333272,0.01528020854500497
NPPB,-0.017315732690326307,,-0.019125561548563298,-0.014244062729041914
CCK,-0.07217247940949759,0.0039966306260879065,-0.00033111674265453873,0.025961532816399704
SEMA6A,-0.020933656377456804,0.03446582640197858,-0.047115360000303565,-0.05835437434964369
IRAK4,-0.03501068203574014,-0.04573539811295571,0.05860474599342631,0.04713009897143891
GSTP1,-0.0765696430500099,0.05946233618355787,-0.050619659003763806,-0.029333001291996227
VCAM1,0.030405587601112876,-0.008828481918151936,-0.027936650259006258,0.07517635066703324
NXPH3,-0.002723910034318399,0.019405681556062575,0.06275450064937767,0.0026724656235428148
MTMR4,-0.016280334177912074,0.015523915537359868,0.004912581675923973,-0.017409052464456443
LAMC2,0.011419253028041164,,-0.012420914611446841,-0.012199319485581384
IL10,-0.0031257160441322306,0.03298059136060646,0.006958523373543589,-0.01976029538744479
SEMA4D,0.06177340251078672,-0.05036677981375846,0.002022001409270336,0.022991592197074393
TRH,0.024339300232012247,-0.06839213922297009,0.03008018645895429,-0.01595430548437032
SEMA6D,-0.009862948082359598,0.05303612132249431,-0.01762773573956672,-0.05967104706157296
CEL,,,-0.031442561182989444,-0.007399964298708573
PDCD1LG2,-0.01872118599514443,0.07704002920458929,0.010085048797031369,0.009694785906100277
SPINT1,0.14305794820552756,0.0009232382740074927,-0.03587649233375812,0.03665808026879784
CTHRC1,0.16458433128225397,-0.03224980893978062,0.06235286548276586,0.10343847005001779
PODXL,0.13077826399230497,0.06346163019883981,0.011909575113747876,0.11240183731748596
JAM3,0.05114778081526473,0.03053086028509899,0.0354303580908449,0.03583782733866946
TGFB2,0.01675730446633873,-0.01601610691337469,-0.0556082477509593,-0.07269000210420169
COL18A1,0.14302365309497111,0.06444329555837656,0.07752526393428098,0.13651020182849147
NODAL,0.09615609265652553,0.012814865053859415,0.011703167329278114,-0.021834917931723527
INHBB,-0.011520301239222997,-0.05838426214434318,0.02385280683210169,-0.055801822860721745
LCN1,0.1342272972007416,0.07594357739277957,,0.1628184263003012
ARF4,-0.0005468190094590336,0.10113372283174121,-0.04065788122539459,0.09095528737188989
CXCL14,0.041355725553398205,-0.04957094338345968,-0.012766586874086642,-0.12391661002182823
LIF,0.08996883178383924,0.09199268787899531,-0.07036047244313183,-0.03620688173079779
IL17B,,0.15089153756464854,0.13502750311019884,0.0346606787828933
MMP1,0.08846686536145307,0.10225943947554152,-0.012796411820130773,0.12439258669105727
MATN1,0.0384414032384322,,0.1502054010620636,-0.019403844701749936
ADAM28,0.043445667287243306,-0.009167336274180612,0.019573823730534016,0.045318500729592495
TCN2,0.1277083262192899,0.10059799020118015,0.047982028360608296,0.03958242890495899
THPO,0.038138207400316766,,-0.015798308163063705,0.05993267093252421
CUBN,0.1270994946100855,0.08188711500524158,-0.013700618654388689,0.003765185564995449
TIMP3,-0.1016426319234844,-0.0896688259709116,0.01779730576420753,0.10706980707212373
PIGF,-0.03393041230543733,0.10172404553419256,0.0038953068652071462,-0.002115772121577355
CRH,0.026560833497654673,,-0.01592989377283004,0.027743870649711778
BDNF,-0.009933956417199297,0.019169907168955704,-0.004252238036172568,-0.02896771040186401
CCL5,-0.02412900941367774,-0.06125676138727289,-0.03219924768474278,0.1120905491274196
GAD1,-0.04726590634676945,0.13434235743038841,0.02729144678231676,0.03235658637321185
COL14A1,-0.021035625291153985,-0.0693901730828043,0.040902726010463186,0.06511976736059093
HLA-A,-0.010317192076131422,0.030254832691029254,0.02567853435906498,0.08909744807033323
CD5L,-0.01592352273057364,,,
FGF18,-0.014407909989601253,,0.11658814167259468,-0.01595430676437173
ADM,-0.01748019816750353,-0.03932885878872302,-0.014537287928034935,-0.0012352819445233716
CCL15,0.1673120743247833,0.09333828503770425,,-0.01383716901815496
GNAI2,0.1251028217221835,0.011532225397003128,0.004147622869133517,0.0902584435566329
HDC,,,,-0.0005594719522815944
COL11A1,-0.03442296569044045,-0.03335128057970778,0.06067033131661393,0.005281404514740973
NUCB2,-0.011301897613255524,0.033353744151923326,0.05746884343021223,0.02844274747505262
CXCL1,0.03956743925898607,-0.027050358008154373,-0.01615010396501114,0.0394718504919882
VCAN,-0.08017585524461324,-0.07880492340647645,-0.002917971769676139,0.002988558234254642
MMP7,0.01736947484624722,0.09888039948188261,-0.032430199094705334,0.07912892773178673
PTPN6,0.0929201706085384,0.009838285733112,0.02962272670824856,0.03983138242803681
PTGS2,-0.009041681326237153,-0.03507506135059768,0.013993343759375793,0.005280154334776402
XCL1,0.022302369233927498,,,
CD58,0.07152216472238353,0.029594475141827524,-0.017073827348253818,-0.0038691757961030523
TNFSF14,0.021018218815640526,-0.008693252159595495,-0.018477347097953862,0.016662518339748265
CNTN4,0.015240730893092577,0.1401074519339038,0.02426663644248707,0.011528736122454836
INSL3,0.005705375273756271,,-0.018477345312744618,0.06760108208731996
BTLA,,,,0.13942456509086296
MFNG,0.10931624424840948,0.028970426683593963,-0.012474986327534887,0.013901204414440085
ICAM1,-0.03226059803399681,-0.023605658125649666,0.005653079817575097,-0.03940067224258551
PROS1,0.07848114326541274,0.024195954526674546,0.02667190889829451,-0.017463904148986117
CLCF1,0.0621643917360436,0.02965281579126655,0.04116356930789184,-0.03921623307424812
PSAP,0.10405692444810685,-0.07778305238793104,-0.011541446130352318,0.04807549259123307
EFEMP1,0.10285442700312328,-0.009831221186022147,0.0003502472639842884,-0.047690519789200816
C1QTNF1,-0.0035160495206295705,-0.0013753258301383417,0.01072036904143498,-0.06688385505163393
ALB,0.0039560362486874235,-0.034231404540064146,0.09351541519480223,-0.021423641337915522
CCL13,,,-0.020726182288467714,
EFNA3,-0.04014435112749173,0.053230610874229284,-0.025163931854311723,0.03987802074107214
DRAXIN,-0.062136001818975134,0.019704158392147595,-0.019323533923559965,0.020524243763234928
RAET1L,-0.012176998219255249,,0.010370222351149082,
NPTX2,-0.009897206599988257,-0.035303886556633246,0.0016853157194145732,0.10612091693311115
FGF11,-0.029600139805982077,0.05975107504653639,0.030921778888700784,-0.04978340599874127
CD59,0.0956534031819935,-0.02082080485309908,-0.00680409065186912,0.11006254038632492
COL9A2,0.032221185371388336,-0.0007587877125886767,-0.0364517398241533,-0.01886706858818839
DLL3,-0.06665830316942713,-0.0009842191414204033,-0.025888954440838337,-0.06099639070691182
FGF5,,,,0.05362923436003828
LIN7C,-0.02495133406609494,0.02172395062401084,-0.014225164008272628,-0.061364042431749796
GDF7,0.04151600466020189,,-0.015021003226184241,0.03478124864067424
PSPN,0.024272516300512147,0.04355914341380475,-0.021924119246003862,0.07412455130257822
ANGPT1,0.11794834734476471,-0.015926746601297368,0.029453620255405658,0.00983885731102783
PNOC,-0.04968775536698533,,-0.01780801283064387,0.023641301133526284
L1CAM,-0.06189332015246211,-0.03932411170174028,0.04252661997305244,-0.023798469283596933
APOA1,0.006548924220095134,0.009830804975499798,0.0016043976598624984,-0.009627994593159502
PSEN1,0.029295623311954514,0.0010023023306756078,0.04818011307299348,-0.002487735803717103
CALM2,-0.012371819915868651,0.04309876863899239,0.048205962715657316,-0.05037567807759219
CLEC2B,0.04014100391139562,0.024843209738876028,0.054329442140157974,0.0776113761441777
NTNG1,-0.030790305039663488,0.109575787531731,0.028116017435780773,-0.028150806585729205
LRIG1,0.005493092820155734,-0.025800217422401336,-0.08704720409667689,-0.0840293512455503
CPAMD8,0.08802288033209628,-0.027050354457345844,,0.06227480431109477
GHRL,0.11707961488361911,-0.036445476549260135,-0.0162481313362673,0.005344528170527019
NPY,0.04132126697456191,-0.03158895621845379,0.06260272560162615,0.20712679672999465
MMP2,0.12212985384984093,-0.0011858796521883497,-0.011946521564134602,0.1211582716270212
PPY,-0.004292344502694237,,-0.00726863658892055,0.036449034204662945
ALKAL2,-0.022836047387785045,-0.00639875250281736,-0.028582941108351502,-0.017881631743741726
CSF1,0.054771085220105396,0.029001951287340934,-0.017598504515617612,-0.048823582972712616
SEMA4C,0.07063768098681451,0.050797092663141766,-0.006280360957137735,0.09035067138554073
BMP8A,,,,0.0791287811281075
ICAM2,0.08549766543108242,0.10306006362434414,0.0003360584593952996,0.1518165038796284
SYTL3,0.0015169976493929062,-0.04646449704249545,0.002171773869850149,-0.03862888570383847
IL1A,0.06191801002991102,-0.020128612969913303,-0.007990490845054658,-0.015460418099790436
HLA-G,-0.01873749261178229,,-0.02724275047729743,
PGF,0.16014132805118847,0.03465401362692279,0.036314285307990676,0.15767989302268293
LGALS8,0.0498176724743579,0.0103190311323281,0.026288736193276423,-0.018283151748947946
DKK3,0.07426833268454996,0.037433652561033745,0.045053714357721535,0.04569911812172408
COL16A1,0.05941272825270213,-0.011033554814171462,-0.01483926340400205,0.09379987405415491
TPH1,-0.013758078273144679,,0.007125574981900644,0.014615003863011294
TNC,0.07477298507796235,-0.05914477787303966,0.007194528629673063,-0.010817335651604566
TNFSF9,-0.010276836665056903,,0.00901534532220336,-0.026912067213216748
C4A,,,0.08438136772983601,-0.02290017472331911
CNTN2,-0.025464526855290645,0.0039080629982929825,0.057215651805574516,0.04095400215237096
F7,-0.013422042255005717,,0.08358116174778991,
LUM,0.1432551839134003,0.029037995553645987,0.06461514953896583,0.12850989835286258
BTC,-0.012176993147144132,,-0.01453611614658756,-0.029498997349661105
APOC1,0.033607703874549345,-0.05507811668194992,-0.010721191693107453,-0.010655435321765697
PKM,-0.013851770205656066,-0.04662295229160608,0.026327335810371555,-0.04611049888786741
TNF,0.013135614058367202,-0.06153916639284088,,-0.02786869317539035
GNAS,-0.11707212218750093,0.019947434468137435,0.05620888037721959,0.008782396730120948
BMP8B,-0.026230576362425692,0.05733860380651209,-0.012774200281698199,0.10097427890646365
LIPH,0.011022852127883145,,0.05396594522250459,-0.01484957551054498
CCL28,-0.01935244373355535,,,-0.01320461728835937
PTPN11,0.008175647425915242,-0.006976843620421772,-0.016723128890853544,0.006300987253976361
ADAM12,0.12276056213001385,0.12201536295580477,0.025444151118618214,0.10027807019304426
EPO,5.309222870488551e-05,,-0.014371076930025106,-0.014042013077869642
EDN3,-0.010055205974032725,,-0.036557355471228126,-0.025514235526234042
CCL22,,,-0.012609994394499852,-0.021698589926721454
CCL2,0.16234858839050711,0.04612485171261968,-0.06798648116107892,-0.046524385281671146
DSCAM,-0.0198860867618435,0.06511292816332193,-0.007957364609721955,-0.015326601515670278
GPHA2,0.07137779817737346,,,
ANG,-0.02050257576910364,0.0023718072242308354,0.015038776758402853,-0.007645913859126891
FBLN2,-0.034218083017943705,0.018078233237988902,0.02146056887659676,0.028923889785929996
VTN,-0.011975075013347894,-0.022941498264958095,-0.01860860496034586,-0.022900179477669813
VEGFA,-0.14775372136226447,0.0281967783382955,0.05787411215531264,-0.1398867898050791
F10,,-0.02488533739437278,0.03834526174763707,-0.024791100139667104
SERPINA1,0.05697933194798344,-0.01039531797040824,-0.003439933083575694,0.09339808826560285
VWF,0.15745950855034113,0.09245300068457137,-0.010544227031144137,0.13168318280240235
GDNF,-0.021546141861254232,,0.05301202134819686,
VASP,0.10861044705196986,0.0878535074744979,0.018362591535223672,0.1344987739949418
ADAM15,0.015061886399658274,-0.02025919696226637,0.013303358607297523,0.013340260505595981
WNT2,-0.024066391740289267,,-0.017255690671473416,0.12579398061074726
CALCB,,,-0.022448247297101945,
OLFM2,0.015800518759808205,0.016054111773018163,-0.011173805524417178,-0.06565552984442698
MFAP2,0.1194433900275332,0.0722496056860323,-0.015844211362960547,0.14879735807319086
HLA-C,-0.031854884221340446,0.007338879777467348,0.07702296638452864,0.07790700563184506
THBS1,0.03180211935909782,0.060164730541816494,-0.0433073783949368,0.05348432904915223
HSPA4,0.01147668377326053,-0.04588689286261677,-0.02410297242220635,0.024684640363481763
LMAN1,-0.021830860968398532,-0.010988684456776117,0.016629658647716795,-0.0012461744902245787
LYPD3,0.09234566621313255,0.14806755752311918,0.009065433676525082,0.08814357416718481
APOE,0.014582176817748179,-0.16152317521364443,0.012389439473718606,-0.00045111407012635916
SOSTDC1,-0.030993314823935775,,0.03400276507267159,0.06438051828524427
ANXA1,0.13613918791876664,-0.005711485467594929,0.03771891895520233,-0.039760279952941555
WNT2B,0.047386819542129276,0.06494082915247054,-0.011605255356513123,0.014800294203510353
AMH,-0.025629073285933,,0.02821191659864296,-0.04876713201531466
GDF10,-0.01592352346111324,0.16715063003692182,0.019352372191390025,0.034275437635883546
EFNB3,-0.025087527662108762,-0.05478076110588998,0.04023526932953766,0.02362873947140992
LTB,0.02654757213148361,0.03159230964243107,-0.030672285516194272,0.06201963853095821
ANGPT2,0.12740232376294058,0.031666883870256915,0.055985804035871556,0.1191758883605502
NRTN,,,-0.012796412833528368,
ADAM17,0.06759408618834829,-0.11123821585584796,-0.03221188612679147,0.002171328265056094
LRPAP1,-0.05999539355242283,0.0608732662397828,-0.027921774314023082,-0.02645390583562228
NID1,0.14700274693005339,0.08585212094896455,0.03649274380228185,0.13659536248757487
MST1,-0.045481549420694316,0.06512387906354773,-0.018566243584905877,-0.006981746521879494
DCN,0.10097997360710599,-0.024050177025306103,0.03107117556251889,0.1068173299106328
IGFL2,,,,0.017473423461074868
COL7A1,0.024228246880810836,0.028541371105074414,0.015925145710740104,0.08598640363316094
CALR,0.069968765279783,-0.05251184583843215,0.03481371589110453,0.10241783731571921
PIGA,0.0048431520453951675,0.0911399868013062,-0.005609888318781445,0.08454423619969116
CD200,0.04400952555754542,-0.012843870611895028,0.023037641628992196,0.0979228805759886
GRP,-0.025533734278720823,-0.03957757716566445,-0.0140355733000328,-0.016661754401692142
CDH1,-0.002227008264495652,-0.013571666502883549,0.04115788859345127,-0.02825334117184804
LPL,0.10861172169823594,0.04513616286283162,0.09382788775552263,-0.06471797573280011
SEMA5A,0.010535365454261139,-0.0992717806326241,-0.0020178603886685264,-0.006230513653897618
SEMA7A,0.16052237805156605,0.06186347290211462,0.07107425817906456,0.11783303816691122
SEMA4G,0.04265440020937617,0.008493777153521795,0.030359132526352882,-0.00985093347378079
SEMA3B,0.06913645116443203,-0.017100910967208813,0.036432519168409866,-0.0679720415386795
RPH3A,-0.0769089512291157,0.047477062016876605,0.00633773264089192,0.015433855650748198
JAG2,0.13838745355567125,0.02953778903781053,0.012217261476506825,0.08005725221677977
CGN,-0.00934713225648399,-0.040330544388263,0.00559607437887892,-0.03956137875971055
GDF15,0.0035299366994999137,0.02954956190872285,0.018435095784076573,0.022681522921171423
SEMA4F,0.009857251627768888,-0.022221835176487303,-0.026168908848184857,-0.0007561383616833039
NXPH1,-0.046514274965990685,-0.0017780080963285885,0.011753579656122597,-0.0359418676908532
ARF1,0.031022422791163892,-0.0018114635720076072,-0.007810281852034502,0.0726038968487784
DSC3,0.10601701531404756,,,-0.014042017340175572
EBI3,0.017807942956837502,-0.005685201382169215,-0.029420475867621605,0.06680917045447769
TIMP1,0.1130690290662261,0.08051260722966824,0.022432072859912656,0.09812680374997587
SEMA3C,0.09710902449848055,0.03738424148133992,0.025050609690652967,0.09584503472560424
GNRH2,,,,-0.015216439550234127
GAS6,0.036186292745048886,-0.10863230340636623,-0.011696009517725004,-0.023421466765070797
MEPE,-0.03107519803868989,-0.027050364399613253,0.012726496734064932,0.06646235427629342
SERPINE1,0.1336968430788455,0.06083646940271022,-0.0033553141851746754,0.021050791234322592
RSPO2,-0.03131987283245746,,0.021527103384818332,0.08650606481693172
SHBG,-0.015031288217736848,-0.02525777003494394,-0.020366674515151284,-0.0018268287606338731
LGALS3BP,-0.003493406632638586,-0.06623696067957079,0.04518506435411968,-0.0068904804680663635
LAMB1,0.14089806594463872,0.0997218421922538,0.04855792692247922,0.14606157430411365
SPTBN2,0.019364934072964864,-0.003980607056121499,0.029994874909102676,0.003598614899583827
COL1A2,0.14783086973108361,0.03613704904934251,0.06309373423940438,0.11601950251479144
DEFB1,,,,0.01186467506733194
WNT11,0.12914748282342015,,-0.005001288924151921,0.003719878668580417
LGALS1,0.07038868292299984,0.1373450381240576,-0.011838644964325077,0.12529085860256572
BCAN,-0.048821707692043345,-0.09682385899008204,-0.03704568357113556,-0.07236365309396407
ANOS1,0.06011058139776674,-0.050959702553338065,-0.015080675170925404,-0.03147172565724648
EDA,0.12865607067608462,0.006988130247880459,-0.028815814892766432,-0.040161138102981275
FGF22,-0.017315737777253707,,-0.021544626956370768,-0.026912064271053575
SHANK1,-0.01663304985814582,,-0.00088869404434034,-0.02503408568264809
RAET1G,,,,-0.017508879416654903
TGFB1,0.10868223253091366,0.06398088310169958,0.002760504348693109,0.11216000565321957
MSTN,-0.04070194422011514,-0.024507837281325773,-0.02177354983113556,-0.021593690901963378
WNT4,-0.011207312566931842,-0.03003669352686908,0.052855731243646065,-0.0036051032863918587
TNFSF4,0.040429355951169005,-0.03479571663339562,-0.03853028128634369,0.07023805709270292
NTN1,0.023569984663760028,0.07689040896113056,0.00952276022974016,-0.04290700883892818
CXCL12,0.08178994233836606,0.08164619930541424,0.013779280883792348,0.12400641289228562
GNRH1,-0.00029457615049345375,0.0022274150622145134,0.0171919387863972,0.04795399223325236
FGF8,,,-0.010952089443584603,
RIMS1,-0.04411526239809063,-0.03423136973023335,0.11298715772713026,0.011290490789754063
FGF14,-0.034008767502818865,0.008702687776765031,0.06145857362488865,0.08916932705187294
IGF1,0.014739114203851638,0.12198264892418027,0.036701012446013065,0.022279939592386718
TNFSF10,0.10094717352699516,0.0534116495391824,-0.01303232713829652,0.03261669470003615
GDF5,-0.017181191191208166,,-0.008618751164032662,-0.029308451438222336
CHAD,,,-0.02000149394153583,
RGMA,0.025758971680013575,-0.0035970144108122054,0.0450796915829869,-0.08693697363229094
WNT16,0.0040273825023402635,,0.10470667143011661,-0.008166788426435381
CX3CL1,0.03820487763792471,0.04991057950953581,0.0301469999068785,0.06172848195619829
FGF1,0.10501593022688342,0.06109005664354039,-0.016015477145816855,0.009553220795175715
ALOX5AP,0.09492030339907222,-0.005389899729452815,0.020219846096566716,-0.05122926140636313
IL1RN,-0.037838236589794856,,0.02064136110737097,-0.012494007529581947
PCSK9,,,-0.012420916001472897,
NPW,,0.0851225007470537,-0.011359740947149326,0.0138426781507432
CXCL9,-0.007781679617635188,-0.03881326824211366,,0.02115763251748384
ANGPTL4,0.001386145745298831,-0.018021655297736035,0.03639846007424151,0.04397974403851741
UCN2,,,-0.0140355733000328,
OBP2A,,-0.0040638353775135595,,-0.015772855944623004
COL4A3,-0.022519554815647876,,0.05960081032430529,-0.02551423710121231
NRG3,-0.0254819659988164,0.1354723571026629,-0.014813154214706404,-0.0025102406009740747
IL23A,-0.018359655962024334,-0.027050358718316243,,-0.022769376232657814
COLQ,-0.0009965475558371777,0.10783424014562745,0.00830652819932768,0.03645825948157868
SCGB1A1,,,-0.014371076843523421,
TNFSF12,0.017657716524728348,-0.05854893179212852,-0.01131538120024607,0.07271262132613686
DKK2,-0.0192308610384544,,0.12127828735561212,0.010936690629220069
FYN,-0.02036478001955405,0.014229760160343078,-0.08347618603373613,-0.06165657912816756
ACE,0.17615111336677863,0.08670277440210905,0.0362037210452393,0.10541334925039594
IL18,0.11981105469428747,-0.014818759631573648,0.009907445462575583,0.08539895901431858
CCL27,-0.01217699740117238,0.02674618355177066,-0.011033031182689593,-0.02012135087812691
SERPING1,0.1049634402178857,-0.08339461999391258,-0.032885637982662294,-0.03095553146968646
AZGP1,-0.004183987286818283,0.01901124826190145,0.03536977324822378,-0.0035283571156268668
INHA,-0.023355382605118758,,0.04217542261567317,-0.03069329243012919
SEMA3G,0.13155502064395422,-0.031199968830736405,-0.020606954162711074,-0.005615479974046097
OXT,,,-0.012034280082980017,
COL6A1,0.15238349448504312,-0.018593446048142295,0.004148923191434267,0.15206645647813713
FGF17,-0.035137365340773434,,0.012681631114031726,-0.015026694076303825
