,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.03552919147525849,,,,,,,,,,,0.04639183147910641,,-0.009122707955970562,,
BMP1,0.03742583055438818,-0.03171707849456634,-0.07208807513654983,0.043685191988149547,-0.007826119634272774,-0.03790674144165582,-0.025661968779838052,-0.08643867420225469,-0.046618776760453784,-0.026089287760165936,-0.009526814002442707,0.09207177410272965,-0.09122269668067272,0.026958216972054822,0.0631954106778895,-0.06460519380536102,0.010329523067914938,-0.0013734547614373202,-0.029216655149920345,0.036853379229772956,0.05890869684337226,0.02994218347522531,-0.016080131326367455
NDP,0.014105626957275002,0.035188349166019255,-0.03259938341729135,-0.0025200291915263057,-0.0007049157255094387,0.08181088679147129,0.06363513582851966,-0.053578219829656146,-0.04978821903705007,0.0018265166921433663,-0.05591756668770543,0.0062528589974147454,-0.03636531069897187,0.11797946841342848,0.024503068862205452,-0.04355373873437269,0.005154899275087714,0.05874543463167122,0.08380476371803472,-0.011553450414493429,-0.009432530776658812,0.04071843166927345,-0.05940704503426979
TNFSF18,-0.028086310817354694,-0.0190686009927522,-0.006741926332868302,0.0329386852888311,,,0.08054758463116644,-0.052759782725202264,-0.027108818952203947,,,,,-0.019797628886118423,,,,,0.11736209774712365,,-0.02069316268139057,-0.000979529632194404,
IL36G,,,,,,,,,,,,,0.0023343416932773463,,,,,,,,,,
RTN4,0.025385781325839754,0.010197681078394054,0.013271909890161308,-0.006568088176003811,-0.02221667013780766,0.13610425665399956,0.09481055214253967,0.11431175261991848,-0.016152276591621693,0.038933403159884604,0.15026655196042943,-0.04537817032320317,0.1198197937789595,-0.014828197054719952,0.015935288999620392,-0.027102830935402167,0.07581768120571512,-0.06436168408627962,0.024106070212853777,-0.04950644220607914,0.03832748516599205,0.0749729027562161,-0.03536199024963319
HEBP1,0.056371917426908835,0.0127420770359941,0.023865418680397436,0.04126686745310483,0.027068276893767486,0.002685121267519822,-0.05725565720542027,0.019683875623857157,-0.047963441528621024,-0.0016300630691981127,-0.037428142257951914,0.01757724618378589,-0.044871828085747446,0.01469088811026147,0.05341909705381623,-0.03261642644949919,0.011258324822957225,0.054225477671642076,-0.04105480519121941,-0.010230496964466956,0.0032489239986994026,0.03285405772576015,0.05407045103354013
WNT7B,-0.005646215856511766,0.008545157710247976,0.012143983337451838,0.0068296621064826155,0.07823494451981199,-0.020687672130398363,0.06127231291037094,0.1653488307942896,-0.015964894124294603,0.06436055860060125,,-0.010017032265040996,0.045527254937019215,0.06294158285720122,0.06626153585729677,-0.03362342578274473,0.027118399023554812,-0.018877352852352213,0.036824001479351755,-0.006886549078535724,0.13384670691209394,0.03315606214566254,-0.00447091881023794
PTMA,0.06915352588018542,-0.03281324757275583,0.0674416698857253,-0.047086534324841604,0.03092400540979215,-0.0674650320593974,-0.11578777357909947,0.0050225737586581465,-0.0006882633007976753,0.011111111416405944,-0.17304245626977832,0.057084290183193005,-0.139591409256138,0.04025545833912653,-0.15877203876841905,-0.07665114418462796,-0.019956967857462024,-0.02710851968113208,-0.044668039568371294,-0.004744357466791428,0.02638405088696374,-0.029233950014357236,0.07303186459342334
FASLG,-0.005769973285650247,,,,,,,,,,,,,,,,,,,,0.054355799612966625,,
