,UKF259,UKF260,UKF269,UKF275,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916T1
TNFSF15,0.04012965798956805,-0.01880404951114799,,,,0.04019130712903907,-0.02054929737530799,,0.0214997495062964
HMGB1,-0.0413381581763679,0.004438351524323153,0.11025753618633598,0.0010422425465985326,-0.0762768317904655,0.02465545842503221,0.02193634011446955,-0.08101238126684054,0.018515612923689893
ITGB3BP,0.034690640582605084,-0.001506869389120532,0.05098330642727973,0.024940947746836067,0.014559690162150137,0.10567782343219517,0.02248605142533378,0.003535362188243505,0.025945305870982482
AANAT,-0.010351962299186307,-0.016943573199930236,-0.017583394178513505,0.029146275041961083,-0.016852967243606326,,-0.018491906206278642,0.16710752946974802,-0.013741079825257248
RELN,-0.01796868828075927,0.1237416662114982,-0.022602560800724057,-0.0283374277133148,-0.01865768937793396,0.01592632336939613,,,
IL15,-0.03593135313193841,0.05047988123705195,0.005173684589322976,-0.02800901692479248,-0.015630348186969834,-0.045379643253838524,0.022658603560120155,-0.03570988054398162,-0.00800164329924009
UTS2,,,0.1155924854115911,,,,0.011444359715430842,,
BSG,0.0011956531948335302,0.02433889093737097,0.03343978640957794,-0.0005783840067462992,-0.01985507458540579,0.02271014929215749,-0.028287025471003462,-0.025683957912516757,0.12654951103217446
ADAMTS3,0.031117668901310076,0.006573873683596105,0.1018189926584735,0.042921973920151145,0.013729706577946173,,-0.014024384317980912,-0.004471390465011667,0.010938634428050693
CD34,-0.050413011900922115,0.004134424741864003,0.08259122212238723,0.04539214475967208,-0.006362737419802831,0.004015323052524447,-0.06498707222896805,0.007745350772019649,0.007376408250204307
CCL23,,,-0.0004420563256426375,,,,,,
PLAT,-0.060487445925401805,0.022486539530002837,0.07452777718611733,0.02552644081336945,0.034908297628842504,0.02717722938486668,-0.07253066515192738,0.06572890278092576,0.011544198327448626
NTF3,,,,,,,-0.051336124549345274,0.07746344935615798,
LTA,0.008561309603041566,,,-0.012395957101713147,0.028235560831183622,,,,-0.018493422614366494
CKLF,0.006505446710127732,0.0133275414914927,0.11643256480996766,0.007074026369790379,-0.0014709342499819168,0.023575764453781987,-0.0057631832478601324,0.009678891043386617,0.027104918073147466
CD24,-0.006835043593483635,0.056027010626997664,-0.02834672713151003,0.0024301819812854726,-0.000745560886575248,0.0756018692356066,0.001152881420988074,0.018621778389358593,0.008405054244322217
HSP90AA1,-0.05560376253387103,0.0020863523603270734,-0.08748973692632363,0.009497336700972636,-0.0541374692324682,-0.004737498271957959,-0.0026344155889998955,-0.11450194889956963,-0.01528345106607811
BMP4,0.038068980813526325,-0.03288174083290387,-0.016988795209398333,0.010415814317131044,-0.013318672670893657,0.08787315196982366,0.014369771233841408,0.039117067607645724,-0.01831759556322973
SCGB3A1,,-0.020177704003742823,,,-0.010906651608479642,-0.042627123115905885,-0.03208256603677009,0.08047702363713861,-0.027230845960791648
IGFBP4,0.010068754921589786,-0.0037445664423534967,0.15687290651212013,0.013323645433897448,-0.010584327893987427,-0.013521988758019233,-0.008764522347280665,-0.03606421002259305,-0.030600459499015062
RSPO4,-0.02004385430350393,-0.023288350410282,,-0.014417252755952351,0.025255111353606505,-0.038976272277051506,,,0.04409929651593621
LEFTY2,-0.00884883090598275,-0.014725651965662778,0.15158152928871227,0.015288060002075644,-0.01929549266464548,,0.0057445848171176275,0.032390111293404474,-0.0022666133721079107
PF4,-0.008914077131605826,,,,,,,-0.013415301424875117,-0.01849341833485133
ANGPTL2,-0.08467076700081126,-0.005618597644862452,0.07241874106783278,0.06518859534870057,0.06852661903158141,-0.07424819493949034,-0.028459090326541685,0.06870921594052205,-0.005618287209046
LRIG2,0.03548575330868977,-0.007983620717157663,0.0950806378230686,-0.01442621497319626,-0.031298224687990595,-0.017111287011453778,0.015433935150582017,0.0443167252783157,0.020054224564565307
ICOSLG,-0.043920672395950246,-0.020150593821109765,0.06051002580794325,0.014841927037021592,0.05178967818582988,-0.019129087939465227,0.03262149473331081,0.04042041965811907,0.003975223990847976
WIF1,,-0.005357272712397774,-0.02327658947252892,-0.011125452469296079,0.04937596201629368,,,,
NPPC,-0.0138279318998186,-0.022065938184086507,-0.014685313152374785,0.028678094337718896,-0.011841183292852338,0.09037077333844867,0.044127634550596484,0.006787345660053035,
LYZ,-0.004454179372967154,-0.03512286409259744,0.024732260042349602,0.06795486987096556,0.04496428743498687,0.030267753208590414,-0.022175577191217512,0.004520708598325382,-0.04815482726531293
EREG,,-0.021331913724573017,,,,,0.013267370149151804,-0.01089365730276434,-0.027929345435099544
SPTAN1,-0.08305722112954476,-0.016957836164579087,-0.03493704868534708,0.021263833824246153,-0.00741355141141353,0.025326305868937003,0.029743644122208802,0.09586255499137411,0.012946778834104927
LIPC,-0.016019260502362218,-0.00643420884674874,0.015542262091036022,-0.026954522247136722,-0.024553818366459607,-0.010342540435471238,,,-0.023382680491984695
COL8A1,0.007159002699080079,0.0025590036707392526,0.010472884691016983,-0.015859200094820034,0.062221983456082965,-0.012150397003276314,-0.055126506115271305,0.04063130505258272,-0.07344620890496774
GSTM2,0.04392719173086283,0.007868074122569926,-0.002722567668462888,0.01188015132975066,-0.023998531532468437,0.019909045439427002,0.02923780462881888,0.060808428136012435,0.013834564461836188
SPX,-0.003563744267269496,-0.01690739178173322,-0.06166657286828823,0.00019964992385833978,0.02678456386860011,,-0.021252445793607386,0.03163638518521497,0.08923063553021479
MFGE8,0.03518027620285336,0.049022605553156795,0.0412527368381443,0.012333914535565116,0.018022521303791814,0.04875897659274674,0.015885316593237764,0.0857600427317558,0.017260270191951622
TGFA,0.03933880579916711,0.025818814390960138,0.03639559026562283,-0.01779195355636313,0.01821983598304974,-0.022766959577507996,0.03222310039162319,-0.0050433721800238395,0.05606349727618076
SLIT2,0.07547281705189172,0.0005735540765777764,0.01860324112217854,-0.007256053365650794,-0.035158664096956914,-0.03245773449503435,-0.01640717485814965,0.027222157163318637,0.033973838660379625
PLTP,0.0020402527607329027,-0.01191281397165253,0.09521071491192722,0.021360306622091124,0.07872515956563703,-0.01085549664884018,-0.06896940449216515,0.0016059011870769,-0.022637905840690795
APOD,-0.05788827808668089,0.053790167095879575,0.0002920417732662769,-0.054440027676430684,-0.05555546454472783,-0.03883752502908248,-0.016748239970402853,0.1359743929615398,-0.03548789271864744
B2M,0.030415395848644385,-0.04669752139918441,0.1478468175810136,0.07296768529574695,0.044464299523379214,-0.02763730283573776,-0.06717810491888225,0.017260072471168765,-0.03707148742898397
OMG,-0.0500162137348164,0.005633576177951819,-0.06558970707599383,-0.004269613419803951,-0.06301390804304256,-0.04693856133268016,0.02462925900578653,0.09083563145484093,0.010198000946318533
CXCL3,0.12219368703332664,0.0566266367281331,0.009735515636413629,-0.03385112073774822,-0.011256682527464142,,0.004874235595719118,-0.03721595483825174,0.02530163732250142
CXCL10,0.0019374288567669106,0.015758116882742097,0.10664998254759894,0.05263360511750879,-0.017888230794658223,-0.010849570895691343,-0.021766389656061584,-0.017993808259533214,-0.052181476845338234
RSPO3,-0.010351961534293496,-0.022546942339042225,-0.00107165815283949,0.03141788565629519,-0.011763016289896159,,0.006743173749683351,0.027782840913396986,-0.013179545812681118
CORT,-0.023215068617453295,0.00038122293267353505,-0.04997096269871329,0.024475998310764427,-0.031206916928003064,,-0.024035216450810942,0.04445439110342807,
NCAN,-0.025927107658314883,-0.007278722251485208,0.07714781837018347,-0.010238509624348252,0.03047203614587656,-0.08895590954038847,0.030199349515465893,0.08663417058825029,0.043688729637853634
PRG4,-0.010216939606240543,0.07365126742981457,-0.025011745979447556,-0.018424676678946414,-0.01375291054121208,,-0.02308693295748626,-0.020714564147040995,-0.015514206656994592
ZG16B,-0.01185800794211056,,0.029815603231518807,-0.009849713203481264,,,,,-0.016433475247258827
TGM2,0.047467345808869466,0.03690484731042488,0.03446763427160752,0.007793917817967616,0.04400498435937066,-0.06984045707996583,0.028971139097706683,-0.03158044626500307,-0.0278690069099843
VEGFC,0.09336632884291393,-0.024850241760188848,0.015554375185155532,0.02626245268536334,0.010165408159686199,-0.05022980617645853,-0.01057148052968354,0.030955797987261443,0.059953598211240126
WNT6,-0.014131343037836804,-0.022244229808009084,0.006099990785760614,-0.02192018541841821,-0.012249382612186808,,0.02949982261514245,0.08514453248486133,-0.019846798822743223
NRG4,-0.012434482883617528,-0.022994347022852298,0.09342000648776236,-0.018922893874455393,-0.016373923474078966,0.028345637478318537,,,0.1144616585326116
PMCH,-0.01722918744639886,,,-0.014417252060164188,,,0.019459692590456434,0.10526102641936318,0.033133356871623124
COL9A1,-0.01298690983217095,0.0648121460260489,0.08618440338699503,0.040172270685067867,-0.018657696534343907,0.07066807117024573,-0.03659485867956571,0.07200586209090173,0.004921036204217745
GDF11,-0.011251055563664323,0.029935246234676128,0.051670470712793945,-0.03160238585033727,0.06931960045574308,0.01953959181688097,0.044958342257893844,-0.006089202482687649,-0.0028580862162624334
RAET1E,,,,,,,,,0.0413507898553633
IL24,,,,,,,-0.01597394619513301,-0.013201401264245507,
SORBS1,-0.06929973903675327,-0.03513852072358411,-0.041873820270714075,-0.01034154398568703,-0.01643147913692381,-0.04930084696951027,0.036657529535458824,0.02881672758727594,0.01995920193993712
DLL1,-0.08208045396845524,0.016402007597793384,0.012879918326254713,-0.03021941286296915,0.029629434329665087,-0.017526957412145616,0.0006703403915801297,0.0857988978709866,0.01128775672175578
TLN1,-0.004632283916301843,0.04826876287345183,0.07068647052076904,0.007021580499704461,0.029545607120366576,-0.013169497301577973,-0.03553769767447898,-0.04092367786511287,-0.0684122157498817
COL2A1,,0.010616766199910838,-0.0061809776704676465,,-0.011427843796253149,,-0.021360803442448516,-0.0215310413653669,-0.019180693720936098
SHH,-0.010617077730003867,-0.03655217998547832,-0.01814852992623824,-0.007374209913918461,-0.010906650655170394,,0.015266823096047764,0.0445219470112671,0.012327224829693274
PON2,-0.07716882740666274,0.004036728120756182,0.05044261078117204,0.032250834547654504,0.05166405866247312,-0.039218107000432725,0.05300213441988968,0.07770771457392919,-0.0023800987915898017
ICAM5,-0.016547469201829472,0.012267243015716434,-0.036213965634999234,-0.022431003142924445,-0.02130009958529002,,-0.002845883124442587,0.028632947035200338,0.02997542240342475
HPX,0.07495305438880497,0.008557885243576858,0.0007369402788765946,-0.019329451697585206,0.022343587448862123,0.10229382320944308,-0.02898625734807065,0.017118311272128216,-0.03041496865133328
SFRP2,-0.012091700963243896,,0.0647311573738699,-0.016109833984471262,0.04262366930578962,,0.0016909086130493876,-0.02498654646880846,-0.0312915449824854
CFC1,,,,-0.012395957850864869,,,,,
CD70,0.03568033596164314,,,-0.023122801616353644,,-0.005011802007024523,-0.006883890926351619,-0.025012258898628056,0.020359921776536387
HP,0.039720940358688804,0.014508078915204935,0.004706102211951654,-0.0026686658211114104,0.01939472087059626,-0.026581285614902632,-0.04163455083308119,-0.034902981635745706,-0.019715161241928795
CXCL2,0.018933538907807673,0.019438941482745355,-0.013451064007338805,0.028694096910275923,-0.02158688299998492,-0.030646062434267617,0.021728548488745336,-0.02758230830362268,-0.02557078188052546
NPPB,0.09470414555644951,,,-0.010854404821558824,-0.014035394417275873,,0.03590881979119947,-0.026830273802042382,0.1108629012795938
CCK,-0.027893336020849827,0.05498132382135149,-0.06471128011246317,-0.04046796631889475,-0.05893190538573239,,-0.023538744412543354,0.05141918719731961,-0.017343439325800535
SEMA6A,-0.08181942162388936,-0.043689524514226676,0.10004252372002459,-0.054014748064263506,0.0887971266829532,-0.04829756422981527,0.03166434254034808,0.009635457992601923,0.028259117850578656
IRAK4,-0.03443286893197508,0.029264515648105477,0.046815160040072544,-0.02824013270529799,-0.015533906431234944,0.006641658859447604,0.04089279848348431,0.00726970035415646,-0.005988684924812851
GSTP1,0.0059345463790041264,0.036194290770108516,0.10776309836174094,0.036791215020439284,0.040893834862580664,-0.01237377011880163,-0.04950260521413292,0.04428283529323099,0.030376480346303525
VCAM1,0.012441263551222466,-0.03654383930641477,0.050059426445187474,0.012035140269926019,0.06134099208447011,-0.00941574397428231,0.0037532856979841356,0.004750730589267328,-0.030513787682754128
NXPH3,-0.015664509713826973,-0.052376490337296494,0.05501138222955526,0.008242894643511854,-0.043808494337196316,-0.10291552226328914,-0.04104857613290682,0.04279852872058988,0.0882135236358167
MTMR4,0.012710682595793414,-0.008705662763155117,0.044603239179807554,-0.016862494347321767,0.00038603235426627367,-0.0196293728245232,0.03959977954829974,-0.001239151755223381,0.06350562573996935
LAMC2,0.013252544742272738,,,0.006713336444642717,,0.02834775823857577,0.0028901796366407667,0.0060644068927703555,0.09194490891556513
IL10,-0.026661019230461613,0.020396848666788682,0.049918965883732465,0.06076268617425441,-0.012563673424677974,-0.01828475328267622,-0.013085215051221255,-0.018637084806097014,0.0069429650287688265
SEMA4D,-0.0120555208736532,-0.02905663015280595,-0.031587622153377154,0.011100226963351102,-0.04046064758629925,0.06885640863220327,0.020354105006863812,0.07463803393069818,-0.015854524825508077
TRH,0.04612780059445131,-0.014189016315364844,0.03741615263978273,-0.012006635388849265,-0.007038916361319184,,-0.0926430558248674,0.04409728236330502,-0.014974381423491785
SEMA6D,-0.027348011969293835,-0.036531656385863795,0.043031518621923844,-0.009343582033775473,0.06699068224912588,0.0660552724892216,0.029217615714378482,0.0006613607481227053,0.025397249844027626
CEL,,-0.02799345116792461,,,,-0.001274667048352713,0.04617009788046871,-0.021553038112675615,0.02110330767289885
PDCD1LG2,0.0015354569364508096,0.04942840241963985,0.05236722987789855,0.01854027734495148,0.089057995087582,-0.09247184139437599,0.004958538502816012,0.01112860087620984,0.011975663871213373
SPINT1,0.009262762236057254,-0.026988865912936245,0.061704806600880006,-0.011471831357435716,-0.01844076786081921,-0.014561900324118535,0.028753436749722947,0.03259690053844477,0.004996920319646593
CTHRC1,-0.04163397270683895,-0.0010325203953111203,0.07114602530793701,-0.02330698124815416,-0.030995124517726153,-0.115414318082176,-0.0396640027767505,0.04276368050189248,-0.052967873561435355
PODXL,-0.034607554360109136,0.06451100656672645,0.07924231164058122,0.026212686141696587,0.08013467582302879,-0.057066220206410306,0.030923529890661144,0.021260787359196526,0.01789453314927906
JAM3,-0.041050387415871886,0.02351882862768767,0.035186888651963684,-0.06077718608855042,0.023110218995998428,0.03635219432682702,0.044820537487467706,-0.03534576266269062,-0.0020189265717447053
TGFB2,-0.030644383151039734,0.05101331434890877,0.09126547334923144,-0.005270815206835295,0.0029451497558549322,-0.018164030540977538,-0.03870394090431328,0.01738129764619001,-0.04721627703061104
COL18A1,0.026784568170871638,0.03595485118031919,0.10562041359590302,-0.010014435303308722,0.055240155448968445,-0.03344373477814368,-0.05904098740677955,-0.007242628897012831,-0.03663684969985789
NODAL,-0.02090936011646811,0.04149331299217997,0.10474366079122907,,-0.019295490506232794,-0.040047768427246916,-0.023879455915871733,0.03432987974386272,-0.02049380274061945
INHBB,0.020912144097946988,0.03590272082990378,0.04050962974232844,0.006292923618120222,0.06049844019768649,0.023989044580835776,0.02621599218997757,0.007991115354744222,0.042863491913877255
LCN1,,,0.05655849389332704,,,,0.04706299507753094,0.09006933159961451,-0.01514290953408469
ARF4,0.06077600400681228,-0.028157060200458918,0.04454792798905603,0.00048017058348034047,0.047961193346663454,0.024389103606832822,0.027946212182189054,0.09279686344429948,0.018286649090123553
CXCL14,-0.006625148708605476,-0.009066113731370493,-0.06488417443787355,0.01576274354628745,-0.01090646865870893,-0.06531240350464262,0.07685457872315682,-0.06973663521845762,0.032102489450108615
LIF,0.09138510827582456,0.020353640967763074,0.03555212242452937,-0.011739989781150626,0.08094343334220128,-0.04734875026929174,0.010230853153374435,-0.025365889062124523,-0.014727876338075074
IL17B,,,0.013076430892056363,,,0.0026922593828507648,0.09418745877980622,-0.024657406106415355,0.07695321152746784
MMP1,,-0.01418901322007186,,,,,0.02716912998199902,-0.025382648012155,0.033405757742112026
MATN1,,,0.10603823241777513,-0.010990727634614979,-0.01142784237411267,-0.03245779847319808,0.08093582659179191,0.004423397503271771,-0.018212047646376846
ADAM28,-0.04144239466502011,0.011189174198985592,-0.0012523860325692182,0.011464058473396058,0.025268140583109076,-0.03531311992321496,-0.07456763507887877,0.032676184695429704,-0.031941699616951924
TCN2,-0.03634998414132357,0.002848327576114618,0.07330080086994008,0.05130100215277565,-0.0077463409656003184,0.0617676633332005,0.0469278400428079,0.019228262551213175,-0.0032978928923924726
THPO,0.03131045315302735,,0.025494924650492145,0.06306093440064862,-0.01142784368685771,0.028347772514069038,,,0.0017111277230338945
CUBN,-0.010437730456030896,0.07199148660868175,-0.013912438276693416,0.043796621619249104,-0.011536524054784112,0.035795674568224946,0.04014530880385618,0.0069213546622554365,0.03568678080334858
TIMP3,0.038125953311348784,0.034350057572410615,0.05041796828789705,-0.008717731346229881,0.027837620776764275,-0.08680544674971893,0.08954646846733717,-0.06324554580311527,-0.0630647448385526
PIGF,-0.054425675494692224,0.04849607668614568,0.08664996150031155,-0.01092338732738625,0.03317826158519286,-0.08015475002383451,0.04832764706471307,0.0494687705066608,0.03477774844047986
CRH,-0.011975391720366341,-0.014418623730013546,-0.031153703401974882,0.029530973612309063,0.0064948109672010425,,-0.0431828379921154,-0.022012288506755084,-0.003925471559818937
BDNF,-0.01256812567478974,0.04297770507478824,-0.02869874894267809,0.07318204774960442,-0.012870687084605311,,0.05212970491353777,0.013146223750201818,0.009559729371712329
CCL5,-0.015325947569221211,-0.012779175928911653,0.15687726454607953,-0.038945062621906286,-0.015503244223293714,-0.0746193410849266,-0.006400551609539588,0.007573116779900263,-0.006739377938964456
GAD1,0.005683427844091058,0.05208510046973525,-0.040622777115726476,0.021022994311944404,-0.03641983003323741,-0.007533221586902743,0.055337300332774356,0.06609242421484426,0.007969376261517115
COL14A1,0.028008706498211425,-0.02386213700265171,-0.0034640213480156353,0.023754138884259434,0.04845146462364548,-0.05919821408703495,-0.0036572047415635747,-0.04367323019499532,-0.010125009357713264
HLA-A,0.08949096963576166,0.006008999645706151,0.11331823515799246,0.07786364591390547,0.08995464074985261,-0.007421464724289523,-0.029056166261278438,-0.08475718809051454,-0.021125317360338933
FGF18,-0.009514359167097376,-0.019672916714635846,,0.03425560830247019,,,0.038672829042080976,0.0443987361738815,-0.014974382624874655
ADM,0.0954643821132525,-0.008000040729761843,0.04444153506815147,-0.024591300108492628,0.045610061088208295,0.12397997748555338,0.03324505471602239,-0.051863785139390724,0.05871864352536745
CCL15,,,,,,,,,-0.012987280888043838
GNAI2,-0.07813205481023512,0.08638413189217971,0.07417536789723016,-0.017014402835471766,0.057216284556222366,-0.015441294712846406,0.0860089581510219,-0.01957926869623144,-0.04918951319054239
HDC,,,0.05560781533457527,,,-0.037043160166306814,,,0.06401469824023208
COL11A1,0.06164158870443697,0.02545999226929653,-0.03683338165277281,-0.022492765229458693,0.0897529601289526,,0.0405132568921398,-0.007348082120587279,0.006138954590619635
NUCB2,0.014862763656602152,-0.03904873017794361,0.03927615296490852,-0.02697006977179032,0.07792364797046772,-0.06255853015433864,-0.05798941458117813,-0.050112105456092,-0.0062886397087321836
CXCL1,0.024458527046235384,0.026189548733855674,0.035023300992385445,-0.024869129172383937,-0.015503246851737236,-0.005675490321156166,0.020708326752892477,0.00041750740113166934,0.05908223646509522
VCAN,-0.041401545626440085,0.011997906526428053,0.03920321101866023,0.055183972536605425,0.03399482237172053,-0.04292692803768506,0.04455638682174909,0.0860185836216287,-0.09351470649468809
MMP7,0.1363380284592367,,-0.014787726197349811,-0.010854404762254402,-0.01766289666803149,,5.347082964249584e-05,-0.06354502642770285,-0.0683021962494364
PTPN6,-0.050784263993605305,-0.005290182870237163,0.09801086993765537,0.04313075381720096,-0.014725810746134833,-0.09535539522370345,0.005532589605313243,-0.028989635187074852,0.08714175393241153
PTGS2,0.0329697255680781,-0.015959911477580416,-0.05558683054506761,-0.008499250366325544,0.0003606257138967838,-0.05683972717384189,-0.045940830519746435,-0.04233327681470146,0.017603402885098943
XCL1,0.04534121798778018,-0.015087429999587308,,-0.01782795368846152,,,,,
CD58,0.03312338694532651,-0.010201090910639782,0.10022804194962016,-0.004644397524602302,0.026876146155693954,0.04934727255982819,-0.01048848145171539,0.06029949101466534,0.02139972236444533
TNFSF14,-0.035912813294408055,-0.01310823341790224,0.031705180571227294,0.011529521761998009,,,0.02153661648525175,-0.02620756753670905,-0.017083327639220037
CNTN4,-0.01860434043162835,0.0077658478342652005,-0.052508161494461504,0.056444592947486404,-0.025583681693291848,,-0.04268623291534646,0.035407036321403976,-0.002677808499141547
NTF4,-0.013094780208146172,,,,,,,,
INSL3,-0.009514357300911358,,,-0.012516270310277964,,,-0.023247335119146065,-0.01521228458318102,-0.01778253338490594
BTLA,0.115812180480238,0.007607290620550333,,,,,,,0.10513550589568803
MFNG,0.023828789842875273,0.01599179958895902,0.11098261731186522,0.010123205542747524,-0.012713029147057124,-0.03859316055978232,-0.010675222921122024,-0.025792117701922763,0.007459849284966882
ICAM1,0.032562264733570996,-0.01966873886671393,0.12578913202079176,-0.0014227908891449022,0.041179452230620826,-0.05938609140370259,0.03136826052851235,-0.01460170159816595,-0.0275201613247977
PROS1,0.026864223823351054,0.03311587254947147,0.07826657820146082,0.03865953173494831,-0.050089635813833716,0.08666872961686757,-0.016717146487566687,0.001088113953417811,0.011913754258587874
CLCF1,0.01584160109734628,0.017542705376678663,0.06030393901999502,-0.012660764345233779,-0.03403274829510964,-0.05506066627351195,0.03591131805833516,0.04831341567785382,-0.01828372639424418
PSAP,-0.002400316040441966,-0.02882387318556108,-0.07914153249244138,0.014867306277964693,-0.011295226285566855,-0.009765592959145242,-0.08474856686644325,-0.04424095038581132,-0.01614567527626336
