,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,,0.06782442987910696,,,,,,,,,,,-0.02224508533594511,,0.0016155369957228608,
BMP1,0.08821235681606084,-0.006658863945580624,-0.020896546054890067,-0.0027302289073524275,0.03861518394276025,-0.08088964157358543,0.014100673769899355,0.04319881589918684,0.1688927576055817,-0.010314935743493644,0.033555828905492954,-0.049330447436904956,-0.0279353729484218,0.04612802814574267,0.026375160627245788,0.06910409005972078,0.005578353607289921,0.02613997607915033,-0.01846789287933301,0.036805461734129845,0.012091902157017321,0.10716282225212072,0.08930049748797429
NDP,-0.05407959227812928,0.03383906081381303,-0.03563030161514624,0.01737511188770791,0.032378545773815076,0.03331257977905813,-0.04215572379126,-0.015038188139808008,-0.003312466268457455,-0.045741578960269626,0.0032834961891624282,-0.004142171957642601,-0.04502911821129237,0.0839738255892843,0.06770277028915762,0.0643321459933747,-0.023776066627735404,0.014501727058674115,0.033884770875900465,0.02228926238792944,-0.08156368756151854,0.08100308894137284,-0.012939980721845983
TNFSF18,0.020704217138273234,0.05103171721945973,0.02861627876658162,-0.007387387622399798,,,,0.03475199361675382,0.0701432650640811,0.07153645084408979,,,,,0.03211792665254474,,0.09308679788358876,,,0.06564402750118932,,0.04591760505588922,0.05120731203338683
IL36G,,,,,,,,,,,,,,0.003324543324993318,,,,,,,,,
RTN4,-0.030051837430953823,0.009151961656568078,-0.08316674214808885,-0.002693116559013958,0.043562572065759204,0.03453501667717093,-0.0011824009608488175,-0.027120187198281995,-0.24180363550318007,-0.046352590479079366,0.017329718570196807,0.06749793140877673,-0.013861695738831146,-0.03704213849536714,-0.032993012323283104,0.0679898414315419,0.1240078614064778,0.038940494380303003,0.022850258312259147,-0.04587648129040335,0.01517091480438149,-0.049757760184466475,-0.06739481328971653
HEBP1,0.0207926788443675,0.004958678938047935,0.00396101542001384,-0.026294739945858268,0.010252852579953795,0.04714064422862084,0.014083323568230902,-0.06819894335077789,0.09911525885884466,-0.03349394148041545,0.021459018840056184,-0.058820416259509206,0.024839940067546223,0.026164586572112916,-0.010281563525952496,-0.033955736130399296,-0.02214884177011133,-0.005862728779329701,0.02726808161909917,-0.007498975166060677,-0.0012171177881176707,0.055004622118747695,-0.028095056892338634
WNT7B,-0.019083062181032496,-0.0667341228438267,-0.0350386900967449,-0.0220110668711185,0.03614407707081429,-0.009636856808148415,-0.013624206978641093,-0.04159848278956556,-0.08001375855626292,0.009058995022192817,-0.013194808413530499,,0.06723956328838727,0.024886759056353683,0.026923001211506196,0.16194155403896665,,0.038376416758550004,0.008980206964494428,-0.047971411303068257,0.03411690991051375,0.010026775163183291,0.029777374757783193
PTMA,0.036920863851552084,-0.031315329050303924,-0.015423907981463914,0.000814887303011853,0.005165792357373692,0.00931500936367284,0.0004462457928101804,0.04803496899122017,-0.12124955162997962,-0.023815634761026667,-0.03652970183478212,-0.12183140836122847,0.0477733169756492,0.016469281558543554,0.023043226630817714,-0.1435840743602432,-0.03602029409794309,0.01678143587863606,0.03371754145309213,0.005639218850372378,-0.027532273083507648,0.006632533180577951,0.03237999251357018
FASLG,-0.01908306757576529,,,,,,,,,,,,,,,,,,,,,0.014867741651376927,
CEACAM1,0.042463097601648604,,-0.018743057744590445,-0.01689216994705666,,-0.006135736453248466,-0.023930784551267518,,0.045011487760804623,0.042176053977984164,,,,,,-0.025254341811996865,-0.03834491059910833,0.01626021030020063,0.02022225703922971,-0.032963769995111435,-0.02406307417471778,-0.004739229686590178,
PDAP1,0.043685672313030194,-0.0414972929660156,0.030652187329787504,-0.0011370667911770524,0.0296941984210795,0.029437520043719308,0.07082824376434642,0.058489373765643164,0.1379155232228489,0.0488335706403266,0.006315605123659035,-0.006506789510530554,-0.06168821850953574,-0.01008029300294725,0.012587608402519013,-0.09007705148451149,-0.11396310737381035,-0.012557975239960063,-0.082307827242179,0.015448259937816622,-0.02967882620550503,0.008088670465359746,0.04677506802420763
QDPR,-0.04946174542990576,0.06294823507510798,0.0016225913488414627,-0.018811363601188926,0.0361713179025863,-0.04143078703997195,-0.09229654475935979,0.05317942461868141,-0.1695153490071253,0.06240333837706659,-0.030506055954243723,-0.0385610369602303,0.007308993677179399,0.0028164531769767263,0.042603684462137574,-0.002800330053532413,-0.030077927364799296,0.053602668046047124,0.03347560633641136,0.013953676685634641,-0.05531956861858892,0.03569395203955433,-0.10362973121381512
POMC,0.1445209196960282,0.0426347037543084,0.023006380508538343,-0.03001469097524766,,0.03140648054869447,0.010263469528986564,0.03962364222750608,0.02194340433274473,-0.024782450684591766,-0.01898029170189223,-0.03233056152798916,-0.022929641800446765,-0.02330488258899847,0.1665562021394576,-0.05056080222284835,0.03118023605653015,0.059310712454616235,0.0011016069452093832,-0.047442148424379375,-0.019346116624404382,-0.010168937607731274,0.0819054955166332
