,MGH258,UKF243,UKF255,UKF259,UKF266,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
DCN,-1.8861454943597224e-05,0.02872766695127636,-0.06694509129193911,-0.0021162509265406464,-0.07056372957771374,-0.03964941513590621,0.04002576331874054,-0.009184420261123675,0.06493888496437572,-0.014052019850716056,0.04030471148951882,0.03691060902795548,-0.019749822127747604,-0.019752614504600276,-0.009531049432651467,-0.004861627309835513
RARRES2,-0.014788534870482047,-0.01867421056042099,0.023487288808845617,0.019684260020058346,0.026155609683710532,-0.004172574098433745,0.0871527120926045,0.06960496150586176,-0.027366358548091104,0.11512853521733427,-0.0514575960695875,0.032054110190281,-0.01778028167819436,0.006697876280029904,-0.03205021190376471,0.03361997552387322
SEMA4A,-0.02845512851199064,0.014279453522385887,-0.0008503645704021612,-0.023071307307807133,0.03858348121591146,-0.03094910256965781,-0.06104555385319762,-0.038525704026866406,-0.05204572948856766,0.01581434425201751,0.015434013699285902,-0.00976431240923789,-0.052265760962166605,-0.0371018163519018,0.06276147543245036,-0.04645676775778733
GDF11,0.0032385648749129452,0.0005166283193597176,0.039361634930640835,-0.009014314701874786,-0.055487777818071626,0.00834748034699104,0.0763644796643638,0.04756414563321056,-0.030178859168403384,0.0146220213968356,0.001585901704470869,-0.024906524280230817,-0.05495218185503064,0.020833238287625174,0.0026243600705159343,-0.046122910641763624
GPC3,0.01622995030245475,0.051333320104935666,0.08470477852919135,0.022307802448083145,-0.05384050886009763,-0.03917177503752327,-0.017967807717375692,0.066309054968492,,0.016087907725547527,0.05688591382715522,0.0026611166445715696,0.01598609355336447,-0.02804121895895308,0.03667463019628554,0.0521968320721627
OSTN,,,-0.01906151518025547,-0.01996382441064277,,-0.020683598297547907,,,,,,,-0.0009647271645299092,,,0.025215089800682065
GRN,0.05345876265257029,-0.036623925938880364,-0.058221728830866126,-0.027602117606280722,-0.011824818656228501,-0.02645260714327896,0.029228090164238735,0.03627993413425142,0.08447338422386771,-0.07611488179566869,0.02506894901948333,0.02940629169298277,-0.0841759957048926,-0.05054077650876425,-0.0076783435676795525,-0.036830107093593724
CALM1,0.018539432640137344,0.020847214780839132,-0.007228456327567505,-0.04204080920005675,0.09057610350241564,0.019970405562718636,-0.07415915500695373,-0.04602158668845223,0.10489318569945474,-0.046765530634008866,0.07519684105619714,-0.044358113937416156,0.04990201958847147,0.06498322998915027,0.05853490937729571,-0.03648233176566885
ANGPTL4,0.011399210982875772,-0.06907865226333579,0.045142207372906265,0.0046219782329639915,-0.018209560686107414,0.029509218711842637,-0.012621991492997864,0.062094551333872275,-0.042312470718583683,0.06378606522365667,-0.04008948597669331,-0.01999227866597427,0.03681404574442254,-0.06110883896222941,-0.006025651034141409,0.0382081601047047
BMP8B,-0.04035598954998982,-0.008087140855825363,0.04082281317709086,-0.015228932772234551,-0.05684847616095016,-0.011155677343523485,0.10053072045969069,0.00017266469557897918,-0.08899961137726313,0.011564473604771995,-0.011688609296582988,0.0006248160949777483,-0.05136907833300399,0.015508440045218381,0.01185673197438639,0.009553721764298527
TNFSF4,0.03444653240546019,0.03293137226474781,0.054479188160286664,0.07440949108066973,-0.013544728200512134,-0.015098941868711812,-0.027499308088137622,-0.009796092024622415,-0.09020439365781871,-0.0382876406414893,-0.015132618985057663,0.05054792861422018,-0.02489348729808412,0.08371239471195158,0.013230247343007505,0.04353079894394502
RBP4,,-0.03021549693798504,-0.020661090936641046,-0.005154769253145441,-0.002516055554633042,-0.00383420027788884,-0.05050502627359975,0.029794904314831346,-0.035425350076315636,,0.0051220705608273345,0.0017180398060530416,-0.03140304678666377,0.048508195537786694,-0.007603153922764102,-0.024131527841194687
DKK3,-0.013088018394047886,0.007774441227730336,0.032226990587133186,-0.05591962659053953,0.053060913436107845,-0.042291782031553884,-0.05382409868759393,-0.028387417357165608,0.0031877436938074497,-0.04383012138733525,-0.0015130428046693852,0.011246255544488246,-0.04560563056205496,-0.016395086973690166,-0.0072759339598816655,-0.015085339325796724
COL11A1,0.11209656664180641,,0.02665569084917416,-0.025795637678178704,-0.02979797538100687,-0.01467237772286973,0.05732688126254659,0.08783301337528644,-0.03691881560973097,,-0.03612158321529173,-0.005880072481771779,0.06243304138729472,-0.0038194647314743675,0.05276105998098587,0.050992454568780404
COL5A1,-0.007342623802208689,-0.013807525316703803,0.03669300444615248,-0.012907618637839485,-0.033749217045211374,-0.024091965429782078,0.009076233580011663,0.06662894686738816,-0.05226873934273275,-0.043777875153593826,0.05151879281140102,0.04895202433617268,-0.02263724706456921,-0.04400460382176455,0.03436692353433848,0.01917817387442427
KISS1,,,,-0.01551498489978196,,,,,-0.04381969755466694,,-0.03133201293046047,-0.020925033359439522,,0.08772845450287477,,
MEGF10,0.028210162043810796,0.014270272644673643,0.026662952935921885,-0.007887008310674992,-0.07712633065506362,0.005103879947098848,0.030189334136220485,-0.04135900047952036,0.03208003326634395,-0.05414649081009114,0.0356283481563587,-0.05412002012752135,-0.03821025087995153,0.013288432313770863,0.06550063666509288,-0.013909873435602911
CEACAM1,-0.025560311785078272,,,-0.026274341079143768,,,,,-0.04831008802545273,-0.03644309059552032,-0.026535764054148734,-0.02043581275571623,-0.03404404436427289,-0.017006896933829237,-0.018372290176706024,
EFEMP2,-0.029795595973842206,-0.010361924388914052,-0.0001287670196878086,0.022982256148052032,-0.01766232032677739,0.0024306198366600956,-0.003543204301287912,0.07868595585253284,-0.03371383377085923,-0.053662212018072954,-0.01517248103685106,0.04026821125756011,-0.05019900245679589,-0.0513617988807894,-0.030661067754444247,0.036990087229877816
IGF1,-0.03952502655565647,-0.0436012168896618,-0.029414982865022175,-0.03463446501043967,0.0031815395423535264,-0.03299013754574752,-0.03276358862155606,-0.03204519349294018,-0.0069998569562209675,-0.041672125797978785,-0.019655005821497182,-0.010250776271174418,-0.0340716843267855,0.028747265749470712,-0.028327109036126463,0.08468041891894167
COL6A3,0.007007736225110381,-0.06359833633357784,-0.04556420911202538,0.05715906130515742,-0.03840421870190512,-0.03598628852237404,0.00010792285426125271,0.08230239084961849,-0.012070382148269655,0.012572753455509005,0.03655332523426462,0.07439192964564194,-0.006994437206838402,0.018260105319089975,0.04131449336566217,0.04566035844710247
RLN2,,,-0.019061516848014853,-0.012617801608967331,-0.01591188134845165,0.0010890704394865404,-0.022020318468371887,,0.02448236255239244,,0.02093491571730309,,0.015640802445087105,-0.017658497361220438,0.008995059767701286,-0.028121202532108876
WIF1,,-0.05232031538119389,-0.010974456433475721,,0.08043577447809501,-0.02162547001893782,-0.038950888866986916,,,,,,,-0.01968425899814862,,0.017316905779751875
IL13,,,,,,,,,-0.0408057793597979,,,,,,,
PLAU,-0.027664621218896485,0.04508857286842061,-0.030296125474997975,0.005996729154397943,0.05665798554345967,-0.0316548104645056,0.0464244763373387,0.06827580645307736,-0.05634709867479093,0.05728650699736059,-0.018672356866111375,0.09443524057828759,-0.114118116188823,-0.0551220859995436,0.017072530581380974,0.07231665014287461
CXCL12,0.010675585679428595,-0.015037516584706893,-0.050159419710334434,-0.005671231162574964,-0.0024825911646855774,0.007537157176817511,-0.013819992301752057,-0.008382587699360866,-0.03314857704901352,-0.04395724121488494,0.055966582414915034,0.046929388784468826,-0.025917475117305452,-0.02473126081960914,0.027063796804814348,-0.03890287201955693
MMP9,0.08220465778176844,0.07545617808729534,-0.006653939245047976,0.09861179538005195,-0.04085277071898516,,0.054479079951219714,0.012809976463714321,0.022721664220203303,-0.09335707350027078,0.023990291048695617,0.004738312561749369,-0.026172458958678348,-0.05211065050886462,-0.005656796858942719,-0.12381079840050681
