,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
IGFL3,,,,,,,,-0.012644891471152452,,,,,,,,,,,,0.025742572425195523,
BMP1,-0.011646207979110939,-0.044854734101135996,-0.02235152168578479,-0.025799537590487816,-0.06089700031499845,0.03830998773217731,0.04689697205872337,0.05208113051358413,-0.0307266067603817,0.01985735148807266,0.07689958557451529,9.03994758860528e-05,0.040837688980406545,0.04225934469261063,0.02147247534116457,0.037211084043898474,0.04334731969898316,0.006313015936425424,-0.03524882437127793,0.036054802238045955,-0.031941361413124404
NDP,-0.052452257722837854,-0.04219212772358182,0.0034435544345416003,0.062419934861783356,-0.05756099242692764,-0.04449739268466019,0.023432654521551237,0.0681041449899115,0.0030986698773806964,-0.021028314367936632,-0.0018338451549399551,0.04257483776685672,0.09540947374851241,-0.03210119730908788,0.14361455124763353,0.012164683250913265,0.056491582780954674,0.0421786476311569,-0.03437761534585549,0.026422200671784715,0.07085374648006802
TNFSF18,0.06724768506636425,-0.030822763044294432,-0.006642272596434818,-0.034080300803614606,,,-0.014925471002841435,0.021501819258748705,-0.010647509681371023,,,,0.00833126683879082,,0.04729314357677708,,,,,-0.0008503883976192347,0.014385901576331486
IL36G,,,,,,,,,,,,-0.006904033690439823,,,,,,,,,
RTN4,0.04072481478076304,-0.10771545238663319,-0.003531201152249668,-0.0204910529368945,-0.11168216285117949,5.2515799990528535e-05,-0.010574170258528753,-0.05824250945768513,0.008497807817485555,0.023754384897512047,0.015593069017870925,-0.04726316593125849,0.02771352049345377,0.05588019194419001,-0.013574735450014868,-0.05855237233417774,-0.08066733907037885,-0.004742700422447616,0.011085557375371827,-0.021270613855234915,-0.043485141904282494
HEBP1,0.029601442010157433,-0.05460826685941103,-0.024767368917402405,-0.05490983304660766,0.020955172089261363,0.03133118168837088,0.05546202815294765,0.008097935488356777,0.016167462629200612,0.02189968731875155,-0.019712592356198207,0.018622255727114324,0.08662965224191167,-0.031299738829533776,-0.09030904107578541,-0.0027390895999441314,0.00648118614275052,0.027193010646679134,-0.024208964239545938,0.025867543284877413,-0.012398231397570052
WNT7B,0.017523810234481026,0.00034684900625892094,0.02343499971901947,0.04037817418574285,0.013293461234139067,0.052149929500685595,-0.028346004228714205,0.03383165843005396,-0.030520095349847606,-0.012031756191589638,0.029771206281557577,-0.009938288748416685,0.0004465511815515184,-0.06755505133328261,,0.013239760802320581,0.004082370434186703,0.03467812658815476,0.018911712723393,0.001390270823784823,0.07025226719603903
PTMA,0.043366700451811534,0.03202771804765705,-0.046239608846458724,-0.050936558989182944,0.08591407019455113,0.014853580278745565,0.02657583037582622,-0.09323400462893897,0.012181296880628906,0.0011227569170125743,0.07385237345931409,0.02321329009249105,-0.0059607232982242,0.11544328634508207,0.04191195838968515,-0.14782910719672732,-0.08162455402308472,0.032100292459573146,0.018567206180032613,-0.016389576607581002,-0.05323846299556169
FASLG,-0.022933613523064656,,,,,,,,,,,,,,,,,,,0.055532672576681014,
