,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
POMC,-0.0008229535279829104,-0.0363788753716484,0.10248743755254817,-0.023491918988836902,-0.02900791424697835,-0.0025446012911460765,-0.0014218612231872976,-0.023881156764421905,-0.017554601759001486,-0.02245138894253246,-0.05584077022212942,-0.02259548251088227,-0.003436076652999219,-0.002390145006742325,0.027776901989824916,-0.011102685175551486,-0.01858748076129515,0.015914414431122573,-0.01592600115449266,-8.253684846360753e-05,-0.04449618073981885
CCL18,,0.14971047367275722,-0.013197173948304749,,,,,,,,0.028685187461531723,-0.01001501549287008,,,0.025247865400863517,,0.00032093429482740277,-0.01184500256637905,,,
CCL17,,,,,0.06340774170498144,,,,0.0989457676261152,-0.017498845322751814,,,-0.016657372512716855,,,,-0.02044925074902485,-0.02190627099158149,-0.028339039233974055,0.04181338743999371,
VEGFD,,0.018152460297137643,0.018032670362281927,-0.018936680917251696,-0.020115021333474647,-0.013932178927474862,,0.04555800041525156,0.10379542683887547,-0.012835614665221456,-0.02012694333918394,0.034480598028193206,-0.017852222056287035,,0.07347872720748819,-0.054614132672691704,,-0.015175142573412879,0.09347741253873112,,
TNFSF13,,,-0.03458072444082279,,-0.012453784793883699,,0.011079874945444917,,,,,,,,,,0.04946147519857103,0.09507472611755002,0.05256629423352569,-0.0006002836850580014,-0.05259689303249692
WNT5A,-0.03808750796189351,-0.029677613789420156,-0.01896831832619778,0.004443579834935761,0.0021099504561798354,-0.0221468185091091,0.050624375485561666,0.054899672703893045,0.04595828329233354,0.020096906423449978,-0.02531740058385569,-0.008997917331534686,-0.017357094029481948,0.014844865803620455,0.04393195856344985,-0.06433862442322863,0.010761821662983602,-0.04345855558569322,0.03577539356797462,-0.012791416772965691,-0.006915619163840696
CXCL8,,-0.012010570680059817,0.02112060053877088,-0.01773118559804074,0.036888220317934484,0.00898043113676168,0.05182349585594135,0.054351882029804656,-0.009936458785711498,-0.011953082487334418,0.06962868192742284,-0.02341395575015664,0.00570436182251533,,-0.08272870538979923,0.0937624887181883,-0.03615973150020547,-0.007255209439535079,-0.012914481973060051,0.0040524891949214265,0.044393438364609385
GRN,0.03459729011361579,0.03199779689564518,0.06647983826222117,0.04207731063367458,-0.025315845987018668,0.01843675476699683,0.03751357570704102,0.11062420610191491,0.030940315354630706,0.019354483265906296,0.018806525303001646,0.05843845403124028,-0.005919648768649814,0.05223485430020803,-0.018417847162252945,-0.09269311345870804,-0.02343886978185494,-0.06373707966029662,0.08015595648605504,0.016823324405886405,-0.04161136222670148
MIA,0.04035876803232014,0.021798561503853876,0.03451284906998051,0.020831144708504827,0.0813648422487215,0.01948456109798413,0.002067042333039304,0.08774857612579513,-0.020887758323978725,-0.014597808526410724,,0.016254740618216402,0.07316804351550389,-0.046599538888950555,-0.08179031623198912,-0.03945674581288403,0.04274955644326784,0.006702510276419891,0.046400611179728796,0.05633976690885911,-0.01441690865011105
COL4A4,-0.024305475898816244,-0.009353247311848514,0.012483332708506097,-0.004364979148976281,0.012334902515908411,-0.007436531015598821,0.20117245915457987,-0.020759315004604085,0.008328880964611306,0.021324145596985006,,,-0.02371686019501169,,,0.004419367930479054,0.006610762758147413,-0.02429777602882647,-0.04365399915296646,0.005104920441112059,0.02837494568274611
TAC1,-0.020986964962994504,-0.03691292910495629,0.02811062205639072,0.02387048230934697,-0.036842673175151955,-0.043257731700282555,-0.0327600196498271,-0.08168655294339122,-0.06399052275926582,0.0075772671572836865,-0.03624336310059356,,-0.02602085656247118,,,,,,,-0.03300659995048011,-0.08574823665660329
RARRES2,-0.06695688787939154,-0.05793041392655423,0.036390266893662315,-0.016729030641833086,-0.009845657923524159,0.006977409244660418,-0.004550467344367531,0.12663392631113465,0.0361020433985527,0.01781008781269136,-0.0022313125671596505,0.0031456892323066697,0.03066077175965662,0.05073982345929769,-0.11235875738580238,-0.015052277974526995,-0.01019667644532076,-0.01859152643746817,0.03932783513097436,0.03759792632897007,0.0867638257913158
FGF7,-0.027443134047471,0.024424738010796684,,-0.02137354595762841,-0.032003776907132915,-0.026676070778755855,0.10844023825781328,0.061021677663837884,0.03304267798998791,-0.02835666663771807,-0.018618911366097123,0.06477953794056694,-0.021818659683226816,0.008604093693907576,0.017754865228007604,-0.05231049494288167,0.06868649190393311,-0.03943367071129013,0.01819177739941224,0.044007158472643415,0.043750823517911645
EFNA2,,,,,,,,,,,,,,,,,,-0.014422957448791322,,,
HBEGF,0.015167996469321782,0.015274067928471642,0.07492736959076422,0.06607687589920545,0.036872506440848336,-0.018763614287953416,0.06722865861881576,0.04517716046749531,0.07628084433624278,0.003468248637434205,-0.0050235778217996895,0.054798105828559936,0.04066218479151921,-0.02616331871364427,-0.028023905376148645,0.0014959450915210447,-0.03416932610594345,0.06557934652297842,0.041879978725465124,0.04480685928390226,0.011756130925297712
CSF3,,0.024338874642187223,,,0.04755698954698947,0.020471450707207878,,-0.021962955707674422,,,,0.0281722780379073,,,,,-0.024812041705749095,0.01065875257743214,,-0.01038236805219942,0.023824076637184905
PI3,,-0.04680784233138796,0.0032261976653530015,,0.09039826079427737,0.024018514213698473,,0.006316748525149734,,,,,,,-0.012319579915110178,,-0.05668432839846725,-0.0010009485161987942,-0.02407863582214014,0.013491278068717008,0.08452606570200075
PCSK1N,-0.031850456644251506,-0.016662487522294014,-0.017113414070316264,-0.044539077822577475,-0.036666096581871456,-0.05875853414019372,-0.06128995479009201,0.029842691732501515,0.04620062254755258,-0.01795963936916382,-0.0426983293189768,0.002061365881846038,0.010257143305069369,0.07875370220866026,-0.03377322600527583,-0.07293550162770478,0.04437262011276934,-0.03230795250001361,0.010254589712806078,0.02148642580633388,-0.023365936681604246
NTS,,,,,,0.06946941268351932,-0.016636950112864958,0.07240904264322835,0.0014367166318879387,0.022191266391560348,-0.018120714324846868,,,,,,-0.00978130344453576,-0.01757163670156502,,0.0035620736334371155,
SFRP1,0.01624055555685489,0.060699481294748725,0.0043739845561963165,0.050041817063148024,0.05885547021168727,-0.015894203425696075,0.027151925329862707,-0.010348915148126536,-0.0012717306547813767,0.04781880389274584,0.060815280265421295,0.005419244753289042,-0.009293559183983821,0.0502366192537612,-0.012838973634968519,-0.05903247209848817,0.06889151870070596,-0.043386263271799064,-0.006183614562958277,0.006153285067137241,0.025970410205542124
CXCL13,,,,0.012174595966065871,,-0.015751358573114736,,,,,,-0.004760970064915218,,,,,0.028378313941796966,0.012560469157600574,,,0.07570124267915865
MICA,-0.01359784408937988,0.043314806579572734,0.046591115220274724,0.00699650988961902,0.008541513076137435,-0.025919683694238613,-0.03531247231612616,0.10545142765386856,0.04131270365713925,0.036781278156673605,-0.013403290613453335,0.06246433629183505,-0.05033354991571031,0.018443483801528444,-0.10776281102887199,0.06823540023430558,0.010235417253008541,0.0332050300904903,0.01286643375254929,0.06868974105069721,0.06070554572079768
TG,0.01435797150468983,-0.03149736133705382,0.04291697273554962,0.00021117173753766404,0.016493603351427397,-0.021941352015544962,-0.019203426151149353,0.0019335103105738577,-0.01900972589086897,-0.012663838369220063,,-0.032585161772515046,-0.02502172391831479,0.004939012160497395,-0.01855709971970617,0.005406976268599065,-0.010749492916696593,-0.002591472196338462,,0.06977051604977239,-0.005123621438820609
ADA,-0.010294007876386617,0.04666986244520347,0.021971583509456993,0.045853463130967054,-0.005344157830384962,-0.012737627967590585,0.08657799528500795,0.11872227096418758,0.01394284274531923,-0.020567091938172882,0.04289255037103097,-0.020906735184938966,-0.01503783960090892,-0.0003634065917477781,0.025138416449166527,0.02095772321350162,0.012470865608213576,0.03323704256840162,0.0007933890604538684,0.020331219647003927,0.05313894260254693
LAMC3,-0.05297426967286204,-0.022496719688930782,0.08069266929029545,-0.03196993603971898,-0.03209984912481896,-0.025525371932671185,0.08341776788955832,0.10743969443766055,0.03455141967766498,-0.019853672656657977,0.011252012250557452,0.04298110575749424,-0.023308539479243103,0.0013280517789028968,0.20296443018214377,0.04073226771969408,0.016490251504421665,0.004169337021969547,0.08003831486841151,-0.0464273913843462,-0.02519699087703463
CCL7,,,-0.029148316588722516,,-0.012291347010592188,-0.020883393340183368,,,,,,,,,,,-0.0020372179088292016,,,-0.02770080924802096,0.03212279575309463
NGF,,-0.022763979707161548,0.036038857421965866,,0.013827464800513582,-0.022290848819363312,0.06237592021669344,,,,0.040505152807831096,0.017840785600673037,,,,-0.03749252800779026,0.025395352486827217,0.21334960084787935,,-0.014990881035667546,0.1234490297010953
TNFSF15,,0.035709240081601944,,,-0.013687016058375905,-0.01546199356289306,-0.022250833643925206,,,,,-0.014605551399762932,,-0.03395296173602464,,0.11129440009986209,-0.015328271753298617,,,-0.049522584807867115,0.16038261279468843
HMGB1,-0.0019417671545194882,0.1103848658410383,-0.007070571885021908,0.014588770793959118,-0.02356552452759226,0.013269620430916533,0.0546380025175621,0.1097746587796774,-0.11174483275488796,-0.010839222740124842,0.01947131045004302,0.10629084824329804,0.016153289883735766,0.044006976844928866,-0.009443387836045742,0.014866010788686185,-0.05438217146758844,0.01704922872910251,-0.016976524561374128,-0.004410384643596257,0.07755161024818127
ITGB3BP,-0.012836145124795046,0.0314204676070243,-0.023696262862454846,0.022819260566864518,0.05134011009215953,-0.049818145460060456,0.099991722852741,0.09904177388528791,0.010416506996294777,-0.03727387191184805,0.09616060038507794,0.04250454452268349,0.004986746151620236,0.02757050579917026,0.010630229870067743,0.029981937660531255,-0.013553960620675518,0.0020280671845745685,0.05873620679857204,0.05482667823666458,-0.010407744994957939
AANAT,,-0.012419053829476797,-0.008528004475505774,,-0.012453786123052446,0.01196762708620314,,-0.019811180408085067,-0.017095557586842364,-0.014597809338378107,-0.017036147627055995,,0.11713829952563631,,0.04636610076445791,,-0.026887569562878084,-0.01940939433101497,0.06370684199525298,0.0005801192448794928,0.019070848424236623
RELN,-0.020149879369743957,-0.039250024069174376,0.08883939623598033,0.06957181988613224,0.12851820935865643,-0.022785148691171736,-0.03251382490466977,-0.044247644208755765,-0.02234771999137338,0.026218133761858987,-0.011186846961640391,,0.060957748537900015,,,-0.019538492998617183,,,0.016320742081871235,,-0.048047458093528755
IL15,-0.05616252934113647,-0.040031631878286934,-0.02580052937865594,-0.00799492507698089,0.05838154821082769,0.029344318126821343,-0.0158327909344279,-0.027186706151812227,0.04587728421549296,-0.011732227044020748,-0.03491087177938922,0.0489285776118976,-0.020723279480478585,-0.057957301481990194,0.11447868730577476,-0.04733618530034742,-0.011650936256262744,-0.010457663825809602,0.08494388175557972,0.03390587673018117,-0.0054285790798182035
UTS2,,,,,,,,0.07061936448371896,,,,,,-0.013102162875080625,-0.07193216737526757,,-0.02289673331916226,,,,
BSG,-0.03590782337498733,-0.043506368422862304,-0.019336660344736488,-0.006842796675291624,0.030953952343676525,-0.01414366009142563,0.024740985752555317,-0.020237000023147076,0.0006398787995095661,-0.040603514130323634,-0.0558029583936111,-0.011752148789275012,0.03976032298640424,0.07038722625353398,-0.09574322665380804,0.005244859247927057,-0.020606445687528688,0.06452829206429578,0.052862481186445875,0.08371778944274473,-0.046686539804142446
ADAMTS3,0.04450693895324141,0.12206505697435908,0.04156271317333553,-0.03158888560547719,-0.01587132372794405,0.02166305017149166,0.13954212174271682,0.09614336941840085,-0.05573906959630094,0.003828768799011581,0.011312574711419268,-0.015297890793573486,-0.03443540221678844,-0.011734543993082316,-0.029364140324944343,,0.045771852483813685,-0.0479941268109156,0.003184996521206612,0.047573456284307175,0.020271197455587378
CD34,-0.009143210643857659,-0.02904392315904972,0.07347766018530538,-0.007172451209855801,-0.012835141514186644,0.0254510572106105,0.05261858304865783,0.08459520544460539,0.03765656533043953,0.05521856514313879,-0.017957397520313906,0.003991310972342836,0.012983461595471767,-0.009387233780712186,0.13705383321557543,-0.006778918903427108,0.03925031187765207,-0.004568859575501621,0.04783761725472881,0.0021853185845768703,0.0807489329224123
CCL23,,,,,,,,-0.005704611367293268,,,,,,-0.032038337716785104,,,,,,,
PLAT,-0.1049782009906277,0.10527615694936761,0.063182970830046,-0.02569533285077128,-0.0018787996739608498,-0.01066886229817018,0.055115692072658005,0.11659882792204847,0.046246603602170304,-0.021041626650794,-0.03459845094688863,0.03399254769520794,0.06221013322983014,0.049435402159603396,0.07366445858417918,-0.0635515250709425,0.04074813103639961,0.0450978238767684,0.05611304561700792,0.054132017392722775,-0.02490946786335639
NTF3,,,,,,,,,,-0.023564346645581276,,0.08399989665577738,,,,,-0.03908105744023252,-0.0007904530197551494,,,
LTA,,,,-0.013221176556206722,-0.015753494754185058,,,,0.01765118261017232,,,,-0.020723282038569876,,,,,,,0.004233525531204411,
CKLF,0.026101034476302406,-0.022418963728861003,-0.04651276711181301,0.07007480145052836,0.007110066265941049,0.008553080709938586,0.04844809480691931,0.10168076236625313,0.027573890145522487,-0.008555291736452655,-0.01247245690805754,0.06677881061541738,-0.04784474965662018,0.04751237209983303,0.02373921690037639,0.013691656581026609,0.04126925316840004,0.025871747132645447,0.00610944054307438,0.07347282821117648,-0.025084900818520627
APELA,,,,,,,,,,,,0.04592662934816745,,,,,,,,,
CD24,-0.0015518590622510548,0.024496279977698508,0.017297077699738234,0.015328108356274541,0.0031200235181102457,-0.020829517469917045,0.04300651405806984,-0.010664503346134524,0.0344070910955812,-0.06577401183717414,-0.07920294466726606,0.05105802116643267,0.043102650095870276,-0.009307247206982417,0.09833606184919097,-0.07059833631556248,0.046740104118735144,0.005446085457710483,0.042477639970650446,0.016297373938080992,-0.026436846445825345
HSP90AA1,0.047883627521790526,-0.008051829626503023,-0.06016278133533335,0.03592375599347274,-0.0042509957144274265,0.010056405634537574,-0.02486982137341554,-0.12934721966090254,0.10404476599726202,0.009243627582550614,-0.05405975976610531,0.012645591471523472,-0.04014460115965274,-0.06291635576882855,-0.08195949909519988,0.036217335260447195,-0.0858096012596504,-0.02625208019251863,0.028121144390760893,-0.10111118068276326,0.0004295236504983222
BMP4,-0.025013857619737786,0.0008601375734333506,0.0664128265595139,-0.014015222175024121,-0.002992000168499464,-0.0270376476510372,0.019269847463339398,0.05260752831577547,-0.023353200480213634,0.0026305408515016546,-0.02717302513040146,-0.03695798377594765,-0.017658376689140744,0.010174889058186047,0.17141135474492458,-0.031152316857452105,0.004244861444284541,-0.04776838267375174,-0.02975262084407049,0.07726257147444375,0.012118195732516098
SCGB3A1,,,0.0899982147974674,,,-0.016591507549204822,-0.02021083765150287,,,0.01080330830732048,0.18841451971000375,0.010263392733458679,-0.014460432152570774,0.01935363911756768,0.21600195943829592,-0.058599731764983495,-0.036261995463181936,-0.0119501392235133,,0.06819920216541059,0.10153468241595652
IGFBP4,-0.038598867105810196,0.0774886844334027,0.07892780690915428,-0.03224747791658843,-0.03813995269777693,-0.005320297541625466,0.07038899026368131,0.1018807522183567,0.06160332353282112,-0.023561111915646363,-0.08765097956925866,0.01719195424984804,-0.006928656720939444,-0.04009533147155233,0.1143873272112008,-0.029871100588382354,-0.0010734689749549273,-0.01564858838502019,0.07097035116915194,-0.04341087830724208,-0.0009971340935099327
RSPO4,,0.057749475955425025,,-0.02137354189986207,0.09666302411294637,0.019020481809027805,,,-0.019149568929066465,-0.012313393152449396,,,0.10363821509880473,,,-0.053580887793526204,,,,0.03146154681531056,-0.014872048333844966
LEFTY2,0.07426562885761255,0.03038854517754726,0.1250239066875005,-0.013383552719984752,-0.009075138458906515,-0.004669876164493218,0.08021510064491091,0.10894694701773117,-0.0008397348777880255,-0.013501786187767864,0.1841060507499107,-0.016514348874061065,0.054588831843852346,-0.021610349515660467,0.04816617572348916,,-0.026017286905598028,-0.016583809734384402,0.014670519678403441,-0.02002812224054926,0.036185415858140335
PF4,,,0.0033552193133774663,-0.012026457023707748,-0.010723958112766484,,,,,,,,,,,,,-0.013219639049679254,,-0.03944496486038794,-0.03729510495322103
ANGPTL2,-0.006241716185501545,0.09890298074235013,0.0016949954447680595,0.01106088472248095,-0.05947216770125851,0.033381479413557666,0.08578839692388145,0.08722412828119255,0.01069056857465905,0.025404110697013798,0.06601276878550151,0.01345995458363188,-0.008752631716012491,0.0134684225234923,0.08020266976993393,0.0356375638166405,0.09094786860900056,0.04197401400566214,-0.013184385813324723,0.0556764308012382,-0.007276615913888256
LRIG2,0.024884959349341592,0.01554609897491196,0.019505085421200878,0.04595062588912091,-0.018610322790837318,-0.02049632145763915,0.01840428093479198,0.058482914618668,0.007407009729610584,-0.034822426633955426,-0.052456967583559735,-0.023456943075634028,0.037604836270025484,-0.05629043847461566,-0.03230467788843665,0.10743783870774143,0.05384158472428568,0.04995796170544801,0.04591706894471293,-0.019094683224630576,0.04510652695159714
ICOSLG,0.03943976445333229,0.01285391569536607,-0.02271715542738623,0.011115008856229845,-0.0032731322720131106,0.01668087464532955,0.08668767745262773,0.03217586662675756,0.013764916826108156,0.02786523472471166,-0.002319201802938356,0.04636791211503284,-0.010800848529681092,-0.07972569445471997,0.13368299969822978,0.02838028783097273,0.027106595577673614,0.002843321381741227,0.036617810766109725,0.06492187382193065,0.05658017604930504
WIF1,,-0.06471490554900719,0.005413369334171708,,,-0.01747651931675412,-0.03194606025174835,-0.08996206151743251,-0.014777268771949527,0.026107332500304968,0.01030568905308297,,-0.017674911685489757,,,,,,,,0.10936472278788137
NPPC,-0.027936421888201578,-0.05675317712446205,0.027277955949805952,,-0.016635503629878107,-0.03340447271463477,-0.01890268603005478,0.004252504208192143,-0.028825756092657254,-0.017112603133082625,-0.03235055539905114,,0.06932459228168086,0.02437629137420559,-0.08259419460177776,-0.006844688363967031,-0.035806987144716314,0.007216520188333477,0.05823798647863194,,0.10584185907966429
LYZ,0.028980398829424485,-0.006775624707839807,0.005396499507513348,0.07283084769368274,-0.016744650455800213,0.03752205044416601,0.012631352335890935,0.06702150881907284,0.013956221765197828,0.0029644383831702844,0.003607694350663035,0.12040051409160298,-0.0393102621015343,-0.08054971568531259,0.06224185333434033,0.0011202710383851878,0.04245567748082348,-0.05323602375420387,0.06105773643449479,-0.010538650993399753,-0.007392423001537372
EREG,,,,,,0.05718100896147314,,,,,-0.018640931746191896,0.16181476765213826,,,,,-0.03015574020214811,-0.029982329194441663,,0.055867977886869896,-0.030135889381806447
SPTAN1,-0.08021341422290418,-0.01731729865792019,0.03255303122882135,0.018794710061090524,-0.01338440966188466,-0.04759031509912394,-0.07307663336948966,-0.009514137827381189,0.01940712403931423,0.024498568311932718,-0.042447826468039955,0.07267767396582757,0.027230302924512218,0.011046771452909575,0.01895766957670388,-0.06053760679635273,-0.017821365986543835,0.02586487066290774,0.0977494626778196,-0.06237981238691231,-0.04003815353046606
LIPC,-0.0015110203662471893,0.07704433253685386,-0.03701766401047499,-0.018100460569545656,-0.019271751420652107,-0.01853967104502642,-0.02455259899988929,0.03153662952873684,-0.004156247319480728,,0.06633489423311745,-0.02414586662131991,0.009565253408371234,-0.03001664506926632,-0.05954748419879768,-0.06045825092234762,,,0.039077305370379935,0.011357451960713678,0.0693659934514895
COL8A1,0.03825079816203962,0.10320321848245632,0.08375574917151933,-0.012880182699441791,0.013539417485152009,0.057242546294175516,0.011981926133160818,0.04864318279205207,-0.001826685931706732,-0.020358123875564446,0.010926269707034432,-0.010009872964662995,-0.013397222351059184,-0.0291973130635562,0.032653644652125016,0.05464006122214785,0.013457699177123278,0.022016699216783252,0.02260384649870899,-0.011723196922746744,0.10943126050415701
GSTM2,-0.0007294712020718204,0.01628502485849932,-0.02504763259388579,-0.01387399038015502,-0.01981590266224355,-0.03754002831205324,-0.013388756661702465,0.06276823574495663,0.08749105276497861,-0.0053599200123157645,-0.029648631600225343,-0.03540098771527976,-0.005552261401998796,0.009781856312854989,-0.025172353457047193,0.05677371677078333,0.012331740386673102,0.048746822213432926,-0.03792845071935088,0.04752302529533693,0.03014156671868975
IL4,,,,,,,,,,,,,,,0.08590190930115264,,,,,,
SPX,-0.05257332091855503,0.02428838651234911,-0.042741076646873426,-0.026819935820471534,0.0245359743727452,-0.037183056503396456,0.01562857369779128,-0.06368123163743684,0.0027887573157007934,-0.013451434977948606,0.025123354325870848,,-0.016663245020059277,-0.037526320038753225,,,-0.0024029128111353075,-0.016413871595761974,-0.03047385889863533,0.010764365812402454,0.013669074636476543
MFGE8,-0.0592505314696259,0.11747600701772863,0.05455055464024696,-0.019204161831760193,-0.013520106505239108,0.0221320838163289,0.0475784997803961,0.040302256368171724,0.030121284051567308,-0.03635081998853521,0.007965526649161194,0.02374811311801648,0.007705128020332077,0.03386156937768061,0.08858649676376855,-0.022495587914957847,-0.014288416181027047,0.05016242298971549,0.015794630298616347,0.0529677682486236,-0.06042836790094885
TGFA,-0.006271600174573579,-0.002527341474127572,-0.08143578355508412,0.06064483880124715,0.011598490680485678,0.016879386440300254,0.03268650803203436,0.036168230995809056,0.017402473685564846,0.028665873640600883,0.060771500660609476,0.10813073897441731,0.04023008339182177,-0.014912068035627928,-0.08317834676884726,0.05572486488839405,-0.019881022310263573,0.04907032849735099,-0.10622988972514,0.08376354651418162,-0.008608632449028061
SLIT2,0.012966045722649559,-0.05635587478444354,0.050087256046932434,-0.021236747472461712,-0.03649879402830435,0.017958540642489033,-0.0032714272186860184,0.0017564797492403501,-0.03754094563028877,-0.03688849284136876,0.043713030290919205,0.07983896120377937,-0.0015651191080031436,0.00048212837366249425,0.012732920863201566,-0.044619819403161814,-0.0017432352115757997,0.017894579748746035,0.04623811752598493,0.09518019876612714,0.038787801823591
PLTP,0.006982432759612866,0.02961663163923219,0.017052883846323367,-0.0010786827002629688,-0.053853669552285516,0.01641005800308144,-0.004953628297106692,0.11392601103089542,0.020752211844146284,-0.0217932292365857,-0.007012256352377591,0.06576028239123434,-0.016073775446469943,-0.022317980161448942,-0.05574142541297202,-0.0573596603479166,-0.02334351459728997,0.0012883966142700123,0.017092313630830396,-0.08031253620629494,0.007150102297972994
APOD,0.07230581389589505,0.05966859906994503,-0.012509319179610017,-0.033992228508904175,-0.04264714920485969,0.010939932874070375,-0.03657276573865731,0.04898025141199104,0.04486522111256191,-0.05767515507212493,0.058999414469627434,0.12621844926264736,0.07813717982906779,0.050851796931922426,-0.003087588848727238,0.05338373281736922,0.048718324754774445,0.024661761461241365,-0.0524960939485941,-0.1362090788415851,-0.0628604174020073
B2M,-0.014726370692188821,0.02433190965624554,0.0732299702526458,-0.015097196481789558,-0.03164480526530047,0.010865554802010353,0.06516637338335447,0.11907420475662885,0.12309586286503146,-0.052869338637073604,0.03175086698771488,0.08371350664851843,-0.06249211275415936,-0.003173275062187594,0.16683480348513868,-0.024274632492323034,0.018313759190824664,0.025518992575745688,-0.01419181698203747,-0.03659512695640559,-0.01956197988954729
OMG,0.01882204489673503,-0.01049877905781825,-0.024773036535170143,-0.03956437617939114,0.004083485028396118,-0.017390247016467984,-0.008077863253633452,-0.020715857017917946,0.0466224064438475,0.0005817871932128135,0.10785909819692839,-0.012229732924474207,-0.0344882196941514,-0.038618143601240704,0.06471534107943601,0.01090907252678376,0.036760076416068536,0.061601017560126085,-0.07583602296255898,0.011105096003796801,-0.022551404180423607
CXCL3,-0.0195732724186183,0.0326850127705185,-0.02785055001041986,-0.024725251104319338,0.11087687455013188,0.011053318097515816,,-0.011529474607720653,0.01197193873099387,0.0292348396500564,0.05999909358090862,-0.020228265066712197,-0.014924515772088068,-0.029173172257951387,-0.11536167329162199,,-0.01920957854802513,0.013209897937939481,0.015634624100857433,0.008712663687271794,0.023751000133124443
