,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
TNFSF14,0.021942717159039688,0.015072882811964252,0.021477317437208807,0.0004626133915914068,-0.01720859198303684,,-0.039835680727017,0.013591255602890576,-0.022595770836891335,-0.06552330009717865,,-0.03202881016090501,-0.009363974398444072,-0.007068564830631492,-0.008930411270173199,0.056933417553133504,0.0010536699823134133,0.07584891711454173,-0.04645090507998452
CNTN4,0.009104451002182032,-0.04095745201621383,0.13235212837257804,-0.014704045772121756,0.06648856010998369,-0.00880742330707434,0.24891411671942001,0.023248984492417767,0.00830554017605085,0.14484700568383133,0.011589166002098012,0.026359842808610284,0.01703112695750192,0.08450694826999502,-0.027199440414557973,-0.04603797719023568,-0.008818431346402469,-0.0379593085441284,-0.028420922941624828
NTF4,,,,-0.0015112446685791245,,,,,,,,,,,,,,,
INSL3,,0.09008449589695453,,0.011603557708470222,,,,-0.015631479045373577,,,,,0.063322518537971,0.005015136674153634,,0.017906836774919,-0.013463691578997876,,
BTLA,,,,-0.0042800958295399075,-0.030278555826521093,,,,-0.02885557219147508,,,-0.030094471276221564,,,,,-0.0348695270703903,,
MFNG,0.006211521380085383,-0.042578695131481416,0.04378901221445926,0.013623646054418341,-0.000787856519868342,-0.013804089596639911,-0.080249582103872,-0.0042082065226288915,0.034244833760941146,0.01863397650229127,0.01256025251338244,0.02205127810768726,0.013268611092745828,0.0340802702708724,-0.009334278743252291,-0.015598610814625042,-0.03048100027472256,-0.04846286533634469,-0.03787986049632695
ICAM1,-0.04511749870554831,-0.01356461686050598,-0.0013359126261843607,0.07693930841048655,-0.01912582738900916,0.05773291778231105,-0.12557544824853362,-0.009465648830143412,-0.00891865624448028,-0.06199028454117283,0.050319261763537744,0.04176868565945224,0.06445522703127571,-0.04438433169241306,0.020475321721607157,0.08507946254028148,0.08162527231952327,0.04439722305058215,-0.054060847879499954
PROS1,0.023482264197990772,0.008571223740357691,-0.028573893052474743,0.0031773507513910165,0.015972852487626935,0.06840073951674304,-0.12448222523539067,-0.00316623898806353,-0.023418331323025825,0.003915635729830518,-0.0020390583224929584,0.025223455484600314,-0.02586979673097064,0.020951374737252528,0.07379119140675025,-0.02327417684873284,0.05734983122515519,0.0018732241184423208,0.05465219600792954
CLCF1,0.07294068628140807,-0.019923267824905645,-0.04430522607225019,0.049086411805000466,0.02284445221282639,-0.015195797123196667,0.006239109404896128,-0.02100442068995811,0.011806099355610085,-0.03094211990322973,0.10832100662858271,-0.004219131321394937,0.030756688914388607,0.025173313299508178,0.03578796992196594,0.006146243824263988,0.08757330222369993,0.057026708709532345,
PSAP,0.08330065191192614,-0.0041558557723221316,0.06957512824839503,0.03824864467797555,0.03652494744319406,-0.03760819329742636,0.0993562468397807,-0.04489768903419832,0.02141167637460583,-0.10330354929479153,-0.04771091124745777,0.12636054471264702,0.056402993457362,-0.10678218463633388,-0.0023589432752979867,0.04828850642465492,0.011327669252078879,0.08444436336533302,0.0530825918944763
EFEMP1,-0.037440893102562586,-0.03459560407604509,0.03561673563339196,0.08189486122053886,0.0021600790310314423,-0.0384134766630547,-0.1686091530987575,-0.08452919873634906,-0.06735240284342955,-0.152475709479009,0.03493825342447474,0.036423865668755794,0.025547199976011518,0.005091098253054248,0.05023573477356387,0.008677194519070714,0.06117378370353047,0.053388100257715156,-0.023928103296323455
C1QTNF1,-0.028209236450726986,-0.055991322712319956,-0.03583451719879697,0.027882700420809706,-0.021235064224814148,0.08936186434381209,-0.0763001291093431,-0.005128493440423302,-0.025406025736537177,0.02221703498352171,0.09190907300536252,-0.05186037976744227,0.022723494286627947,-0.1536866199059288,0.011149192556662007,0.012321531798591707,0.05105280753033199,0.019898336917258806,-0.07847085572193502
ALB,0.011101814387571652,0.023059390327597788,-0.03581835407209414,-0.0212870950363333,-0.038520330407706874,-0.04277644725663755,0.09599996764129212,-0.009518869038618033,-0.02566402327852039,-0.07593576651333134,0.09904859674352556,-0.043160061614298154,0.05569086303581609,-0.031501786057936396,0.014881066507754798,-0.03276768817289277,-0.029853709863491312,0.030571531534291006,0.03471093206620171
CCL13,,,,,,,,,,,,,0.024972236574405074,,,-0.04174787097871603,,,
EFNA3,0.06485832525436216,0.047737188995148706,0.004214449016339597,0.08318036359177845,0.04768877476304808,0.0005239498428761082,0.23937940334147423,0.015776411976878374,0.03416569291103486,0.01878080365226949,0.06856133594205761,0.06604265640780192,0.04905542456971578,0.0036469873404958485,-0.008234831524274648,0.08817867218057505,0.009611236866721955,0.05170565804432034,0.024272117209461493
DRAXIN,0.03498734994313281,-0.009975566803080347,-0.00505369885080042,-0.043978336188736984,-0.0007150695336128269,0.08733460102477843,-0.09910144982809112,-0.006226078137551457,-0.020606951311885478,-0.031491850188419726,0.06937830518148584,-0.0023169943316843117,-0.05645521313304439,-0.13386804197530044,0.07949465420753464,0.0019846391657276034,0.026847764408753763,0.021613234968339817,0.20402345855019027
RAET1L,,-0.024766191083419743,,,,,,,0.010294373214766856,,,,,0.09825826048370861,,0.0027841276985471346,,,
NPTX2,0.005642491016064317,0.07026148546945869,-0.0424448884224698,0.02739158405024417,0.0006569562983521313,0.01898208549594551,0.23339715825428428,-0.02370762751761282,-0.044594510558810536,-0.08114048829752463,0.03560080005711566,0.055725847751671886,-0.028387161153628902,0.0023635684134400777,0.10452712502740785,-0.08797671783646396,0.007714330031312261,0.030958677000851528,0.028789243549000667
FGF11,0.07259098334469416,0.023062777570477127,-0.013074358451582797,0.027334111584752217,0.0439504127086286,0.0050045788723610245,-0.08358517191822644,0.030639285917016746,0.0025458461645477626,0.043581392133973225,0.1050821522497109,-0.0037776064045446493,-0.023373160131879952,-0.022454255292457773,0.008295345875946979,0.017427817652000452,0.06975975762802739,-0.016863034463083185,0.06770509460683884
CD59,0.058797664860051585,0.03606151270562251,-0.00500780129285551,-0.0743617002039158,-0.008094999650150356,-0.009692469144024503,0.14460451545570996,-0.02603573219139433,0.008517064080250753,-0.03636365127798846,-0.0727642683261111,-0.0010389443712444844,0.007421016295238059,-0.03714579686728044,0.04927919174805746,-0.05786159884094403,-0.07216224841769363,0.021375338011873125,0.0763210127522953
COL9A2,0.026749500868309975,0.03998736376627118,-0.025159480041514394,0.013578088794284102,0.009203252147571762,0.03610856238856453,-0.11908352851309677,-0.00801045238726027,-0.02655885719865013,-0.12139727899352283,-0.013619126456451022,0.016263763136087277,0.07283692197645014,0.11899442077814326,0.010557222223311657,0.048416914476492885,-0.03549444027635537,-0.05272512060320547,0.04410229672150325
DLL3,-0.009192913732790624,0.033273945570236475,-0.02202202023636943,-0.09028143127158857,0.03767897069776332,0.03237895563258907,0.012978718104970048,-0.04493260397005039,0.05619651372150956,0.12797702243648942,-0.08688462733816762,-0.025696768473568353,0.07127352137231142,0.13429405158321037,-0.009947371492652159,0.03951032650423724,-0.04744746265893646,-0.035320878388086195,0.14317785363310703
FGF5,,,,,,,0.06409569860612548,,,-0.02212402219696111,,,,,,,0.11213932215299026,0.0003163610744639569,
LIN7C,0.07706705934549156,0.08671810883943866,0.05974186289218314,-0.0037287186886914635,0.019484836602316674,0.0143172617996678,-0.012246976238780233,0.0420216922996133,0.0032535127122157452,0.11494787631226622,0.06275498316186522,-0.04039510493207023,-0.024250840977570094,0.025474885183354348,0.027862660862395056,-0.0749418214589085,0.06921877827269875,0.012235550183477543,0.1708397281061689
GDF7,0.025975381171634657,0.04122320851681993,0.0051464125864870165,-0.05190505571513169,,0.09614846058165767,-0.05277453827001203,0.058117226343922045,-0.022595769958819643,0.124796379006729,,-0.014014865553609422,,0.10501653576093282,0.020029656093179256,-0.015847512795192434,0.05779331018615285,0.0003785282576392117,
PSPN,0.13302989914183144,-0.020313431261258008,0.03916786981248766,0.06579793117949695,0.009896968300427798,-0.02611712127200935,0.059541713362566216,-0.001113182820014656,-0.029017521194032808,-0.005983954314042141,-0.002191237276393586,0.05788716432806389,0.0010831432801245743,0.022907738508415758,0.03434602380828027,0.0280450185949786,0.03427546114082107,-0.019698975721073955,0.020907469397166555
ANGPT1,-0.02989310444437156,-0.021468050173586162,0.03638164749638862,0.012817954065790466,0.022089037400015728,-0.04162298834950113,-0.10200763862943771,-0.03525318783931661,-0.03282367553425261,-0.0886546761957812,-0.05156649350522359,-0.035877670342755914,0.10058144710562981,0.053382859753938375,0.025510180075703603,-0.01068363778635082,0.005308972479571755,0.00316906414499171,-0.06788095591815003
PNOC,0.04171455774723565,0.023411953902711818,0.006013241488215621,-0.0344209401953435,0.03666414374833145,0.03212180727430701,0.21525549243094558,0.01466399432557469,0.005338636992839062,0.04986231503293847,-0.046818128906551716,,,-0.024039058460299776,,0.011721716190077816,0.020582286046783017,0.0754036806724235,0.018159187250541317
L1CAM,0.06649816388813651,0.0874393748827105,0.023272968979779447,0.0062704033935045015,0.009747109980560198,0.04460671857633521,0.20355647181343609,-0.005858188866776634,0.04210118906817015,0.1377273043486336,-0.013050738885525277,0.061383407697446254,0.031302274031040266,-0.06299774455382227,-0.0194504393663916,0.024058260625190824,0.07829721539185165,0.0502459604872698,0.013571099231553953
APOA1,0.05857983286427503,-0.009340778676780445,0.011074824840687838,0.05188752604867533,-0.003652810911743656,0.07540647995635175,0.009045083713946685,-0.0009462186016318903,-0.004113483918083957,0.14881180310543884,0.024463613126328346,0.05525119698843086,-0.042873826782159494,0.08215103556316063,0.22526833058811946,0.022605761631118035,0.03552521927872893,-0.011505794342997807,-0.038803355571446575
PSEN1,-0.005597034381245336,0.03182216206005513,0.0308702823891449,-0.03819758889070988,0.05436457386183866,0.00023735899312242,-0.043593325460904046,-0.039480956814683964,-0.02333770165847769,-0.12107741871652686,-2.8362215604686455e-05,-0.057242876012127956,-0.02468548441364784,0.045434993417990184,-0.049223073911827946,0.011669913375179064,0.02334007403843789,0.11232910530713007,0.042508605501040776
CALM2,0.07054838301718364,0.038955611131312594,0.0035018159939598946,-0.07495780660195211,0.017874965544040385,-0.009595685745430028,0.17581898082766642,-0.033978999187875614,0.08198995401711227,0.1930710606083695,-0.09350612165177474,-0.0485779430915977,0.05891652095810157,0.0788116292641382,0.02636876572319373,0.06638236076876594,-0.03296214044888637,-0.047601866339961475,0.06699003128242567
CLEC2B,-0.03214634816311344,-0.059640555495079975,-0.02004111132921255,-0.015542533855764542,-0.04303023457752238,0.016767878232593653,-0.12463042929556921,-0.002572717935640969,0.02074229046221607,-0.04943050119590186,-0.05963723557679034,0.004322847712521081,-0.012712031249829276,-0.02232670431480862,0.13071830797784179,0.009235136258682039,0.09340761809806981,-0.0439480234323409,-0.07267702828126213
NTNG1,0.010768672879973608,0.11004905651345648,0.0012296103397990618,0.02824949724074784,-0.03567892610148588,0.06927505282344999,-0.035332569645431945,-0.05923323689486303,0.0034899552173149307,0.030252217542570462,0.026252516317643342,-0.02618202225884153,0.04241050864071126,0.04241445193284804,0.04279098109543339,-0.02858005258435726,0.05373419234140289,0.03608721486353295,-0.03597327298532374
LRIG1,-0.012077678083657081,0.01475116204149401,0.004048322650285457,-0.008922418164347145,0.03055284342539117,0.003515480069725044,-0.1958607323949975,-0.007625140091694535,-0.05375813011750258,-0.06753532990093263,-0.02842247697380462,-0.013864522829127939,0.020960067927928604,0.13389777207672712,0.09000765850062838,0.020194192740213963,0.011009994820767827,0.04094465751068735,0.09522104919377733
CPAMD8,,-0.02156495448512685,,0.018123501133998986,0.03343690331044732,-0.04301426338437486,-0.016391369751974267,0.04856646418150203,-0.027494779052420724,0.055895537731931906,-0.03446074878876417,0.19305841179065933,,0.006369366376934463,-0.04345499484651855,,-0.014953107198233746,-0.016413764787957835,0.012742599914880491
GHRL,,-0.01593916674048338,0.017743742596304745,0.037067045862627684,-0.008995055168916802,-0.002820891849516505,-0.00989572804672114,-0.02965434095996734,-0.020606951311885478,-0.024674610683937274,0.056637628021971205,-0.00994510570490092,,,-0.04359355836959216,0.061221321334218926,0.012172807460927639,0.028026830431608113,
NPY,-0.0058871962843880625,0.023640372061882714,0.04932011707117106,0.02731171258290757,0.06241524060256015,0.04816070791469362,0.19511286418847443,0.029846437665585344,0.014626771267277142,-0.04203979851024261,-0.0019316421080258694,-0.030377149122341504,-0.004641944603779069,-0.054656202955422846,-0.05230561395497433,0.008613571183973729,-0.01769467903446361,-0.046192814332931376,-0.03308581789096587
MMP2,0.037297241016075816,-0.014679316719234677,-0.0002729028640687996,-0.09750235974800851,0.03352588919064077,0.030039801223652414,-0.11500886211523476,-0.021902352247312053,0.03950323872356893,-0.11002109356893441,-0.029189750908631115,-0.035163945011716755,0.03303419450481001,0.0002087571850033825,0.02125140506583623,-0.07678386297829796,-0.02972392664771983,0.015215562989203972,0.022712419696689898
LHB,,,,0.08035642288464888,,,,,,,,,,,,,,,
PPY,,-0.008646819117287327,,0.03345302933523796,,,,-0.021743935480167582,,,,,0.009216823688536928,-0.021067696718909276,,0.02296001021486916,0.05385433363432875,-0.010811803688258162,
ALKAL2,0.1357243993535505,0.005650537563381229,-0.0183073225114641,-0.02953164042302494,,0.1584122876727673,0.022642921888418877,0.02342585192490997,-0.037508959093633686,-0.02963019898600406,0.001023608291783351,-0.006814731458845771,0.020398451937495607,0.02729911444476273,0.052607023253797396,0.08342253305842,0.053880070481452116,0.021379998957926017,-0.004879847664606433
CSF1,-0.0025197878863296875,-0.012429320398752539,0.011198013454133633,0.017773257327671835,-0.042886767245641784,-0.009890249454349282,-0.11937158303309715,0.01449745330883163,-0.02537646497319185,-0.08148733437132752,0.04299917572163172,-0.0005431043850066394,-0.02538456099294361,-0.07391569600881039,0.07913959521506583,-0.0015239433396980833,0.038443499993265885,0.03478942911088906,-0.013967459860655517
SEMA4C,0.0403734211112425,-0.0026309097306416234,-0.008409059701725445,-0.06805903178475231,0.054430358217971,0.04639552675399853,0.03489730757906374,0.006407955166424478,-0.05015673875152434,0.0229818446762049,-0.0017458004969611472,0.029712542506213642,-0.002336335154739776,0.03136789886144245,0.056804351998649624,0.026040053335420293,0.044994254816261056,0.062469144461329014,0.054038947261633545
BMP8A,,,,,,,,,,,,,,,,,-0.032367007152351364,,
ICAM2,0.021683185532231673,-0.0155905666374095,-0.024739548108535247,-0.04554061220679588,-0.027757444477895084,0.007972608144311954,-0.050897261254197336,0.022155548699428748,-0.03031375357149484,0.06368346206182826,-0.07215471688146562,0.04225068920010948,-0.02158407144073282,-0.01216685480571189,0.019506183368133267,-0.013575494233998205,-0.05598029557371105,-0.027329968976933437,-0.017009882654778114
SYTL3,0.04750308753449047,-0.0018737393616853801,-0.0016973878946660106,0.039716786385872754,-0.033588169865249644,0.10560872794667035,-0.14237042893157742,-0.03557188564774455,-0.00046621096222590794,-0.015218069100194695,-0.018946674103114354,0.015211589959807426,0.030507640127525004,0.035561768949732654,-0.03913964111950199,0.07906599055002281,-0.0006261175617769474,-0.03459405543691213,
IL1A,-0.037488240116626034,0.01300873989872597,-0.01791309048375955,-0.007310712430176273,-0.05549370927248161,-0.012833871204990285,-0.04715740009685334,-0.0047354199943024115,-0.004308706349145272,-0.05457257348636848,0.06196019050295829,0.053381692319723034,0.03541011047009159,-0.0032388905938052085,-0.029692470919776445,-0.043540809978299,0.011747483036586738,-0.011078584378809151,0.06593527570808468
HLA-G,0.10762958105495697,0.00028713876549297726,,0.009854304968872548,,-0.033002765441858026,,,,,,,-0.04224884897562131,0.024377481906998098,,0.06109659797407277,,,
PGF,-0.002458461148729787,0.006311016987310513,0.013117610836614994,-0.06403067346877185,-0.012052090432275722,0.1256567742966848,-0.15390656320109475,-0.009036042043000504,0.04112979253146159,0.011924525608329194,0.10509959156400484,0.015447456536785932,0.005265755368830541,0.07711616517693165,0.10773230764283562,-0.013478437772835684,-0.027199385541737692,0.02644768432074114,-0.011277742937447759
LGALS8,0.035498105217617607,0.024780444700795122,-0.024266656984271454,-0.04456343844291055,0.036639834081696646,0.05002124716597269,0.02386107698771669,-0.010006225736343884,-0.004384709812556675,0.08619009845018917,0.015316983960009606,0.04530254365329486,0.004389580066475155,0.013090195779442574,0.05282194651935771,-0.007123238779475177,-0.007103602111236827,0.06732745591205769,0.0004726263854073806
DKK3,0.05580952898266784,0.02501955894372808,0.024074505697460318,-0.03463526691451222,0.015969915494766042,-0.008523320826707047,0.20828274654044757,-0.043230291912990146,0.07502040957434038,0.14872601087911028,-0.07714786821046767,-0.03439072236490036,0.007945418204638266,0.0939685238044834,0.022463414037070126,0.008937243025770517,-0.03724640525329538,0.016153460881624348,0.004976826786900661
COL16A1,-0.015174456181177682,0.049617107725822576,-0.005465522014625096,0.014870367734824367,-0.007356864691133508,0.022836888248529683,-0.036304189408660155,-0.06048437686419801,0.016159438978581214,-0.04608870529713624,-0.01674212758459879,0.08965967456668722,0.019512180554580844,0.06878505835556759,0.07000688520588028,0.010298491353739638,-0.09303021269351268,0.007442298469516493,0.06154673582941724
TPH1,-0.05128796049453846,-0.015989809941934562,,-0.0356213083334418,0.017005518700265662,0.03852160473486149,-0.035680361568039075,-0.00404638696061918,,,0.013664644394838015,,-0.00107635873709773,0.008332518486240767,0.12921509228404696,-0.04627408674015854,-0.03454928570715599,-0.009703416187541425,-0.03710877917863629
TNC,0.00497078437343382,0.011561715740121842,-0.026552930659862556,0.15594227855228074,-0.0042783127391599046,0.004845214029002741,-0.21040894555693435,0.053141049632405894,0.005474562755896722,-0.1630932099133932,0.02260657695636525,0.13645248523649273,0.03062876751687103,-0.11275233000218816,0.07377315772720389,-0.03942936470972426,0.047916047437469404,0.09051737810250031,0.016321105745360866
TNFSF9,0.035541417026603496,0.03854967615376261,0.054330662613105096,0.008053355832329204,-0.0017348688185446818,0.021652412975054536,0.13235269649118797,-0.0007766933280678346,-0.008127891880441681,-0.028108882727430343,0.034683675738939275,-0.04442418877639501,-0.03716409324738141,-0.0034934723178342733,-0.012002486844095286,-0.027140918676628052,0.07824125911482936,0.0034377469980334608,-0.050965822060973
C4A,,,0.11277445999245184,-0.019439503128414918,,,,-0.014908283558286673,,0.13675204044207112,-0.034421214391391876,,0.08827114159132186,,0.10694707704068333,0.008104700181108508,0.07622387828688966,,
CNTN2,0.048238151245214224,0.010420691371141098,0.029243889877405782,0.004697608650546003,-0.051841605965834064,-0.010104358713412245,-0.10551930571039984,-0.024723977668069885,-0.011448095543309628,-0.18923827867451676,-0.04392706098626833,-0.04416736337066737,0.010766690468156613,0.12046276240895698,-0.10074590479272015,0.07642692764080139,0.04835295351933729,-0.00995294975677172,0.05744315147518781
F7,,0.02504032072510458,,,,0.035278848021854166,0.007974206060752007,,,,,,0.036957154648083176,,,0.027085450013908153,,0.03499908330602776,
LUM,0.03001291563678842,0.010290901866650964,0.022598484681767075,-0.053150677115554365,-0.07517860510199416,-0.036950093409546796,-0.11410172432797124,0.001260885619794959,0.02104180269870598,-0.07347777355741344,-0.028917527862130303,0.07312780864430621,-0.003922092740469684,0.018767566811744747,0.06533977695559769,-0.05117350387536322,-0.03900289596999007,0.01608095492308791,
BTC,,0.03236163425643375,0.0317152377322299,-0.019346360911945457,0.006774427221133088,,,,-0.028029919438095078,-0.0150870891313224,,,0.006119940959110285,0.014789507883592018,0.15691328564342272,-0.023257375117678652,-0.02708999786430455,-0.008850833087736161,
APOC1,0.06260268352673169,-0.046881323497494465,0.04583428883731546,-0.0532458823100626,0.038629254485822925,-0.012520462468832438,-0.21094600059684113,-0.020188447389587257,-0.054371696415029716,-0.2126852914514539,-0.010083098767964092,-0.013533822386954227,0.03946244290997325,-0.003601622988341325,0.1187647918268293,0.02638519102025431,-0.0016687550302353152,-0.05980948339915791,-0.03503486257137275
PKM,0.02037663417163334,-0.02337263866053398,0.04149288715183187,0.1852497030183591,-0.0055969374085391085,-0.015848666048343896,0.006608254572657137,0.032909195822509354,0.016819343689463365,0.10709278340449305,0.14097246226755533,0.13892304595007865,0.002489733586922696,-0.10892654423684703,0.040870579332939264,-0.018357529699873695,0.14587442601516193,0.021869848670575516,0.013607621928191812
TNF,0.07361650293657958,0.008788968645933584,0.03119276316646382,-0.021387108845861404,0.03395668198471556,-0.016965646585986704,-0.02646766603551933,-0.0392272064747964,-0.020068707525394976,-0.06404322735513035,-0.0022227618083957663,-0.03756327636399443,-0.009002622382149543,-0.026370130770517548,,,-0.006908266348017457,0.015163012404081029,0.05802318462960695
GNAS,0.03287070901859415,-0.002774744006300476,0.04771564278917201,-0.07315240718062047,0.027626653794814725,0.02804762293294596,0.22274167558601046,0.02575522763323278,0.011195640542139635,0.19791281024047574,0.12420323526951961,-0.011695228736524626,-0.07097348462334963,-0.06492516095561408,0.1002281115235429,0.03081406624014083,0.012854286248645562,0.04099949966848112,-0.049350981197857545
BMP8B,0.11509619606754914,0.008469866074106915,-0.04331021289695052,0.0016579278054142884,0.0057925634182281706,0.09140511309303927,-0.044026319283368406,0.004670424419202342,0.03802607976071129,-0.05960788515033499,-0.027527703815672547,-0.025857456063729967,0.05139516425437589,0.002045966773027082,0.04434856599479953,0.01681677148530051,-0.004538174109335338,-0.03014817841382548,0.07670802416372972
LIPH,0.02906856943209149,0.021334533609978792,,-0.02324920488255229,,,,0.032181276021906305,,,,,-0.026455683023139474,-0.001698227144009828,,-0.0013824047081569149,-0.02795851497650593,-0.031060449305491632,
CCL28,0.08055211710745906,-0.02052759599217753,,,,0.005636239434028357,,0.09321330933514058,0.11072418406518068,-0.0002422785714819624,-0.031053855067109306,,,,-0.020409547614135222,,-0.025133051041603367,0.02696964970347558,
PTPN11,0.03780245090299662,0.020985212297099008,0.042111456544292054,-0.012135897966581759,-0.02091159938040613,-0.035604950370620884,-0.07424395958665457,0.008048269384076866,0.003671937169723221,-0.11851261418424103,0.0009623819526465123,-0.0381861794479723,-0.0867182515134979,-0.025303580608476393,-0.006240859266733042,-0.012489302831113288,0.048710403466042405,0.02663217691890077,0.01705598047401815
ADAM12,-0.008588812204647363,0.018362023321461803,-0.021483398795041624,0.026898108654946334,0.027657011599704354,0.10786146853693514,-0.01942909260726739,0.04950478144148626,0.0424392369392337,0.03346012720271675,0.041847575421470884,-0.015180989980073665,0.0610421630800812,0.012811820152298248,0.051805250878571525,0.056135021802263894,0.013708875717690092,-0.02209084040926602,
EPO,-0.03704504443117265,0.018185107057156036,,0.05012888560527141,-0.01927458157543374,,,-0.009137027499648153,,,-0.039157829263059184,-0.03065768140220743,-0.028731547407639516,-0.003854918009399882,,-0.03454357957146113,0.03705197454118677,,
EDN3,-0.006071797982274135,-0.018926745383256113,0.02469278880645827,0.036235671187300006,-0.0017971743830758188,0.07676265121340976,0.09906038021048115,-0.009457823136975642,-0.03123978168027683,0.029753167461189518,-0.029901985417549626,-0.023492751122412312,-0.018140441107351562,0.08746697707523936,0.06167874094435388,0.06578942983127481,-0.021486627090388195,0.007836614029040949,-0.0002014457838271163
CCL22,,,-0.008224616771081966,,,,,0.07113672711969932,,,,,0.049937718791690816,0.034783183791182254,-0.025334474511638973,-0.030310487299111795,-0.041300081346535504,,
CCL2,0.02966789829030554,-0.010188252934756106,0.010593446232183092,-0.061144660715209596,-0.010129444537491008,0.03730293700677537,0.005748004663607256,0.01442790000378737,0.002668023604671643,-0.15155352938759226,0.026422973239803717,0.040276391791862924,-0.00906637142038308,-0.021333790399877157,-0.015542354943454356,-0.06467780369227699,0.0945163692839621,0.07166714446881682,-0.01943056056586369
DSCAM,-0.03654783472575721,0.014905243352420003,0.03051144030395858,-0.0033365109307857323,0.007404127571672914,0.029952204763836993,0.011487224210450446,-0.006640726918909402,-0.03338447400342356,0.023802156223961014,0.03637442115917668,0.018178488994708933,0.053331541343345695,0.028942200534650228,0.015951830989667907,0.012674568823757023,0.005726447623599499,0.05296437175170725,0.1051643702118658
GPHA2,,0.15748518139696355,,,,,,,,,,,,,,,,,
ANG,-0.0992734357508995,-0.004464961741022634,0.03969376050857628,0.09616778711448022,-0.005205905536491986,0.010600210482243504,-0.07594815232131036,0.05438879393498627,-0.02467911033112154,-0.025939462146700946,0.13789160912834694,0.023377856405004872,0.000914871252481143,-0.06939705191683325,0.021006342737305693,-0.006235808842576923,0.04543548903820597,5.8239453658089436e-05,
FBLN2,0.01679066741949665,0.05367507919249767,0.14212862001564583,-0.0035048271469749082,-0.013290625872248281,0.03473673934968042,-0.012964615851289671,-0.004871768006923169,0.005588939502887308,0.027918921180954546,0.0028805506956307465,-0.04230212488853351,0.02601449070688109,0.03559014444815583,0.035174729981048376,0.024145315247374604,-0.03051820756503438,-0.014323631610690363,-0.037964619434175735
VTN,0.008591196426059114,-0.013045932347498486,,-0.018310717432831955,-0.03916100403481083,-0.03497102080503749,0.017392943911295845,0.06234547703834215,0.12050004533041528,,0.014775845309365494,,-0.03284212488272975,0.07705819573670623,,-0.01810115638262532,-0.0033519804272418244,0.06241779366746803,
VEGFA,-0.043903784866711766,-0.00822430178285323,-0.012529861491986472,0.1768273721484117,0.006063209376965149,0.026828699240120855,-0.04177208694176985,0.07845287968999952,0.02455763383053187,0.05705944308269623,0.14074757208117988,0.08080778273965278,-0.018434035007984254,-0.10923013815560784,0.017663773539184316,0.01869465303015016,0.09234453622403423,0.03129998879916871,0.11337389998824529
F10,,,0.023826622550451357,,-0.016105600979666936,0.018655146879880593,-0.06044568611312787,0.021792520627733902,-0.041434815575910694,-0.036332546629462,,,,-0.013110047981118549,-0.021919091565431172,0.034143826683713546,-0.038170158821444373,-0.013973705598825253,
SERPINA1,0.006746590633053969,-0.020037540584181866,0.06399717561556914,0.019372749262614647,-0.01469882524466178,-0.024125286158385113,-0.14845841354918696,0.0026080657783014286,-0.01395244256826793,-0.10758773388643593,0.09716337519669994,-0.00025680262911140445,-0.0008605844422996105,-0.10400448467294372,0.07822883701393135,-0.08514905282054926,0.0004753988993049711,-0.0022161214189580316,-0.020843335755051706
VWF,0.012585895500817328,0.010666636828799456,-0.03599286253282567,-0.14044001709256726,0.005293435414368177,0.07360757894264762,-0.14002638752330876,-0.02537628668418226,0.008776473061109907,-0.04288412268310073,-0.03726909274753233,-0.002072637219858201,0.012330844899783817,0.04522703348553515,0.07133371698705983,-0.022968828695106087,-0.08853929333315495,-0.04751502194228852,0.03028897855459525
GDNF,,0.005305022894649998,,-0.02159401943611789,,0.05021931381774924,,,,,0.028443449154982633,0.029186536067996798,-0.01230900304218531,0.005473708628411788,,0.008895834526826957,,,-0.007239008757521505
VASP,0.014156724549831159,0.09975282357719605,0.023946612263066127,-0.021322941864881737,0.0036740093064629516,0.07251442399598547,-0.11258141979804895,0.024572018917752583,0.017532987667715005,-0.047043114998482065,0.11351043697352328,0.04698129964932759,-0.019153561359929433,0.02246290962055835,0.06323331551707796,-0.028660335487346422,0.05207276362190707,0.010074930027084586,0.1356936628258088
ADAM15,0.05892143581173231,0.018235529202560063,-0.030869117952098974,0.029846394304932626,-0.002445854385620422,0.024512515326545064,-0.06733882066018808,-0.024277108244591054,-0.006522275053754361,-0.07082823844435822,0.03861908535301111,0.0049891594731605714,0.05398279565528708,0.061105562805790214,-0.028474910886283625,-0.009642113304606308,-0.013930662391669181,0.09629263887661776,-0.12801146887717366
WNT2,0.007639141282738068,0.017676589101100718,,,0.028521126822891023,0.059836107844319454,0.0627275051204908,,0.0898010723377576,-0.03745643311203976,-0.036645919705723326,,-0.009110348578937617,0.08720413207383788,,0.00504872370640558,0.009613625461344042,-0.010911937926020044,
CALCB,0.006591118694696008,,-0.03299754593593381,,0.008717169313237547,-0.03544687071223255,0.08190372838630525,,,0.06271376157844023,,,-0.031190321728638747,0.018351683963398542,,-0.0040193425532169145,,-0.033021154679828094,
