,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881inf,ZH916inf
IRAK4,0.002479477776445072,-0.009805364553667721,0.005268642794671899,0.011408455080024124,0.07261279124572859,0.027322776395788964,0.01058604387090026,-0.01852928952288891,0.0172215741337491,0.07769670134163921,0.033996608077747736,0.005470444245022244,0.060611871200081324,0.024004283973449714,0.1322144611558082,-0.04904574693932616
GSTP1,0.11102925469640981,0.017301519518432163,0.021333778134205613,-0.05557479479069804,0.03727986973926067,0.05832455309812109,0.0066027543879454975,0.09347071511588921,0.0424700946997103,0.06541293179288851,0.19850305871174684,0.04001828081132951,0.021131981603362722,0.04708354431520641,0.10606587966027935,0.0426292772288872
VCAM1,0.006712127412378871,-0.011536087694197077,0.007723659189266165,0.014004620868744834,-0.0016358530222918028,0.02054193765905744,0.04363497862118323,-0.050164239937899514,-0.019418418465993306,-0.02262711052407898,-0.07353185537001712,0.050869446574537736,0.031887539849091796,-0.07019321646790025,0.060342758013161406,0.05662677410309764
NXPH3,0.051207040492461414,0.05459506299692381,-0.009482564991180609,0.04215167169212079,0.03889638004083979,-0.004329591189270843,0.02422296884484781,0.023806973495156515,-0.0144802427636952,-0.017041213622528098,-0.048425195844500044,0.05447586986919507,0.029583529351500507,-0.031177544702598054,-0.00037217736736268087,-0.03484325973398204
MTMR4,-0.03553228021187519,0.01156529464018565,-0.008889664961098118,0.008071139911466855,0.04035408663921374,-0.023299314120775197,-0.023898403895870494,0.0091253860901324,-0.030851873352476678,-0.016427968442100198,0.06329198678195756,-0.013702350039950332,0.009522205552084172,-0.01135542887703028,0.10169791565538337,0.05152267926836464
LAMC2,-0.020160136633923357,,0.055310706355189365,,-0.027758123998219888,,0.08363378126560925,,,,-0.046459210235482724,,-0.017337142765989667,-0.014220149427646125,,
IL10,-0.03198475979234781,-0.023171633412096253,-0.03463267347853232,-0.022320850491361215,,-0.03473557278793916,-0.028639867690870898,,-0.013211852947964587,-0.01901275925237671,-0.05340266151126283,0.061498220052742227,0.01209412623278734,-0.048558430841109605,,
SEMA4D,0.048688699239365925,0.011380791774896239,0.002402447261919271,0.031112790987983585,0.04727643774063394,0.04030162684956035,0.06374498927270232,0.08566991751110713,0.08566112434443404,0.06467574910216102,0.033784859945471826,0.026947858306707043,0.05616277194015094,0.03396107847300629,-0.0148971400882115,0.17349166391130366
TRH,0.07603081171225516,,0.032095712563971285,-0.01769339116877171,0.01032162600426668,0.04704383136452425,-0.013187795136903989,,0.03108309956712627,-0.015835017653693734,,,-0.034696823127005776,-0.03849659342476512,-0.06487158804565843,
SEMA6D,0.04432559478018148,0.054409176227939955,-0.011123424751369087,-0.009324340329441865,0.0861388062902676,0.05151581444672109,-0.02067964969219294,0.04575736097277213,0.0424139467838382,-0.010472604517369902,-0.025651798131373874,0.004841097112660214,0.02966420289759654,-0.010621413939299747,0.08867599148071556,0.07078527904670452
CEL,,,,0.0729676731447134,,,,,,,0.01276448835349301,0.015790507394787223,0.056077861936487304,-0.018157874333256493,,
PDCD1LG2,0.04404008401502121,-0.003158472918680203,0.04296127657782189,-0.010837668148074863,-0.019493161110915175,0.02038666905716921,0.010515542109534043,0.013287799946733826,0.06694677038238317,-0.0017655751530122226,-0.03601622358981817,0.08768968062306653,-0.012929164484766902,-0.012756314654598528,,
SPINT1,-0.03121404033717875,0.0433811273435783,-0.005779490532454112,-0.03912065576568025,-0.010259971076684667,0.07413920046929544,0.00191119883140181,-0.0270225390322969,0.030401010266785985,-0.02790663748693453,-0.07398482950224115,0.021756859866695757,0.013096639924056696,-0.04693186692782685,,
CTHRC1,-0.007739855407257831,-0.024268336708736928,-0.01943821585881117,0.05643008140246643,0.07197087579112936,-0.009126119998574184,-0.0025348815393230906,-0.008673953743264406,0.0055823928873692365,0.014031279520459123,0.021738514267331963,0.036425641186546405,0.07500089472373403,-0.06526160760106585,,-0.0037020833931463897
PODXL,-0.018859448052430734,0.0550935378467333,0.03016747060666941,0.0018802470811906823,0.04848530538178865,0.023947278322227483,-0.014385412070584769,0.0019379593660655467,0.07265239343856007,0.01187840056209855,0.04534068063777292,0.05608138750029193,-0.006024465914477856,-0.05544997967597583,0.030169232441526864,0.05061541846295882
JAM3,0.0362623226880139,0.01732503515488822,0.01720222744248958,-0.0036395496276186677,-0.03208553854283858,0.11811295509543913,-0.050173170460064066,0.041495399722182816,0.06234832211350982,0.02204242429336462,0.09592973327053522,-0.012731308531757416,0.029882080906065492,0.007664994499333124,-0.02252607079385399,0.038183265720426456
TGFB2,-0.053327809138816816,0.0528068598914173,-0.08978778601288114,0.023985027181820273,0.02674548228746552,-7.621294943343786e-05,0.0006754010414707979,-0.0471280861930832,0.0011778484024673479,0.040088914135361586,-0.05845800119617607,0.0526731936819953,0.03279395278290148,-0.06104670944069308,0.09729465760127502,-0.0008232985659058523
COL18A1,-0.004032168005920829,-0.01914821935394451,0.01951740140348635,0.0208490876273848,0.07042455784759154,-0.05175085990464503,-0.04475808877649392,0.041068779868978965,0.021840067577288708,0.028771520926115592,0.01241398662854606,-0.009333159695067088,0.0012121360899390709,-0.09124810159977402,0.08705859016394245,-0.038435019736699924
NODAL,,-0.015581812480858293,-0.02716126624038854,0.046459169153788546,-0.03383729607839978,-0.010407245682884063,,,,-0.01777630528819344,0.15300654296890634,0.07644950047059301,0.0817226672572739,-0.07998399883381274,,
INHBB,0.06578853042442326,0.0209430106074814,-0.009751487717328863,-0.005293842041894153,0.0172348014660546,0.010260068203516465,-0.007654944179977258,0.006461773232111323,-0.01432392527054922,0.018935031919752897,-0.07524068718986154,0.07944300298339566,0.0017733933859150207,-0.01812241367668852,-0.0013491347276548818,-0.013742938512877402
LCN1,,,,,,0.02741522961955345,,,,,,,-0.015399746947251835,,,
ARF4,0.015741452879766957,0.03337424101344056,-0.006427262315941771,-0.04993307206787341,-0.02996670244692888,0.033694093975094964,-0.031885216847357956,-0.0021141708272651256,0.036256204774669065,-0.00035358371964374074,0.061617653006178545,0.08560806105207126,0.0758214030159807,0.022820597610996272,-0.017901475042281338,-0.06682698155159808
CXCL14,-0.05912027936387302,0.03804492728965488,-0.05007360192991697,0.055116437652805515,-0.030353011551606787,-0.09116787220005657,-0.0530696854091867,0.03205951414481835,-0.11602725030341059,-0.025650806503714794,-0.007303605336246079,0.04772628397696919,-0.04026786923502999,-0.11958993606761656,-0.006749102147021793,0.09315151366073206
LIF,-0.02763217311247463,-0.019717889844030532,-0.03720242404539291,-0.059108954675388035,0.06755849743191153,0.031122869409364286,-0.012998248849890957,-0.019603135949976484,0.0020926396667286804,0.005604915237031223,0.010031478619086159,0.05572225968752306,-0.012491874395193565,-0.013174735821356037,-0.03554857036024486,
IL17B,-0.024096589478270425,,,,,0.053649047445916025,,,,,-0.00024262391895506252,,0.00984527493684887,,,
MMP1,,,,-0.017693387309009462,,,,,,,,,0.04006906416837101,,,
MATN1,-0.01898586672250843,,,,-0.023741074743193116,-0.02435470279973839,0.07457223576654344,,,-0.017293892358451073,-0.04847557613551629,,-0.02723788075511918,-0.053173399175937906,,
ADAM28,0.005332252209290017,-0.04237859311923723,0.031235715363396428,-0.0024967105183768914,-0.050899091860300345,0.0010405271402544175,0.011407993180509668,0.04268220501101872,0.014379880999453372,0.01917837179216675,0.03875175762330053,0.052257167305918374,-0.0010707234095326122,-0.04512534967284573,0.07522413928692961,0.02843459612373413
TCN2,-0.008376306996298426,0.019736213110814086,0.0036265010531111542,-0.00431365398394098,-0.023314491598781333,-0.019205754234699036,0.015271216602665139,0.02669386868969308,0.013925030903626255,-0.019671341263440792,0.12834549930615258,0.07003251230146222,0.03831889917464947,-0.07177096945703443,0.0928458288040048,0.12923317137421717
THPO,,,-0.017349549413253323,,-0.03376084346036031,-0.04739744144204841,0.06678640337101749,0.007540498091515258,-0.01737477081624476,-0.01729389434504405,0.13994628218095773,-0.013921831604271944,,,,
CUBN,0.03598563719772858,0.00948963180391771,-0.05527427470658801,-0.04443726510824803,0.02320960481874688,-0.052670173291776486,0.029436652811501356,-0.04801088419843662,0.02415250185677853,0.12988341480617732,0.027384665427175426,0.04938994788545685,0.11038003726669252,0.001806321944347047,-0.028454721809369116,
TIMP3,0.05911676726161695,-0.03140858166476497,-0.044897424364441954,0.027788793875672253,0.03732279673450032,0.03632346147978371,0.04499237343605397,0.020168442695204302,-0.06766054741754564,0.025861505835065194,-0.07989978808110698,-0.030708575845826022,0.016162227702016002,-0.05550562748281577,-0.02364629577734308,0.0328693837666042
PIGF,0.034515607447363365,0.03940637182297187,0.004604877085286599,0.01834562831709803,0.04196948369757382,0.0688663097851451,-0.01668649923157486,-0.03565171159233947,0.0249224205143125,-0.042766764875991015,0.011584730231418485,0.06301532323119398,0.068345185176772,-0.017223418063085822,0.07276466998872075,-0.07834404495245811
CRH,,-0.01955513357680382,0.0591800288829807,0.044091258104742466,-0.020006800479518104,-0.035721084405185094,0.032896205154746797,-0.013427695458934161,0.0017105237184801537,0.0213415460246058,,,0.030798221137168954,-0.04500576372268782,0.03801302367079966,0.13732507647007028
BDNF,-0.0343923207887083,0.13050726173516272,-0.025486492404462435,0.07538951811769179,-0.032204256173577354,-0.07950254630390195,0.038924784928443444,-0.03318406031602506,-0.01194579557823421,-0.01947736674463482,,,0.005088030253711197,-0.04064353315550185,-0.007236484336476088,-0.031669498001615407
CCL5,-0.062285507252239754,0.014534381969488516,0.023710941815874017,-0.05552498676179307,0.00821926179742129,-0.02211656152567821,0.02418428185892558,-0.013391192972874026,-0.0023463240896995606,0.03535989636103633,-0.07282351633948887,0.00057413718345888,-0.004798353495420819,0.034951504669634544,0.04058089750886453,
GAD1,-0.020448526955677858,0.013267893797793442,-0.01500626967103322,0.07317832069339401,-0.04651937058580514,-0.08501860560480805,0.03487664782750685,-0.03370242664030741,0.018732884785895576,-0.04115420115062562,0.00934630442208896,0.09428523473888517,0.056050296941668624,-0.004305952750895179,0.00040005431650429136,-0.08470924977561546
COL14A1,0.014384670532914201,-0.024402338998368446,-0.03143118667080679,0.04365413657569366,-0.019170738526160663,0.09483506268228539,0.0012948814010348441,0.016061886960033963,0.03054610359266223,0.012628608055625521,0.07780117361010505,0.030473327703564635,-0.009519991731043639,-0.011625958835702062,,
HLA-A,0.10808559918586676,-0.0177006539894216,-0.007772366758704005,-0.1032024524019909,0.03518674698950314,0.020161568067174375,-0.02942696913666958,0.03194309972202617,0.04401423132458973,0.02729456120465494,0.008985729763042957,0.0601013757237853,-0.06939867704764088,-0.13501874642131817,0.10487250690942318,0.00962938895873262
CD5L,,-0.04987834346316326,,,,,,,0.08256055780487845,,,0.05297727186748901,,,,
FGF18,,,0.010676916885415609,-0.02453169431384708,0.027559591437926297,,0.016619427555544426,,,,,,-0.024039060929174818,,,
ADM,-0.08024069457605278,-0.03818378724475611,-0.014933561993588201,-0.0506045294423346,-0.024907971783649934,-0.02506713668776176,-0.06086770937950529,-0.010386934407952794,-0.009879547793204862,-0.017583187587259505,-0.10081638358076078,-0.016036988146697885,-0.06393278340292419,-0.0101616939450098,0.019627422639585418,0.005925646199075048
CCL15,,,,,,,,0.05851247815951604,,,,,,,,
GNAI2,0.06089962199409409,0.024404747534371024,-0.02581878867868776,-0.024479324606074923,0.057211194750927195,0.07841959610948013,-0.08508785420426633,0.04890225964090704,-0.013738666972831241,-0.006720110902133895,0.018108180230205478,0.0009324010590710743,0.00871873987358811,0.014388636716685768,-0.08829450990387423,0.04156271552956291
HDC,,,,,,0.060277149332401775,,-0.024833066850371885,,,-0.05532379321489452,,,,,
COL11A1,,0.02379232654464567,-0.02832479532270279,-0.026672323495773174,0.08813045648978049,-0.04223344871620265,-0.005232480873293668,0.017258261314375002,-0.004875885144224243,-0.009803003823461817,,-0.05143946368708692,0.014579688831452053,0.007044888397858294,,0.0019832432103044995
NUCB2,-0.009408761316593565,-0.041000420713307846,-0.05488868946558426,-0.033330320839399706,0.042588897316841026,0.02411885429818456,-0.034127065835195834,0.03987855592343737,0.03209649855250279,-0.04374060188143072,-0.018184449234982553,0.018394672238222522,-0.07333899822217978,0.01732335838082925,0.05608025093266488,0.13610375324499177
CXCL1,0.05196579809241201,0.009398480652365959,0.03605137587797753,-0.000980073121256918,,-0.05273184301405544,-0.02721425825682803,-0.018563143098240777,0.050741699276374654,-0.008934942579093568,-0.02962638247082635,,0.009744028917153078,-0.026371721629964064,-0.06869146769223415,-0.06694433633711405
VCAN,-0.033668299719835156,-0.012621707307544089,-0.035981836163712075,-0.04412314964275054,0.03504416519837613,0.033860561810731826,-0.029265031849403683,0.032650161259561314,-0.010500247941008503,0.04455648509212468,-0.09342313182881776,-0.03073817211391274,0.06659108850682526,0.016427241664781374,0.011472618243542145,0.07815152034857249
MMP7,0.010366545662531349,,0.057792707046501815,,0.021343336685981353,-0.01695572461612426,-0.015334697581557163,0.02407239711896051,-0.037973291563173646,0.0733454784146509,,,-0.0063888559061161315,,,
PTPN6,0.06889094658786028,-0.00014205281822566668,-0.018876632111145562,0.044473717620054073,-0.01488682038615982,0.005983415359411554,0.01286368059960049,0.01940599726384513,-0.006955344354062757,0.047032368188131536,0.014140186059797206,-0.014906020545442196,-0.024224849172630826,-0.06692822159358709,0.02415529965064644,0.04097151967564758
PTGS2,-0.018399475217186063,-0.018721748287274874,0.026100901230411068,-0.09640490547519219,0.005431274983815914,-0.08689150767585568,-0.039155221008649016,-0.0038935379095193026,0.014474595516286787,-0.02162725517261324,-0.10627512888118759,0.0032000647102630054,-0.06551557498228347,0.00813761226176443,-0.05233043866790156,-0.11694457892513775
XCL1,,,0.05019834900994663,-0.018813693266748168,,,-0.02518666700741157,,0.018690528754654406,,,,,,,
CD58,0.03882381520639585,0.03013899729628682,-0.009894430158303928,0.004220163459963377,0.01744386202397743,0.04586710690500831,-0.00247117177097019,-0.013542216234698186,-0.041877539101847466,-0.038762518065757666,0.06630010831037148,0.052826613805728125,0.0818098444754398,-0.008098828411713046,0.03453393970680134,0.05399447143942436
TNFSF14,0.05022004947488711,-0.007055088247911625,0.03043553987910794,-0.010062456145504368,,0.010235589888977175,-0.04061463957339518,-0.018131306148141214,0.008981720357864658,,,0.012677894427163721,-0.026207565517036336,0.02596091193836711,0.04049616265917692,0.04060105853960657
CNTN4,0.004633976449541615,0.0606381664294203,-2.393514800617732e-05,0.043318535238397814,-0.03366444127749573,-0.04517292674726172,0.018790841237904275,-0.03699464442883767,-0.01833480161557502,-0.028506819760706376,,0.06851674094969327,0.034623231379973744,0.001226154061084303,0.07764882372784729,0.008714521270760391
NTF4,,,-0.017010124155483072,,,,,,,,,,,,,
INSL3,,,-0.012359153523435943,,,,-0.017682519148776586,,,,,,-0.015212283410854132,,,
BTLA,,,0.054027324765146933,-0.019613901536557947,,,,-0.023154298087907307,,,,0.13788808143864922,,,,
MFNG,-0.03636139940626803,-0.017293849845859032,-0.009137697842097087,-0.018095720327158466,0.06480422599961025,-0.006972006357661107,0.007663282868602518,0.031333409553550004,0.08787304872810936,0.02203179515378811,0.05313469105661492,0.06539308972016583,0.009707047310720501,0.03484156609057128,0.02460900681933049,0.048646300925981836
ICAM1,-0.037097518064750354,-0.030960638557070597,-0.03146483602064685,-0.016989595690608553,0.09144777511495347,-0.007783579862144245,0.019303392848821245,0.01808783124157639,0.010525528343425083,-0.009351294594249285,0.042276724729804614,0.04300732912182913,0.007587334083800998,-0.02559421101176942,-0.09729381088119136,-0.04072745677655591
PROS1,-0.0533760939403086,-0.03530533342425908,-0.015143429357898634,-0.05374680739887759,0.06234692744930476,0.00297441517006074,-0.04320885949319177,0.06858930845457192,-0.030143009569740985,0.03884988007507661,-0.03245597267045476,0.04842487580174796,0.013280841740067537,-0.09741081395524431,0.06648869967725429,0.12164833843082913
CLCF1,-0.009071478001189097,0.08310815436779567,0.002948751484166517,-0.001620492574556368,0.04060084176517547,-0.05532142035204771,-0.018228883176880765,0.065303422531624,-0.04780586616809769,-0.030742218054169487,-0.006491070763003686,0.025074585630111553,0.028619197010518474,-0.035045274702019576,0.016494765588819644,
PSAP,-0.03542565776551475,0.01344464680171615,0.0092018308176981,-0.017029328609133226,-0.056293551187458574,0.0006118099778248819,0.024775223998870437,0.02669211146794327,0.06222105425715531,-0.028689402678175945,0.04315035502117762,0.057218976268063326,-0.03988150010546763,-0.027529811765058063,0.14336405491321647,0.11553035240530134
EFEMP1,-0.05307822081455906,0.05042354592750765,-0.02828839785752864,-0.020316932341408314,0.015902262232627223,0.072066314337092,0.02083476592444093,-0.004415595155390157,0.02640166219399394,0.028758172626856673,0.0016388937519969144,0.10194092974458156,-0.010545047055151465,-0.07322969041414433,0.09529902429178531,0.04744591835980643
C1QTNF1,-0.008879375844650176,-0.005419479271039493,-0.008815862781445678,-0.029629303699960998,0.0477735765726243,0.03124405680622913,-0.007626289188238552,0.05968268759845674,0.04580342136090307,0.016857392648233382,0.0931470542668631,0.013894755197151235,-0.0660353227524443,-0.09317392895657822,-0.021737103035735852,0.0884649375301889
ALB,-0.004574702555295143,0.016545025761141283,0.03210052048810302,0.0033120273302979083,-0.0235238839831358,-0.00070456717400781,-0.01930467306346305,0.09122724097159055,0.03457945023576648,-0.03741531037887258,0.061720487878253606,0.06272206555482757,0.029854684164649023,0.04278204714007415,0.10607622522835078,0.05630471176795374
EFNA3,-0.01126062232421316,-0.04305722583030059,0.029619438581035665,0.08973881860224679,-0.10035758710339043,-0.048617573599224834,-0.025791555357535845,0.0032861627159300037,-0.017888158562106883,-0.016118010662690616,0.05097433927588025,0.021970266278304805,-0.023302892982112276,-0.03756341214636146,-0.04280535109229919,0.026489078871749075
DRAXIN,0.05917210421660708,-0.03779077016004656,-0.02626357667014328,0.01783902343400196,0.03823913691732038,-0.013219023387329248,-0.03817044833295115,0.05375222201218471,-0.05198471070320655,0.0010685561164355637,0.02800707009736413,0.02818337382103984,-0.05618545684795735,-0.0021507354972110067,0.062451864702734054,0.11176975153426223
RAET1L,,,,,,,,-0.019804907016901914,,,,,-0.01539973685490253,,,
NPTX2,0.08516886815410987,-0.03571469370299498,-0.012534247125717404,0.06967688229048796,-0.07477411674061939,-0.10277327656640967,0.11621118369240861,0.018910777314665683,0.01628993471743185,0.016428554899368703,,0.03109341276528854,0.01876376334622589,-0.008129902108212624,-0.05315436766250617,0.08430914472577108
FGF11,-0.023812221942242043,0.05851724050964495,0.016894816855511925,0.020948211989307196,0.09294227045783582,-0.023214535580232936,0.019968158241511325,0.015911588978232496,-0.040635043601769984,-0.051118945001818364,-0.05102368417408713,0.050013273814387534,0.009513296941451026,0.022379859904843816,-0.0025570795568438357,0.05486894922295505
CD59,-0.004057642624936058,0.057594051294419024,0.042909014496610984,0.0006732326976013905,-0.020546343309021886,-0.01765186919524147,-0.015649043593436968,-0.0019672152953874697,0.03615390926968636,-0.001240228110798792,0.09457247784066915,-0.033077821272218415,-0.0006303315661327617,-0.05101930461374218,-0.009072908848566928,0.06801794477246935
COL9A2,0.1174280365353397,0.03518874822989078,-0.003896961567490297,-0.0066651140132609026,0.04498790388256816,0.03914697907700189,0.023111552734157218,0.015574118322811763,-0.005032397871802455,0.008259100229562413,0.07407449556152987,0.024865797392270055,0.04490395343688256,-0.07277018016908114,0.014194147925249463,-0.004661297536601438
DLL3,0.07217838787368624,0.040048143965976515,0.05512115490962338,0.015816981386199486,0.05547746102569584,-0.004357173085532815,0.06738739965134623,0.015965817771525198,-0.014955908423353273,-0.013280664057988003,0.07553491592993637,0.02972640378564046,0.0645184442195073,-0.026658538343237868,0.036809715748134304,0.03857833897572038
FGF5,,,,,,-0.022647483644593715,,,-0.006453659889254761,,,,,,,
LIN7C,0.02909443461488025,-0.023627915252566217,0.029254838114987667,-0.00022883879679733686,0.02602532244657596,0.04142683306655676,0.021401987427212794,0.007332690801041723,-0.015772555401278816,0.03236043728822077,-0.03964369977136997,-0.02289048636009277,0.07319121571473232,0.05145728012373384,-0.05621033634481581,0.05634991549320379
GDF7,-0.018985879643018667,-0.01837857578896498,-0.008380149630725947,,0.06882726514900693,-0.02087685903437962,0.037380141363713947,-0.018131305443558624,0.02824327396411511,,,-0.009289733477604669,-0.013201404429357208,0.002099700234608502,,
PSPN,-0.010180862581449417,-0.03311333019575704,-0.012255399289860237,0.033415719704378295,-0.0061984607114148075,-0.009804273853621386,-0.04724254360760053,0.03630118055693454,-0.027690596535448503,-0.020268577792327054,0.09441875937040747,-0.07826600006811897,0.02626819540617581,0.08874284728624247,0.06771117652950212,-0.030837687574886353
ANGPT1,0.022204417695616478,-0.001464528405487204,0.004935723127562218,0.04044657155503473,0.033368150773528095,0.013689255253268608,0.046301512689914066,0.001818055634956656,0.0002878169374280248,0.045963231608593565,0.1274604142214252,-0.003650678049642539,-0.03623780945306957,-0.06428004386184312,-0.09628511938855773,-0.01640280296412115
PNOC,0.03235010841899425,-0.028891773329089,-0.012136733884550093,0.07881108735359413,-0.03626266966890852,-0.07727365136532,0.04669508799300703,0.02309082572209809,0.001298971775656296,-0.02451152480108724,,,-0.014038431539101032,,0.10794977904335464,-0.06888825278447852
L1CAM,-0.05292313739615415,-0.004363654268342139,-0.04323685426485567,0.007053466529356803,0.06350428520216019,-0.07133348659934573,0.044233226312069544,-0.03187568684667891,-0.03415341413324112,-0.04891558008885639,0.04372578052851877,0.10602704600104695,-0.08914264112669996,0.057690368077783175,0.021436096797235182,-0.0008273968021794179
APOA1,0.014540934797836528,-0.012821395989719509,-0.019247339601752265,0.008490240720502222,0.0041180722443243155,-0.007585096302762847,-0.023025715944884822,-0.01903343738025164,0.013700383236108534,0.06230255538942396,0.12392923889549232,-0.053580963277987136,0.05128650338241219,-0.015401731083169874,,-0.060726203767285616
PSEN1,0.011615588650601095,-0.004063138888509287,-0.009578619919628408,-0.009141939552168162,-0.018307428195230256,0.04786831244109151,-0.01689149534553892,0.020149134262377074,0.04208976881163646,-0.006414383303048898,-0.00810221880339046,-0.010707607332539488,0.0018983008435361501,0.0030537762044646984,0.0659761336908058,0.04219829351578952
CALM2,-0.017155486860331984,0.001866858718479427,0.026802025733258888,0.03619826661746479,-0.017347576809272805,-0.04879107942471285,0.05412913275306441,0.02442028985922299,-0.0039626927787277146,-0.007590827986417186,0.024017946325235358,-0.07203562304019541,-0.003983319465834976,0.012023517365378615,0.07159303199636843,0.06469619658470929
CLEC2B,-0.06485306905152186,-0.027382419981185818,0.01891220536564292,-0.049053371222219665,-0.01870195799862073,-0.02313965348663908,-0.013087756908487258,0.053553841579380194,0.02716216276585052,0.028401596891762436,-0.12666786499106442,-0.02045172763289834,-0.04601848882850635,-0.034202611647967195,0.05175047751855518,-0.005410514205637789
NTNG1,-0.03835749899496597,0.0012763502688630068,0.0018908475450339335,-0.007248822186030533,0.05014188818097686,-0.0338868179376375,-0.054068643211532236,0.010711017200731166,-0.022338015682844367,-0.025365213052452363,-0.042914990593911365,-0.03943480901798112,0.094008206238822,-0.005039580399529924,-0.045667401040671095,-0.10022490651421868
LRIG1,0.06783984909844017,-0.000764447767266489,-0.01145732892614963,0.02611710598329972,0.06003726180533214,0.08679028537633723,0.022537730061494392,-0.012535276373848606,0.06453013249308961,-0.005924692839142416,0.032241761964984614,0.11025756477082346,0.08479884704239038,-0.07096515366227658,0.0006437354129584737,0.04483098077215423
CPAMD8,,,-0.014618673300999271,0.038903531975212804,0.029956629743575786,-0.020487696777396407,0.15209831848277605,0.017628897559944838,0.02348755352603268,0.047065612025900525,-0.05532373946516221,-0.05604716646465611,0.012440551395343499,0.04723849393187833,-0.04679081064100137,0.057571740016885115
GHRL,,-0.02331123856130991,0.09143123477616434,0.048633582162926216,-0.025007763225261347,-0.043569976671243286,0.017665480720890785,-0.01653543690599045,0.11422021649501407,0.008015622035119054,-0.02739437536898144,0.06482004756683814,,0.029844122250793602,,
NPY,0.032691591884971755,0.0498423573674646,-0.019850888289716054,-0.028863598767326446,-0.026574069749228265,-0.08079462668014696,0.0705449506426008,0.12079496791596483,0.03017895343131455,0.027014496342965422,,-0.030575527591182237,-0.01576973136401952,0.1110586782510722,0.03156889666065653,0.03430176063937598
MMP2,0.12704536575996378,0.028571932639512822,-0.01305864674313476,0.012417600785744548,0.04476425165893819,0.03511310138553255,0.03186763043696156,0.03642034769775129,0.0442231588715545,0.07116173086528217,0.05521841265177624,0.022267355743314666,0.05950485733111701,-0.0964850005323211,0.07577808338484983,0.03979963785258493
LHB,,,-0.012731760439128678,,,,,,,,,,,,,
PPY,,,-0.02216228166603782,,,,-0.01433464037760184,,,,,,-0.04218797712997473,,,
ALKAL2,0.06964354271928537,-0.01475181822111812,-0.01254678781808538,,-0.011575306912132436,-0.023229640552408965,0.005637402856565338,0.08882585567958934,0.08405482067897585,0.028122145392976517,,-0.040681891465178345,0.017261672554088014,0.00855794438079116,,-0.08824245414299826
CSF1,-0.013109945255276522,0.028107306212052794,0.02738298100608685,-0.056628671616110904,0.05592543509782023,0.07229749986796914,0.05703739677963677,-0.011857683182354547,-0.014411463254195745,0.04887423326798982,0.0922275047399944,0.028409177144550754,-0.028015099261067565,-0.048839347866071,-0.03898435120519516,0.1146327098064364
SEMA4C,-0.01375795213651814,-0.03867367120806856,0.003686167311641716,0.04214115992144621,0.016937570263429798,-0.03802729661925467,-0.011330061844479693,0.01568185383772321,0.08167594579876374,0.053027455714477666,0.0180241755759338,0.013929347106901292,0.00256224657577368,0.03567242241247158,-0.04674859183321305,0.026193582387190634
ICAM2,-0.023213415090625564,0.005584828807580824,-0.032365725248366596,0.027203385781267804,-0.026190925602702704,-0.03931498620656572,0.00026922344929625343,0.04595854378281008,0.03853117288048802,0.011682076665228101,0.02801565706131721,0.009613021959989575,0.06517389644802363,-0.056781523425897436,-0.036627369065834414,0.011850839471289818
SYTL3,-0.019387291929275408,0.009101417894004954,-0.004769060268451655,-0.014216058995411531,0.06091466138444823,0.0764785624369033,-0.03950352537741336,0.016205548843392967,-0.011191554976616813,0.0008454844045663381,-0.0038645058528201256,0.09928207523413178,0.05339326388353687,0.018009596854573345,0.10585348339145169,
IL1A,0.11644162976718596,-0.017999842923460928,-0.05134079254634842,-0.01062694767293534,-0.02227901191293997,-0.014121527849757051,-0.04298154780508153,-0.04661111070500691,0.003194249197675735,-0.03323882343197389,0.06028658651032386,0.04469253187400743,-0.022710511761586772,-0.030421068687974864,-0.0057854861680009485,-0.014805811675589179
HLA-G,0.04648234778365527,,0.0285633612486994,,-0.018149081449405472,,,,,,0.20053952108385392,,0.028960814930427365,,,
PGF,-0.02545041064743349,0.052285978125671,-0.02385399105619274,-0.037918784073826255,0.08633676436771201,-0.0010493945042289242,-0.012973662867429769,-0.02989897421188123,0.018504927131923532,0.06372897690857554,0.058969694325766285,0.10858264277268308,0.07418615763507543,-0.03191842047095394,-0.03539195491686087,0.07180726406024848
LGALS8,-0.0205116626557632,0.07580612629939375,-0.011317386702534946,0.01786049181315652,0.0602419915771543,0.05680221368133465,0.023352311987846305,-0.01604837494854388,-0.0008031290734898631,-0.038800669256143984,0.04476492432698,0.12193172960789608,-0.015178895909287985,0.04107022223539988,0.05527368794519153,0.0021611925350597068
DKK3,-0.015639455195731733,0.03770346925642844,-0.01569117219543656,0.07888750069855112,-0.05529765946510016,-0.08013538999032942,0.027233314321114584,-0.0035419297938225386,-0.01947482071581406,-0.020188450302661608,-0.018711925681128873,0.09173137206891632,0.008205056222322434,-0.1177674086202971,0.02937217813270344,-0.03793811526825065
COL16A1,0.0573490116342059,0.01618263511644568,0.009451640638776883,0.04215949247813947,0.05054786824233099,0.0009448734900739672,0.018148328298052435,0.025356309348011977,0.10613994376458456,-0.01129787188004348,0.030183445808850504,-0.0007604661429823319,0.10259058478605368,-0.035696186753055005,0.12830937735030726,0.03189750217124495
