,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
NTF3,,,,,,,,,,0.005759435131864026,,,,,0.0015510650021460536,0.0075010372596853074,,0.06848715099996572,,,
LTA,,,,-0.007550782589838236,-0.025748428097931195,,,,0.09279964648821663,,,0.061949822620015894,,,,,,,,,
CKLF,0.012065363306379865,0.040370597112189814,8.086711534980859e-05,0.02881967999802683,-0.04886606506917319,-0.0018671231637656593,0.13739671453001231,0.03532806811955055,-0.0246409500834222,0.012239125328435654,0.18710310770722485,0.09294360688939182,0.046660006998483765,-0.027702366341187012,-0.013832684478173431,0.054746911460103506,0.00453386545604101,0.01176773523648301,0.07988863252453669,-0.04670972709369274,0.007294141340225293
CD24,0.14133779365114962,0.05620992063140826,0.09273782996057872,0.006561751203406236,0.04158922853280242,0.033601622159379965,0.04356695903569308,0.005559554211992451,-0.033985252135369015,0.0005424484826988571,0.06792733627995581,0.03994490268816813,0.08728645453002817,-0.017771532879493786,0.005086699018055702,0.06739518874268016,0.0013095580100642888,0.04891469756123182,-0.010243449272649922,0.10189449752356475,-0.10211513375258051
HSP90AA1,0.12633093374260468,-0.008145817241217518,0.015137364713744132,0.012947243909117386,0.02642203382256831,0.10412287834521519,-0.08346581090401825,0.022265535352886126,0.07772313775809177,0.03421357137921191,-0.39875107351927125,-0.17624279734564427,0.07644795389448504,-0.012019246882030252,0.01447086241266706,-0.09559891104650307,0.03489130354280163,-0.023719981198549386,-0.06199123906879816,0.0918780678174865,0.010684192974383073
BMP4,-0.05949065603980553,-0.010900559007089571,0.07434172514786432,-0.009220677869573151,-0.04957370943647738,-0.01469104044911879,0.07130209081709413,-0.03335505691088195,0.031649848084366695,-0.006452066952293533,-0.02811587746218076,0.07183583714188074,0.04084278457737914,-0.012710412805454336,-0.020164851083313423,0.07618531466339369,-0.09783120705835491,-0.029793718231786757,,0.013361968721086631,
SCGB3A1,,,-0.019108592655745348,,,-0.029089356907990516,0.030366994113876177,,,-0.02434038774411834,0.07325537256528249,-0.03295453503225302,0.0006702872602666629,,-0.026102042400270763,0.003656352356930582,,-0.025081164280379025,,0.11039784885231395,
IGFBP4,-0.05036728028907963,-0.09927950773822665,0.04284889291804716,0.05604985406801053,0.006728266175518448,-0.023000483490173536,0.16248320373198769,-0.18962392219012764,0.02528013865604103,-0.035877446706179525,0.14688060708780223,0.026610371228635646,-0.09019419711759571,0.03927617438134914,-0.020551500285630048,0.039618160638808506,-0.13838223067686076,-0.03183578543617934,0.08056682897777047,-0.03805697288807854,-0.06764961357726601
RSPO4,,0.025459348009723857,,0.03389271981092875,0.10029408670979145,-0.033573846496974064,,,0.014103311537532146,0.03341213375681027,,0.022022056434587378,,,,,,0.038022572793755954,,-0.050796408478828214,
LEFTY2,0.02589560699461501,0.04317087212977887,0.04412943048900334,0.010722850774768634,0.00784497184496754,0.023812480945378727,0.08922407290995767,-0.12242904324146271,0.008991215689673157,0.0056331947819728894,-0.0025240845777703765,-0.03635449231867262,0.17171731692172423,-0.07989317318937018,-0.02551469053871828,-0.02361236162554731,-0.1795594641958185,-0.0007517646600054328,-0.10330796855570189,0.07653302924362346,
PF4,,,-0.019822097502541523,-0.03219367854734049,0.04783451473419571,,,,,,,,,,,-0.018822387786627617,,,,-0.013553398770128464,
ANGPTL2,0.10458404319419402,0.022337332604025185,0.005192713307377834,0.0176045257898605,0.020093769885156165,-0.05399894137629527,0.15085626558756837,-0.0647214397637726,-0.04375225411580011,0.04351956211640886,0.3118469128624298,0.19790532669170066,0.030102619826480645,-0.018658463288935306,0.0049918863993374885,0.024467350374198626,0.03668268860807965,-0.05894192250971439,0.16615490069240818,-0.04079829964591215,0.14884251205317717
LRIG2,0.028153165478551255,-0.03596743508837106,0.024126243490165428,0.08425511526139592,0.05194680916504402,-0.02178141882139539,0.03334761378296308,-0.06805240185342487,0.013825068876689712,-0.015139037340755961,0.03868120352917812,0.05957526775845289,0.03904945823172203,0.06425897407522888,0.0382327812476476,-0.017578919636135636,-0.00043346966808264863,0.020684380990299702,0.06569453386982611,0.047733276054851226,0.034262302472225926
ICOSLG,0.10716443701935353,-0.0003564342119264087,-0.023294618895106672,0.013590802275087384,0.0014463574686433556,-0.0019501456808803535,0.061744105469869595,0.04158581661581885,0.0004270202248484054,0.027084439126324383,0.18394609467820244,0.14763156638524094,0.052570004954934565,0.02816660852161933,0.03080255311962129,0.10125188459818289,-0.005355727592799261,0.006211577002775912,0.07718027578380862,0.07725581045036994,0.010018822650471942
WIF1,,0.07445397250591108,0.005468498772975853,,,0.03609552614288028,-0.1957338114384781,-0.17109320980320408,-0.01773402424232463,-0.019999243898516664,-0.18053267829223418,-0.1594328878030731,,,,,,-0.03456279670692329,-0.03125185542446083,-0.004591907128058726,-0.11234584469048964
NPPC,-0.08518360648116222,-0.035256962100354255,-0.03290848256392852,,-0.027190034704711978,0.007607493852432765,-0.031181163742428443,-0.023171953946765567,-0.03459344654547281,-0.02535803214756259,-0.09899983603083085,0.08699893236549147,0.0483645482721409,0.013229783910093792,-0.002493273689602677,-0.012932970402734273,-0.042915602889244654,0.045992551443009115,-0.006677522617732868,0.0472133547272986,0.012027307547057709
LYZ,0.1365046330802621,-0.026298140797912487,0.004495526147567345,0.05101369870319617,0.010348315093471047,-0.09249195670657243,0.021542136845982995,-0.02943968109236006,-0.02530754026219741,-0.020855813678585258,0.2347523208515855,-0.04028550559865195,0.04837122383590766,-0.0056056750259919465,0.06804213081733125,0.025251563768493943,-0.027784753874765637,0.0734115337053466,0.0456690557671835,0.04058119083844097,0.04446582709376344
EREG,,,,,,-0.047246368070799086,,,,,0.002149193484990216,,,,-0.03842615648768537,-0.007089813830240323,,-0.028251503984336717,,-0.045812035527190036,
SPTAN1,-0.09752590184580515,0.09578719414901968,-0.007855679575126968,-0.00273453607308231,0.0023518953467001114,0.012418991063759864,-0.03480657481345313,-0.14778413614229405,-0.05654400667300281,0.022430132374256034,-0.3318235995033498,-0.031954389981510074,0.008212462519245305,-0.050464133122088875,0.022888111927314214,0.07351551944786237,-0.034140268548075454,0.024445652278509998,0.04284492863040037,0.16948534574615032,-0.16730723851648077
PTH2,,,,,,,,,,,,,,,,,,-0.003808378767034376,,,
LIPC,-0.012890869637588648,-0.02383330393670007,-0.024267457478202886,0.0004022626665386366,-0.03149887142623001,0.013479544438081794,-0.017482497997319265,-0.04405371442879526,-0.030200333962711833,,0.005562972433406695,0.08132087408628064,-0.008305208150477451,0.03799152432255636,,,-0.05170358068036483,,,0.010723469571597645,
COL8A1,0.11080971185087046,-0.05199625948814325,0.024183467731507122,-0.003698487481190898,-0.020903481848356973,-0.04759009264024494,0.08832036685796864,0.0015811412450154438,0.0042621062555120255,-0.0012704898454355346,0.15471756295222447,0.12910352172941494,-0.008789214804381489,-0.07720071933060535,0.05828857546478027,-0.031169778973408863,-0.0863082962205893,0.09877878371438482,0.032618359217038546,-0.08470532577075171,
GSTM2,-0.05017344818456085,-0.01415524289236302,-0.014950901461288475,0.023045455273941164,-0.016508234948454405,-0.037732297199917025,-0.02779675146224351,-0.00017507849678278717,-0.010331874886231555,-0.017732514172090347,0.10501247418345175,0.0980417666601812,-0.0042424245178809645,0.013088006036500408,0.005591378128800885,0.01835468598546593,0.05220324542636193,-0.04647768622693504,-0.05103230567904297,-0.03866881224366635,
SPX,0.03192375262188941,0.0734362137042819,-0.0046739812668662095,0.04277798556968769,0.08508220033239716,0.0808136632303767,-0.0027357028817600894,0.0010391732915456112,-0.024382307594356906,0.01924660731957868,-0.0962961838337058,-0.09431720229461862,0.06002072121871079,0.10908282340561828,0.02865073432173246,-0.02337040028811075,0.0865282742546115,0.017412273444591113,-0.022774687827713514,0.07610454464833236,0.10934357545063479
MFGE8,-0.039857788075532564,-0.03397262095662165,0.00977229458275769,-0.035229974533356585,-0.001143090642906785,0.010747460725888973,-0.0003182372902501934,-0.03381253879769541,0.02700980206758722,0.04002273794483573,-0.11045799901160011,0.05134718731461862,0.017250482718716872,-0.03581380335782344,-0.0021361872026188083,0.05223205223348262,-0.1207736404273115,-0.03251187387296033,0.018581046961214102,-0.08103299219735605,0.07675750814130963
TGFA,0.19590540030336126,-0.0766693754039074,0.03984944310081094,-0.019004754824563194,-0.04325216159982609,-0.009451481263335865,0.08578671310135733,0.08984419260957736,0.07659345202313132,0.06905316127557948,0.1131417154893576,0.18030609723874463,-0.024051860493630537,0.05779886408487525,-0.041791944015569384,0.019245395476180125,0.11521619472102744,0.05380518607188935,0.14548072122068875,-0.003191261619675592,0.14158112983581853
SLIT2,0.2084370922494459,0.02015541898727236,-0.030139316558762678,-0.01713222059916791,-0.038080355210253485,0.028604738172155312,-0.034469382029070676,-0.06634140858721264,-0.020085788941085293,0.02769121200239315,-0.19458837224541073,-0.13928872217055122,0.019453171119224174,-0.12193639664985163,-0.0568402928115273,0.0025853109565673062,0.00814875461564794,-0.0023945058190628678,0.08342660932303089,0.008110131796240651,-0.13174893826043793
PLTP,-0.05914739605329255,-0.02805706483008336,-0.035671971760587146,-0.004262232867331928,0.0283086277887666,-0.071393972998156,0.056440256518562354,-0.10173625936138937,-0.03421202308398164,0.008220198414307642,0.3427000042986028,0.05776022018550586,0.06655736195157742,-0.08242042682453886,0.02347302456627526,0.06814499452473087,-0.17004236482019586,0.05147035231035725,0.022273997192724704,-0.003190942838892933,0.14930325841043715
APOD,0.2603668973306706,-0.04889163783197717,-0.023148346516998538,0.011167816341200393,0.044228602547127474,0.04572338435061714,0.041501311508117186,0.3663743953844764,-0.028612774039570518,-0.011161404982243453,0.2717072130949394,-0.010653580410174751,0.032591929362561264,0.13661057143546304,-0.06828564399713401,0.02073416241604732,0.27617255284029696,-0.05081611542765041,0.17720523389294826,0.07969887471704175,0.21379840665637936
B2M,0.09334091009527809,-0.059071793842010695,0.022768503580050177,0.006799333139451685,0.023734801010407522,-0.02930712731046027,0.1793212252719937,-0.04538180110091031,-0.020707458586495413,0.09186637553717553,0.4514957565409511,0.009614880934311999,0.13994804159150837,-0.07497250763366235,-0.003977164217044119,0.033134897767716304,-0.08222715945167502,0.05207829979469049,0.10882461466910681,0.05076530632587872,0.17894060329054032
OMG,0.14897013855809343,0.13691395097917824,-0.029136684752865738,0.011705469321210936,0.047815478867650786,0.09307755208882684,0.04247455345865112,0.20521689265578408,-0.05739446011936536,-0.024413999061839047,0.10689721104260813,-0.017151700515572223,0.11771808467065652,0.1311178829898277,-0.031356894750092415,0.08807905722662521,0.2173166441714516,0.06626694445143837,0.06083047015060339,0.19641371419023884,0.2526557433232053
CXCL3,-0.03636552781058735,0.025394937162409776,-0.040911738650987975,-0.0024366357394657147,-0.019206646964791914,-0.014715370165608782,,-0.020940219722676606,0.05994727491487627,0.02102955670047281,0.025403837315375703,0.0034551578324887203,-0.02253769545381748,,0.09221756592945271,-0.025154405878631058,0.029323682942393084,-0.011320415978937036,-0.030809932559291375,-0.10319958394866405,
CXCL10,-0.13147700369818655,-0.023220599573058207,-0.01633063046911228,-0.03445985914857738,-0.04181990762778568,-0.013251952409951263,0.019864717747035014,-0.12228901473223393,0.008881868469796989,-0.03955524722947373,0.08104442927667985,-0.06359715826253676,-0.00294093950380304,-0.0384077006274035,0.08168064690719576,-0.025246278565992784,-0.02009986022777678,0.023953327434548886,,0.02157436139699842,
