,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
IGFL3,,,,,,,,-0.034511612522061474,,,,,,,,,-0.002305845663796964,,,,
BMP1,-0.0431642538758416,-0.10211946142187392,0.02714979716956366,-0.0011335594699199772,-0.049865076182948234,-0.06172832136467264,0.08789017452925228,-0.0709820826721796,0.007623789648153187,0.007739270581819405,0.14173490661283483,0.11922186330262183,0.052721475622455376,-0.04559259605589615,-0.005079984778246517,0.034466239591484524,-0.0350988473622259,0.005426250010879988,0.15331297365378835,-0.08683849982920182,0.13296372196781614
NDP,0.036502555429076725,0.06565064431727416,-0.038899706332758764,0.04079938723984681,0.0018139363676453136,0.02694452700536508,-0.04286063009917206,0.05977499218887603,-0.06331273011005209,-0.043255796624462856,0.16901667736869164,0.08303545792505194,0.04829930409582765,-0.031192612442125463,0.01168301114754021,0.0782782195664846,-0.09742688414469082,0.04236784025764413,-0.004914751340879472,0.029948232507268753,0.056290702273495814
TNFSF18,0.20213164740400044,-0.02181207989156909,-0.03782270066237346,0.07575493827281513,,,-0.018739019688528556,-0.06112418535546679,0.012026677561440354,,,,-0.08833405830824541,,,,-0.03857756133114157,,0.009582822190503172,-0.05158563818138202,
IL36G,,,,,,,,,,,,0.04876866506954398,,,,,,,,,
RTN4,0.13624176141945024,0.033144176365792775,-0.04367231025027356,0.018512159638433362,-0.04605631372366945,0.06520031465758912,-0.10737169053681578,0.002049490957928994,0.009638259480903928,-0.04610293964821735,-0.25937023517275903,-0.09139049057836487,0.13939208769798403,0.007590322211886363,0.04479389424959943,0.0012477713297531173,0.22597133238831546,-0.03140130457274038,0.052830718457738964,0.17256975245116363,0.04018959673052163
HEBP1,0.04489163828313765,0.03210136998424068,0.01275900818498764,0.017086269866746526,-0.009175797835222894,0.0537791081696902,0.04532286684011729,-0.04371315817354507,-0.0006016449933825281,0.018363013633274822,0.25012053165579784,0.07847285764544981,-0.014508460988784427,0.05969819984429505,-0.015764479190550428,0.05513189410083345,0.03728886300236122,0.07456715283296204,0.07380022848325245,-0.059580719747458113,0.1763754544884073
WNT7B,0.047529916493990174,-0.02563740784011717,0.019174903022018137,0.021983563984309982,-0.0024017652165229217,0.04764434263969197,-0.023136784597984864,-0.14411301858930997,0.07049430518386458,0.012953074243391864,,-0.06390315935633824,0.004648854824127102,-0.05974730674798109,-0.003775980723255291,0.08741878708246027,-0.032929064816176926,0.04076890677288634,-0.027325115211225794,0.016110945290112165,-0.10379394391334931
PTMA,0.11581570335886338,-0.03690364158387328,-0.03821040891975906,0.035607674536375936,-0.012956256001238139,-0.05765957217661122,0.1873071783959576,0.2715861382906091,-0.03825785878880638,0.13023492622217275,0.43114181633073506,0.2344548520522655,0.09320167398216353,0.02992024412807769,-0.036824968897624856,-0.0367001436599754,0.1801677572281973,-0.06345505454432844,0.209057053349078,-0.0487983173249453,0.2633170793424709
FASLG,0.007949136775414058,,,,,,,,,,,,,,,,,,,,
CEACAM1,-0.020774369144268754,,-0.0240731124141247,0.03425180739427129,-0.006549270753284067,0.05074542390144122,,-0.07619879090406532,0.010374888871199153,,,,,-0.012988004182599516,0.003945462049828199,0.09085169243997139,-0.05396931516053717,0.022258555412939883,,,
PDAP1,-0.02997980608421025,-0.09238588360965322,-0.032625225476781226,0.01694355058800461,-0.004474700424177063,-0.024271244732737875,0.07840306015786906,-0.08336381314122922,-0.023143711835045096,0.0557664925204495,0.025210960020364496,0.1091133743256229,-0.01880857052746671,-0.0325359462366289,0.012013229501729355,-0.0337646614512396,-0.022910262385971113,0.018334037314939416,0.07451021881911969,-0.09633704748535639,0.07746486044167816
QDPR,0.24970410003766538,0.0373322894715533,-0.009551812364981791,0.018191885816022733,0.02307973975959079,0.18982958767080516,0.0027490894514988233,0.37436245495259807,0.02889143906029921,0.16969961361432936,0.44100567131076257,0.15293429911501938,0.09062407641159186,0.1768663179398478,-0.06445896476624374,0.033612501743502186,0.2093671738337102,0.04170446455139711,0.2573578077334803,0.19743673001405182,0.17079258291024052
POMC,0.02804242359187067,-0.04118484698102007,-0.006418940430213618,0.07663549696608075,0.09014569269613769,0.014953663762274671,-0.052903752811822705,0.004339222012198923,0.04563913926367641,0.04966321808174569,0.17941897704496168,0.0323408979902168,-0.012142163800501819,0.006850056490937022,0.026442116284394256,0.019776062349898975,-0.003640935020243747,0.09750133100982825,,0.09942006414249135,0.046824328738174784
CCL18,,-0.02925179261599306,-0.030040969768220266,,,,,,,,0.1348502257237625,,,-0.025234680109554913,0.0011278112006631988,-0.0198231929582093,,-0.030854645423652287,,,
CCL17,,,,,-0.02950978641064052,,,,-0.022644369786929536,-0.034590678024740876,,-0.016108348998419994,,,-0.020054216510091143,0.03458093006515339,-0.008389008739389863,,,,
VEGFD,,-0.03295822042521881,-0.018403994159883027,0.0014878366719266924,-0.0236249067212434,-0.02442684151065733,,-0.03557211399872347,-0.012376751195077265,-0.0034060059780606925,-0.07144696387457805,0.015594789676598235,,,,0.07616279753992755,0.06480459082818976,,,,
TNFSF13,,,-0.022669886994912795,,0.08298075537497149,,-0.029737471701692178,,,,,,,,-0.026392151232202645,-0.0214506505001233,0.0014079476316315438,0.04696186758346249,,-0.027490804464163326,
WNT5A,-0.02963408019286119,-0.05533524267517148,-0.017805301197088157,0.0015890047192198915,0.09898788594378795,0.02861375617733621,0.14073277346894633,-0.0026237689817996575,0.03168189666579161,0.015889904702073195,0.03281967585405235,0.04405723853235547,0.08245337288525634,0.03318295676600987,0.015293535060550095,0.11764399575899297,-0.03375606106529766,0.023425629905861764,0.1605033137081259,-0.04694294591749022,0.005057869457384166
CXCL8,,-0.015445872200240613,0.028604793844116985,0.07239383783677585,0.0029018518056168462,-0.025755404893088293,-0.006698825219377824,-0.09004542899349452,0.04674596470377039,0.08834788362218782,0.15218726783987915,-0.003922888858461039,,-0.03477199855999009,0.022670363220470113,-0.07617940706517622,0.025621018076333255,0.020640622310246586,-0.08815823247682036,-0.12150410759262835,0.042507925628372974
GRN,0.02781981796783097,-0.03512255316930137,0.015556584849300878,-0.010668407799342715,0.013863971701246588,0.024123773687122194,0.10734032650149955,0.03807285925512456,0.014367743855514042,0.004782921306418389,0.2637821585630989,-0.04340291671561879,-0.03806312607294744,-0.03527118700905857,0.06007430053470578,0.05237879223684794,-0.19894142225687164,0.02495325125265832,0.08680275743084463,-0.002852574775320992,0.03399325474195546
MIA,0.06476714765596761,-0.02084749575504728,-0.01375863786177147,-0.006283904578275295,0.0023618345213569075,-0.057640495554682515,0.010234190595536768,-0.056503864972746946,-0.0037747018497092757,0.020738928230428406,,0.0231164672354443,0.06906069618663298,-0.003565940639301232,0.01263178438407338,-0.07232621736533,-0.03325817688219663,0.03585576308655162,,-0.07542421905355909,
COL4A4,0.02812464347969945,-0.03317820075837509,0.02094307871611572,0.013999831054550445,-0.0009614649370041159,-0.0069750315848889,-0.028293890510293816,-0.01199060123998108,0.00046454344861395896,0.015411905594038773,,0.06438043537135575,,-0.001888068371061395,-0.019010192160091484,0.046496641482948624,0.030471678599517885,-0.03952886414964846,,-0.05424268460549159,
TAC1,-0.04991346528444997,0.07741108658037602,-0.012041131735910012,-0.030964782941636272,0.050303711102803586,0.07696741657850892,-0.10521394754080336,-0.12733054936064342,-0.06965333819969471,-0.02415504700720581,-0.24869920750765775,-0.10321848761021446,,,,,,-0.023048602164066574,-0.04783507902303694,-0.0021197510751469954,0.002219211848624805
RARRES2,-0.19307812951196796,0.09204725981043642,0.009376452772630967,0.08754878797327617,0.04827750219571208,-0.1247191810877808,0.11623308694039361,0.015072649141468688,-0.04803522213663633,0.043059401522471515,0.08835169615063632,0.15982448962731502,-0.04957856733407079,-0.04089250176107936,-0.036503773592579,-0.021703073878898287,0.03447532248455782,0.039400250233504915,0.05004893651609365,-0.03160995273339364,0.0022585870883599594
FGF7,0.08982546314074161,-0.017937691930133726,,0.013310311195345339,0.07082308504514002,0.018148135238316786,0.018349894481339345,-0.03451058801417634,-0.0034011446183543443,0.07144777404432942,-0.0621564225724761,0.009515358654491263,0.09031438935171285,0.07789230802567655,-0.02236126941358648,0.003466155938778486,0.06875598869135409,-0.0022736252595111557,-0.00601454008859523,0.030386381641167748,0.0983742529113094
EFNA2,,,,,,,,,,,,,,,,-0.0005406802850402002,,,,,
HBEGF,0.022860206940511434,-0.027087323121042225,0.04089110292231637,0.031161053452012026,0.053225064274114615,-0.03389886048865135,0.13470641938050315,-0.0907940398677697,0.08384653422735674,0.040682321634678296,0.1709742607352528,0.10450208519846886,-0.05683482278093425,-0.05973375564319496,0.033208446743806845,-0.05448544368024778,0.05572825399990958,0.05328560193588265,0.03991759185986297,-0.022653551507386294,0.011310272919351732
CSF3,,-0.03317817449109444,,,-0.018671002598480074,0.016439669142325357,,-0.06383849632267313,,,,,,,0.007996083847032114,-0.02786596829636027,,-0.023065767795050214,-0.03233568273214079,-0.06597442879489901,
PI3,,-0.039304495246706275,0.102413738303557,,-0.020774627395882685,-0.014157181249852518,,-0.06976049727275795,,,,,,,0.01267876274301331,-0.058007494307629824,-0.061279968682975895,-0.007186205666020075,,-0.059876346868857136,
PCSK1N,-0.08342463166084432,0.057884733129794946,-0.026821454778615184,-0.04674058121569662,0.0017232911610852591,0.04193406298937953,-0.06569745522639801,-0.11812790268022584,0.05365395736158117,-0.0771206899071084,-0.39340499097591275,-0.10158274447428185,0.13086690071005902,0.05383305369734164,0.09289335642534192,0.026063765542738503,-0.04366715148092903,-0.04459158380923627,-0.18028429776581828,0.11181677358609791,-0.008374619678342958
NTS,,,,,,-0.07228081792088457,-0.013391304590375245,0.0551858242769856,-0.027007577231755012,0.0560820165627778,0.11218575623057622,,,,0.0787861138800831,0.008711026784348772,,0.06759208541892987,,,
SFRP1,0.12029436728507162,-0.03848006005174678,-0.032734736281581155,0.04899864691149507,-0.002280332554982521,0.07856725412747334,0.06564551260332013,0.07461651840036711,0.06853039591223353,-0.03459067837309742,0.174538579861618,0.014314109334293364,-0.05463721342836025,0.027058471776464862,0.010971672852652763,0.0526102102572006,-0.004361566449576617,0.0012623005284704291,0.05525965219737589,0.09333226071847656,0.054572587547101536
CXCL13,,,,-0.017611630088881332,,0.012108477737533546,,,,,,,,,0.09582467285285744,0.04576928950948536,,0.0548366883513505,,-0.013683815923852228,
MICA,0.05189203211654328,0.053028083164355456,0.045174444062168556,0.00890254652806172,-0.012064695034469925,0.013682439082558657,-0.005146483858794019,-0.12034029026976056,0.030492099165219555,-0.02762119768930389,0.05700443841682108,0.021544841516697714,0.07094629786407988,0.014960354432148422,0.04063893851095127,0.04960288543761149,-0.021550121782866635,0.002651743532999267,-0.06488675905525912,-0.08059740834723957,0.06661417296409251
TG,0.10670538869974197,-0.02644830069695102,0.016697688142388603,-0.019895853806360546,0.01437770932027472,0.030399939222765723,-0.0027713347172603603,-0.08585204241193141,-0.022813345618274306,-0.02503312347229573,,-0.013817858725185777,0.05969632771823271,-0.023631389467525722,-0.01006795776187271,-0.03081344815043181,,-0.014441280483160334,,-0.041964299117499604,
ADA,-0.022493697159732685,0.021768789907464958,-0.005753711045914228,-0.02673197611339008,-0.035490514037685925,0.0169082001827301,0.12805958665205056,-0.012773043639000886,-0.009576390915116736,-0.04065580568413784,0.2336679180384279,0.028246789991017138,-0.019616606321788844,-0.002505517811005987,0.006449375237359324,0.008086482362702948,-0.004029279082045752,-0.052302736979540056,0.2011993114111357,-0.06050161085909322,-0.01897324211412594
LAMC3,-0.1276135117701344,-0.058026030677015644,-0.04362165585891946,0.02255636079527293,-0.0005869296732709094,0.02400112927687943,0.0148273558859837,-0.133756713709952,0.09186929268880277,-0.0371230696093359,0.10453759739653253,-0.07805327470636865,-0.023431467915529858,-0.02391129788401471,0.01293033794177787,0.031326242616773615,-0.08031462965908184,0.044357965573122875,0.042218904428047335,-0.026798852544557418,0.06942279650593113
CCL7,,,0.07063038587420328,,-0.0058066479473625554,-0.0366141823171253,,,,,,,,,-0.0012285258853653044,,,,,-0.020299660307952983,
NGF,,-0.01911488946364596,-0.021711979536322458,,-0.01423243674069911,-0.02084665132295546,-0.01679632820922067,,,,-0.06881647633719067,,,0.01290187660424517,0.04386567138479332,-0.02025966239660986,,0.09005868840981973,,-0.013537889836057982,
TNFSF15,,-0.023647503869846508,,,-0.022370855124746097,0.0009951697445504289,-0.0013306111548617178,,,,,,-0.045901098671959274,-0.005013321605945446,-0.013465990497793049,,,0.0033454161990071145,,-0.05896681363541634,
HMGB1,0.12614818602398878,-0.01671672141249661,-0.03015159948196114,-0.00840228582328649,0.0006278907436890845,0.045249504525863946,0.06979216450439156,0.07054536257447828,-0.08343671738005458,0.10186225266770133,0.20565006281450388,0.048937855669710977,0.003347301148150404,0.06439676898402598,-0.05475579384137418,0.009826584900886195,0.09638814261950243,-0.02382840186972461,-0.03982583978609917,-0.004792077596009915,0.1970163436191455
ITGB3BP,0.044989029606331665,-0.05834607584757802,0.02250425380545569,-0.012975138806670193,-0.03597094852631476,-0.004857219152364231,0.1122800444402918,-0.020370427422213764,-0.0025355228370189864,0.015342830255414667,0.0673379833801383,0.06104435301613083,6.777385165114265e-05,0.05337614314304941,-0.012039470146330436,0.012752806765625548,0.04851527248626584,-0.037454345627405086,-0.031293061841028647,-0.06957299350569648,0.04503847053692799
AANAT,,0.03630358806557897,-0.027723663546415485,,-0.02035519239000867,0.006171385626034423,,-0.006998564965319612,-0.020516175036120857,-0.02885608240869839,0.050157171672836065,0.029908798558018323,,-0.08414648783762639,-0.010012619821435646,0.044564063405788765,-0.01575552688139817,,,-0.026590654548501843,
RELN,0.02406509856601246,0.04376192730026661,0.08042601377518994,-0.03709518080365667,0.07361746708140757,-0.009970575941962202,-0.0454350898949122,-0.1152811689814436,-0.014698895009730059,-0.013880251033558222,-0.01654241095580614,-0.06077021361548212,,,,,-0.0166045579731006,0.06205581569038214,0.0532123140495263,0.005468581703082718,-0.02013603448484217
IL15,-0.0713521012624281,0.018711020857433598,-0.022401977315314573,-0.06131147091722315,0.04307342897025572,-0.010321675239348169,-0.021058377917086733,-0.021551963353956687,0.03067184968440114,-0.022034569086300693,0.05538111612154554,0.11162224008733422,0.03791351322095738,0.008239723539845867,-0.03851428390274465,0.044082871422309,-0.04762128854523526,0.057989900580846146,-0.030842074539564997,-0.026905929052606876,
UTS2,,,,,,,,-0.0604495552884847,,,,,-0.07314185915926034,,-0.022454419137004043,,,,,,
BSG,-0.1699127994892874,-0.0046490374282977505,-0.00170967054669113,0.0033271345275396455,-0.010054316896723097,0.015263787365228683,0.04017758066553149,-0.20399309513484593,0.04809475002921104,0.05546915717242724,-0.2473091568087743,0.11052330913010844,-0.07873707677479322,-0.011349750332926012,0.011774955740564988,-0.005671774393707039,-0.1696681880702559,-0.04500396962427301,0.06398714524557456,-0.11108786695690746,-0.10129616846180223
ADAMTS3,-0.08602081365806878,0.023748234180424592,-0.0018099471405133214,0.05628428557495674,0.00827211872527538,0.0010232573699913202,0.04544775808511232,-0.1252721175670204,-0.011402748384550625,0.021040604275094545,-0.02696677479546901,0.0633209176130713,-0.02304673209980457,0.016492192630927004,-0.021237992492824445,0.04415188110883123,-0.06548608468543135,-0.019918402224076776,0.11354229706264024,0.001010701997381514,
CD34,-0.036613545320208135,-0.046314627795881566,0.01213207783990509,-0.04339567241824176,-0.00021350581838468707,-0.006552353182169741,0.09878689265184463,-0.12066039340554335,-0.029374924704578764,-0.032077202003012555,-0.04640650311905372,-0.033170016259083106,0.02577550146291172,0.010812760697950296,0.05860924816448234,0.012352402448122973,-0.03380861636978951,0.04424693529845165,-0.004364248096694648,-0.06575100074865152,-0.02552995759418691
CCL23,,,,,,,,-0.0730090671677081,,,,,0.01793419385918028,,,,,,,,
PLAT,-0.06256593991607423,-0.02268724998873724,0.05064390982311734,0.011765071802097647,-0.019664524635049863,-0.024509967072353676,0.11148181010442441,-0.03167613806453875,0.07890526839169218,0.04650004783302479,-0.027177535425326235,0.1115246687661321,-0.07830690142942798,0.021229685677232085,0.05118664009314361,0.04461510550973794,-0.12232110067174735,-0.09954878377337444,0.046170206740126056,-0.05938005494698252,-0.03191402041563167
