,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
IGFL3,,,,,-0.015770376275691198,,,,,,,,,-0.02603375730390748,0.010072049092032687,
BMP1,0.025355477302354313,0.03505917109870981,-0.013654141092384919,0.010863915571457243,0.14426049375896108,0.067273431183528,0.03934482518653222,-0.010615269588323092,-0.0065321941597853315,0.03430601101884357,-0.036872266650883986,0.016384153024156474,-0.019000483029774865,0.003570688850488557,-0.061189223500036444,0.007789059449950785
NDP,-0.007331352674446671,0.024802988372270168,-0.019525801736757768,0.007629931415107333,0.006088273754078825,0.011542490049812466,0.06882323965567812,0.021343920900984126,-0.02062239108856614,-0.01108921889098653,0.051637020379286025,0.04776991958612398,0.06586565927624766,0.004302900633577975,0.09179740868024198,0.019959612627161095
TNFSF18,-0.019872581534333935,0.017448699172655232,,,0.07510847201754575,0.09600673337431084,,,,0.05567301077477122,,,,0.029861966548323456,0.02127631694845619,-0.03256831749676869
RTN4,-0.014562266036056202,0.001388894816819333,-0.0003957043908849936,0.029377432678085524,-0.2026394873709272,-0.002595134080906396,-0.0018982912027356706,-0.01606176252352419,0.01832143989088226,-0.0035859443191436175,-0.024864348509775328,-0.07285637364665908,-0.015214923090937176,0.004131347414255681,0.03167260262578758,-0.013951777822540652
HEBP1,-0.09992484613811625,0.016476615887613972,-0.011207780251780767,0.022207715809443033,0.08283198330996905,0.06601062103814519,0.021461863165933907,0.07405529732060503,0.08302304601834647,0.032833950019681056,-0.060420521933557444,0.04297712110177282,0.060437902833110395,-0.01965702395981979,-0.02393489674550283,-0.005873347215353661
WNT7B,-0.02094495248694984,0.045370267154301515,-0.030377615450772843,0.018919997889378797,-0.011370961471848101,-0.045701612106418134,-0.021434018278643528,,0.015012713720380672,,-0.053392927777133344,0.033721804873960426,-0.04110827260860393,-0.04600089635210771,-0.0014920589173018392,0.0477591409897892
PTMA,-0.05920308881550391,-0.00648586810869645,0.01453751187179327,0.023556377557420998,-0.06999147645036684,0.018505319673304477,0.0435300676088601,0.029838028669551254,0.07839088168204329,-0.0014486394491117977,-0.0926416841401231,0.02599667565629663,0.012295148756656703,-0.02299000490384669,-0.09368738089161441,-0.06722375994010917
FASLG,,,,,,,,,,,,,,,0.058557051881255415,
CEACAM1,,0.040607171094418706,0.010952973066516864,-0.02604576377406793,0.06031658822919308,0.009088372794496485,,,-0.051307730354251936,0.04414198732247155,0.03204026322623823,0.020186290754895204,-0.01991504423197414,-0.012098140872779047,0.00020065486219339085,
PDAP1,-0.029861490531942675,0.003794142440004034,0.03369291299076989,-0.01898173494460231,0.11508154762837304,0.010252348611820087,0.020544567121119708,0.048587585762386885,-0.05617618166716989,-0.021701340633063566,0.011051604263580877,0.010197833189211986,0.06142472578986395,-0.03531988952450073,-0.007915864878567293,-0.0024823609624125115
QDPR,-0.042983930905776235,0.004431326843419126,-0.07902557173758487,0.009044371857880483,-0.20566069828694641,0.005487120393225405,0.030170851893875823,0.0063525196302722875,-0.1607828629557645,-0.022906255471051278,-0.044514715511859676,-0.01834286994024532,0.057206294660398185,0.009880386736764831,0.11370065267608966,0.010545276696363466
POMC,0.06342998854640808,0.11419684363821865,0.014912212388376873,0.046936308124394956,0.022140639193761996,0.02578538270229065,-0.022894981308201466,-0.029482232226182393,0.06641512176312711,-0.0459449127852099,-0.05252519196255606,-0.009869222133136677,-0.02954184070201627,-0.06542377267714665,0.06035653466224142,0.034545954771980754
CCL18,0.04234995783503055,,,,,,,-0.034794972789859054,-0.04399369641723166,,-0.0339502829685931,-0.05668913272144139,0.028969075910313103,,,
CCL17,,,0.01938187888651435,,,0.03160767040458875,-0.02652930607438473,,,,,-0.02476587519463491,-0.028748616604057503,-0.034324005164714115,-0.01916608387395778,
VEGFD,0.08614763794822071,0.015156205074235212,-0.02321687913623715,0.004293150643451623,0.01711008003455642,0.004571197210965468,0.026295414188522867,0.07861338932995736,-0.0011195824068168658,-0.030337671538556023,,,0.020248983471681883,0.023242401517374677,,
TNFSF13,,,0.04314183639934995,,,,,,,,,-0.009370769890361081,-0.017322894500283553,0.017965120927193753,-0.017319903998811795,-0.005455377460063581
WNT5A,0.020745980819460365,0.053788869929738574,0.009965486806052689,-0.036843308630212734,0.17195621448902496,-0.0018981983152749704,0.05380123527485777,0.016457519479844807,0.015228381066893336,0.06476100153878159,-0.0335127559873235,0.018447654886146303,0.028854549072914473,0.044230171784934096,0.05376492878319466,0.05451429236695546
CXCL8,-0.029652578729151082,-0.02775446204635429,0.011578491980551534,-0.026302591868703536,0.1286817398573073,-0.0689686639910499,0.027916098984742045,0.09390686336330617,-0.01448109244933132,0.05591046891286387,0.003666799642176109,-0.04325367157710015,-0.036045568596555604,0.014379338557271915,0.026034756655986133,0.005861961525969024
GRN,0.03198111193379673,0.009407711306105843,-0.053914702047212916,0.014986646918382394,0.12431911894816265,0.06511849781407156,-0.028233515701228024,0.05928982050056276,0.047348502928062745,0.07989196282662887,-0.04697437611398079,0.03172446633557518,-0.022933344486395314,0.029706989516505317,-0.0357014337910711,0.0016945041505684762
MIA,0.020695559209002633,-0.02636099963948208,0.033332257740220785,-0.006190597460013915,0.06934956708086805,-0.030347936277786224,-0.022131159129047742,,-0.0024946621873653736,-0.06507111810843441,0.08492396412377504,0.030924675660914985,0.052905261962510344,0.013974993338496116,0.048857318040573645,0.052948898611635264
COL4A4,-0.030228043497500617,-0.04433134986121996,-0.039384349548917445,0.0736719100662795,-0.028733058724312015,0.013740513419725136,0.10378265395596244,,,-0.06867495088608577,-0.04292376554928291,0.0752284966279153,-0.03188709971005257,-0.014795283444032137,0.06047144681568906,-0.026020064640959524
TAC1,-0.037858267873173715,-0.06996876710509319,-0.004186177374047347,-0.005948685702514173,-0.09962587426656325,-0.03480096982150831,-0.022512685087090454,0.0011874645956221961,,,,,,,0.04025165571407298,-0.023183938784563495
RARRES2,-0.05287952110702907,0.024338587870384596,0.02057875621483085,0.03111622541273331,0.18478764611726234,0.0074567588981019626,0.0010394244737120897,-0.004955817905601495,-0.05953191758010375,-0.13940113804305138,0.028896788142353545,-0.0958014155771194,-0.005819581999856811,0.12098007806805748,0.001170427720457998,-0.022056081649212363
FGF7,-0.03570257901456565,0.11313494661020382,-0.028885912402083727,-0.016543996747547626,0.07417584174363036,0.007136616560382018,0.014555565451207125,-0.030655867015049028,-0.023238287037730804,0.058702595209011575,0.012068921399037064,-0.019449280977316328,-0.014502551478343733,-0.04575912141948399,0.0460438766046706,0.14176277911542215
EFNA2,,,,,,,,,,,,,-0.018927916766449296,,,
HBEGF,0.06726328972038557,0.0388899131261325,-0.02040982375075639,0.016054283344762506,0.07026390226325883,0.015457819710361018,0.02809364625048367,0.05143375534424302,0.07941496952713581,0.03974965154346763,0.04418191515208366,0.010354353410044094,0.024967924219146276,0.020168030414004178,-0.016384239902833306,0.07976807844457064
CSF3,-0.03022801956586828,,0.008288252299376032,-0.06345107753601814,-0.017435105813936484,,,,,,,0.02163850490122658,0.006525755308982658,,0.06466788197778697,0.055249419788999575
PI3,-0.03580959680777248,,-0.05216248932835477,0.005953555254891559,0.010967528928354463,,,,-0.0021746204377955723,,,-0.035733137074951335,-0.05791423198820692,0.03901084733401407,-0.04384211023268698,-0.07433334202180523
PCSK1N,0.00923425708897751,-0.05435228726241089,-0.04172097011539571,0.03277053869610887,-0.08228877886373667,-0.023619205526627943,-0.00936072034690274,-0.03441561884288397,0.003717327553575989,0.06827294963346756,0.03405877003949024,-0.01424016953839172,0.010565887969750077,0.025664068985805588,0.09119650675437836,0.015556042401895854
NTS,,,,-0.007878999615244905,-0.02686166831208564,0.012928761539741604,-0.011158240493825005,-0.01993504263354822,,,,-0.024892041653990685,-0.02306007475362693,,-0.02988224311694984,
SFRP1,-0.04667247219525457,0.014204959267440627,0.042698325897758224,-0.028428391511388828,0.04740245020109478,0.017510998497416788,0.05984294971079167,0.002839185573016471,-0.0133634243191978,0.013325223348137792,0.024317845806057354,0.044380255674426834,-0.004377991766336649,-0.0470240462130503,-0.029187855491838045,-0.04064200281998911
CXCL13,,0.038465689220863755,,-0.015350367670321932,,,,,,,,-0.04025000217363967,-0.048631213955235605,,,0.03017109594851898
MICA,-0.03286777031136202,0.09239922350275556,-0.03906396884121949,-0.0011934888034967547,0.07271995713294324,0.06734726933312633,0.01216679264307136,-0.018819086622730505,0.06326369991247892,0.013416788699995706,0.024448901861346503,-0.03042554286864325,0.015096819583818075,-0.060943872146864184,0.002580942388199894,-0.0014554181369970179
TG,-0.024096556342061447,0.029251924684727842,-0.026838764528868287,-0.06029552745247612,-0.004384187554107596,-0.040388249104290584,-0.019199143599307144,,-0.06951377989880787,0.039257035647974184,-0.0021239884195337778,-0.03290765631000643,0.028237511259572422,,-0.004438730633615519,-0.03723225828734235
ADA,-0.03563487026938128,0.033173965755282524,-0.003362083089304216,0.02187396050242821,0.09692383833544799,-0.01676443428917315,0.04605389002746133,0.038234305033206364,0.02038481815271558,0.08596081320235463,0.047623130004817896,0.05117609687472721,0.03691581562177769,0.03732926776888435,-0.01563461345516689,-0.02602631245733816
LAMC3,0.09287566248395461,-0.03673667166502614,-0.004836082821954794,0.010940208002276347,0.13702703634480304,0.009988922527938262,-0.07158506662090271,0.06855717608005324,0.0826647158333759,0.14778636050009972,-0.02684154609193978,-0.0011449331621758406,0.02018767325402573,0.01736149389383354,-0.06274202994057057,0.08290013969592704
CCL7,,,0.0056841328804511536,0.06652645327883337,,,,,,,,-0.013047495064403974,,,-0.021145562184460648,-0.03334270965891509
NGF,0.047168507564575746,,0.017999404325223022,-0.039869439215402994,,,,-0.019935055759451127,,-0.0229475278032333,-0.05045226394784399,-0.04286870926636549,-0.018673493721055836,,-0.00021306804943319215,0.0615029955650274
TNFSF15,-0.02154480228722453,,0.0002759159979582903,0.0290503877948246,,,,,,0.04823244189599041,-0.050952520924630706,-0.000490495955755675,,,-0.0001485845187514106,-0.046098847538326736
HMGB1,0.05266096602795274,0.017491240614407474,0.005898187363119686,0.032866023556152583,0.14010221704010897,-0.03661362901976063,0.013682107374254076,-0.0006243290558483768,0.06578242259697632,-0.01479219611233107,0.029719671079988314,0.0027136927771826093,-0.025921824039238636,-0.0010241791672184473,0.05024757747232467,0.010222729205133584
ITGB3BP,-0.004009415421541881,0.018117679403320007,0.04061122018860918,0.032661977923717805,0.1468406578367448,-0.03274598108319017,-0.00320668449680059,-0.0017989596088763143,0.02040113327822722,0.03449337083216158,-0.028066584271718143,0.03351929199714509,-0.0024244324500324937,-0.009996786723865753,0.03907358689193705,-0.012642634253441814
AANAT,0.07938071835181734,,-0.02839799458066914,-0.02491911567318922,-0.02742074148097856,-0.03632138844915097,0.017801285650464148,0.037120297873855276,-0.03997573190861278,,-0.03536064284451548,-0.0325632562412125,0.04018780400046053,-0.02992497685481739,-0.02237288660716164,-0.02543302851642058
RELN,0.11213748772202589,-0.018711541446655038,-0.03486661051255438,0.014337439391528478,-0.027967366168383863,-0.005718418243428543,-0.012367756595945448,-0.06585482838912912,,0.08121333400209568,,,,0.02088679290356024,,0.010428772344406523
IL15,0.08910657314602878,0.1425200995339271,-0.02828513058433022,0.026447903543139393,-0.02442636307348732,0.035227812736240253,0.020268351293521964,-0.038406306993217315,-0.014957622799479162,0.04879401554615408,-0.04704062663989561,0.02962613711503488,-0.036539090896775143,0.038103301062934684,-0.023041437447863147,0.019197366464918108
UTS2,,,,,0.16030069003484748,,,,-0.024963860162595324,,,0.03489599324814037,,,,
BSG,-0.05473806256292992,-0.03226814387586878,0.036596506311655404,-0.050479557339695266,0.06466693027568714,-0.02669751497168681,-0.009765297819236185,-0.010494399067380384,0.026600251000983663,-0.001959382978364324,-0.004429191554231243,-0.025547219313408927,-0.03562512941834054,-0.03504435770335122,0.012408948343172566,0.007124930616744126
ADAMTS3,-0.05712189647346639,-0.015496419774366941,-0.056950941320487065,-0.0002753437956189308,0.1846065129463617,-0.063457863630726,0.0025672099752035733,-0.03009506214476396,0.007713797623785111,,0.024364489724586078,0.015530406963903285,0.04181356362177194,0.04586647975418267,0.05763134002639515,0.015917494298934156
