,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
RLN2,,,-0.012722256632871487,0.024580363224849574,0.019746448088577413,0.007702812679649358,-0.030568209705686133,0.040110727267732516,0.020405331123268023,-0.03692179308040492,-0.021586878508425646,,,0.06746058577608988,,-0.011267262507553735,0.01583833043392899,,-0.01904469521497516,0.045822576573670885,
WIF1,0.24195081621297795,-0.0322497241127856,,,0.10214597146481964,-0.040303803315330025,0.025594635799416326,-0.03029517004292035,-0.008099302684677923,0.17576630061692544,0.17973517487376525,,,,,,0.005748086091820405,-0.039397962699175046,,-0.03946825472962018,0.2743014257701435
IL13,,,,,,,-0.010888163211703276,,,,-0.03002492139286016,,,,,,,,,,
PLAU,-0.1271891881407901,0.01520679035630401,-0.0031136940916462854,-0.04750019787901305,-0.06472976542343488,0.09389384880966574,0.09775259797498805,-0.07173535499740243,-0.027739626379704528,-0.030218066540488902,-0.1470667962603546,0.001289544110254924,0.04100335806980629,-0.05428622597597338,-0.04585295938191354,0.04470424432097005,-0.04025965616595877,0.07693401787971327,0.06019636830199175,0.05393532285136699,-0.061267541601164106
CXCL12,0.061716212026597196,0.033611731889772005,0.009307094064785524,0.0050527862230443366,0.07639006895707641,0.016274033760421736,0.02240673900439248,0.02234447901141765,0.030958771022425512,-0.054144410966763,0.0013062335882391034,0.001790879831139136,0.037334240036668416,0.057683467785837855,-0.02662879457069979,0.00401199567499882,0.01579351437242115,0.07220797049302859,-0.02321967762221481,-0.0634849953000577,-0.03488762112732258
MMP9,0.010939345970817638,0.017867404475741,-0.012026458261149588,-0.04009608133232172,-0.09243275543952836,0.029915628334238466,0.055210049663477284,-0.012312754545405797,,-0.027182236520978835,-0.047261210046283544,-0.031045145935608077,0.13919304333214014,-0.002685774363624004,-0.06149476700150685,0.009871243172065938,0.025160141425668234,,-0.10570939723930609,0.10242236281439025,
TNFSF14,0.00019892895222021228,-0.0025642326411716774,-0.018100460666040277,0.03855234450271914,-0.005424648767422326,,-0.008607930672854744,-0.002389964462596359,-0.03014499152255841,-0.04743955925139478,,,0.13017836131951543,-0.03758013566307091,-0.05042011602560316,0.055311669924797115,0.07353690458100999,-0.04916598161297227,0.06563572829312989,-0.05613238878823881,-0.0031949420204268777
HBEGF,-0.07990578523093149,0.009507282337044507,-0.027229324997047877,-0.015994361977067835,-0.07791125607054329,0.02929533806182219,0.036690009594519325,-0.08226077046061753,-0.04266229787481883,0.0034608176681627727,-0.08392790950960101,0.03495132744947706,0.1689397652033309,0.02000878430507243,0.03169613363213341,-0.0427069137710721,-0.01800097894550532,0.0666039928486312,-0.0045429673090531,-0.0622101331645236,-0.003492611495840579
NUCB2,0.010873703612279486,0.002381796244804709,-0.056748221970385884,-0.007477263147300377,-0.014717492183539094,0.07361281108790894,-0.008674672247059497,-0.015743849504238332,-0.026717079327061966,0.023056300636330438,-0.022770742605663245,-0.07643374505708375,0.04467627251635873,-0.022218956093618514,-0.11039040811754862,-0.03074417535753679,-0.04501077220905338,0.046765495676056,0.035125291971947886,-0.0019160063424081355,0.025343613869334324
VCAN,-0.09964807753522163,0.036386157857551095,-0.02142843227064209,0.01720156046737879,0.06903875382496044,0.13376544320480063,0.04703073936507533,-0.023310325439314744,0.041050216794539504,-0.0060393358813175734,-0.20938640324356278,-0.0477967215512985,-0.11261712328171057,0.042544968978885205,0.12357338160527419,-0.04870180537444095,-0.004891605513527331,0.010610139227598273,-0.03135980687046161,0.009796096776779922,-0.15829502096294318
VEGFC,-0.030262822512163185,-0.005693463385914448,0.050136139182802436,0.024460536697131805,-0.04997739274970174,0.008765921538400563,0.005614306204925073,-0.004704534967137961,0.08956809045364829,0.005922616304629319,0.06631680701157087,0.01912242246440769,-0.03673443591677421,-0.06236035673384014,-0.05079039794431489,0.039193172153378,-0.013035808145122424,,0.016584429038955403,-0.07894632112237793,
LMAN1,-0.03625962893183099,-0.042349910357999204,-0.012223486089918823,-0.007730355485907106,-0.06104507346412681,0.03676823127540497,0.052804558615534264,0.0077054292791317045,-0.011878179444848603,0.08145616377641328,-0.056391166121148965,-0.04589628779094638,0.07231866564565867,-0.060748212448862894,-0.16581341259781146,0.0357487929334592,-0.0003590987493546196,-0.04975933752934486,-0.024670870576568214,0.025688684920053034,-0.08194791051931556
IRAK4,-0.059757382008385644,0.034603950661727216,-0.016413245722667526,0.015829881347030256,-0.02069552882085349,0.12347919023725759,0.010564788532717934,-0.014653451974482111,0.01384438830187045,-0.043568817457257,-0.0781766350552565,0.07386704799699022,0.0682619605875307,0.061570189666287654,0.04771891935854431,0.003334116853663439,-0.020207278175912023,-0.021701437738756994,0.06790879800320251,-0.03156347784080183,-0.028925270177730715
MICB,-0.05033814655216362,0.02440857355390065,-0.041999109352086075,0.020203353598930884,0.053049333763532755,-0.019266384334223178,0.05657725536337106,-0.013173156810968778,0.0212858771504247,0.026357298401284535,-0.04010396809667989,0.04833874911750921,-0.051553244230950306,0.0134995765681586,0.0054488120842618466,0.015249478863492004,-0.007443505464921845,,0.04089419487234725,-0.03558626429884638,-0.05036306822076155
COL1A2,0.014207661136570559,0.027390233705232796,-0.017761769976352315,-0.11644849473972872,0.014025219432513884,0.0036546457566233427,0.08112690191733506,0.03036867224886408,0.030941046386480566,0.023445715888597077,-0.10521025113519383,-0.04419574835432369,0.08219698626693843,-0.007610406976658868,-0.08101825298645061,-0.0318019674122912,-0.05496957663711639,0.026052103889680725,-0.060573281793691175,0.12324613464627861,-0.04391956360971333
ICOSLG,-0.05320404713770909,0.03528228295056114,-0.04510039303493504,0.013280426147953408,0.07827092787347092,0.06133353850806615,0.012052689057346688,-0.02467288682113324,0.009507246466834082,-0.04808054417718809,-0.07378384994279408,0.06876958568324128,0.02869274766627141,-0.014767698220821301,0.10863348325738151,-0.0026154264299856384,-0.017726888098527255,0.02009477165005189,0.06178717361867281,-0.06092446752506784,-0.08608433621630873
GNAS,0.17212158912049047,-0.039126602441475096,0.0007223507249679443,0.044357095035174314,0.1174844999253176,-0.03993142467154718,0.007434429655064789,0.04050614579525394,-0.0207043374071644,0.1507379023520234,-0.14813994207217715,-0.10848627170674575,-0.06456782879847141,-0.12378495924006835,-0.007452667888082031,0.13353352191678033,0.026510977510212783,-0.02977249618823512,0.055495919272706404,0.11877144455408763,0.19728234020979618
C4B,0.006804093742671239,,-0.01401522630188345,-0.0399723744321131,,,,-0.021793749679060993,,,-0.03744961375036772,,,,,0.08403182517544037,-0.016701233175427297,-0.02137251766955257,0.02587958688979652,,
COL2A1,0.10896292549018947,0.003646251544936072,,,0.012234157107145491,0.07289505682456247,0.010720165081814934,,,,0.08939883986931349,,,-0.034444772877287484,-0.07953120230842889,,0.010800969905815716,,0.029419147658362784,0.0024850702628091085,
GSTM2,-0.022327312564791764,0.014145448591103279,0.11084455941971451,0.035200969392369746,0.07864838423958699,-0.044695196734951044,-0.024881736307075315,-0.004433504165861555,0.10055407572936874,-0.05614476885132089,-0.03603775874408721,-0.06595009694235768,0.10625803142192665,0.11841906178348185,0.06951225243626656,-0.02155786689073332,0.03254152160786851,-0.007493438388841181,0.09276703313262118,-0.08085172102340583,
NLGN1,-0.05842868317871842,0.03224828013765541,0.01564542525996881,0.10083066367916078,0.07437201220671477,0.12163243354769268,0.03903085476859251,0.012617483707178863,-0.03565716456529314,0.020817133024334036,-0.06467265255203224,-0.010675568484453364,-0.0037476466298912445,0.03057445563284999,0.03605368185410714,0.09252483307224775,0.03487220165930277,-0.04797143107806732,0.04873824780125645,-0.0560380114693423,0.02032063831707056
SCGB3A2,,-0.04114184383080552,,,,,,,,,-0.015799553820719233,,,-0.04384584140307877,-0.0039029314463123075,,-0.03924941114488975,,0.005272515300601438,-0.04366764296229481,
LEFTY2,0.004546051888360576,0.07709328875240196,-0.013383552719984752,0.0029838094762415115,-0.004846715159005237,0.04609457312598023,0.08938883289872258,0.001757067437235767,-0.03309126875981011,-0.03227081996727495,-0.016323177721156296,,0.07374118942814308,-0.02051940294958975,0.019280675676662886,0.0026872472233700484,0.019507903662985205,0.027485430140498764,0.11906819490128454,0.05368762378708548,
ACE,0.041920640193978634,0.008455004055430934,-0.01634971085820858,-0.03648205300704939,0.05223378003002413,0.07225339540269361,0.03288860076414194,-0.05433757910289091,-0.028791436200736258,0.09425024763209372,-0.013669973226256252,0.021014881850653862,0.1836755158431525,0.03344750275082,0.13783579831042678,0.0038827565867603927,0.06315735569412964,,-0.0232874951015327,0.02982508303682121,-0.05419970926806519
RPH3A,0.14711545056886297,0.11425944920153512,-0.03242920315020028,0.03924971394980891,0.06827675780393748,0.005385832689148332,-0.0010316218749306589,0.03089851132574048,0.040719657088048346,0.1282786903312501,0.03558604558786003,,0.01786828432631582,0.05622960348983454,0.11772428929513415,-0.012409644553285692,0.0060864442339474325,0.08508546870708422,0.05406581834758605,0.02436583982914653,0.13540665012932265
NCAM1,0.0651581911842534,0.062302511350803794,0.021752728491287735,0.07807320986579608,0.16043150902347522,0.09989952567573,-0.06249357794520168,0.033869596338087476,-0.011503381416106646,-0.0065796322749008445,-0.0071123590284760535,0.04069214859093936,-0.1562681935655112,0.043972233038023056,0.026899611839681092,-0.0768246891284934,0.0499254326094894,-0.11321424126205157,0.026961012140959122,0.1114224842853279,-0.0072686877017540475
EFNB2,-0.08370259767365175,0.014589940730514683,0.06201294215900005,0.12804569562573007,-0.0072594226977891535,0.0374712882818982,0.03583512751692259,-0.021937050590027343,0.028568741832315114,0.052500536653205185,0.08907226708563744,0.014679782039466646,0.022008409532378124,-0.008239230002077769,-0.022483684045209347,0.040672862420688426,0.06728009817297717,0.07837887955100083,0.03836568930724387,0.12039037085693714,0.1551228654422416
ICAM5,0.24733674729838326,-0.004675861252358491,-0.017227638531351935,0.03531429571536566,0.04942642872849941,-0.02733151561415479,0.024061354573707436,0.027157098582805093,-0.019994683502611747,0.025103528032250227,0.11888236090094376,,,-0.07872513336369384,0.058732765871406495,,0.0314439142912518,-0.031179851509208482,0.046073332132288425,0.032016053604145084,0.2090171589777969
CCL5,-0.022486327153463877,0.002129429561740637,-0.006590317724784665,-0.05844670287469033,-0.047016534882809206,-0.03741810286993594,0.028407979145361147,0.022333814415463674,-1.425666027510255e-05,-0.0494767141280228,-0.028859056705567213,-0.025927461946386773,0.046831322333971505,0.015685041720909277,-0.009633722361426235,0.024011715298935275,-0.029837469377330138,0.013155569732698614,0.03333668806795729,0.025088102289934758,
PSPN,0.0021425548127813943,-0.00517566116279376,0.00827575746384389,-0.022431430674858033,0.02581632254509034,0.015952785727274786,-0.00505908644466557,-0.018494383309366008,-0.012793749702116575,0.025376663669726005,0.04956125126601136,0.01566713506327427,0.0020845084252346835,0.004688743392560261,0.1108640783724842,0.004813553564131848,-0.04265741971425009,-0.0672491591529446,0.07237249841790001,0.09293084312581193,0.21179418785082027
PENK,0.21965707772405435,0.013458137355632917,-0.022504569111970286,0.037732889283652676,0.02109888350273921,-0.022521226670784773,-0.03275441085742631,0.027997438675103826,-0.014078931252575873,-0.0024993568550274866,0.028314941544362173,,,,,-0.029660031250964735,0.0829142516047647,0.09183748089094262,0.04740945780123924,0.0275643146046329,0.24026519116776823
EGF,-0.03395651316989109,0.02476311442660469,0.03910469121894017,0.018607305194208876,0.07011652547211307,0.03483072653386433,0.0556432121230633,-0.032611241770033564,-0.028640864430726932,0.029822026151503693,0.0049130336580469934,-0.055836425344507265,-0.022785460897662636,-0.01338463027360873,-0.03794985243776801,-0.03032163100299868,0.028313014249984284,,0.0494857174961873,-0.05716708798876562,0.018050944364875223
SERPINC1,,,,,,,,0.005716098347985441,,,,,,,0.020323203072098797,,0.04198651805991123,,,,
UTS2B,0.001649109501952364,0.1224745704973998,-0.014471885761574921,-0.02303476963967297,-0.03631682401641001,-0.01149190313123001,,-0.024867129230763885,-0.02706515961370526,,,-0.04959538639547911,,,,,,,0.0387081215649013,,
F10,,,-0.01735477703683394,,0.01757744219326269,0.032838684817481874,0.09651041623493788,0.0756956447035358,0.003582126680830182,0.09983471418948492,,0.07018292190534256,,,-0.05277409326310468,-0.02785530258738591,0.05925436285433618,0.010134523084565477,0.026660955840053405,0.0021981154294391063,
FN1,-0.14679530634835516,-0.03348966020391779,-0.03392016404355963,-0.0748631817766665,-0.1261687274612219,0.0316036950231724,0.03184305063096958,-0.04770397678014932,-0.006273373739786449,0.021470621604080028,-0.1484251875782515,-0.14140074919241435,0.15630392611534738,-0.07754817408379869,-0.182588757214427,-0.04083366930975916,-0.07377195403014225,0.08154804654303831,-0.11011838656232659,0.07877599023236237,-0.015194838324749247
FGF2,-0.18291865404259833,0.06404408429786049,0.003756194822646376,-0.03391616289338998,-0.039032153847911776,0.010460358499874207,0.049939259018728394,-0.022946550227109657,0.0018193598956701494,-0.021124413861527025,-0.03333586940418895,0.0040082232398640895,-0.00033735033152054505,0.03535178077633064,0.01458184595286606,-0.02901655674769578,-0.04064157623292092,-0.029046283937894067,0.02002917821795108,-0.00977870505223802,-0.08391175853056541
GDF9,-0.007282912526439486,0.01892437628174262,-0.011465022185026645,-0.00777002144767427,0.001799561689190628,0.028153801466696746,-0.008779887731352971,0.015563243111954552,-0.016048649718164703,,-0.023063263815023313,-0.04660993326235552,-0.0027669486397683073,0.07432129240317377,0.10086857795473367,0.02352115582597188,-0.014015554724551689,,-0.026350999371521043,0.015176266973687078,-0.05493978108035543
CSF1,-0.18014816532799427,0.02064747416952325,-0.012046756225000736,-0.014580119233849349,-0.015869809354271878,0.06762760050831601,0.04450244187944493,0.01055674729674618,-0.023152597400216378,-0.09930210660659641,-0.09039948292966232,0.01598507322820983,0.03358629533470357,-0.04564644142393954,-0.05987829716807124,-0.00490445512965261,-0.08434586203212545,-0.030201064272025832,0.07882284706102595,-0.03465422502425731,-0.14200052311295225
GZMB,,0.02417545766266742,-0.012203964122937332,-0.020383847690023216,0.00309057977020445,0.04652501840980532,,0.006623505535484467,-0.06335448187854965,0.010171193317081847,,,,-0.021520082706423464,-0.03872131340577014,,0.002611039532130432,,-0.009336725220506112,0.047548627273054755,
WNT11,,-0.008847648413708541,,-0.021492359830764706,,,-0.03438726246235628,,0.03035794805629511,,,,,0.035354793004742285,0.14955123839158563,,0.0626042798194918,,0.024382516503130097,-0.02421184787949018,
GDNF,,-0.041141854777999635,,0.010232906712287375,,0.10862032852179213,,,,,-0.02560083679641026,-0.038703458672012116,0.031912461530777675,0.012747409170150853,-0.009688307855335738,,-0.001774469596094786,,,,0.13127465549093076
FASLG,,,,,,,,,,,,,,,,,,,-0.025869498698312312,,
SHBG,-0.039935230870333675,-0.017071572640889664,-0.020187699636904997,0.011269384149489532,0.009491753734074784,-0.02812764160960172,0.05051785928417941,0.00841431857546317,-0.04712525564803684,0.034861272272276256,0.09519256431756348,0.1391520242236574,-0.04433671840499741,0.045234745263337574,0.10210907483280547,-0.031449366000069104,-0.011535892030630535,,-0.01331664383970411,-0.000942622179037307,
EFNA5,0.09755639300981343,-0.008843196919171518,0.00479423501955838,0.005876368930651062,0.03280613192323595,-0.0371472945040591,-0.031029955838642948,0.030483853121001117,0.06276834820195651,0.10607819121317627,0.1559496121335206,-0.06202590139158748,0.2141515664594294,0.03565828762773097,0.026487601175323495,-0.04813906780272086,0.07506907635051853,0.015385918907250135,0.10587145811357661,0.06271514945966038,0.2152604718529611
THBS1,-0.06590503111876253,0.01684453996490367,0.028442503089970452,-0.09629034455267087,-0.09484006847658008,0.07989934289419844,0.08191556768828584,-0.013313765045610677,0.015087011816376927,-0.004282386803401114,-0.010644781805708518,-0.0376193085677775,0.1355113553536049,-0.01119973249194329,0.012006244200918026,0.0205858467537488,-0.09626217492993475,-0.04937182782898219,-0.046498935794498965,0.03597313898955388,0.1306341517140298
PODXL,0.010521655148170104,0.06371636879772598,0.029293796617803472,-0.03408196081483088,-0.019740328920812296,0.07172982099951127,0.0791335204551093,-0.03159994987703223,0.022199432142137397,0.04918232975506489,-0.024282750438881697,0.002589415234617932,0.1240842511588951,-0.03140731409796786,0.02194110898600788,0.008641429268383276,0.05412292765350083,0.08902412407987055,0.02060223223965445,0.062249602197228415,0.15995326940626398
LCN2,-0.02498723770199224,,,0.006339222311217785,,,,,,,,,,0.025612762548857457,-0.04494164918474442,,,,,,
C5,-0.045739832643725796,0.041652174511254254,0.023654765733043096,0.003977695471781728,0.03248081135241351,0.10854787066550771,0.07161011943018479,0.017509470335967718,0.026034277216632724,0.002769536311961425,-0.04657729031298292,0.02503611333784804,0.07777970807062105,0.0870245736620437,0.04646063867814028,0.06597553088584765,0.025561595586614718,-0.031470990319150315,-0.0037757209970004377,-0.04769871737243158,0.04048562701831589
DLK1,,,,0.05885437054788071,0.016293767407233702,0.0059271877467444506,,0.03698981134269436,,,,,,,,,,,,-0.03317750177393088,
CXCL5,-0.0292771606276249,0.01449644463366245,-0.03707205063774853,0.00909267002741067,-0.06766173243770479,0.00026388081999149054,0.015746625919169033,0.002706932991612415,-0.027844556415590447,0.01845359122982678,,,,0.028332091859271543,-0.11971153803943312,0.031127998503764746,-0.07560693439124289,,0.006646076009155243,0.011918977701491496,-0.0495656279864153
BCAN,0.012308227646134992,0.10737571600382,0.030325944509856578,0.08195099711239376,0.19216124016650438,0.12358569367034598,0.05575037451916529,0.05180785613002871,0.030333321661819148,0.1155100734548902,-0.1996196180743128,0.11494799550404575,-0.07743920260070454,0.13224294340305884,0.2580169296392259,0.06849959213437802,0.10410312883971534,0.10573194515136086,0.09757890855634262,0.010880200289946912,0.004742602662337
RELN,0.08050886207053627,-0.030177963177682846,-0.00953138388606458,0.01803309195576723,0.02872759631035007,0.007421036251702522,-0.06655708877144141,0.01843818894025009,-0.0023689820446733327,0.0007746769090485801,0.04589906513542856,0.04366941345730801,,,,0.08645782788655137,0.04596367107915528,-0.06636856680344788,,0.009369742194287375,0.0541292187444026
COL4A3,0.012291356546604753,0.02203169293589358,-0.005886930183375305,0.014616811318142651,0.10457156230209996,,,0.025853726606392218,0.0631867640006375,,-0.028380413907143198,,,,-0.03145301225545421,-0.006676206632186203,0.023039071406476437,,0.036060927190222226,-0.0116470466140191,
GNB3,-0.061216869391116854,-0.008911972549733834,0.01795003528525353,0.037549215659360834,0.0320276156751688,0.08577186549517847,0.03262145262186101,0.008878576144586349,0.07218519074663973,0.04438240498275847,0.022166313340097825,-0.06856850782914736,0.10432663226693255,0.01113776200545363,0.06011271191473526,0.030940595748975577,0.023373491599679455,,-0.013556503193148195,-0.03202922189815255,
PYY,,,,,,,,0.0023916662888145224,,,0.07635110352271748,,,-0.0511943398421626,0.009027102120682461,,,,0.10267758694011465,0.0903526686579804,
MSTN,0.1731462268768111,0.027427696159484746,0.013365690802624484,0.010413472538034915,0.04526712834835195,-0.002203990526908332,0.04104215623744512,-0.021984092127666777,0.022493840385594883,,-0.01966438799948612,0.11482973653565369,-0.08276749958523293,-0.029072057946160794,-0.012095592638282941,0.019213554393483667,-0.04224550479245695,,0.015131524522064371,0.004155927574809987,-0.052693341345937256
COL18A1,-0.019948020912284765,0.057860447709935946,-0.00448791312461652,-0.06962640877103532,0.030150512021601645,0.0556121613592584,0.05681837701593747,-0.060095032444158474,-0.03929453251477408,-0.013783636883520321,-0.02615252231479227,-0.0017992756050681084,0.11272029513266367,0.014342230606809645,-0.09306198654700121,-0.021673375288360996,-0.06336416831032955,0.028592895189878113,-0.04053439301853768,0.04956559620897772,0.11083272329260513
